Store,Current GMD Volume,New GMD Volume,
1453,250,300,
1469,300,350,
1473,125,175,
1474,225,275,
1478,250,325,
1479,185,275,
1482,50,200,
1487,225,250,
1490,300,400,
1492,164,175,
1494,248,300,
1496,182,200,
1501,50,200,
1502,150,175,
1503,300,350,
1504,200,300,
1505,200,275,
1511,300,350,
1512,300,350,
1514,300,375,
1517,275,300,
1519,50,125,
1521,50,300,
1527,149,175,
1529,300,375,
1530,150,175,
1534,173,175,
1536,297,300,
1537,150,275,
1539,173,300,
1544,173,300,
1554,250,375,
1555,190,400,
1557,299,300,
1558,150,250,
1559,50,250,
1561,125,200,
1562,125,200,
1564,275,350,
1570,150,175,
1576,300,400,
1581,125,150,
1584,125,275,
1585,50,75,
1586,300,325,
1587,50,300,
1589,125,200,
1590,125,300,
1591,300,325,
1594,184,300,
1597,212,225,
1599,247,250,
1600,150,250,
1602,206,275,
1604,186,225,
1607,50,125,
1610,300,350,
1612,50,150,
1618,300,425,
1619,299,350,
1622,50,125,
1628,200,225,
1629,150,175,
1631,125,200,
1633,180,200,
1636,150,175,
1642,50,75,
1643,180,375,
1645,300,375,
1648,159,175,
1652,150,175,
1655,162,175,
1656,150,175,
1660,249,250,
1662,220,275,
1663,150,225,
1664,250,275,
1665,187,250,
1666,125,250,
1668,243,250,
1669,185,250,
1673,170,200,
1674,300,325,
1676,200,225,
1677,300,425,
1678,273,275,
1679,235,250,
1681,300,325,
1682,300,325,
1686,50,300,
1687,216,325,
1688,215,225,
1689,197,250,
1691,50,225,
1692,300,350,
1695,125,150,
1697,188,225,
1699,300,325,
1700,300,325,
1702,300,325,
1705,50,75,
1707,50,175,
1708,220,250,
1709,225,250,
1710,190,200,
1718,135,175,
1721,178,300,
1723,300,350,
1728,125,275,
1731,50,75,
1734,300,325,
1735,300,325,
1741,183,250,
1745,182,225,
1747,264,300,
1749,221,225,
1750,50,125,
1751,50,200,
1752,193,200,
1754,192,200,
1757,193,200,
1758,175,250,
1760,300,400,
1761,300,500,
1762,175,200,
1764,300,400,
1765,150,175,
1767,158,200,
1768,275,300,
1770,223,300,
1771,50,100,
1772,50,75,
1775,160,225,
1776,164,175,
1780,222,350,
1782,250,300,
1783,150,300,
1785,150,300,
1786,50,300,
1788,300,425,
1789,300,375,
1792,50,100,
1793,157,200,
1794,225,250,
1795,50,100,
1796,253,300,
1797,50,150,
1803,50,250,
1806,177,200,
1807,300,500,
1809,50,75,
1810,300,400,
1812,235,300,
1813,50,275,
1815,292,300,
1816,50,250,
1823,300,325,
1826,50,200,
1828,180,200,
1829,50,100,
1831,200,300,
1833,300,325,
1834,186,250,
1836,50,100,
1837,222,300,
1847,300,400,
1850,197,375,
1851,300,375,
1852,300,325,
1855,232,350,
1861,176,225,
1863,300,375,
1864,196,300,
1867,299,300,
1868,223,300,
1869,300,500,
1871,150,175,
1872,150,175,
1873,300,375,
1874,200,250,
1877,256,300,
1878,150,175,
1883,223,250,
1884,300,375,
1885,250,425,
1886,225,300,
1887,150,225,
1888,150,225,
1891,300,475,
1892,125,300,
1902,250,300,
1904,300,450,
1907,50,100,
1908,214,275,
1911,300,400,
1917,50,300,
1918,50,225,
1920,174,300,
1921,187,275,
1926,50,225,
1927,300,375,
1937,50,100,
1938,125,350,
1939,184,250,
1941,300,375,
1942,285,325,
1943,200,275,
1948,100,125,
1949,150,175,
1954,175,275,
1955,300,325,
1956,170,175,
1959,187,300,
1960,300,325,
1961,188,275,
1962,227,275,
1963,50,175,
1964,194,250,
1966,50,175,
1969,195,200,
1971,174,200,
1973,200,225,
1975,50,125,
1976,250,300,
1980,175,200,
1981,300,375,
1982,300,325,
1984,50,100,
1985,300,400,
1986,50,200,
1989,200,225,
1991,300,375,
1992,50,250,
1993,225,250,
1995,150,175,
1997,300,375,
1998,300,350,
1999,235,250,
2004,193,200,
2008,50,100,
2009,50,225,
2010,275,325,
2013,199,250,
2019,194,225,
2022,250,325,
2023,218,275,
2025,240,300,
2027,250,300,
2030,50,250,
2035,50,175,
2038,300,375,
2041,50,300,
2046,182,300,
2049,275,325,
2050,300,500,
2052,50,75,
2055,178,250,
2061,50,150,
2062,141,200,
2063,300,450,
2064,225,300,
2075,200,250,
2077,300,400,
2078,165,225,
2080,150,225,
2082,300,350,
2083,191,300,
2084,125,175,
2086,300,325,
2087,261,300,
2088,50,175,
2089,185,225,
2090,50,200,
2091,174,400,
2093,275,325,
2095,190,250,
2097,150,175,
2099,50,200,
2104,300,400,
2105,207,300,
2109,216,225,
2113,125,300,
2114,50,150,
2115,235,375,
2116,250,300,
2119,173,300,
2122,50,300,
2124,191,300,
2127,194,275,
2128,50,300,
2130,186,200,
2131,150,200,
2132,198,200,
2133,300,375,
2134,125,275,
2136,150,200,
2138,50,100,
2139,50,350,
2142,50,300,
2144,50,225,
2149,150,175,
2152,300,350,
2153,206,300,
2155,176,225,
2156,300,500,
2157,300,400,
2159,50,75,
2160,194,275,
2169,50,250,
2170,150,300,
2174,300,400,
2175,50,175,
2176,300,325,
2177,300,375,
2180,50,300,
2184,50,300,
2187,185,200,
2190,50,125,
2191,50,75,
2193,50,125,
2194,300,400,
2195,300,400,
2197,300,325,
2198,300,350,
2202,225,300,
2205,300,375,
2208,150,250,
2209,166,250,
2211,300,375,
2226,100,200,
2227,50,250,
2228,50,225,
2230,250,325,
2232,50,250,
2233,249,325,
2236,50,275,
2242,300,500,
2243,150,175,
2244,193,225,
2248,50,300,
2249,200,300,
2252,197,300,
2256,150,175,
2259,50,150,
2262,50,100,
2263,242,300,
2264,300,325,
2266,300,400,
2267,50,250,
2269,167,225,
2270,50,75,
2274,225,250,
2276,188,200,
2279,300,400,
2284,300,350,
2285,168,300,
2286,300,475,
2287,218,275,
2288,212,300,
2289,50,125,
2291,50,300,
2294,200,300,
2297,50,300,
2313,247,275,
2317,50,300,
2318,175,225,
2319,150,225,
2323,300,350,
2325,216,325,
2328,100,175,
2329,50,100,
2330,179,225,
2331,215,225,
2332,50,75,
2334,300,325,
2338,135,200,
2341,400,500,
2348,125,175,
2351,50,150,
2357,300,400,
2359,227,400,
2361,300,400,
2365,185,250,
2366,300,375,
2368,191,300,
2385,240,300,
2386,50,150,
2387,300,325,
2391,185,200,
2392,100,200,
2393,100,175,
2394,100,175,
2395,100,175,
2396,100,200,
2397,100,200,
2398,100,200,
2400,150,225,
2403,300,475,
2405,300,375,
2406,100,175,
2412,50,300,
2414,100,200,
2418,150,250,
2419,50,300,
2422,150,175,
2425,100,200,
2428,50,350,
2429,250,275,
2431,100,175,
2432,225,275,
2433,100,175,
2435,300,325,
2437,175,225,
2439,225,250,
2441,214,300,
2442,100,200,
2445,50,225,
2446,212,225,
2447,300,400,
2448,215,225,
2450,227,400,
2451,100,150,
2457,300,325,
2458,127,150,
2460,225,300,
2464,125,250,
2465,100,200,
2468,100,200,
2469,175,225,
2476,200,250,
2477,125,175,
2480,50,275,
2483,207,250,
2486,100,200,
2487,100,200,
2488,100,175,
2490,50,200,
2491,50,75,
2496,157,200,
2497,250,300,
2499,100,175,
2502,189,200,
2503,250,300,
2504,205,300,
2508,245,250,
2511,275,300,
2513,135,175,
2515,300,325,
2516,200,300,
2518,100,300,
2523,300,325,
2526,300,500,
2527,198,325,
2529,242,275,
2530,50,125,
2531,300,500,
2532,174,275,
2533,225,250,
2534,175,250,
2535,250,300,
2536,50,100,
2538,100,200,
2539,225,500,
2541,275,300,
2544,300,350,
2546,300,400,
2547,50,300,
2549,300,325,
2551,50,225,
2552,125,300,
2554,234,300,
2555,174,300,
2556,50,225,
2559,300,400,
2560,175,325,
2565,205,250,
2566,193,300,
2567,300,425,
2568,300,500,
2574,202,300,
2576,186,300,
2582,150,300,
2584,300,325,
2586,125,400,
2588,200,300,
2590,100,200,
2592,300,325,
2593,300,325,
2594,100,300,
2596,153,200,
2599,197,200,
2603,150,300,
2604,50,175,
2605,50,125,
2609,300,400,
2610,50,75,
2612,287,300,
2613,50,100,
2614,201,250,
2619,160,175,
2621,300,325,
2629,202,225,
2631,125,300,
2632,100,200,
2633,125,400,
2637,250,500,
2638,213,225,
2639,158,175,
2640,50,325,
2642,267,275,
2643,222,300,
2644,192,200,
2647,175,200,
2649,195,225,
2651,300,500,
2658,202,250,
2659,300,400,
2660,300,425,
2663,50,100,
2665,178,200,
2666,100,300,
2667,299,325,
2678,300,375,
2680,50,250,
2683,150,175,
2685,25,150,
2686,100,125,
2687,125,200,
2688,250,275,
2689,100,200,
2690,225,250,
2694,300,400,
2695,264,425,
2699,100,175,
2700,284,300,
2704,225,300,
2705,200,225,
2706,300,400,
2715,171,175,
2716,200,275,
2717,135,200,
2720,194,250,
2723,50,100,
2724,200,300,
2725,244,300,
2728,174,175,
2730,125,150,
2731,100,125,
2733,135,200,
2735,300,425,
2740,275,300,
2741,100,125,
2742,100,150,
2743,100,200,
2744,100,125,
2745,100,125,
2747,192,300,
2748,158,175,
2751,225,300,
2752,201,250,
2755,200,275,
2756,300,350,
2762,171,300,
2763,50,100,
2765,150,225,
2767,125,250,
2769,50,225,
2772,200,275,
2773,100,150,
2774,300,325,
2777,300,325,
2780,275,300,
2781,210,225,
2785,100,225,
2789,300,325,
2795,169,175,
2799,50,300,
2801,100,125,
2804,247,250,
2808,125,200,
2809,50,75,
2811,209,275,
2812,184,200,
2815,50,275,
2816,50,350,
2818,300,350,
2821,296,300,
2822,50,150,
2825,300,400,
2826,100,150,
2827,193,200,
2828,200,275,
2832,193,200,
2835,100,200,
2836,150,275,
2838,300,475,
2839,100,175,
2840,85,150,
2843,212,275,
2844,300,375,
2845,125,175,
2850,174,225,
2852,50,125,
2853,50,200,
2854,230,275,
2856,150,200,
2857,198,250,
2858,85,200,
2861,247,250,
2862,248,325,
2865,50,300,
2866,197,225,
2870,100,125,
2871,300,400,
2873,300,350,
2875,100,200,
2876,100,175,
2877,100,200,
2878,100,200,
2880,100,175,
2881,125,175,
2882,218,300,
2883,300,500,
2885,50,250,
2887,100,150,
2888,275,300,
2889,160,175,
2891,187,325,
2892,245,250,
2897,50,325,
2898,150,275,
2902,50,300,
2903,50,300,
2904,50,300,
2906,50,250,
2907,100,200,
2910,173,300,
2913,150,200,
2914,300,325,
2915,300,425,
2916,300,400,
2917,174,400,
2919,100,150,
2920,162,200,
2924,196,200,
2926,250,375,
2928,125,250,
2930,100,200,
2931,225,250,
2933,50,100,
2937,143,150,
2938,214,350,
2939,171,225,
2940,100,175,
2944,100,200,
2945,182,225,
2947,196,250,
2955,300,325,
2956,125,225,
2959,250,300,
2964,228,250,
2966,275,350,
2967,300,400,
2974,100,200,
2975,100,200,
2976,100,200,
2977,100,200,
2979,100,200,
2980,198,200,
2981,100,200,
2984,106,125,
2986,250,300,
2989,50,300,
2991,300,325,
2992,50,100,
2993,300,325,
2994,225,425,
2995,100,200,
2996,246,250,
2998,100,200,
3004,300,425,
3011,100,175,
3013,100,200,
3015,100,200,
3017,200,300,
3018,150,250,
3019,100,200,
3022,100,200,
3023,100,200,
3026,100,200,
3035,300,400,
3042,100,200,
3043,100,200,
3046,100,200,
3047,100,125,
3049,100,200,
3050,106,200,
3053,250,300,
3055,172,200,
3056,50,200,
3057,225,250,
3058,188,300,
3059,150,200,
3061,300,425,
3062,100,175,
3066,100,200,
3069,100,200,
3070,100,200,
3071,100,200,
3072,100,200,
3074,100,200,
3075,178,225,
3081,164,300,
3082,100,200,
3083,100,200,
3084,106,200,
3090,100,200,
3093,245,250,
3094,100,200,
3098,100,200,
3099,50,200,
3101,100,200,
3103,50,125,
3104,100,200,
3107,175,225,
3110,100,200,
3111,100,200,
3114,125,400,
3123,100,200,
3126,100,200,
3127,100,200,
3128,100,200,
3131,100,200,
3132,100,200,
3135,100,200,
3136,180,200,
3137,50,125,
3138,100,125,
3139,100,125,
3140,100,200,
3141,100,200,
3143,100,200,
3144,100,200,
3145,50,200,
3146,100,150,
3147,100,200,
3151,50,175,
3152,100,200,
3153,100,200,
3154,100,175,
3155,50,125,
3156,100,200,
3157,100,200,
3159,300,500,
3161,100,200,
3162,100,200,
3164,100,125,
3166,100,200,
3167,300,400,
3168,100,175,
3169,175,200,
3170,100,125,
3172,100,200,
3173,100,200,
3175,100,200,
3176,100,200,
3177,150,225,
3178,100,200,
3179,100,200,
3180,296,500,
3183,100,200,
3184,100,200,
3185,100,125,
3188,245,350,
3192,300,475,
3197,300,325,
3198,100,200,
3199,100,200,
3202,100,150,
3204,100,200,
3205,125,300,
3206,158,225,
3207,239,250,
3209,173,250,
3213,245,250,
3214,125,175,
3216,200,225,
3224,245,250,
3225,196,225,
3226,271,275,
3227,181,250,
3230,183,275,
3231,50,100,
3232,249,300,
3234,50,125,
3235,125,425,
3237,170,175,
3238,100,200,
3239,300,325,
3247,160,175,
3248,168,350,
3250,266,275,
3252,100,350,
3253,50,125,
3255,300,325,
3262,50,150,
3265,125,200,
3267,250,300,
3270,50,200,
3273,250,275,
3275,100,175,
3278,200,275,
3279,248,275,
3280,300,400,
3281,250,275,
3284,198,300,
3285,194,250,
3286,197,225,
3287,100,200,
3288,150,225,
3291,284,300,
3293,202,275,
3294,300,350,
3298,300,325,
3299,100,200,
3307,143,150,
3308,300,375,
3309,204,275,
3310,300,325,
3311,50,300,
3314,100,200,
3315,100,200,
3317,100,200,
3322,50,175,
3324,173,175,
3327,100,200,
3328,50,75,
3329,50,100,
3330,100,175,
3331,50,225,
3337,300,400,
3338,100,200,
3340,100,175,
3341,100,200,
3342,200,250,
3348,300,325,
3349,194,200,
3350,299,475,
3354,100,200,
3355,100,200,
3356,100,200,
3357,100,200,
3359,100,175,
3363,250,275,
3366,228,250,
3372,300,325,
3377,100,150,
3379,219,225,
3380,300,325,
3385,100,150,
3387,250,300,
3391,250,300,
3392,100,200,
3397,298,400,
3400,300,325,
3401,300,500,
3407,125,300,
3408,170,175,
3409,50,225,
3411,100,200,
3414,100,200,
3418,300,350,
3419,135,200,
3420,125,400,
3422,125,375,
3424,100,150,
3425,250,300,
3430,300,325,
3439,175,225,
3442,100,125,
3443,300,500,
3445,300,325,
3449,100,200,
3450,100,200,
3452,50,200,
3453,300,400,
3455,300,500,
3456,100,150,
3457,100,175,
3460,300,350,
3461,227,400,
3462,245,300,
3464,300,325,
3469,256,300,
3476,300,450,
3479,100,125,
3482,164,200,
3483,172,225,
3486,50,175,
3488,150,225,
3491,50,300,
3492,221,225,
3494,50,300,
3495,250,275,
3497,50,150,
3498,200,300,
3499,150,175,
3500,300,325,
3504,100,150,
3505,136,175,
3508,100,150,
3509,50,200,
3512,100,125,
3513,234,300,
3514,50,100,
3515,50,125,
3517,100,175,
3518,249,250,
3520,300,500,
3521,100,200,
3524,50,300,
3525,275,375,
3526,150,250,
3529,125,300,
3530,100,175,
3533,125,275,
3535,193,200,
3537,300,350,
3541,210,400,
3542,50,200,
3545,50,300,
3546,186,300,
3560,300,350,
3561,50,250,
3564,282,350,
3566,268,300,
3567,100,125,
3568,244,300,
3569,198,300,
3571,250,275,
3574,100,175,
3579,100,200,
3581,235,275,
3582,200,225,
3583,237,275,
3584,300,350,
3585,50,250,
3589,50,225,
3591,200,350,
3593,100,200,
3594,100,200,
3599,100,200,
3600,100,200,
3603,100,200,
3604,100,175,
3605,100,200,
3606,100,200,
3607,50,150,
3608,193,200,
3614,100,200,
3615,100,200,
3617,100,200,
3619,100,200,
3621,292,375,
3622,100,200,
3623,125,175,
3626,200,250,
3628,100,200,
3629,100,200,
3630,250,275,
3633,187,250,
3634,200,225,
3635,100,200,
3637,100,175,
3638,100,200,
3639,284,300,
3640,203,300,
3644,174,200,
3645,204,350,
3646,135,150,
3648,179,200,
3650,221,225,
3652,300,325,
3653,100,175,
3654,100,125,
3655,100,200,
3661,100,175,
3702,183,225,
3703,100,200,
3705,150,250,
3709,249,250,
3710,50,250,
3713,100,175,
3717,199,250,
3724,100,125,
3725,300,350,
3727,100,200,
3732,300,325,
3736,100,125,
3740,100,175,
3743,100,175,
3745,100,150,
3746,100,200,
3747,201,225,
3749,125,300,
3750,250,300,
3752,100,200,
3757,169,175,
3763,246,275,
3764,50,100,
3765,157,225,
3773,208,225,
3774,300,350,
3777,193,250,
3782,125,175,
3783,125,375,
3784,297,300,
3785,184,200,
3788,100,200,
3789,194,250,
3790,200,275,
3791,50,75,
3792,225,300,
3794,300,450,
3795,50,300,
3801,195,200,
3802,217,275,
3817,100,125,
3823,265,275,
3824,200,225,
3826,217,250,
3828,175,225,
3829,300,325,
3831,125,225,
3833,300,375,
3835,275,300,
3844,100,200,
3845,100,200,
3846,100,200,
3850,224,300,
3862,100,200,
3867,209,275,
3868,199,200,
3869,175,200,
3870,100,200,
3872,175,225,
3874,135,200,
3880,50,150,
3884,300,350,
3885,100,200,
3887,162,175,
3888,240,300,
3893,275,300,
3894,300,325,
3899,135,175,
3935,100,200,
3959,100,200,
3988,100,200,
3990,100,125,
4046,100,175,
4048,100,200,
4053,100,200,
4054,100,200,
4055,250,400,
4056,100,200,
4057,100,150,
4063,300,400,
4065,218,300,
4100,100,200,
4101,50,300,
4104,100,200,
4105,100,175,
4111,200,275,
4112,263,500,
4114,100,200,
4115,250,300,
4118,187,200,
4127,50,75,
4128,50,75,
4129,193,300,
4130,169,250,
4134,185,200,
4138,100,200,
4139,100,200,
4140,100,200,
4141,100,200,
4142,100,200,
4145,100,200,
4147,100,200,
4148,100,200,
4157,100,175,
4159,100,200,
4161,175,300,
4162,206,225,
4163,300,425,
4164,150,175,
4165,300,325,
4166,150,225,
4168,50,125,
4169,100,200,
4171,300,425,
4174,100,200,
4176,300,325,
4177,50,300,
4178,100,200,
4180,100,150,
4182,100,175,
4183,169,200,
4184,100,200,
4185,300,325,
4188,100,150,
4189,100,150,
4191,125,225,
4193,100,200,
4196,100,175,
4197,100,200,
4198,100,150,
4206,100,175,
4208,260,450,
4210,100,175,
4211,100,200,
4218,100,125,
4219,239,250,
4220,100,175,
4233,100,200,
4235,250,300,
4238,225,325,
4255,300,325,
4258,250,325,
4260,125,225,
4264,100,200,
4272,200,250,
4273,209,250,
4274,212,250,
4275,100,200,
4276,300,350,
4278,50,75,
4279,191,225,
4284,225,300,
4285,125,300,
4298,300,325,
4299,200,225,
4318,177,200,
4323,183,200,
4324,100,200,
4325,200,225,
4330,168,175,
4333,167,250,
4334,135,250,
4335,225,300,
4354,100,200,
4357,100,200,
4358,275,300,
4366,100,175,
4367,100,125,
4368,300,475,
4371,100,125,
4373,100,125,
4375,100,150,
4376,100,125,
4380,100,200,
4381,150,200,
4383,300,400,
4388,100,200,
4390,100,150,
4393,174,300,
4395,199,250,
4399,246,250,
4403,275,300,
4407,300,325,
4410,195,200,
4413,100,200,
4415,100,125,
4416,250,300,
4420,135,150,
4421,100,175,
4423,175,275,
4425,100,200,
4426,100,200,
4427,263,275,
4430,186,300,
4431,100,200,
4432,100,150,
4434,100,200,
4436,200,250,
4438,275,300,
4441,100,200,
4443,100,200,
4445,100,175,
4450,300,325,
4452,100,200,
4453,50,125,
4456,285,300,
4458,200,275,
4460,176,200,
4464,100,125,
4465,100,200,
4466,185,200,
4468,100,200,
4469,100,200,
4470,100,175,
4473,100,200,
4475,300,400,
4478,100,150,
4479,250,300,
4482,200,275,
4487,285,300,
4488,50,225,
4490,100,200,
4491,100,175,
4494,100,200,
4497,177,300,
4498,100,200,
4501,150,200,
4503,248,275,
4504,100,200,
4508,173,225,
4511,225,300,
4512,300,400,
4514,225,250,
4516,100,125,
4517,100,125,
4519,85,125,
4524,100,200,
4525,85,150,
4526,224,300,
4527,50,150,
4528,85,175,
4530,100,200,
4531,125,300,
4540,50,100,
4545,100,200,
4546,100,200,
4554,125,300,
4556,50,225,
