Market,Region,Store Number,Onhand Quantity This Year
38,4,2703,9
38,4,2703,7
38,4,2703,4
38,4,2703,4
38,4,2703,12
38,4,2703,8
38,4,642,7
38,4,642,10
38,4,642,9
38,4,642,8
38,4,642,8
38,4,642,6
38,4,642,9
38,4,642,5
38,4,642,8
38,4,642,9
39,2,644,5
39,2,644,3
39,2,795,3
39,2,795,8
39,2,1270,7
39,2,6887,9
39,2,6576,4
39,2,6576,8
41,4,1286,8
41,4,2214,5
41,4,1183,6
41,4,1183,5
41,4,4506,0
41,4,4506,0
41,4,4506,0
41,4,4506,0
41,4,4506,0
42,4,1603,7
42,4,585,13
42,4,585,8
42,4,1035,10
42,4,1035,5
42,4,1035,4
42,4,1035,10
42,4,1035,7
44,5,5147,7
44,5,5147,5
44,5,5147,8
44,5,5147,14
45,5,251,9
45,5,412,7
45,5,3764,15
47,44,38,7
47,44,38,8
47,44,131,10
47,44,131,7
47,44,2123,12
47,44,181,5
47,44,181,9
47,44,226,12
47,44,226,8
47,44,226,11
47,44,226,11
48,5,228,9
48,5,804,4
48,5,804,6
48,5,804,5
48,5,804,13
48,5,3431,10
48,5,3431,5
49,5,471,7
49,5,896,10
49,5,3014,5
49,5,3432,5
50,5,1178,7
50,5,3044,6
51,5,202,6
51,5,202,14
51,5,202,5
51,5,202,6
51,5,202,11
51,5,202,4
51,5,202,4
53,5,1216,10
53,5,2996,8
53,5,2996,17
53,5,2996,7
53,5,2996,7
53,5,2996,10
53,5,2996,7
53,5,2996,4
55,5,1118,6
55,5,2667,7
55,5,2667,6
55,5,2667,4
55,5,5191,8
56,5,2086,11
56,5,2926,4
56,5,2926,5
56,5,2926,11
56,5,2926,8
56,5,5866,5
58,64,2981,5
58,64,3043,10
58,64,3135,6
58,64,3135,5
58,64,3341,11
58,64,5613,9
59,6,297,4
59,6,1837,9
59,6,4298,7
59,6,1279,6
59,6,1279,5
60,6,3298,10
60,6,3298,9
60,6,3298,3
60,6,2439,4
60,6,2439,0
60,6,2439,0
60,6,2439,0
60,6,2439,0
61,6,808,5
61,6,1405,3
61,6,5388,8
62,6,2993,3
62,6,5449,4
63,6,3425,10
63,6,4526,3
63,6,4526,8
63,6,4526,7
63,6,5612,7
63,6,5612,6
63,6,2724,4
63,6,2724,4
63,6,2724,8
63,6,2724,4
63,6,2724,5
64,6,772,4
64,6,772,6
64,6,772,7
64,6,772,5
64,6,772,5
64,6,772,7
64,6,772,6
64,6,772,6
64,6,772,4
64,6,772,4
64,6,2066,8
64,6,2066,6
64,6,2066,3
64,6,3302,8
64,6,3302,8
64,6,3302,13
64,6,3827,6
64,6,3827,4
65,6,344,4
65,6,344,8
65,6,3640,3
65,6,4512,5
65,6,4512,16
65,6,4512,6
65,6,4512,6
65,6,4111,0
65,6,4111,0
65,6,4111,0
65,6,4111,0
65,6,4111,0
66,13,1204,7
67,6,4538,4
68,6,400,9
68,6,3591,8
68,6,351,0
68,6,351,0
68,6,351,0
68,6,351,0
68,6,5287,7
70,46,3384,6
70,46,3384,4
71,46,1051,4
71,46,1051,7
71,46,4299,9
71,46,4299,7
73,46,608,16
73,46,2891,7
74,5,536,5
74,5,1078,4
74,5,1078,11
74,5,1078,4
74,5,1249,6
74,5,438,12
74,5,438,24
74,5,438,8
76,5,561,4
76,5,6929,16
76,5,1254,0
76,5,1254,0
76,5,1254,0
76,5,1254,0
76,5,1254,0
77,6,290,5
77,6,290,4
77,6,4103,5
77,6,4103,5
77,6,4103,4
77,6,3279,6
77,6,3279,7
77,6,3279,7
77,6,3279,7
77,6,3279,4
77,6,5245,3
77,6,5245,5
78,6,464,7
78,6,464,9
78,6,791,13
78,6,5898,5
78,6,5898,2
78,6,5898,3
78,6,5898,3
78,6,5898,3
80,6,395,22
80,6,397,7
80,6,397,13
80,6,397,5
80,6,397,6
80,6,3320,3
80,6,5165,1
80,6,5165,1
80,6,5165,1
80,6,5165,1
81,5,1073,6
82,5,2133,3
82,5,4130,4
82,5,4130,9
82,5,4130,7
82,5,4130,6
82,5,4554,4
82,5,4554,6
82,5,4554,8
82,5,4554,4
83,5,280,8
83,5,1185,5
83,5,3169,9
83,5,3170,7
83,5,3569,7
83,5,3569,6
83,5,3569,4
83,5,3569,10
84,6,1098,5
84,6,4194,5
85,6,321,4
85,6,321,12
85,6,4183,10
86,6,999,7
86,6,999,4
86,6,3058,4
86,6,4102,6
86,6,4102,4
86,6,4102,3
86,6,5145,10
86,6,2599,7
86,6,2599,7
87,6,404,6
87,6,765,5
87,6,1803,6
88,46,554,6
88,46,554,5
88,46,554,6
88,46,554,7
88,46,554,4
88,46,782,5
88,46,3623,4
88,46,3623,10
88,46,447,4
88,46,447,12
88,46,447,11
88,46,461,3
88,46,461,6
88,46,443,4
88,46,443,6
89,9,110,12
89,9,959,6
89,9,959,17
89,9,959,10
89,9,959,6
89,9,959,6
89,9,959,13
89,9,2843,12
90,9,908,6
90,9,1220,4
90,9,4332,5
91,9,955,7
91,9,1084,7
91,9,1084,6
91,9,1374,4
91,9,1374,9
91,9,1374,4
91,9,5871,8
91,9,5894,5
92,9,771,6
92,9,771,14
92,9,771,12
92,9,771,17
92,9,771,20
92,9,771,19
92,9,771,7
92,9,956,7
92,9,956,7
92,9,956,15
92,9,956,15
92,9,956,12
93,3,551,7
93,3,1283,5
93,3,1283,5
93,3,1297,8
93,3,1847,5
93,3,1847,10
94,3,3207,5
94,3,3207,8
94,3,3207,16
96,72,4142,7
96,72,4160,5
96,72,4160,8
96,72,4160,5
96,72,4160,5
96,72,4160,3
96,72,4160,7
96,72,4160,8
96,72,4425,5
96,72,5179,5
97,3,1375,14
97,3,4427,12
97,3,4520,4
97,3,5422,6
97,3,1408,7
97,3,1408,8
97,3,1408,12
97,3,1408,6
97,3,1408,8
97,3,1408,12
97,3,1408,8
98,3,977,6
98,3,977,8
98,3,977,10
98,3,977,5
98,3,1172,8
98,3,1172,5
98,3,1173,4
98,3,1173,5
101,3,767,9
101,3,767,9
101,3,767,4
101,3,767,11
101,3,1090,9
101,3,1090,6
101,3,2626,5
102,72,5622,5
102,72,6968,4
102,72,7298,4
102,72,2392,12
102,72,2392,16
102,72,7221,8
102,72,7221,0
102,72,7221,0
102,72,7221,0
102,72,7221,0
103,72,3935,6
103,72,4498,7
103,72,4563,13
103,72,4563,7
103,72,4563,6
103,72,4617,12
103,72,3183,3
103,72,3183,2
103,72,3183,2
103,72,3183,3
103,72,3183,3
103,72,3183,3
103,72,3183,6
103,72,3183,3
103,72,3183,3
103,72,3183,3
103,72,3183,3
103,72,3183,2
103,72,3183,3
103,72,3183,3
104,9,988,12
104,9,3415,9
104,9,3415,9
104,9,3415,8
104,9,3415,10
104,9,3415,10
105,9,1119,9
105,9,1119,6
105,9,1119,9
107,9,5301,9
107,9,5301,8
107,9,5301,8
107,9,5301,4
107,9,5301,8
108,9,1387,8
108,9,1387,7
108,9,1398,6
108,9,2962,5
109,9,1349,11
109,9,1851,8
109,9,2987,7
109,9,2987,7
110,9,1680,9
110,9,1680,11
110,9,1680,7
110,9,1680,9
110,9,2814,11
110,9,2814,10
110,9,5671,16
111,9,1712,9
111,9,3372,7
111,9,3372,6
111,9,3372,11
111,9,4690,6
111,9,4690,5
111,9,4690,11
111,9,4690,9
111,9,4690,8
111,9,4690,11
111,9,4690,6
112,9,4681,5
112,9,4681,18
114,9,3463,22
116,9,968,7
116,9,968,7
118,9,1874,21
118,9,1874,6
118,9,2237,11
118,9,2237,13
118,9,2237,15
118,9,2237,10
118,9,2237,7
119,2,619,6
119,2,619,7
119,2,619,5
119,2,1089,14
119,2,1089,9
119,2,1089,10
119,2,1606,7
120,2,669,7
121,2,583,3
121,2,1466,6
121,2,1466,9
123,2,680,7
123,2,680,12
123,2,685,5
124,4,690,7
124,4,690,9
124,4,690,8
124,4,3852,9
125,13,912,4
125,13,912,5
125,13,1163,7
125,13,2665,11
125,13,2665,9
125,13,3167,3
125,13,909,9
127,42,87,11
127,42,87,6
127,42,87,3
127,42,87,11
127,42,876,15
127,42,876,11
127,42,876,5
127,42,876,15
127,42,876,6
127,42,876,13
127,42,1169,16
127,42,1169,8
128,13,1342,6
128,13,3616,6
128,13,4129,7
128,13,541,11
129,13,311,2
129,13,311,7
129,13,311,4
129,13,311,7
129,13,540,8
129,13,485,7
129,13,485,5
129,13,485,7
129,13,485,4
129,13,485,8
129,13,761,4
130,13,935,9
130,13,935,9
130,13,1266,8
131,13,401,4
131,13,401,10
131,13,1196,7
131,13,1196,5
131,13,1196,7
131,13,1136,8
131,13,1136,5
132,13,402,6
132,13,402,3
132,13,543,4
132,13,543,10
132,13,2938,7
132,13,7301,12
132,13,7301,0
132,13,7301,0
132,13,7301,0
134,13,75,14
134,13,75,8
134,13,170,10
134,13,170,5
134,13,170,6
134,13,170,5
134,13,170,6
134,13,170,10
134,13,312,8
134,13,312,8
134,13,539,8
134,13,539,12
134,13,773,8
134,13,773,9
134,13,1107,4
134,13,1107,4
134,13,1107,8
134,13,498,12
134,13,498,10
134,13,498,8
135,42,244,7
135,42,244,6
135,42,244,8
135,42,976,8
135,42,976,11
135,42,976,4
135,42,976,5
136,12,155,8
136,12,155,7
136,12,155,12
136,12,182,10
136,12,707,16
136,12,707,4
136,12,707,6
136,12,1074,12
136,12,1074,12
136,12,1074,7
136,12,1074,16
136,12,1074,12
136,12,1074,8
136,12,1074,6
136,12,1074,7
136,12,1074,24
136,12,1074,12
136,12,1074,16
136,12,1074,8
136,12,1074,18
136,12,1074,8
136,12,1074,12
136,12,1074,12
136,12,1074,12
136,12,1074,12
136,12,1074,16
136,12,1074,12
136,12,1074,16
136,12,1074,16
136,12,1074,12
136,12,1074,16
136,12,1074,16
137,12,1100,7
137,12,1100,4
137,12,1100,8
137,12,1124,18
137,12,5703,7
137,12,409,10
137,12,409,8
137,12,409,6
138,14,112,5
138,14,112,6
138,14,1069,3
138,14,1069,6
138,14,1069,5
138,14,115,5
138,14,115,6
138,14,115,8
138,14,115,6
138,14,1271,8
138,14,1271,4
138,14,1271,8
138,14,1271,5
138,14,1271,7
140,13,875,3
140,13,875,5
140,13,875,8
140,13,875,6
140,13,903,5
140,13,903,8
140,13,903,5
140,13,903,6
140,13,2720,11
140,13,2755,13
140,13,2755,9
140,13,3060,11
140,13,6469,5
140,13,365,6
140,13,708,8
140,13,708,12
140,13,708,7
140,13,708,6
140,13,708,8
140,13,708,8
140,13,3059,8
140,13,3059,5
140,13,3059,6
140,13,3059,5
140,13,3059,9
140,13,3059,8
140,13,3059,5
141,13,874,4
141,13,874,7
141,13,916,6
141,13,1106,13
141,13,1106,5
141,13,1168,3
141,13,1168,17
141,13,1168,8
141,13,1168,6
141,13,1168,5
141,13,1168,10
141,13,1192,7
141,13,954,8
141,13,954,8
143,13,1260,5
143,13,1260,4
143,13,1346,4
144,12,175,11
144,12,848,12
144,12,848,9
144,12,848,4
144,12,1248,6
144,12,1248,5
144,12,1248,5
144,12,1248,6
144,12,2846,9
144,12,5196,6
144,12,5419,8
144,12,5419,6
144,12,5419,5
144,12,6964,15
144,12,6964,15
144,12,6964,6
145,12,94,6
145,12,94,9
145,12,950,7
145,12,950,13
145,12,1561,13
145,12,1561,17
145,12,1561,6
145,12,1561,11
145,12,1561,4
145,12,2322,7
145,12,2322,4
145,12,2322,4
145,12,2322,5
145,12,2322,6
145,12,2322,7
145,12,4533,6
145,12,4533,4
145,12,6807,4
145,12,6807,4
145,12,6807,7
145,12,6807,8
145,12,6807,4
145,12,6807,11
146,41,97,6
146,41,106,10
146,41,106,5
146,41,64,9
146,41,107,0
146,41,107,0
146,41,107,0
146,41,107,0
146,41,107,0
146,41,677,5
147,12,683,3
147,12,684,4
147,12,684,9
147,12,161,0
147,12,161,0
147,12,161,0
147,12,161,0
149,12,390,3
149,12,695,4
149,12,695,5
149,12,695,13
149,12,4435,7
149,12,4435,8
151,12,5057,12
151,12,7020,8
151,12,7020,11
151,12,7020,9
151,12,7020,7
151,12,7020,5
151,12,7020,6
151,12,7020,13
151,12,7020,12
152,41,568,8
152,41,4414,7
152,41,4414,27
153,12,659,6
153,12,3717,5
153,12,3717,7
153,12,3717,5
153,12,4482,6
153,12,5058,7
153,12,5058,7
153,12,5058,7
153,12,5058,11
153,12,5616,5
153,12,5616,5
153,12,5616,4
153,12,5616,13
153,12,5616,4
154,16,2901,7
154,16,1967,0
154,16,1967,0
154,16,1967,0
154,16,1967,0
156,16,1918,4
156,16,2158,5
156,16,2158,7
156,16,2158,7
156,16,2267,6
157,16,2180,4
157,16,2180,7
157,16,2180,12
157,16,2222,5
157,16,2640,4
157,16,2640,6
157,16,2640,9
157,16,2640,7
157,16,2640,13
157,16,2640,6
157,16,2640,6
157,16,2640,9
157,16,2660,2
159,16,2122,0
159,16,2122,0
159,16,2122,0
159,16,2122,0
159,16,3200,0
159,16,3200,0
159,16,3200,0
159,16,3200,0
161,16,2885,10
161,16,2885,9
161,16,2885,7
161,16,2885,16
161,16,2885,5
161,16,3301,7
161,16,2261,8
161,16,2261,8
162,17,2898,8
162,17,2282,7
163,17,5095,5
163,17,5095,5
163,17,2965,24
163,17,2965,27
163,17,2965,16
164,17,2905,6
164,17,2905,6
165,22,1869,10
165,22,1807,9
165,22,1807,27
165,22,1807,10
165,22,1807,15
165,22,1807,4
165,22,1807,4
165,22,1807,6
165,22,3339,0
165,22,3339,0
165,22,3339,0
165,22,3339,0
165,22,3339,0
166,22,2141,9
166,22,2141,6
166,22,2141,4
166,22,2650,6
166,22,2650,9
166,22,2650,5
166,22,2650,8
166,22,2650,7
166,22,2650,10
167,22,2167,5
167,22,4687,9
167,22,4687,8
167,22,4687,8
167,22,4687,11
167,22,4687,8
167,22,5881,8
167,22,5881,7
167,22,5881,29
167,22,5881,9
167,22,5881,9
167,22,5881,9
167,22,3252,8
167,22,3475,0
167,22,3475,0
167,22,3475,0
167,22,3475,0
168,22,1777,9
168,22,1777,14
168,22,4612,8
168,22,4612,12
170,22,3564,11
170,22,3564,7
170,22,3564,6
170,22,3564,7
170,22,3564,9
170,22,3564,7
170,22,5012,11
170,22,5012,13
170,22,5012,9
170,22,5012,10
170,22,5012,7
170,22,5012,14
170,22,5012,6
171,17,2917,7
172,17,2916,8
172,17,2583,0
173,17,5294,11
173,17,3543,6
174,17,2003,8
174,17,2503,12
174,17,2604,8
175,17,2825,13
175,17,2825,10
175,17,3078,5
175,17,3078,7
175,17,3078,8
175,17,3469,14
175,17,4153,14
175,17,4153,10
175,17,4153,10
175,17,4153,7
175,17,5201,10
175,17,5281,7
176,17,5867,12
178,22,1977,28
178,22,1977,24
179,16,1924,8
179,16,2143,8
179,16,2143,10
179,16,2143,9
179,16,2178,5
180,16,2202,7
180,16,3269,3
181,16,2224,5
181,16,2639,8
181,16,2639,9
181,16,2639,7
181,16,2682,6
184,16,1930,8
184,16,1930,6
184,16,1930,7
184,16,1930,7
184,16,1930,8
184,16,1930,5
184,16,2142,5
184,16,1907,6
184,16,1907,10
184,16,1907,8
184,16,1907,5
184,16,1907,16
184,16,1907,7
184,16,1907,9
187,17,1871,9
187,17,2092,4
187,17,4403,12
188,17,1997,6
188,17,2152,9
188,17,2351,7
188,17,2504,10
188,17,3583,9
188,17,1940,8
188,17,1940,0
188,17,1940,0
188,17,1940,0
188,17,1940,0
189,17,2146,6
189,17,2874,5
189,17,2264,7
190,17,3221,5
191,17,1705,4
191,17,2166,0
191,17,2166,0
191,17,2166,0
191,17,2166,0
191,17,2166,0
194,17,1966,5
194,17,1966,0
194,17,1966,0
194,17,1966,0
194,17,1966,0
194,17,1973,14
194,17,1973,11
194,17,1973,0
194,17,1973,0
194,17,1973,0
194,17,1973,0
195,17,2586,6
195,17,2586,7
195,17,2586,12
195,17,2586,9
195,17,2586,7
195,17,2586,5
195,17,2586,7
195,17,2210,4
195,17,2210,5
196,53,1936,8
196,53,2417,6
196,53,2358,12
196,53,2358,11
196,53,2358,8
196,53,2358,8
196,53,2358,6
197,19,1790,6
197,19,2872,12
197,19,2872,6
197,19,2872,8
197,19,2872,9
197,19,2872,7
197,19,2872,25
197,19,2872,18
197,19,2872,7
197,19,2872,12
197,19,2872,10
197,19,2872,11
197,19,2872,10
197,19,2872,13
197,19,2872,9
197,19,2872,7
197,19,2872,11
197,19,2872,7
197,19,2872,4
197,19,2872,8
197,19,2912,4
197,19,3336,10
197,19,4383,11
197,19,4383,5
197,19,4383,6
197,19,4383,4
197,19,5761,10
197,19,5761,5
200,19,1791,6
200,19,1791,10
200,19,1791,4
200,19,1923,10
200,19,1923,5
200,19,1942,8
200,19,1942,7
200,19,1942,6
200,19,1942,7
200,19,1942,13
200,19,1942,7
200,19,1942,4
200,19,1942,5
200,19,2102,10
200,19,2493,8
200,19,2493,6
200,19,2567,10
200,19,3453,8
200,19,3453,8
200,19,3453,4
200,19,3453,3
200,19,5386,4
200,19,5386,8
200,19,5386,8
200,19,5386,8
200,19,3876,4
200,19,3876,0
200,19,3876,8
200,19,3876,7
200,19,3876,0
200,19,3876,0
200,19,3876,0
201,19,2062,7
201,19,2678,11
202,19,1593,7
202,19,5160,8
202,19,5411,4
202,19,5411,3
202,19,5411,4
202,19,1771,8
202,19,1771,15
202,19,1771,16
202,19,1771,8
202,19,1771,8
202,19,1771,20
202,19,1771,48
202,19,1771,16
202,19,1771,24
202,19,1771,8
202,19,1771,16
202,19,1771,8
203,19,2866,10
203,19,5893,9
203,19,5893,8
203,19,5893,5
203,19,2867,6
203,19,2867,2
204,19,1428,7
204,19,5097,15
205,19,1592,4
205,19,1592,3
205,19,1928,6
205,19,2354,8
205,19,2354,9
206,19,2873,8
206,19,4424,6
206,19,5844,5
207,19,1913,3
207,19,5029,4
207,19,5385,5
207,19,5385,9
207,19,5028,3
207,19,5028,4
207,19,5028,6
207,19,5028,8
207,19,5028,7
207,19,4479,3
208,20,2541,8
208,20,2541,8
208,20,2211,6
208,20,2211,6
208,20,2211,9
209,20,1863,9
209,20,2313,5
209,20,3250,7
213,19,1429,9
213,19,1986,8
214,20,1839,5
214,20,2073,7
214,20,2073,9
214,20,2073,9
214,20,2073,6
214,20,2362,5
214,20,4285,8
214,20,5066,5
215,20,2361,4
215,20,5410,4
215,20,5285,4
215,20,5285,2
215,20,5285,5
215,20,5285,5
215,20,5285,5
216,20,1782,6
216,20,1937,11
216,20,2823,7
216,20,2823,5
216,20,2209,6
216,20,2209,8
216,20,2209,7
216,20,2209,9
216,20,2209,11
217,21,2426,5
217,21,2471,6
217,21,2774,5
217,21,2774,4
217,21,5203,27
217,21,3812,8
217,21,3812,7
217,21,3812,7
217,21,3812,4
217,21,3812,7
217,21,3812,6
217,21,3812,8
217,21,3812,3
217,21,3812,8
217,21,3812,4
217,21,3812,8
217,21,3812,8
218,21,1368,7
219,21,3447,8
219,21,3447,8
221,21,1441,6
221,21,1503,5
221,21,1504,6
221,21,5104,4
221,21,5104,10
221,21,3784,8
222,21,1333,8
222,21,5355,7
222,21,5355,4
222,21,5355,8
222,21,5355,8
223,21,1331,11
223,21,1331,7
223,21,1331,7
223,21,1331,6
223,21,2124,4
223,21,2124,9
223,21,2429,7
223,21,2429,3
225,21,1521,4
225,21,2250,8
225,21,2250,4
225,21,2447,4
225,21,2447,6
225,21,3749,8
225,21,3749,14
225,21,3749,8
225,21,4609,5
226,17,2543,7
226,17,2543,14
226,17,2543,6
226,17,2543,5
227,20,3838,9
227,20,3838,5
227,20,3838,7
227,20,5088,9
227,20,2603,32
228,17,2561,7
228,17,3253,4
228,17,3253,6
228,17,3429,6
228,17,3429,0
228,17,3429,0
228,17,3429,0
228,17,3429,0
229,20,2008,6
229,20,2287,10
229,20,2287,9
229,20,2287,8
229,20,2287,7
233,22,2334,7
233,22,2340,6
233,22,2340,23
233,22,2945,8
233,22,2945,9
233,22,2945,12
233,22,2945,9
233,22,2945,7
233,22,5200,5
233,22,5200,9
233,22,5200,5
233,22,2519,0
233,22,2519,0
233,22,2519,0
233,22,2519,0
234,22,5358,9
235,20,5379,8
235,20,5446,5
235,20,5446,6
235,20,5446,8
237,22,2663,7
237,22,2663,8
237,22,2663,7
237,22,2663,10
237,22,2663,6
237,22,2663,7
237,22,5470,3
237,22,1607,0
237,22,1607,0
237,22,1607,0
237,22,1607,0
237,22,1935,7
238,19,1487,18
238,19,1576,10
238,19,2276,16
238,19,2276,5
238,19,2276,9
238,19,2276,5
238,19,2276,14
238,19,2818,9
239,21,1729,7
239,21,1745,8
239,21,2035,7
239,21,2035,7
239,21,2035,6
239,21,2388,5
239,21,2388,4
242,41,526,6
242,41,526,5
242,41,1053,5
242,41,1053,5
242,41,3294,8
242,41,5417,9
242,41,5417,7
242,41,5417,7
243,25,1033,3
243,25,1033,7
243,25,1327,7
243,25,2968,6
243,25,1160,6
243,25,1160,0
243,25,1160,0
243,25,1160,0
243,25,1160,0
246,21,1734,7
246,21,2339,5
246,21,2771,4
246,21,2771,7
246,21,2771,5
246,21,2771,15
246,21,3851,6
247,21,1329,9
247,21,1566,6
247,21,1639,9
248,21,1804,6
249,25,1141,6
249,25,1459,4
249,25,1580,9
249,25,2787,5
249,25,2787,7
249,25,5443,4
249,25,884,0
249,25,884,0
249,25,884,0
249,25,884,0
249,25,884,0
251,25,995,3
251,25,1356,8
251,25,1629,8
251,25,1991,11
253,41,430,5
253,41,430,12
253,41,431,17
253,41,655,9
253,41,736,3
253,41,294,12
253,41,3362,17
256,41,709,5
256,41,709,21
256,41,709,10
256,41,709,11
256,41,709,8
256,41,729,7
256,41,729,7
256,41,729,10
256,41,729,9
256,41,729,8
256,41,729,6
256,41,729,7
256,41,729,6
256,41,1165,10
256,41,1165,15
256,41,1165,7
256,41,6931,10
257,41,665,8
257,41,569,5
257,41,2654,5
258,41,739,5
258,41,1233,4
258,41,1743,5
258,41,1743,4
258,41,1743,4
258,41,1743,8
259,41,702,3
259,41,1140,5
259,41,1140,5
259,41,4461,4
259,41,1139,5
259,41,591,4
259,41,591,9
260,41,493,3
260,41,519,4
260,41,519,7
262,25,844,8
262,25,852,7
262,25,1003,7
262,25,1386,4
262,25,4323,8
262,25,4699,8
263,53,802,5
263,53,933,10
263,53,1490,20
263,53,1490,7
263,53,1740,9
263,53,5044,4
263,53,5398,16
263,53,5398,8
264,25,786,5
264,25,786,6
264,25,786,9
264,25,786,5
264,25,786,7
264,25,1848,5
265,25,1401,6
265,25,1401,11
265,25,1401,9
265,25,1401,6
265,25,1779,4
266,25,1556,8
266,25,1556,9
266,25,1556,9
266,25,1556,12
266,25,4049,4
266,25,5486,3
266,25,5486,8
266,25,5486,10
266,25,5486,12
266,25,5486,7
267,25,1933,7
267,25,2204,5
267,25,2204,7
267,25,2816,4
267,25,2816,5
267,25,3725,7
267,25,3725,6
268,25,1737,4
268,25,1892,4
268,25,2815,3
269,25,3891,8
269,25,3891,4
270,25,4641,16
270,25,4641,16
270,25,4641,23
270,25,4641,16
270,25,4641,24
271,25,196,5
271,25,222,6
271,25,252,4
271,25,252,9
271,25,262,13
271,25,352,7
271,25,352,8
271,25,833,3
272,25,317,4
272,25,1395,6
272,25,1395,4
272,25,4259,3
272,25,4259,5
273,25,798,8
273,25,798,6
273,25,798,5
273,25,254,12
273,25,254,16
273,25,254,12
273,25,254,20
273,25,254,24
273,25,254,12
273,25,254,12
273,25,254,16
273,25,454,4
273,25,422,3
273,25,422,2
273,25,422,0
273,25,422,8
273,25,422,5
273,25,422,0
273,25,422,0
275,25,480,5
275,25,480,5
