Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,,,,,,,,
228,17,1656,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202225,91.32%,76.49%,13.9,96.50%,85.80%,94.40%,88.50%,,,,,,,,
228,17,1656,UBER,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,43.53%,67.33%,16.6,46.70%,41.90%,37.50%,47.80%,,,,,,,,
577,17,3159,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,70.94%,78.19%,18.9,62.30%,81.70%,59.50%,79.30%,,,,,,,,
577,17,3159,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,86.46%,79.71%,17.1,84.10%,93.00%,78.80%,89.60%,,,,,,,,
577,17,3443,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,90.49%,94.77%,11.7,89.70%,87.30%,89.30%,95.90%,,,,,,,,
577,17,3443,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202225,88.69%,94.28%,11.4,97.00%,92.60%,85.90%,79.70%,,,,,,,,
577,17,3520,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,88.18%,84.19%,15.5,87.20%,92.40%,83.90%,89.50%,,,,,,,,
577,17,3562,DOORDASH,Scheduled Express Delivery ,3,Active Monitoring,-,Store Focus,202225,50.00%,75.00%,9.1,,,100.00%,33.30%,,,,,,,,
577,17,3795,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,75.93%,87.16%,17.2,77.10%,72.60%,67.60%,86.60%,,,,,,,,
577,17,3795,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,81.69%,90.45%,14.2,74.60%,85.50%,81.80%,85.40%,,,,,,,,
577,17,5752,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202225,88.35%,92.21%,14.6,92.00%,91.60%,81.30%,89.10%,,,,,,,,
577,17,5752,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202225,89.43%,91.11%,15.6,90.10%,94.10%,84.70%,88.50%,,,,,,,,
59,6,1279,DOORDASH,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202225,83.35%,87.49%,22.5,83.60%,75.10%,88.70%,86.50%,,,,,,,,
59,6,1279,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,85.17%,86.54%,14.4,88.40%,77.80%,86.40%,88.90%,,,,,,,,
60,6,194,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202225,86.69%,81.63%,18.2,88.00%,90.30%,91.10%,75.60%,,,,,,,,
60,6,3500,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202225,85.07%,84.66%,18.5,80.30%,65.00%,92.00%,96.00%,,,,,,,,
61,6,504,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,87.38%,89.59%,15.1,90.20%,88.20%,83.40%,87.80%,,,,,,,,
61,6,529,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202225,83.91%,87.22%,13.1,96.70%,57.10%,85.70%,91.00%,,,,,,,,
62,6,3510,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,-,Store Focus,202225,78.13%,85.71%,15.5,,83.30%,42.90%,89.50%,,,,,,,,
62,6,3572,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,90.33%,89.18%,12.7,94.80%,86.60%,87.50%,92.70%,,,,,,,,
63,6,4526,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,88.81%,95.88%,16.8,84.30%,89.50%,89.60%,90.50%,,,,,,,,
65,6,1409,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,88.58%,95.00%,10.1,84.10%,86.20%,91.10%,93.30%,,,,,,,,
65,6,3640,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,89.68%,85.90%,10.7,88.50%,89.60%,86.90%,93.40%,,,,,,,,
77,6,901,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.89%,79.31%,9.3,88.30%,85.70%,81.60%,95.70%,,,,,,,,
77,6,1313,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.63%,87.18%,12.9,88.90%,79.20%,90.90%,92.70%,,,,,,,,
85,6,1042,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202225,74.15%,95.51%,6.3,74.00%,67.10%,78.20%,77.80%,,,,,,,,
86,6,2239,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202225,90.23%,91.21%,8.1,80.00%,83.10%,88.60%,98.00%,,,,,,,,
86,6,2599,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,90.38%,86.70%,12.3,94.10%,80.30%,92.90%,94.00%,,,,,,,,
87,6,404,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202225,90.35%,86.20%,11.1,89.90%,94.40%,84.20%,93.20%,,,,,,,,
503,6,163,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202225,87.97%,81.47%,15.5,87.50%,86.30%,86.70%,91.80%,,,,,,,,
503,6,275,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202225,91.47%,97.99%,12.3,88.20%,97.10%,86.80%,92.30%,,,,,,,,
18,2,1403,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,88.89%,81.25%,10.6,78.60%,100.00%,83.30%,91.70%,,,,,,,,
19,2,3201,DOORDASH,Scheduled Express Delivery ,9,Executive Review,Recovering,Store Focus,202225,96.88%,77.94%,15.9,100.00%,100.00%,100.00%,89.50%,,,,,,,,
19,2,3201,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,84.51%,96.38%,19,61.90%,81.50%,89.10%,89.20%,,,,,,,,
19,2,3201,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,90.47%,95.48%,14.2,87.20%,88.50%,91.00%,95.30%,,,,,,,,
19,2,3401,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,78.68%,81.21%,29,75.70%,61.30%,86.00%,92.00%,,,,,,,,
19,2,3401,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202225,76.66%,83.88%,22,74.40%,68.50%,78.80%,82.60%,,,,,,,,
19,2,3709,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,83.10%,94.09%,11.4,76.80%,88.40%,86.30%,81.40%,,,,,,,,
19,2,3741,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,76.47%,64.46%,30.6,80.90%,60.80%,68.60%,91.00%,,,,,,,,
19,2,3741,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,70.40%,68.30%,19,57.80%,62.50%,67.20%,82.60%,,,,,,,,
19,2,5709,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,90.66%,75.42%,12.2,87.10%,86.50%,86.00%,99.00%,,,,,,,,
19,2,5709,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,90.90%,80.12%,13.4,88.70%,90.90%,87.40%,97.30%,,,,,,,,
19,2,6998,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,89.39%,86.52%,13.1,86.40%,88.40%,88.20%,94.10%,,,,,,,,
20,2,1184,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,85.45%,78.19%,12.2,75.40%,89.70%,83.30%,90.30%,,,,,,,,
20,2,1340,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,89.16%,89.74%,12.7,80.40%,89.60%,90.60%,95.20%,,,,,,,,
20,2,2584,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,90.19%,87.02%,11.7,85.50%,91.50%,88.80%,95.30%,,,,,,,,
20,2,3118,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202225,87.67%,85.59%,9.3,85.30%,85.50%,87.80%,93.30%,,,,,,,,
20,2,4472,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202225,88.07%,77.92%,17.7,91.60%,90.70%,73.30%,97.20%,,,,,,,,
21,2,1400,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,86.32%,73.88%,11.2,75.40%,85.00%,88.90%,96.90%,,,,,,,,
22,2,594,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,202225,85.87%,97.74%,14.7,92.40%,77.70%,88.50%,87.70%,,,,,,,,
22,2,594,UBER,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202225,83.67%,96.28%,20.5,92.60%,75.90%,82.50%,89.10%,,,,,,,,
22,2,722,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,85.50%,82.17%,14.2,83.80%,78.10%,88.40%,90.10%,,,,,,,,
22,2,722,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,86.07%,85.21%,14.2,81.00%,83.60%,88.30%,91.40%,,,,,,,,
22,2,787,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,89.45%,86.14%,14.8,85.90%,87.90%,92.10%,90.70%,,,,,,,,
22,2,855,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,85.33%,84.43%,18.8,82.80%,85.60%,79.70%,90.60%,,,,,,,,
22,2,855,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,85.78%,86.07%,13.5,85.30%,88.70%,74.80%,90.90%,,,,,,,,
22,2,1047,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,90.26%,90.67%,12,89.00%,82.00%,94.30%,95.50%,,,,,,,,
22,2,1488,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,76.62%,68.42%,17.6,68.80%,61.80%,78.20%,85.00%,,,,,,,,
22,2,2732,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,87.09%,77.47%,16.5,83.70%,85.50%,86.70%,91.90%,,,,,,,,
23,2,1578,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,84.21%,91.24%,16.1,90.90%,82.50%,71.40%,87.20%,,,,,,,,
23,2,1766,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,90.86%,84.91%,12.1,91.80%,97.30%,93.70%,84.20%,,,,,,,,
23,2,2360,DOORDASH,Scheduled Express Delivery ,15,Executive Review,Recovering,Store Focus,202225,92.79%,68.22%,14.6,93.80%,88.00%,95.80%,93.30%,,,,,,,,
23,2,2360,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,71.93%,68.65%,21.2,61.60%,68.40%,76.00%,79.60%,,,,,,,,
23,2,2360,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,74.92%,71.02%,13,64.50%,74.80%,79.00%,80.70%,,,,,,,,
23,2,3008,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,73.83%,86.44%,12.5,53.70%,76.90%,81.10%,82.70%,,,,,,,,
23,2,3621,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202225,79.81%,72.61%,11.8,70.10%,85.30%,81.10%,82.60%,,,,,,,,
23,2,3775,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202225,73.91%,71.87%,37,62.20%,77.40%,68.40%,80.80%,,,,,,,,
23,2,3775,SPARK,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202225,80.60%,80.95%,16.6,50.00%,90.90%,64.30%,91.30%,,,,,,,,
23,2,3775,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202225,45.52%,73.41%,26.3,33.70%,43.60%,37.70%,63.80%,,,,,,,,
24,2,878,DOORDASH,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,79.37%,68.18%,14.1,66.70%,70.00%,87.50%,89.50%,,,,,,,,
24,2,2154,DOORDASH,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202225,83.27%,89.15%,15.8,71.40%,84.20%,79.70%,88.60%,,,,,,,,
24,2,2941,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,87.61%,76.61%,14.8,85.60%,85.90%,88.90%,89.80%,,,,,,,,
24,2,4185,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202225,91.78%,73.33%,15.5,92.90%,92.30%,80.00%,96.80%,,,,,,,,
25,2,459,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202225,91.37%,94.81%,8.4,88.90%,97.20%,93.10%,87.50%,,,,,,,,
25,2,548,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,87.81%,93.04%,15.7,85.00%,87.00%,88.70%,90.00%,,,,,,,,
25,2,1720,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,82.69%,79.25%,15.4,71.40%,80.00%,92.90%,88.90%,,,,,,,,
25,2,3389,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,83.62%,74.31%,15.7,81.30%,86.20%,73.60%,92.20%,,,,,,,,
25,2,3389,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,86.30%,76.10%,15.6,85.60%,89.00%,77.20%,94.30%,,,,,,,,
25,2,4558,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202225,90.85%,91.25%,9.7,100.00%,92.00%,86.00%,92.20%,,,,,,,,
25,2,4558,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,90.71%,86.17%,12.5,89.10%,87.20%,90.40%,97.10%,,,,,,,,
26,2,618,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,94.15%,96.60%,11.7,96.30%,95.00%,95.90%,89.80%,,,,,,,,
26,2,1586,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,89.80%,79.30%,18.1,88.90%,85.10%,91.40%,93.50%,,,,,,,,
26,2,1586,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,88.75%,83.90%,14.4,85.70%,86.80%,90.90%,89.60%,,,,,,,,
26,2,3403,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,83.51%,72.73%,23.6,74.20%,73.70%,91.30%,95.80%,,,,,,,,
26,2,3403,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,81.58%,74.00%,21.4,80.40%,74.20%,82.60%,91.30%,,,,,,,,
26,2,5275,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,86.05%,74.62%,13.1,82.10%,92.30%,81.10%,89.50%,,,,,,,,
26,2,5814,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,84.42%,82.26%,18,63.60%,87.40%,92.10%,84.20%,,,,,,,,
26,2,5814,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,82.33%,78.95%,17,70.90%,87.60%,85.60%,87.80%,,,,,,,,
35,2,640,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202225,88.40%,78.42%,14.3,91.70%,72.40%,88.70%,93.10%,,,,,,,,
35,2,2265,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,87.75%,88.45%,16.5,93.00%,89.30%,79.30%,91.80%,,,,,,,,
39,2,1270,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202225,85.27%,80.25%,12.9,91.90%,49.00%,86.80%,89.60%,,,,,,,,
39,2,1270,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,83.48%,73.82%,13.7,86.80%,50.00%,87.40%,83.70%,,,,,,,,
39,2,6576,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,75.32%,65.13%,19.2,78.70%,74.00%,60.50%,89.40%,,,,,,,,
119,2,3659,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,86.52%,87.68%,14.6,74.40%,84.40%,93.20%,91.80%,,,,,,,,
119,2,3659,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.41%,88.55%,12.3,73.60%,91.30%,84.20%,91.70%,,,,,,,,
119,2,5263,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,-,Store Focus,202225,65.38%,95.00%,10.3,,,66.70%,65.30%,,,,,,,,
120,2,1469,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,90.82%,79.58%,14,96.80%,95.30%,87.30%,86.70%,,,,,,,,
120,2,1469,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,88.76%,79.52%,12.3,83.90%,97.30%,85.50%,87.80%,,,,,,,,
121,2,366,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202225,88.24%,97.87%,7.7,75.00%,100.00%,100.00%,80.00%,,,,,,,,
121,2,583,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,202225,87.50%,97.54%,8.1,89.70%,82.80%,95.80%,81.80%,,,,,,,,
121,2,1466,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,74.81%,83.60%,11.9,60.00%,72.20%,79.20%,86.00%,,,,,,,,
121,2,1466,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,56.84%,80.00%,10.1,55.00%,47.40%,51.70%,70.40%,,,,,,,,
121,2,4166,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202225,95.25%,89.11%,7.3,96.40%,100.00%,88.50%,95.90%,,,,,,,,
121,2,4635,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,78.32%,79.04%,17.4,81.50%,70.10%,83.10%,80.00%,,,,,,,,
121,2,4635,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,81.44%,78.52%,16.3,79.80%,85.20%,79.90%,80.20%,,,,,,,,
122,2,672,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,85.20%,91.37%,13.6,89.80%,79.70%,79.30%,92.50%,,,,,,,,
122,2,1194,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202225,84.21%,89.39%,8.9,62.50%,100.00%,81.30%,85.70%,,,,,,,,
122,2,1194,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202225,86.92%,96.00%,9,85.80%,91.10%,80.80%,91.40%,,,,,,,,
122,2,4223,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.72%,96.33%,12.7,88.30%,91.20%,78.10%,92.70%,,,,,,,,
123,2,578,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,81.17%,73.97%,14.1,58.10%,88.90%,84.70%,86.70%,,,,,,,,
123,2,578,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,77.30%,82.18%,10.9,51.70%,81.50%,72.90%,95.90%,,,,,,,,
123,2,680,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,68.83%,55.54%,29.9,60.60%,68.20%,60.90%,87.10%,,,,,,,,
123,2,2310,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,87.20%,73.33%,10.6,86.00%,79.10%,92.60%,93.20%,,,,,,,,
294,2,1217,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,58.97%,93.94%,12.2,59.70%,52.50%,48.80%,73.30%,,,,,,,,
294,2,1317,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,-,Driver Supply Focus,202225,66.67%,100.00%,5.8,,,,66.70%,,,,,,,,
294,2,4428,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.99%,82.33%,11,86.90%,93.20%,88.00%,81.30%,,,,,,,,
554,59,3072,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202225,90.36%,84.52%,14.7,95.40%,94.60%,78.70%,91.50%,,,,,,,,
127,42,278,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,89.09%,85.75%,12.2,81.80%,94.00%,89.30%,89.00%,,,,,,,,
127,42,376,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,93.51%,91.18%,10.7,95.80%,96.40%,89.10%,92.80%,,,,,,,,
127,42,450,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,83.85%,69.44%,14.2,88.00%,90.40%,84.50%,67.40%,,,,,,,,
135,42,307,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202225,67.07%,57.08%,25,87.20%,19.00%,80.50%,78.30%,,,,,,,,
135,42,1193,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,75.44%,66.74%,18.5,60.00%,54.10%,84.20%,91.00%,,,,,,,,
324,42,124,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,89.49%,89.59%,13.8,91.00%,88.40%,85.60%,92.80%,,,,,,,,
324,42,126,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,87.91%,77.73%,13.7,83.30%,84.30%,89.30%,94.10%,,,,,,,,
324,42,3230,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202225,88.72%,80.91%,15.8,90.70%,88.20%,87.60%,88.80%,,,,,,,,
326,42,4168,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,74.17%,97.83%,12.7,83.30%,78.70%,67.20%,66.70%,,,,,,,,
537,72,4516,DOORDASH,Scheduled Express Delivery ,30,Executive Review,Recovering,Driver Supply Focus,202225,95.35%,93.33%,5.2,100.00%,100.00%,100.00%,88.90%,,,,,,,,
365,57,1364,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,80.56%,89.47%,6.5,33.30%,100.00%,81.80%,81.30%,,,,,,,,
394,57,2592,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202225,90.16%,88.51%,15,96.30%,81.40%,85.60%,97.50%,,,,,,,,
394,57,2592,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.36%,85.75%,22.6,87.70%,78.30%,80.10%,94.90%,,,,,,,,
394,57,2884,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,89.34%,90.51%,18.3,91.00%,87.30%,91.80%,87.50%,,,,,,,,
394,57,3350,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,85.20%,83.63%,19.6,85.20%,80.40%,83.20%,92.30%,,,,,,,,
396,57,1560,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,86.31%,90.95%,9.3,90.90%,79.50%,88.30%,91.20%,,,,,,,,
396,57,1560,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,85.52%,87.12%,13.7,86.90%,84.30%,85.40%,86.60%,,,,,,,,
396,57,1584,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,84.04%,82.75%,18.1,97.30%,67.20%,72.10%,97.70%,,,,,,,,
396,57,4557,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,88.81%,89.09%,10.5,89.60%,85.20%,89.00%,92.60%,,,,,,,,
397,61,3355,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202225,76.02%,94.48%,8.6,84.40%,82.10%,71.40%,64.50%,,,,,,,,
447,57,2099,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,92.16%,86.79%,7.3,85.70%,91.10%,96.40%,94.50%,,,,,,,,
447,57,2099,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,75.00%,75.00%,9.8,33.30%,100.00%,70.00%,77.80%,,,,,,,,
458,57,2253,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,89.78%,83.11%,17.2,92.90%,92.10%,84.40%,89.90%,,,,,,,,
459,57,5338,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,87.23%,90.34%,10.2,88.60%,88.80%,89.70%,81.80%,,,,,,,,
461,57,1747,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,86.37%,74.72%,21.1,94.00%,86.80%,81.30%,86.50%,,,,,,,,
461,57,1747,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,81.78%,80.15%,17.6,88.60%,80.50%,77.20%,80.60%,,,,,,,,
461,57,1899,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,85.90%,89.31%,15.3,84.80%,88.40%,86.30%,83.80%,,,,,,,,
462,57,3464,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,80.62%,72.76%,22,73.80%,82.40%,75.90%,85.90%,,,,,,,,
464,57,2242,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,89.97%,90.57%,13.1,97.90%,87.50%,88.80%,89.40%,,,,,,,,
464,57,3248,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,84.48%,83.59%,11,97.30%,86.40%,74.90%,83.30%,,,,,,,,
465,57,2110,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,86.39%,86.71%,15.3,90.70%,88.80%,80.40%,85.60%,,,,,,,,
465,57,2110,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,89.87%,88.94%,15.3,88.50%,92.30%,87.50%,91.30%,,,,,,,,
466,57,2206,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,91.90%,95.11%,6.7,89.90%,98.10%,91.50%,87.20%,,,,,,,,
466,57,2206,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202225,85.82%,95.68%,5.8,97.30%,90.30%,73.00%,82.80%,,,,,,,,
551,61,5601,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,83.65%,80.35%,12.9,95.10%,89.80%,64.70%,85.30%,,,,,,,,
378,54,953,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,89.19%,79.19%,14.4,89.80%,89.80%,86.70%,90.20%,,,,,,,,
378,54,980,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,78.95%,70.83%,11.9,70.00%,86.70%,80.00%,80.00%,,,,,,,,
