Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,Building Type,Day of Month,Comms Notes,,
7038,Systems Outage Cancelled,Cancelled,36,October 04,12:30 a.m.,-,Central,RDC,,,,
7077,Systems Outage Cancelled,Cancelled,36,October 04,11:00 p.m.,-,Central,GDC,,,,
7078,Systems Outage Cancelled,Cancelled,36,October 04,2:00 a.m.,-,Central,IMP,,,,
8851,Systems Outage Cancelled,Cancelled,36,October 04,8:00 p.m.,-,Central,GDC,,,,
4154,Systems Outage Cancelled,Cancelled,36,October 05,9:00 p.m.,-,Central,GDC,,,,
6016,Systems Outage Cancelled,Cancelled,36,October 05,1:30 a.m.,-,Central,RDC,First Wednesday,,,
6035,Systems Outage Cancelled,Cancelled,36,October 05,1:30 a.m.,-,Central,RDC,First Wednesday,,,
7034,Systems Outage Cancelled,Cancelled,36,October 05,2:00 a.m.,-,Central,RDC,First Wednesday,,,
6012,Systems Outage Cancelled,Cancelled,36,October 06,12:00 a.m.,-,Central,RDC,First Thursday,,,
6020,Systems Outage Cancelled,Cancelled,36,October 06,1:00 a.m.,-,Central,RDC,Second Tuesday,,,
6031,Systems Outage Cancelled,Cancelled,36,October 06,3:00 a.m.,-,Central,RDC,First Thursday,,,
6061,Systems Outage Cancelled,Cancelled,36,October 06,11:30 p.m.,-,Central,IDC,First Thursday,,,
6070,Systems Outage Cancelled,Cancelled,37,October 08,1:00 a.m.,-,Central,RDC,Second Saturday,,,
6088,Systems Outage Cancelled,Cancelled,37,October 08,12:30 a.m.,-,Central,,Second Saturday,,,
6010,Systems Outage Cancelled,Cancelled,37,October 09,12:00 a.m.,-,Central,RDC,second Sunday,,,
6023,Systems Outage Cancelled,Cancelled,37,October 09,11:00 p.m.,-,Central,RDC,Second Sunday,,,
6023,Systems Outage Cancelled,Cancelled,37,October 09,11:00 p.m.,-,Central,RDC,Second Sunday,,,
6055,Systems Outage Cancelled,Cancelled,37,October 09,11:30 p.m.,-,Central,GDC,Second Sunday,22.3 to 22.8,,
6085,Systems Outage Cancelled,Cancelled,37,October 09,12:30 a.m.,-,Central,GDC,Second Sunday,,,
6095,Systems Outage Cancelled,Cancelled,37,October 09,11:00 p.m.,-,Central,GDC,,,,
7023,Systems Outage Cancelled,Cancelled,37,October 09,11:30 p.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,37,October 10,12:00 a.m.,-,Central,RDC,Third Monday,,,
6021,Systems Outage Cancelled,Cancelled,37,October 10,4:30 a.m.,-,Central,RDC,Second Monday,,,
6069,Systems Outage Cancelled,Cancelled,37,October 10,1:00 a.m.,-,Central,RDC,Second Monday,,,
6072,Systems Outage Cancelled,Cancelled,37,October 10,12:30 a.m.,--,Central,GDC,Second Monday,,,
6006,Systems Outage Cancelled,Cancelled,37,October 11,12:00 a.m.,-,Central,RDC,second Tuesday,,,
6026,Systems Outage Cancelled,Cancelled,37,October 11,3:00 a.m.,-,Central,RDC,Second Tuesday,,,
6057,Systems Outage Cancelled,Cancelled,37,October 11,11:00 p.m.,-,Central,GDC,Second Tuesday,,,
6073,Systems Outage Cancelled,Cancelled,37,October 11,11:30 p.m.,-,Central,GDC,Second Tuesday,,,
6077,Systems Outage Cancelled,Cancelled,37,October 11,12:30 a.m.,-,Central,GDC,Second Tuesday,,,
7013,Systems Outage Cancelled,Cancelled,37,October 11,2:30 a.m.,-,Central,GDC,,,,
7016,Systems Outage Cancelled,Cancelled,37,October 11,12:00 a.m.,-,Central,GDC,,,,
6090,Systems Outage Cancelled,Cancelled,37,October 12,2:00 a.m.,-,Central,GDC,Second Wednesday,,,
6092,Systems Outage Cancelled,Cancelled,37,October 12,1:00 a.m.,-,Central,RDC,Second Wednesday,,,
7048,Systems Outage Cancelled,Cancelled,37,October 12,1:00 a.m.,-,Central,GDC,,,,
7039,Systems Outage Cancelled,Cancelled,37,October 13,2:00 a.m.,-,Central,RDC,,,,
8397,Systems Outage Cancelled,Cancelled,37,October 13,3:00 a.m.,-,Central,GDC,,,,
6009,Systems Outage Cancelled,Cancelled,37,October 14,12:30 a.m.,-,Central,RDC,Second Friday,,,
6060,GLS  22.1,Scheduled,37,October 14,4:00 p.m.,Three hours,Central,GDC,Third Saturday,,,
6094,Systems Outage Cancelled,Cancelled,37,October 14,1:00 a.m.,-,Central,RDC,Second Friday,,,
6096,GLS 22.8,Scheduled,37,October 14,11:30 p.m.,Three Hours,Central,GDC,,,,
6027,Systems Outage Cancelled,Cancelled,38,October 15,6:00 p.m.,-,Central,RDC,Third Saturday,,,
6080,Systems Outage Cancelled,Cancelled,38,October 15,10:30 p.m.,-,Central,RDC,Third Saturday,,,
7079,Systems Outage Cancelled,Cancelled,38,October 16,1:30 a.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,38,October 17,12:00 a.m.,-,Central,RDC,Third Monday,,,
6062,Systems Outage Cancelled,Cancelled,38,October 17,12:30 a.m.,-,Central,GDC,Third Monday,22.3 to 22.8,,
7010,Systems Outage Cancelled,Cancelled,38,October 17,1:00 a.m.,-,Central,GDC,,,,
7012,Systems Outage Cancelled,Cancelled,38,October 17,11:30 p.m.,-,Central,GDC,,,,
7042,Systems Outage Cancelled,Cancelled,38,October 17,12:00 a.m.,-,Central,IDC,,,,
6042,Systems Outage Cancelled,Cancelled,38,October 18,12:30 a.m.,-,Central,GDC,third Tuesday,,,
6064,Systems Outage Cancelled,Cancelled,38,October 18,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
6065,GLS 22.8,Scheduled,38,October 18,1:30 a.m.,Three hours,Central,GDC,Third Tuesday,22.3 to 22.8,,
7017,Systems Outage Cancelled,Cancelled,38,October 18,11:00 p.m.,-,Central,GDC,,,,
7021,Systems Outage Cancelled,Cancelled,38,October 18,1:00 a.m.,-,Central,GDC,Third Tuesday,,,
7047,GLS 22.8,Scheduled,38,October 18,3:00 a.m.,Three hours,Central,GDC,,,,
7048,Systems Outage Cancelled,Cancelled,38,October 18,1:00 a.m.,-,Central,GDC,,,,
7084,Systems Outage Cancelled,Cancelled,38,October 18,2:30 a.m.,-,Central,GDC,,,,
6047,Systems Outage Cancelled,Cancelled,38,October 19,10:30 p.m.,-,Central,GDC,Third tuesday,,,
6059,GLS 22.8  ,Scheduled,38,October 19,12:30 a.m.,Three hours,Central,GDC,Second Wednesday,22.3 to 22.8,,
6068,Systems Outage Cancelled,Cancelled,38,October 19,2:00 a.m.,-,Central,RDC,Third Wednesday,,,
6084,Systems Outage Cancelled,Cancelled,38,October 19,12:00 a.m.,-,Central,GDC,changed to 3rd Wed ,,,
6091,Systems Outage Cancelled,Cancelled,38,October 19,12:00 a.m.,-,Central,GDC,Third Wednesday,,,
7015,Systems Outage Cancelled,Cancelled,38,October 19,10:00 p.m.,-,Central,GDC,Third Wednesday,,,
7045,Systems Outage Cancelled,Cancelled,38,October 19,1:00 a.m.,-,Central,RDC,,,,
7095,Systems Outage Cancelled,Cancelled,38,October 19,4:00 a.m.,-,Central,IMP,,,,
6037,Systems Outage Cancelled,Cancelled,38,October 20,2:00 a.m.,-,Central,RDC,Third Thursday,,,
6054,Systems Outage Cancelled,Cancelled,38,October 20,1:00 a.m.,-,Central,RDC,Third Thirsday,,,
6083,GLS 22.8,Scheduled,38,October 20,12:30 a.m.,Three hours,Central,GDC,,,,
6018,Systems Outage Cancelled,Cancelled,38,October 21,3:00 a.m.,-,Central,RDC,Third Friday,,,
6024,Systems Outage Cancelled,Cancelled,38,October 21,1:00 a.m.,-,Central,RDC,Third Friday,,,
6048,Systems Outage Cancelled,Cancelled,38,October 21,12:00 a.m.,-,Central,RDC,Third Friday,,,
6036,Systems Outage Cancelled,Cancelled,39,October 22,6:00 p.m.,-,Central,RDC,Fourth Saturday,,,
7067,Systems Outage Cancelled,Cancelled,39,October 22,12:30 a.m.,-,Central,IDC,,,,
6097,Systems Outage Cancelled,Cancelled,39,October 23,11:00 p.m.,-,Central,GDC,,,,
7018,GLS 22.8,Scheduled,39,October 24,12:00 a.m.,Three Hours,Central,GDC,,,,
6030,Systems Outage Cancelled,Cancelled,39,October 24,11:00 p.m.,-,Central,RDC,Fourth Monday,,,
6082,Systems Outage Cancelled,Cancelled,39,October 24,12:30 a.m.,-,Central,GDC,Fourth Monday,,,
6038,Systems Outage Cancelled,Cancelled,39,October 25,11:00 p.m.,-,Central,RDC,Fourth Tuesday,,,
6056,GLS 22.8,Scheduled,39,October 25,11:00 p.m.,Three Hours,Central,GDC,Fourth Tuesday,22.3 to 22.8,,
6074,GLS 22.8,Scheduled,39,October 25,10:00 a.m.,Three Hours,Central,GDC,Fourth Tuesday,,,
7019,GLS 22.8,Scheduled,39,October 25,12:00 a.m.,Three Hours,Central,GDC,,,,
7084,GLS 22.8,Scheduled,39,October 25,2:00 a.m.,Three Hours,Central,GDC,,,,
6017,Systems Outage Cancelled,Cancelled,39,October 26,12:30 a.m.,-,Central,RDC,Fourth Wednesday,,,
6025,Systems Outage Cancelled,Cancelled,39,October 26,1:00 a.m.,-,Central,RDC,Fourth Wednesday,,,
6071,Systems Outage Cancelled,Cancelled,39,October 26,12:00 a.m.,-,Central,GDC,Fourth Wednesday,,,
6099,Systems Outage Cancelled,Cancelled,39,October 26,11:30 p.m.,-,Central,GDC,,,,
7024,GLS 22.8,Scheduled,39,October 26,11:00 p.m.,Three Hours,Central,GDC,,,,
6066,Systems Outage Cancelled,Cancelled,39,October 27,1:30 a.m.,-,Central,RDC,Fourth Thursday,,,
6083,Systems Outage Cancelled,Cancelled,39,October 27,12:30 a.m.,-,Central,GDC,Second Thursday,,,
7030,GLS 22.8,Scheduled,39,October 27,12:00 a.m.,Three Hours,Central,GDC,,,,
6091,GLS 22.8,Scheduled,39,October 28,12:00 a.m.,Three Hours,Central,GDC,,,,
6085,GLS 22.8,Scheduled,40,October 30,12:30 a.m.,Three Hours,Central,,,,,
6858,GLS 22.8,Scheduled,40,October 30,11:00 p.m.,Three Hours,Central,,,,,
6072,GLS 22.8,Scheduled,40,October 31,12:30 a.m.,Three Hours,Central,,,,,
7017,GLS 22.8,Scheduled,40,October 31,10:30 p.m.,Three Hours,Central,,,,,
7012,GLS 22.8,Scheduled,40,October 31,11:30 p.m.,Three Hours,Central,GDC,,,,
7021,Systems Outage Cancelled,Cancelled,40,October 31,1:00 a.m.,-,Central,GDC,Third Tuesday,,,
7077,GLS 22.8,Scheduled,40,November 01,11:00 p.m.,Three Hours,Central,GDC,,,,
6071,Systems Outage Cancelled,Cancelled,40,November 02,12:00 a.m.,-,Central,,,,,
6095,GLS 22.8,Scheduled,41,November 06,11:00 p.m.,Three Hours,Central,,,,,
6062,GLS 22.8,Scheduled,41,November 07,12:30 a.m.,Three hours,Central,GDC,Third Monday,,,
6042,GLS 22.8,Scheduled,41,November 07,1:00 a.m.,Three Hours,Central,,,,,
6064,GLS 22.8,Scheduled,41,November 08,12:30 a.m.,Three Hours,Central,,,,,
7048,GLS 22.8,Scheduled,41,November 09,1:00 a.m.,Three Hours,Central,,,,,
8397,GLS 22.8,Scheduled,41,November 09,2:00 a.m.,Three Hours,Central,,,,,
7015,Systems Outage Cancelled,Cancelled,42,November 14,10:00 p.m.,-,Central,GDC,Third Wednesday,,,
6084,Systems Outage Cancelled,Cancelled,42,November 14,12:01 a.m.,-,Central,GDC,,,,
6285,Systems Outage Monthly Placeholder,Cancelled,43,November 20,9:30 p.m.,Up to four hours,Central,GDC,,,,
6055,GLS 22.8,Scheduled,45,December 04,11:30 p.m.,Three Hours,Central,GDC,,,,
6042,GLS 22.8,Scheduled,45,December 04,1:00 a.m.,Three Hours,Central,GDC,,,,
7014,GLS 22.8,Scheduled,45,December 05,10:00 p.m.,Three Hours,Central,,,,,
7016,GLS 22.8,Scheduled,45,December 05,10:00 p.m.,Three Hours,Central,GDC,,,,
7015,GLS 22.8,Scheduled,45,December 06,10:00 p.m.,Three hours,Central,GDC,Third Wednesday,,,
6099,GLS 22.8,Scheduled,45,December 06,11:30 p.m.,Three Hours,Central,GDC,,,,
6057,GLS 22.8,Scheduled,45,December 07,12:30 a.m.,Three Hours,Central,,,,,
6073,GLS 22.8,Scheduled,45,December 07,11:30 p.m.,Three hours,Central,GDC,,,,
6071,GLS 22.8,Scheduled,46,December 14,12:00 a.m.,Three Hours,Central,GDC,,,,
6001,,,,,,Three Hours,Central,Pharmacy,,,,
6013,,,,,,Three Hours,Central,Pharmacy,,,,
6014,YMS 1.4,Scheduled,,,,Three Hours,Central, ,,,,
6028,,,,,,Three Hours,Central,Pharmacy,,,,
6032,,,,,,Three Hours,Central,Pharmacy,,,,
6046,,,,,,Three Hours,Central,Pharmacy,,,,
6938,YMS 1.4,Scheduled,,,,Three Hours,Central,GDC,,,,
8092,YMS 1.4,Scheduled,,,,Three Hours,Central,,,,,
9153,YMS 1.4,Scheduled,,,,Three Hours,Central,RTC,,,,
9193,YMS 1.4,Scheduled,,,,Three Hours,Central,RTC,,,,
9195,YMS 1.4,Scheduled,,,,Three Hours,Central,RTC,,,,
9196,YMS 1.4,Scheduled,,,,Three Hours,Central,RTC,,,,
7079,GLS 22.8,Scheduled,45,December 05,1:00 a.m.,Three hours,Central,GDC,,,,
