Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max WM WK ID,OTD*,OTP*,Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
93,3,1081,UBER,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,,80.50%,76%,11.7,81.80%,80.20%,69.10%,90.90%
94,3,857,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,93.20%,83%,7.5,94.80%,95.90%,94.40%,87.30%
97,3,1077,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,87.30%,88%,4.8,84.10%,86.00%,90.40%,88.50%
97,3,4520,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,,88.50%,99%,3.9,88.30%,91.00%,93.50%,79.40%
546,72,2773,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,,87.60%,92%,5.5,87.70%,82.20%,89.60%,90.50%
546,72,2801,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,,93.00%,86%,7.7,92.30%,95.40%,87.70%,96.40%
546,72,2858,UBER,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,92.90%,80%,8.9,94.30%,93.80%,95.80%,87.50%
546,72,6732,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,,88.40%,92%,4.3,90.00%,83.30%,90.70%,88.90%
554,59,920,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,,86.30%,73%,9.6,84.30%,90.00%,74.40%,95.70%
197,19,1790,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,90.90%,81%,8.1,91.10%,85.60%,90.00%,94.80%
197,19,2631,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,85.90%,87%,6.5,91.70%,94.60%,70.00%,82.60%
197,19,3476,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,,91.50%,91%,6.2,90.00%,93.90%,89.40%,92.90%
197,19,4383,DOORDASH,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,,70.80%,70%,16.2,72.10%,70.90%,70.40%,70.30%
197,19,4383,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,,75.00%,77%,9.3,82.20%,67.80%,77.30%,72.80%
197,19,5842,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,91.30%,92%,6.9,93.30%,92.00%,89.10%,91.00%
200,19,1923,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,89.40%,88%,6.3,90.20%,87.90%,86.80%,93.90%
200,19,2238,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,90.20%,94%,6.6,97.90%,88.20%,89.00%,82.50%
200,19,2567,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,90.40%,95%,5.6,95.90%,86.60%,86.70%,91.90%
200,19,3453,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,,83.20%,79%,6.7,84.80%,78.80%,80.40%,90.40%
201,19,2678,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,91.90%,86%,7.1,88.10%,92.50%,92.00%,94.90%
201,19,3436,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Degrading,Store Focus,,86.90%,89%,10,85.20%,92.00%,80.50%,93.10%
201,19,3436,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,,87.70%,88%,6.7,90.30%,89.20%,84.90%,87.20%
201,19,4439,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,90.00%,100%,2.8,90.60%,98.10%,81.90%,90.10%
201,19,5065,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,,84.30%,70%,7.4,89.20%,81.00%,80.00%,89.80%
201,19,5280,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,,79.30%,80%,6.6,77.30%,85.80%,79.60%,71.00%
202,19,2080,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,,87.90%,85%,7.3,91.10%,81.00%,92.00%,88.30%
202,19,2620,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,,86.40%,91%,6.4,83.70%,95.10%,83.30%,85.00%
202,19,5472,ROADIE,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,57.10%,82%,12,80.00%,46.70%,28.60%,70.00%
203,19,2618,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,89.80%,91%,9.2,92.80%,88.60%,85.50%,93.10%
203,19,2700,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,81.70%,92%,5.1,81.10%,87.30%,79.00%,79.30%
203,19,2869,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,,85.30%,88%,6.9,89.20%,89.40%,83.20%,78.60%
203,19,5893,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,76.40%,80%,11.5,81.50%,66.40%,75.00%,83.50%
203,19,5893,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,,88.00%,80%,8.9,81.40%,90.60%,90.00%,90.20%
204,19,5097,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,,90.40%,98%,3.6,92.70%,83.50%,87.60%,96.20%
205,19,1611,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,,85.80%,95%,4.3,80.30%,87.00%,84.80%,90.80%
205,19,1987,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,,89.40%,99%,3.8,89.90%,96.50%,85.40%,85.10%
205,19,2354,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,,83.30%,72%,10.3,90.70%,80.20%,81.40%,83.00%
205,19,2354,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,82.40%,81%,6,83.90%,83.50%,81.10%,78.80%
205,19,3726,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,93.90%,77%,6.8,96.30%,96.30%,89.60%,94.50%
206,19,2559,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,83.10%,93%,5.1,94.60%,87.00%,73.20%,77.60%
206,19,2959,SPARK,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,,91.10%,90%,5,92.10%,90.70%,88.60%,92.90%
206,19,4424,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,,84.70%,85%,6.3,87.70%,85.20%,78.40%,86.50%
206,19,5844,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,81.10%,72%,10.3,86.50%,85.80%,66.00%,85.40%
206,19,5844,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Store Focus,,85.60%,74%,7.9,94.10%,82.50%,80.40%,85.70%
207,19,5028,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,83.80%,78%,8.7,76.30%,92.30%,81.50%,86.00%
238,19,1618,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,91.30%,87%,4.7,89.70%,87.20%,97.10%,92.50%
238,19,2276,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,91.30%,81%,6.8,97.00%,91.90%,87.30%,89.00%
238,19,2817,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,,86.20%,80%,10.7,90.40%,80.80%,85.70%,88.20%
238,19,5404,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,,82.20%,74%,12.6,82.70%,85.40%,86.10%,74.70%
344,44,622,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,,89.40%,76%,8.2,90.90%,89.00%,87.70%,90.20%
349,44,271,DOORDASH,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,,88.40%,98%,4,89.30%,83.30%,100.00%,80.80%
350,44,185,POINTPICKUP,Scheduled Express Delivery ,20,Executive Review,Degrading,Store Focus,,90.40%,91%,9.2,84.60%,86.40%,100.00%,94.70%
350,44,947,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,93.30%,100%,6,97.00%,89.50%,96.30%,89.30%
350,44,975,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,,83.80%,91%,8.5,90.40%,78.60%,84.90%,77.50%
352,44,2803,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,91.80%,83%,8.8,93.50%,89.80%,88.80%,95.10%
356,44,894,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,78.80%,95%,18.7,86.30%,86.50%,72.40%,72.30%
533,64,3615,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,,92.40%,98%,4,94.00%,94.20%,92.00%,89.50%
66,13,383,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,,91.10%,92%,9.3,90.90%,96.90%,86.10%,90.90%
66,13,384,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,,89.70%,95%,9.9,95.20%,90.70%,89.60%,83.30%
66,13,651,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,85.10%,93%,9.9,88.90%,78.00%,86.30%,86.40%
66,13,651,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,,79.70%,95%,8.2,92.40%,78.30%,77.40%,79.90%
125,13,1163,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,87.10%,78%,9,95.80%,96.30%,71.40%,82.50%
125,13,2665,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,,89.30%,79%,7.1,94.40%,93.20%,82.30%,86.50%
125,13,3167,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,82.20%,73%,9.2,79.70%,82.80%,89.60%,78.00%
125,13,5022,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,,74.80%,76%,9.7,80.40%,69.90%,70.90%,77.20%
128,13,1342,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,75.10%,68%,11.8,74.00%,78.30%,85.90%,62.90%
128,13,1353,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,76.10%,67%,13.5,93.30%,84.00%,57.10%,74.00%
129,13,485,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,,67.70%,98%,7.1,70.80%,58.60%,63.90%,77.10%
129,13,761,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,,79.40%,98%,5,84.50%,81.60%,74.90%,76.00%
129,13,2913,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,84.70%,79%,9.2,91.20%,87.20%,87.40%,73.50%
129,13,3483,ROADIE,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,67.60%,89%,12.9,66.70%,75.00%,71.40%,58.30%
130,13,428,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,87.20%,83%,8.4,94.80%,91.00%,86.70%,63.20%
130,13,839,DOORDASH,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,,91.20%,75%,12.4,89.20%,94.70%,89.00%,91.80%
130,13,839,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,78.60%,70%,13.8,89.60%,83.80%,74.90%,72.70%
130,13,935,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,,71.70%,52%,15.2,91.70%,80.60%,58.80%,71.90%
130,13,1102,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,62.50%,51%,26.4,83.30%,57.70%,67.50%,51.80%
130,13,1102,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,65.90%,62%,12.1,82.50%,50.50%,72.50%,56.00%
130,13,1206,DOORDASH,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,,84.80%,88%,7.9,76.00%,76.00%,86.70%,94.60%
130,13,1206,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,,66.30%,71%,7.7,77.30%,61.40%,58.70%,70.10%
130,13,1266,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,,88.40%,82%,7,95.70%,86.40%,91.60%,83.50%
130,13,4683,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,82.00%,61%,13.5,92.50%,76.70%,80.50%,79.80%
131,13,5056,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,57.40%,39%,25.3,22.20%,,61.10%,70.00%
132,13,531,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,,91.50%,92%,6.4,91.60%,92.60%,88.50%,92.90%
132,13,543,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,,84.30%,95%,8.7,94.60%,76.70%,80.00%,84.80%
134,13,75,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,79.20%,73%,10.4,88.10%,85.70%,75.90%,64.60%
134,13,539,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,82.00%,70%,12.6,85.90%,82.60%,84.30%,77.50%
140,13,365,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,,80.60%,74%,12.1,86.60%,73.80%,82.70%,78.70%
140,13,365,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,88.70%,75%,8.8,95.00%,87.30%,87.30%,84.70%
140,13,875,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,,87.40%,86%,11,91.10%,81.70%,88.90%,86.20%
140,13,875,POINTPICKUP,Scheduled Standard Delivery,42,Executive Review,Recovering,Store Focus,,81.50%,82%,11.1,91.90%,81.30%,71.90%,80.90%
140,13,875,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,,79.60%,79%,9.6,94.30%,80.60%,64.70%,77.20%
140,13,1710,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,,79.30%,86%,8.3,87.10%,80.90%,72.30%,78.40%
140,13,1710,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,83.30%,84%,8,88.50%,88.90%,75.40%,80.80%
140,13,2720,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,88.10%,91%,9.8,84.50%,86.70%,85.30%,93.20%
140,13,2720,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,87.50%,88%,8.7,83.10%,88.20%,94.70%,83.40%
140,13,2939,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Recovering,Store Focus,,86.70%,95%,11.7,100.00%,66.70%,100.00%,72.70%
140,13,2939,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,,90.60%,95%,5.4,93.40%,91.90%,89.00%,88.60%
140,13,6469,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Degrading,Store Focus,,82.70%,86%,13.4,82.60%,72.70%,89.70%,80.80%
140,13,6469,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,,81.40%,86%,11.7,88.00%,87.00%,75.80%,76.60%
140,13,6469,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,82.30%,88%,8.9,87.10%,84.50%,81.00%,77.50%
141,13,501,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,85.90%,75%,10.4,97.30%,91.70%,79.00%,84.00%
141,13,916,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,,64.80%,43%,12.8,68.90%,54.00%,65.60%,71.60%
141,13,1025,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,84.70%,91%,12.5,85.50%,81.70%,84.10%,87.30%
141,13,2717,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,81.30%,74%,7.8,90.40%,90.10%,83.20%,64.20%
543,64,3042,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,91.90%,92%,5.4,96.10%,95.40%,88.70%,87.60%
4,12,391,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,,92.60%,91%,5.4,94.10%,93.10%,89.90%,93.30%
5,12,7324,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,,80.90%,79%,11.4,70.40%,92.70%,81.80%,83.30%
5,12,7324,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,,77.90%,77%,13.5,89.20%,70.90%,76.80%,79.10%
136,12,155,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,,81.90%,84%,9.3,89.40%,88.10%,76.40%,71.20%
136,12,182,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,85.20%,81%,13.8,97.50%,88.50%,83.80%,82.70%
136,12,699,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,82.30%,74%,15.1,81.10%,74.10%,82.50%,90.50%
136,12,699,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,84.50%,68%,7.9,84.60%,85.60%,77.30%,89.70%
137,12,766,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,,90.10%,87%,6.8,92.70%,86.70%,95.20%,86.90%
137,12,1124,POINTPICKUP,Scheduled Express Delivery ,12,Executive Review,Degrading,Store Focus,,88.60%,83%,8.9,84.20%,100.00%,84.20%,83.30%
137,12,1124,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,,87.70%,89%,6.9,91.40%,83.30%,92.30%,86.10%
137,12,5703,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,88.20%,77%,6.6,90.60%,92.90%,85.80%,87.30%
144,12,1248,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Store Focus,,77.90%,79%,9.3,86.40%,80.80%,65.30%,78.70%
144,12,2846,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Store Focus,,88.60%,74%,8,90.80%,95.40%,82.50%,83.80%
144,12,5196,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,83.10%,78%,7.9,91.20%,84.30%,66.20%,84.50%
145,12,94,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,,84.80%,73%,8.2,86.40%,81.00%,84.00%,87.50%
145,12,94,UBER,Scheduled Standard Delivery,9,Executive Review,-,Store Focus,,52.40%,62%,8.7,,60.00%,54.50%,40.00%
145,12,950,SPARK,Scheduled Standard Delivery,45,Executive Review,Recovering,Store Focus,,89.60%,75%,9.8,91.80%,84.60%,89.40%,94.40%
145,12,1561,UBER,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,81.90%,69%,12.7,90.70%,74.70%,79.90%,80.10%
145,12,2322,SPARK,Scheduled Standard Delivery,42,Executive Review,Recovering,Store Focus,,91.90%,85%,7.4,97.00%,89.50%,92.40%,88.40%
145,12,6807,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Store Focus,,87.30%,76%,9.1,90.90%,89.60%,78.70%,87.00%
145,12,6807,UBER,Scheduled Standard Delivery,5,At Risk,-,Store Focus,,85.00%,70%,11.3,,83.30%,50.00%,91.70%
147,12,192,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,,90.40%,88%,4.6,88.20%,90.50%,95.20%,88.30%
147,12,393,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,85.20%,97%,6.8,82.60%,86.70%,84.90%,86.30%
147,12,684,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,,90.20%,94%,7.2,86.70%,100.00%,85.70%,80.00%
149,12,304,UBER,Scheduled Standard Delivery,6,At Risk,-,Store Focus,,41.70%,96%,9.3,,50.00%,33.30%,40.00%
149,12,673,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,,88.70%,84%,6.7,92.80%,89.50%,83.10%,88.20%
151,12,2757,UBER,Scheduled Standard Delivery,3,Active Monitoring,-,Store Focus,,94.60%,95%,11.6,,87.50%,100.00%,100.00%
153,12,659,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,,82.40%,97%,4.7,83.90%,89.20%,81.50%,75.80%
153,12,710,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,,82.70%,72%,8.2,84.50%,80.20%,76.40%,88.70%
153,12,3717,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,86.70%,97%,5.4,94.00%,91.60%,80.20%,82.50%
153,12,5058,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,86.70%,87%,9.4,92.10%,81.70%,90.70%,81.60%
153,12,5058,UBER,Scheduled Standard Delivery,6,At Risk,-,Store Focus,,78.90%,78%,23.5,,33.30%,92.30%,84.20%
153,12,5616,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,,83.50%,97%,4.6,85.30%,85.90%,79.70%,81.80%
329,12,45,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,90.00%,91%,5.7,87.60%,88.10%,93.80%,89.70%
492,72,3593,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,92.10%,85%,8.8,95.50%,92.10%,83.60%,96.50%
492,72,6876,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,,91.30%,89%,7.2,89.10%,91.90%,93.10%,91.30%
566,59,3185,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,84.10%,76%,10.1,89.00%,79.10%,75.20%,92.30%
566,59,7342,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,,81.70%,63%,11.1,86.90%,85.90%,72.10%,80.80%
467,60,2249,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,,89.70%,96%,4.6,97.50%,87.30%,93.70%,86.00%
469,60,2070,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,,89.10%,97%,3.7,97.00%,94.50%,89.80%,75.60%
469,60,2722,DOORDASH,Scheduled Express Delivery ,6,At Risk,Degrading,Store Focus,,86.90%,86%,6.1,87.70%,96.60%,83.60%,80.30%
469,60,2722,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,85.10%,86%,5.9,88.40%,92.40%,83.10%,75.80%
470,60,2126,DOORDASH,Scheduled Express Delivery ,17,Executive Review,Degrading,Store Focus,,76.70%,83%,8.1,71.40%,75.00%,87.50%,66.70%
472,60,5272,POINTPICKUP,Scheduled Express Delivery ,29,Executive Review,Recovering,Driver Supply Focus,,89.90%,97%,7.7,92.50%,93.30%,87.90%,86.10%
476,60,2552,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,,89.00%,97%,3.9,89.10%,88.00%,90.20%,88.50%
476,60,5899,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,,78.40%,89%,7.8,75.70%,88.20%,79.50%,76.50%
514,60,2516,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,85.70%,92%,7.1,89.20%,87.90%,81.50%,84.40%
243,25,1476,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,79.40%,69%,12.6,78.60%,82.50%,81.40%,74.60%
243,25,1476,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,,71.20%,70%,9.2,69.20%,72.50%,76.50%,66.70%
249,25,1459,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,,91.30%,90%,7,94.90%,86.90%,89.90%,93.50%
249,25,1580,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,,76.60%,72%,10.8,92.90%,69.70%,68.60%,71.80%
249,25,3529,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,,88.10%,75%,6.9,85.70%,88.90%,77.80%,91.70%
251,25,1310,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,,89.90%,97%,5.2,90.20%,89.90%,89.80%,89.60%
251,25,1629,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,,78.10%,97%,6.2,87.50%,60.00%,66.70%,100.00%
264,25,786,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,78.80%,66%,13.1,87.60%,72.50%,67.00%,88.20%
264,25,1553,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,,86.90%,91%,8.5,87.20%,85.10%,85.20%,89.90%
264,25,1814,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,,91.30%,97%,6.1,91.90%,95.70%,89.30%,87.90%
266,25,1256,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,,92.60%,92%,8.3,94.30%,96.50%,94.70%,85.80%
266,25,1256,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,,91.20%,94%,7,91.40%,92.70%,93.70%,87.10%
266,25,1497,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,,89.70%,88%,8.9,94.80%,97.00%,95.90%,80.60%
266,25,4529,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,88.20%,84%,8.9,93.60%,88.70%,77.60%,92.20%
266,25,5486,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,88.00%,92%,9.9,86.50%,93.60%,91.50%,79.90%
266,25,5965,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,,78.80%,89%,7,81.30%,85.70%,78.90%,70.70%
267,25,2204,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,84.90%,97%,5.2,85.90%,84.20%,84.40%,85.30%
267,25,5402,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,,81.80%,86%,8,83.60%,85.60%,77.00%,81.00%
267,25,5402,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,80.50%,87%,5.4,81.20%,83.20%,79.70%,78.00%
267,25,5617,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,84.00%,94%,5.2,84.10%,83.30%,83.40%,85.00%
267,25,5781,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,85.30%,87%,9.1,84.60%,86.70%,84.60%,85.40%
268,25,1681,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,,91.60%,95%,5.5,95.50%,95.00%,88.80%,87.00%
268,25,1892,DOORDASH,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,87.00%,84%,9,92.00%,86.80%,82.10%,87.70%
