Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max WM WK ID,OTD*,OTP*,Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
497,59,3724,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,60.40%,64%,23.9,37.90%,71.80%,50.30%,79.60%
497,59,4145,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,94.00%,78%,7.2,95.60%,96.90%,89.30%,93.80%
497,59,5291,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,,86.40%,63%,10.1,94.80%,80.10%,78.20%,92.50%
499,59,6233,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,,90.90%,94%,4.5,90.60%,88.30%,90.50%,94.00%
499,59,6962,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,,79.70%,75%,9.9,72.00%,88.60%,78.20%,79.60%
499,59,7180,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,,88.50%,93%,8.2,87.50%,100.00%,83.30%,80.00%
499,59,7180,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Recovering,Store Focus,,82.90%,86%,8.1,92.20%,85.20%,64.30%,91.00%
208,20,2541,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,84.30%,75%,7.2,75.20%,91.40%,80.20%,89.80%
208,20,2910,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,,82.80%,64%,8.9,82.60%,90.70%,74.60%,80.30%
209,20,1863,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,,84.70%,65%,15.6,91.10%,85.40%,76.10%,86.30%
209,20,1863,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,75.20%,69%,12,85.10%,73.30%,70.00%,66.70%
209,20,2362,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,,85.10%,86%,8.2,87.20%,83.40%,78.90%,90.70%
209,20,3250,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,91.70%,88%,10.2,91.30%,85.80%,93.70%,93.30%
209,20,3293,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,92.30%,97%,10.3,76.90%,90.90%,100.00%,100.00%
209,20,3293,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,,79.50%,86%,7.1,65.90%,78.90%,85.70%,87.70%
214,20,1839,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,,92.40%,91%,8.2,94.00%,89.90%,90.00%,95.50%
214,20,1894,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,84.10%,73%,7.4,80.60%,81.70%,89.30%,84.60%
214,20,1927,DOORDASH,Scheduled Standard Delivery,37,Executive Review,Recovering,Store Focus,,89.60%,89%,9.7,93.70%,91.70%,83.80%,88.20%
214,20,1927,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,,71.30%,92%,7.5,69.70%,80.00%,68.90%,67.30%
214,20,2073,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,83.70%,78%,10.7,86.90%,86.20%,78.80%,83.80%
214,20,2073,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,,78.80%,80%,8.3,73.60%,72.00%,82.70%,89.60%
214,20,4285,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,81.60%,74%,10.2,75.70%,92.00%,87.50%,75.50%
214,20,5066,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,,83.80%,84%,7.2,85.10%,100.00%,88.90%,69.60%
214,20,5082,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,90.30%,88%,5.5,87.20%,91.80%,93.10%,88.30%
215,20,2323,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,,89.90%,84%,4.9,94.60%,95.10%,87.80%,79.00%
216,20,2199,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,,81.50%,82%,13,87.50%,85.70%,71.40%,80.00%
216,20,2199,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,84.80%,94%,7.4,77.90%,90.30%,85.90%,87.00%
216,20,2209,ROADIE,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,78.40%,84%,12.4,75.00%,83.30%,75.00%,81.80%
216,20,2823,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,,85.00%,95%,6.3,89.40%,92.00%,79.40%,81.00%
227,20,1739,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,,81.20%,90%,9.8,79.60%,88.90%,67.70%,87.90%
227,20,1739,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,87.50%,83%,8.4,84.80%,85.30%,83.10%,94.10%
227,20,1739,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,87.10%,79%,7.5,88.40%,82.60%,89.00%,89.50%
227,20,2300,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,82.50%,88%,6,75.20%,89.30%,85.40%,81.00%
227,20,3738,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,77.60%,67%,12.8,70.50%,79.00%,81.10%,83.80%
227,20,3738,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,82.10%,69%,8.7,81.80%,83.40%,81.50%,81.50%
227,20,3838,POINTPICKUP,Scheduled Express Delivery ,22,Executive Review,Degrading,Store Focus,,84.20%,93%,11.2,77.30%,87.50%,93.80%,77.80%
227,20,3838,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,,92.30%,94%,5.9,89.70%,94.10%,96.20%,88.10%
229,20,1885,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Store Focus,,87.60%,93%,9.4,100.00%,88.30%,74.10%,80.60%
229,20,1885,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,89.10%,81%,8.8,92.90%,88.20%,91.70%,83.30%
229,20,1885,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,89.90%,74%,7.9,93.00%,95.90%,90.60%,81.40%
229,20,4643,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,,83.20%,91%,6.2,85.90%,85.60%,79.90%,81.20%
235,20,2281,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,77.40%,71%,18.5,88.80%,70.80%,67.70%,82.60%
235,20,2281,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,,61.40%,72%,9.2,61.90%,54.80%,59.80%,71.40%
316,20,2576,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,,81.50%,70%,10.1,82.20%,87.30%,87.20%,74.00%
316,20,4277,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,87.00%,92%,6.1,91.80%,91.60%,79.40%,84.60%
317,20,1351,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,,91.40%,98%,7.4,92.40%,93.80%,88.10%,91.70%
317,20,2036,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,,88.90%,93%,14.1,96.70%,83.30%,72.00%,95.70%
333,40,4381,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,,91.30%,87%,8.8,94.40%,89.00%,88.40%,93.40%
339,40,51,POINTPICKUP,Scheduled Express Delivery ,18,Executive Review,Recovering,Driver Supply Focus,,84.40%,100%,8,93.30%,84.20%,81.80%,81.30%
339,40,60,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,,87.10%,91%,6.1,93.80%,82.90%,83.80%,87.50%
339,40,243,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,91.70%,93%,5.6,96.00%,89.10%,91.90%,89.80%
339,40,1188,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,81.80%,76%,14.5,87.00%,80.40%,80.30%,74.70%
339,40,1188,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,,89.00%,77%,10.1,91.80%,85.70%,84.20%,100.00%
340,40,1177,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,,88.60%,95%,6.7,84.60%,95.10%,83.30%,92.40%
340,40,1265,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,,90.70%,91%,6.7,92.90%,91.30%,94.30%,85.10%
340,40,2213,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,90.30%,87%,6.4,97.00%,89.60%,88.10%,85.20%
340,40,2694,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,88.20%,93%,7.4,89.80%,85.90%,85.70%,90.80%
340,40,3061,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,91.20%,86%,6.9,88.20%,95.40%,90.80%,90.40%
340,40,3061,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,,80.70%,88%,4.9,86.50%,83.10%,82.50%,73.80%
340,40,5150,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,84.60%,96%,9.3,83.50%,93.50%,82.40%,76.70%
340,40,5150,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,,81.60%,95%,7.5,76.70%,89.30%,82.20%,78.30%
359,40,29,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,,85.20%,88%,7.8,90.20%,86.20%,81.40%,86.30%
359,40,29,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,,91.80%,92%,6.2,95.40%,92.70%,85.10%,86.90%
360,40,234,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,,92.00%,86%,6.4,92.20%,95.50%,94.70%,85.00%
360,40,234,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,92.00%,87%,6,88.50%,98.80%,92.20%,85.20%
362,40,486,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,,89.00%,93%,5.3,93.90%,98.60%,88.30%,69.50%
362,40,1151,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,,86.40%,97%,5.7,92.10%,96.70%,82.70%,63.20%
485,59,2442,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,,78.60%,74%,9.4,91.70%,85.00%,74.00%,63.10%
485,59,5207,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,86.20%,73%,12.5,96.20%,93.20%,85.00%,76.10%
485,59,6172,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,69.10%,64%,13,85.40%,84.90%,58.80%,58.70%
485,59,6500,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,92.50%,85%,5.1,97.40%,96.80%,82.10%,94.00%
495,59,5421,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,,91.30%,75%,5.5,92.00%,94.50%,96.40%,83.20%
538,72,3238,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,,87.30%,70%,8,71.60%,89.60%,89.80%,97.20%
71,46,927,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Degrading,Store Focus,,76.00%,88%,6.3,50.00%,66.70%,72.70%,88.90%
73,46,537,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,,87.40%,88%,5.9,90.40%,90.50%,85.80%,83.80%
73,46,537,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,,91.00%,88%,5.3,95.20%,93.70%,86.80%,87.10%
73,46,2891,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Recovering,Store Focus,,87.00%,87%,16.7,94.20%,83.30%,85.40%,83.30%
73,46,2891,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,90.30%,92%,9.7,94.30%,90.70%,92.70%,87.70%
73,46,3645,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,,85.70%,97%,5.7,86.80%,88.50%,82.60%,84.70%
364,46,1230,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,,93.80%,98%,5.5,94.60%,85.70%,97.30%,95.00%
364,46,4252,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,90.90%,89%,4.9,92.60%,91.40%,93.10%,86.50%
367,46,1149,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,,81.40%,93%,6.1,87.90%,88.30%,65.70%,82.20%
367,46,1240,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,94.80%,83%,7.5,100.00%,95.50%,97.60%,84.90%
367,46,1240,UBER,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,91.40%,83%,12.4,94.40%,98.10%,86.60%,86.00%
368,46,2554,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,,88.40%,97%,4.3,94.30%,84.40%,88.70%,86.70%
368,46,5331,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,79.80%,90%,5.9,87.60%,83.60%,74.00%,76.80%
370,46,2766,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,85.10%,85%,7.8,89.20%,76.70%,85.60%,89.00%
370,46,2766,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,84.70%,87%,5.6,84.40%,86.80%,87.20%,79.90%
370,46,5190,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,85.10%,94%,3.2,91.60%,85.60%,80.00%,84.00%
371,46,2482,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,,90.50%,80%,8.3,94.00%,88.60%,89.10%,91.20%
371,46,2515,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,85.40%,87%,6.2,86.30%,81.30%,86.30%,87.10%
371,46,5768,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Driver Supply Focus,,80.30%,94%,4.4,76.60%,81.20%,82.10%,81.70%
372,46,2767,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,,94.30%,96%,5.5,98.80%,95.50%,89.50%,93.80%
372,46,5428,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,,84.00%,82%,6.6,82.20%,80.50%,83.20%,87.30%
373,46,6480,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,,90.20%,99%,3.7,95.10%,84.30%,92.90%,89.70%
385,46,3423,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,,91.40%,93%,4.7,88.60%,96.70%,92.60%,87.90%
510,61,3604,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,91.50%,88%,5.2,97.90%,91.10%,90.40%,86.70%
162,17,1891,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,85.50%,76%,8.3,86.90%,85.20%,87.40%,83.30%
163,17,2299,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,89.90%,84%,6.9,90.70%,95.10%,88.90%,82.80%
163,17,2299,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,78.90%,78%,10.2,84.90%,87.50%,84.20%,64.50%
163,17,5095,DOORDASH,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,,79.50%,71%,12,88.80%,75.30%,75.30%,78.20%
163,17,5439,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,,84.20%,83%,12.2,78.30%,91.10%,88.60%,80.90%
163,17,5439,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,85.80%,83%,7.8,82.60%,94.50%,89.00%,78.80%
164,17,2104,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,,80.60%,83%,10,82.60%,80.00%,78.80%,80.60%
172,17,5293,DOORDASH,Scheduled Express Delivery ,12,Executive Review,Degrading,Store Focus,,80.00%,86%,9.3,83.70%,79.50%,76.40%,79.20%
172,17,5295,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,87.00%,72%,12.5,87.20%,82.80%,87.00%,89.60%
174,17,2003,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,,85.60%,83%,8,88.10%,86.70%,77.30%,90.00%
174,17,2294,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,,70.90%,96%,5.9,72.80%,75.30%,67.90%,67.40%
174,17,2365,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,,92.20%,97%,6.2,93.10%,94.60%,92.10%,88.80%
174,17,2368,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,87.70%,79%,11.4,92.60%,81.20%,85.30%,90.80%
174,17,2368,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,90.50%,81%,10,89.40%,88.70%,95.00%,90.10%
174,17,2503,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Driver Supply Focus,,82.10%,93%,9,85.70%,83.30%,50.00%,90.90%
174,17,2503,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,,82.10%,92%,9,88.00%,93.30%,69.70%,77.40%
175,17,2651,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,88.30%,86%,7.6,91.30%,88.60%,84.10%,91.80%
175,17,3078,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,85.10%,93%,8.1,89.10%,85.70%,85.20%,81.90%
175,17,3078,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,90.80%,93%,5.5,90.00%,90.00%,91.40%,92.70%
176,17,5447,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,82.50%,81%,9.1,84.60%,86.30%,83.50%,73.80%
176,17,5867,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,76.40%,96%,6,77.60%,79.40%,75.30%,73.00%
187,17,1871,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,,83.50%,90%,8.4,87.20%,84.20%,76.90%,85.30%
187,17,1871,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,,82.00%,91%,7.4,91.60%,88.30%,78.80%,77.50%
187,17,5497,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,,80.00%,89%,7.8,88.00%,69.60%,77.80%,84.20%
187,17,5497,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,85.60%,94%,6.8,95.70%,89.80%,79.50%,81.70%
188,17,1997,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,,85.00%,85%,10.1,89.00%,87.30%,88.30%,75.00%
188,17,1997,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,,93.10%,85%,7.1,97.70%,95.00%,88.60%,90.70%
188,17,2056,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,93.50%,96%,5.4,95.40%,96.70%,91.80%,88.00%
188,17,2097,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,,86.80%,92%,6.2,87.60%,88.50%,83.30%,87.10%
188,17,2351,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,,56.70%,92%,5.9,49.00%,68.10%,52.50%,54.50%
188,17,2504,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,,90.00%,90%,8,92.00%,96.80%,87.40%,83.40%
188,17,2504,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,85.40%,90%,7.2,90.10%,87.80%,82.40%,81.30%
189,17,2093,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,,91.90%,79%,8.7,96.30%,93.70%,90.60%,86.40%
189,17,2146,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,,88.20%,86%,9.8,91.10%,85.70%,88.00%,87.70%
189,17,2146,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,88.80%,89%,7.6,90.60%,89.60%,85.60%,89.00%
189,17,2146,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,89.70%,88%,7.7,96.60%,93.50%,82.70%,82.60%
189,17,2444,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,90.80%,87%,7,92.70%,92.60%,89.40%,88.40%
190,17,1781,POINTPICKUP,Scheduled Express Delivery ,33,Executive Review,Recovering,Store Focus,,87.80%,92%,9.3,93.90%,91.70%,78.40%,85.20%
190,17,1781,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,,88.40%,78%,8.3,92.10%,90.50%,87.00%,83.70%
190,17,5240,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,,74.30%,99%,5.9,78.40%,87.70%,69.70%,60.10%
190,17,5732,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,90.30%,89%,5.6,90.50%,96.40%,87.40%,84.90%
191,17,2166,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,,78.60%,93%,6,83.60%,80.80%,76.60%,72.10%
191,17,2581,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Store Focus,,84.00%,73%,5.8,91.20%,84.40%,82.80%,76.50%
191,17,5242,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,,86.20%,83%,8.3,88.90%,88.80%,86.60%,81.20%
192,17,1744,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,,90.60%,95%,11.5,88.40%,94.90%,92.90%,87.70%
192,17,3280,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,89.90%,80%,7.7,93.70%,88.90%,90.50%,86.40%
194,17,1949,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,,93.90%,94%,10.8,97.30%,100.00%,93.10%,86.40%
194,17,1949,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,,89.60%,85%,8.4,95.00%,93.30%,86.60%,85.50%
194,17,5027,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,86.30%,93%,7,97.30%,87.20%,82.20%,87.00%
194,17,5027,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,,90.80%,91%,6,94.80%,95.70%,86.40%,81.80%
226,17,1623,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,,82.40%,64%,11.9,87.10%,75.60%,78.30%,88.20%
226,17,1884,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,92.30%,87%,6.4,94.40%,93.20%,88.60%,90.50%
228,17,1656,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,83.90%,74%,8.1,64.40%,93.50%,95.50%,100.00%
228,17,1656,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,83.60%,79%,11.1,67.40%,95.50%,85.30%,88.70%
228,17,3429,POINTPICKUP,Scheduled Express Delivery ,14,Executive Review,Degrading,Driver Supply Focus,,88.90%,92%,5.8,89.30%,85.70%,82.80%,100.00%
228,17,5445,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,91.40%,89%,7.2,90.20%,96.10%,86.80%,92.10%
577,17,3159,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,,75.00%,72%,10.8,70.20%,73.60%,80.70%,74.50%
577,17,3443,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,86.10%,86%,9.2,86.20%,86.60%,83.60%,87.70%
577,17,3520,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,,85.40%,95%,6.3,88.70%,88.90%,86.10%,79.50%
577,17,3795,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,,86.50%,97%,6.5,81.70%,89.60%,88.00%,86.80%
577,17,5752,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,,86.70%,93%,6.2,88.80%,89.20%,87.50%,81.90%
59,6,1279,DOORDASH,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,,75.90%,93%,20.4,84.60%,80.80%,59.00%,80.60%
60,6,194,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,,80.20%,93%,9.1,81.20%,79.10%,74.20%,87.20%
60,6,3500,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,,84.30%,89%,7.5,87.90%,81.20%,80.00%,88.80%
61,6,504,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,90.50%,88%,6.8,95.90%,90.10%,83.40%,92.70%
61,6,527,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,,90.90%,96%,5.9,100.00%,83.30%,87.50%,92.30%
61,6,1405,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,,89.80%,90%,6.9,92.10%,97.10%,82.30%,86.70%
63,6,5959,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,86.50%,99%,4.1,87.20%,85.60%,85.70%,87.70%
64,6,2066,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,,87.50%,90%,6.2,91.20%,85.70%,83.90%,89.30%
64,6,3296,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,,87.90%,96%,9,91.10%,88.50%,83.20%,88.80%
77,6,290,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,62.60%,99%,6.9,64.30%,65.00%,58.30%,63.20%
78,6,440,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,,78.60%,96%,4.2,84.40%,81.00%,69.60%,81.70%
80,6,1958,DOORDASH,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,82.00%,96%,4.3,95.30%,82.20%,58.30%,81.60%
85,6,321,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,,86.40%,89%,6.4,71.40%,100.00%,100.00%,80.00%
87,6,404,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,,88.50%,90%,6,93.30%,90.00%,83.70%,87.00%
87,6,404,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,,85.80%,90%,5.6,86.70%,90.50%,76.00%,88.90%
