STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
2944,CLUSTER 5,CLUSTER 5,16,202509
2946,CLUSTER 5,CLUSTER 5,22,202509
2962,CLUSTER 5,CLUSTER 5,25,202509
2963,CLUSTER 5,CLUSTER 5,22,202509
2987,CLUSTER 5,CLUSTER 5,24,202509
3011,CLUSTER 5,CLUSTER 5,16,202509
3013,CLUSTER 5,CLUSTER 5,14,202509
3035,CLUSTER 5,CLUSTER 5,20,202509
3066,CLUSTER 5,CLUSTER 5,8,202509
3067,CLUSTER 5,CLUSTER 5,20,202509
3069,CLUSTER 5,CLUSTER 5,4,202509
3070,CLUSTER 5,CLUSTER 5,16,202509
3071,CLUSTER 5,CLUSTER 5,8,202509
3072,CLUSTER 5,CLUSTER 5,4,202509
3074,CLUSTER 5,CLUSTER 5,16,202509
3075,CLUSTER 5,CLUSTER 5,16,202509
3078,CLUSTER 5,CLUSTER 5,22,202509
3083,CLUSTER 5,CLUSTER 5,16,202509
3093,CLUSTER 5,CLUSTER 5,18,202509
3104,CLUSTER 5,CLUSTER 5,14,202509
3114,CLUSTER 5,CLUSTER 5,20,202509
3118,CLUSTER 5,CLUSTER 5,16,202509
3119,CLUSTER 5,CLUSTER 5,22,202509
3128,CLUSTER 5,CLUSTER 5,14,202509
3151,CLUSTER 5,CLUSTER 5,16,202509
3152,CLUSTER 5,CLUSTER 5,16,202509
3156,CLUSTER 5,CLUSTER 5,14,202509
3157,CLUSTER 5,CLUSTER 5,14,202509
3159,CLUSTER 5,CLUSTER 5,24,202509
3162,CLUSTER 5,CLUSTER 5,16,202509
3163,CLUSTER 5,CLUSTER 5,24,202509
3167,CLUSTER 5,CLUSTER 5,20,202509
3182,CLUSTER 5,CLUSTER 5,22,202509
3183,CLUSTER 5,CLUSTER 5,14,202509
3184,CLUSTER 5,CLUSTER 5,16,202509
3188,CLUSTER 5,CLUSTER 5,16,202509
3197,CLUSTER 5,CLUSTER 5,16,202509
3201,CLUSTER 5,CLUSTER 5,24,202509
3205,CLUSTER 5,CLUSTER 5,24,202509
3207,CLUSTER 5,CLUSTER 5,24,202509
3212,CLUSTER 5,CLUSTER 5,24,202509
3216,CLUSTER 5,CLUSTER 5,24,202509
3222,CLUSTER 5,CLUSTER 5,16,202509
3235,CLUSTER 5,CLUSTER 5,24,202509
3243,CLUSTER 5,CLUSTER 5,20,202509
3270,CLUSTER 5,CLUSTER 5,18,202509
3280,CLUSTER 5,CLUSTER 5,20,202509
3296,CLUSTER 5,CLUSTER 5,22,202509
3299,CLUSTER 5,CLUSTER 5,14,202509
3302,CLUSTER 5,CLUSTER 5,20,202509
3305,CLUSTER 5,CLUSTER 5,14,202509
3308,CLUSTER 5,CLUSTER 5,24,202509
3309,CLUSTER 5,CLUSTER 5,24,202509
3311,CLUSTER 5,CLUSTER 5,24,202509
3319,CLUSTER 5,CLUSTER 5,14,202509
3337,CLUSTER 5,CLUSTER 5,20,202509
3339,CLUSTER 5,CLUSTER 5,22,202509
3341,CLUSTER 5,CLUSTER 5,20,202509
3347,CLUSTER 5,CLUSTER 5,22,202509
3348,CLUSTER 5,CLUSTER 5,24,202509
3356,CLUSTER 5,CLUSTER 5,16,202509
3359,CLUSTER 5,CLUSTER 5,14,202509
3366,CLUSTER 5,CLUSTER 5,22,202509
3367,CLUSTER 5,CLUSTER 5,22,202509
3370,CLUSTER 5,CLUSTER 5,20,202509
3371,CLUSTER 5,CLUSTER 5,16,202509
3372,CLUSTER 5,CLUSTER 5,20,202509
3389,CLUSTER 5,CLUSTER 5,22,202509
3397,CLUSTER 5,CLUSTER 5,24,202509
3401,CLUSTER 5,CLUSTER 5,16,202509
3402,CLUSTER 5,CLUSTER 5,22,202509
3404,CLUSTER 5,CLUSTER 5,22,202509
3411,CLUSTER 5,CLUSTER 5,12,202509
3415,CLUSTER 5,CLUSTER 5,14,202509
3417,CLUSTER 5,CLUSTER 5,24,202509
3418,CLUSTER 5,CLUSTER 5,24,202509
3422,CLUSTER 5,CLUSTER 5,4,202509
3428,CLUSTER 5,CLUSTER 5,24,202509
3436,CLUSTER 5,CLUSTER 5,16,202509
3439,CLUSTER 5,CLUSTER 5,28,202509
3447,CLUSTER 5,CLUSTER 5,20,202509
3449,CLUSTER 5,CLUSTER 5,16,202509
3453,CLUSTER 5,CLUSTER 5,20,202509
3454,CLUSTER 5,CLUSTER 5,16,202509
3462,CLUSTER 5,CLUSTER 5,22,202509
3463,CLUSTER 5,CLUSTER 5,19,202509
3469,CLUSTER 5,CLUSTER 5,22,202509
3473,CLUSTER 5,CLUSTER 5,22,202509
3474,CLUSTER 5,CLUSTER 5,22,202509
3475,CLUSTER 5,CLUSTER 5,20,202509
3476,CLUSTER 5,CLUSTER 5,20,202509
3489,CLUSTER 5,CLUSTER 5,22,202509
3502,CLUSTER 5,CLUSTER 5,20,202509
3503,CLUSTER 5,CLUSTER 5,16,202509
3504,CLUSTER 5,CLUSTER 5,14,202509
3520,CLUSTER 5,CLUSTER 5,28,202509
3526,CLUSTER 5,CLUSTER 5,16,202509
3527,CLUSTER 5,CLUSTER 5,24,202509
3529,CLUSTER 5,CLUSTER 5,22,202509
3538,CLUSTER 5,CLUSTER 5,24,202509
3541,CLUSTER 5,CLUSTER 5,20,202509
3542,CLUSTER 5,CLUSTER 5,16,202509
3564,CLUSTER 5,CLUSTER 5,22,202509
3566,CLUSTER 5,CLUSTER 5,22,202509
3571,CLUSTER 5,CLUSTER 5,16,202509
3572,CLUSTER 5,CLUSTER 5,22,202509
3588,CLUSTER 5,CLUSTER 5,24,202509
3589,CLUSTER 5,CLUSTER 5,24,202509
3595,CLUSTER 5,CLUSTER 5,22,202509
3600,CLUSTER 5,CLUSTER 5,12,202509
3603,CLUSTER 5,CLUSTER 5,12,202509
3605,CLUSTER 5,CLUSTER 5,14,202509
3606,CLUSTER 5,CLUSTER 5,16,202509
3609,CLUSTER 5,CLUSTER 5,16,202509
3611,CLUSTER 5,CLUSTER 5,16,202509
3612,CLUSTER 5,CLUSTER 5,24,202509
3617,CLUSTER 5,CLUSTER 5,16,202509
3621,CLUSTER 5,CLUSTER 5,16,202509
3625,CLUSTER 5,CLUSTER 5,22,202509
3626,CLUSTER 5,CLUSTER 5,22,202509
3627,CLUSTER 5,CLUSTER 5,22,202509
3628,CLUSTER 5,CLUSTER 5,16,202509
3646,CLUSTER 5,CLUSTER 5,20,202509
3658,CLUSTER 5,CLUSTER 5,22,202509
3660,CLUSTER 5,CLUSTER 5,20,202509
3700,CLUSTER 5,CLUSTER 5,22,202509
3702,CLUSTER 5,CLUSTER 5,20,202509
3703,CLUSTER 5,CLUSTER 5,16,202509
3709,CLUSTER 5,CLUSTER 5,22,202509
3710,CLUSTER 5,CLUSTER 5,16,202509
3713,CLUSTER 5,CLUSTER 5,20,202509
3717,CLUSTER 5,CLUSTER 5,22,202509
3728,CLUSTER 5,CLUSTER 5,22,202509
3733,CLUSTER 5,CLUSTER 5,22,202509
3741,CLUSTER 5,CLUSTER 5,20,202509
3749,CLUSTER 5,CLUSTER 5,14,202509
3774,CLUSTER 5,CLUSTER 5,24,202509
3781,CLUSTER 5,CLUSTER 5,#N/A,202509
3782,CLUSTER 5,CLUSTER 5,24,202509
3783,CLUSTER 5,CLUSTER 5,16,202509
3785,CLUSTER 5,CLUSTER 5,14,202509
3795,CLUSTER 5,CLUSTER 5,40,202509
3804,CLUSTER 5,CLUSTER 5,24,202509
3812,CLUSTER 5,CLUSTER 5,20,202509
3817,CLUSTER 5,CLUSTER 5,16,202509
3825,CLUSTER 5,CLUSTER 5,20,202509
3831,CLUSTER 5,CLUSTER 5,16,202509
3864,CLUSTER 5,CLUSTER 5,22,202509
3869,CLUSTER 5,CLUSTER 5,16,202509
3877,CLUSTER 5,CLUSTER 5,16,202509
3880,CLUSTER 5,CLUSTER 5,16,202509
3887,CLUSTER 5,CLUSTER 5,22,202509
3889,CLUSTER 5,CLUSTER 5,16,202509
3912,CLUSTER 5,CLUSTER 5,18,202509
3935,CLUSTER 5,CLUSTER 5,12,202509
3959,CLUSTER 5,CLUSTER 5,16,202509
4053,CLUSTER 5,CLUSTER 5,16,202509
4064,CLUSTER 5,CLUSTER 5,22,202509
4065,CLUSTER 5,CLUSTER 5,24,202509
4139,CLUSTER 5,CLUSTER 5,16,202509
4140,CLUSTER 5,CLUSTER 5,16,202509
4141,CLUSTER 5,CLUSTER 5,14,202509
4142,CLUSTER 5,CLUSTER 5,16,202509
4144,CLUSTER 5,CLUSTER 5,16,202509
4145,CLUSTER 5,CLUSTER 5,16,202509
4148,CLUSTER 5,CLUSTER 5,16,202509
4157,CLUSTER 5,CLUSTER 5,16,202509
4159,CLUSTER 5,CLUSTER 5,16,202509
4160,CLUSTER 5,CLUSTER 5,12,202509
4161,CLUSTER 5,CLUSTER 5,22,202509
4191,CLUSTER 5,CLUSTER 5,16,202509
4197,CLUSTER 5,CLUSTER 5,16,202509
4211,CLUSTER 5,CLUSTER 5,16,202509
4231,CLUSTER 5,CLUSTER 5,16,202509
4237,CLUSTER 5,CLUSTER 5,22,202509
4250,CLUSTER 5,CLUSTER 5,22,202509
4260,CLUSTER 5,CLUSTER 5,22,202509
4262,CLUSTER 5,CLUSTER 5,24,202509
4276,CLUSTER 5,CLUSTER 5,20,202509
4285,CLUSTER 5,CLUSTER 5,20,202509
4303,CLUSTER 5,CLUSTER 5,24,202509
4332,CLUSTER 5,CLUSTER 5,24,202509
4350,CLUSTER 5,CLUSTER 5,16,202509
4354,CLUSTER 5,CLUSTER 5,16,202509
4365,CLUSTER 5,CLUSTER 5,28,202509
4368,CLUSTER 5,CLUSTER 5,24,202509
4378,CLUSTER 5,CLUSTER 5,20,202509
4380,CLUSTER 5,CLUSTER 5,14,202509
4383,CLUSTER 5,CLUSTER 5,24,202509
4387,CLUSTER 5,CLUSTER 5,22,202509
4388,CLUSTER 5,CLUSTER 5,12,202509
4404,CLUSTER 5,CLUSTER 5,20,202509
4410,CLUSTER 5,CLUSTER 5,20,202509
4414,CLUSTER 5,CLUSTER 5,16,202509
4424,CLUSTER 5,CLUSTER 5,20,202509
4425,CLUSTER 5,CLUSTER 5,16,202509
4426,CLUSTER 5,CLUSTER 5,14,202509
4427,CLUSTER 5,CLUSTER 5,16,202509
4428,CLUSTER 5,CLUSTER 5,6,202509
4431,CLUSTER 5,CLUSTER 5,12,202509
4435,CLUSTER 5,CLUSTER 5,20,202509
4441,CLUSTER 5,CLUSTER 5,16,202509
4443,CLUSTER 5,CLUSTER 5,14,202509
4444,CLUSTER 5,CLUSTER 5,24,202509
4445,CLUSTER 5,CLUSTER 5,16,202509
4446,CLUSTER 5,CLUSTER 5,24,202509
4456,CLUSTER 5,CLUSTER 5,24,202509
4458,CLUSTER 5,CLUSTER 5,22,202509
4469,CLUSTER 5,CLUSTER 5,16,202509
4472,CLUSTER 5,CLUSTER 5,16,202509
4476,CLUSTER 5,CLUSTER 5,24,202509
4477,CLUSTER 5,CLUSTER 5,16,202509
4484,CLUSTER 5,CLUSTER 5,22,202509
4498,CLUSTER 5,CLUSTER 5,16,202509
4504,CLUSTER 5,CLUSTER 5,16,202509
4514,CLUSTER 5,CLUSTER 5,22,202509
4519,CLUSTER 5,CLUSTER 5,12,202509
4520,CLUSTER 5,CLUSTER 5,16,202509
4524,CLUSTER 5,CLUSTER 5,16,202509
4528,CLUSTER 5,CLUSTER 5,14,202509
4530,CLUSTER 5,CLUSTER 5,12,202509
4553,CLUSTER 5,CLUSTER 5,16,202509
4556,CLUSTER 5,CLUSTER 5,16,202509
4560,CLUSTER 5,CLUSTER 5,16,202509
4561,CLUSTER 5,CLUSTER 5,14,202509
4563,CLUSTER 5,CLUSTER 5,21,202509
4574,CLUSTER 5,CLUSTER 5,24,202509
4583,CLUSTER 5,CLUSTER 5,16,202509
4588,CLUSTER 5,CLUSTER 5,16,202509
4591,CLUSTER 5,CLUSTER 5,12,202509
4595,CLUSTER 5,CLUSTER 5,16,202509
4597,CLUSTER 5,CLUSTER 5,20,202509
4617,CLUSTER 5,CLUSTER 5,16,202509
4623,CLUSTER 5,CLUSTER 5,18,202509
4631,CLUSTER 5,CLUSTER 5,22,202509
4636,CLUSTER 5,CLUSTER 5,16,202509
4638,CLUSTER 5,CLUSTER 5,16,202509
4659,CLUSTER 5,CLUSTER 5,16,202509
4664,CLUSTER 5,CLUSTER 5,20,202509
4667,CLUSTER 5,CLUSTER 5,16,202509
4673,CLUSTER 5,CLUSTER 5,14,202509
4678,CLUSTER 5,CLUSTER 5,18,202509
4681,CLUSTER 5,CLUSTER 5,18,202509
4683,CLUSTER 5,CLUSTER 5,16,202509
4687,CLUSTER 5,CLUSTER 5,20,202509
4690,CLUSTER 5,CLUSTER 5,16,202509
4697,CLUSTER 5,CLUSTER 5,16,202509
4757,CLUSTER 5,CLUSTER 5,16,202509
4826,CLUSTER 5,CLUSTER 5,14,202509
4848,CLUSTER 5,CLUSTER 5,16,202509
5005,CLUSTER 5,CLUSTER 5,14,202509
5012,CLUSTER 5,CLUSTER 5,24,202509
5013,CLUSTER 5,CLUSTER 5,12,202509
5022,CLUSTER 5,CLUSTER 5,22,202509
5028,CLUSTER 5,CLUSTER 5,16,202509
5030,CLUSTER 5,CLUSTER 5,24,202509
5034,CLUSTER 5,CLUSTER 5,24,202509
5035,CLUSTER 5,CLUSTER 5,22,202509
5036,CLUSTER 5,CLUSTER 5,22,202509
5037,CLUSTER 5,CLUSTER 5,20,202509
5046,CLUSTER 5,CLUSTER 5,22,202509
5054,CLUSTER 5,CLUSTER 5,22,202509
5057,CLUSTER 5,CLUSTER 5,20,202509
5058,CLUSTER 5,CLUSTER 5,24,202509
5062,CLUSTER 5,CLUSTER 5,14,202509
5063,CLUSTER 5,CLUSTER 5,24,202509
5095,CLUSTER 5,CLUSTER 5,22,202509
5102,CLUSTER 5,CLUSTER 5,16,202509
5104,CLUSTER 5,CLUSTER 5,16,202509
5106,CLUSTER 5,CLUSTER 5,16,202509
5107,CLUSTER 5,CLUSTER 5,16,202509
5117,CLUSTER 5,CLUSTER 5,24,202509
5118,CLUSTER 5,CLUSTER 5,24,202509
5122,CLUSTER 5,CLUSTER 5,16,202509
5132,CLUSTER 5,CLUSTER 5,14,202509
5135,CLUSTER 5,CLUSTER 5,16,202509
5142,CLUSTER 5,CLUSTER 5,24,202509
5148,CLUSTER 5,CLUSTER 5,16,202509
5150,CLUSTER 5,CLUSTER 5,24,202509
5168,CLUSTER 5,CLUSTER 5,16,202509
5179,CLUSTER 5,CLUSTER 5,16,202509
5184,CLUSTER 5,CLUSTER 5,20,202509
5185,CLUSTER 5,CLUSTER 5,20,202509
5206,CLUSTER 5,CLUSTER 5,16,202509
5214,CLUSTER 5,CLUSTER 5,26,202509
5218,CLUSTER 5,CLUSTER 5,22,202509
5220,CLUSTER 5,CLUSTER 5,20,202509
5221,CLUSTER 5,CLUSTER 5,16,202509
5250,CLUSTER 5,CLUSTER 5,24,202509
5251,CLUSTER 5,CLUSTER 5,16,202509
5254,CLUSTER 5,CLUSTER 5,26,202509
5255,CLUSTER 5,CLUSTER 5,14,202509
5265,CLUSTER 5,CLUSTER 5,14,202509
5266,CLUSTER 5,CLUSTER 5,22,202509
5269,CLUSTER 5,CLUSTER 5,16,202509
5278,CLUSTER 5,CLUSTER 5,22,202509
5282,CLUSTER 5,CLUSTER 5,20,202509
5291,CLUSTER 5,CLUSTER 5,12,202509
5292,CLUSTER 5,CLUSTER 5,20,202509
5293,CLUSTER 5,CLUSTER 5,29,202509
5298,CLUSTER 5,CLUSTER 5,16,202509
5299,CLUSTER 5,CLUSTER 5,24,202509
5300,CLUSTER 5,CLUSTER 5,24,202509
5301,CLUSTER 5,CLUSTER 5,22,202509
5306,CLUSTER 5,CLUSTER 5,16,202509
5320,CLUSTER 5,CLUSTER 5,22,202509
5321,CLUSTER 5,CLUSTER 5,16,202509
5325,CLUSTER 5,CLUSTER 5,20,202509
5327,CLUSTER 5,CLUSTER 5,16,202509
5343,CLUSTER 5,CLUSTER 5,24,202509
5363,CLUSTER 5,CLUSTER 5,22,202509
5365,CLUSTER 5,CLUSTER 5,16,202509
5366,CLUSTER 5,CLUSTER 5,16,202509
5367,CLUSTER 5,CLUSTER 5,12,202509
5371,CLUSTER 5,CLUSTER 5,16,202509
5372,CLUSTER 5,CLUSTER 5,14,202509
5390,CLUSTER 5,CLUSTER 5,24,202509
5391,CLUSTER 5,CLUSTER 5,24,202509
5408,CLUSTER 5,CLUSTER 5,16,202509
5417,CLUSTER 5,CLUSTER 5,20,202509
5418,CLUSTER 5,CLUSTER 5,24,202509
5420,CLUSTER 5,CLUSTER 5,24,202509
5439,CLUSTER 5,CLUSTER 5,24,202509
5443,CLUSTER 5,CLUSTER 5,16,202509
5445,CLUSTER 5,CLUSTER 5,20,202509
5447,CLUSTER 5,CLUSTER 5,28,202509
5449,CLUSTER 5,CLUSTER 5,16,202509
5451,CLUSTER 5,CLUSTER 5,16,202509
5453,CLUSTER 5,CLUSTER 5,14,202509
5455,CLUSTER 5,CLUSTER 5,22,202509
5481,CLUSTER 5,CLUSTER 5,16,202509
5486,CLUSTER 5,CLUSTER 5,20,202509
5487,CLUSTER 5,CLUSTER 5,16,202509
5488,CLUSTER 5,CLUSTER 5,22,202509
5613,CLUSTER 5,CLUSTER 5,16,202509
5615,CLUSTER 5,CLUSTER 5,16,202509
5616,CLUSTER 5,CLUSTER 5,14,202509
5622,CLUSTER 5,CLUSTER 5,16,202509
5649,CLUSTER 5,CLUSTER 5,16,202509
5654,CLUSTER 5,CLUSTER 5,16,202509
5669,CLUSTER 5,CLUSTER 5,18,202509
5670,CLUSTER 5,CLUSTER 5,16,202509
5671,CLUSTER 5,CLUSTER 5,24,202509
5704,CLUSTER 5,CLUSTER 5,14,202509
5706,CLUSTER 5,CLUSTER 5,16,202509
5722,CLUSTER 5,CLUSTER 5,20,202509
5741,CLUSTER 5,CLUSTER 5,14,202509
5743,CLUSTER 5,CLUSTER 5,24,202509
5747,CLUSTER 5,CLUSTER 5,16,202509
5752,CLUSTER 5,CLUSTER 5,24,202509
5753,CLUSTER 5,CLUSTER 5,22,202509
5755,CLUSTER 5,CLUSTER 5,16,202509
5758,CLUSTER 5,CLUSTER 5,16,202509
5760,CLUSTER 5,CLUSTER 5,16,202509
5761,CLUSTER 5,CLUSTER 5,16,202509
5787,CLUSTER 5,CLUSTER 5,14,202509
5795,CLUSTER 5,CLUSTER 5,22,202509
5804,CLUSTER 5,CLUSTER 5,16,202509
5815,CLUSTER 5,CLUSTER 5,12,202509
5816,CLUSTER 5,CLUSTER 5,16,202509
5817,CLUSTER 5,CLUSTER 5,14,202509
5818,CLUSTER 5,CLUSTER 5,14,202509
5819,CLUSTER 5,CLUSTER 5,16,202509
5820,CLUSTER 5,CLUSTER 5,8,202509
5823,CLUSTER 5,CLUSTER 5,20,202509
5826,CLUSTER 5,CLUSTER 5,8,202509
5839,CLUSTER 5,CLUSTER 5,16,202509
5841,CLUSTER 5,CLUSTER 5,22,202509
5846,CLUSTER 5,CLUSTER 5,12,202509
5847,CLUSTER 5,CLUSTER 5,16,202509
5853,CLUSTER 5,CLUSTER 5,16,202509
5854,CLUSTER 5,CLUSTER 5,24,202509
5857,CLUSTER 5,CLUSTER 5,16,202509
5867,CLUSTER 5,CLUSTER 5,21,202509
5871,CLUSTER 5,CLUSTER 5,16,202509
5875,CLUSTER 5,CLUSTER 5,12,202509
5879,CLUSTER 5,CLUSTER 5,22,202509
5881,CLUSTER 5,CLUSTER 5,20,202509
5882,CLUSTER 5,CLUSTER 5,18,202509
5888,CLUSTER 5,CLUSTER 5,13,202509
5891,CLUSTER 5,CLUSTER 5,20,202509
5894,CLUSTER 5,CLUSTER 5,19,202509
5911,CLUSTER 5,CLUSTER 5,16,202509
5912,CLUSTER 5,CLUSTER 5,20,202509
5932,CLUSTER 5,CLUSTER 5,24,202509
5936,CLUSTER 5,CLUSTER 5,24,202509
5945,CLUSTER 5,CLUSTER 5,18,202509
5964,CLUSTER 5,CLUSTER 5,20,202509
5968,CLUSTER 5,CLUSTER 5,24,202509
5988,CLUSTER 5,CLUSTER 5,16,202509
6149,CLUSTER 5,CLUSTER 5,22,202509
6165,CLUSTER 5,CLUSTER 5,14,202509
6176,CLUSTER 5,CLUSTER 5,20,202509
6207,CLUSTER 5,CLUSTER 5,14,202509
6233,CLUSTER 5,CLUSTER 5,16,202509
6243,CLUSTER 5,CLUSTER 5,16,202509
6263,CLUSTER 5,CLUSTER 5,12,202509
6264,CLUSTER 5,CLUSTER 5,16,202509
6390,CLUSTER 5,CLUSTER 5,14,202509
6394,CLUSTER 5,CLUSTER 5,16,202509
6398,CLUSTER 5,CLUSTER 5,20,202509
6548,CLUSTER 5,CLUSTER 5,12,202509
6586,CLUSTER 5,CLUSTER 5,12,202509
6789,CLUSTER 5,CLUSTER 5,16,202509
6798,CLUSTER 5,CLUSTER 5,12,202509
6807,CLUSTER 5,CLUSTER 5,16,202509
6814,CLUSTER 5,CLUSTER 5,16,202509
6849,CLUSTER 5,CLUSTER 5,16,202509
6894,CLUSTER 5,CLUSTER 5,12,202509
6931,CLUSTER 5,CLUSTER 5,16,202509
6941,CLUSTER 5,CLUSTER 5,14,202509
6952,CLUSTER 5,CLUSTER 5,16,202509
6958,CLUSTER 5,CLUSTER 5,22,202509
6962,CLUSTER 5,CLUSTER 5,16,202509
6968,CLUSTER 5,CLUSTER 5,16,202509
6978,CLUSTER 5,CLUSTER 5,22,202509
6998,CLUSTER 5,CLUSTER 5,16,202509
7009,CLUSTER 5,CLUSTER 5,15,202509
7020,CLUSTER 5,CLUSTER 5,22,202509
7032,CLUSTER 5,CLUSTER 5,20,202509
7137,CLUSTER 5,CLUSTER 5,12,202509
7162,CLUSTER 5,CLUSTER 5,16,202509
7174,CLUSTER 5,CLUSTER 5,12,202509
7177,CLUSTER 5,CLUSTER 5,12,202509
7179,CLUSTER 5,CLUSTER 5,20,202509
7181,CLUSTER 5,CLUSTER 5,16,202509
7205,CLUSTER 5,CLUSTER 5,16,202509
7206,CLUSTER 5,CLUSTER 5,12,202509
7221,CLUSTER 5,CLUSTER 5,16,202509
7222,CLUSTER 5,CLUSTER 5,12,202509
7235,CLUSTER 5,CLUSTER 5,12,202509
7262,CLUSTER 5,CLUSTER 5,12,202509
7298,CLUSTER 5,CLUSTER 5,16,202509
7299,CLUSTER 5,CLUSTER 5,16,202509
7304,CLUSTER 5,CLUSTER 5,12,202509
7315,CLUSTER 5,CLUSTER 5,16,202509
7337,CLUSTER 5,CLUSTER 5,16,202509
7361,CLUSTER 5,CLUSTER 5,16,202509
32,N/A,N/A,N/A,N/A
2070,N/A,N/A,N/A,N/A
2074,N/A,N/A,N/A,N/A
2188,N/A,N/A,N/A,N/A
2527,N/A,N/A,N/A,N/A
2722,N/A,N/A,N/A,N/A
4359,N/A,N/A,N/A,N/A
4474,N/A,N/A,N/A,N/A
