Store,Date
5846,02/03/2022
7240,02/03/2022
1026,02/03/2022
1624,02/03/2022
3824,02/03/2022
1,02/10/2022
2,02/10/2022
3,02/10/2022
4,02/10/2022
5,02/10/2022
7,02/10/2022
8,02/10/2022
9,02/10/2022
11,02/10/2022
13,02/10/2022
14,02/10/2022
15,02/10/2022
16,02/10/2022
17,02/10/2022
18,02/10/2022
19,02/10/2022
20,02/10/2022
23,02/10/2022
24,02/10/2022
25,02/10/2022
27,02/10/2022
29,02/10/2022
30,02/10/2022
32,02/10/2022
33,02/10/2022
34,02/10/2022
37,02/10/2022
40,02/10/2022
44,02/10/2022
45,02/10/2022
46,02/10/2022
48,02/10/2022
51,02/10/2022
54,02/10/2022
55,02/10/2022
56,02/10/2022
57,02/10/2022
58,02/10/2022
59,02/10/2022
60,02/10/2022
61,02/10/2022
62,02/10/2022
64,02/10/2022
65,02/10/2022
66,02/10/2022
67,02/10/2022
68,02/10/2022
70,02/10/2022
71,02/10/2022
74,02/10/2022
75,02/10/2022
76,02/10/2022
78,02/10/2022
80,02/10/2022
82,02/10/2022
83,02/10/2022
85,02/10/2022
86,02/10/2022
87,02/10/2022
88,02/10/2022
89,02/10/2022
91,02/10/2022
92,02/10/2022
93,02/10/2022
94,02/10/2022
95,02/10/2022
96,02/10/2022
97,02/10/2022
98,02/10/2022
99,02/10/2022
100,02/10/2022
101,02/10/2022
102,02/10/2022
105,02/10/2022
106,02/10/2022
107,02/10/2022
109,02/10/2022
110,02/10/2022
114,02/10/2022
115,02/10/2022
116,02/10/2022
118,02/10/2022
119,02/10/2022
120,02/10/2022
122,02/10/2022
124,02/10/2022
125,02/10/2022
126,02/10/2022
127,02/10/2022
128,02/10/2022
133,02/10/2022
135,02/10/2022
141,02/10/2022
144,02/10/2022
145,02/10/2022
149,02/10/2022
152,02/10/2022
153,02/10/2022
155,02/10/2022
157,02/10/2022
159,02/10/2022
160,02/10/2022
161,02/10/2022
164,02/10/2022
166,02/10/2022
167,02/10/2022
170,02/10/2022
171,02/10/2022
172,02/10/2022
173,02/10/2022
174,02/10/2022
175,02/10/2022
176,02/10/2022
177,02/10/2022
179,02/10/2022
182,02/10/2022
183,02/10/2022
184,02/10/2022
188,02/10/2022
189,02/10/2022
190,02/10/2022
192,02/10/2022
195,02/10/2022
203,02/10/2022
205,02/10/2022
209,02/10/2022
218,02/10/2022
219,02/10/2022
229,02/10/2022
238,02/10/2022
239,02/10/2022
241,02/10/2022
243,02/10/2022
244,02/10/2022
250,02/10/2022
257,02/10/2022
261,02/10/2022
267,02/10/2022
268,02/10/2022
273,02/10/2022
274,02/10/2022
279,02/10/2022
281,02/10/2022
282,02/10/2022
283,02/10/2022
287,02/10/2022
289,02/10/2022
294,02/10/2022
295,02/10/2022
296,02/10/2022
298,02/10/2022
299,02/10/2022
300,02/10/2022
301,02/10/2022
303,02/10/2022
304,02/10/2022
305,02/10/2022
306,02/10/2022
308,02/10/2022
309,02/10/2022
310,02/10/2022
311,02/10/2022
312,02/10/2022
313,02/10/2022
314,02/10/2022
315,02/10/2022
316,02/10/2022
318,02/10/2022
319,02/10/2022
323,02/10/2022
325,02/10/2022
326,02/10/2022
329,02/10/2022
331,02/10/2022
332,02/10/2022
333,02/10/2022
335,02/10/2022
336,02/10/2022
337,02/10/2022
338,02/10/2022
339,02/10/2022
347,02/10/2022
354,02/10/2022
355,02/10/2022
357,02/10/2022
358,02/10/2022
359,02/10/2022
362,02/10/2022
363,02/10/2022
365,02/10/2022
366,02/10/2022
373,02/10/2022
375,02/10/2022
376,02/10/2022
383,02/10/2022
384,02/10/2022
386,02/10/2022
388,02/10/2022
390,02/10/2022
391,02/10/2022
393,02/10/2022
394,02/10/2022
396,02/10/2022
401,02/10/2022
402,02/10/2022
403,02/10/2022
405,02/10/2022
406,02/10/2022
408,02/10/2022
409,02/10/2022
410,02/10/2022
411,02/10/2022
415,02/10/2022
416,02/10/2022
423,02/10/2022
425,02/10/2022
428,02/10/2022
430,02/10/2022
431,02/10/2022
432,02/10/2022
433,02/10/2022
434,02/10/2022
444,02/10/2022
445,02/10/2022
448,02/10/2022
449,02/10/2022
450,02/10/2022
451,02/10/2022
453,02/10/2022
457,02/10/2022
459,02/10/2022
483,02/10/2022
485,02/10/2022
488,02/10/2022
489,02/10/2022
491,02/10/2022
493,02/10/2022
494,02/10/2022
495,02/10/2022
497,02/10/2022
498,02/10/2022
501,02/10/2022
502,02/10/2022
505,02/10/2022
507,02/10/2022
510,02/10/2022
511,02/10/2022
514,02/10/2022
515,02/10/2022
518,02/10/2022
519,02/10/2022
520,02/10/2022
521,02/10/2022
526,02/10/2022
528,02/10/2022
530,02/10/2022
531,02/10/2022
532,02/10/2022
538,02/10/2022
539,02/10/2022
541,02/10/2022
542,02/10/2022
543,02/10/2022
545,02/10/2022
547,02/10/2022
548,02/10/2022
551,02/10/2022
552,02/10/2022
553,02/10/2022
555,02/10/2022
556,02/10/2022
563,02/10/2022
568,02/10/2022
569,02/10/2022
571,02/10/2022
573,02/10/2022
575,02/10/2022
577,02/10/2022
578,02/10/2022
579,02/10/2022
580,02/10/2022
582,02/10/2022
583,02/10/2022
584,02/10/2022
586,02/10/2022
588,02/10/2022
589,02/10/2022
591,02/10/2022
594,02/10/2022
599,02/10/2022
604,02/10/2022
605,02/10/2022
606,02/10/2022
614,02/10/2022
615,02/10/2022
616,02/10/2022
618,02/10/2022
619,02/10/2022
620,02/10/2022
621,02/10/2022
623,02/10/2022
624,02/10/2022
625,02/10/2022
627,02/10/2022
628,02/10/2022
629,02/10/2022
632,02/10/2022
634,02/10/2022
635,02/10/2022
638,02/10/2022
639,02/10/2022
640,02/10/2022
641,02/10/2022
642,02/10/2022
643,02/10/2022
644,02/10/2022
648,02/10/2022
649,02/10/2022
651,02/10/2022
653,02/10/2022
655,02/10/2022
656,02/10/2022
657,02/10/2022
658,02/10/2022
659,02/10/2022
660,02/10/2022
661,02/10/2022
662,02/10/2022
663,02/10/2022
665,02/10/2022
668,02/10/2022
669,02/10/2022
670,02/10/2022
671,02/10/2022
672,02/10/2022
673,02/10/2022
674,02/10/2022
675,02/10/2022
676,02/10/2022
677,02/10/2022
678,02/10/2022
680,02/10/2022
681,02/10/2022
683,02/10/2022
684,02/10/2022
685,02/10/2022
686,02/10/2022
687,02/10/2022
688,02/10/2022
691,02/10/2022
692,02/10/2022
693,02/10/2022
694,02/10/2022
695,02/10/2022
696,02/10/2022
697,02/10/2022
698,02/10/2022
700,02/10/2022
701,02/10/2022
702,02/10/2022
705,02/10/2022
706,02/10/2022
707,02/10/2022
708,02/10/2022
709,02/10/2022
710,02/10/2022
711,02/10/2022
712,02/10/2022
713,02/10/2022
714,02/10/2022
715,02/10/2022
716,02/10/2022
718,02/10/2022
720,02/10/2022
722,02/10/2022
723,02/10/2022
724,02/10/2022
725,02/10/2022
726,02/10/2022
727,02/10/2022
728,02/10/2022
729,02/10/2022
730,02/10/2022
731,02/10/2022
733,02/10/2022
735,02/10/2022
736,02/10/2022
737,02/10/2022
738,02/10/2022
739,02/10/2022
740,02/10/2022
741,02/10/2022
742,02/10/2022
745,02/10/2022
754,02/10/2022
756,02/10/2022
758,02/10/2022
759,02/10/2022
760,02/10/2022
761,02/10/2022
762,02/10/2022
764,02/10/2022
766,02/10/2022
767,02/10/2022
769,02/10/2022
773,02/10/2022
777,02/10/2022
778,02/10/2022
779,02/10/2022
780,02/10/2022
783,02/10/2022
785,02/10/2022
787,02/10/2022
795,02/10/2022
800,02/10/2022
801,02/10/2022
803,02/10/2022
805,02/10/2022
809,02/10/2022
811,02/10/2022
814,02/10/2022
815,02/10/2022
816,02/10/2022
817,02/10/2022
818,02/10/2022
819,02/10/2022
820,02/10/2022
825,02/10/2022
834,02/10/2022
836,02/10/2022
837,02/10/2022
839,02/10/2022
843,02/10/2022
845,02/10/2022
853,02/10/2022
855,02/10/2022
856,02/10/2022
857,02/10/2022
858,02/10/2022
859,02/10/2022
860,02/10/2022
862,02/10/2022
863,02/10/2022
864,02/10/2022
866,02/10/2022
871,02/10/2022
874,02/10/2022
875,02/10/2022
876,02/10/2022
879,02/10/2022
887,02/10/2022
888,02/10/2022
889,02/10/2022
890,02/10/2022
895,02/10/2022
899,02/10/2022
903,02/10/2022
904,02/10/2022
907,02/10/2022
908,02/10/2022
911,02/10/2022
912,02/10/2022
914,02/10/2022
919,02/10/2022
925,02/10/2022
929,02/10/2022
930,02/10/2022
931,02/10/2022
932,02/10/2022
934,02/10/2022
935,02/10/2022
937,02/10/2022
938,02/10/2022
941,02/10/2022
942,02/10/2022
948,02/10/2022
950,02/10/2022
952,02/10/2022
954,02/10/2022
955,02/10/2022
956,02/10/2022
959,02/10/2022
961,02/10/2022
967,02/10/2022
968,02/10/2022
969,02/10/2022
970,02/10/2022
973,02/10/2022
974,02/10/2022
976,02/10/2022
977,02/10/2022
981,02/10/2022
987,02/10/2022
988,02/10/2022
989,02/10/2022
990,02/10/2022
991,02/10/2022
994,02/10/2022
1004,02/10/2022
1006,02/10/2022
1009,02/10/2022
1010,02/10/2022
1011,02/10/2022
1014,02/10/2022
1016,02/10/2022
1017,02/10/2022
1018,02/10/2022
1021,02/10/2022
1024,02/10/2022
1025,02/10/2022
1027,02/10/2022
1029,02/10/2022
1030,02/10/2022
1032,02/10/2022
1034,02/10/2022
1037,02/10/2022
1039,02/10/2022
1047,02/10/2022
1048,02/10/2022
1052,02/10/2022
1053,02/10/2022
1057,02/10/2022
1059,02/10/2022
1060,02/10/2022
1061,02/10/2022
1063,02/10/2022
1064,02/10/2022
1065,02/10/2022
1066,02/10/2022
1068,02/10/2022
1069,02/10/2022
1070,02/10/2022
1074,02/10/2022
1075,02/10/2022
1076,02/10/2022
1077,02/10/2022
1079,02/10/2022
1080,02/10/2022
1081,02/10/2022
1082,02/10/2022
1083,02/10/2022
1084,02/10/2022
1085,02/10/2022
1086,02/10/2022
1087,02/10/2022
1088,02/10/2022
1089,02/10/2022
1090,02/10/2022
1091,02/10/2022
1094,02/10/2022
1096,02/10/2022
1097,02/10/2022
1100,02/10/2022
1101,02/10/2022
1102,02/10/2022
1104,02/10/2022
1105,02/10/2022
1106,02/10/2022
1107,02/10/2022
1108,02/10/2022
1109,02/10/2022
1110,02/10/2022
1111,02/10/2022
1112,02/10/2022
1113,02/10/2022
1114,02/10/2022
1115,02/10/2022
1119,02/10/2022
1120,02/10/2022
1121,02/10/2022
1122,02/10/2022
1123,02/10/2022
1124,02/10/2022
1128,02/10/2022
1130,02/10/2022
1132,02/10/2022
1133,02/10/2022
1134,02/10/2022
1135,02/10/2022
1136,02/10/2022
1140,02/10/2022
1143,02/10/2022
1144,02/10/2022
1146,02/10/2022
1147,02/10/2022
1151,02/10/2022
1153,02/10/2022
1155,02/10/2022
1156,02/10/2022
1158,02/10/2022
1159,02/10/2022
1161,02/10/2022
1163,02/10/2022
1164,02/10/2022
1165,02/10/2022
1166,02/10/2022
1168,02/10/2022
1169,02/10/2022
1170,02/10/2022
1171,02/10/2022
1172,02/10/2022
1173,02/10/2022
1174,02/10/2022
1177,02/10/2022
1179,02/10/2022
1181,02/10/2022
1182,02/10/2022
1183,02/10/2022
1184,02/10/2022
1189,02/10/2022
1190,02/10/2022
1192,02/10/2022
1193,02/10/2022
1194,02/10/2022
1195,02/10/2022
1196,02/10/2022
1197,02/10/2022
1201,02/10/2022
1203,02/10/2022
1204,02/10/2022
1205,02/10/2022
1206,02/10/2022
1207,02/10/2022
1210,02/10/2022
1212,02/10/2022
1213,02/10/2022
1215,02/10/2022
1217,02/10/2022
1219,02/10/2022
1220,02/10/2022
1222,02/10/2022
1223,02/10/2022
1224,02/10/2022
1225,02/10/2022
1226,02/10/2022
1227,02/10/2022
1229,02/10/2022
1233,02/10/2022
1234,02/10/2022
1236,02/10/2022
1237,02/10/2022
1238,02/10/2022
1242,02/10/2022
1244,02/10/2022
1247,02/10/2022
1248,02/10/2022
1255,02/10/2022
1259,02/10/2022
1260,02/10/2022
1261,02/10/2022
1263,02/10/2022
1266,02/10/2022
1268,02/10/2022
1270,02/10/2022
1271,02/10/2022
1281,02/10/2022
1283,02/10/2022
1284,02/10/2022
1286,02/10/2022
1287,02/10/2022
1288,02/10/2022
1290,02/10/2022
1293,02/10/2022
1297,02/10/2022
1298,02/10/2022
1300,02/10/2022
1311,02/10/2022
1312,02/10/2022
1314,02/10/2022
1317,02/10/2022
1318,02/10/2022
1319,02/10/2022
1320,02/10/2022
1321,02/10/2022
1337,02/10/2022
1338,02/10/2022
1339,02/10/2022
1340,02/10/2022
1342,02/10/2022
1346,02/10/2022
1349,02/10/2022
1352,02/10/2022
1353,02/10/2022
1354,02/10/2022
1355,02/10/2022
1358,02/10/2022
1359,02/10/2022
1362,02/10/2022
1363,02/10/2022
1367,02/10/2022
1372,02/10/2022
1373,02/10/2022
1374,02/10/2022
1375,02/10/2022
1376,02/10/2022
1379,02/10/2022
1382,02/10/2022
1383,02/10/2022
1385,02/10/2022
1390,02/10/2022
1391,02/10/2022
1392,02/10/2022
1398,02/10/2022
1400,02/10/2022
1408,02/10/2022
1426,02/10/2022
1436,02/10/2022
1444,02/10/2022
1452,02/10/2022
1458,02/10/2022
1462,02/10/2022
1464,02/10/2022
1466,02/10/2022
1467,02/10/2022
1468,02/10/2022
1469,02/10/2022
1478,02/10/2022
1481,02/10/2022
1482,02/10/2022
1488,02/10/2022
1493,02/10/2022
1498,02/10/2022
1502,02/10/2022
1505,02/10/2022
1511,02/10/2022
1513,02/10/2022
1514,02/10/2022
1517,02/10/2022
1530,02/10/2022
1536,02/10/2022
1541,02/10/2022
1552,02/10/2022
1558,02/10/2022
1561,02/10/2022
1569,02/10/2022
1578,02/10/2022
1579,02/10/2022
1586,02/10/2022
1589,02/10/2022
1599,02/10/2022
1603,02/10/2022
1605,02/10/2022
1606,02/10/2022
1613,02/10/2022
1614,02/10/2022
1620,02/10/2022
1638,02/10/2022
1641,02/10/2022
1661,02/10/2022
1662,02/10/2022
1663,02/10/2022
1666,02/10/2022
1675,02/10/2022
1691,02/10/2022
1694,02/10/2022
1701,02/10/2022
1702,02/10/2022
1710,02/10/2022
1711,02/10/2022
1712,02/10/2022
1720,02/10/2022
1743,02/10/2022
1748,02/10/2022
1751,02/10/2022
1767,02/10/2022
1774,02/10/2022
1795,02/10/2022
1816,02/10/2022
1821,02/10/2022
1822,02/10/2022
1829,02/10/2022
1842,02/10/2022
1847,02/10/2022
1849,02/10/2022
1851,02/10/2022
1854,02/10/2022
1874,02/10/2022
1916,02/10/2022
1950,02/10/2022
1953,02/10/2022
1957,02/10/2022
1960,02/10/2022
1996,02/10/2022
2000,02/10/2022
2005,02/10/2022
2026,02/10/2022
2058,02/10/2022
2067,02/10/2022
2072,02/10/2022
2081,02/10/2022
2085,02/10/2022
2091,02/10/2022
2114,02/10/2022
2132,02/10/2022
2134,02/10/2022
2137,02/10/2022
2151,02/10/2022
2154,02/10/2022
2175,02/10/2022
2213,02/10/2022
2214,02/10/2022
2221,02/10/2022
2237,02/10/2022
2240,02/10/2022
2247,02/10/2022
2256,02/10/2022
2265,02/10/2022
2302,02/10/2022
2306,02/10/2022
2310,02/10/2022
2322,02/10/2022
2346,02/10/2022
2348,02/10/2022
2360,02/10/2022
2387,02/10/2022
2423,02/10/2022
2440,02/10/2022
2449,02/10/2022
2459,02/10/2022
2472,02/10/2022
2475,02/10/2022
2484,02/10/2022
2490,02/10/2022
2496,02/10/2022
2501,02/10/2022
2513,02/10/2022
2533,02/10/2022
2534,02/10/2022
2575,02/10/2022
2580,02/10/2022
2584,02/10/2022
2587,02/10/2022
2591,02/10/2022
2600,02/10/2022
2615,02/10/2022
2616,02/10/2022
2627,02/10/2022
2628,02/10/2022
2630,02/10/2022
2638,02/10/2022
2654,02/10/2022
2665,02/10/2022
2687,02/10/2022
2690,02/10/2022
2694,02/10/2022
2702,02/10/2022
2703,02/10/2022
2704,02/10/2022
2706,02/10/2022
2712,02/10/2022
2713,02/10/2022
2717,02/10/2022
2720,02/10/2022
2721,02/10/2022
2723,02/10/2022
2727,02/10/2022
2730,02/10/2022
2732,02/10/2022
2733,02/10/2022
2739,02/10/2022
2740,02/10/2022
2748,02/10/2022
2749,02/10/2022
2753,02/10/2022
2754,02/10/2022
2757,02/10/2022
2772,02/10/2022
2783,02/10/2022
2789,02/10/2022
2793,02/10/2022
2796,02/10/2022
2806,02/10/2022
2811,02/10/2022
2814,02/10/2022
2822,02/10/2022
2832,02/10/2022
2836,02/10/2022
2843,02/10/2022
2845,02/10/2022
2846,02/10/2022
2855,02/10/2022
2856,02/10/2022
2857,02/10/2022
2860,02/10/2022
2881,02/10/2022
2890,02/10/2022
2913,02/10/2022
2920,02/10/2022
2928,02/10/2022
2929,02/10/2022
2932,02/10/2022
2939,02/10/2022
2946,02/10/2022
2955,02/10/2022
2962,02/10/2022
2963,02/10/2022
2987,02/10/2022
2988,02/10/2022
2994,02/10/2022
3008,02/10/2022
3017,02/10/2022
3059,02/10/2022
3060,02/10/2022
3067,02/10/2022
3075,02/10/2022
3118,02/10/2022
3119,02/10/2022
3137,02/10/2022
3163,02/10/2022
3167,02/10/2022
3182,02/10/2022
3188,02/10/2022
3191,02/10/2022
3192,02/10/2022
3197,02/10/2022
3201,02/10/2022
3207,02/10/2022
3222,02/10/2022
3230,02/10/2022
3231,02/10/2022
3234,02/10/2022
3235,02/10/2022
3271,02/10/2022
3273,02/10/2022
3288,02/10/2022
3289,02/10/2022
3294,02/10/2022
3304,02/10/2022
3305,02/10/2022
3309,02/10/2022
3310,02/10/2022
3311,02/10/2022
3331,02/10/2022
3347,02/10/2022
3348,02/10/2022
3349,02/10/2022
3362,02/10/2022
3363,02/10/2022
3367,02/10/2022
3370,02/10/2022
3371,02/10/2022
3372,02/10/2022
3387,02/10/2022
3388,02/10/2022
3397,02/10/2022
3399,02/10/2022
3401,02/10/2022
3403,02/10/2022
3415,02/10/2022
3417,02/10/2022
3418,02/10/2022
3439,02/10/2022
3461,02/10/2022
3462,02/10/2022
3463,02/10/2022
3471,02/10/2022
3474,02/10/2022
3483,02/10/2022
3484,02/10/2022
3485,02/10/2022
3495,02/10/2022
3503,02/10/2022
3527,02/10/2022
3528,02/10/2022
3538,02/10/2022
3570,02/10/2022
3595,02/10/2022
3609,02/10/2022
3610,02/10/2022
3611,02/10/2022
3612,02/10/2022
3616,02/10/2022
3621,02/10/2022
3625,02/10/2022
3626,02/10/2022
3658,02/10/2022
3659,02/10/2022
3660,02/10/2022
3670,02/10/2022
3682,02/10/2022
3693,02/10/2022
3700,02/10/2022
3701,02/10/2022
3702,02/10/2022
3709,02/10/2022
3716,02/10/2022
3717,02/10/2022
3733,02/10/2022
3741,02/10/2022
3775,02/10/2022
3782,02/10/2022
3785,02/10/2022
3786,02/10/2022
3829,02/10/2022
3835,02/10/2022
3852,02/10/2022
3858,02/10/2022
3864,02/10/2022
3868,02/10/2022
3874,02/10/2022
3877,02/10/2022
3887,02/10/2022
3889,02/10/2022
3894,02/10/2022
4063,02/10/2022
4065,02/10/2022
4129,02/10/2022
4144,02/10/2022
4161,02/10/2022
4166,02/10/2022
4168,02/10/2022
4185,02/10/2022
4200,02/10/2022
4223,02/10/2022
4224,02/10/2022
4226,02/10/2022
4237,02/10/2022
4250,02/10/2022
4260,02/10/2022
4262,02/10/2022
4273,02/10/2022
4274,02/10/2022
4303,02/10/2022
4318,02/10/2022
4330,02/10/2022
4332,02/10/2022
4333,02/10/2022
4334,02/10/2022
4368,02/10/2022
4381,02/10/2022
4407,02/10/2022
4409,02/10/2022
4410,02/10/2022
4414,02/10/2022
4420,02/10/2022
4427,02/10/2022
4428,02/10/2022
4435,02/10/2022
4436,02/10/2022
4440,02/10/2022
4444,02/10/2022
4446,02/10/2022
4457,02/10/2022
4458,02/10/2022
4459,02/10/2022
4460,02/10/2022
