Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
186,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202247,94.80%,94.96%,8,92.10%,99.20%,98.70%,86.90%
408,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202247,60.00%,90.00%,9,100.00%,0.00%,75.00%,100.00%
405,POINTPICKUP,Scheduled Express Delivery ,18,Executive Review,Degrading,Driver Supply Focus,202247,75.00%,92.86%,10,80.00%,68.80%,80.00%,76.90%
2939,ROADIE,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202247,100.00%,100.00%,4,100.00%,,,
2939,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,87.14%,98.27%,10,76.90%,89.40%,90.10%,89.80%
4526,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202247,87.37%,99.53%,10,80.00%,92.00%,92.90%,84.90%
458,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Recovering,Driver Supply Focus,202247,100.00%,88.89%,3,100.00%,100.00%,100.00%,0.00%
5460,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202247,100.00%,100.00%,5,100.00%,100.00%,75.00%,0.00%
1098,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202247,73.33%,93.94%,5,66.70%,88.90%,62.50%,75.00%
3107,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202247,84.57%,91.16%,10,80.20%,91.10%,86.50%,79.80%
4162,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,-,Driver Supply Focus,202247,50.00%,100.00%,9,,100.00%,,0.00%
1516,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Driver Supply Focus,202247,78.63%,91.36%,5,74.30%,77.40%,84.60%,80.00%
3384,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Degrading,Driver Supply Focus,202247,65.85%,92.22%,8,59.30%,57.10%,75.00%,77.80%
3384,SPARK,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202247,71.88%,89.74%,7,75.00%,80.00%,77.80%,40.00%
447,UBER,Scheduled Express Delivery ,8,Executive Review,Recovering,Driver Supply Focus,202247,95.00%,95.00%,4,100.00%,83.30%,100.00%,100.00%
4232,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,90.49%,98.46%,8,87.10%,94.60%,92.70%,88.00%
5329,UBER,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202247,91.67%,97.22%,9,100.00%,76.90%,78.60%,100.00%
5835,SPARK,Scheduled Express Delivery ,5,At Risk,Recovering,Driver Supply Focus,202247,92.68%,92.86%,7,90.00%,90.00%,100.00%,87.50%
5835,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202247,95.74%,100.00%,10,97.10%,100.00%,85.00%,100.00%
5768,ROADIE,Scheduled Express Delivery ,8,Executive Review,Recovering,Driver Supply Focus,202247,90.00%,88.68%,9,91.70%,100.00%,100.00%,73.30%
1414,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,202247,87.50%,92.11%,9,71.40%,100.00%,100.00%,50.00%
3423,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202247,75.00%,100.00%,7,75.00%,,,
2051,UBER,Scheduled Standard Delivery,9,Executive Review,-,Driver Supply Focus,202247,85.71%,100.00%,9,,100.00%,66.70%,
4678,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202247,100.00%,100.00%,6,100.00%,,,100.00%
104,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202247,91.82%,92.27%,10,94.90%,95.90%,90.30%,87.10%
497,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,78.16%,90.97%,8,67.50%,78.80%,84.80%,78.30%
589,UBER,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202247,100.00%,100.00%,1,100.00%,,,100.00%
6931,UBER,Scheduled Standard Delivery,6,At Risk,-,Driver Supply Focus,202247,100.00%,100.00%,4,,,,100.00%
702,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202247,86.14%,91.07%,9,73.90%,94.30%,85.50%,87.00%
1923,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202247,79.33%,89.88%,7,52.90%,92.10%,87.10%,90.70%
1809,ROADIE,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202247,100.00%,100.00%,4,100.00%,,,
3791,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202247,86.45%,94.90%,7,83.70%,88.70%,85.80%,87.50%
2700,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202247,86.97%,96.84%,10,76.40%,87.70%,91.50%,91.20%
2866,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,88.66%,90.70%,8,82.70%,88.90%,89.20%,93.50%
1422,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,85.86%,95.05%,6,64.60%,96.70%,91.30%,88.20%
1445,ROADIE,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202247,75.00%,97.67%,5,50.00%,75.00%,92.90%,83.30%
1445,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202247,91.26%,98.30%,5,95.40%,94.40%,91.30%,83.80%
5471,ROADIE,Scheduled Express Delivery ,7,Executive Review,Recovering,Driver Supply Focus,202247,96.88%,91.43%,7,100.00%,100.00%,100.00%,80.00%
1160,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,92.58%,98.47%,8,89.70%,96.20%,96.00%,87.70%
1310,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,-,Driver Supply Focus,202247,0.00%,100.00%,7,,0.00%,,
1356,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202247,67.21%,92.88%,9,57.10%,71.10%,64.10%,72.10%
1629,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,Degrading,Driver Supply Focus,202247,50.00%,100.00%,9,0.00%,100.00%,50.00%,85.70%
4699,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202247,87.07%,88.72%,6,71.90%,99.20%,89.50%,83.10%
1553,ROADIE,Scheduled Express Delivery ,8,Executive Review,Recovering,Driver Supply Focus,202247,89.66%,89.66%,7,90.90%,100.00%,100.00%,60.00%
4529,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,75.00%,100.00%,8,75.00%,,,
1404,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,90.15%,96.88%,9,78.80%,94.90%,93.40%,93.20%
1404,UBER,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202247,100.00%,100.00%,5,100.00%,,,
1489,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,78.15%,89.38%,7,64.70%,86.50%,80.30%,80.30%
4177,SPARK,Scheduled Express Delivery ,5,At Risk,Degrading,Driver Supply Focus,202247,69.89%,97.92%,7,57.10%,78.30%,71.40%,76.20%
4177,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,88.06%,99.01%,7,75.70%,95.30%,89.80%,92.00%
224,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202247,81.77%,90.97%,9,81.60%,91.00%,83.30%,70.90%
4695,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202247,92.86%,100.00%,7,94.70%,93.10%,91.80%,85.10%
609,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202247,94.49%,88.29%,10,83.60%,98.90%,98.90%,92.10%
747,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,69.26%,95.16%,9,64.50%,79.20%,70.60%,63.00%
1418,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,87.06%,94.28%,9,79.80%,90.10%,93.10%,85.30%
1857,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202247,83.68%,92.20%,9,76.10%,93.20%,79.10%,84.20%
1863,UBER,Scheduled Standard Delivery,9,Executive Review,-,Driver Supply Focus,202247,100.00%,100.00%,3,,,100.00%,
5387,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,58.16%,95.89%,7,43.90%,77.20%,55.70%,53.20%
5082,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202247,88.99%,94.75%,9,80.10%,93.50%,90.00%,89.00%
5381,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202247,86.76%,97.19%,5,80.00%,85.80%,93.70%,89.50%
5446,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,85.90%,98.77%,8,77.00%,92.10%,84.70%,90.50%
2849,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,88.72%,97.01%,9,86.60%,89.30%,90.50%,88.00%
4278,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202247,84.77%,96.37%,8,91.20%,93.70%,76.90%,74.10%
2175,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,88.71%,91.71%,7,83.80%,95.50%,92.90%,80.90%
815,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202247,81.93%,93.39%,7,63.00%,88.50%,87.10%,86.90%
1094,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,63.64%,100.00%,9,50.00%,0.00%,80.00%,66.70%
486,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Recovering,Driver Supply Focus,202247,66.67%,100.00%,4,100.00%,0.00%,100.00%,50.00%
3534,ROADIE,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,72.32%,93.07%,10,52.30%,76.20%,84.80%,75.60%
3534,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202247,85.99%,93.90%,9,70.20%,93.50%,91.90%,87.80%
1365,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,86.79%,91.18%,8,81.80%,100.00%,96.90%,65.40%
1819,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202247,86.58%,94.78%,9,80.90%,86.80%,89.70%,88.40%
1274,ROADIE,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202247,88.46%,96.55%,3,50.00%,100.00%,100.00%,88.90%
1274,ROADIE,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,67.54%,98.35%,6,78.60%,75.70%,65.50%,55.90%
1274,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,81.10%,98.88%,6,72.60%,92.90%,84.60%,75.80%
1650,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,84.67%,95.86%,9,88.30%,87.00%,79.60%,86.30%
1990,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,80.49%,93.35%,7,89.10%,90.90%,77.30%,64.30%
3792,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,202247,37.50%,90.91%,7,50.00%,50.00%,0.00%,100.00%
1463,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,-,Driver Supply Focus,202247,0.00%,100.00%,9,,0.00%,0.00%,0.00%
3784,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Recovering,Driver Supply Focus,202247,78.95%,92.00%,8,100.00%,62.50%,83.30%,66.70%
1961,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Recovering,Driver Supply Focus,202247,66.67%,91.67%,6,100.00%,50.00%,100.00%,75.00%
1961,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,47.76%,100.00%,9,52.90%,46.00%,38.20%,75.60%
1961,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202247,88.56%,92.85%,9,75.80%,91.80%,97.20%,88.00%
1758,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,202247,73.58%,89.22%,10,53.80%,58.30%,95.00%,75.00%
2275,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,78.55%,90.89%,8,83.80%,82.20%,77.00%,71.80%
5403,ROADIE,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202247,91.89%,92.50%,10,100.00%,100.00%,88.20%,91.70%
991,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202247,92.10%,97.29%,10,85.40%,95.30%,95.20%,91.10%
4333,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,-,Driver Supply Focus,202247,100.00%,100.00%,4,,,100.00%,
691,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,-,Driver Supply Focus,202247,47.83%,90.10%,10,,50.00%,46.70%,66.70%
1201,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202247,89.88%,97.26%,9,93.50%,100.00%,89.60%,79.50%
740,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202247,93.52%,91.01%,10,87.60%,97.70%,99.50%,88.40%
5037,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,50.00%,100.00%,3,0.00%,100.00%,,
1074,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202247,78.69%,88.04%,9,88.20%,76.50%,80.00%,66.70%
1124,POINTPICKUP,Scheduled Standard Delivery,45,Executive Review,Recovering,Driver Supply Focus,202247,100.00%,100.00%,5,100.00%,,,
218,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202247,86.35%,93.66%,7,87.20%,82.10%,91.80%,85.70%
2513,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202247,90.66%,95.69%,8,90.20%,93.20%,91.30%,87.80%
2753,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202247,55.79%,95.00%,7,78.30%,50.00%,42.90%,52.40%
1111,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,89.19%,88.24%,10,87.50%,85.40%,96.70%,86.20%
727,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,90.10%,89.71%,9,86.00%,92.70%,91.20%,89.20%
7185,UBER,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202247,92.86%,93.33%,8,100.00%,85.70%,100.00%,75.00%
631,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,89.00%,96.43%,8,89.70%,89.40%,89.00%,88.30%
640,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202247,87.33%,91.00%,9,83.60%,93.10%,92.60%,80.20%
3191,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202247,86.37%,91.51%,8,83.80%,88.10%,87.70%,85.40%
4487,UBER,Scheduled Standard Delivery,8,Executive Review,-,Driver Supply Focus,202247,0.00%,100.00%,10,,,0.00%,
619,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,64.71%,95.24%,9,50.00%,100.00%,0.00%,80.00%
663,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202247,78.20%,94.43%,9,66.00%,88.90%,76.80%,78.80%
3659,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,88.68%,96.42%,8,79.80%,92.80%,91.30%,87.80%
5251,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,87.31%,93.84%,8,81.60%,91.70%,85.30%,90.00%
366,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202247,73.91%,89.29%,7,20.00%,100.00%,80.00%,100.00%
1159,SPARK,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,202247,78.57%,100.00%,5,100.00%,75.00%,50.00%,80.00%
1159,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202247,87.85%,99.47%,5,79.20%,93.30%,95.70%,83.30%
1795,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202247,79.52%,96.84%,6,69.20%,88.90%,76.20%,88.90%
2440,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202247,80.38%,90.15%,9,65.10%,85.30%,88.80%,81.00%
1193,ROADIE,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202247,93.75%,91.38%,8,100.00%,100.00%,100.00%,70.00%
5433,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202247,90.78%,98.10%,8,94.70%,86.10%,93.40%,88.80%
1957,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202247,88.13%,91.39%,9,81.20%,87.60%,94.40%,89.40%
623,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,-,Driver Supply Focus,202247,0.00%,100.00%,7,,,0.00%,0.00%
2188,SPARK,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,202247,94.59%,92.31%,7,85.70%,100.00%,100.00%,88.90%
2188,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202247,78.71%,88.86%,8,73.70%,54.50%,86.00%,88.00%
3149,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,86.39%,92.07%,8,81.90%,85.90%,88.60%,89.10%
3478,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202247,87.59%,92.93%,8,81.50%,92.30%,88.10%,87.40%
2549,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202247,70.65%,92.23%,10,72.90%,75.90%,62.20%,70.10%
5869,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202247,77.86%,98.07%,7,80.70%,88.80%,76.30%,65.30%
2075,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,77.61%,91.80%,9,89.40%,75.70%,77.10%,73.00%
1632,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202247,76.34%,98.77%,6,29.40%,84.80%,80.50%,85.00%
1491,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202247,81.66%,89.89%,9,84.10%,84.30%,81.60%,76.30%
2004,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,83.85%,93.05%,9,77.90%,84.60%,83.00%,87.30%
1285,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202247,90.94%,96.06%,8,83.70%,93.10%,91.90%,92.60%
1609,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202247,65.44%,90.16%,9,60.20%,62.70%,76.40%,58.10%
1929,POINTPICKUP,Scheduled Express Delivery ,12,Executive Review,Recovering,Driver Supply Focus,202247,90.91%,91.67%,4,100.00%,66.70%,100.00%,100.00%
2937,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202247,79.55%,98.70%,8,33.30%,83.30%,88.20%,77.80%
2937,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,53.15%,98.95%,8,45.50%,66.70%,43.90%,58.50%
4849,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,85.42%,100.00%,7,77.90%,89.80%,85.00%,87.20%
1470,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202247,74.54%,99.45%,4,57.40%,79.30%,74.30%,84.00%
2643,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,81.95%,93.47%,9,79.00%,81.60%,93.00%,75.10%
5625,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,85.26%,96.65%,10,75.90%,89.70%,91.20%,80.50%
1472,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202247,88.13%,93.04%,7,76.10%,95.30%,92.70%,87.30%
3513,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202247,80.07%,91.06%,9,70.20%,83.50%,80.00%,82.00%
1577,POINTPICKUP,Scheduled Express Delivery ,14,Executive Review,Recovering,Driver Supply Focus,202247,75.00%,100.00%,6,100.00%,0.00%,100.00%,100.00%
2274,POINTPICKUP,Scheduled Express Delivery ,16,Executive Review,Degrading,Driver Supply Focus,202247,66.67%,90.91%,5,0.00%,100.00%,100.00%,50.00%
2274,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,-,Driver Supply Focus,202247,71.43%,100.00%,9,,,50.00%,100.00%
2274,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202247,83.66%,92.27%,8,85.90%,90.60%,79.30%,81.00%
2352,ROADIE,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202247,78.57%,100.00%,4,66.70%,80.00%,100.00%,100.00%
3624,POINTPICKUP,Scheduled Express Delivery ,20,Executive Review,Recovering,Driver Supply Focus,202247,85.37%,89.55%,8,100.00%,63.60%,86.70%,100.00%
3624,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202247,68.60%,96.69%,6,42.10%,66.10%,88.50%,70.70%
5976,UBER,Scheduled Standard Delivery,11,Executive Review,-,Driver Supply Focus,202247,66.67%,100.00%,7,,50.00%,,100.00%
1474,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,63.08%,95.35%,9,64.00%,71.20%,60.00%,55.80%
4325,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202247,85.66%,95.06%,10,77.90%,85.80%,93.80%,84.00%
4557,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202247,89.85%,95.96%,10,92.40%,89.80%,89.70%,87.40%
3087,SPARK,Scheduled Express Delivery ,7,Executive Review,Degrading,Driver Supply Focus,202247,54.84%,95.16%,8,36.40%,47.10%,64.30%,65.00%
3087,UBER,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,202247,80.00%,93.33%,9,83.30%,75.00%,85.70%,77.80%
3650,SPARK,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202247,76.32%,88.46%,8,75.00%,82.40%,83.30%,68.00%
2242,UBER,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202247,97.09%,97.17%,10,100.00%,96.60%,100.00%,85.70%
2636,SPARK,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,202247,86.12%,90.38%,9,82.90%,91.90%,86.60%,83.10%
1877,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Driver Supply Focus,202247,89.33%,91.09%,9,91.30%,83.30%,88.50%,92.90%
5341,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202247,85.11%,94.87%,10,77.50%,82.80%,81.80%,97.40%
5676,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,87.21%,94.11%,9,81.40%,89.00%,89.80%,87.60%
921,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202247,88.69%,98.79%,4,84.30%,94.90%,93.30%,80.40%
1058,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202247,87.09%,97.63%,8,89.50%,84.70%,85.50%,89.30%
1199,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202247,52.35%,92.33%,9,49.10%,47.30%,55.40%,61.70%
1827,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202247,67.03%,96.43%,6,49.60%,69.50%,77.40%,71.80%
5167,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,-,Driver Supply Focus,202247,85.51%,92.00%,8,,100.00%,96.40%,77.50%
5167,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202247,80.53%,94.20%,10,80.40%,83.90%,84.10%,73.60%
4734,ROADIE,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,202247,95.45%,90.91%,5,85.70%,100.00%,100.00%,100.00%
