Market #,REGION,Store #,Status,Trend,First_Carrier_Assigned,Service_Type,Weeks With Status,Max_WM_WK_ID,OTD - Last 4 Weeks,OTP - Last 4 Weeks,OWT - Last 4 weeks,Express_Cancel-Rate -Last 4 Weeks,OTD The Latest Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
190,17,1781,At Risk,Recovering,POINTPICKUP,Standard & Express,5,202150,89.90%,83%,5.3,4.50%,90.30%,93.00%,88.80%,87.00%
175,17,2003,At Risk,Recovering,DOORDASH,Standard & Express,6,202150,92.00%,90%,4.7,2.10%,94.80%,87.70%,93.50%,100.00%
174,17,3443,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,90.70%,90%,5.23,3.00%,95.00%,85.60%,90.10%,91.70%
26,2,5814,At Risk,Recovering,DOORDASH,Standard & Express,5,202150,88.80%,79%,4.15,2.40%,93.10%,88.80%,94.10%,79.40%
26,2,5814,At Risk,Recovering,SPARK,Standard & Express,5,202150,90.90%,87%,4.15,,90.90%,,,
20,2,2475,At Risk,Recovering,DOORDASH,Standard & Express,5,202150,82.80%,77%,4.7,2.10%,90.30%,76.60%,78.00%,83.40%
25,2,4558,At Risk,Recovering,POINTPICKUP,Standard & Express,5,202150,88.30%,78%,8.14,4.90%,92.30%,93.00%,87.80%,81.30%
503,6,275,At Risk,Recovering,POINTPICKUP,Express Only,6,202150,90.40%,99%,7.9,16.80%,100.00%,96.00%,87.50%,76.50%
581,57,5859,At Risk,Recovering,POINTPICKUP,Standard & Express,5,202150,93.90%,97%,4.11,7.20%,96.90%,97.20%,86.10%,92.30%
92,9,3538,At Risk,Recovering,POSTMATES,Standard & Express,4,202150,89.70%,71%,5.59,3.20%,94.00%,94.60%,92.70%,79.30%
105,9,819,At Risk,Recovering,DOORDASH,Standard & Express,6,202150,78.10%,66%,6.81,2.10%,95.10%,85.50%,62.20%,54.00%
440,53,2127,At Risk,Recovering,DOORDASH,Standard & Express,4,202150,94.00%,94%,4.42,1.90%,96.20%,93.90%,95.50%,90.40%
440,53,2127,At Risk,Recovering,SPARK,Standard & Express,4,202150,89.20%,83%,4.42,,94.30%,92.90%,78.60%,87.40%
221,21,1407,At Risk,Recovering,POSTMATES,Standard & Express,6,202150,89.80%,80%,4.74,2.20%,93.80%,82.00%,85.40%,96.20%
248,21,1709,At Risk,Recovering,POINTPICKUP,Express Only,6,202150,87.90%,100%,4.66,12.30%,90.90%,80.00%,87.50%,88.90%
223,21,2441,At Risk,Recovering,ROADIE,Standard & Express,4,202150,91.00%,88%,6.36,11.10%,95.90%,93.60%,93.30%,81.50%
225,21,1510,At Risk,Recovering,DOORDASH,Standard & Express,5,202150,91.50%,76%,6.58,5.50%,96.20%,92.90%,90.80%,84.50%
225,21,1510,At Risk,Recovering,SPARK,Standard & Express,5,202150,88.30%,72%,6.58,,93.00%,86.90%,84.30%,87.90%
146,41,335,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,78.80%,82%,5.91,11.40%,81.30%,87.00%,81.10%,67.00%
146,41,335,Executive Review,Degrading,SPARK,Standard & Express,12,202150,77.10%,75%,5.91,,73.90%,69.00%,87.40%,77.70%
256,41,4118,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,86.40%,88%,6.78,36.10%,81.00%,83.80%,91.50%,88.80%
258,41,1505,Executive Review,Degrading,POINTPICKUP,Express Only,8,202150,86.70%,95%,4.98,6.50%,87.50%,86.70%,83.30%,88.50%
259,41,2638,Executive Review,Degrading,SPARK,Standard & Express,13,202150,65.30%,56%,9.86,8.60%,42.60%,81.80%,84.10%,58.90%
260,41,2628,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,76.70%,67%,9.72,8.50%,63.80%,84.40%,89.10%,69.60%
260,41,2783,Executive Review,Degrading,DOORDASH,Standard & Express,11,202150,68.00%,56%,10.93,3.90%,40.20%,81.30%,91.80%,59.00%
544,72,4504,Executive Review,Degrading,POINTPICKUP,Standard & Express,39,202150,67.70%,63%,8.78,12.60%,67.90%,51.90%,73.00%,74.70%
544,72,4504,Executive Review,Degrading,SPARK,Standard & Express,39,202150,93.50%,100%,8.78,,93.50%,,,
544,72,5100,Executive Review,Degrading,SPARK,Standard & Express,11,202150,79.10%,79%,10.58,5.60%,85.70%,65.70%,80.10%,83.70%
13,14,1481,Executive Review,Degrading,POSTMATES,Standard & Express,9,202150,68.90%,59%,9.71,8.80%,59.50%,68.50%,88.90%,58.90%
8,14,930,Executive Review,Degrading,SPARK,Standard & Express,7,202150,89.80%,86%,9.01,3.00%,88.80%,91.10%,93.70%,85.30%
1,14,991,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,81.80%,80%,7.08,10.60%,75.90%,79.90%,89.60%,82.50%
561,64,3341,Executive Review,Degrading,SPARK,Standard & Express,32,202150,78.20%,78%,5.02,4.90%,83.10%,77.00%,71.60%,78.20%
49,5,3014,Executive Review,Degrading,SPARK,Standard & Express,7,202150,82.80%,90%,5.6,3.30%,84.60%,80.40%,80.40%,85.50%
49,5,3432,Executive Review,Degrading,SPARK,Standard & Express,13,202150,87.20%,81%,6.08,6.20%,84.90%,85.70%,90.10%,89.70%
49,5,5288,Executive Review,Degrading,SPARK,Standard & Express,28,202150,83.50%,69%,7.96,8.20%,78.40%,84.60%,84.50%,87.80%
49,5,5810,Executive Review,Degrading,SPARK,Standard & Express,7,202150,66.10%,66%,9.17,4.30%,59.00%,63.90%,65.90%,73.30%
183,16,1749,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,78.90%,91%,3.35,20.70%,78.70%,75.30%,86.70%,75.80%
183,16,2130,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,59.80%,78%,4.41,42.50%,48.20%,48.20%,73.60%,66.70%
183,16,2055,Executive Review,Degrading,DOORDASH,Standard & Express,12,202150,85.90%,77%,8.97,3.40%,90.90%,91.90%,91.00%,73.50%
183,16,2055,Executive Review,Degrading,SPARK,Standard & Express,12,202150,49.90%,62%,8.97,,37.50%,43.70%,57.40%,68.80%
183,16,1788,Executive Review,Degrading,POINTPICKUP,Standard & Express,13,202150,83.30%,83%,4.79,17.90%,83.10%,90.50%,84.90%,73.20%
183,16,1788,Executive Review,Degrading,SPARK,Standard & Express,13,202150,75.60%,83%,4.79,,77.30%,78.00%,79.80%,65.90%
183,16,2153,Executive Review,Degrading,POINTPICKUP,Standard & Express,17,202150,75.50%,82%,7.64,31.10%,79.20%,75.90%,79.80%,67.40%
183,16,2153,Executive Review,Degrading,SPARK,Standard & Express,17,202150,93.70%,82%,7.64,,87.90%,97.70%,97.40%,96.20%
160,16,2366,Executive Review,Degrading,ROADIE,Standard & Express,23,202150,78.30%,66%,8.81,6.00%,88.30%,73.60%,85.20%,65.70%
160,16,5448,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,79.30%,75%,7.76,8.20%,66.50%,76.00%,88.00%,88.10%
161,16,2261,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,79.50%,61%,6.14,6.70%,77.70%,81.60%,89.00%,71.40%
161,16,2747,Executive Review,Degrading,SPARK,Standard & Express,11,202150,79.10%,81%,3.36,,74.70%,75.40%,82.20%,85.50%
180,16,2046,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,81.10%,87%,3.31,9.30%,80.70%,77.00%,87.60%,79.40%
180,16,2046,Executive Review,Degrading,SPARK,Standard & Express,10,202150,92.30%,84%,3.31,,89.30%,93.90%,89.80%,96.40%
180,16,1939,Executive Review,Degrading,POINTPICKUP,Standard & Express,13,202150,73.90%,82%,6.7,26.40%,76.60%,72.60%,72.00%,73.90%
180,16,1939,Executive Review,Degrading,SPARK,Standard & Express,13,202150,59.20%,55%,6.7,,59.50%,61.40%,47.50%,65.00%
180,16,2202,Executive Review,Degrading,POSTMATES,Standard & Express,12,202150,76.10%,90%,4.56,5.20%,74.30%,82.20%,75.00%,72.30%
180,16,2659,Executive Review,Degrading,POINTPICKUP,Express Only,9,202150,66.70%,100%,6.4,10.00%,50.00%,83.30%,50.00%,66.70%
184,16,1796,Executive Review,Degrading,POINTPICKUP,Standard & Express,39,202150,65.50%,71%,8.02,40.30%,59.40%,58.70%,78.30%,67.00%
184,16,1796,Executive Review,Degrading,SPARK,Standard & Express,39,202150,45.80%,72%,8.02,,34.00%,50.00%,30.80%,69.00%
159,16,2341,Executive Review,Degrading,DOORDASH,Standard & Express,36,202150,70.00%,80%,6.34,2.50%,80.90%,71.70%,66.00%,64.70%
309,26,3700,Executive Review,Degrading,POSTMATES,Standard & Express,10,202150,77.20%,74%,6.71,6.60%,89.50%,73.80%,82.10%,63.10%
301,26,1197,Executive Review,Degrading,POINTPICKUP,Standard & Express,14,202150,76.80%,66%,9.25,13.00%,87.10%,78.80%,77.00%,64.50%
301,26,1197,Executive Review,Degrading,SPARK,Standard & Express,14,202150,63.70%,58%,9.25,,78.70%,64.70%,65.50%,52.30%
297,26,4250,Executive Review,Degrading,POSTMATES,Standard & Express,11,202150,76.80%,63%,11.4,8.60%,71.40%,69.30%,91.50%,78.90%
297,26,4484,Executive Review,Degrading,POSTMATES,Standard & Express,7,202150,74.20%,64%,8.2,3.40%,72.80%,64.10%,88.00%,71.30%
297,26,4484,Executive Review,Degrading,SPARK,Standard & Express,7,202150,86.30%,72%,8.2,,84.50%,82.60%,91.00%,87.60%
296,26,1287,Executive Review,Degrading,POINTPICKUP,Standard & Express,44,202150,59.70%,42%,11.65,12.90%,70.10%,49.00%,58.00%,64.20%
296,26,1191,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,75.20%,58%,9.42,24.60%,77.30%,68.40%,85.10%,70.80%
296,26,2137,Executive Review,Degrading,POSTMATES,Standard & Express,42,202150,66.90%,51%,9.64,10.00%,62.00%,57.60%,82.50%,67.10%
296,26,2137,Executive Review,Degrading,SPARK,Standard & Express,42,202150,41.60%,58%,9.64,,27.00%,29.70%,57.10%,57.10%
498,59,6264,Executive Review,Degrading,SPARK,Standard & Express,12,202150,81.00%,74%,6.43,1.70%,74.10%,82.00%,84.30%,81.60%
299,26,5046,Executive Review,Degrading,POSTMATES,Standard & Express,19,202150,71.10%,69%,9.58,13.20%,84.40%,85.10%,69.70%,44.80%
298,26,1842,Executive Review,Degrading,DOORDASH,Standard & Express,24,202150,79.40%,69%,8.61,6.40%,86.20%,93.60%,89.40%,48.40%
298,26,3658,Executive Review,Degrading,DOORDASH,Standard & Express,12,202150,86.20%,69%,6.56,2.60%,69.90%,89.90%,95.50%,86.40%
298,26,3658,Executive Review,Degrading,SPARK,Standard & Express,12,202150,88.10%,77%,6.56,7.10%,88.10%,,,
298,26,5320,Executive Review,Degrading,DOORDASH,Standard & Express,13,202150,71.70%,53%,10.11,5.50%,77.20%,60.50%,82.00%,67.80%
298,26,5320,Executive Review,Degrading,SPARK,Standard & Express,13,202150,91.10%,67%,10.11,,91.10%,,,
432,47,4358,Executive Review,Degrading,SPARK,Standard & Express,28,202150,85.90%,82%,5.53,3.30%,85.40%,81.60%,90.50%,86.30%
411,47,5219,Executive Review,Degrading,SPARK,Standard & Express,12,202150,80.30%,81%,6.27,0.70%,78.00%,68.90%,89.00%,83.90%
376,47,1492,Executive Review,Degrading,SPARK,Standard & Express,11,202150,79.80%,66%,7.13,2.90%,84.80%,72.40%,91.50%,67.60%
429,47,1326,Executive Review,Degrading,SPARK,Standard & Express,9,202150,92.40%,86%,5.66,3.70%,84.60%,92.50%,98.90%,94.40%
379,47,1045,Executive Review,Degrading,SPARK,Standard & Express,14,202150,86.60%,87%,4.54,1.80%,89.90%,72.80%,89.60%,96.00%
380,47,2125,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,65.50%,64%,7.62,11.60%,62.00%,34.10%,80.20%,77.90%
380,47,2751,Executive Review,Degrading,SPARK,Standard & Express,15,202150,67.70%,63%,8.97,3.20%,62.80%,39.40%,74.00%,87.80%
585,47,2293,Executive Review,Degrading,DOORDASH,Standard & Express,10,202150,67.70%,81%,6.18,11.10%,75.00%,47.50%,83.30%,72.40%
93,3,1081,Executive Review,Degrading,POSTMATES,Standard & Express,18,202150,84.30%,72%,5.74,5.90%,85.50%,61.30%,94.00%,89.20%
93,3,1081,Executive Review,Degrading,SPARK,Standard & Express,18,202150,82.80%,71%,5.74,7.40%,84.20%,61.20%,89.10%,90.00%
546,72,4517,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,68.40%,46%,11.42,7.30%,54.50%,78.20%,69.60%,67.60%
27,3,843,Executive Review,Degrading,ROADIE,Standard & Express,7,202150,59.30%,84%,4.24,,51.90%,61.90%,77.80%,46.70%
30,3,1227,Executive Review,Degrading,POSTMATES,Standard & Express,16,202150,78.70%,59%,11.97,2.20%,75.20%,79.30%,87.70%,68.80%
30,3,1227,Executive Review,Degrading,SPARK,Standard & Express,16,202150,80.00%,67%,11.97,,80.40%,81.60%,83.50%,74.80%
16,3,494,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,84.90%,87%,8.03,10.10%,88.50%,72.10%,88.60%,88.30%
97,3,5422,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,90.90%,78%,9.35,3.60%,84.00%,97.10%,98.80%,83.50%
97,3,1077,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,87.60%,84%,4.57,4.00%,83.30%,100.00%,91.70%,85.50%
97,3,1077,Executive Review,Degrading,SPARK,Standard & Express,8,202150,86.10%,73%,4.57,,79.70%,83.80%,93.90%,86.20%
202,19,5472,Executive Review,Degrading,ROADIE,Standard & Express,17,202150,70.40%,62%,9.96,3.30%,79.80%,65.50%,76.40%,57.30%
202,19,5472,Executive Review,Degrading,SPARK,Standard & Express,17,202150,80.70%,72%,9.96,,88.40%,79.30%,79.10%,76.90%
202,19,2080,Executive Review,Degrading,SPARK,Standard & Express,9,202150,84.60%,75%,9.02,2.60%,90.00%,75.60%,84.50%,87.40%
201,19,5065,Executive Review,Degrading,SPARK,Standard & Express,32,202150,77.20%,63%,10.69,14.10%,86.60%,58.40%,86.20%,78.60%
201,19,2678,Executive Review,Degrading,DOORDASH,Standard & Express,10,202150,61.30%,53%,8.91,4.60%,43.50%,62.50%,82.70%,52.00%
238,19,5404,Executive Review,Degrading,SPARK,Standard & Express,8,202150,74.10%,61%,14.52,17.50%,74.70%,75.50%,71.70%,74.10%
197,19,4383,Executive Review,Degrading,DOORDASH,Standard & Express,8,202150,77.10%,71%,8.79,5.00%,82.20%,75.00%,76.20%,74.30%
197,19,4424,Executive Review,Degrading,SPARK,Standard & Express,41,202150,82.10%,76%,7.75,4.60%,89.80%,78.50%,82.30%,78.60%
344,44,622,Executive Review,Degrading,SPARK,Standard & Express,11,202150,73.90%,63%,10.07,3.80%,86.50%,71.50%,78.00%,55.70%
350,44,185,Executive Review,Degrading,POINTPICKUP,Express Only,15,202150,87.90%,82%,6.68,11.60%,83.30%,95.00%,95.50%,80.00%
541,64,4659,Executive Review,Degrading,ROADIE,Standard & Express,12,202150,76.40%,57%,9.09,15.40%,66.70%,61.70%,68.60%,87.40%
131,13,3288,Executive Review,Degrading,SPARK,Standard & Express,7,202150,48.90%,36%,10.85,4.70%,41.50%,41.10%,81.00%,39.00%
131,13,4679,Executive Review,Degrading,ROADIE,Standard & Express,12,202150,56.40%,33%,12.95,2.20%,51.30%,41.80%,85.00%,44.50%
131,13,5056,Executive Review,Degrading,DOORDASH,Standard & Express,10,202150,45.80%,36%,14.64,21.70%,32.00%,100.00%,30.00%,43.50%
140,13,365,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,70.10%,54%,9.79,10.00%,76.10%,64.70%,75.90%,68.50%
140,13,365,Executive Review,Degrading,SPARK,Standard & Express,12,202150,66.20%,47%,9.79,,71.40%,60.90%,82.50%,57.70%
140,13,875,Executive Review,Degrading,POINTPICKUP,Standard & Express,37,202150,74.00%,60%,8.58,9.00%,77.30%,70.90%,84.40%,64.70%
140,13,875,Executive Review,Degrading,SPARK,Standard & Express,37,202150,77.30%,63%,8.58,,82.70%,74.10%,92.00%,66.30%
140,13,1710,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,76.60%,67%,8.79,7.70%,71.90%,71.00%,85.10%,77.40%
140,13,2720,Executive Review,Degrading,POINTPICKUP,Standard & Express,17,202150,81.80%,73%,7.26,10.30%,74.80%,84.60%,86.40%,78.10%
140,13,2720,Executive Review,Degrading,SPARK,Standard & Express,17,202150,83.00%,74%,7.26,,84.10%,79.80%,95.50%,75.00%
140,13,2755,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,82.50%,61%,8.37,5.60%,76.70%,83.30%,89.10%,79.20%
140,13,2755,Executive Review,Degrading,SPARK,Standard & Express,7,202150,86.00%,72%,8.37,,86.00%,,,
140,13,2939,Executive Review,Degrading,POINTPICKUP,Standard & Express,32,202150,85.70%,94%,5.7,,80.00%,85.70%,90.90%,85.70%
140,13,2939,Executive Review,Degrading,SPARK,Standard & Express,32,202150,84.90%,90%,5.7,4.40%,89.60%,83.50%,85.10%,80.40%
140,13,6469,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,61.60%,55%,11.03,25.80%,71.70%,46.80%,68.60%,55.30%
125,13,5022,Executive Review,Degrading,SPARK,Standard & Express,34,202150,71.80%,60%,8.95,11.50%,75.10%,85.90%,97.30%,56.80%
129,13,1016,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,86.30%,69%,10.83,4.30%,88.60%,90.70%,86.40%,76.40%
129,13,3483,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,89.60%,72%,8.44,6.00%,96.20%,88.80%,88.80%,85.50%
129,13,3483,Executive Review,Degrading,SPARK,Standard & Express,11,202150,84.50%,69%,8.44,,68.50%,96.90%,95.60%,87.10%
5,12,375,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,84.40%,79%,11.1,5.00%,89.10%,87.50%,87.30%,77.30%
136,12,155,Executive Review,Degrading,SPARK,Standard & Express,10,202150,35.10%,43%,14.88,26.70%,28.60%,23.30%,44.20%,37.80%
136,12,699,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,77.50%,60%,8.41,14.00%,63.60%,72.30%,88.70%,75.00%
136,12,699,Executive Review,Degrading,SPARK,Standard & Express,11,202150,67.90%,60%,8.41,,38.60%,59.40%,90.60%,63.10%
145,12,1561,Executive Review,Degrading,POSTMATES,Standard & Express,8,202150,49.80%,41%,15.08,2.60%,50.60%,56.30%,55.00%,37.00%
145,12,2322,Executive Review,Degrading,SPARK,Standard & Express,40,202150,73.60%,63%,11.59,19.10%,55.80%,80.50%,74.80%,75.60%
4,12,1124,Executive Review,Degrading,POINTPICKUP,Standard & Express,16,202150,82.40%,52%,8.77,13.10%,88.00%,85.50%,83.60%,71.00%
4,12,403,Executive Review,Degrading,POINTPICKUP,Express Only,22,202150,89.00%,95%,6.63,8.80%,81.30%,87.50%,95.20%,90.50%
137,12,766,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,77.10%,63%,7.17,8.50%,74.80%,72.30%,90.70%,67.90%
137,12,766,Executive Review,Degrading,SPARK,Standard & Express,7,202150,75.60%,68%,7.17,,82.80%,66.70%,85.40%,65.10%
566,59,3185,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,84.30%,74%,7.92,7.10%,69.10%,81.50%,83.40%,90.10%
566,59,7342,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,56.20%,34%,13.68,9.20%,63.40%,50.70%,52.40%,56.50%
151,12,737,Executive Review,Degrading,POINTPICKUP,Express Only,9,202150,82.90%,97%,4.94,5.90%,81.80%,81.30%,81.50%,87.50%
153,12,272,Executive Review,Degrading,SPARK,Standard & Express,36,202150,87.00%,73%,6.93,7.00%,88.30%,89.50%,92.90%,78.40%
153,12,710,Executive Review,Degrading,SPARK,Standard & Express,19,202150,80.70%,61%,9.48,10.70%,75.30%,73.90%,89.30%,82.30%
149,12,673,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,73.80%,65%,8.36,5.70%,67.90%,60.00%,86.90%,75.80%
149,12,1075,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,83.70%,68%,7.8,4.50%,77.50%,77.00%,90.40%,85.10%
144,12,1248,Executive Review,Degrading,SPARK,Standard & Express,44,202150,74.10%,53%,11.4,8.70%,71.90%,61.20%,85.90%,73.70%
144,12,2846,Executive Review,Degrading,SPARK,Standard & Express,9,202150,89.00%,74%,8.04,3.50%,87.40%,84.00%,91.90%,91.30%
144,12,6964,Executive Review,Degrading,SPARK,Standard & Express,37,202150,88.60%,78%,9.34,5.30%,88.30%,89.80%,96.10%,81.80%
476,60,2552,Executive Review,Degrading,POSTMATES,Standard & Express,12,202150,69.90%,59%,8.71,7.10%,81.20%,69.10%,48.90%,73.10%
476,60,5899,Executive Review,Degrading,POSTMATES,Standard & Express,9,202150,64.80%,63%,8.7,5.30%,62.60%,66.60%,66.70%,63.20%
477,60,2422,Executive Review,Degrading,POSTMATES,Express Only,12,202150,72.10%,98%,3.76,11.50%,81.30%,81.80%,42.90%,66.70%
470,60,2126,Executive Review,Degrading,DOORDASH,Express Only,10,202150,69.00%,71%,3.96,,84.60%,50.00%,50.00%,62.50%
467,60,2249,Executive Review,Degrading,SPARK,Standard & Express,10,202150,58.60%,75%,4.88,16.40%,0.00%,43.60%,42.10%,73.40%
514,60,2516,Executive Review,Degrading,POSTMATES,Standard & Express,8,202150,79.50%,82%,7.85,8.80%,88.70%,65.70%,61.70%,89.10%
580,25,1026,Executive Review,Degrading,POINTPICKUP,Standard & Express,26,202150,81.30%,78%,10.44,23.90%,86.10%,69.20%,93.80%,78.00%
243,25,1476,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,94.00%,81%,6.67,2.60%,94.40%,91.60%,96.80%,93.40%
243,25,1476,Executive Review,Degrading,SPARK,Standard & Express,7,202150,77.70%,73%,6.67,,80.40%,68.40%,81.10%,82.40%
341,25,1188,Executive Review,Degrading,DOORDASH,Standard & Express,10,202150,87.40%,86%,5.33,7.10%,89.40%,88.10%,86.60%,86.30%
341,25,1188,Executive Review,Degrading,SPARK,Standard & Express,10,202150,86.50%,70%,5.33,,90.60%,80.40%,91.50%,82.70%
495,59,4053,Executive Review,Degrading,DOORDASH,Standard & Express,11,202150,58.40%,52%,13.94,29.20%,85.90%,38.60%,35.50%,41.20%
495,59,5408,Executive Review,Degrading,SPARK,Standard & Express,9,202150,84.20%,76%,7.4,0.90%,83.70%,89.20%,91.70%,70.90%
495,59,5767,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,52.20%,43%,11.63,6.30%,33.30%,56.30%,70.90%,34.00%
275,25,2728,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,85.00%,87%,5.46,7.90%,80.50%,81.00%,88.70%,88.50%
275,25,1602,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,79.70%,80%,6.07,7.40%,72.70%,79.00%,87.40%,82.30%
275,25,1602,Executive Review,Degrading,SPARK,Standard & Express,7,202150,82.50%,77%,6.07,,74.60%,83.10%,90.50%,86.00%
275,25,3210,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,87.30%,95%,6.73,13.20%,89.10%,86.80%,90.40%,84.00%
482,25,1518,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,74.30%,83%,8.73,4.70%,60.50%,73.30%,85.10%,82.40%
482,25,3781,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,85.60%,78%,8.63,10.10%,74.10%,80.80%,97.50%,89.10%
249,25,1459,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,78.10%,63%,7.54,3.10%,61.00%,85.00%,89.70%,76.40%
249,25,1557,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,76.80%,65%,10.37,8.80%,84.40%,68.20%,84.00%,71.80%
249,25,1557,Executive Review,Degrading,SPARK,Standard & Express,7,202150,81.90%,76%,10.37,,82.60%,80.00%,82.70%,82.40%
266,25,5486,Executive Review,Degrading,SPARK,Standard & Express,9,202150,62.00%,61%,11.89,26.30%,60.80%,66.00%,58.40%,64.00%
267,25,1998,Executive Review,Degrading,SPARK,Standard & Express,8,202150,85.80%,90%,6.62,2.60%,83.90%,88.90%,81.60%,88.40%
234,22,1823,Executive Review,Degrading,SPARK,Standard & Express,13,202150,80.70%,64%,9.68,2.00%,89.30%,88.10%,75.60%,73.60%
166,22,2141,Executive Review,Degrading,DOORDASH,Standard & Express,18,202150,78.60%,90%,6.23,8.40%,79.50%,77.00%,79.70%,77.90%
233,22,2023,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,80.80%,72%,7.55,9.10%,69.50%,86.20%,80.80%,85.60%
232,22,1644,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,76.90%,77%,7.36,19.10%,70.00%,79.80%,79.10%,79.60%
165,22,2108,Executive Review,Degrading,POINTPICKUP,Standard & Express,35,202150,54.70%,58%,12.51,25.50%,66.50%,36.10%,61.80%,44.30%
165,22,2108,Executive Review,Degrading,SPARK,Standard & Express,35,202150,63.50%,60%,12.51,,77.30%,54.50%,66.40%,47.40%
165,22,3422,Executive Review,Degrading,POSTMATES,Standard & Express,40,202150,86.10%,75%,6.42,8.10%,88.40%,80.00%,89.90%,86.40%
558,22,2871,Executive Review,Degrading,POSTMATES,Standard & Express,48,202150,75.40%,68%,7.65,5.50%,89.40%,57.80%,84.20%,69.00%
558,22,2871,Executive Review,Degrading,SPARK,Standard & Express,48,202150,49.30%,72%,7.65,,53.80%,46.30%,52.30%,45.90%
558,22,4456,Executive Review,Degrading,POSTMATES,Standard & Express,20,202150,71.30%,62%,9.4,7.70%,82.40%,75.70%,76.40%,49.90%
178,22,3212,Executive Review,Degrading,POINTPICKUP,Standard & Express,37,202150,76.60%,73%,6.6,9.10%,90.40%,57.40%,71.60%,84.30%
178,22,3212,Executive Review,Degrading,SPARK,Standard & Express,37,202150,74.10%,68%,6.6,9.50%,86.60%,51.60%,71.10%,84.80%
315,75,1726,Executive Review,Degrading,SPARK,Standard & Express,9,202150,85.70%,76%,9.05,6.00%,86.80%,71.80%,94.60%,91.30%
315,75,1344,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,73.50%,62%,7.32,10.70%,64.10%,57.80%,83.30%,84.60%
284,75,1860,Executive Review,Degrading,POSTMATES,Standard & Express,10,202150,84.00%,77%,6.33,12.30%,86.70%,81.20%,88.10%,70.10%
291,75,1833,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,86.20%,74%,6.18,8.80%,80.40%,83.70%,89.90%,86.20%
291,75,2520,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,77.60%,52%,8.71,4.40%,71.70%,50.00%,86.90%,78.20%
283,75,5753,Executive Review,Degrading,DOORDASH,Standard & Express,8,202150,74.10%,72%,7.4,10.90%,61.60%,71.10%,81.90%,79.70%
283,75,5968,Executive Review,Degrading,POSTMATES,Express Only,10,202150,86.20%,89%,7.11,3.70%,89.40%,74.60%,86.80%,89.70%
290,75,1424,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,76.50%,76%,8.71,12.30%,75.40%,64.30%,90.00%,72.90%
290,75,1424,Executive Review,Degrading,SPARK,Standard & Express,7,202150,76.30%,70%,8.71,,79.10%,68.50%,81.50%,76.40%
290,75,1524,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,79.30%,76%,6.98,9.90%,84.50%,76.30%,83.20%,73.10%
290,75,1969,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,84.70%,70%,6.4,10.40%,84.80%,87.30%,89.30%,77.80%
