Club Number,FDD Current,FDD Oct_7_2025,FDD FY27_Q1,MP Current,MP Oct_7_2025,MP FY_27
4745,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4770,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4777,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4786,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4805,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4816,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4853,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4987,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6219,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6345,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6347,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6360,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6379,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6425,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6430,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6549,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6565,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6630,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6631,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6632,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6633,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6634,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6635,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6682,17:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6683,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00
6684,15:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6685,17:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6686,17:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8147,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8272,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4736,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4738,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4787,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4933,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6254,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6309,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6310,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6311,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6312,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6320,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6344,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6385,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6427,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6432,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6436,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6510,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6514,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6535,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
