Store Nbr,Dept Subcategory Description,Week 30 ,Week 31 ,Week 32 ,Week 33 ,Week 34 ,Week 35,Week 36 ,Week 37 ,Week 38 ,Week 39 ,Week 40 ,Week 41,Week 42 ,Week 43 ,Week 44,Week 45 ,Week 46,Week 47 ,Week 48 ,Week 49 ,Week 50 ,Week 51 ,Week 52 
10,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,COMBO GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,FULL SIZE GAS GRILLS,5,4,3,3,2,3,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2
11,FULL SIZE GRIDDLES,4,3,2,2,1,2,1,1,1,1,1,2,4,3,2,4,2,1,1,1,1,1,2
11,FULL SIZE PELLET GRILLS,5,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
12,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FULL SIZE GRIDDLES,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,3,1,1,1,1,1,1,1
12,FULL SIZE PELLET GRILLS,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
13,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
13,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
14,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,FULL SIZE GRIDDLES,3,2,1,1,1,1,1,1,1,1,1,4,1,2,1,3,3,0,1,1,1,1,1
14,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
15,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FULL SIZE GAS GRILLS,7,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
15,FULL SIZE GRIDDLES,3,2,1,1,1,1,1,1,1,1,0,4,1,2,1,3,2,0,1,1,1,1,1
15,FULL SIZE PELLET GRILLS,7,3,4,3,3,3,2,2,2,2,2,5,4,3,3,3,3,1,1,1,2,1,2
16,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,FULL SIZE GAS GRILLS,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,0,1,1,1,1,1
16,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
17,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,FULL SIZE GAS GRILLS,4,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1
17,FULL SIZE GRIDDLES,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1
17,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
18,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,FULL SIZE GAS GRILLS,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,FULL SIZE GRIDDLES,1,1,1,1,1,0,0,0,0,0,0,2,2,1,1,3,0,1,0,1,1,1,1
18,FULL SIZE PELLET GRILLS,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
19,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,FULL SIZE GAS GRILLS,3,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
19,FULL SIZE GRIDDLES,4,3,2,2,1,2,1,1,1,1,1,4,3,2,2,4,2,1,1,1,1,1,1
19,FULL SIZE PELLET GRILLS,8,3,4,3,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1
20,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
20,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,0,1,1,1,1,1
20,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
21,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,FULL SIZE GAS GRILLS,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,FULL SIZE GRIDDLES,3,3,2,2,2,2,1,1,1,1,1,4,2,3,2,3,3,0,1,2,2,2,2
21,FULL SIZE PELLET GRILLS,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1
22,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,FULL SIZE GAS GRILLS,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,FULL SIZE GRIDDLES,2,2,1,1,1,1,1,1,1,1,0,2,3,2,2,3,2,0,1,1,1,1,1
22,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,FULL SIZE GRIDDLES,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,3,0,1,0,0,0,1,1
23,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
24,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
24,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
25,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,FULL SIZE GAS GRILLS,3,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1
25,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1
25,FULL SIZE PELLET GRILLS,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FULL SIZE GAS GRILLS,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,0,1,1,2,2,2,1,2,2,1,1,1,1,1,1
26,FULL SIZE PELLET GRILLS,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
27,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,FULL SIZE GRIDDLES,1,1,1,1,0,0,0,0,0,0,1,2,3,1,1,2,1,1,1,1,1,1,1
27,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1
28,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
29,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,FULL SIZE GRIDDLES,3,2,1,1,1,1,1,1,1,1,1,3,2,2,1,4,2,1,1,1,1,1,1
29,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
30,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,0,0,1,1,1,1,1
30,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
31,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
31,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1
31,FULL SIZE PELLET GRILLS,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,FULL SIZE GAS GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
33,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,1,1,1,1
33,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,FULL SIZE GAS GRILLS,3,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
34,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,0,2,3,2,2,5,1,0,1,1,1,1,2
34,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,FULL SIZE GAS GRILLS,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1
35,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
36,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
36,FULL SIZE GRIDDLES,3,2,2,2,2,1,1,1,1,1,2,2,1,3,2,3,1,2,2,2,2,3,3
36,FULL SIZE PELLET GRILLS,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
37,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,FULL SIZE GAS GRILLS,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
37,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
37,FULL SIZE PELLET GRILLS,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
38,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0
38,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,0,0,0,0,2,2,1,1,2,1,0,0,0,0,1,1
39,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
40,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
40,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1
40,FULL SIZE PELLET GRILLS,3,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1
41,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,FULL SIZE GAS GRILLS,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,FULL SIZE GRIDDLES,3,2,2,2,2,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,2,2
41,FULL SIZE PELLET GRILLS,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
42,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
42,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,0,0,0,3,1,1,1,1,1,2,1,1,1,1,1
42,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
43,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,FULL SIZE GAS GRILLS,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
43,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,1,0,1,2,2,0,1,1,4,0,1,1,1,1,1,1
43,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,0
44,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1
45,FULL SIZE GRIDDLES,3,2,2,1,1,1,1,1,1,1,3,3,2,3,2,4,2,1,1,1,1,2,2
45,FULL SIZE PELLET GRILLS,3,3,3,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1
46,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,FULL SIZE GAS GRILLS,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
46,FULL SIZE GRIDDLES,3,3,2,2,1,2,1,1,1,1,1,4,1,3,2,3,2,1,1,2,2,2,2
46,FULL SIZE PELLET GRILLS,3,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1
47,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,FULL SIZE GAS GRILLS,3,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
47,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,1,2,1,1,1,1,1,1
47,FULL SIZE PELLET GRILLS,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
48,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,FULL SIZE GRIDDLES,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,1,0,0,0,0,1
48,FULL SIZE PELLET GRILLS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
49,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,2,0,1,1,1,1
49,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0
50,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,FULL SIZE GAS GRILLS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,FULL SIZE GRIDDLES,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0
51,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,1,1,0,1,1,1,1
52,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
54,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,FULL SIZE GAS GRILLS,3,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
54,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
54,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,FULL SIZE GAS GRILLS,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,0,0,0,0,0
55,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
56,FULL SIZE GRIDDLES,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,1,0,0,0,0,0
56,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
57,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0
57,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,FULL SIZE GAS GRILLS,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,FULL SIZE GRIDDLES,4,2,2,2,2,2,1,2,1,1,1,3,3,3,2,3,2,2,1,2,2,2,2
58,FULL SIZE PELLET GRILLS,6,3,3,3,2,2,2,1,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1
59,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
