Store Nbr,Prime Item Nbr,Prime Item Desc,Curr Str On Hand Qty
1834,598086029,CC LINK II BLACK,1 
1871,598086029,CC LINK II BLACK,1 
1872,598086029,CC LINK II BLACK,3 
1878,598086029,CC LINK II BLACK,2 
1885,598086029,CC LINK II BLACK,5 
1892,598086029,CC LINK II BLACK,2 
1946,598086029,CC LINK II BLACK,1 
1981,598086029,CC LINK II BLACK,1 
1983,598086029,CC LINK II BLACK,3 
1994,598086029,CC LINK II BLACK,1 
2004,598086029,CC LINK II BLACK,1 
2009,598086029,CC LINK II BLACK,1 
2048,598086029,CC LINK II BLACK,6 
2079,598086029,CC LINK II BLACK,1 
2083,598086029,CC LINK II BLACK,2 
2084,598086029,CC LINK II BLACK,5 
2089,598086029,CC LINK II BLACK,1 
2115,598086029,CC LINK II BLACK,2 
2132,598086029,CC LINK II BLACK,9 
2137,598086029,CC LINK II BLACK,2 
2147,598086029,CC LINK II BLACK,3 
2153,598086029,CC LINK II BLACK,2 
2177,598086029,CC LINK II BLACK,4 
2197,598086029,CC LINK II BLACK,6 
2204,598086029,CC LINK II BLACK,1 
2205,598086029,CC LINK II BLACK,1 
2245,598086029,CC LINK II BLACK,2 
2255,598086029,CC LINK II BLACK,1 
2262,598086029,CC LINK II BLACK,1 
2330,598086029,CC LINK II BLACK,3 
2346,598086029,CC LINK II BLACK,1 
2396,598086029,CC LINK II BLACK,2 
2402,598086029,CC LINK II BLACK,2 
2455,598086029,CC LINK II BLACK,2 
2460,598086029,CC LINK II BLACK,2 
2471,598086029,CC LINK II BLACK,1 
2477,598086029,CC LINK II BLACK,1 
2481,598086029,CC LINK II BLACK,1 
2534,598086029,CC LINK II BLACK,4 
2546,598086029,CC LINK II BLACK,6 
2580,598086029,CC LINK II BLACK,4 
2633,598086029,CC LINK II BLACK,4 
2692,598086029,CC LINK II BLACK,2 
2789,598086029,CC LINK II BLACK,1 
2838,598086029,CC LINK II BLACK,1 
2847,598086029,CC LINK II BLACK,2 
2996,598086029,CC LINK II BLACK,5 
3044,598086029,CC LINK II BLACK,7 
3208,598086029,CC LINK II BLACK,2 
3259,598086029,CC LINK II BLACK,3 
3290,598086029,CC LINK II BLACK,6 
3297,598086029,CC LINK II BLACK,4 
3380,598086029,CC LINK II BLACK,1 
3453,598086029,CC LINK II BLACK,1 
3473,598086029,CC LINK II BLACK,1 
3511,598086029,CC LINK II BLACK,2 
3529,598086029,CC LINK II BLACK,3 
3571,598086029,CC LINK II BLACK,2 
3590,598086029,CC LINK II BLACK,1 
3645,598086029,CC LINK II BLACK,1 
3782,598086029,CC LINK II BLACK,4 
3802,598086029,CC LINK II BLACK,1 
4201,598086029,CC LINK II BLACK,5 
4378,598086029,CC LINK II BLACK,4 
4381,598086029,CC LINK II BLACK,4 
4436,598086029,CC LINK II BLACK,3 
4456,598086029,CC LINK II BLACK,1 
4553,598086029,CC LINK II BLACK,3 
4599,598086029,CC LINK II BLACK,2 
4637,598086029,CC LINK II BLACK,1 
5034,598086029,CC LINK II BLACK,1 
5058,598086029,CC LINK II BLACK,1 
5178,598086029,CC LINK II BLACK,2 
5185,598086029,CC LINK II BLACK,1 
5186,598086029,CC LINK II BLACK,4 
5292,598086029,CC LINK II BLACK,2 
5305,598086029,CC LINK II BLACK,1 
5331,598086029,CC LINK II BLACK,1 
5450,598086029,CC LINK II BLACK,5 
2,598086030,CC AVID589,4 
4,598086030,CC AVID589,7 
11,598086030,CC AVID589,2 
14,598086030,CC AVID589,4 
25,598086030,CC AVID589,7 
27,598086030,CC AVID589,5 
35,598086030,CC AVID589,4 
36,598086030,CC AVID589,3 
43,598086030,CC AVID589,5 
45,598086030,CC AVID589,5 
49,598086030,CC AVID589,5 
52,598086030,CC AVID589,1 
59,598086030,CC AVID589,1 
70,598086030,CC AVID589,2 
75,598086030,CC AVID589,3 
87,598086030,CC AVID589,2 
95,598086030,CC AVID589,6 
123,598086030,CC AVID589,7 
124,598086030,CC AVID589,1 
130,598086030,CC AVID589,6 
131,598086030,CC AVID589,1 
141,598086030,CC AVID589,5 
144,598086030,CC AVID589,3 
145,598086030,CC AVID589,6 
150,598086030,CC AVID589,9 
151,598086030,CC AVID589,5 
178,598086030,CC AVID589,6 
188,598086030,CC AVID589,4 
192,598086030,CC AVID589,2 
200,598086030,CC AVID589,7 
214,598086030,CC AVID589,1 
231,598086030,CC AVID589,5 
232,598086030,CC AVID589,6 
237,598086030,CC AVID589,2 
253,598086030,CC AVID589,1 
262,598086030,CC AVID589,1 
287,598086030,CC AVID589,4 
298,598086030,CC AVID589,2 
307,598086030,CC AVID589,5 
309,598086030,CC AVID589,2 
332,598086030,CC AVID589,3 
340,598086030,CC AVID589,3 
341,598086030,CC AVID589,6 
355,598086030,CC AVID589,5 
359,598086030,CC AVID589,6 
372,598086030,CC AVID589,1 
386,598086030,CC AVID589,2 
392,598086030,CC AVID589,2 
399,598086030,CC AVID589,2 
410,598086030,CC AVID589,1 
414,598086030,CC AVID589,3 
417,598086030,CC AVID589,1 
431,598086030,CC AVID589,2 
448,598086030,CC AVID589,1 
450,598086030,CC AVID589,12 
459,598086030,CC AVID589,3 
462,598086030,CC AVID589,10 
467,598086030,CC AVID589,9 
488,598086030,CC AVID589,2 
491,598086030,CC AVID589,15 
494,598086030,CC AVID589,1 
495,598086030,CC AVID589,1 
499,598086030,CC AVID589,9 
501,598086030,CC AVID589,2 
505,598086030,CC AVID589,2 
511,598086030,CC AVID589,7 
520,598086030,CC AVID589,3 
526,598086030,CC AVID589,3 
529,598086030,CC AVID589,1 
544,598086030,CC AVID589,12 
547,598086030,CC AVID589,3 
548,598086030,CC AVID589,3 
552,598086030,CC AVID589,3 
556,598086030,CC AVID589,5 
575,598086030,CC AVID589,3 
578,598086030,CC AVID589,2 
585,598086030,CC AVID589,4 
589,598086030,CC AVID589,4 
593,598086030,CC AVID589,4 
599,598086030,CC AVID589,2 
611,598086030,CC AVID589,1 
614,598086030,CC AVID589,4 
615,598086030,CC AVID589,5 
616,598086030,CC AVID589,2 
622,598086030,CC AVID589,1 
630,598086030,CC AVID589,1 
639,598086030,CC AVID589,3 
645,598086030,CC AVID589,3 
652,598086030,CC AVID589,3 
663,598086030,CC AVID589,1 
665,598086030,CC AVID589,6 
671,598086030,CC AVID589,2 
672,598086030,CC AVID589,2 
677,598086030,CC AVID589,2 
685,598086030,CC AVID589,1 
686,598086030,CC AVID589,4 
687,598086030,CC AVID589,2 
692,598086030,CC AVID589,1 
693,598086030,CC AVID589,2 
729,598086030,CC AVID589,2 
739,598086030,CC AVID589,3 
742,598086030,CC AVID589,2 
754,598086030,CC AVID589,2 
766,598086030,CC AVID589,1 
767,598086030,CC AVID589,1 
772,598086030,CC AVID589,4 
773,598086030,CC AVID589,2 
775,598086030,CC AVID589,3 
801,598086030,CC AVID589,12 
808,598086030,CC AVID589,3 
809,598086030,CC AVID589,1 
810,598086030,CC AVID589,6 
826,598086030,CC AVID589,2 
837,598086030,CC AVID589,4 
854,598086030,CC AVID589,2 
870,598086030,CC AVID589,2 
877,598086030,CC AVID589,5 
878,598086030,CC AVID589,3 
894,598086030,CC AVID589,7 
899,598086030,CC AVID589,1 
904,598086030,CC AVID589,3 
917,598086030,CC AVID589,3 
922,598086030,CC AVID589,3 
924,598086030,CC AVID589,3 
927,598086030,CC AVID589,2 
966,598086030,CC AVID589,4 
969,598086030,CC AVID589,1 
970,598086030,CC AVID589,3 
981,598086030,CC AVID589,2 
990,598086030,CC AVID589,1 
1022,598086030,CC AVID589,3 
1026,598086030,CC AVID589,2 
1027,598086030,CC AVID589,2 
1030,598086030,CC AVID589,3 
1032,598086030,CC AVID589,2 
1033,598086030,CC AVID589,2 
1044,598086030,CC AVID589,3 
1060,598086030,CC AVID589,5 
1066,598086030,CC AVID589,1 
1070,598086030,CC AVID589,1 
1072,598086030,CC AVID589,2 
1074,598086030,CC AVID589,2 
1080,598086030,CC AVID589,2 
1082,598086030,CC AVID589,1 
1090,598086030,CC AVID589,3 
1113,598086030,CC AVID589,1 
1121,598086030,CC AVID589,4 
1128,598086030,CC AVID589,2 
1133,598086030,CC AVID589,1 
1140,598086030,CC AVID589,2 
1149,598086030,CC AVID589,2 
1151,598086030,CC AVID589,3 
1155,598086030,CC AVID589,2 
1163,598086030,CC AVID589,2 
1165,598086030,CC AVID589,5 
1184,598086030,CC AVID589,1 
1193,598086030,CC AVID589,5 
1197,598086030,CC AVID589,2 
1199,598086030,CC AVID589,2 
1200,598086030,CC AVID589,2 
1203,598086030,CC AVID589,6 
1204,598086030,CC AVID589,2 
1207,598086030,CC AVID589,1 
1209,598086030,CC AVID589,2 
1223,598086030,CC AVID589,3 
1229,598086030,CC AVID589,2 
1233,598086030,CC AVID589,4 
1238,598086030,CC AVID589,1 
1241,598086030,CC AVID589,1 
1242,598086030,CC AVID589,1 
1247,598086030,CC AVID589,4 
1253,598086030,CC AVID589,4 
1255,598086030,CC AVID589,2 
1263,598086030,CC AVID589,2 
1268,598086030,CC AVID589,1 
1270,598086030,CC AVID589,2 
1271,598086030,CC AVID589,2 
1281,598086030,CC AVID589,3 
1285,598086030,CC AVID589,3 
1290,598086030,CC AVID589,1 
1295,598086030,CC AVID589,6 
1297,598086030,CC AVID589,1 
1298,598086030,CC AVID589,5 
1300,598086030,CC AVID589,1 
1301,598086030,CC AVID589,3 
1302,598086030,CC AVID589,1 
1317,598086030,CC AVID589,2 
1319,598086030,CC AVID589,3 
1320,598086030,CC AVID589,1 
1326,598086030,CC AVID589,3 
1327,598086030,CC AVID589,2 
1345,598086030,CC AVID589,3 
1355,598086030,CC AVID589,1 
1357,598086030,CC AVID589,1 
1358,598086030,CC AVID589,3 
1362,598086030,CC AVID589,3 
1367,598086030,CC AVID589,2 
1371,598086030,CC AVID589,3 
1376,598086030,CC AVID589,2 
1378,598086030,CC AVID589,2 
1382,598086030,CC AVID589,3 
1385,598086030,CC AVID589,3 
1392,598086030,CC AVID589,1 
1411,598086030,CC AVID589,1 
1424,598086030,CC AVID589,2 
1441,598086030,CC AVID589,3 
1444,598086030,CC AVID589,2 
1446,598086030,CC AVID589,3 
1451,598086030,CC AVID589,1 
1454,598086030,CC AVID589,8 
1456,598086030,CC AVID589,5 
1458,598086030,CC AVID589,1 
1460,598086030,CC AVID589,3 
1464,598086030,CC AVID589,7 
1465,598086030,CC AVID589,1 
1477,598086030,CC AVID589,6 
1486,598086030,CC AVID589,1 
1488,598086030,CC AVID589,7 
1492,598086030,CC AVID589,2 
1500,598086030,CC AVID589,3 
1502,598086030,CC AVID589,1 
1505,598086030,CC AVID589,3 
1507,598086030,CC AVID589,4 
1510,598086030,CC AVID589,3 
1522,598086030,CC AVID589,11 
1524,598086030,CC AVID589,14 
1526,598086030,CC AVID589,3 
1535,598086030,CC AVID589,3 
1536,598086030,CC AVID589,3 
1543,598086030,CC AVID589,4 
1564,598086030,CC AVID589,4 
1567,598086030,CC AVID589,2 
1568,598086030,CC AVID589,3 
1570,598086030,CC AVID589,3 
1571,598086030,CC AVID589,4 
1590,598086030,CC AVID589,4 
1605,598086030,CC AVID589,1 
1607,598086030,CC AVID589,2 
1620,598086030,CC AVID589,1 
1626,598086030,CC AVID589,5 
1627,598086030,CC AVID589,3 
1654,598086030,CC AVID589,3 
1662,598086030,CC AVID589,2 
1667,598086030,CC AVID589,3 
1669,598086030,CC AVID589,1 
1677,598086030,CC AVID589,1 
1687,598086030,CC AVID589,3 
1689,598086030,CC AVID589,2 
1707,598086030,CC AVID589,1 
1739,598086030,CC AVID589,2 
1742,598086030,CC AVID589,1 
1745,598086030,CC AVID589,3 
1764,598086030,CC AVID589,6 
1765,598086030,CC AVID589,1 
1769,598086030,CC AVID589,2 
1771,598086030,CC AVID589,5 
1772,598086030,CC AVID589,8 
1774,598086030,CC AVID589,1 
1782,598086030,CC AVID589,2 
1788,598086030,CC AVID589,2 
1789,598086030,CC AVID589,6 
1794,598086030,CC AVID589,2 
1798,598086030,CC AVID589,4 
1799,598086030,CC AVID589,3 
1819,598086030,CC AVID589,3 
1834,598086030,CC AVID589,2 
1842,598086030,CC AVID589,1 
1871,598086030,CC AVID589,7 
1872,598086030,CC AVID589,3 
1880,598086030,CC AVID589,3 
1885,598086030,CC AVID589,5 
1931,598086030,CC AVID589,1 
1935,598086030,CC AVID589,2 
1936,598086030,CC AVID589,1 
1946,598086030,CC AVID589,2 
1978,598086030,CC AVID589,2 
1983,598086030,CC AVID589,2 
1986,598086030,CC AVID589,1 
1994,598086030,CC AVID589,3 
2005,598086030,CC AVID589,5 
2009,598086030,CC AVID589,4 
2019,598086030,CC AVID589,2 
2027,598086030,CC AVID589,1 
2046,598086030,CC AVID589,4 
2047,598086030,CC AVID589,3 
2048,598086030,CC AVID589,3 
2049,598086030,CC AVID589,2 
2055,598086030,CC AVID589,6 
2056,598086030,CC AVID589,3 
2074,598086030,CC AVID589,4 
2078,598086030,CC AVID589,2 
2083,598086030,CC AVID589,4 
2086,598086030,CC AVID589,3 
2089,598086030,CC AVID589,6 
2111,598086030,CC AVID589,1 
2115,598086030,CC AVID589,4 
2123,598086030,CC AVID589,2 
2127,598086030,CC AVID589,5 
2132,598086030,CC AVID589,1 
2137,598086030,CC AVID589,2 
2153,598086030,CC AVID589,2 
2177,598086030,CC AVID589,4 
2193,598086030,CC AVID589,2 
2199,598086030,CC AVID589,1 
2205,598086030,CC AVID589,1 
2209,598086030,CC AVID589,1 
2224,598086030,CC AVID589,3 
2233,598086030,CC AVID589,4 
2234,598086030,CC AVID589,1 
2243,598086030,CC AVID589,6 
2245,598086030,CC AVID589,2 
2249,598086030,CC AVID589,3 
2256,598086030,CC AVID589,2 
2257,598086030,CC AVID589,1 
2265,598086030,CC AVID589,1 
2280,598086030,CC AVID589,3 
2285,598086030,CC AVID589,2 
2309,598086030,CC AVID589,2 
2312,598086030,CC AVID589,4 
2321,598086030,CC AVID589,7 
2330,598086030,CC AVID589,1 
2338,598086030,CC AVID589,3 
2346,598086030,CC AVID589,12 
2370,598086030,CC AVID589,4 
2405,598086030,CC AVID589,1 
2419,598086030,CC AVID589,2 
2434,598086030,CC AVID589,3 
2444,598086030,CC AVID589,3 
2455,598086030,CC AVID589,3 
2471,598086030,CC AVID589,3 
2473,598086030,CC AVID589,4 
2474,598086030,CC AVID589,6 
2475,598086030,CC AVID589,6 
2535,598086030,CC AVID589,2 
2546,598086030,CC AVID589,5 
2580,598086030,CC AVID589,1 
2581,598086030,CC AVID589,2 
2591,598086030,CC AVID589,3 
2596,598086030,CC AVID589,1 
2597,598086030,CC AVID589,4 
2615,598086030,CC AVID589,1 
2619,598086030,CC AVID589,2 
2621,598086030,CC AVID589,4 
2631,598086030,CC AVID589,2 
2633,598086030,CC AVID589,2 
2679,598086030,CC AVID589,5 
2692,598086030,CC AVID589,1 
2696,598086030,CC AVID589,6 
2711,598086030,CC AVID589,3 
2716,598086030,CC AVID589,3 
2722,598086030,CC AVID589,3 
2787,598086030,CC AVID589,2 
2789,598086030,CC AVID589,2 
2809,598086030,CC AVID589,2 
2838,598086030,CC AVID589,3 
2852,598086030,CC AVID589,2 
2872,598086030,CC AVID589,2 
2886,598086030,CC AVID589,3 
2891,598086030,CC AVID589,2 
2894,598086030,CC AVID589,5 
2913,598086030,CC AVID589,1 
2936,598086030,CC AVID589,8 
2963,598086030,CC AVID589,6 
3044,598086030,CC AVID589,4 
3208,598086030,CC AVID589,3 
3233,598086030,CC AVID589,3 
3259,598086030,CC AVID589,2 
3262,598086030,CC AVID589,2 
3290,598086030,CC AVID589,4 
3291,598086030,CC AVID589,2 
3295,598086030,CC AVID589,2 
3297,598086030,CC AVID589,5 
3329,598086030,CC AVID589,2 
3331,598086030,CC AVID589,1 
3371,598086030,CC AVID589,3 
3380,598086030,CC AVID589,3 
3403,598086030,CC AVID589,3 
3428,598086030,CC AVID589,2 
3453,598086030,CC AVID589,1 
3473,598086030,CC AVID589,2 
3474,598086030,CC AVID589,8 
3486,598086030,CC AVID589,2 
3487,598086030,CC AVID589,1 
3513,598086030,CC AVID589,3 
3529,598086030,CC AVID589,4 
3534,598086030,CC AVID589,3 
3571,598086030,CC AVID589,3 
3581,598086030,CC AVID589,2 
3589,598086030,CC AVID589,6 
3590,598086030,CC AVID589,3 
3609,598086030,CC AVID589,5 
3632,598086030,CC AVID589,4 
3645,598086030,CC AVID589,4 
3747,598086030,CC AVID589,2 
3777,598086030,CC AVID589,2 
3782,598086030,CC AVID589,6 
3792,598086030,CC AVID589,1 
3802,598086030,CC AVID589,2 
3829,598086030,CC AVID589,1 
3857,598086030,CC AVID589,2 
3864,598086030,CC AVID589,4 
3896,598086030,CC AVID589,1 
3897,598086030,CC AVID589,3 
4260,598086030,CC AVID589,3 
4274,598086030,CC AVID589,6 
4286,598086030,CC AVID589,4 
4333,598086030,CC AVID589,1 
4334,598086030,CC AVID589,5 
4352,598086030,CC AVID589,4 
4381,598086030,CC AVID589,7 
4383,598086030,CC AVID589,1 
4420,598086030,CC AVID589,3 
4427,598086030,CC AVID589,1 
4440,598086030,CC AVID589,2 
4444,598086030,CC AVID589,2 
4456,598086030,CC AVID589,3 
4531,598086030,CC AVID589,2 
4540,598086030,CC AVID589,2 
4553,598086030,CC AVID589,2 
4588,598086030,CC AVID589,5 
4599,598086030,CC AVID589,3 
4637,598086030,CC AVID589,2 
4664,598086030,CC AVID589,3 
5034,598086030,CC AVID589,4 
5055,598086030,CC AVID589,7 
5058,598086030,CC AVID589,2 
5063,598086030,CC AVID589,5 
5065,598086030,CC AVID589,3 
5087,598086030,CC AVID589,2 
5104,598086030,CC AVID589,2 
5144,598086030,CC AVID589,2 
5151,598086030,CC AVID589,3 
5173,598086030,CC AVID589,2 
5178,598086030,CC AVID589,3 
5185,598086030,CC AVID589,2 
5186,598086030,CC AVID589,3 
5195,598086030,CC AVID589,3 
5196,598086030,CC AVID589,6 
5216,598086030,CC AVID589,1 
5260,598086030,CC AVID589,4 
5292,598086030,CC AVID589,1 
5331,598086030,CC AVID589,6 
5361,598086030,CC AVID589,2 
5373,598086030,CC AVID589,1 
5374,598086030,CC AVID589,2 
5387,598086030,CC AVID589,1 
5390,598086030,CC AVID589,4 
5402,598086030,CC AVID589,5 
5403,598086030,CC AVID589,2 
5410,598086030,CC AVID589,2 
5420,598086030,CC AVID589,6 
5422,598086030,CC AVID589,1 
5450,598086030,CC AVID589,1 
5481,598086030,CC AVID589,9 
5487,598086030,CC AVID589,8 
5703,598086030,CC AVID589,8 
5809,598086030,CC AVID589,2 
5874,598086030,CC AVID589,1 
5879,598086030,CC AVID589,4 
5911,598086030,CC AVID589,4 
6395,598086030,CC AVID589,4 
6951,598086030,CC AVID589,5 
7181,598086030,CC AVID589,5 
4,598086032,CC LINK II RED,1 
25,598086032,CC LINK II RED,1 
35,598086032,CC LINK II RED,1 
36,598086032,CC LINK II RED,2 
45,598086032,CC LINK II RED,4 
52,598086032,CC LINK II RED,3 
87,598086032,CC LINK II RED,1 
112,598086032,CC LINK II RED,1 
119,598086032,CC LINK II RED,3 
329,598086032,CC LINK II RED,2 
359,598086032,CC LINK II RED,1 
372,598086032,CC LINK II RED,1 
417,598086032,CC LINK II RED,1 
448,598086032,CC LINK II RED,2 
459,598086032,CC LINK II RED,2 
467,598086032,CC LINK II RED,1 
494,598086032,CC LINK II RED,4 
511,598086032,CC LINK II RED,3 
549,598086032,CC LINK II RED,2 
588,598086032,CC LINK II RED,2 
598,598086032,CC LINK II RED,3 
604,598086032,CC LINK II RED,6 
611,598086032,CC LINK II RED,1 
616,598086032,CC LINK II RED,2 
639,598086032,CC LINK II RED,1 
652,598086032,CC LINK II RED,1 
658,598086032,CC LINK II RED,3 
663,598086032,CC LINK II RED,6 
671,598086032,CC LINK II RED,2 
672,598086032,CC LINK II RED,1 
680,598086032,CC LINK II RED,1 
710,598086032,CC LINK II RED,1 
716,598086032,CC LINK II RED,8 
772,598086032,CC LINK II RED,1 
854,598086032,CC LINK II RED,1 
899,598086032,CC LINK II RED,6 
932,598086032,CC LINK II RED,4 
966,598086032,CC LINK II RED,2 
1010,598086032,CC LINK II RED,4 
1022,598086032,CC LINK II RED,1 
1030,598086032,CC LINK II RED,6 
1059,598086032,CC LINK II RED,3 
1082,598086032,CC LINK II RED,5 
1121,598086032,CC LINK II RED,3 
1128,598086032,CC LINK II RED,1 
1140,598086032,CC LINK II RED,2 
1193,598086032,CC LINK II RED,1 
1199,598086032,CC LINK II RED,3 
1200,598086032,CC LINK II RED,1 
1204,598086032,CC LINK II RED,1 
1209,598086032,CC LINK II RED,1 
1223,598086032,CC LINK II RED,2 
1255,598086032,CC LINK II RED,1 
1261,598086032,CC LINK II RED,1 
1271,598086032,CC LINK II RED,1 
1290,598086032,CC LINK II RED,1 
1297,598086032,CC LINK II RED,1 
1298,598086032,CC LINK II RED,3 
1300,598086032,CC LINK II RED,1 
1301,598086032,CC LINK II RED,3 
1326,598086032,CC LINK II RED,2 
1358,598086032,CC LINK II RED,2 
1367,598086032,CC LINK II RED,2 
1376,598086032,CC LINK II RED,1 
1378,598086032,CC LINK II RED,2 
1382,598086032,CC LINK II RED,3 
1385,598086032,CC LINK II RED,2 
1424,598086032,CC LINK II RED,2 
1430,598086032,CC LINK II RED,1 
1441,598086032,CC LINK II RED,4 
1444,598086032,CC LINK II RED,3 
1446,598086032,CC LINK II RED,1 
1456,598086032,CC LINK II RED,2 
1460,598086032,CC LINK II RED,1 
1492,598086032,CC LINK II RED,13 
1510,598086032,CC LINK II RED,1 
1527,598086032,CC LINK II RED,3 
1539,598086032,CC LINK II RED,1 
1564,598086032,CC LINK II RED,1 
1661,598086032,CC LINK II RED,1 
1667,598086032,CC LINK II RED,2 
1689,598086032,CC LINK II RED,1 
1742,598086032,CC LINK II RED,2 
1745,598086032,CC LINK II RED,7 
1789,598086032,CC LINK II RED,1 
1819,598086032,CC LINK II RED,1 
1833,598086032,CC LINK II RED,1 
1872,598086032,CC LINK II RED,1 
1885,598086032,CC LINK II RED,1 
1983,598086032,CC LINK II RED,2 
1994,598086032,CC LINK II RED,2 
2004,598086032,CC LINK II RED,2 
2019,598086032,CC LINK II RED,1 
2027,598086032,CC LINK II RED,1 
2048,598086032,CC LINK II RED,1 
2083,598086032,CC LINK II RED,2 
2084,598086032,CC LINK II RED,5 
2086,598086032,CC LINK II RED,2 
2132,598086032,CC LINK II RED,5 
2147,598086032,CC LINK II RED,2 
2177,598086032,CC LINK II RED,2 
2193,598086032,CC LINK II RED,2 
2208,598086032,CC LINK II RED,1 
2209,598086032,CC LINK II RED,1 
2234,598086032,CC LINK II RED,11 
2285,598086032,CC LINK II RED,1 
2312,598086032,CC LINK II RED,1 
2330,598086032,CC LINK II RED,1 
2346,598086032,CC LINK II RED,2 
2405,598086032,CC LINK II RED,5 
2460,598086032,CC LINK II RED,1 
2471,598086032,CC LINK II RED,2 
2477,598086032,CC LINK II RED,3 
2546,598086032,CC LINK II RED,5 
2580,598086032,CC LINK II RED,2 
2619,598086032,CC LINK II RED,1 
2679,598086032,CC LINK II RED,2 
2722,598086032,CC LINK II RED,1 
2789,598086032,CC LINK II RED,3 
2847,598086032,CC LINK II RED,1 
2869,598086032,CC LINK II RED,1 
2996,598086032,CC LINK II RED,3 
3044,598086032,CC LINK II RED,2 
3208,598086032,CC LINK II RED,3 
3218,598086032,CC LINK II RED,2 
3259,598086032,CC LINK II RED,2 
3290,598086032,CC LINK II RED,4 
3291,598086032,CC LINK II RED,3 
3295,598086032,CC LINK II RED,6 
3297,598086032,CC LINK II RED,1 
3300,598086032,CC LINK II RED,1 
3453,598086032,CC LINK II RED,1 
3520,598086032,CC LINK II RED,1 
3529,598086032,CC LINK II RED,2 
3720,598086032,CC LINK II RED,3 
3777,598086032,CC LINK II RED,2 
3782,598086032,CC LINK II RED,3 
3896,598086032,CC LINK II RED,2 
4201,598086032,CC LINK II RED,2 
