Store Nbr,Prime Item Nbr,Prime Item Desc,Curr Str On Hand Qty
1789,650745779,CC ZMAX 5G,5 
1794,650745779,CC ZMAX 5G,5 
1798,650745779,CC ZMAX 5G,4 
1799,650745779,CC ZMAX 5G,4 
1819,650745779,CC ZMAX 5G,3 
1830,650745779,CC ZMAX 5G,2 
1833,650745779,CC ZMAX 5G,5 
1834,650745779,CC ZMAX 5G,6 
1835,650745779,CC ZMAX 5G,4 
1842,650745779,CC ZMAX 5G,5 
1856,650745779,CC ZMAX 5G,4 
1868,650745779,CC ZMAX 5G,1 
1871,650745779,CC ZMAX 5G,2 
1872,650745779,CC ZMAX 5G,8 
1880,650745779,CC ZMAX 5G,9 
1885,650745779,CC ZMAX 5G,5 
1931,650745779,CC ZMAX 5G,6 
1934,650745779,CC ZMAX 5G,4 
1935,650745779,CC ZMAX 5G,4 
1946,650745779,CC ZMAX 5G,3 
1978,650745779,CC ZMAX 5G,8 
1983,650745779,CC ZMAX 5G,3 
1986,650745779,CC ZMAX 5G,4 
1994,650745779,CC ZMAX 5G,3 
2005,650745779,CC ZMAX 5G,4 
2009,650745779,CC ZMAX 5G,5 
2019,650745779,CC ZMAX 5G,6 
2027,650745779,CC ZMAX 5G,3 
2036,650745779,CC ZMAX 5G,8 
2046,650745779,CC ZMAX 5G,4 
2047,650745779,CC ZMAX 5G,6 
2048,650745779,CC ZMAX 5G,4 
2049,650745779,CC ZMAX 5G,6 
2055,650745779,CC ZMAX 5G,3 
2056,650745779,CC ZMAX 5G,3 
2074,650745779,CC ZMAX 5G,7 
2078,650745779,CC ZMAX 5G,6 
2083,650745779,CC ZMAX 5G,4 
2086,650745779,CC ZMAX 5G,4 
2089,650745779,CC ZMAX 5G,5 
2111,650745779,CC ZMAX 5G,3 
2115,650745779,CC ZMAX 5G,5 
2116,650745779,CC ZMAX 5G,1 
2123,650745779,CC ZMAX 5G,5 
2127,650745779,CC ZMAX 5G,6 
2132,650745779,CC ZMAX 5G,3 
2137,650745779,CC ZMAX 5G,3 
2153,650745779,CC ZMAX 5G,4 
2177,650745779,CC ZMAX 5G,4 
2185,650745779,CC ZMAX 5G,1 
2193,650745779,CC ZMAX 5G,5 
2199,650745779,CC ZMAX 5G,5 
2205,650745779,CC ZMAX 5G,5 
2209,650745779,CC ZMAX 5G,5 
2224,650745779,CC ZMAX 5G,2 
2233,650745779,CC ZMAX 5G,3 
2234,650745779,CC ZMAX 5G,2 
2244,650745779,CC ZMAX 5G,6 
2245,650745779,CC ZMAX 5G,4 
2249,650745779,CC ZMAX 5G,8 
2256,650745779,CC ZMAX 5G,8 
2257,650745779,CC ZMAX 5G,4 
2265,650745779,CC ZMAX 5G,8 
2285,650745779,CC ZMAX 5G,2 
2309,650745779,CC ZMAX 5G,4 
2310,650745779,CC ZMAX 5G,5 
2312,650745779,CC ZMAX 5G,4 
2321,650745779,CC ZMAX 5G,3 
2330,650745779,CC ZMAX 5G,4 
2338,650745779,CC ZMAX 5G,9 
2346,650745779,CC ZMAX 5G,8 
2370,650745779,CC ZMAX 5G,3 
2405,650745779,CC ZMAX 5G,5 
2419,650745779,CC ZMAX 5G,3 
2434,650745779,CC ZMAX 5G,15 
2444,650745779,CC ZMAX 5G,3 
2455,650745779,CC ZMAX 5G,10 
2460,650745779,CC ZMAX 5G,6 
2471,650745779,CC ZMAX 5G,3 
2473,650745779,CC ZMAX 5G,6 
2474,650745779,CC ZMAX 5G,4 
2475,650745779,CC ZMAX 5G,4 
2477,650745779,CC ZMAX 5G,11 
2535,650745779,CC ZMAX 5G,4 
2546,650745779,CC ZMAX 5G,4 
2580,650745779,CC ZMAX 5G,6 
2581,650745779,CC ZMAX 5G,3 
2591,650745779,CC ZMAX 5G,3 
2596,650745779,CC ZMAX 5G,7 
2597,650745779,CC ZMAX 5G,6 
2619,650745779,CC ZMAX 5G,3 
2621,650745779,CC ZMAX 5G,3 
2631,650745779,CC ZMAX 5G,4 
2633,650745779,CC ZMAX 5G,3 
2679,650745779,CC ZMAX 5G,7 
2692,650745779,CC ZMAX 5G,2 
2696,650745779,CC ZMAX 5G,4 
2711,650745779,CC ZMAX 5G,3 
2716,650745779,CC ZMAX 5G,4 
2722,650745779,CC ZMAX 5G,6 
2787,650745779,CC ZMAX 5G,4 
2789,650745779,CC ZMAX 5G,1 
2838,650745779,CC ZMAX 5G,3 
2852,650745779,CC ZMAX 5G,5 
2872,650745779,CC ZMAX 5G,5 
2886,650745779,CC ZMAX 5G,4 
2891,650745779,CC ZMAX 5G,7 
2894,650745779,CC ZMAX 5G,4 
2910,650745779,CC ZMAX 5G,2 
2922,650745779,CC ZMAX 5G,2 
2929,650745779,CC ZMAX 5G,4 
2936,650745779,CC ZMAX 5G,6 
2938,650745779,CC ZMAX 5G,4 
2963,650745779,CC ZMAX 5G,4 
3044,650745779,CC ZMAX 5G,2 
3208,650745779,CC ZMAX 5G,7 
3233,650745779,CC ZMAX 5G,6 
3237,650745779,CC ZMAX 5G,6 
3259,650745779,CC ZMAX 5G,7 
3262,650745779,CC ZMAX 5G,5 
3290,650745779,CC ZMAX 5G,8 
3291,650745779,CC ZMAX 5G,2 
3297,650745779,CC ZMAX 5G,4 
3329,650745779,CC ZMAX 5G,3 
3331,650745779,CC ZMAX 5G,4 
3371,650745779,CC ZMAX 5G,4 
3380,650745779,CC ZMAX 5G,4 
3403,650745779,CC ZMAX 5G,5 
3428,650745779,CC ZMAX 5G,3 
3453,650745779,CC ZMAX 5G,6 
3473,650745779,CC ZMAX 5G,3 
3474,650745779,CC ZMAX 5G,4 
3486,650745779,CC ZMAX 5G,3 
3487,650745779,CC ZMAX 5G,3 
3513,650745779,CC ZMAX 5G,4 
3529,650745779,CC ZMAX 5G,11 
3534,650745779,CC ZMAX 5G,3 
3548,650745779,CC ZMAX 5G,3 
3561,650745779,CC ZMAX 5G,4 
3571,650745779,CC ZMAX 5G,3 
3581,650745779,CC ZMAX 5G,5 
3589,650745779,CC ZMAX 5G,6 
3590,650745779,CC ZMAX 5G,4 
3609,650745779,CC ZMAX 5G,4 
3632,650745779,CC ZMAX 5G,6 
3645,650745779,CC ZMAX 5G,6 
3720,650745779,CC ZMAX 5G,4 
3747,650745779,CC ZMAX 5G,5 
3777,650745779,CC ZMAX 5G,3 
3782,650745779,CC ZMAX 5G,6 
3792,650745779,CC ZMAX 5G,5 
3802,650745779,CC ZMAX 5G,5 
3829,650745779,CC ZMAX 5G,4 
3857,650745779,CC ZMAX 5G,4 
3864,650745779,CC ZMAX 5G,4 
3896,650745779,CC ZMAX 5G,3 
3897,650745779,CC ZMAX 5G,4 
4260,650745779,CC ZMAX 5G,5 
4274,650745779,CC ZMAX 5G,7 
4286,650745779,CC ZMAX 5G,4 
4333,650745779,CC ZMAX 5G,4 
4334,650745779,CC ZMAX 5G,4 
4352,650745779,CC ZMAX 5G,4 
4381,650745779,CC ZMAX 5G,8 
4383,650745779,CC ZMAX 5G,4 
4420,650745779,CC ZMAX 5G,3 
4440,650745779,CC ZMAX 5G,5 
4444,650745779,CC ZMAX 5G,3 
4456,650745779,CC ZMAX 5G,5 
4459,650745779,CC ZMAX 5G,4 
4531,650745779,CC ZMAX 5G,4 
4540,650745779,CC ZMAX 5G,3 
4588,650745779,CC ZMAX 5G,4 
4599,650745779,CC ZMAX 5G,3 
4637,650745779,CC ZMAX 5G,4 
4664,650745779,CC ZMAX 5G,6 
4865,650745779,CC ZMAX 5G,4 
5034,650745779,CC ZMAX 5G,3 
5040,650745779,CC ZMAX 5G,2 
5055,650745779,CC ZMAX 5G,4 
5058,650745779,CC ZMAX 5G,3 
5063,650745779,CC ZMAX 5G,4 
5065,650745779,CC ZMAX 5G,4 
5087,650745779,CC ZMAX 5G,5 
5104,650745779,CC ZMAX 5G,3 
5144,650745779,CC ZMAX 5G,6 
5151,650745779,CC ZMAX 5G,5 
5173,650745779,CC ZMAX 5G,5 
5178,650745779,CC ZMAX 5G,3 
5185,650745779,CC ZMAX 5G,5 
5195,650745779,CC ZMAX 5G,5 
5196,650745779,CC ZMAX 5G,3 
5216,650745779,CC ZMAX 5G,2 
5260,650745779,CC ZMAX 5G,6 
5292,650745779,CC ZMAX 5G,4 
5331,650745779,CC ZMAX 5G,1 
5361,650745779,CC ZMAX 5G,3 
5373,650745779,CC ZMAX 5G,4 
5374,650745779,CC ZMAX 5G,4 
5390,650745779,CC ZMAX 5G,5 
5403,650745779,CC ZMAX 5G,5 
5410,650745779,CC ZMAX 5G,6 
5420,650745779,CC ZMAX 5G,5 
5422,650745779,CC ZMAX 5G,6 
5450,650745779,CC ZMAX 5G,4 
5481,650745779,CC ZMAX 5G,3 
5487,650745779,CC ZMAX 5G,8 
5703,650745779,CC ZMAX 5G,3 
5809,650745779,CC ZMAX 5G,6 
5879,650745779,CC ZMAX 5G,5 
5911,650745779,CC ZMAX 5G,4 
6395,650745779,CC ZMAX 5G,6 
6951,650745779,CC ZMAX 5G,3 
7181,650745779,CC ZMAX 5G,6 
2,653664920,CC VERVE SNAP RED,8 
4,653664920,CC VERVE SNAP RED,8 
11,653664920,CC VERVE SNAP RED,2 
14,653664920,CC VERVE SNAP RED,5 
17,653664920,CC VERVE SNAP RED,8 
25,653664920,CC VERVE SNAP RED,6 
27,653664920,CC VERVE SNAP RED,6 
35,653664920,CC VERVE SNAP RED,7 
36,653664920,CC VERVE SNAP RED,6 
38,653664920,CC VERVE SNAP RED,11 
43,653664920,CC VERVE SNAP RED,2 
45,653664920,CC VERVE SNAP RED,11 
49,653664920,CC VERVE SNAP RED,5 
52,653664920,CC VERVE SNAP RED,1 
59,653664920,CC VERVE SNAP RED,8 
62,653664920,CC VERVE SNAP RED,5 
70,653664920,CC VERVE SNAP RED,11 
75,653664920,CC VERVE SNAP RED,4 
87,653664920,CC VERVE SNAP RED,6 
95,653664920,CC VERVE SNAP RED,2 
104,653664920,CC VERVE SNAP RED,3 
112,653664920,CC VERVE SNAP RED,4 
123,653664920,CC VERVE SNAP RED,7 
124,653664920,CC VERVE SNAP RED,7 
130,653664920,CC VERVE SNAP RED,7 
131,653664920,CC VERVE SNAP RED,11 
141,653664920,CC VERVE SNAP RED,2 
145,653664920,CC VERVE SNAP RED,4 
150,653664920,CC VERVE SNAP RED,9 
151,653664920,CC VERVE SNAP RED,6 
178,653664920,CC VERVE SNAP RED,4 
188,653664920,CC VERVE SNAP RED,5 
192,653664920,CC VERVE SNAP RED,8 
200,653664920,CC VERVE SNAP RED,8 
214,653664920,CC VERVE SNAP RED,7 
231,653664920,CC VERVE SNAP RED,10 
232,653664920,CC VERVE SNAP RED,9 
237,653664920,CC VERVE SNAP RED,4 
253,653664920,CC VERVE SNAP RED,3 
264,653664920,CC VERVE SNAP RED,1 
276,653664920,CC VERVE SNAP RED,1 
287,653664920,CC VERVE SNAP RED,6 
298,653664920,CC VERVE SNAP RED,6 
307,653664920,CC VERVE SNAP RED,7 
309,653664920,CC VERVE SNAP RED,3 
329,653664920,CC VERVE SNAP RED,2 
332,653664920,CC VERVE SNAP RED,7 
335,653664920,CC VERVE SNAP RED,5 
340,653664920,CC VERVE SNAP RED,3 
355,653664920,CC VERVE SNAP RED,11 
359,653664920,CC VERVE SNAP RED,3 
372,653664920,CC VERVE SNAP RED,8 
386,653664920,CC VERVE SNAP RED,5 
392,653664920,CC VERVE SNAP RED,5 
399,653664920,CC VERVE SNAP RED,2 
410,653664920,CC VERVE SNAP RED,8 
414,653664920,CC VERVE SNAP RED,4 
417,653664920,CC VERVE SNAP RED,5 
431,653664920,CC VERVE SNAP RED,3 
448,653664920,CC VERVE SNAP RED,3 
450,653664920,CC VERVE SNAP RED,6 
459,653664920,CC VERVE SNAP RED,6 
462,653664920,CC VERVE SNAP RED,3 
467,653664920,CC VERVE SNAP RED,2 
480,653664920,CC VERVE SNAP RED,4 
491,653664920,CC VERVE SNAP RED,9 
494,653664920,CC VERVE SNAP RED,9 
495,653664920,CC VERVE SNAP RED,9 
499,653664920,CC VERVE SNAP RED,6 
501,653664920,CC VERVE SNAP RED,9 
505,653664920,CC VERVE SNAP RED,4 
511,653664920,CC VERVE SNAP RED,12 
520,653664920,CC VERVE SNAP RED,7 
526,653664920,CC VERVE SNAP RED,6 
529,653664920,CC VERVE SNAP RED,3 
544,653664920,CC VERVE SNAP RED,7 
547,653664920,CC VERVE SNAP RED,3 
548,653664920,CC VERVE SNAP RED,6 
549,653664920,CC VERVE SNAP RED,5 
552,653664920,CC VERVE SNAP RED,3 
556,653664920,CC VERVE SNAP RED,8 
575,653664920,CC VERVE SNAP RED,4 
578,653664920,CC VERVE SNAP RED,2 
585,653664920,CC VERVE SNAP RED,7 
588,653664920,CC VERVE SNAP RED,4 
589,653664920,CC VERVE SNAP RED,5 
593,653664920,CC VERVE SNAP RED,11 
598,653664920,CC VERVE SNAP RED,3 
599,653664920,CC VERVE SNAP RED,3 
611,653664920,CC VERVE SNAP RED,8 
614,653664920,CC VERVE SNAP RED,13 
615,653664920,CC VERVE SNAP RED,8 
616,653664920,CC VERVE SNAP RED,5 
630,653664920,CC VERVE SNAP RED,6 
634,653664920,CC VERVE SNAP RED,9 
639,653664920,CC VERVE SNAP RED,6 
645,653664920,CC VERVE SNAP RED,6 
652,653664920,CC VERVE SNAP RED,7 
657,653664920,CC VERVE SNAP RED,11 
658,653664920,CC VERVE SNAP RED,1 
663,653664920,CC VERVE SNAP RED,6 
665,653664920,CC VERVE SNAP RED,4 
669,653664920,CC VERVE SNAP RED,1 
670,653664920,CC VERVE SNAP RED,1 
671,653664920,CC VERVE SNAP RED,7 
672,653664920,CC VERVE SNAP RED,8 
677,653664920,CC VERVE SNAP RED,6 
680,653664920,CC VERVE SNAP RED,2 
685,653664920,CC VERVE SNAP RED,5 
686,653664920,CC VERVE SNAP RED,9 
687,653664920,CC VERVE SNAP RED,4 
692,653664920,CC VERVE SNAP RED,2 
693,653664920,CC VERVE SNAP RED,8 
708,653664920,CC VERVE SNAP RED,11 
710,653664920,CC VERVE SNAP RED,7 
716,653664920,CC VERVE SNAP RED,5 
723,653664920,CC VERVE SNAP RED,5 
729,653664920,CC VERVE SNAP RED,6 
734,653664920,CC VERVE SNAP RED,2 
739,653664920,CC VERVE SNAP RED,5 
742,653664920,CC VERVE SNAP RED,3 
754,653664920,CC VERVE SNAP RED,3 
766,653664920,CC VERVE SNAP RED,9 
767,653664920,CC VERVE SNAP RED,16 
772,653664920,CC VERVE SNAP RED,4 
775,653664920,CC VERVE SNAP RED,4 
801,653664920,CC VERVE SNAP RED,6 
808,653664920,CC VERVE SNAP RED,1 
809,653664920,CC VERVE SNAP RED,5 
810,653664920,CC VERVE SNAP RED,5 
813,653664920,CC VERVE SNAP RED,10 
826,653664920,CC VERVE SNAP RED,7 
837,653664920,CC VERVE SNAP RED,6 
854,653664920,CC VERVE SNAP RED,2 
864,653664920,CC VERVE SNAP RED,7 
870,653664920,CC VERVE SNAP RED,6 
877,653664920,CC VERVE SNAP RED,6 
878,653664920,CC VERVE SNAP RED,6 
894,653664920,CC VERVE SNAP RED,5 
899,653664920,CC VERVE SNAP RED,4 
904,653664920,CC VERVE SNAP RED,7 
917,653664920,CC VERVE SNAP RED,6 
922,653664920,CC VERVE SNAP RED,8 
924,653664920,CC VERVE SNAP RED,5 
927,653664920,CC VERVE SNAP RED,6 
932,653664920,CC VERVE SNAP RED,7 
958,653664920,CC VERVE SNAP RED,4 
966,653664920,CC VERVE SNAP RED,9 
969,653664920,CC VERVE SNAP RED,8 
970,653664920,CC VERVE SNAP RED,4 
981,653664920,CC VERVE SNAP RED,15 
990,653664920,CC VERVE SNAP RED,5 
1010,653664920,CC VERVE SNAP RED,8 
1022,653664920,CC VERVE SNAP RED,9 
1023,653664920,CC VERVE SNAP RED,5 
1025,653664920,CC VERVE SNAP RED,7 
1026,653664920,CC VERVE SNAP RED,8 
1027,653664920,CC VERVE SNAP RED,7 
1030,653664920,CC VERVE SNAP RED,8 
1033,653664920,CC VERVE SNAP RED,5 
1044,653664920,CC VERVE SNAP RED,10 
1059,653664920,CC VERVE SNAP RED,8 
1060,653664920,CC VERVE SNAP RED,5 
1066,653664920,CC VERVE SNAP RED,9 
1070,653664920,CC VERVE SNAP RED,3 
1072,653664920,CC VERVE SNAP RED,8 
1074,653664920,CC VERVE SNAP RED,6 
1080,653664920,CC VERVE SNAP RED,5 
1082,653664920,CC VERVE SNAP RED,9 
1090,653664920,CC VERVE SNAP RED,13 
1113,653664920,CC VERVE SNAP RED,6 
1121,653664920,CC VERVE SNAP RED,9 
1128,653664920,CC VERVE SNAP RED,7 
1133,653664920,CC VERVE SNAP RED,7 
1138,653664920,CC VERVE SNAP RED,6 
1140,653664920,CC VERVE SNAP RED,5 
1149,653664920,CC VERVE SNAP RED,1 
1151,653664920,CC VERVE SNAP RED,9 
1155,653664920,CC VERVE SNAP RED,13 
1163,653664920,CC VERVE SNAP RED,4 
1165,653664920,CC VERVE SNAP RED,7 
1184,653664920,CC VERVE SNAP RED,3 
1193,653664920,CC VERVE SNAP RED,9 
1195,653664920,CC VERVE SNAP RED,2 
1197,653664920,CC VERVE SNAP RED,5 
1199,653664920,CC VERVE SNAP RED,7 
1200,653664920,CC VERVE SNAP RED,5 
1203,653664920,CC VERVE SNAP RED,8 
1204,653664920,CC VERVE SNAP RED,4 
1207,653664920,CC VERVE SNAP RED,8 
1209,653664920,CC VERVE SNAP RED,10 
1218,653664920,CC VERVE SNAP RED,17 
1223,653664920,CC VERVE SNAP RED,18 
1229,653664920,CC VERVE SNAP RED,7 
1233,653664920,CC VERVE SNAP RED,2 
1238,653664920,CC VERVE SNAP RED,5 
1241,653664920,CC VERVE SNAP RED,5 
1242,653664920,CC VERVE SNAP RED,5 
1247,653664920,CC VERVE SNAP RED,10 
1253,653664920,CC VERVE SNAP RED,5 
1255,653664920,CC VERVE SNAP RED,11 
1263,653664920,CC VERVE SNAP RED,6 
1268,653664920,CC VERVE SNAP RED,8 
1270,653664920,CC VERVE SNAP RED,5 
1271,653664920,CC VERVE SNAP RED,6 
1281,653664920,CC VERVE SNAP RED,9 
1285,653664920,CC VERVE SNAP RED,9 
1290,653664920,CC VERVE SNAP RED,7 
1295,653664920,CC VERVE SNAP RED,3 
1297,653664920,CC VERVE SNAP RED,9 
1298,653664920,CC VERVE SNAP RED,7 
1300,653664920,CC VERVE SNAP RED,9 
1301,653664920,CC VERVE SNAP RED,5 
1302,653664920,CC VERVE SNAP RED,6 
1304,653664920,CC VERVE SNAP RED,1 
1306,653664920,CC VERVE SNAP RED,7 
1315,653664920,CC VERVE SNAP RED,9 
1317,653664920,CC VERVE SNAP RED,4 
1319,653664920,CC VERVE SNAP RED,1 
1320,653664920,CC VERVE SNAP RED,7 
1326,653664920,CC VERVE SNAP RED,4 
1327,653664920,CC VERVE SNAP RED,5 
1345,653664920,CC VERVE SNAP RED,3 
1348,653664920,CC VERVE SNAP RED,9 
1355,653664920,CC VERVE SNAP RED,6 
1357,653664920,CC VERVE SNAP RED,1 
1358,653664920,CC VERVE SNAP RED,9 
1362,653664920,CC VERVE SNAP RED,7 
1367,653664920,CC VERVE SNAP RED,7 
1371,653664920,CC VERVE SNAP RED,8 
1375,653664920,CC VERVE SNAP RED,3 
1376,653664920,CC VERVE SNAP RED,1 
1378,653664920,CC VERVE SNAP RED,5 
1382,653664920,CC VERVE SNAP RED,8 
1385,653664920,CC VERVE SNAP RED,7 
1392,653664920,CC VERVE SNAP RED,10 
1424,653664920,CC VERVE SNAP RED,6 
1441,653664920,CC VERVE SNAP RED,3 
1444,653664920,CC VERVE SNAP RED,6 
1446,653664920,CC VERVE SNAP RED,4 
1449,653664920,CC VERVE SNAP RED,5 
1451,653664920,CC VERVE SNAP RED,4 
1454,653664920,CC VERVE SNAP RED,5 
1456,653664920,CC VERVE SNAP RED,4 
1458,653664920,CC VERVE SNAP RED,3 
1460,653664920,CC VERVE SNAP RED,3 
1464,653664920,CC VERVE SNAP RED,8 
1465,653664920,CC VERVE SNAP RED,5 
1477,653664920,CC VERVE SNAP RED,1 
1486,653664920,CC VERVE SNAP RED,9 
1488,653664920,CC VERVE SNAP RED,7 
1492,653664920,CC VERVE SNAP RED,9 
1500,653664920,CC VERVE SNAP RED,8 
1502,653664920,CC VERVE SNAP RED,6 
1505,653664920,CC VERVE SNAP RED,8 
1507,653664920,CC VERVE SNAP RED,10 
1516,653664920,CC VERVE SNAP RED,4 
1522,653664920,CC VERVE SNAP RED,7 
1524,653664920,CC VERVE SNAP RED,4 
1526,653664920,CC VERVE SNAP RED,7 
1535,653664920,CC VERVE SNAP RED,8 
1536,653664920,CC VERVE SNAP RED,7 
1539,653664920,CC VERVE SNAP RED,2 
1543,653664920,CC VERVE SNAP RED,7 
1564,653664920,CC VERVE SNAP RED,5 
1567,653664920,CC VERVE SNAP RED,5 
1568,653664920,CC VERVE SNAP RED,7 
1570,653664920,CC VERVE SNAP RED,1 
1571,653664920,CC VERVE SNAP RED,6 
1585,653664920,CC VERVE SNAP RED,9 
1590,653664920,CC VERVE SNAP RED,6 
1605,653664920,CC VERVE SNAP RED,7 
1620,653664920,CC VERVE SNAP RED,4 
1626,653664920,CC VERVE SNAP RED,4 
1627,653664920,CC VERVE SNAP RED,7 
1654,653664920,CC VERVE SNAP RED,6 
1662,653664920,CC VERVE SNAP RED,8 
1663,653664920,CC VERVE SNAP RED,6 
1665,653664920,CC VERVE SNAP RED,5 
1667,653664920,CC VERVE SNAP RED,6 
1669,653664920,CC VERVE SNAP RED,7 
1677,653664920,CC VERVE SNAP RED,7 
1687,653664920,CC VERVE SNAP RED,4 
1689,653664920,CC VERVE SNAP RED,3 
1707,653664920,CC VERVE SNAP RED,5 
1739,653664920,CC VERVE SNAP RED,7 
1742,653664920,CC VERVE SNAP RED,1 
1745,653664920,CC VERVE SNAP RED,6 
1764,653664920,CC VERVE SNAP RED,8 
1765,653664920,CC VERVE SNAP RED,5 
1769,653664920,CC VERVE SNAP RED,5 
1771,653664920,CC VERVE SNAP RED,7 
1772,653664920,CC VERVE SNAP RED,8 
1774,653664920,CC VERVE SNAP RED,10 
1782,653664920,CC VERVE SNAP RED,5 
1788,653664920,CC VERVE SNAP RED,6 
1789,653664920,CC VERVE SNAP RED,2 
1794,653664920,CC VERVE SNAP RED,2 
1798,653664920,CC VERVE SNAP RED,5 
1799,653664920,CC VERVE SNAP RED,5 
1812,653664920,CC VERVE SNAP RED,1 
1819,653664920,CC VERVE SNAP RED,5 
1830,653664920,CC VERVE SNAP RED,10 
1833,653664920,CC VERVE SNAP RED,5 
1834,653664920,CC VERVE SNAP RED,1 
1835,653664920,CC VERVE SNAP RED,3 
1842,653664920,CC VERVE SNAP RED,7 
1856,653664920,CC VERVE SNAP RED,8 
1871,653664920,CC VERVE SNAP RED,9 
1872,653664920,CC VERVE SNAP RED,8 
1878,653664920,CC VERVE SNAP RED,4 
1880,653664920,CC VERVE SNAP RED,8 
1885,653664920,CC VERVE SNAP RED,3 
1931,653664920,CC VERVE SNAP RED,7 
1935,653664920,CC VERVE SNAP RED,4 
1936,653664920,CC VERVE SNAP RED,5 
1946,653664920,CC VERVE SNAP RED,8 
1978,653664920,CC VERVE SNAP RED,5 
1981,653664920,CC VERVE SNAP RED,5 
1983,653664920,CC VERVE SNAP RED,3 
1986,653664920,CC VERVE SNAP RED,9 
1994,653664920,CC VERVE SNAP RED,7 
2004,653664920,CC VERVE SNAP RED,6 
2005,653664920,CC VERVE SNAP RED,4 
2009,653664920,CC VERVE SNAP RED,3 
2019,653664920,CC VERVE SNAP RED,9 
2036,653664920,CC VERVE SNAP RED,10 
2046,653664920,CC VERVE SNAP RED,8 
2047,653664920,CC VERVE SNAP RED,5 
2048,653664920,CC VERVE SNAP RED,9 
2049,653664920,CC VERVE SNAP RED,5 
2055,653664920,CC VERVE SNAP RED,6 
2056,653664920,CC VERVE SNAP RED,6 
2074,653664920,CC VERVE SNAP RED,7 
2078,653664920,CC VERVE SNAP RED,3 
2083,653664920,CC VERVE SNAP RED,3 
2084,653664920,CC VERVE SNAP RED,10 
2086,653664920,CC VERVE SNAP RED,4 
2089,653664920,CC VERVE SNAP RED,4 
2111,653664920,CC VERVE SNAP RED,8 
2115,653664920,CC VERVE SNAP RED,9 
2116,653664920,CC VERVE SNAP RED,9 
2123,653664920,CC VERVE SNAP RED,5 
2127,653664920,CC VERVE SNAP RED,8 
2132,653664920,CC VERVE SNAP RED,3 
2137,653664920,CC VERVE SNAP RED,7 
2147,653664920,CC VERVE SNAP RED,3 
2153,653664920,CC VERVE SNAP RED,9 
2177,653664920,CC VERVE SNAP RED,4 
2193,653664920,CC VERVE SNAP RED,6 
2199,653664920,CC VERVE SNAP RED,5 
2205,653664920,CC VERVE SNAP RED,7 
2209,653664920,CC VERVE SNAP RED,9 
2224,653664920,CC VERVE SNAP RED,6 
2233,653664920,CC VERVE SNAP RED,6 
2234,653664920,CC VERVE SNAP RED,7 
2243,653664920,CC VERVE SNAP RED,6 
2244,653664920,CC VERVE SNAP RED,9 
2245,653664920,CC VERVE SNAP RED,12 
2249,653664920,CC VERVE SNAP RED,2 
2256,653664920,CC VERVE SNAP RED,8 
2257,653664920,CC VERVE SNAP RED,9 
2265,653664920,CC VERVE SNAP RED,9 
2285,653664920,CC VERVE SNAP RED,7 
2309,653664920,CC VERVE SNAP RED,5 
2310,653664920,CC VERVE SNAP RED,8 
2312,653664920,CC VERVE SNAP RED,7 
2321,653664920,CC VERVE SNAP RED,7 
2330,653664920,CC VERVE SNAP RED,4 
2338,653664920,CC VERVE SNAP RED,7 
2346,653664920,CC VERVE SNAP RED,6 
2370,653664920,CC VERVE SNAP RED,5 
2402,653664920,CC VERVE SNAP RED,6 
2405,653664920,CC VERVE SNAP RED,4 
2419,653664920,CC VERVE SNAP RED,1 
2434,653664920,CC VERVE SNAP RED,7 
2444,653664920,CC VERVE SNAP RED,5 
2455,653664920,CC VERVE SNAP RED,5 
2460,653664920,CC VERVE SNAP RED,3 
2471,653664920,CC VERVE SNAP RED,4 
2473,653664920,CC VERVE SNAP RED,8 
2474,653664920,CC VERVE SNAP RED,5 
2475,653664920,CC VERVE SNAP RED,10 
2477,653664920,CC VERVE SNAP RED,6 
2481,653664920,CC VERVE SNAP RED,3 
2509,653664920,CC VERVE SNAP RED,4 
2535,653664920,CC VERVE SNAP RED,2 
2546,653664920,CC VERVE SNAP RED,9 
2580,653664920,CC VERVE SNAP RED,15 
2581,653664920,CC VERVE SNAP RED,6 
2591,653664920,CC VERVE SNAP RED,2 
2597,653664920,CC VERVE SNAP RED,5 
2619,653664920,CC VERVE SNAP RED,6 
2621,653664920,CC VERVE SNAP RED,6 
2631,653664920,CC VERVE SNAP RED,9 
2633,653664920,CC VERVE SNAP RED,5 
2679,653664920,CC VERVE SNAP RED,7 
2692,653664920,CC VERVE SNAP RED,4 
2696,653664920,CC VERVE SNAP RED,4 
2711,653664920,CC VERVE SNAP RED,7 
2716,653664920,CC VERVE SNAP RED,6 
2722,653664920,CC VERVE SNAP RED,10 
2787,653664920,CC VERVE SNAP RED,3 
2789,653664920,CC VERVE SNAP RED,8 
2838,653664920,CC VERVE SNAP RED,3 
2852,653664920,CC VERVE SNAP RED,9 
2872,653664920,CC VERVE SNAP RED,3 
2886,653664920,CC VERVE SNAP RED,8 
2891,653664920,CC VERVE SNAP RED,10 
2894,653664920,CC VERVE SNAP RED,3 
2910,653664920,CC VERVE SNAP RED,6 
2929,653664920,CC VERVE SNAP RED,8 
2932,653664920,CC VERVE SNAP RED,1 
2936,653664920,CC VERVE SNAP RED,4 
2938,653664920,CC VERVE SNAP RED,4 
2963,653664920,CC VERVE SNAP RED,3 
2996,653664920,CC VERVE SNAP RED,4 
3044,653664920,CC VERVE SNAP RED,6 
