Store,Market,Actual Install Scheduled Date
781,81,
782,88,
788,328,
815,336,
827,45,
861,71,
865,87,
877,309,
895,336,
898,73,
901,77,
915,62,
917,81,
939,76,
944,15,
945,71,
947,350,
948,304,
951,85,
964,505,
1008,378,
1022,45,
1039,304,
1040,65,
1041,569,
1042,85,
1046,88,
1065,325,
1067,84,
1080,124,
1089,120,
1103,59,
1105,326,
1131,304,
1147,328,
1148,349,
1155,310,
1159,123,
1166,300,
1194,121,
1197,301,
1198,506,
1209,305,
1217,294,
1235,86,
1249,74,
1254,76,
1255,309,
1268,300,
1279,59,
1300,302,
1303,81,
1315,381,
1319,122,
1320,122,
1347,87,
1348,300,
1354,301,
1385,305,
1412,381,
1423,203,
1456,381,
1457,381,
1461,381,
1467,121,
1469,119,
1485,382,
1494,78,
1508,382,
1593,202,
1606,119,
1613,308,
1642,202,
1689,376,
1771,202,
1821,306,
1837,59,
1950,301,
1958,80,
1996,553,
2000,301,
2065,122,
2134,306,
2237,118,
2239,86,
2310,122,
2404,87,
2496,124,
2505,62,
2575,326,
2587,326,
2599,86,
2612,505,
2704,298,
2730,301,
2763,569,
2769,87,
2932,122,
2991,82,
2993,62,
3106,86,
3136,505,
3226,65,
3229,349,
3230,324,
3234,123,
3279,77,
3297,67,
3319,81,
3320,80,
3331,327,
3371,309,
3390,68,
3391,87,
3510,62,
3567,80,
3585,68,
3591,68,
3595,310,
3659,119,
3660,120,
3763,505,
3829,124,
3835,119,
3852,124,
3888,86,
4111,65,
4163,82,
4166,121,
4168,326,
4219,82,
4224,304,
4226,119,
4298,59,
4299,71,
4428,294,
4460,324,
4477,308,
4635,122,
5091,67,
5145,86,
5216,70,
5244,324,
5245,77,
5246,65,
5251,119,
5260,323,
5263,119,
5287,68,
5433,325,
5477,336,
5479,83,
5706,324,
5713,88,
5787,310,
5808,569,
5898,78,
6467,45,
6789,308,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
3654,534,6/5/2023
54,322,7/17/2023
141,321,7/19/2023
16,321,7/24/2023
2,322,7/26/2023
896,49,7/31/2023
1117,51,8/2/2023
5191,55,8/8/2023
2105,53,8/14/2023
6966,504,8/14/2023
5129,283,10/3/2023
359,322,10/9/2023
2978,44,2/25/2024
4164,55,2/25/2024
2979,58,2/26/2024
3392,58,2/26/2024
284,49,2/27/2024
371,48,2/28/2024
972,479,2/28/2024
2975,561,2/28/2024
3594,58,2/28/2024
259,583,3/3/2024
488,97,3/3/2024
720,260,3/3/2024
1286,41,3/3/2024
1525,287,3/3/2024
3284,44,3/3/2024
4046,561,3/3/2024
217,53,3/4/2024
220,48,3/4/2024
789,583,3/4/2024
1055,583,3/4/2024
1210,260,3/4/2024
4521,41,3/4/2024
940,479,3/5/2024
1800,583,3/5/2024
3531,467,3/5/2024
1077,97,3/6/2024
2795,287,3/6/2024
2926,56,3/6/2024
2981,58,3/6/2024
5853,467,3/6/2024
228,48,3/10/2024
493,259,3/10/2024
2086,56,3/10/2024
202,51,3/11/2024
260,55,3/11/2024
421,479,3/11/2024
571,260,3/11/2024
1375,97,3/11/2024
5614,58,3/11/2024
206,52,3/12/2024
286,55,3/12/2024
584,260,3/12/2024
1408,97,3/12/2024
692,260,3/13/2024
3777,56,3/13/2024
5312,479,3/13/2024
519,260,3/17/2024
3218,467,3/17/2024
5172,97,3/17/2024
507,260,3/18/2024
3705,467,3/18/2024
4440,41,3/18/2024
4520,97,3/18/2024
881,41,3/19/2024
1523,290,3/19/2024
3850,467,3/19/2024
4427,97,3/19/2024
2214,41,3/20/2024
3537,467,3/20/2024
4191,287,3/20/2024
2249,467,3/24/2024
2295,287,3/24/2024
4137,467,3/24/2024
1164,41,3/25/2024
1223,97,3/25/2024
2469,467,3/25/2024
3869,287,3/25/2024
1183,41,3/26/2024
1339,41,3/26/2024
1730,287,3/26/2024
2628,260,3/26/2024
125,321,4/30/2024
1390,111,4/30/2024
1536,111,4/30/2024
2740,104,4/30/2024
7032,287,4/30/2024
209,321,5/1/2024
358,321,5/1/2024
388,321,5/1/2024
1513,111,5/1/2024
2783,260,5/1/2024
3372,111,5/1/2024
4690,111,5/1/2024
76,322,5/5/2024
373,322,5/5/2024
1712,111,5/5/2024
2050,396,5/5/2024
67,321,5/6/2024
2293,585,5/6/2024
2796,111,5/6/2024
3418,104,5/6/2024
66,321,5/7/2024
230,321,5/7/2024
1482,112,5/7/2024
1560,396,5/7/2024
2223,585,5/7/2024
2838,396,5/7/2024
55,321,5/8/2024
2081,111,5/12/2024
279,321,5/13/2024
1035,42,5/13/2024
1053,242,5/13/2024
1118,55,5/13/2024
1501,112,5/13/2024
2427,53,5/13/2024
2752,585,5/13/2024
2973,51,5/13/2024
807,50,5/14/2024
1281,42,5/14/2024
2593,396,5/14/2024
2996,53,5/14/2024
3197,112,5/14/2024
3231,321,5/14/2024
3294,242,5/14/2024
4509,48,5/14/2024
5041,514,5/14/2024
5049,380,5/14/2024
5101,396,5/14/2024
1216,53,5/15/2024
1308,380,5/15/2024
2038,292,5/15/2024
2806,42,5/15/2024
3274,50,5/15/2024
3406,51,5/15/2024
3432,49,5/15/2024
4681,112,5/15/2024
5218,111,5/15/2024
5417,243,5/15/2024
426,53,5/19/2024
638,42,5/19/2024
1904,292,5/19/2024
2883,56,5/19/2024
3077,292,5/19/2024
4356,396,5/19/2024
5810,49,5/19/2024
629,39,5/20/2024
2751,380,5/20/2024
3639,292,5/20/2024
5036,112,5/20/2024
5707,52,5/20/2024
5823,583,5/20/2024
1960,112,5/21/2024
3482,51,5/21/2024
3631,44,5/21/2024
4284,380,5/21/2024
5070,396,5/21/2024
5220,112,5/21/2024
5227,292,5/21/2024
7178,56,5/21/2024
497,242,5/28/2024
2463,56,5/28/2024
2627,112,5/28/2024
2834,50,5/28/2024
5247,479,5/28/2024
5880,292,5/28/2024
7290,242,5/28/2024
1455,44,5/29/2024
2980,479,5/29/2024
3225,583,5/29/2024
4215,55,5/29/2024
4593,42,5/29/2024
4627,52,5/29/2024
5866,56,5/29/2024
3044,50,6/2/2024
3224,583,6/2/2024
5987,583,6/2/2024
590,48,6/3/2024
3773,479,6/3/2024
5673,51,6/3/2024
6300,56,6/3/2024
3286,52,6/4/2024
4165,479,6/4/2024
5316,479,6/4/2024
5964,112,6/4/2024
8930,583,6/4/2024
4240,53,6/5/2024
5288,49,6/5/2024
5764,479,6/5/2024
265,45,6/9/2024
2918,51,6/9/2024
3431,48,6/9/2024
963,48,6/10/2024
5080,50,6/10/2024
6963,52,6/10/2024
1801,44,6/11/2024
5092,53,6/11/2024
5210,51,6/11/2024
5416,50,6/12/2024
5672,51,6/12/2024
632,36,6/16/2024
735,151,6/16/2024
977,98,6/16/2024
1048,257,6/16/2024
1119,105,6/16/2024
1170,256,6/16/2024
1245,114,6/16/2024
1321,299,6/16/2024
1436,107,6/16/2024
2319,471,6/16/2024
2646,317,6/16/2024
5211,52,6/16/2024
5359,48,6/16/2024
5845,15,6/16/2024
580,116,6/17/2024
656,151,6/17/2024
728,29,6/17/2024
760,256,6/17/2024
1134,7,6/17/2024
1178,50,6/17/2024
1189,258,6/17/2024
1372,299,6/17/2024
1664,299,6/17/2024
2325,472,6/17/2024
2762,312,6/17/2024
3285,44,6/17/2024
3417,105,6/17/2024
4260,107,6/17/2024
5311,52,6/17/2024
6978,101,6/17/2024
1220,90,6/18/2024
1398,108,6/18/2024
1743,258,6/18/2024
1751,297,6/18/2024
2114,7,6/18/2024
2121,472,6/18/2024
2703,38,6/18/2024
3017,153,6/18/2024
3362,253,6/18/2024
3480,311,6/18/2024
4279,44,6/18/2024
4444,98,6/18/2024
4499,299,6/18/2024
5055,105,6/18/2024
5058,153,6/18/2024
682,151,6/19/2024
804,48,6/19/2024
819,105,6/19/2024
825,257,6/19/2024
1135,38,6/19/2024
1190,257,6/19/2024
1219,101,6/19/2024
1374,91,6/19/2024
2645,314,6/19/2024
2947,476,6/19/2024
4365,90,6/19/2024
4484,297,6/19/2024
5046,299,6/19/2024
5616,153,6/19/2024
5911,108,6/19/2024
4108,323,6/20/2024
126,324,6/23/2024
552,258,6/23/2024
688,153,6/23/2024
1614,297,6/23/2024
2757,151,6/23/2024
2805,314,6/23/2024
3308,101,6/23/2024
3858,108,6/23/2024
4583,35,6/23/2024
5078,473,6/23/2024
5743,299,6/23/2024
2575,326,6/24/2024
272,153,6/24/2024
547,114,6/24/2024
1081,93,6/24/2024
1517,108,6/24/2024
1682,288,6/24/2024
2016,473,6/24/2024
2836,299,6/24/2024
5118,297,6/24/2024
5254,297,6/24/2024
7020,153,6/24/2024
960,93,6/25/2024
1702,92,6/25/2024
2258,283,6/25/2024
2484,118,6/25/2024
3717,153,6/25/2024
4458,299,6/25/2024
4461,259,6/25/2024
4482,152,6/25/2024
5292,297,6/25/2024
406,151,6/26/2024
659,153,6/26/2024
696,258,6/26/2024
1079,94,6/26/2024
2058,297,6/26/2024
2247,299,6/26/2024
2987,109,6/26/2024
5932,109,6/26/2024
5035,116,6/30/2024
289,327,7/7/2024
1105,326,7/7/2024
5433,325,7/7/2024
1083,101,7/7/2024
1086,90,7/7/2024
1104,95,7/7/2024
1141,249,7/7/2024
1350,315,7/7/2024
1605,14,7/7/2024
2595,471,7/7/2024
3210,275,7/7/2024
3265,288,7/7/2024
788,328,7/8/2024
5244,324,7/8/2024
1090,101,7/8/2024
1222,14,7/8/2024
1275,482,7/8/2024
1847,93,7/8/2024
1934,314,7/8/2024
2196,472,7/8/2024
2529,289,7/8/2024
3243,312,7/8/2024
3602,275,7/8/2024
4332,90,7/8/2024
18,328,7/8/2024
127,325,7/9/2024
4168,326,7/9/2024
343,275,7/9/2024
697,93,7/9/2024
919,15,7/9/2024
994,104,7/9/2024
1345,314,7/9/2024
1655,482,7/9/2024
2037,472,7/9/2024
2337,312,7/9/2024
3214,288,7/9/2024
3463,114,7/9/2024
3702,98,7/9/2024
4588,91,7/9/2024
5872,15,7/9/2024
1,323,7/10/2024
62,329,7/10/2024
85,324,7/10/2024
759,116,7/10/2024
941,114,7/10/2024
1173,98,7/10/2024
1213,95,7/10/2024
1602,275,7/10/2024
1841,289,7/10/2024
2269,473,7/10/2024
2387,114,7/10/2024
2594,471,7/10/2024
3119,15,7/10/2024
3435,249,7/10/2024
3573,286,7/10/2024
3757,471,7/10/2024
4064,289,7/10/2024
5326,93,7/10/2024
171,327,7/14/2024
318,325,7/14/2024
143,253,7/14/2024
1082,98,7/14/2024
1690,275,7/14/2024
1970,159,7/14/2024
2902,159,7/14/2024
3053,471,7/14/2024
3207,94,7/14/2024
3235,553,7/14/2024
5253,289,7/14/2024
5871,91,7/14/2024
6476,482,7/14/2024
33,325,7/15/2024
58,325,7/15/2024
128,329,7/15/2024
430,253,7/15/2024
857,94,7/15/2024
884,249,7/15/2024
2128,159,7/15/2024
2520,291,7/15/2024
2728,275,7/15/2024
2881,90,7/15/2024
2904,159,7/15/2024
3217,473,7/15/2024
3270,311,7/15/2024
3309,98,7/15/2024
3644,289,7/15/2024
33,325,7/15/2024
119,328,7/16/2024
1065,325,7/16/2024
481,273,7/16/2024
491,253,7/16/2024
860,94,7/16/2024
923,482,7/16/2024
942,89,7/16/2024
956,92,7/16/2024
1023,311,7/16/2024
1029,95,7/16/2024
2241,475,7/16/2024
2788,482,7/16/2024
3200,159,7/16/2024
4161,110,7/16/2024
4258,291,7/16/2024
5054,98,7/16/2024
8,326,7/16/2024
52,325,7/17/2024
133,325,7/17/2024
530,327,7/17/2024
410,146,7/17/2024
550,273,7/17/2024
665,257,7/17/2024
967,104,7/17/2024
1580,249,7/17/2024
1852,291,7/17/2024
2103,159,7/17/2024
2194,283,7/17/2024
2786,482,7/17/2024
3782,91,7/17/2024
5883,474,7/17/2024
6397,110,7/17/2024
45,329,7/21/2024
124,324,7/21/2024
1406,286,7/21/2024
1454,275,7/21/2024
1510,225,7/21/2024
2626,101,7/21/2024
2832,29,7/21/2024
3191,35,7/21/2024
3261,475,7/21/2024
3397,553,7/21/2024
5250,90,7/21/2024
5772,95,7/21/2024
4,323,7/22/2024
68,329,7/22/2024
281,328,7/22/2024
480,275,7/22/2024
943,91,7/22/2024
1283,93,7/22/2024
1845,109,7/22/2024
1947,473,7/22/2024
2265,35,7/22/2024
2564,286,7/22/2024
2934,273,7/22/2024
2968,242,7/22/2024
3526,95,7/22/2024
6395,29,7/22/2024
74,329,7/23/2024
336,325,7/23/2024
4460,324,7/23/2024
422,273,7/23/2024
445,256,7/23/2024
693,259,7/23/2024
711,257,7/23/2024
713,89,7/23/2024
1270,39,7/23/2024
1451,275,7/23/2024
2491,273,7/23/2024
2647,286,7/23/2024
2695,89,7/23/2024
3387,118,7/23/2024
5325,109,7/23/2024
5745,305,7/23/2024
11,328,7/23/2024
36,329,7/24/2024
1147,328,7/24/2024
2587,326,7/24/2024
110,89,7/24/2024
334,275,7/24/2024
634,38,7/24/2024
1205,101,7/24/2024
1225,101,7/24/2024
2865,474,7/24/2024
3255,273,7/24/2024
3415,104,7/24/2024
3877,93,7/24/2024
4457,38,7/24/2024
36,329,7/24/2024
100,323,7/28/2024
229,329,7/28/2024
261,325,7/28/2024
348,327,7/28/2024
694,254,7/28/2024
928,98,7/28/2024
1068,92,7/28/2024
1203,114,7/28/2024
1505,258,7/28/2024
1726,315,7/28/2024
1916,108,7/28/2024
2006,475,7/28/2024
3754,473,7/28/2024
3770,312,7/28/2024
57,328,7/29/2024
296,325,7/29/2024
545,258,7/29/2024
925,112,7/29/2024
959,95,7/29/2024
1874,118,7/29/2024
2807,315,7/29/2024
3348,107,7/29/2024
3363,254,7/29/2024
5912,110,7/29/2024
5,326,7/30/2024
71,328,7/30/2024
157,328,7/30/2024
154,311,7/30/2024
333,254,7/30/2024
1763,311,7/30/2024
2176,107,7/30/2024
2459,115,7/30/2024
3347,116,7/30/2024
3349,118,7/30/2024
5455,92,7/30/2024
5753,283,7/30/2024
6952,286,7/30/2024
83,327,7/31/2024
339,327,7/31/2024
3230,324,7/31/2024
3331,327,7/31/2024
299,254,7/31/2024
689,257,7/31/2024
719,257,7/31/2024
739,258,7/31/2024
1224,14,7/31/2024
1302,311,7/31/2024
1335,315,7/31/2024
5936,283,7/31/2024
102,327,8/4/2024
169,326,8/4/2024
5260,323,8/4/2024
5706,324,8/4/2024
709,256,8/4/2024
938,8,8/4/2024
1101,8,8/4/2024
1280,388,8/4/2024
1292,312,8/4/2024
1434,391,8/4/2024
1680,110,8/4/2024
2256,296,8/4/2024
2336,159,8/4/2024
4288,379,8/4/2024
5003,375,8/4/2024
5214,90,8/4/2024
5272,472,8/4/2024
7,326,8/4/2024
613,94,8/5/2024
718,116,8/5/2024
734,7,8/5/2024
1063,7,8/5/2024
1226,149,8/5/2024
1287,296,8/5/2024
1309,312,8/5/2024
1659,379,8/5/2024
2227,159,8/5/2024
2596,471,8/5/2024
5051,378,8/5/2024
5854,110,8/5/2024
7181,33,8/5/2024
563,94,8/6/2024
700,8,8/6/2024
725,116,8/6/2024
1344,315,8/6/2024
1549,368,8/6/2024
2101,475,8/6/2024
2122,159,8/6/2024
2814,110,8/6/2024
3380,475,8/6/2024
3495,149,8/6/2024
4274,305,8/6/2024
5370,379,8/6/2024
5458,388,8/6/2024
5487,35,8/6/2024
582,94,8/7/2024
671,152,8/7/2024
740,7,8/7/2024
842,389,8/7/2024
859,116,8/7/2024
1382,39,8/7/2024
1687,288,8/7/2024
2151,109,8/7/2024
2539,474,8/7/2024
3538,92,8/7/2024
4394,474,8/7/2024
4459,301,8/7/2024
4599,378,8/7/2024
5266,104,8/7/2024
5429,368,8/7/2024
5705,37,8/7/2024
1159,123,8/11/2024
1467,121,8/11/2024
1469,119,8/11/2024
1197,301,8/11/2024
3234,123,8/11/2024
3659,119,8/11/2024
3852,124,8/11/2024
4226,119,8/11/2024
4635,122,8/11/2024
1131,304,8/11/2024
1821,306,8/11/2024
1155,310,8/11/2024
4224,304,8/11/2024
869,375,8/11/2024
930,8,8/11/2024
980,378,8/11/2024
1004,115,8/11/2024
1010,309,8/11/2024
1349,109,8/11/2024
1444,98,8/11/2024
1825,286,8/11/2024
2005,306,8/11/2024
2341,159,8/11/2024
2472,308,8/11/2024
4435,149,8/11/2024
742,124,8/12/2024
1255,309,8/12/2024
723,7,8/12/2024
1019,389,8/12/2024
1376,152,8/12/2024
1502,301,8/12/2024
1527,301,8/12/2024
1833,291,8/12/2024
2843,95,8/12/2024
3177,378,8/12/2024
3289,124,8/12/2024
3370,115,8/12/2024
4335,391,8/12/2024
5882,108,8/12/2024
3829,124,8/13/2024
2730,301,8/13/2024
5263,119,8/13/2024
604,7,8/13/2024
921,388,8/13/2024
1058,388,8/13/2024
1199,388,8/13/2024
1312,310,8/13/2024
1662,304,8/13/2024
2438,291,8/13/2024
2920,101,8/13/2024
3304,298,8/13/2024
5175,121,8/13/2024
5348,8,8/13/2024
5391,105,8/13/2024
5727,115,8/13/2024
5747,306,8/13/2024
678,123,8/14/2024
685,123,8/14/2024
483,8,8/14/2024
515,18,8/14/2024
630,38,8/14/2024
769,115,8/14/2024
905,379,8/14/2024
924,378,8/14/2024
3219,287,8/14/2024
4262,95,8/14/2024
4407,8,8/14/2024
4483,149,8/14/2024
5099,388,8/14/2024
5300,114,8/14/2024
6477,370,8/14/2024
6879,310,8/14/2024
3701,302,8/14/2024
3595,310,8/18/2024
2000,301,8/18/2024
390,149,8/18/2024
625,36,8/18/2024
705,89,8/18/2024
706,89,8/18/2024
729,256,8/18/2024
984,376,8/18/2024
2534,7,8/18/2024
3344,286,8/18/2024
3439,15,8/18/2024
3894,260,8/18/2024
4318,8,8/18/2024
5037,98,8/18/2024
5123,391,8/18/2024
5835,370,8/18/2024
1194,121,8/19/2024
1319,122,8/19/2024
538,93,8/19/2024
673,149,8/19/2024
779,114,8/19/2024
986,388,8/19/2024
1036,294,8/19/2024
1233,258,8/19/2024
1290,304,8/19/2024
1362,15,8/19/2024
1392,300,8/19/2024
1462,7,8/19/2024
1808,388,8/19/2024
2729,378,8/19/2024
4514,286,8/19/2024
5330,369,8/19/2024
687,121,8/20/2024
1080,124,8/20/2024
877,309,8/20/2024
3660,120,8/20/2024
3835,119,8/20/2024
551,93,8/20/2024
702,259,8/20/2024
800,89,8/20/2024
818,15,8/20/2024
953,378,8/20/2024
1075,149,8/20/2024
1091,7,8/20/2024
1097,309,8/20/2024
1132,298,8/20/2024
1165,256,8/20/2024
1191,296,8/20/2024
4638,291,8/20/2024
1320,122,8/21/2024
1209,305,8/21/2024
5251,119,8/21/2024
579,94,8/21/2024
701,254,8/21/2024
890,91,8/21/2024
1140,259,8/21/2024
1207,15,8/21/2024
1242,294,8/21/2024
3137,149,8/21/2024
4682,315,8/21/2024
5190,370,8/21/2024
5232,388,8/21/2024
5329,370,8/21/2024
672,122,8/25/2024
2065,122,8/25/2024
948,304,8/25/2024
1354,301,8/25/2024
589,256,8/25/2024
616,41,8/25/2024
767,101,8/25/2024
1838,394,8/25/2024
1842,298,8/25/2024
2793,308,8/25/2024
3382,389,8/25/2024
3465,369,8/25/2024
3867,379,8/25/2024
4232,370,8/25/2024
4567,379,8/25/2024
5236,254,8/25/2024
5299,89,8/25/2024
5343,291,8/25/2024
2310,122,8/26/2024
2932,122,8/26/2024
1950,301,8/26/2024
1348,300,8/26/2024
655,253,8/26/2024
908,90,8/26/2024
1034,305,8/26/2024
1355,302,8/26/2024
1579,296,8/26/2024
2137,296,8/26/2024
2402,400,8/26/2024
2512,369,8/26/2024
2515,370,8/26/2024
3018,389,8/26/2024
4639,376,8/26/2024
4697,315,8/26/2024
5087,37,8/26/2024
6931,256,8/26/2024
680,123,8/27/2024
698,119,8/27/2024
1613,308,8/27/2024
1268,300,8/27/2024
431,253,8/27/2024
569,257,8/27/2024
1001,389,8/27/2024
1095,388,8/27/2024
1238,310,8/27/2024
1598,370,8/27/2024
1748,33,8/27/2024
2672,389,8/27/2024
2845,296,8/27/2024
3626,308,8/27/2024
3700,309,8/27/2024
5033,378,8/27/2024
5894,91,8/27/2024
578,123,8/28/2024
2496,124,8/28/2024
1027,306,8/28/2024
1464,305,8/28/2024
1498,298,8/28/2024
1552,308,8/28/2024
1663,294,8/28/2024
1666,309,8/28/2024
5851,301,8/28/2024
1347,87,9/3/2024
508,506,9/3/2024
414,349,9/3/2024
947,350,9/3/2024
185,350,9/3/2024
917,81,9/3/2024
514,39,9/3/2024
1123,35,9/3/2024
1243,312,9/3/2024
1261,310,9/3/2024
1298,302,9/3/2024
1961,225,9/3/2024
3282,218,9/3/2024
3568,403,9/3/2024
4664,37,9/3/2024
1089,120,9/4/2024
1606,119,9/4/2024
6789,308,9/4/2024
610,76,9/4/2024
1249,74,9/4/2024
3106,86,9/4/2024
3229,349,9/4/2024
595,569,9/4/2024
2991,82,9/4/2024
721,118,9/4/2024
929,107,9/4/2024
988,104,9/4/2024
1440,403,9/4/2024
1686,403,9/4/2024
1773,288,9/4/2024
2309,221,9/4/2024
3220,405,9/4/2024
3515,218,9/4/2024
3620,403,9/4/2024
4118,256,9/4/2024
5448,160,9/4/2024
5787,310,9/8/2024
140,503,9/8/2024
285,503,9/8/2024
420,349,9/8/2024
251,45,9/8/2024
383,66,9/8/2024
653,253,9/8/2024
931,92,9/8/2024
1289,221,9/8/2024
1452,309,9/8/2024
1661,302,9/8/2024
1888,401,9/8/2024
2207,403,9/8/2024
2953,160,9/8/2024
3789,401,9/8/2024
5063,309,9/8/2024
5116,60,9/8/2024
5888,234,9/8/2024
6190,118,9/8/2024
7188,38,9/8/2024
297,59,9/9/2024
412,45,9/9/2024
939,76,9/9/2024
1148,349,9/9/2024
3888,86,9/9/2024
384,66,9/9/2024
236,503,9/9/2024
321,85,9/9/2024
4163,82,9/9/2024
568,152,9/9/2024
