Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL
1940,11/22/2024,282137184089,279 Troy Rd,East Greenbush,NY,12144,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184089
1946,11/22/2024,282137172567,43 Stephenville St,Massena,NY,13662,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172567
1949,11/22/2024,282137181090,10401 Bennett Rd,Fredonia,NY,14063,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137181090
1959,11/22/2024,282137169332,470 Route 211 E,Middletown,NY,10940,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169332
1966,11/22/2024,282137175474,4235 Veteran Dr,Geneseo,NY,14454,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137175474
1973,11/22/2024,282137170704,350 E Fairmount Ave,Lakewood,NY,14750,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137170704
1976,11/22/2024,282137186313,1400 County Rd 64,Horseheads,NY,14845,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137186313
1993,11/22/2024,282137168211,6265 Brockport Spencerport Rd,Brockport,NY,14420,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137168211
1994,11/22/2024,282137176080,25 Consumer Sq,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137176080
1997,11/22/2024,282137169207,800 Loudon Road,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169207
2043,11/22/2024,282137191301,2348 Route #19,Warsaw,NY,14569,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191301
2056,11/22/2024,282137172821,16 Old Gick Rd,Saratoga Springs,NY,12866,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172821
2088,11/22/2024,282137187423,4133 Veterans Memorial Dr,Batavia,NY,14020,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137187423
2092,11/22/2024,282137175897,3000 Ford Street Ext,Ogdensburg,NY,13669,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137175897
2093,11/22/2024,282137182660,710 Horatio St,Utica,NY,13502,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137182660
2097,11/22/2024,282137170222,460 Fairview Ave,Hudson,NY,12534,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137170222
2104,11/22/2024,282137180749,1201 Route 300,Newburgh,NY,12550,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137180749
2107,11/22/2024,282137170807,5735 South Transit Road,Lockport,NY,14094,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137170807
2116,11/22/2024,282137176643,891 Route #9,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137176643
2120,11/22/2024,282137169847,5396 State Highway 12,Norwich,NY,13815,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169847
2135,11/22/2024,282137186872,139 Merchant Pl,Cobleskill,NY,12043,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137186872
2146,11/22/2024,282137172317,101 Sanford Farms Shopping Ctr,Amsterdam,NY,12010,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172317
2152,11/22/2024,282137182487,141 Washington Ave Extension,Albany,NY,12205,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137182487
2156,11/22/2024,282137171446,750 Middle Country Rd,Middle Island,NY,11953,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137171446
2159,11/22/2024,282137182134,1869 Plaza Dr,Olean,NY,14760,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137182134
2164,11/22/2024,282137170726,317 S Cascade Dr,Springville,NY,14141,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137170726
2166,11/22/2024,282137184468,6438 Basile Rowe,East Syracuse,NY,13057,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184468
2210,11/22/2024,282137172692,3290 Sheridan Dr,Amherst,NY,14226,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172692
2234,11/22/2024,282137182914,5815 Rome Taberg Rd,Rome,NY,13440,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137182914
2262,11/22/2024,282137170185,5054 State Highway 23,Oneonta,NY,13820,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137170185
2264,11/22/2024,282137176584,1320 Altamont Ave,Schenectady,NY,12303,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137176584
2285,11/22/2024,282137172534,103 N Caroline St,Herkimer,NY,13350,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172534
2286,11/22/2024,282137185615,161 Centereach Mall,Centereach,NY,11720,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137185615
2326,11/22/2024,282137181263,1000 State Route 36,Hornell,NY,14843,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137181263
2351,11/22/2024,282137192010,30 Catskill Cmns,Catskill,NY,12414-1755,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137192010
2355,11/22/2024,282137173200,5033 Transit Rd,Williamsville,NY,14221,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137173200
2370,11/22/2024,282137184870,760 Hoosick Rd,Troy,NY,12180,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184870
2405,11/22/2024,282137169685,5360 Southwestern Blvd,Hamburg,NY,14075,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169685
2424,11/22/2024,282137189632,1134 Wicker St,Ticonderoga,NY,12883,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137189632
2444,11/22/2024,282137173118,2024 Genesee St,Oneida,NY,13421,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137173118
2504,11/22/2024,282137186210,601 Frank Stottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137186210
2531,11/22/2024,282137176805,3133 E Main St,Mohegan Lake,NY,10547,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137176805
2547,11/22/2024,282137193900,41 Anawana Lake Rd,Monticello,NY,12701,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193900
2581,11/22/2024,282137172431,5399 W Genesee St,Camillus,NY,13031,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172431
2583,11/22/2024,282137184435,1123 Jerusalem Ave,Uniondale,NY,11553,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184435
2586,11/22/2024,282137173210,2500 Walden Ave,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137173210
2637,11/22/2024,282137182899,288 Larkin Dr,Monroe,NY,10950,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137182899
2785,11/22/2024,282137171516,441 Commerce Dr,Victor,NY,14564,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137171516
2844,11/22/2024,282137180256,1549 Route 9,Clifton Park,NY,12065-5614,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137180256
2859,11/22/2024,282137172269,2150 Chili Ave,Rochester,NY,14624,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172269
2874,11/22/2024,282137178094,200 Dutch Meadows Ln,Glenville,NY,12302,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137178094
2905,11/22/2024,282137169940,250 Route 59,Suffern,NY,10901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169940
2906,11/22/2024,282137175408,1890 Old Country Rd,Riverhead,NY,11901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137175408
2911,11/22/2024,282137173975,3018 East Ave,Central Square,NY,13036,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137173975
2915,11/22/2024,282137185626,3990 Nesconset Hwy,East Setauket,NY,11733,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137185626
2916,11/22/2024,282137169012,2465 Hempstead Tpke,East Meadow,NY,11554,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137169012
2917,11/22/2024,282137179355,1850 Veterans Hwy,Islandia,NY,11749,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137179355
2992,11/22/2024,282137166995,3217 Silverback Ln,Painted Post,NY,14870,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137166995
3221,11/22/2024,282137184413,515 E 4Th St,Watkins Glen,NY,14891,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184413
3280,11/22/2024,282137172740,1490 Hudson Ave,Rochester,NY,14621,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137172740
3329,11/22/2024,282137191460,7494 Us Highway 11,Potsdam,NY,13676,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191460
3332,11/22/2024,282137171836,1818 State Route #3,Fulton,NY,13069,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137171836
3334,11/22/2024,282137192444,3222 State Route 11,Malone,NY,12953,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137192444
3420,11/22/2024,282137184387,1220 Old Country Rd,Westbury,NY,11590,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137184387
3583,11/22/2024,282137193381,311 Route 9W,Glenmont,NY,12077,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193381
3607,11/22/2024,282137187630,13858 State Route 31,Albion,NY,14411,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137187630
3842,11/22/2024,282137194116,425 State Route 31,Macedon,NY,14502,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137194116
4184,11/22/2024,282137191470,3335 Hempstead Tpke,Levittown,NY,11756,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191470
4403,11/22/2024,282137196358,24 Quaker Ridge Blvd,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137196358
4570,11/22/2024,282137185659,7500 Route 209,Napanoch,NY,12458,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137185659
4597,11/22/2024,282137194274,886 Niagara Falls Blvd,North Tonawanda,NY,14120,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137194274
5027,11/22/2024,282137190511,4975 Transit Rd,Lancaster,NY,14043,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137190511
5202,11/22/2024,282137196391,85 Crooked Hill Rd,Commack,NY,11725,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137196391
5240,11/22/2024,282137186449,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137186449
5242,11/22/2024,282137193429,8064 Brewereton Road,Cicero,NY,13039,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193429
5282,11/22/2024,282137189952,3800 Dewey Ave,Greece,NY,14616,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137189952
5293,11/22/2024,282137194631,77 Green Acres Rd,Valley Stream,NY,11581,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137194631
5295,11/22/2024,282137191334,965 Broadhollow Rd,Farmingdale,NY,11735,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191334
5497,11/22/2024,282137196152,25737 Us Route #11,Evans Mills,NY,13637,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137196152
5498,11/22/2024,282137193819,7155 State Route 12,Lowville,NY,13367,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193819
5732,11/22/2024,282137198306,2 Gannett Dr,Johnson City,NY,13790,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137198306
6038,11/22/2024,282137193690,8827 Old River Rd,Marcy,NY,13403,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193690
6041,11/22/2024,282137199265,180 High St,Sharon Springs,NY,13459,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137199265
6096,11/22/2024,282137191140,300 Enterprise Road,Johnstown,NY,12095,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191140
6201,11/22/2024,282137196910,801 Frank Sottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137196910
6356,11/22/2024,282137191437,56 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137191437
6366,11/22/2024,282137197300,2441 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137197300
6406,11/22/2024,282137194263,1580 Military Road,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137194263
6423,11/22/2024,282137199195,300 N Galleria Dr,Middletown,NY,10941,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137199195
6428,11/22/2024,282137192282,2950 Horseblock Rd,Medford,NY,11763,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137192282
6431,11/22/2024,282137196943,830 County Road 64 Ste 2,Elmira,NY,14903,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137196943
6440,11/22/2024,282137188305,579 Troy Schenectady Rd,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137188305
6456,11/22/2024,282137195811,#7 Consumer Square,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137195811
6539,11/22/2024,282137194609,21341 Sam'S Dr,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137194609
6673,11/22/2024,282137198144,3735 Union Rd,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137198144
6674,11/22/2024,282137193738,333 Saw Mill River Rd,Elmsford,NY,10523,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137193738
6738,11/22/2024,282137197230,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137197230
6838,11/22/2024,282137192190,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137192190
6896,11/22/2024,282137198681,300 Enterprise Rd,Johnstown,NY,12095-3345,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137198681
8331,11/22/2024,282137188496,901 Boulevard East,Yaphank,NY,11980,https://www.fedex.com/apps/fedextrack/?tracknumbers=282137188496
