Store NBR,LY,TY,YOY Case QTY,Feature Wave WK27,SET Wave WK31,Replen Wave WK33,Replen Wave WK35,Replen Wave WK36
3389,1671,1668,0%,1%,76%,21%,2%,0%
3390,8965,4735,-47%,3%,56%,40%,2%,0%
3391,6393,3121,-51%,2%,57%,38%,3%,0%
3392,119,107,-10%,5%,68%,27%,0%,0%
3394,4631,1555,-66%,3%,76%,20%,1%,0%
3395,1311,1577,20%,2%,75%,22%,1%,0%
3397,1107,1414,28%,0%,79%,19%,2%,0%
3400,6040,3392,-44%,3%,65%,31%,1%,0%
3401,1321,932,-29%,0%,72%,25%,3%,0%
3402,2837,2657,-6%,2%,73%,24%,1%,0%
3403,8462,4254,-50%,2%,61%,35%,1%,0%
3404,4873,1569,-68%,1%,58%,38%,2%,0%
3406,5756,2098,-64%,1%,68%,30%,2%,0%
3407,7815,3890,-50%,1%,53%,42%,3%,0%
3408,5525,2683,-51%,1%,69%,29%,2%,0%
3409,5124,2233,-56%,1%,65%,32%,2%,0%
3411,63,58,-8%,0%,83%,17%,0%,0%
3412,1708,1462,-14%,4%,64%,31%,1%,0%
3414,68,66,-3%,8%,76%,17%,0%,0%
3415,1521,1428,-6%,4%,51%,42%,2%,0%
3417,1425,1197,-16%,1%,70%,28%,1%,0%
3418,8638,5544,-36%,1%,59%,38%,2%,0%
3419,92,91,-1%,1%,76%,23%,0%,0%
3420,6439,2563,-60%,2%,54%,41%,3%,0%
3422,6181,3316,-46%,2%,57%,39%,2%,0%
3423,2127,1778,-16%,1%,53%,43%,4%,0%
3424,164,136,-17%,1%,65%,34%,0%,0%
3425,5936,2946,-50%,3%,54%,38%,4%,0%
3427,4952,1829,-63%,2%,62%,34%,2%,0%
3428,2939,2883,-2%,0%,67%,29%,3%,0%
3429,2016,2006,0%,2%,69%,28%,1%,0%
3430,1761,1804,2%,1%,78%,19%,1%,0%
3431,6072,2968,-51%,2%,62%,34%,2%,0%
3432,1650,1429,-13%,2%,78%,18%,2%,0%
3433,5371,2067,-62%,2%,60%,35%,2%,0%
3434,5377,2243,-58%,1%,77%,20%,1%,0%
3435,6424,2614,-59%,3%,61%,34%,2%,0%
3436,4401,1460,-67%,1%,65%,31%,3%,0%
3439,7403,3381,-54%,2%,61%,36%,1%,0%
3442,98,131,34%,3%,72%,25%,0%,0%
3443,8422,3719,-56%,2%,57%,40%,1%,0%
3445,5441,3016,-45%,2%,68%,29%,2%,0%
3447,1659,1408,-15%,1%,64%,31%,4%,0%
3449,84,66,-21%,2%,76%,23%,0%,0%
3450,97,61,-37%,2%,80%,18%,0%,0%
3452,53,42,-21%,2%,79%,19%,0%,0%
3453,4707,1917,-59%,0%,72%,26%,2%,0%
3454,8116,3613,-55%,2%,60%,35%,2%,0%
3455,2237,2264,1%,1%,57%,39%,3%,0%
3456,67,57,-15%,0%,79%,21%,0%,0%
3457,39,70,79%,13%,64%,23%,0%,0%
3458,1205,1053,-13%,1%,74%,24%,1%,0%
3459,4921,1913,-61%,1%,73%,25%,1%,0%
3460,6982,3250,-53%,2%,65%,32%,2%,0%
3461,7675,3820,-50%,2%,62%,34%,2%,0%
3462,6639,3248,-51%,1%,67%,30%,1%,0%
3463,7200,3601,-50%,2%,54%,41%,3%,0%
3464,10571,7182,-32%,1%,55%,41%,3%,0%
3465,7465,3573,-52%,1%,55%,39%,4%,0%
3469,2974,1666,-44%,5%,58%,34%,3%,0%
3471,4611,1964,-57%,2%,70%,27%,1%,0%
3472,6708,2951,-56%,3%,60%,36%,1%,0%
3473,6643,3362,-49%,1%,59%,37%,3%,0%
3474,6833,3351,-51%,2%,52%,43%,3%,0%
3475,5519,2269,-59%,3%,60%,35%,2%,0%
3476,6354,2643,-58%,2%,66%,30%,2%,0%
3477,7739,4503,-42%,1%,56%,42%,2%,0%
3478,12336,6706,-46%,0%,56%,44%,0%,0%
3479,85,60,-29%,2%,82%,17%,0%,0%
3480,1901,1126,-41%,3%,63%,30%,4%,0%
3481,5116,2090,-59%,1%,67%,31%,1%,0%
3482,5650,1893,-66%,2%,67%,30%,1%,0%
3483,1333,1112,-17%,2%,66%,30%,2%,0%
3484,6335,2737,-57%,2%,62%,34%,1%,0%
3485,7227,3637,-50%,5%,55%,38%,2%,0%
3486,6185,2569,-58%,2%,64%,32%,2%,0%
3487,6513,2953,-55%,3%,65%,31%,1%,0%
3488,6129,2554,-58%,2%,72%,25%,1%,0%
3489,5015,1652,-67%,1%,66%,31%,2%,0%
3490,4587,1516,-67%,1%,70%,28%,1%,0%
3491,1208,866,-28%,1%,55%,40%,4%,0%
3492,5509,2264,-59%,3%,61%,33%,3%,0%
3493,5878,3114,-47%,1%,68%,29%,1%,0%
3494,6521,3864,-41%,1%,56%,42%,2%,0%
3495,8579,3901,-55%,4%,54%,39%,2%,0%
3497,1537,1071,-30%,6%,65%,28%,1%,0%
3498,4081,1834,-55%,0%,77%,21%,1%,0%
3499,4826,1532,-68%,1%,75%,24%,0%,0%
3500,7651,3144,-59%,2%,52%,40%,5%,0%
3501,4615,1524,-67%,4%,68%,28%,1%,0%
3502,6419,3131,-51%,1%,56%,39%,3%,0%
3503,2200,2090,-5%,2%,63%,33%,2%,0%
3504,90,57,-37%,0%,79%,21%,0%,0%
3505,1626,1170,-28%,3%,67%,29%,2%,0%
3508,80,60,-25%,2%,75%,23%,0%,0%
3509,52,62,19%,8%,71%,21%,0%,0%
3510,7109,2758,-61%,2%,53%,43%,2%,0%
3511,7135,3312,-54%,2%,59%,37%,3%,0%
3512,57,77,35%,1%,68%,31%,0%,0%
3513,5622,2954,-47%,2%,66%,31%,1%,0%
3514,4820,1515,-69%,2%,63%,34%,2%,0%
3515,6181,2497,-60%,2%,64%,32%,2%,0%
3516,11404,6764,-41%,1%,52%,44%,2%,0%
3517,102,65,-36%,2%,72%,26%,0%,0%
3518,6836,2663,-61%,3%,48%,44%,5%,0%
3520,7019,2890,-59%,1%,58%,38%,4%,0%
3521,41,63,54%,2%,71%,27%,0%,0%
3522,7763,4432,-43%,2%,51%,42%,4%,0%
3523,9314,5042,-46%,1%,55%,41%,2%,0%
3525,7450,3591,-52%,2%,55%,41%,2%,0%
3526,5611,2765,-51%,2%,56%,40%,3%,0%
3527,6369,3161,-50%,1%,56%,40%,3%,0%
3528,1424,1018,-29%,5%,68%,26%,2%,0%
3529,5560,2219,-60%,1%,70%,27%,2%,0%
3530,89,108,21%,1%,71%,28%,0%,0%
3531,7549,3858,-49%,1%,60%,36%,2%,0%
3533,6275,4070,-35%,1%,62%,36%,2%,0%
3534,1480,1567,6%,0%,79%,20%,1%,0%
3535,6879,2998,-56%,2%,62%,35%,1%,0%
3537,6092,3111,-49%,1%,57%,39%,3%,0%
3538,7392,3419,-54%,2%,57%,39%,2%,0%
3541,6913,3321,-52%,2%,59%,36%,2%,0%
3542,65,1,-98%,100%,0%,0%,0%,0%
3543,5170,2039,-61%,1%,60%,36%,2%,0%
3545,216,204,-6%,1%,56%,36%,7%,0%
3546,5930,2843,-52%,2%,69%,28%,1%,0%
3548,2517,2484,-1%,0%,61%,35%,4%,0%
3549,2391,1758,-26%,1%,61%,37%,2%,0%
3560,7203,3093,-57%,1%,57%,38%,3%,0%
3561,4660,1420,-70%,2%,62%,34%,2%,0%
3562,788,555,-30%,1%,58%,37%,4%,0%
3563,943,751,-20%,0%,57%,41%,2%,0%
3564,6893,3106,-55%,2%,66%,31%,2%,0%
3566,5847,2883,-51%,0%,61%,36%,2%,0%
3567,5096,2326,-54%,1%,66%,28%,5%,0%
3568,7745,4345,-44%,1%,58%,37%,4%,0%
3569,6250,2776,-56%,1%,61%,35%,3%,0%
3570,7135,4512,-37%,3%,52%,43%,3%,0%
3571,2674,1989,-26%,3%,56%,38%,3%,0%
3572,6902,3830,-45%,1%,54%,41%,4%,0%
3573,5668,2410,-57%,2%,63%,33%,1%,0%
3574,109,86,-21%,9%,73%,17%,0%,0%
3579,103,113,10%,1%,66%,33%,0%,0%
3580,6184,2502,-60%,2%,59%,36%,2%,0%
3581,2909,2092,-28%,2%,62%,33%,2%,0%
3582,8445,3085,-63%,2%,52%,44%,2%,0%
3583,5890,2343,-60%,2%,64%,33%,2%,0%
3584,5984,2613,-56%,1%,59%,37%,4%,0%
3585,8526,4512,-47%,1%,54%,42%,2%,0%
3587,6643,2771,-58%,2%,58%,39%,1%,0%
3588,5475,2188,-60%,1%,67%,30%,2%,0%
3589,5866,2697,-54%,1%,60%,36%,3%,0%
3590,6278,2656,-58%,1%,71%,27%,1%,0%
3591,7308,3548,-51%,3%,59%,37%,1%,0%
3593,94,63,-33%,2%,73%,25%,0%,0%
3594,95,109,15%,1%,68%,31%,0%,0%
3595,6735,2877,-57%,3%,60%,35%,2%,0%
3596,7281,3691,-49%,1%,65%,31%,3%,0%
3597,5592,2094,-63%,2%,65%,32%,2%,0%
3598,6043,2286,-62%,2%,61%,34%,2%,0%
3599,133,118,-11%,1%,63%,36%,1%,0%
3600,74,92,24%,0%,76%,24%,0%,0%
3601,5349,2136,-60%,2%,63%,33%,2%,0%
3602,5945,2572,-57%,2%,71%,26%,1%,0%
3603,95,1,-99%,100%,0%,0%,0%,0%
3604,100,103,3%,1%,73%,26%,0%,0%
3605,92,102,11%,1%,65%,34%,0%,0%
3606,57,93,63%,5%,60%,34%,0%,0%
3607,1351,1284,-5%,1%,75%,24%,1%,0%
3608,6217,2666,-57%,2%,70%,28%,1%,0%
3609,1485,1324,-11%,1%,63%,32%,3%,0%
3611,4583,1944,-58%,0%,75%,23%,1%,0%
3612,4347,1766,-59%,2%,76%,21%,1%,0%
3614,95,58,-39%,2%,81%,17%,0%,0%
3615,84,57,-32%,2%,82%,16%,0%,0%
3616,4319,1390,-68%,2%,74%,22%,2%,0%
3617,105,85,-19%,1%,65%,34%,0%,0%
3619,37,61,65%,0%,74%,26%,0%,0%
3620,8979,4492,-50%,1%,60%,36%,2%,0%
3621,5126,1532,-70%,0%,59%,39%,3%,0%
3622,65,69,6%,1%,71%,28%,0%,0%
3623,5103,2056,-60%,1%,58%,36%,5%,1%
3624,5228,1774,-66%,2%,62%,33%,2%,0%
3625,1116,1197,7%,1%,75%,22%,2%,0%
3626,2336,1840,-21%,3%,57%,37%,3%,0%
3627,6416,2941,-54%,3%,62%,34%,2%,0%
3628,116,54,-53%,2%,67%,31%,0%,0%
3629,88,69,-22%,1%,74%,25%,0%,0%
3630,5613,2534,-55%,1%,60%,37%,2%,0%
3631,5870,2553,-57%,2%,56%,39%,3%,0%
3632,1295,1439,11%,2%,75%,22%,1%,0%
3633,6298,2722,-57%,3%,58%,37%,2%,0%
3634,1607,1331,-17%,5%,66%,28%,1%,0%
3635,53,64,21%,2%,72%,27%,0%,0%
3637,98,98,0%,1%,72%,27%,0%,0%
3638,70,113,61%,1%,68%,31%,0%,0%
3639,7512,3856,-49%,1%,60%,37%,2%,0%
3640,6582,2702,-59%,1%,59%,37%,2%,0%
3641,4793,1951,-59%,1%,74%,23%,2%,0%
3643,413,531,29%,6%,62%,29%,2%,0%
3644,6524,3078,-53%,3%,66%,30%,1%,0%
3645,5406,2956,-45%,0%,62%,34%,3%,0%
3646,100,102,2%,1%,72%,27%,0%,0%
3648,6230,3038,-51%,1%,69%,29%,1%,0%
3650,2161,2025,-6%,1%,60%,36%,3%,0%
3652,5561,2240,-60%,1%,63%,33%,2%,0%
3653,66,84,27%,1%,65%,33%,0%,0%
3654,65,58,-11%,2%,81%,17%,0%,0%
3655,129,81,-37%,1%,59%,40%,0%,0%
3658,1380,1529,11%,1%,62%,35%,2%,0%
3659,5991,2901,-52%,3%,66%,30%,2%,0%
3660,4870,2576,-47%,2%,79%,18%,1%,0%
3661,178,117,-34%,4%,64%,32%,0%,0%
3693,3704,2629,-29%,1%,82%,17%,0%,0%
3700,7255,3505,-52%,2%,63%,33%,1%,0%
3701,1573,1770,13%,2%,81%,16%,1%,0%
3702,6864,4007,-42%,1%,58%,37%,4%,0%
3703,76,1,-99%,100%,0%,0%,0%,0%
3705,5743,2514,-56%,2%,56%,39%,2%,0%
3708,5196,2325,-55%,1%,65%,33%,1%,0%
3709,1912,1705,-11%,0%,57%,40%,3%,0%
3710,1598,837,-48%,1%,63%,33%,3%,0%
3712,4686,1610,-66%,1%,61%,36%,2%,0%
3713,80,92,15%,0%,76%,24%,0%,0%
3716,3899,2989,-23%,0%,83%,17%,0%,0%
3717,973,937,-4%,2%,71%,25%,2%,0%
3720,5171,1798,-65%,1%,69%,28%,2%,0%
3722,6395,2711,-58%,1%,65%,33%,1%,0%
3723,84,55,-35%,2%,82%,16%,0%,0%
3724,66,54,-18%,0%,85%,15%,0%,0%
3725,4970,1894,-62%,2%,62%,35%,1%,0%
3726,7823,3990,-49%,1%,65%,32%,2%,0%
3727,82,65,-21%,2%,77%,22%,0%,0%
3728,5034,2031,-60%,1%,68%,29%,2%,0%
3729,8533,4398,-48%,1%,62%,35%,2%,0%
3730,6519,2928,-55%,1%,59%,37%,2%,0%
3731,7187,3845,-47%,2%,66%,30%,2%,0%
3732,8170,4111,-50%,1%,57%,40%,3%,0%
3733,6537,3123,-52%,2%,60%,36%,2%,0%
3734,4279,1892,-56%,1%,82%,17%,1%,0%
3736,99,64,-35%,2%,72%,27%,0%,0%
3738,5519,2401,-56%,2%,60%,36%,2%,0%
3739,7170,3521,-51%,2%,58%,38%,2%,0%
3740,103,67,-35%,1%,78%,21%,0%,0%
3741,1216,1031,-15%,0%,63%,35%,2%,0%
3742,4200,1496,-64%,0%,72%,27%,1%,0%
3743,95,61,-36%,2%,75%,23%,0%,0%
3745,86,68,-21%,7%,68%,25%,0%,0%
3746,85,64,-25%,11%,72%,17%,0%,0%
3747,1901,2283,20%,1%,79%,19%,1%,0%
3748,6379,2918,-54%,2%,58%,38%,2%,0%
3749,1550,1693,9%,3%,75%,21%,1%,0%
3750,6160,3537,-43%,2%,62%,34%,3%,0%
3751,9361,5083,-46%,1%,53%,43%,2%,0%
3752,179,132,-26%,6%,68%,26%,0%,0%
3754,3788,1117,-71%,7%,69%,23%,1%,0%
3757,5497,2252,-59%,1%,60%,37%,2%,0%
3758,387,520,34%,3%,67%,29%,2%,0%
3760,544,899,65%,4%,70%,25%,1%,0%
3761,4805,1715,-64%,2%,72%,25%,1%,0%
3762,5444,2859,-47%,2%,59%,36%,2%,0%
3763,10480,5027,-52%,2%,54%,40%,3%,0%
3764,5908,1616,-73%,4%,56%,37%,2%,0%
3765,2121,1951,-8%,3%,75%,21%,1%,0%
3768,4231,1111,-74%,2%,73%,23%,1%,0%
3770,522,612,17%,1%,71%,26%,2%,0%
3771,6805,3426,-50%,1%,53%,41%,5%,0%
3772,2084,1294,-38%,3%,74%,22%,1%,0%
3773,5869,2653,-55%,1%,60%,36%,3%,0%
3774,6508,2717,-58%,3%,58%,38%,2%,0%
3777,6956,3048,-56%,2%,62%,35%,2%,0%
3778,5416,2586,-52%,1%,67%,31%,1%,0%
3780,6793,3071,-55%,2%,56%,40%,1%,0%
3781,1754,1421,-19%,1%,65%,31%,3%,0%
3782,5597,2584,-54%,3%,56%,37%,3%,0%
3783,4816,1676,-65%,1%,69%,28%,2%,0%
3784,6208,2205,-64%,2%,62%,34%,2%,0%
3785,659,876,33%,3%,74%,21%,2%,0%
3786,8187,4831,-41%,2%,60%,36%,2%,0%
3788,98,59,-40%,2%,75%,24%,0%,0%
3789,5641,2474,-56%,1%,61%,36%,2%,0%
3790,6387,2867,-55%,4%,65%,30%,1%,0%
3791,1081,830,-23%,3%,66%,28%,2%,0%
3792,2685,2641,-2%,2%,60%,35%,2%,0%
3794,5300,2090,-61%,2%,58%,38%,2%,0%
3795,6386,3354,-47%,1%,59%,37%,3%,0%
3796,8106,3904,-52%,2%,52%,41%,4%,0%
3799,5571,2560,-54%,1%,71%,27%,2%,0%
3801,6445,2869,-55%,1%,62%,35%,1%,0%
3802,7706,1978,-74%,4%,50%,44%,2%,0%
3803,926,550,-41%,2%,69%,27%,1%,0%
3804,1550,1426,-8%,1%,72%,25%,2%,0%
3805,742,1026,38%,3%,73%,23%,0%,0%
3806,1234,1303,6%,1%,72%,25%,1%,0%
3807,541,501,-7%,11%,55%,31%,2%,0%
3809,432,724,68%,2%,73%,23%,2%,0%
3810,4320,1488,-66%,2%,64%,32%,1%,0%
3812,889,736,-17%,1%,61%,35%,2%,0%
3817,122,87,-29%,1%,62%,37%,0%,0%
3823,1251,1956,56%,3%,71%,25%,1%,0%
3824,5685,2394,-58%,1%,60%,37%,3%,0%
3825,5316,1902,-64%,2%,60%,37%,2%,0%
3826,2117,2479,17%,1%,60%,33%,5%,0%
3827,7398,4391,-41%,1%,55%,41%,3%,0%
3828,1038,1205,16%,2%,68%,27%,2%,0%
3829,5291,2600,-51%,3%,56%,39%,3%,0%
3830,5554,2124,-62%,3%,61%,35%,1%,0%
3831,1505,1311,-13%,1%,71%,27%,1%,0%
3833,8894,5597,-37%,2%,54%,42%,2%,0%
3835,6699,3132,-53%,3%,65%,30%,2%,0%
3837,5542,2073,-63%,3%,67%,28%,1%,0%
3838,7034,3602,-49%,2%,64%,33%,1%,0%
3840,5351,2414,-55%,2%,72%,25%,2%,0%
3842,4564,1960,-57%,2%,71%,26%,1%,0%
3843,5339,2313,-57%,2%,67%,29%,1%,0%
3844,147,104,-29%,1%,82%,17%,0%,0%
3845,149,138,-7%,1%,71%,28%,0%,0%
3846,79,90,14%,1%,72%,27%,0%,0%
3847,5097,1772,-65%,4%,62%,33%,1%,0%
3848,1265,1935,53%,1%,70%,27%,2%,0%
3850,7309,3467,-53%,1%,59%,39%,2%,0%
3851,2975,2333,-22%,2%,58%,38%,2%,0%
3852,468,713,52%,2%,71%,27%,1%,0%
3853,4133,1247,-70%,2%,74%,23%,1%,0%
3857,4259,1723,-60%,1%,74%,24%,1%,0%
3858,1120,1015,-9%,1%,62%,36%,1%,0%
3860,4745,1752,-63%,3%,65%,30%,1%,0%
3861,8856,5668,-36%,1%,60%,37%,2%,0%
3862,84,76,-10%,1%,67%,32%,0%,0%
3864,8077,3482,-57%,2%,55%,40%,2%,0%
3867,6815,3632,-47%,1%,62%,35%,1%,0%
3868,2010,1904,-5%,1%,58%,38%,3%,0%
3869,418,588,41%,1%,71%,26%,2%,0%
3870,103,88,-15%,3%,64%,33%,0%,0%
3872,6390,3181,-50%,1%,60%,36%,2%,0%
3874,6743,3435,-49%,2%,60%,36%,2%,0%
3875,490,617,26%,4%,66%,29%,1%,0%
3876,3711,1467,-60%,0%,83%,16%,1%,0%
3877,1818,2134,17%,0%,68%,28%,3%,0%
3880,88,61,-31%,0%,74%,26%,0%,0%
3883,8489,3636,-57%,0%,54%,46%,0%,0%
3884,2110,1720,-18%,1%,58%,37%,3%,0%
3886,7163,3518,-51%,2%,51%,43%,4%,0%
3887,1540,1411,-8%,4%,58%,35%,3%,0%
3888,11314,6637,-41%,2%,53%,42%,3%,0%
3889,5642,2737,-51%,0%,69%,29%,1%,0%
3891,2401,2358,-2%,1%,74%,23%,2%,0%
3893,5160,2109,-59%,1%,74%,23%,1%,0%
3894,6398,3318,-48%,1%,57%,39%,3%,0%
3896,8019,3027,-62%,2%,58%,38%,2%,0%
3897,9218,4599,-50%,1%,60%,36%,3%,0%
3899,97,102,5%,0%,69%,31%,0%,0%
3912,1835,1400,-24%,2%,66%,29%,2%,0%
3935,111,81,-27%,6%,78%,16%,0%,0%
3947,6437,3267,-49%,1%,53%,43%,2%,0%
3959,165,90,-45%,1%,78%,21%,0%,0%
3988,94,93,-1%,1%,75%,24%,0%,0%
3990,105,75,-29%,1%,83%,16%,0%,0%
4046,70,86,23%,3%,65%,31%,0%,0%
4048,122,96,-21%,1%,63%,36%,0%,0%
4049,5279,2323,-56%,2%,73%,24%,2%,0%
4053,40,60,50%,0%,75%,25%,0%,0%
4054,99,60,-39%,0%,77%,23%,0%,0%
4055,7051,3310,-53%,2%,57%,38%,2%,0%
4056,97,60,-38%,2%,75%,23%,0%,0%
4057,60,88,47%,1%,66%,33%,0%,0%
4063,920,1044,13%,1%,79%,20%,1%,0%
4064,6004,2836,-53%,1%,64%,33%,2%,0%
4065,7632,4423,-42%,1%,57%,40%,2%,0%
4068,7727,3836,-50%,2%,54%,40%,3%,0%
4100,194,142,-27%,1%,56%,43%,0%,0%
4101,1853,1483,-20%,1%,58%,37%,4%,0%
4102,5147,2284,-56%,2%,64%,32%,2%,0%
4103,4957,1220,-75%,5%,56%,36%,3%,0%
4104,56,70,25%,1%,67%,31%,0%,0%
4105,89,94,6%,1%,59%,40%,0%,0%
4108,6216,2652,-57%,2%,60%,36%,2%,0%
4111,7561,4237,-44%,3%,53%,42%,2%,0%
4112,6575,3284,-50%,2%,52%,41%,4%,0%
4114,70,62,-11%,13%,73%,15%,0%,0%
4115,6990,2231,-68%,2%,52%,43%,3%,0%
4118,6992,3119,-55%,2%,60%,36%,2%,0%
4127,81,60,-26%,0%,82%,18%,0%,0%
4128,61,70,15%,1%,71%,27%,0%,0%
4129,6140,2274,-63%,2%,62%,35%,2%,0%
4130,8019,4052,-49%,1%,52%,44%,3%,0%
4131,7811,3182,-59%,1%,59%,39%,2%,0%
4132,7902,4561,-42%,1%,57%,38%,3%,0%
4134,120,56,-53%,2%,82%,16%,0%,0%
4137,6369,2469,-61%,1%,58%,39%,3%,0%
4138,85,58,-32%,2%,78%,21%,0%,0%
4139,67,44,-34%,2%,68%,30%,0%,0%
4140,101,76,-25%,4%,68%,28%,0%,0%
4141,52,88,69%,1%,65%,34%,0%,0%
4142,68,57,-16%,2%,82%,16%,0%,0%
4144,4290,1804,-58%,0%,57%,39%,4%,0%
4145,137,90,-34%,0%,71%,29%,0%,0%
4147,83,61,-27%,2%,75%,23%,0%,0%
4148,61,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
4153,7471,3360,-55%,2%,58%,38%,1%,0%
4156,2398,1680,-30%,2%,66%,31%,2%,0%
4157,165,126,-24%,0%,69%,31%,0%,0%
4159,41,61,49%,2%,74%,25%,0%,0%
4160,38,71,87%,1%,69%,30%,0%,0%
4161,4517,1024,-77%,1%,54%,41%,4%,0%
4162,5885,2874,-51%,2%,63%,33%,2%,0%
4163,8261,4600,-44%,1%,58%,40%,2%,0%
4164,6070,2189,-64%,3%,59%,35%,3%,0%
4165,4758,1851,-61%,2%,66%,30%,2%,0%
4166,4614,1895,-59%,2%,76%,21%,1%,0%
4168,1710,1271,-26%,2%,58%,38%,3%,0%
4169,107,97,-9%,1%,60%,39%,0%,0%
4171,1443,1060,-27%,1%,55%,39%,5%,0%
4174,199,87,-56%,1%,76%,23%,0%,0%
4176,6272,2792,-55%,1%,62%,35%,2%,0%
4178,100,79,-21%,1%,84%,15%,0%,0%
4180,128,68,-47%,1%,72%,26%,0%,0%
4182,107,68,-36%,12%,71%,18%,0%,0%
4183,5112,1961,-62%,2%,64%,32%,2%,0%
4184,163,170,4%,1%,58%,41%,1%,0%
4185,5528,1935,-65%,3%,57%,39%,1%,0%
4187,5175,1764,-66%,3%,65%,30%,2%,0%
4188,38,60,58%,0%,75%,25%,0%,0%
4189,167,101,-40%,1%,70%,29%,0%,0%
4191,1554,1286,-17%,1%,68%,30%,1%,0%
4193,153,67,-56%,1%,72%,27%,0%,0%
4194,6250,2343,-63%,3%,61%,34%,3%,0%
4195,5900,2351,-60%,3%,59%,36%,2%,0%
4196,98,87,-11%,1%,79%,20%,0%,0%
4197,42,63,50%,0%,79%,21%,0%,0%
4198,102,111,9%,4%,68%,29%,0%,0%
4200,5790,3019,-48%,2%,66%,31%,2%,0%
4201,4931,2028,-59%,1%,72%,25%,1%,0%
4202,5238,2073,-60%,2%,67%,30%,1%,0%
4203,4335,1649,-62%,1%,70%,28%,1%,0%
4206,86,64,-26%,2%,72%,27%,0%,0%
4208,5682,2381,-58%,1%,59%,38%,1%,0%
4209,241,1138,372%,1%,76%,22%,1%,0%
4210,63,56,-11%,0%,80%,20%,0%,0%
4211,64,1,-98%,100%,0%,0%,0%,0%
4215,1361,1016,-25%,2%,66%,30%,2%,0%
4216,2094,2245,7%,1%,73%,25%,1%,0%
4218,81,81,0%,6%,65%,27%,1%,0%
4219,7880,3856,-51%,2%,57%,40%,2%,0%
4220,100,81,-19%,0%,81%,19%,0%,0%
4221,5945,2623,-56%,1%,61%,36%,2%,0%
4223,3255,2342,-28%,3%,62%,33%,2%,0%
4224,2150,2349,9%,3%,70%,26%,1%,0%
4226,543,746,37%,5%,68%,25%,2%,0%
4230,2476,2711,9%,4%,61%,33%,2%,0%
4231,1319,1733,31%,2%,68%,28%,2%,0%
4232,4635,2068,-55%,1%,53%,44%,1%,0%
4233,140,116,-17%,4%,63%,33%,0%,0%
4235,2483,1430,-42%,3%,56%,38%,3%,0%
4237,7961,4081,-49%,2%,63%,34%,2%,0%
4238,3158,2436,-23%,1%,59%,36%,4%,0%
4239,5949,3041,-49%,1%,56%,41%,2%,0%
4240,8967,4089,-54%,2%,58%,38%,2%,0%
4241,5165,1993,-61%,2%,72%,25%,1%,0%
4243,3518,3156,-10%,2%,68%,28%,2%,0%
4244,788,1125,43%,1%,78%,20%,0%,0%
4246,105,380,262%,2%,77%,20%,1%,0%
4247,1872,1490,-20%,6%,56%,35%,2%,0%
4249,389,594,53%,4%,69%,25%,2%,0%
4250,5168,2079,-60%,1%,69%,30%,1%,0%
4252,5204,2187,-58%,1%,56%,39%,4%,0%
4253,1185,1222,3%,2%,78%,19%,1%,0%
4255,6619,2962,-55%,2%,69%,28%,2%,0%
4256,4822,1866,-61%,1%,69%,27%,2%,1%
4257,1530,1225,-20%,1%,63%,32%,3%,0%
4258,4824,1523,-68%,2%,65%,32%,1%,0%
4259,598,695,16%,3%,69%,26%,2%,0%
4260,1738,1284,-26%,3%,56%,39%,3%,0%
4262,7301,4474,-39%,3%,61%,34%,2%,0%
4264,52,62,19%,2%,73%,26%,0%,0%
4272,8277,4061,-51%,1%,59%,37%,3%,0%
4273,7408,3268,-56%,3%,57%,38%,2%,0%
4274,7913,3930,-50%,3%,56%,38%,2%,0%
4275,110,98,-11%,1%,72%,27%,0%,0%
4276,5085,1660,-67%,7%,60%,31%,3%,0%
4277,3769,2611,-31%,3%,61%,34%,2%,0%
4278,4416,1230,-72%,0%,69%,30%,1%,0%
4279,6132,2904,-53%,2%,57%,38%,3%,0%
4281,388,747,93%,2%,76%,20%,1%,0%
4283,2094,2332,11%,1%,57%,38%,4%,0%
4284,1150,1239,8%,1%,58%,37%,3%,0%
4285,4945,2161,-56%,1%,58%,37%,4%,0%
4286,6152,2710,-56%,2%,70%,27%,1%,0%
4288,6925,3222,-53%,1%,62%,36%,1%,0%
4293,68,62,-9%,2%,73%,26%,0%,0%
4295,1747,1721,-1%,1%,66%,30%,2%,0%
4298,5800,2676,-54%,1%,58%,37%,4%,0%
4299,5192,3991,-23%,2%,53%,41%,3%,0%
4303,5665,1725,-70%,1%,57%,37%,5%,0%
4309,4995,1942,-61%,0%,63%,35%,1%,0%
4317,1834,1355,-26%,3%,56%,38%,3%,0%
4318,5528,2328,-58%,3%,66%,29%,2%,0%
4321,4766,1831,-62%,2%,61%,35%,2%,0%
4322,379,701,85%,1%,76%,21%,1%,0%
4323,4481,1887,-58%,1%,82%,17%,1%,0%
4324,103,56,-46%,2%,82%,16%,0%,0%
4325,5395,2559,-53%,2%,61%,35%,3%,0%
4330,4664,1855,-60%,3%,68%,28%,1%,0%
4332,1723,1595,-7%,0%,50%,46%,4%,0%
4333,5651,2397,-58%,2%,62%,34%,2%,0%
4334,6044,3527,-42%,1%,57%,38%,3%,0%
4335,6129,3140,-49%,1%,60%,37%,2%,0%
4336,5709,1889,-67%,1%,58%,38%,3%,0%
4337,2195,1752,-20%,1%,58%,37%,5%,0%
4339,115,109,-5%,5%,67%,28%,0%,0%
