Legacy Store,Item,Tracking Number,Carrier
1507,ACC RFID Welcome Kit,575017265022,FedEx
151,ACC RFID Labels,575017246737,FedEx
151,ACC RFID Welcome Kit,575017246737,FedEx
1516,ACC RFID Labels,575017266316,FedEx
1516,ACC RFID Welcome Kit,575017265103,FedEx
152,ACC RFID Welcome Kit,563213505124,FedEx
1525,ACC RFID Welcome Kit,563213502180,FedEx
1527,ACC RFID Welcome Kit,563213502169,FedEx
153,ACC RFID Welcome Kit,593437403569,FedEx
1530,ACC RFID Welcome Kit,563213502191,FedEx
1533,ACC RFID Labels,575017266349,FedEx
1533,ACC RFID Welcome Kit,575017265099,FedEx
154,ACC RFID Welcome Kit,593437412840,FedEx
1541,ACC RFID Welcome Kit,563213499206,FedEx
1544,ACC RFID Welcome Kit,563213499191,FedEx
1549,ACC RFID Labels,575017266280,FedEx
1549,ACC RFID Welcome Kit,575017265158,FedEx
155,ACC RFID Welcome Kit,593437403503,FedEx
1552,ACC RFID Welcome Kit,563213499099,FedEx
1558,ACC RFID Welcome Kit,563213499103,FedEx
1561,ACC RFID Welcome Kit,563213499180,FedEx
157,ACC RFID Welcome Kit,593437403433,FedEx
1573,ACC RFID Labels,575017266246,FedEx
1573,ACC RFID Welcome Kit,575017265397,FedEx
1578,ACC RFID Welcome Kit,593437404245,FedEx
1586,ACC RFID Welcome Kit,563213499239,FedEx
159,ACC RFID Welcome Kit,593437412850,FedEx
1590,ACC RFID Welcome Kit,563213502136,FedEx
1597,ACC RFID Labels,575017266327,FedEx
1597,ACC RFID Welcome Kit,575017265662,FedEx
16,ACC RFID Labels,563213480002,FedEx
16,ACC RFID Welcome Kit,563213480002,FedEx
160,ACC RFID Welcome Kit,593437403709,FedEx
1606,ACC RFID Welcome Kit,563213502228,FedEx
1612,ACC RFID Labels,575017266257,FedEx
1612,ACC RFID Welcome Kit,575017265353,FedEx
1620,ACC RFID Welcome Kit,563213499294,FedEx
1623,ACC RFID Welcome Kit,563213499283,FedEx
1626,ACC RFID Labels,575017266338,FedEx
1626,ACC RFID Welcome Kit,575017265364,FedEx
163,ACC RFID Labels,575017246748,FedEx
163,ACC RFID Welcome Kit,575017246748,FedEx
164,ACC RFID Welcome Kit,593437403742,FedEx
1644,ACC RFID Welcome Kit,563213499272,FedEx
165,ACC RFID Labels,575017226080,FedEx
165,ACC RFID Welcome Kit,575017226080,FedEx
1652,ACC RFID Welcome Kit,563213499077,FedEx
1662,ACC RFID Welcome Kit,563213499088,FedEx
167,ACC RFID Welcome Kit,593437404006,FedEx
1673,ACC RFID Welcome Kit,563213499217,FedEx
1674,ACC RFID Welcome Kit,563213499169,FedEx
1677,ACC RFID Welcome Kit,563213499261,FedEx
168,ACC RFID Labels,575017246656,FedEx
168,ACC RFID Welcome Kit,575017246656,FedEx
1682,ACC RFID Welcome Kit,563213499240,FedEx
1698,ACC RFID Welcome Kit,563213499055,FedEx
17,ACC RFID Labels,563213480013,FedEx
17,ACC RFID Welcome Kit,563213480013,FedEx
170,ACC RFID Labels,575017250111,FedEx
170,ACC RFID Welcome Kit,575017250111,FedEx
1705,ACC RFID Welcome Kit,563213499066,FedEx
171,ACC RFID Welcome Kit,593437403363,FedEx
1710,ACC RFID Labels,575017266290,FedEx
1710,ACC RFID Welcome Kit,575017265375,FedEx
172,ACC RFID Welcome Kit,593437412872,FedEx
1720,ACC RFID Welcome Kit,563213499158,FedEx
1726,ACC RFID Welcome Kit,563213499147,FedEx
174,ACC RFID Welcome Kit,593437403720,FedEx
1741,ACC RFID Welcome Kit,563213499228,FedEx
1748,ACC RFID Welcome Kit,563213499136,FedEx
175,ACC RFID Welcome Kit,593437403960,FedEx
1759,ACC RFID Welcome Kit,563213502022,FedEx
1762,ACC RFID Welcome Kit,563213501975,FedEx
1765,ACC RFID Welcome Kit,563213501335,FedEx
1767,ACC RFID Welcome Kit,563213501346,FedEx
177,ACC RFID Welcome Kit,593437412861,FedEx
1777,ACC RFID Welcome Kit,563213502077,FedEx
1788,ACC RFID Welcome Kit,563213502114,FedEx
179,ACC RFID Welcome Kit,563213505168,FedEx
1792,ACC RFID Welcome Kit,563213502099,FedEx
1794,ACC RFID Welcome Kit,563213501357,FedEx
18,ACC RFID Labels,563213479970,FedEx
18,ACC RFID Welcome Kit,563213479970,FedEx
180,ACC RFID Labels,575017226172,FedEx
180,ACC RFID Welcome Kit,575017226172,FedEx
1801,ACC RFID Labels,575017228988,FedEx
1801,ACC RFID Welcome Kit,575017228988,FedEx
1803,ACC RFID Labels,575017266430,FedEx
1803,ACC RFID Welcome Kit,575017266040,FedEx
181,ACC RFID Labels,575017249997,FedEx
181,ACC RFID Welcome Kit,575017249997,FedEx
1811,ACC RFID Welcome Kit,563213501910,FedEx
182,ACC RFID Welcome Kit,593437403374,FedEx
1829,ACC RFID Welcome Kit,563213501405,FedEx
1830,ACC RFID Welcome Kit,563213501380,FedEx
1833,ACC RFID Welcome Kit,563213502103,FedEx
1837,ACC RFID Labels,575017266420,FedEx
1837,ACC RFID Welcome Kit,575017265971,FedEx
184,ACC RFID Welcome Kit,563213505113,FedEx
1846,ACC RFID Labels,575017266728,FedEx
1846,ACC RFID Welcome Kit,575017263122,FedEx
1849,ACC RFID Welcome Kit,563213501390,FedEx
185,ACC RFID Labels,575017250063,FedEx
185,ACC RFID Welcome Kit,575017250063,FedEx
186,ACC RFID Labels,575017250074,FedEx
186,ACC RFID Welcome Kit,575017250074,FedEx
1860,ACC RFID Welcome Kit,563213501324,FedEx
1866,ACC RFID Welcome Kit,563213501368,FedEx
1868,ACC RFID Welcome Kit,563213502011,FedEx
1874,ACC RFID Welcome Kit,563213501107,FedEx
1875,ACC RFID Welcome Kit,563213501379,FedEx
188,ACC RFID Welcome Kit,563213504746,FedEx
1884,ACC RFID Welcome Kit,563213501048,FedEx
189,ACC RFID Welcome Kit,563213505157,FedEx
1890,ACC RFID Welcome Kit,563213501482,FedEx
19,ACC RFID Welcome Kit,563213504600,FedEx
190,ACC RFID Welcome Kit,593437403731,FedEx
1904,ACC RFID Welcome Kit,563213501059,FedEx
1907,ACC RFID Welcome Kit,563213501508,FedEx
1909,ACC RFID Welcome Kit,563213501519,FedEx
192,ACC RFID Welcome Kit,593437403411,FedEx
1924,ACC RFID Welcome Kit,563213501493,FedEx
1932,ACC RFID Welcome Kit,563213502066,FedEx
1934,ACC RFID Welcome Kit,593437401420,FedEx
1935,ACC RFID Welcome Kit,593437401599,FedEx
1939,ACC RFID Welcome Kit,593437401577,FedEx
194,ACC RFID Labels,575017250133,FedEx
194,ACC RFID Welcome Kit,575017250133,FedEx
1940,ACC RFID Welcome Kit,563213498379,FedEx
1946,ACC RFID Welcome Kit,563213498368,FedEx
1949,ACC RFID Welcome Kit,563213498335,FedEx
195,ACC RFID Welcome Kit,563213505216,FedEx
1954,ACC RFID Welcome Kit,563213498173,FedEx
1958,ACC RFID Labels,575017266419,FedEx
1958,ACC RFID Welcome Kit,575017266100,FedEx
1959,ACC RFID Welcome Kit,563213498324,FedEx
196,ACC RFID Welcome Kit,563213505065,FedEx
1966,ACC RFID Welcome Kit,563213498221,FedEx
197,ACC RFID Welcome Kit,563213505054,FedEx
1973,ACC RFID Welcome Kit,563213498210,FedEx
1975,ACC RFID Welcome Kit,563213498276,FedEx
1976,ACC RFID Welcome Kit,563213498081,FedEx
198,ACC RFID Welcome Kit,563213505000,FedEx
1981,ACC RFID Welcome Kit,563213498287,FedEx
199,ACC RFID Welcome Kit,563213504735,FedEx
1993,ACC RFID Welcome Kit,563213498265,FedEx
2,ACC RFID Labels,563213480068,FedEx
2,ACC RFID Welcome Kit,563213480068,FedEx
20,ACC RFID Welcome Kit,563213504632,FedEx
200,ACC RFID Welcome Kit,563213505010,FedEx
2005,ACC RFID Welcome Kit,563213498313,FedEx
201,ACC RFID Welcome Kit,563213504893,FedEx
2013,ACC RFID Welcome Kit,563213498357,FedEx
202,ACC RFID Labels,575017226058,FedEx
202,ACC RFID Welcome Kit,575017226058,FedEx
2022,ACC RFID Welcome Kit,563213498302,FedEx
2023,ACC RFID Welcome Kit,563213498151,FedEx
2027,ACC RFID Welcome Kit,563213498130,FedEx
2038,ACC RFID Welcome Kit,563213498243,FedEx
204,ACC RFID Welcome Kit,563213504996,FedEx
2049,ACC RFID Welcome Kit,563213498200,FedEx
205,ACC RFID Welcome Kit,593437403514,FedEx
2051,ACC RFID Labels,575017266382,FedEx
2051,ACC RFID Welcome Kit,575017265993,FedEx
2056,ACC RFID Welcome Kit,563213498298,FedEx
2058,ACC RFID Welcome Kit,563213498254,FedEx
2059,ACC RFID Welcome Kit,563213498107,FedEx
206,ACC RFID Labels,575017226128,FedEx
206,ACC RFID Welcome Kit,575017226128,FedEx
2064,ACC RFID Welcome Kit,563213498232,FedEx
2065,ACC RFID Welcome Kit,563213498346,FedEx
2066,ACC RFID Labels,575017266474,FedEx
2066,ACC RFID Welcome Kit,575017265982,FedEx
2083,ACC RFID Welcome Kit,563213497924,FedEx
2086,ACC RFID Labels,575017228999,FedEx
2086,ACC RFID Welcome Kit,575017228999,FedEx
2088,ACC RFID Welcome Kit,563213498060,FedEx
2092,ACC RFID Welcome Kit,563213498140,FedEx
2097,ACC RFID Welcome Kit,563213498092,FedEx
21,ACC RFID Welcome Kit,563213504713,FedEx
2104,ACC RFID Welcome Kit,563213498004,FedEx
2105,ACC RFID Labels,575017228955,FedEx
2105,ACC RFID Welcome Kit,575017228955,FedEx
2107,ACC RFID Welcome Kit,563213498048,FedEx
2108,ACC RFID Welcome Kit,563213497913,FedEx
211,ACC RFID Labels,575017226183,FedEx
211,ACC RFID Welcome Kit,575017226183,FedEx
2111,ACC RFID Welcome Kit,563213497935,FedEx
2112,ACC RFID Labels,575017266463,FedEx
2112,ACC RFID Welcome Kit,575017266463,FedEx
2113,ACC RFID Labels,575017266669,FedEx
2113,ACC RFID Welcome Kit,575017266669,FedEx
2114,ACC RFID Welcome Kit,563213498059,FedEx
2116,ACC RFID Welcome Kit,563213498162,FedEx
2118,ACC RFID Welcome Kit,563213497980,FedEx
212,ACC RFID Labels,575017250096,FedEx
212,ACC RFID Welcome Kit,575017250096,FedEx
2120,ACC RFID Welcome Kit,563213498037,FedEx
2123,ACC RFID Labels,575017266452,FedEx
2123,ACC RFID Welcome Kit,153333336966,FedEx
