Store Number,Footage,"
16"" Shelves"," 
1x48 Snap Rail","
Snap Rail Pegs 8"""
2163,16FT,0,6,59
2187,16FT,0,6,59
2190,16FT,0,6,59
2194,16FT,0,6,59
2198,16FT,0,6,59
2228,16FT,0,6,59
2232,16FT,0,6,59
2236,16FT,0,6,59
2241,16FT,0,6,59
2262,16FT,0,6,59
2294,16FT,0,6,59
2321,16FT,0,6,59
2337,16FT,0,6,59
2386,16FT,0,6,59
2423,16FT,0,6,59
2438,16FT,0,6,59
2457,16FT,0,6,59
2510,16FT,0,6,59
2517,16FT,0,6,59
2551,16FT,0,6,59
2556,16FT,0,6,59
2565,16FT,0,6,59
2568,16FT,0,6,59
2572,16FT,0,6,59
2582,16FT,0,6,59
2583,16FT,0,6,59
2607,16FT,0,6,59
2609,16FT,0,6,59
2620,16FT,0,6,59
2627,16FT,0,6,59
2638,16FT,0,6,59
2640,16FT,0,6,59
2646,16FT,0,6,59
2648,16FT,0,6,59
2654,16FT,0,6,59
2710,16FT,0,6,59
2730,16FT,0,6,59
2740,16FT,0,6,59
2782,16FT,0,6,59
2810,16FT,0,6,59
2841,16FT,0,6,59
2894,16FT,0,6,59
2900,16FT,0,6,59
2905,16FT,0,6,59
2909,16FT,0,6,59
2917,16FT,0,6,59
2934,16FT,0,6,59
3053,16FT,0,6,59
3087,16FT,0,6,59
3114,16FT,0,6,59
3149,16FT,0,6,59
3177,16FT,0,6,59
3191,16FT,0,6,59
3234,16FT,0,6,59
3262,16FT,0,6,59
3268,16FT,0,6,59
3279,16FT,0,6,59
3303,16FT,0,6,59
3415,16FT,0,6,59
3420,16FT,0,6,59
3493,16FT,0,6,59
3528,16FT,0,6,59
3738,16FT,0,6,59
3807,16FT,0,6,59
3812,16FT,0,6,59
3884,16FT,0,6,59
4209,16FT,0,6,59
4232,16FT,0,6,59
4246,16FT,0,6,59
4249,16FT,0,6,59
4284,16FT,0,6,59
4322,16FT,0,6,59
4337,16FT,0,6,59
4378,16FT,0,6,59
4461,16FT,0,6,59
4471,16FT,0,6,59
4488,16FT,0,6,59
4533,16FT,0,6,59
4556,16FT,0,6,59
4557,16FT,0,6,59
4638,16FT,0,6,59
4677,16FT,0,6,59
4682,16FT,0,6,59
5022,16FT,0,6,59
5038,16FT,0,6,59
5103,16FT,0,6,59
5111,16FT,0,6,59
5241,16FT,0,6,59
5312,16FT,0,6,59
5325,16FT,0,6,59
5345,16FT,0,6,59
5442,16FT,0,6,59
5446,16FT,0,6,59
5458,16FT,0,6,59
5492,16FT,0,6,59
5626,16FT,0,6,59
5629,16FT,0,6,59
5632,16FT,0,6,59
5709,16FT,0,6,59
5735,16FT,0,6,59
5779,16FT,0,6,59
5793,16FT,0,6,59
5845,16FT,0,6,59
5858,16FT,0,6,59
5869,16FT,0,6,59
5874,16FT,0,6,59
5891,16FT,0,6,59
5894,16FT,0,6,59
5899,16FT,0,6,59
5947,16FT,0,6,59
5964,16FT,0,6,59
5969,16FT,0,6,59
6190,16FT,0,6,59
7238,16FT,0,6,59
3,20FT,0,7,67
8,20FT,0,7,67
11,20FT,0,7,67
13,20FT,0,7,67
16,20FT,0,7,67
27,20FT,0,7,67
33,20FT,0,7,67
50,20FT,0,7,67
51,20FT,0,7,67
56,20FT,0,7,67
61,20FT,0,7,67
64,20FT,0,7,67
66,20FT,0,7,67
67,20FT,0,7,67
76,20FT,0,7,67
82,20FT,0,7,67
112,20FT,0,7,67
115,20FT,0,7,67
145,20FT,0,7,67
155,20FT,0,7,67
160,20FT,0,7,67
164,20FT,0,7,67
166,20FT,0,7,67
169,20FT,0,7,67
190,20FT,0,7,67
205,20FT,0,7,67
211,20FT,0,7,67
222,20FT,0,7,67
225,20FT,0,7,67
226,20FT,0,7,67
248,20FT,0,7,67
251,20FT,0,7,67
252,20FT,0,7,67
271,20FT,0,7,67
274,20FT,0,7,67
279,20FT,0,7,67
280,20FT,0,7,67
282,20FT,0,7,67
288,20FT,0,7,67
290,20FT,0,7,67
294,20FT,0,7,67
296,20FT,0,7,67
303,20FT,0,7,67
316,20FT,0,7,67
317,20FT,0,7,67
324,20FT,0,7,67
325,20FT,0,7,67
326,20FT,0,7,67
333,20FT,0,7,67
336,20FT,0,7,67
354,20FT,0,7,67
358,20FT,0,7,67
382,20FT,0,7,67
387,20FT,0,7,67
401,20FT,0,7,67
413,20FT,0,7,67
418,20FT,0,7,67
437,20FT,0,7,67
447,20FT,0,7,67
458,20FT,0,7,67
466,20FT,0,7,67
481,20FT,0,7,67
482,20FT,0,7,67
485,20FT,0,7,67
508,20FT,0,7,67
516,20FT,0,7,67
522,20FT,0,7,67
571,20FT,0,7,67
572,20FT,0,7,67
580,20FT,0,7,67
600,20FT,0,7,67
607,20FT,0,7,67
619,20FT,0,7,67
627,20FT,0,7,67
637,20FT,0,7,67
642,20FT,0,7,67
646,20FT,0,7,67
647,20FT,0,7,67
693,20FT,0,7,67
708,20FT,0,7,67
713,20FT,0,7,67
726,20FT,0,7,67
730,20FT,0,7,67
731,20FT,0,7,67
733,20FT,0,7,67
751,20FT,0,7,67
759,20FT,0,7,67
760,20FT,0,7,67
773,20FT,0,7,67
779,20FT,0,7,67
781,20FT,0,7,67
788,20FT,0,7,67
791,20FT,0,7,67
795,20FT,0,7,67
799,20FT,0,7,67
803,20FT,0,7,67
811,20FT,0,7,67
812,20FT,0,7,67
824,20FT,0,7,67
827,20FT,0,7,67
842,20FT,0,7,67
865,20FT,0,7,67
869,20FT,0,7,67
873,20FT,0,7,67
876,20FT,0,7,67
885,20FT,0,7,67
897,20FT,0,7,67
917,20FT,0,7,67
933,20FT,0,7,67
944,20FT,0,7,67
966,20FT,0,7,67
973,20FT,0,7,67
977,20FT,0,7,67
985,20FT,0,7,67
1006,20FT,0,7,67
1013,20FT,0,7,67
1024,20FT,0,7,67
1052,20FT,0,7,67
1065,20FT,0,7,67
1068,20FT,0,7,67
1073,20FT,0,7,67
1074,20FT,0,7,67
1084,20FT,0,7,67
1089,20FT,0,7,67
1100,20FT,0,7,67
1102,20FT,0,7,67
1106,20FT,0,7,67
1108,20FT,0,7,67
1109,20FT,0,7,67
1110,20FT,0,7,67
1111,20FT,0,7,67
1119,20FT,0,7,67
1122,20FT,0,7,67
1124,20FT,0,7,67
1128,20FT,0,7,67
1136,20FT,0,7,67
1142,20FT,0,7,67
1147,20FT,0,7,67
1171,20FT,0,7,67
1178,20FT,0,7,67
1190,20FT,0,7,67
1191,20FT,0,7,67
1199,20FT,0,7,67
1206,20FT,0,7,67
1211,20FT,0,7,67
1214,20FT,0,7,67
1217,20FT,0,7,67
1221,20FT,0,7,67
1235,20FT,0,7,67
1244,20FT,0,7,67
1255,20FT,0,7,67
1265,20FT,0,7,67
1295,20FT,0,7,67
1306,20FT,0,7,67
1323,20FT,0,7,67
1329,20FT,0,7,67
1334,20FT,0,7,67
1337,20FT,0,7,67
1338,20FT,0,7,67
1384,20FT,0,7,67
1451,20FT,0,7,67
1462,20FT,0,7,67
1471,20FT,0,7,67
1475,20FT,0,7,67
1481,20FT,0,7,67
1499,20FT,0,7,67
1501,20FT,0,7,67
1521,20FT,0,7,67
1537,20FT,0,7,67
1546,20FT,0,7,67
1548,20FT,0,7,67
1561,20FT,0,7,67
1583,20FT,0,7,67
1587,20FT,0,7,67
1590,20FT,0,7,67
1596,20FT,0,7,67
1599,20FT,0,7,67
1614,20FT,0,7,67
1620,20FT,0,7,67
1621,20FT,0,7,67
1639,20FT,0,7,67
1641,20FT,0,7,67
1649,20FT,0,7,67
1678,20FT,0,7,67
1683,20FT,0,7,67
1684,20FT,0,7,67
1692,20FT,0,7,67
1694,20FT,0,7,67
1695,20FT,0,7,67
1701,20FT,0,7,67
1710,20FT,0,7,67
1712,20FT,0,7,67
1730,20FT,0,7,67
1735,20FT,0,7,67
1737,20FT,0,7,67
1761,20FT,0,7,67
1778,20FT,0,7,67
1809,20FT,0,7,67
1813,20FT,0,7,67
1819,20FT,0,7,67
1820,20FT,0,7,67
1827,20FT,0,7,67
1848,20FT,0,7,67
1852,20FT,0,7,67
1869,20FT,0,7,67
1870,20FT,0,7,67
1892,20FT,0,7,67
1912,20FT,0,7,67
1916,20FT,0,7,67
1921,20FT,0,7,67
1925,20FT,0,7,67
1950,20FT,0,7,67
1970,20FT,0,7,67
1974,20FT,0,7,67
1979,20FT,0,7,67
1990,20FT,0,7,67
2003,20FT,0,7,67
2008,20FT,0,7,67
2024,20FT,0,7,67
2037,20FT,0,7,67
2041,20FT,0,7,67
2043,20FT,0,7,67
2044,20FT,0,7,67
2048,20FT,0,7,67
2054,20FT,0,7,67
2072,20FT,0,7,67
2087,20FT,0,7,67
2092,20FT,0,7,67
2102,20FT,0,7,67
2109,20FT,0,7,67
2110,20FT,0,7,67
2115,20FT,0,7,67
2122,20FT,0,7,67
2157,20FT,0,7,67
2170,20FT,0,7,67
2177,20FT,0,7,67
2207,20FT,0,7,67
2227,20FT,0,7,67
2240,20FT,0,7,67
2251,20FT,0,7,67
2258,20FT,0,7,67
2264,20FT,0,7,67
2271,20FT,0,7,67
2274,20FT,0,7,67
2288,20FT,0,7,67
2302,20FT,0,7,67
2308,20FT,0,7,67
2346,20FT,0,7,67
2357,20FT,0,7,67
2358,20FT,0,7,67
2434,20FT,0,7,67
2452,20FT,0,7,67
2458,20FT,0,7,67
2469,20FT,0,7,67
2494,20FT,0,7,67
2502,20FT,0,7,67
2519,20FT,0,7,67
2527,20FT,0,7,67
2540,20FT,0,7,67
2542,20FT,0,7,67
2546,20FT,0,7,67
2555,20FT,0,7,67
2584,20FT,0,7,67
2639,20FT,0,7,67
2652,20FT,0,7,67
2659,20FT,0,7,67
2660,20FT,0,7,67
2664,20FT,0,7,67
2666,20FT,0,7,67
2683,20FT,0,7,67
2697,20FT,0,7,67
2717,20FT,0,7,67
2734,20FT,0,7,67
2747,20FT,0,7,67
2765,20FT,0,7,67
2772,20FT,0,7,67
2783,20FT,0,7,67
2791,20FT,0,7,67
2799,20FT,0,7,67
2807,20FT,0,7,67
2809,20FT,0,7,67
2816,20FT,0,7,67
2820,20FT,0,7,67
2832,20FT,0,7,67
2845,20FT,0,7,67
2852,20FT,0,7,67
2898,20FT,0,7,67
2902,20FT,0,7,67
2908,20FT,0,7,67
2916,20FT,0,7,67
2925,20FT,0,7,67
2926,20FT,0,7,67
2948,20FT,0,7,67
2988,20FT,0,7,67
3035,20FT,0,7,67
3055,20FT,0,7,67
3112,20FT,0,7,67
3137,20FT,0,7,67
3167,20FT,0,7,67
3200,20FT,0,7,67
3229,20FT,0,7,67
3230,20FT,0,7,67
3267,20FT,0,7,67
3280,20FT,0,7,67
3296,20FT,0,7,67
3301,20FT,0,7,67
3342,20FT,0,7,67
3423,20FT,0,7,67
3455,20FT,0,7,67
3475,20FT,0,7,67
3478,20FT,0,7,67
3481,20FT,0,7,67
3489,20FT,0,7,67
3491,20FT,0,7,67
3505,20FT,0,7,67
3545,20FT,0,7,67
3561,20FT,0,7,67
3562,20FT,0,7,67
3563,20FT,0,7,67
3598,20FT,0,7,67
3616,20FT,0,7,67
3631,20FT,0,7,67
3640,20FT,0,7,67
3650,20FT,0,7,67
3705,20FT,0,7,67
3712,20FT,0,7,67
3717,20FT,0,7,67
3754,20FT,0,7,67
3780,20FT,0,7,67
3785,20FT,0,7,67
3795,20FT,0,7,67
3802,20FT,0,7,67
3848,20FT,0,7,67
3852,20FT,0,7,67
3858,20FT,0,7,67
3875,20FT,0,7,67
3947,20FT,0,7,67
4103,20FT,0,7,67
4153,20FT,0,7,67
4171,20FT,0,7,67
4191,20FT,0,7,67
4208,20FT,0,7,67
4247,20FT,0,7,67
4252,20FT,0,7,67
4257,20FT,0,7,67
4332,20FT,0,7,67
4403,20FT,0,7,67
4410,20FT,0,7,67
4414,20FT,0,7,67
4416,20FT,0,7,67
4427,20FT,0,7,67
4439,20FT,0,7,67
4543,20FT,0,7,67
4568,20FT,0,7,67
4600,20FT,0,7,67
4601,20FT,0,7,67
4612,20FT,0,7,67
4635,20FT,0,7,67
4681,20FT,0,7,67
4699,20FT,0,7,67
5003,20FT,0,7,67
5033,20FT,0,7,67
5039,20FT,0,7,67
5045,20FT,0,7,67
5058,20FT,0,7,67
5079,20FT,0,7,67
5101,20FT,0,7,67
5145,20FT,0,7,67
5170,20FT,0,7,67
5174,20FT,0,7,67
5201,20FT,0,7,67
5229,20FT,0,7,67
5231,20FT,0,7,67
5261,20FT,0,7,67
5293,20FT,0,7,67
5350,20FT,0,7,67
5381,20FT,0,7,67
5382,20FT,0,7,67
5422,20FT,0,7,67
5434,20FT,0,7,67
5435,20FT,0,7,67
5436,20FT,0,7,67
5447,20FT,0,7,67
5448,20FT,0,7,67
5485,20FT,0,7,67
5495,20FT,0,7,67
5616,20FT,0,7,67
5641,20FT,0,7,67
5667,20FT,0,7,67
5671,20FT,0,7,67
5676,20FT,0,7,67
5705,20FT,0,7,67
5710,20FT,0,7,67
5713,20FT,0,7,67
5732,20FT,0,7,67
5752,20FT,0,7,67
5799,20FT,0,7,67
5802,20FT,0,7,67
5857,20FT,0,7,67
5872,20FT,0,7,67
5881,20FT,0,7,67
5889,20FT,0,7,67
5898,20FT,0,7,67
5932,20FT,0,7,67
5935,20FT,0,7,67
5968,20FT,0,7,67
5987,20FT,0,7,67
6173,20FT,0,7,67
6394,20FT,0,7,67
7,24FT,4,7,67
12,24FT,4,7,67
29,24FT,4,7,67
34,24FT,4,7,67
38,24FT,4,7,67
43,24FT,4,7,67
55,24FT,4,7,67
60,24FT,4,7,67
62,24FT,4,7,67
71,24FT,4,7,67
77,24FT,4,7,67
83,24FT,4,7,67
86,24FT,4,7,67
90,24FT,4,7,67
97,24FT,4,7,67
106,24FT,4,7,67
114,24FT,4,7,67
126,24FT,4,7,67
131,24FT,4,7,67
132,24FT,4,7,67
139,24FT,4,7,67
143,24FT,4,7,67
146,24FT,4,7,67
157,24FT,4,7,67
158,24FT,4,7,67
162,24FT,4,7,67
171,24FT,4,7,67
199,24FT,4,7,67
206,24FT,4,7,67
218,24FT,4,7,67
229,24FT,4,7,67
239,24FT,4,7,67
246,24FT,4,7,67
262,24FT,4,7,67
265,24FT,4,7,67
266,24FT,4,7,67
273,24FT,4,7,67
305,24FT,4,7,67
306,24FT,4,7,67
342,24FT,4,7,67
343,24FT,4,7,67
347,24FT,4,7,67
375,24FT,4,7,67
386,24FT,4,7,67
392,24FT,4,7,67
414,24FT,4,7,67
417,24FT,4,7,67
420,24FT,4,7,67
421,24FT,4,7,67
428,24FT,4,7,67
434,24FT,4,7,67
435,24FT,4,7,67
442,24FT,4,7,67
452,24FT,4,7,67
454,24FT,4,7,67
463,24FT,4,7,67
477,24FT,4,7,67
479,24FT,4,7,67
493,24FT,4,7,67
497,24FT,4,7,67
513,24FT,4,7,67
527,24FT,4,7,67
542,24FT,4,7,67
555,24FT,4,7,67
561,24FT,4,7,67
565,24FT,4,7,67
583,24FT,4,7,67
586,24FT,4,7,67
592,24FT,4,7,67
593,24FT,4,7,67
609,24FT,4,7,67
611,24FT,4,7,67
612,24FT,4,7,67
616,24FT,4,7,67
618,24FT,4,7,67
633,24FT,4,7,67
634,24FT,4,7,67
636,24FT,4,7,67
681,24FT,4,7,67
697,24FT,4,7,67
734,24FT,4,7,67
740,24FT,4,7,67
768,24FT,4,7,67
780,24FT,4,7,67
785,24FT,4,7,67
798,24FT,4,7,67
823,24FT,4,7,67
833,24FT,4,7,67
834,24FT,4,7,67
857,24FT,4,7,67
866,24FT,4,7,67
874,24FT,4,7,67
879,24FT,4,7,67
900,24FT,4,7,67
903,24FT,4,7,67
947,24FT,4,7,67
956,24FT,4,7,67
962,24FT,4,7,67
967,24FT,4,7,67
991,24FT,4,7,67
1002,24FT,4,7,67
1003,24FT,4,7,67
1012,24FT,4,7,67
1018,24FT,4,7,67
1029,24FT,4,7,67
1042,24FT,4,7,67
1058,24FT,4,7,67
1098,24FT,4,7,67
1103,24FT,4,7,67
1107,24FT,4,7,67
1115,24FT,4,7,67
1131,24FT,4,7,67
1140,24FT,4,7,67
1143,24FT,4,7,67
1154,24FT,4,7,67
1169,24FT,4,7,67
1174,24FT,4,7,67
1175,24FT,4,7,67
1184,24FT,4,7,67
1187,24FT,4,7,67
1188,24FT,4,7,67
1193,24FT,4,7,67
1219,24FT,4,7,67
1220,24FT,4,7,67
1225,24FT,4,7,67
1234,24FT,4,7,67
1256,24FT,4,7,67
1259,24FT,4,7,67
1270,24FT,4,7,67
1282,24FT,4,7,67
1288,24FT,4,7,67
1291,24FT,4,7,67
1308,24FT,4,7,67
1316,24FT,4,7,67
1325,24FT,4,7,67
1332,24FT,4,7,67
1352,24FT,4,7,67
1361,24FT,4,7,67
1366,24FT,4,7,67
1394,24FT,4,7,67
1396,24FT,4,7,67
1401,24FT,4,7,67
1411,24FT,4,7,67
1436,24FT,4,7,67
1445,24FT,4,7,67
1452,24FT,4,7,67
1459,24FT,4,7,67
1466,24FT,4,7,67
1468,24FT,4,7,67
1480,24FT,4,7,67
1492,24FT,4,7,67
1494,24FT,4,7,67
1513,24FT,4,7,67
1524,24FT,4,7,67
1531,24FT,4,7,67
1533,24FT,4,7,67
1552,24FT,4,7,67
1559,24FT,4,7,67
1576,24FT,4,7,67
1580,24FT,4,7,67
1586,24FT,4,7,67
1629,24FT,4,7,67
1630,24FT,4,7,67
1635,24FT,4,7,67
1638,24FT,4,7,67
1640,24FT,4,7,67
1642,24FT,4,7,67
1650,24FT,4,7,67
1654,24FT,4,7,67
1681,24FT,4,7,67
1685,24FT,4,7,67
1711,24FT,4,7,67
1721,24FT,4,7,67
1722,24FT,4,7,67
1729,24FT,4,7,67
1731,24FT,4,7,67
1743,24FT,4,7,67
1751,24FT,4,7,67
1756,24FT,4,7,67
1779,24FT,4,7,67
1797,24FT,4,7,67
1816,24FT,4,7,67
1825,24FT,4,7,67
1838,24FT,4,7,67
1846,24FT,4,7,67
1879,24FT,4,7,67
1883,24FT,4,7,67
1891,24FT,4,7,67
1893,24FT,4,7,67
1897,24FT,4,7,67
1898,24FT,4,7,67
1900,24FT,4,7,67
1907,24FT,4,7,67
1911,24FT,4,7,67
1918,24FT,4,7,67
1923,24FT,4,7,67
1936,24FT,4,7,67
1945,24FT,4,7,67
1947,24FT,4,7,67
1953,24FT,4,7,67
1954,24FT,4,7,67
1975,24FT,4,7,67
1994,24FT,4,7,67
2009,24FT,4,7,67
2031,24FT,4,7,67
2039,24FT,4,7,67
2040,24FT,4,7,67
2045,24FT,4,7,67
2052,24FT,4,7,67
2053,24FT,4,7,67
2057,24FT,4,7,67
2082,24FT,4,7,67
2097,24FT,4,7,67
2099,24FT,4,7,67
2118,24FT,4,7,67
2119,24FT,4,7,67
2137,24FT,4,7,67
2144,24FT,4,7,67
2147,24FT,4,7,67
2155,24FT,4,7,67
2156,24FT,4,7,67
2161,24FT,4,7,67
2176,24FT,4,7,67
2184,24FT,4,7,67
2185,24FT,4,7,67
2215,24FT,4,7,67
2221,24FT,4,7,67
2224,24FT,4,7,67
2244,24FT,4,7,67
2245,24FT,4,7,67
2247,24FT,4,7,67
2250,24FT,4,7,67
2253,24FT,4,7,67
2265,24FT,4,7,67
2267,24FT,4,7,67
2277,24FT,4,7,67
2289,24FT,4,7,67
2292,24FT,4,7,67
2320,24FT,4,7,67
2329,24FT,4,7,67
2338,24FT,4,7,67
2354,24FT,4,7,67
2360,24FT,4,7,67
2365,24FT,4,7,67
2401,24FT,4,7,67
2418,24FT,4,7,67
2427,24FT,4,7,67
2446,24FT,4,7,67
2450,24FT,4,7,67
2453,24FT,4,7,67
2460,24FT,4,7,67
2479,24FT,4,7,67
2485,24FT,4,7,67
2513,24FT,4,7,67
2514,24FT,4,7,67
2526,24FT,4,7,67
2528,24FT,4,7,67
2530,24FT,4,7,67
2534,24FT,4,7,67
2536,24FT,4,7,67
2545,24FT,4,7,67
2554,24FT,4,7,67
2559,24FT,4,7,67
2563,24FT,4,7,67
2566,24FT,4,7,67
2567,24FT,4,7,67
2575,24FT,4,7,67
2580,24FT,4,7,67
2621,24FT,4,7,67
2642,24FT,4,7,67
2663,24FT,4,7,67
2667,24FT,4,7,67
2681,24FT,4,7,67
2682,24FT,4,7,67
2687,24FT,4,7,67
2693,24FT,4,7,67
2696,24FT,4,7,67
2712,24FT,4,7,67
2718,24FT,4,7,67
2720,24FT,4,7,67
2727,24FT,4,7,67
2729,24FT,4,7,67
2733,24FT,4,7,67
2751,24FT,4,7,67
2758,24FT,4,7,67
2760,24FT,4,7,67
2784,24FT,4,7,67
2785,24FT,4,7,67
2792,24FT,4,7,67
2794,24FT,4,7,67
2797,24FT,4,7,67
2842,24FT,4,7,67
2871,24FT,4,7,67
2873,24FT,4,7,67
2903,24FT,4,7,67
2904,24FT,4,7,67
2906,24FT,4,7,67
2911,24FT,4,7,67
2928,24FT,4,7,67
2931,24FT,4,7,67
2935,24FT,4,7,67
2936,24FT,4,7,67
2947,24FT,4,7,67
2950,24FT,4,7,67
2957,24FT,4,7,67
2992,24FT,4,7,67
2994,24FT,4,7,67
2996,24FT,4,7,67
3060,24FT,4,7,67
3075,24FT,4,7,67
3077,24FT,4,7,67
3102,24FT,4,7,67
3151,24FT,4,7,67
3170,24FT,4,7,67
3188,24FT,4,7,67
3215,24FT,4,7,67
3231,24FT,4,7,67
3233,24FT,4,7,67
3245,24FT,4,7,67
3253,24FT,4,7,67
3269,24FT,4,7,67
3270,24FT,4,7,67
3271,24FT,4,7,67
3289,24FT,4,7,67
3291,24FT,4,7,67
3294,24FT,4,7,67
3295,24FT,4,7,67
3305,24FT,4,7,67
3311,24FT,4,7,67
3329,24FT,4,7,67
3331,24FT,4,7,67
3362,24FT,4,7,67
3364,24FT,4,7,67
3372,24FT,4,7,67
3381,24FT,4,7,67
3384,24FT,4,7,67
3400,24FT,4,7,67
3430,24FT,4,7,67
3458,24FT,4,7,67
3477,24FT,4,7,67
3488,24FT,4,7,67
3490,24FT,4,7,67
3510,24FT,4,7,67
3511,24FT,4,7,67
3520,24FT,4,7,67
3524,24FT,4,7,67
3529,24FT,4,7,67
3548,24FT,4,7,67
3567,24FT,4,7,67
3571,24FT,4,7,67
3573,24FT,4,7,67
3581,24FT,4,7,67
3583,24FT,4,7,67
3608,24FT,4,7,67
3660,24FT,4,7,67
3716,24FT,4,7,67
3728,24FT,4,7,67
3741,24FT,4,7,67
3770,24FT,4,7,67
3801,24FT,4,7,67
3803,24FT,4,7,67
3809,24FT,4,7,67
3828,24FT,4,7,67
3843,24FT,4,7,67
3861,24FT,4,7,67
3886,24FT,4,7,67
3912,24FT,4,7,67
4102,24FT,4,7,67
4132,24FT,4,7,67
4156,24FT,4,7,67
4161,24FT,4,7,67
4162,24FT,4,7,67
4168,24FT,4,7,67
4176,24FT,4,7,67
4183,24FT,4,7,67
4187,24FT,4,7,67
4194,24FT,4,7,67
4226,24FT,4,7,67
4230,24FT,4,7,67
4238,24FT,4,7,67
4244,24FT,4,7,67
4259,24FT,4,7,67
4276,24FT,4,7,67
4281,24FT,4,7,67
4295,24FT,4,7,67
4318,24FT,4,7,67
4321,24FT,4,7,67
4348,24FT,4,7,67
4372,24FT,4,7,67
4377,24FT,4,7,67
4383,24FT,4,7,67
4392,24FT,4,7,67
4393,24FT,4,7,67
4404,24FT,4,7,67
4409,24FT,4,7,67
4477,24FT,4,7,67
4514,24FT,4,7,67
4558,24FT,4,7,67
4564,24FT,4,7,67
4569,24FT,4,7,67
4570,24FT,4,7,67
4581,24FT,4,7,67
4594,24FT,4,7,67
4606,24FT,4,7,67
4609,24FT,4,7,67
4616,24FT,4,7,67
4639,24FT,4,7,67
4643,24FT,4,7,67
4687,24FT,4,7,67
4697,24FT,4,7,67
5012,24FT,4,7,67
5076,24FT,4,7,67
5077,24FT,4,7,67
5080,24FT,4,7,67
5092,24FT,4,7,67
5129,24FT,4,7,67
5130,24FT,4,7,67
5140,24FT,4,7,67
5147,24FT,4,7,67
5152,24FT,4,7,67
5172,24FT,4,7,67
5196,24FT,4,7,67
5202,24FT,4,7,67
5210,24FT,4,7,67
5219,24FT,4,7,67
5227,24FT,4,7,67
5228,24FT,4,7,67
5276,24FT,4,7,67
5282,24FT,4,7,67
5295,24FT,4,7,67
5301,24FT,4,7,67
5338,24FT,4,7,67
5342,24FT,4,7,67
5356,24FT,4,7,67
5360,24FT,4,7,67
5387,24FT,4,7,67
5394,24FT,4,7,67
5402,24FT,4,7,67
5414,24FT,4,7,67
5429,24FT,4,7,67
5432,24FT,4,7,67
5433,24FT,4,7,67
5470,24FT,4,7,67
5477,24FT,4,7,67
5482,24FT,4,7,67
5483,24FT,4,7,67
5498,24FT,4,7,67
5612,24FT,4,7,67
5644,24FT,4,7,67
5649,24FT,4,7,67
5673,24FT,4,7,67
5727,24FT,4,7,67
5731,24FT,4,7,67
5743,24FT,4,7,67
5747,24FT,4,7,67
5766,24FT,4,7,67
5777,24FT,4,7,67
5787,24FT,4,7,67
5797,24FT,4,7,67
5803,24FT,4,7,67
5807,24FT,4,7,67
5843,24FT,4,7,67
5847,24FT,4,7,67
5861,24FT,4,7,67
5867,24FT,4,7,67
5882,24FT,4,7,67
5883,24FT,4,7,67
5886,24FT,4,7,67
5890,24FT,4,7,67
5911,24FT,4,7,67
5927,24FT,4,7,67
5959,24FT,4,7,67
5976,24FT,4,7,67
5996,24FT,4,7,67
6397,24FT,4,7,67
6476,24FT,4,7,67
6480,24FT,4,7,67
7181,24FT,4,7,67
7188,24FT,4,7,67
7194,24FT,4,7,67
5,28FT,4,10,87
19,28FT,4,10,87
21,28FT,4,10,87
22,28FT,4,10,87
24,28FT,4,10,87
28,28FT,4,10,87
52,28FT,4,10,87
72,28FT,4,10,87
73,28FT,4,10,87
78,28FT,4,10,87
89,28FT,4,10,87
91,28FT,4,10,87
92,28FT,4,10,87
93,28FT,4,10,87
101,28FT,4,10,87
104,28FT,4,10,87
107,28FT,4,10,87
118,28FT,4,10,87
119,28FT,4,10,87
127,28FT,4,10,87
152,28FT,4,10,87
153,28FT,4,10,87
165,28FT,4,10,87
179,28FT,4,10,87
185,28FT,4,10,87
186,28FT,4,10,87
200,28FT,4,10,87
201,28FT,4,10,87
203,28FT,4,10,87
242,28FT,4,10,87
277,28FT,4,10,87
284,28FT,4,10,87
295,28FT,4,10,87
298,28FT,4,10,87
300,28FT,4,10,87
308,28FT,4,10,87
309,28FT,4,10,87
314,28FT,4,10,87
318,28FT,4,10,87
338,28FT,4,10,87
350,28FT,4,10,87
359,28FT,4,10,87
364,28FT,4,10,87
388,28FT,4,10,87
403,28FT,4,10,87
408,28FT,4,10,87
409,28FT,4,10,87
410,28FT,4,10,87
422,28FT,4,10,87
426,28FT,4,10,87
448,28FT,4,10,87
468,28FT,4,10,87
486,28FT,4,10,87
502,28FT,4,10,87
504,28FT,4,10,87
507,28FT,4,10,87
512,28FT,4,10,87
514,28FT,4,10,87
515,28FT,4,10,87
521,28FT,4,10,87
533,28FT,4,10,87
553,28FT,4,10,87
559,28FT,4,10,87
562,28FT,4,10,87
569,28FT,4,10,87
584,28FT,4,10,87
591,28FT,4,10,87
599,28FT,4,10,87
602,28FT,4,10,87
606,28FT,4,10,87
644,28FT,4,10,87
648,28FT,4,10,87
649,28FT,4,10,87
678,28FT,4,10,87
698,28FT,4,10,87
701,28FT,4,10,87
712,28FT,4,10,87
721,28FT,4,10,87
723,28FT,4,10,87
728,28FT,4,10,87
738,28FT,4,10,87
741,28FT,4,10,87
749,28FT,4,10,87
757,28FT,4,10,87
758,28FT,4,10,87
778,28FT,4,10,87
784,28FT,4,10,87
797,28FT,4,10,87
802,28FT,4,10,87
805,28FT,4,10,87
808,28FT,4,10,87
814,28FT,4,10,87
815,28FT,4,10,87
