Store Number,Footage,"
16"" Shelves"," 
1x48 Snap Rail","
Snap Rail Pegs 8"""
910,36FT,6,10,87
912,36FT,6,10,87
924,36FT,6,10,87
939,36FT,6,10,87
945,36FT,6,10,87
960,36FT,6,10,87
972,36FT,6,10,87
978,36FT,6,10,87
981,36FT,6,10,87
999,36FT,6,10,87
1004,36FT,6,10,87
1010,36FT,6,10,87
1025,36FT,6,10,87
1032,36FT,6,10,87
1037,36FT,6,10,87
1040,36FT,6,10,87
1047,36FT,6,10,87
1054,36FT,6,10,87
1060,36FT,6,10,87
1077,36FT,6,10,87
1083,36FT,6,10,87
1094,36FT,6,10,87
1095,36FT,6,10,87
1097,36FT,6,10,87
1105,36FT,6,10,87
1114,36FT,6,10,87
1125,36FT,6,10,87
1134,36FT,6,10,87
1144,36FT,6,10,87
1148,36FT,6,10,87
1161,36FT,6,10,87
1172,36FT,6,10,87
1201,36FT,6,10,87
1207,36FT,6,10,87
1209,36FT,6,10,87
1215,36FT,6,10,87
1223,36FT,6,10,87
1233,36FT,6,10,87
1239,36FT,6,10,87
1243,36FT,6,10,87
1247,36FT,6,10,87
1263,36FT,6,10,87
1268,36FT,6,10,87
1279,36FT,6,10,87
1285,36FT,6,10,87
1292,36FT,6,10,87
1301,36FT,6,10,87
1312,36FT,6,10,87
1320,36FT,6,10,87
1324,36FT,6,10,87
1336,36FT,6,10,87
1348,36FT,6,10,87
1364,36FT,6,10,87
1370,36FT,6,10,87
1371,36FT,6,10,87
1377,36FT,6,10,87
1383,36FT,6,10,87
1388,36FT,6,10,87
1390,36FT,6,10,87
1391,36FT,6,10,87
1398,36FT,6,10,87
1403,36FT,6,10,87
1409,36FT,6,10,87
1412,36FT,6,10,87
1423,36FT,6,10,87
1428,36FT,6,10,87
1438,36FT,6,10,87
1439,36FT,6,10,87
1444,36FT,6,10,87
1483,36FT,6,10,87
1485,36FT,6,10,87
1491,36FT,6,10,87
1520,36FT,6,10,87
1528,36FT,6,10,87
1544,36FT,6,10,87
1557,36FT,6,10,87
1563,36FT,6,10,87
1564,36FT,6,10,87
1570,36FT,6,10,87
1575,36FT,6,10,87
1585,36FT,6,10,87
1588,36FT,6,10,87
1598,36FT,6,10,87
1605,36FT,6,10,87
1611,36FT,6,10,87
1626,36FT,6,10,87
1631,36FT,6,10,87
1634,36FT,6,10,87
1645,36FT,6,10,87
1648,36FT,6,10,87
1652,36FT,6,10,87
1659,36FT,6,10,87
1666,36FT,6,10,87
1682,36FT,6,10,87
1687,36FT,6,10,87
1698,36FT,6,10,87
1703,36FT,6,10,87
1714,36FT,6,10,87
1728,36FT,6,10,87
1733,36FT,6,10,87
1742,36FT,6,10,87
1746,36FT,6,10,87
1749,36FT,6,10,87
1757,36FT,6,10,87
1759,36FT,6,10,87
1760,36FT,6,10,87
1765,36FT,6,10,87
1769,36FT,6,10,87
1773,36FT,6,10,87
1781,36FT,6,10,87
1785,36FT,6,10,87
1788,36FT,6,10,87
1789,36FT,6,10,87
1801,36FT,6,10,87
1802,36FT,6,10,87
1828,36FT,6,10,87
1831,36FT,6,10,87
1834,36FT,6,10,87
1837,36FT,6,10,87
1843,36FT,6,10,87
1844,36FT,6,10,87
1845,36FT,6,10,87
1851,36FT,6,10,87
1859,36FT,6,10,87
1875,36FT,6,10,87
1884,36FT,6,10,87
1888,36FT,6,10,87
1889,36FT,6,10,87
1890,36FT,6,10,87
1915,36FT,6,10,87
1928,36FT,6,10,87
1937,36FT,6,10,87
1940,36FT,6,10,87
1952,36FT,6,10,87
1956,36FT,6,10,87
1982,36FT,6,10,87
1983,36FT,6,10,87
1984,36FT,6,10,87
1986,36FT,6,10,87
1989,36FT,6,10,87
1991,36FT,6,10,87
1997,36FT,6,10,87
2005,36FT,6,10,87
2006,36FT,6,10,87
2014,36FT,6,10,87
2036,36FT,6,10,87
2038,36FT,6,10,87
2051,36FT,6,10,87
2063,36FT,6,10,87
2070,36FT,6,10,87
2075,36FT,6,10,87
2078,36FT,6,10,87
2083,36FT,6,10,87
2084,36FT,6,10,87
2105,36FT,6,10,87
2117,36FT,6,10,87
2126,36FT,6,10,87
2128,36FT,6,10,87
2131,36FT,6,10,87
2181,36FT,6,10,87
2188,36FT,6,10,87
2197,36FT,6,10,87
2201,36FT,6,10,87
2202,36FT,6,10,87
2209,36FT,6,10,87
2211,36FT,6,10,87
2218,36FT,6,10,87
2230,36FT,6,10,87
2231,36FT,6,10,87
2233,36FT,6,10,87
2234,36FT,6,10,87
2243,36FT,6,10,87
2249,36FT,6,10,87
2266,36FT,6,10,87
2276,36FT,6,10,87
2278,36FT,6,10,87
2283,36FT,6,10,87
2307,36FT,6,10,87
2317,36FT,6,10,87
2339,36FT,6,10,87
2340,36FT,6,10,87
2341,36FT,6,10,87
2351,36FT,6,10,87
2417,36FT,6,10,87
2419,36FT,6,10,87
2420,36FT,6,10,87
2428,36FT,6,10,87
2429,36FT,6,10,87
2436,36FT,6,10,87
2437,36FT,6,10,87
2455,36FT,6,10,87
2464,36FT,6,10,87
2471,36FT,6,10,87
2493,36FT,6,10,87
2533,36FT,6,10,87
2548,36FT,6,10,87
2581,36FT,6,10,87
2592,36FT,6,10,87
2594,36FT,6,10,87
2597,36FT,6,10,87
2600,36FT,6,10,87
2604,36FT,6,10,87
2616,36FT,6,10,87
2619,36FT,6,10,87
2628,36FT,6,10,87
2637,36FT,6,10,87
2649,36FT,6,10,87
2650,36FT,6,10,87
2665,36FT,6,10,87
2668,36FT,6,10,87
2684,36FT,6,10,87
2703,36FT,6,10,87
2708,36FT,6,10,87
2721,36FT,6,10,87
2723,36FT,6,10,87
2728,36FT,6,10,87
2757,36FT,6,10,87
2766,36FT,6,10,87
