Store,Store Group
3771,Normal set (SG1)
3772,Normal set (SG2)
3773,Normal set (SG2)
3774,Late set (SG4)
3777,Normal set (SG2)
3778,Normal set (SG2)
3780,Late set (SG4)
3781,Normal set (SG1)
3782,Normal set (SG2)
3783,Normal set (SG2)
3784,Normal set (SG2)
3785,Normal set (SG2)
3786,Normal set (SG1)
3788,Normal set (SG2)
3789,Normal set (SG2)
3790,Normal set (SG2)
3791,Normal set (SG2)
3792,Normal set (SG2)
3794,Normal set (SG3)
3795,Late set (SG4)
3796,Normal set (SG2)
3799,Normal set (SG1)
3801,Normal set (SG3)
3802,Late set (SG4)
3803,Normal set (SG3)
3804,Normal set (SG2)
3805,Normal set (SG2)
3806,Normal set (SG2)
3807,Early set (EA1)
3809,Normal set (SG2)
3810,Normal set (SG2)
3812,Normal set (SG2)
3816,Normal set (SG1)
3817,Normal set (SG2)
3823,Normal set (SG2)
3824,Normal set (SG2)
3825,Normal set (SG2)
3826,Normal set (SG2)
3827,Normal set (SG2)
3828,Normal set (SG2)
3829,Normal set (SG1)
3830,Late set (SG4)
3831,Normal set (SG2)
3833,Early set (EA1)
3835,Normal set (SG1)
3837,Normal set (SG2)
3838,Normal set (SG2)
3840,Normal set (SG2)
3842,Normal set (SG3)
3843,Late set (SG4)
3844,Normal set (SG2)
3845,Normal set (SG2)
3846,Normal set (SG1)
3847,Normal set (SG2)
3848,Normal set (SG2)
3850,Normal set (SG3)
3851,Normal set (SG2)
3852,Normal set (SG1)
3853,Normal set (SG2)
3857,Normal set (SG3)
3858,Normal set (SG2)
3860,Normal set (SG2)
3861,Early set (EA1)
3862,Normal set (SG2)
3864,Normal set (SG2)
3867,Normal set (SG2)
3868,Normal set (SG2)
3869,Normal set (SG2)
3870,Normal set (SG2)
3872,Normal set (SG2)
3874,Normal set (SG1)
3875,Normal set (SG2)
3876,Normal set (SG2)
3877,Normal set (SG2)
3880,Normal set (SG2)
3883,Early set (AK/HI)
3884,Normal set (SG1)
3886,Normal set (SG2)
3887,Normal set (SG2)
3888,Normal set (SG2)
3889,Normal set (SG2)
3891,Normal set (SG2)
3893,Normal set (SG2)
3894,Normal set (SG2)
3896,Normal set (SG1)
3897,Normal set (SG2)
3899,Normal set (SG2)
3912,Late set (SG4)
3913,Normal set (SG3)
3935,Normal set (SG2)
3947,Normal set (SG1)
3959,Normal set (SG2)
3988,Normal set (SG2)
3990,Normal set (SG2)
4046,Normal set (SG2)
4048,Normal set (SG2)
4049,Normal set (SG2)
4053,Normal set (SG1)
4054,Normal set (SG1)
4055,Normal set (SG2)
4056,Normal set (SG2)
4057,Normal set (SG2)
4063,Normal set (SG2)
4064,Normal set (SG2)
4065,Normal set (SG2)
4068,Normal set (SG2)
4100,Normal set (SG2)
4101,Normal set (SG2)
4102,Normal set (SG2)
4103,Normal set (SG2)
4104,Normal set (SG2)
4105,Normal set (SG2)
4108,Normal set (SG2)
4111,Normal set (SG2)
4112,Normal set (SG2)
4114,Normal set (SG2)
4115,Normal set (SG2)
4118,Normal set (SG1)
4127,Normal set (SG2)
4128,Normal set (SG3)
4129,Normal set (SG2)
4130,Normal set (SG2)
4131,Normal set (SG2)
4132,Normal set (SG2)
4134,Normal set (SG2)
4137,Normal set (SG3)
4138,Normal set (SG2)
4139,Normal set (SG2)
4140,Normal set (SG2)
4141,Normal set (SG2)
4142,Normal set (SG2)
4144,Normal set (SG2)
4145,Normal set (SG2)
4147,Normal set (SG3)
4148,Normal set (SG3)
4153,Late set (SG4)
4156,Late set (SG4)
4157,Normal set (SG3)
4159,Normal set (SG2)
4160,Normal set (SG2)
4161,Normal set (SG2)
4162,Normal set (SG2)
4163,Normal set (SG2)
4164,Normal set (SG2)
4165,Normal set (SG2)
4166,Normal set (SG1)
4168,Normal set (SG2)
4169,Normal set (SG2)
4171,Normal set (SG2)
4174,Normal set (SG2)
4176,Normal set (SG3)
4178,Normal set (SG3)
4180,Normal set (SG2)
4182,Normal set (SG2)
4183,Normal set (SG2)
4184,Normal set (SG3)
4185,Normal set (SG1)
4187,Normal set (SG2)
4188,Normal set (SG3)
4189,Normal set (SG2)
4191,Normal set (SG2)
4193,Normal set (SG2)
4194,Normal set (SG2)
4195,Normal set (SG2)
4196,Normal set (SG3)
4197,Normal set (SG2)
4198,Normal set (SG2)
4200,Normal set (SG2)
4201,Normal set (SG2)
4202,Normal set (SG2)
4203,Normal set (SG1)
4206,Normal set (SG1)
4208,Normal set (SG2)
4209,Normal set (SG2)
4210,Normal set (SG2)
4211,Normal set (SG2)
4215,Normal set (SG2)
4216,Normal set (SG2)
4218,Normal set (SG1)
4219,Normal set (SG2)
4220,Normal set (SG3)
4221,Normal set (SG2)
4223,Normal set (SG1)
4224,Normal set (SG2)
4226,Normal set (SG1)
4230,Normal set (SG1)
4231,Normal set (SG2)
4232,Normal set (SG1)
4233,Normal set (SG1)
4235,Normal set (SG2)
4237,Normal set (SG2)
4238,Normal set (SG2)
4239,Normal set (SG2)
4240,Normal set (SG2)
4241,Normal set (SG2)
4243,Normal set (SG2)
4244,Normal set (SG3)
4246,Normal set (SG3)
4247,Normal set (SG2)
4249,Normal set (SG3)
4250,Normal set (SG2)
4252,Normal set (SG2)
4253,Normal set (SG3)
4255,Normal set (SG2)
4256,Normal set (SG2)
4257,Normal set (SG2)
4258,Normal set (SG2)
4259,Normal set (SG2)
4260,Normal set (SG2)
4262,Normal set (SG2)
4264,Normal set (SG2)
4272,Normal set (SG2)
4273,Normal set (SG2)
4274,Normal set (SG2)
4275,Normal set (SG2)
4276,Late set (SG4)
4277,Normal set (SG2)
4278,Normal set (SG2)
4279,Normal set (SG2)
4281,Normal set (SG3)
4283,Normal set (SG2)
4284,Normal set (SG2)
4285,Normal set (SG2)
4286,Normal set (SG2)
4288,Normal set (SG2)
4293,Normal set (SG1)
4295,Normal set (SG2)
4298,Normal set (SG2)
4299,Normal set (SG2)
4303,Normal set (SG2)
4309,Normal set (SG2)
4317,Normal set (SG2)
4318,Normal set (SG2)
4321,Normal set (SG2)
4322,Normal set (SG2)
4323,Normal set (SG2)
4324,Normal set (SG1)
4325,Normal set (SG1)
4330,Normal set (SG2)
4332,Normal set (SG2)
4333,Normal set (SG2)
4334,Normal set (SG2)
4335,Normal set (SG2)
4336,Normal set (SG1)
4337,Normal set (SG1)
4339,Normal set (SG2)
4340,Normal set (SG2)
4341,Normal set (SG2)
4348,Normal set (SG2)
4350,Normal set (SG2)
4352,Normal set (SG2)
4354,Normal set (SG2)
4355,Normal set (SG2)
4356,Normal set (SG2)
4357,Normal set (SG2)
4358,Normal set (SG2)
4359,Early set (AK/HI)
4365,Normal set (SG2)
4366,Normal set (SG2)
4367,Normal set (SG2)
4368,Normal set (SG2)
4370,Normal set (SG3)
4371,Normal set (SG2)
4372,Normal set (SG2)
4373,Normal set (SG2)
4374,Normal set (SG3)
4375,Normal set (SG2)
4376,Normal set (SG2)
4377,Normal set (SG2)
4378,Normal set (SG3)
4380,Normal set (SG2)
4381,Normal set (SG2)
4383,Normal set (SG3)
4384,Normal set (SG2)
4387,Late set (SG4)
4388,Normal set (SG2)
4389,Late set (SG4)
4390,Normal set (SG2)
4392,Normal set (SG2)
4393,Normal set (SG2)
4394,Normal set (SG3)
4395,Normal set (SG3)
4399,Normal set (SG2)
4403,Normal set (SG3)
4404,Normal set (SG2)
4405,Normal set (SG2)
4407,Normal set (SG2)
4409,Normal set (SG1)
4410,Normal set (SG2)
4412,Normal set (SG2)
4413,Normal set (SG2)
4414,Normal set (SG1)
4415,Normal set (SG1)
4416,Normal set (SG2)
4417,Normal set (SG1)
4420,Normal set (SG1)
4421,Normal set (SG2)
4423,Normal set (SG2)
4424,Normal set (SG2)
4425,Normal set (SG2)
4426,Normal set (SG2)
4427,Normal set (SG2)
4428,Normal set (SG2)
4430,Early set (EA1)
4431,Normal set (SG2)
4432,Normal set (SG2)
4434,Normal set (SG2)
4435,Normal set (SG2)
4436,Normal set (SG1)
4438,Normal set (SG2)
4439,Normal set (SG2)
4440,Normal set (SG2)
4441,Normal set (SG2)
4443,Normal set (SG1)
4444,Normal set (SG2)
4445,Normal set (SG2)
4446,Normal set (SG2)
4450,Normal set (SG1)
4451,Early set (EA1)
4452,Normal set (SG2)
4453,Normal set (SG2)
4456,Late set (SG4)
4457,Normal set (SG1)
4458,Normal set (SG2)
4459,Normal set (SG2)
4460,Normal set (SG2)
4461,Normal set (SG2)
4464,Normal set (SG2)
4465,Normal set (SG2)
4466,Normal set (SG2)
4468,Normal set (SG2)
4469,Normal set (SG2)
4470,Normal set (SG2)
4471,Normal set (SG2)
4472,Normal set (SG1)
4473,Normal set (SG1)
4474,Early set (AK/HI)
4475,Normal set (SG2)
4476,Normal set (SG2)
4477,Normal set (SG2)
4478,Normal set (SG2)
4479,Normal set (SG2)
4482,Normal set (SG1)
4483,Normal set (SG1)
4484,Normal set (SG3)
4487,Normal set (SG1)
4488,Normal set (SG2)
4490,Normal set (SG1)
4491,Normal set (SG2)
4494,Normal set (SG2)
4497,Normal set (SG2)
4498,Normal set (SG2)
4499,Normal set (SG3)
4501,Normal set (SG2)
4503,Normal set (SG2)
4504,Normal set (SG2)
4506,Normal set (SG2)
4508,Normal set (SG2)
4509,Normal set (SG2)
4511,Normal set (SG1)
4512,Normal set (SG2)
4514,Normal set (SG2)
4516,Normal set (SG2)
4517,Normal set (SG1)
4519,Normal set (SG1)
4520,Normal set (SG2)
4521,Normal set (SG2)
4524,Normal set (SG2)
4525,Normal set (SG1)
4526,Normal set (SG2)
4527,Normal set (SG1)
4528,Normal set (SG2)
4529,Normal set (SG2)
4530,Normal set (SG1)
4531,Normal set (SG2)
4533,Normal set (SG1)
4538,Normal set (SG2)
4540,Normal set (SG2)
4543,Normal set (SG1)
4545,Normal set (SG3)
4546,Normal set (SG2)
4553,Normal set (SG2)
4554,Normal set (SG2)
4556,Normal set (SG1)
4557,Normal set (SG2)
4558,Normal set (SG1)
4560,Normal set (SG2)
4561,Normal set (SG2)
4563,Normal set (SG2)
4564,Normal set (SG2)
4565,Normal set (SG2)
4567,Normal set (SG2)
4568,Normal set (SG2)
4569,Normal set (SG2)
4570,Normal set (SG3)
4574,Normal set (SG2)
4577,Normal set (SG3)
4579,Normal set (SG1)
4580,Normal set (SG2)
4581,Normal set (SG2)
4582,Normal set (SG2)
4583,Normal set (SG2)
4585,Normal set (SG2)
4586,Normal set (SG1)
4588,Normal set (SG2)
4589,Normal set (SG2)
4590,Normal set (SG2)
4591,Normal set (SG2)
4593,Normal set (SG1)
4594,Normal set (SG2)
4595,Normal set (SG2)
4597,Normal set (SG3)
4599,Normal set (SG2)
4600,Normal set (SG2)
4601,Normal set (SG1)
4603,Normal set (SG1)
4605,Normal set (SG2)
4606,Normal set (SG2)
4607,Normal set (SG2)
4609,Normal set (SG2)
4611,Normal set (SG2)
4612,Late set (SG4)
4615,Normal set (SG2)
4616,Normal set (SG1)
4617,Normal set (SG2)
4618,Normal set (SG2)
4619,Normal set (SG1)
4623,Normal set (SG2)
4625,Normal set (SG2)
4626,Normal set (SG2)
4627,Normal set (SG2)
4631,Normal set (SG2)
4635,Normal set (SG1)
4636,Normal set (SG2)
4637,Normal set (SG2)
4638,Normal set (SG2)
4639,Normal set (SG2)
4641,Normal set (SG2)
4643,Normal set (SG2)
4644,Normal set (SG2)
4648,Normal set (SG2)
4653,Normal set (SG2)
4654,Normal set (SG3)
4655,Normal set (SG2)
4657,Normal set (SG2)
4659,Normal set (SG3)
4660,Normal set (SG2)
4664,Normal set (SG2)
4667,Normal set (SG2)
4672,Normal set (SG2)
4673,Normal set (SG2)
4674,Normal set (SG2)
4676,Normal set (SG2)
4677,Normal set (SG2)
4678,Normal set (SG2)
4679,Normal set (SG2)
4681,Normal set (SG2)
4682,Normal set (SG2)
4683,Normal set (SG2)
4686,Normal set (SG2)
4687,Normal set (SG2)
4689,Normal set (SG2)
4690,Normal set (SG2)
4691,Normal set (SG2)
4692,Normal set (SG2)
4695,Normal set (SG2)
4696,Normal set (SG2)
4697,Normal set (SG2)
4699,Normal set (SG2)
4700,Normal set (SG2)
4706,Normal set (SG2)
4734,Normal set (SG2)
4747,Normal set (SG2)
4756,Normal set (SG2)
4757,Normal set (SG3)
4759,Normal set (SG2)
4762,Normal set (SG2)
4826,Normal set (SG2)
4848,Normal set (SG2)
4849,Normal set (SG3)
4865,Normal set (SG2)
5003,Normal set (SG3)
5005,Normal set (SG2)
5007,Normal set (SG2)
5008,Normal set (SG2)
5010,Normal set (SG2)
5012,Late set (SG4)
5013,Normal set (SG2)
5014,Normal set (SG3)
5021,Normal set (SG2)
5022,Normal set (SG2)
5023,Normal set (SG1)
5025,Normal set (SG2)
5027,Normal set (SG3)
5028,Normal set (SG2)
5029,Normal set (SG2)
5030,Normal set (SG2)
5031,Normal set (SG1)
5032,Normal set (SG2)
5033,Normal set (SG2)
5034,Normal set (SG2)
5035,Normal set (SG2)
5036,Normal set (SG2)
5037,Normal set (SG2)
5039,Normal set (SG3)
5040,Normal set (SG2)
5041,Normal set (SG3)
5043,Normal set (SG1)
5044,Normal set (SG2)
5045,Normal set (SG2)
5046,Normal set (SG2)
5047,Late set (SG4)
5048,Normal set (SG2)
5049,Normal set (SG2)
5051,Normal set (SG2)
5054,Normal set (SG2)
5055,Normal set (SG2)
5056,Normal set (SG2)
5057,Normal set (SG1)
5058,Normal set (SG1)
5059,Normal set (SG2)
5060,Normal set (SG2)
5062,Normal set (SG2)
5063,Normal set (SG2)
5064,Normal set (SG2)
5065,Normal set (SG2)
5066,Normal set (SG2)
5070,Normal set (SG2)
5071,Normal set (SG2)
5072,Normal set (SG2)
5073,Normal set (SG3)
5075,Normal set (SG2)
5076,Late set (SG4)
5077,Late set (SG4)
5078,Normal set (SG2)
5079,Normal set (SG1)
5080,Normal set (SG2)
5081,Normal set (SG2)
5082,Normal set (SG2)
5085,Normal set (SG2)
5087,Normal set (SG2)
5088,Normal set (SG2)
5089,Normal set (SG3)
5090,Normal set (SG2)
5091,Normal set (SG2)
5092,Normal set (SG2)
5093,Normal set (SG2)
5094,Normal set (SG2)
5095,Normal set (SG2)
5096,Normal set (SG2)
5097,Normal set (SG2)
5098,Normal set (SG2)
5099,Normal set (SG2)
5100,Normal set (SG2)
5101,Normal set (SG2)
5102,Normal set (SG2)
5103,Late set (SG4)
5104,Normal set (SG2)
5105,Normal set (SG2)
5106,Normal set (SG2)
5107,Normal set (SG2)
5108,Normal set (SG2)
5109,Normal set (SG3)
5110,Normal set (SG2)
5111,Late set (SG4)
5113,Normal set (SG1)
5115,Normal set (SG2)
5116,Normal set (SG2)
5117,Normal set (SG2)
5118,Normal set (SG2)
5119,Normal set (SG1)
5122,Normal set (SG2)
5123,Normal set (SG1)
5124,Normal set (SG1)
5125,Normal set (SG2)
5126,Normal set (SG2)
5127,Normal set (SG2)
5129,Normal set (SG2)
5130,Late set (SG4)
5131,Normal set (SG2)
5132,Normal set (SG2)
5133,Normal set (SG2)
5134,Normal set (SG2)
5135,Normal set (SG2)
5136,Normal set (SG2)
5137,Normal set (SG2)
5139,Normal set (SG2)
5140,Normal set (SG2)
5141,Normal set (SG2)
5142,Late set (SG4)
5143,Normal set (SG2)
5144,Normal set (SG2)
5145,Normal set (SG2)
5146,Normal set (SG2)
5147,Normal set (SG2)
5148,Normal set (SG2)
5149,Normal set (SG2)
5150,Normal set (SG2)
5151,Normal set (SG1)
5152,Normal set (SG2)
5154,Normal set (SG2)
5155,Normal set (SG1)
5156,Normal set (SG2)
5157,Normal set (SG2)
5159,Late set (SG4)
5160,Normal set (SG2)
5162,Normal set (SG2)
5165,Normal set (SG2)
5166,Normal set (SG1)
5167,Normal set (SG2)
5168,Normal set (SG2)
5170,Normal set (SG2)
5172,Normal set (SG1)
5173,Normal set (SG2)
5174,Normal set (SG1)
5175,Normal set (SG1)
5178,Late set (SG4)
5179,Normal set (SG2)
5182,Normal set (SG2)
5183,Normal set (SG2)
5184,Normal set (SG2)
5185,Normal set (SG2)
5186,Early set (EA1)
5188,Normal set (SG1)
5189,Normal set (SG1)
5190,Normal set (SG1)
5191,Normal set (SG2)
5192,Normal set (SG2)
5193,Normal set (SG2)
5196,Normal set (SG1)
5197,Normal set (SG1)
5198,Normal set (SG1)
5199,Normal set (SG2)
5200,Normal set (SG2)
5201,Late set (SG4)
5202,Late set (SG4)
5203,Normal set (SG2)
5204,Normal set (SG2)
5205,Normal set (SG2)
5206,Normal set (SG2)
5207,Normal set (SG2)
5210,Normal set (SG2)
5211,Normal set (SG2)
5214,Normal set (SG2)
5215,Normal set (SG1)
5216,Normal set (SG2)
5218,Normal set (SG2)
5219,Normal set (SG2)
5220,Normal set (SG2)
5221,Normal set (SG2)
5224,Normal set (SG2)
5226,Normal set (SG2)
5227,Normal set (SG2)
5228,Normal set (SG2)
5229,Late set (SG4)
5231,Normal set (SG2)
5232,Normal set (SG2)
5233,Normal set (SG2)
5234,Normal set (SG2)
5235,Normal set (SG2)
5236,Normal set (SG2)
5239,Normal set (SG2)
5240,Normal set (SG2)
5241,Normal set (SG2)
5242,Normal set (SG3)
5244,Normal set (SG2)
5245,Normal set (SG2)
5246,Normal set (SG2)
5247,Normal set (SG2)
5248,Normal set (SG2)
5250,Normal set (SG2)
5251,Normal set (SG2)
5252,Normal set (SG1)
5253,Normal set (SG3)
5254,Normal set (SG2)
5255,Normal set (SG2)
5256,Normal set (SG2)
5257,Normal set (SG1)
5258,Normal set (SG2)
5259,Normal set (SG2)
5260,Normal set (SG2)
5261,Normal set (SG2)
5262,Normal set (SG2)
5263,Normal set (SG1)
5264,Normal set (SG2)
5265,Normal set (SG2)
5266,Normal set (SG2)
5267,Normal set (SG1)
5269,Normal set (SG2)
5270,Normal set (SG2)
5272,Normal set (SG3)
5273,Normal set (SG3)
5274,Early set (AK/HI)
5275,Normal set (SG1)
5276,Normal set (SG2)
5278,Late set (SG4)
5279,Normal set (SG2)
5280,Normal set (SG2)
5281,Late set (SG4)
5282,Normal set (SG3)
5285,Normal set (SG2)
5286,Normal set (SG2)
5287,Normal set (SG2)
5288,Normal set (SG2)
5290,Normal set (SG2)
5291,Normal set (SG2)
5292,Normal set (SG3)
5293,Normal set (SG2)
5294,Normal set (SG2)
5295,Late set (SG4)
5296,Normal set (SG2)
5297,Normal set (SG2)
5298,Normal set (SG2)
5299,Normal set (SG2)
5300,Normal set (SG2)
5301,Normal set (SG2)
5303,Normal set (SG1)
5304,Normal set (SG1)
5305,Normal set (SG1)
5306,Normal set (SG2)
5307,Normal set (SG2)
5308,Normal set (SG2)
5309,Normal set (SG2)
5310,Normal set (SG2)
5311,Normal set (SG2)
5312,Normal set (SG2)
5313,Normal set (SG2)
5314,Normal set (SG2)
5316,Normal set (SG2)
5317,Normal set (SG2)
5319,Normal set (SG2)
5320,Normal set (SG2)
5321,Normal set (SG2)
5323,Normal set (SG2)
5325,Normal set (SG2)
5326,Normal set (SG2)
5327,Normal set (SG2)
5328,Normal set (SG2)
5329,Normal set (SG1)
5330,Normal set (SG1)
5331,Normal set (SG1)
5332,Normal set (SG1)
5334,Normal set (SG2)
5335,Normal set (SG2)
5336,Normal set (SG2)
5337,Normal set (SG2)
5338,Normal set (SG2)
5340,Late set (SG4)
5341,Normal set (SG2)
5342,Normal set (SG1)
5343,Normal set (SG2)
5345,Late set (SG4)
5346,Normal set (SG2)
5347,Normal set (SG2)
5348,Normal set (SG2)
5349,Normal set (SG1)
5350,Normal set (SG2)
5352,Normal set (SG2)
5353,Normal set (SG2)
5355,Normal set (SG2)
5356,Normal set (SG2)
5358,Normal set (SG2)
5359,Normal set (SG2)
5360,Normal set (SG3)
5361,Normal set (SG2)
5363,Normal set (SG1)
5364,Normal set (SG2)
5365,Normal set (SG2)
5366,Normal set (SG2)
5367,Normal set (SG1)
5368,Normal set (SG3)
5369,Normal set (SG1)
5370,Normal set (SG2)
5371,Normal set (SG2)
5372,Normal set (SG2)
5373,Normal set (SG2)
5374,Normal set (SG2)
5376,Late set (SG4)
5378,Normal set (SG2)
5379,Late set (SG4)
5381,Normal set (SG2)
5382,Normal set (SG2)
5383,Normal set (SG1)
5384,Late set (SG4)
5385,Normal set (SG2)
5386,Normal set (SG2)
5387,Normal set (SG2)
5388,Normal set (SG2)
5389,Normal set (SG2)
5390,Normal set (SG1)
5391,Normal set (SG2)
5392,Normal set (SG1)
5393,Normal set (SG2)
5394,Normal set (SG2)
5396,Normal set (SG3)
5397,Normal set (SG2)
5398,Normal set (SG2)
5399,Normal set (SG2)
5402,Normal set (SG2)
5403,Normal set (SG2)
5408,Normal set (SG1)
5409,Normal set (SG2)
5410,Normal set (SG2)
5411,Normal set (SG2)
5414,Late set (SG4)
5416,Normal set (SG2)
5417,Normal set (SG2)
5418,Normal set (SG2)
5419,Normal set (SG1)
5420,Normal set (SG2)
5421,Normal set (SG2)
5422,Normal set (SG1)
5423,Normal set (SG2)
5424,Normal set (SG2)
5425,Normal set (SG2)
5427,Normal set (SG2)
5428,Normal set (SG1)
5429,Normal set (SG1)
5430,Normal set (SG2)
5432,Normal set (SG2)
5433,Normal set (SG2)
5434,Normal set (SG2)
5435,Normal set (SG2)
5436,Normal set (SG2)
5438,Normal set (SG2)
5439,Late set (SG4)
5440,Normal set (SG3)
5441,Normal set (SG2)
5442,Normal set (SG2)
5443,Normal set (SG1)
5444,Late set (SG4)
5445,Normal set (SG2)
5446,Late set (SG4)
5447,Late set (SG4)
5448,Late set (SG4)
5449,Normal set (SG2)
5450,Late set (SG4)
5451,Normal set (SG2)
5452,Normal set (SG1)
5453,Normal set (SG2)
5455,Normal set (SG2)
5458,Normal set (SG2)
5459,Normal set (SG2)
5460,Normal set (SG2)
5461,Normal set (SG3)
5462,Normal set (SG3)
5463,Normal set (SG2)
5464,Normal set (SG2)
5466,Normal set (SG2)
5467,Normal set (SG1)
5469,Normal set (SG2)
5470,Normal set (SG2)
5471,Normal set (SG2)
5472,Normal set (SG2)
5476,Late set (SG4)
5477,Normal set (SG2)
5479,Normal set (SG2)
5480,Normal set (SG2)
5481,Normal set (SG2)
5482,Normal set (SG1)
5483,Normal set (SG1)
5485,Normal set (SG2)
5486,Normal set (SG2)
5487,Normal set (SG2)
5488,Normal set (SG2)
5489,Normal set (SG2)
5490,Normal set (SG2)
5491,Normal set (SG2)
5492,Normal set (SG2)
5494,Normal set (SG2)
5495,Late set (SG4)
5497,Normal set (SG3)
5498,Normal set (SG3)
5499,Normal set (SG2)
5600,Normal set (SG2)
5601,Normal set (SG3)
5602,Normal set (SG2)
5603,Normal set (SG2)
5604,Normal set (SG2)
5605,Normal set (SG2)
5606,Normal set (SG2)
5608,Normal set (SG2)
5609,Normal set (SG2)
5610,Normal set (SG2)
5611,Normal set (SG2)
5612,Normal set (SG2)
5613,Normal set (SG2)
5614,Normal set (SG2)
5615,Normal set (SG2)
5616,Normal set (SG2)
5617,Normal set (SG2)
5622,Normal set (SG2)
5623,Normal set (SG2)
5624,Normal set (SG2)
5626,Normal set (SG1)
5627,Normal set (SG3)
5628,Normal set (SG3)
5629,Normal set (SG2)
5632,Normal set (SG2)
5633,Normal set (SG2)
5634,Normal set (SG2)
5635,Normal set (SG2)
5637,Normal set (SG2)
5640,Normal set (SG2)
5641,Normal set (SG2)
5643,Normal set (SG2)
5644,Normal set (SG2)
5649,Normal set (SG2)
5653,Normal set (SG2)
5654,Normal set (SG2)
5657,Normal set (SG2)
5658,Normal set (SG2)
5659,Normal set (SG2)
5661,Normal set (SG2)
5663,Normal set (SG2)
5664,Normal set (SG2)
5667,Normal set (SG2)
5668,Normal set (SG2)
5669,Normal set (SG2)
5670,Normal set (SG2)
5671,Normal set (SG2)
5672,Normal set (SG2)
5673,Normal set (SG2)
5675,Normal set (SG2)
5676,Normal set (SG2)
5678,Normal set (SG3)
5683,Normal set (SG2)
5684,Normal set (SG2)
5686,Normal set (SG2)
5689,Normal set (SG2)
5691,Normal set (SG2)
5692,Normal set (SG2)
5693,Normal set (SG2)
5695,Normal set (SG3)
5700,Normal set (SG2)
5701,Normal set (SG2)
5702,Normal set (SG2)
5703,Normal set (SG1)
5704,Normal set (SG2)
5705,Normal set (SG1)
5706,Normal set (SG2)
5707,Normal set (SG2)
5709,Normal set (SG1)
5710,Normal set (SG2)
5713,Normal set (SG2)
5715,Normal set (SG2)
5716,Normal set (SG1)
5717,Normal set (SG1)
5719,Normal set (SG2)
5722,Normal set (SG2)
5725,Normal set (SG1)
5726,Normal set (SG2)
5727,Normal set (SG2)
5728,Normal set (SG2)
5731,Normal set (SG2)
5732,Late set (SG4)
5734,Normal set (SG2)
5735,Normal set (SG1)
5737,Normal set (SG2)
5738,Normal set (SG2)
5740,Normal set (SG2)
5741,Normal set (SG2)
5743,Normal set (SG2)
5744,Normal set (SG2)
5745,Normal set (SG1)
5747,Normal set (SG2)
5748,Normal set (SG2)
5751,Normal set (SG2)
5752,Late set (SG4)
5753,Normal set (SG2)
5754,Normal set (SG2)
5755,Normal set (SG2)
5758,Normal set (SG2)
5759,Normal set (SG2)
5760,Normal set (SG2)
5761,Normal set (SG2)
5763,Normal set (SG2)
5764,Normal set (SG2)
5766,Normal set (SG2)
5767,Normal set (SG2)
5768,Normal set (SG1)
5769,Normal set (SG1)
5771,Normal set (SG2)
5772,Normal set (SG2)
5773,Normal set (SG2)
5774,Normal set (SG2)
5776,Normal set (SG1)
5777,Late set (SG4)
5779,Normal set (SG2)
5780,Normal set (SG2)
5782,Normal set (SG1)
5786,Normal set (SG1)
5787,Normal set (SG2)
5789,Normal set (SG2)
5790,Normal set (SG3)
5791,Normal set (SG2)
5793,Normal set (SG1)
5795,Normal set (SG2)
5797,Normal set (SG1)
5799,Normal set (SG1)
5802,Normal set (SG1)
5803,Normal set (SG1)
5804,Normal set (SG1)
5805,Normal set (SG2)
5806,Normal set (SG2)
5807,Normal set (SG2)
5808,Normal set (SG2)
5809,Normal set (SG2)
5810,Normal set (SG2)
5812,Normal set (SG1)
5813,Normal set (SG2)
5814,Normal set (SG1)
5815,Normal set (SG1)
5816,Normal set (SG2)
5817,Normal set (SG2)
5818,Normal set (SG2)
5819,Normal set (SG2)
5820,Normal set (SG2)
5823,Normal set (SG2)
5824,Normal set (SG2)
5826,Normal set (SG2)
5828,Normal set (SG3)
5829,Normal set (SG2)
5831,Normal set (SG2)
5832,Normal set (SG2)
5835,Normal set (SG1)
5837,Normal set (SG2)
5839,Normal set (SG3)
5840,Normal set (SG2)
5841,Normal set (SG2)
5842,Normal set (SG3)
5843,Normal set (SG2)
5844,Normal set (SG2)
5845,Normal set (SG2)
5846,Normal set (SG2)
5847,Normal set (SG2)
5848,Normal set (SG2)
5851,Normal set (SG2)
5853,Normal set (SG2)
5854,Normal set (SG2)
5855,Normal set (SG2)
5857,Normal set (SG2)
5858,Early set (EA1)
5859,Normal set (SG2)
5861,Normal set (SG3)
5863,Normal set (SG2)
5864,Normal set (SG2)
5866,Normal set (SG2)
5867,Late set (SG4)
5869,Normal set (SG2)
5871,Normal set (SG2)
5872,Normal set (SG2)
5874,Normal set (SG2)
5875,Normal set (SG2)
5876,Normal set (SG2)
5879,Normal set (SG2)
5880,Normal set (SG2)
5881,Late set (SG4)
5882,Normal set (SG2)
5883,Normal set (SG3)
5884,Normal set (SG2)
5886,Normal set (SG2)
5888,Normal set (SG2)
5889,Normal set (SG2)
5890,Normal set (SG2)
5891,Late set (SG4)
5893,Normal set (SG2)
5894,Normal set (SG2)
5898,Normal set (SG2)
5903,Normal set (SG2)
5907,Normal set (SG2)
5908,Normal set (SG2)
5911,Normal set (SG2)
5912,Normal set (SG2)
5922,Normal set (SG2)
5923,Normal set (SG2)
5925,Normal set (SG1)
5927,Normal set (SG2)
5929,Normal set (SG2)
5930,Normal set (SG2)
