Market,Store,Actual Install Scheduled Date
440,1931,8/18/2025
28,862,8/18/2025
28,1061,8/18/2025
30,1143,8/18/2025
24,2154,8/18/2025
168,2145,8/18/2025
477,1784,8/18/2025
157,3114,8/18/2025
86,4102,8/18/2025
181,2332,8/18/2025
302,1298,8/18/2025
14,1222,8/18/2025
188,1997,8/18/2025
183,1788,8/18/2025
190,5732,8/18/2025
180,2046,8/18/2025
179,1932,8/18/2025
204,1422,8/18/2025
160,2184,8/18/2025
47,131,8/18/2025
91,1084,8/19/2025
64,3584,8/19/2025
22,727,8/19/2025
141,916,8/19/2025
28,686,8/19/2025
478,2538,8/19/2025
380,2125,8/19/2025
278,1028,8/19/2025
248,1804,8/19/2025
387,4341,8/19/2025
152,674,8/19/2025
350,147,8/19/2025
259,1139,8/19/2025
419,1654,8/19/2025
138,1069,8/19/2025
433,3823,8/19/2025
183,2130,8/19/2025
180,2140,8/19/2025
506,5146,8/19/2025
441,1176,8/19/2025
419,1447,8/19/2025
440,2127,8/19/2025
28,556,8/19/2025
28,593,8/19/2025
16,932,8/19/2025
25,3388,8/19/2025
97,5422,8/19/2025
232,2169,8/19/2025
316,2244,8/19/2025
477,5935,8/19/2025
506,2864,8/19/2025
152,1376,8/19/2025
159,2122,8/19/2025
475,1817,8/19/2025
159,2341,8/19/2025
159,1970,8/19/2025
159,2103,8/19/2025
389,3382,8/20/2025
328,1147,8/20/2025
289,1841,8/20/2025
141,2717,8/20/2025
27,843,8/20/2025
23,1184,8/20/2025
478,3239,8/20/2025
26,3403,8/20/2025
514,3525,8/20/2025
278,1323,8/20/2025
248,4231,8/20/2025
387,1357,8/20/2025
350,185,8/20/2025
112,5036,8/20/2025
257,711,8/20/2025
257,825,8/20/2025
419,1757,8/20/2025
412,4246,8/20/2025
138,205,8/20/2025
407,418,8/20/2025
157,3535,8/20/2025
181,4389,8/20/2025
86,2599,8/20/2025
438,847,8/20/2025
28,639,8/20/2025
27,1072,8/20/2025
21,1121,8/20/2025
23,1720,8/20/2025
174,2368,8/20/2025
439,1828,8/20/2025
316,4277,8/20/2025
61,529,8/20/2025
506,4162,8/20/2025
159,2128,8/20/2025
172,5293,8/20/2025
91,5871,8/21/2025
389,2672,8/21/2025
233,2023,8/21/2025
27,889,8/21/2025
23,3188,8/21/2025
26,3471,8/21/2025
279,2231,8/21/2025
248,5025,8/21/2025
407,1282,8/21/2025
387,806,8/21/2025
111,1390,8/21/2025
260,692,8/21/2025
419,3233,8/21/2025
419,4849,8/21/2025
140,3059,8/21/2025
429,867,8/21/2025
181,2639,8/21/2025
506,1198,8/21/2025
425,882,8/21/2025
438,1679,8/21/2025
16,614,8/21/2025
28,836,8/21/2025
16,1311,8/21/2025
25,5252,8/21/2025
174,2365,8/21/2025
170,2445,8/21/2025
181,4156,8/21/2025
316,2792,8/21/2025
474,4249,8/21/2025
97,488,8/21/2025
259,2638,8/21/2025
419,2937,8/21/2025
429,598,8/21/2025
407,4322,8/21/2025
181,1975,8/21/2025
86,3058,8/21/2025
438,979,8/21/2025
440,2813,8/21/2025
160,2366,8/21/2025
183,2153,8/21/2025
180,1939,8/21/2025
164,2547,8/21/2025
188,1940,8/21/2025
204,1432,8/21/2025
179,5076,8/21/2025
179,1856,8/21/2025
468,2069,8/21/2025
256,445,8/21/2025
409,186,8/24/2025
98,5054,8/24/2025
104,994,8/24/2025
93,1297,8/24/2025
141,1168,8/24/2025
22,1488,8/24/2025
18,2513,8/24/2025
81,781,8/24/2025
266,5486,8/24/2025
251,4235,8/24/2025
364,1230,8/24/2025
364,5303,8/24/2025
310,1774,8/24/2025
425,1971,8/24/2025
429,1585,8/24/2025
87,1803,8/24/2025
82,5317,8/24/2025
441,1799,8/24/2025
436,1819,8/24/2025
444,2658,8/24/2025
27,899,8/24/2025
30,1293,8/24/2025
24,5814,8/24/2025
168,1777,8/24/2025
61,1405,8/24/2025
506,3056,8/24/2025
305,5298,8/25/2025
80,397,8/25/2025
97,1077,8/25/2025
141,785,8/25/2025
21,510,8/25/2025
22,3205,8/25/2025
238,2817,8/25/2025
254,1676,8/25/2025
364,1299,8/25/2025
409,794,8/25/2025
300,1352,8/25/2025
74,601,8/25/2025
425,3534,8/25/2025
433,1460,8/25/2025
82,1253,8/25/2025
77,3112,8/25/2025
441,3505,8/25/2025
438,5373,8/25/2025
444,5463,8/25/2025
28,1018,8/25/2025
30,4144,8/25/2025
27,5797,8/25/2025
167,3501,8/25/2025
503,275,8/25/2025
87,2404,8/25/2025
80,3567,8/26/2025
473,3260,8/26/2025
384,906,8/26/2025
15,1362,8/26/2025
143,1260,8/26/2025
25,548,8/26/2025
26,1586,8/26/2025
254,333,8/26/2025
84,330,8/26/2025
238,2818,8/26/2025
364,1417,8/26/2025
407,993,8/26/2025
302,1355,8/26/2025
85,322,8/26/2025
73,608,8/26/2025
425,2812,8/26/2025
406,790,8/26/2025
444,1012,8/26/2025
441,1396,8/26/2025
438,1669,8/26/2025
29,1011,8/26/2025
30,3570,8/26/2025
27,7245,8/26/2025
233,2340,8/26/2025
503,288,8/26/2025
506,508,8/26/2025
569,1296,8/27/2025
92,956,8/27/2025
85,293,8/27/2025
118,2484,8/27/2025
328,57,8/27/2025
93,1847,9/3/2025
90,1086,9/3/2025
349,3229,9/3/2025
314,2805,9/3/2025
297,2058,9/3/2025
86,1235,9/3/2025
325,33,9/3/2025
104,3418,9/4/2025
311,3270,9/4/2025
112,1501,9/4/2025
503,364,9/7/2025
15,3075,9/7/2025
314,1465,9/7/2025
310,1261,9/7/2025
48,804,9/7/2025
310,6879,9/8/2025
56,6300,9/8/2025
114,5300,9/8/2025
48,3431,9/8/2025
91,1374,9/8/2025
256,589,9/8/2025
98,1082,9/8/2025
93,1283,9/9/2025
86,3106,9/9/2025
48,228,9/9/2025
311,1763,9/9/2025
49,5810,9/10/2025
312,2312,9/10/2025
98,1173,9/10/2025
479,972,9/10/2025
15,818,9/10/2025
55,4164,9/10/2025
104,2740,9/10/2025
88,782,9/10/2025
479,4165,9/11/2025
583,3224,9/11/2025
308,1613,9/11/2025
305,1034,9/11/2025
46,523,9/11/2025
7,2114,9/11/2025
299,5743,9/14/2025
273,3255,9/14/2025
350,158,9/14/2025
108,2963,9/14/2025
111,1513,9/14/2025
50,2834,9/15/2025
51,5672,9/15/2025
111,1536,9/15/2025
15,944,9/15/2025
388,1808,9/15/2025
302,1661,9/15/2025
95,1213,9/15/2025
15,919,9/16/2025
388,5232,9/16/2025
51,2973,9/16/2025
94,582,9/16/2025
585,2223,9/16/2025
51,5210,9/17/2025
15,3439,9/17/2025
111,3372,9/17/2025
52,5707,9/18/2025
91,4588,9/18/2025
305,4274,9/18/2025
104,3415,9/18/2025
14,1224,9/18/2025
325,1065,9/18/2025
429,3872,9/21/2025
51,3406,9/21/2025
118,3349,9/21/2025
479,3773,9/21/2025
583,1800,9/21/2025
93,1081,9/21/2025
21,780,9/21/2025
21,1111,9/21/2025
160,2095,9/21/2025
159,3200,9/21/2025
92,771,9/22/2025
149,390,9/22/2025
56,3777,9/22/2025
53,2996,9/22/2025
309,1666,9/22/2025
21,1400,9/22/2025
19,3201,9/22/2025
19,5709,9/22/2025
56,5866,9/23/2025
44,3285,9/23/2025
296,2845,9/23/2025
114,941,9/24/2025
51,5673,9/24/2025
65,4111,9/24/2025
153,3017,9/24/2025
55,286,9/24/2025
108,5882,9/25/2025
98,5037,9/25/2025
44,4279,9/25/2025
56,2926,9/25/2025
306,1027,9/25/2025
93,960,9/25/2025
47,226,9/25/2025
152,4482,9/25/2025
118,1874,9/25/2025
81,917,9/28/2025
,0,1/31/2026
