Mkt,Wk,Reg,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Points For the Week,YTD Points, Five Star ,Sales Growth,BU Rank,Company Rank
16,36,3,2,0,3,0,0,0,0,5,5, 4.28 ,4.02%,52,282
135,36,42,0,1,3,0,0,0,0,4,4, 4.50 ,15.33%,53,296
137,36,12,0,0,3,1,0,0,0,4,4, 4.49 ,17.27%,54,297
15,36,14,0,1,3,0,0,0,0,4,4, 4.48 ,5.52%,55,299
105,36,9,0,0,3,1,0,0,0,4,4, 4.48 ,-0.78%,56,300
294,36,2,0,1,3,0,0,0,0,4,4, 4.44 ,13.93%,57,307
39,36,2,0,1,3,0,0,0,0,4,4, 4.41 ,13.69%,58,316
111,36,9,0,1,3,0,0,0,0,4,4, 4.40 ,2.07%,59,322
20,36,2,2,1,0,1,0,0,0,4,4, 4.38 ,10.24%,60,335
149,36,12,0,1,3,0,0,0,0,4,4, 4.37 ,13.99%,61,338
120,36,2,0,1,3,0,0,0,0,4,4, 4.35 ,13.53%,62,343
23,36,2,0,0,3,1,0,0,0,4,4, 4.34 ,7.24%,63,348
27,36,3,2,1,0,1,0,0,0,4,4, 4.23 ,9.25%,64,357
104,36,9,0,0,3,0,0,0,0,3,3, 4.46 ,8.84%,65,375
321,36,42,2,1,0,0,0,0,0,3,3, 4.44 ,14.30%,66,379
91,36,9,2,1,0,0,0,0,0,3,3, 4.44 ,3.00%,67,381
97,36,3,2,0,0,1,0,0,0,3,3, 4.38 ,6.75%,68,394
25,36,2,2,1,0,0,0,0,0,3,3, 4.35 ,11.60%,69,400
94,36,3,2,0,0,1,0,0,0,3,3, 4.34 ,13.62%,70,404
108,36,9,2,0,0,0,0,0,0,2,2, 4.52 ,2.24%,71,417
35,36,2,2,0,0,0,0,0,0,2,2, 4.40 ,12.69%,72,421
116,36,9,0,1,0,1,0,0,0,2,2, 4.39 ,3.95%,73,423
14,36,14,0,1,0,0,0,0,0,1,1, 4.40 ,10.31%,74,439
334,36,42,0,0,0,1,0,0,0,1,1, 4.33 ,13.44%,75,442
1,36,14,0,1,0,0,0,0,0,1,1, 4.33 ,9.79%,76,443
28,36,3,0,1,0,0,0,0,0,1,1, 4.32 ,7.65%,77,444
366,36,46,2,1,3,1,7,0,0,14,14, 4.57 ,14.49%,1,7
68,36,6,2,1,3,1,7,0,0,14,14, 4.54 ,9.38%,2,10
64,36,6,2,1,3,1,7,0,0,14,14, 4.53 ,8.42%,3,14
63,36,6,2,1,3,1,7,0,0,14,14, 4.49 ,10.67%,4,19
140,36,13,2,1,3,1,7,0,0,14,14, 4.48 ,7.14%,5,21
74,36,5,2,1,3,1,7,0,0,14,14, 4.47 ,11.51%,6,22
61,36,6,2,1,3,1,7,0,0,14,14, 4.46 ,9.92%,7,24
141,36,13,2,1,3,1,7,0,0,14,14, 4.40 ,8.05%,8,36
387,36,46,2,1,3,1,7,0,0,14,14, 4.35 ,12.22%,9,47
345,36,44,2,1,3,1,7,0,0,14,14, 4.34 ,16.12%,10,48
347,36,44,2,1,3,1,0,0,0,7,7, 4.42 ,15.63%,11,61
409,36,44,2,1,3,1,0,0,0,7,7, 4.35 ,12.30%,12,71
569,36,6,2,1,3,0,0,0,0,6,6, 4.62 ,10.47%,13,76
78,36,6,2,0,3,1,0,0,0,6,6, 4.62 ,8.38%,14,77
60,36,6,2,1,3,0,0,0,0,6,6, 4.52 ,9.64%,15,99
370,36,46,2,0,3,1,0,0,0,6,6, 4.51 ,10.00%,16,104
77,36,6,2,0,3,1,0,0,0,6,6, 4.48 ,11.73%,17,114
56,36,5,2,0,3,1,0,0,0,6,6, 4.46 ,12.49%,18,125
369,36,46,2,0,3,1,0,0,0,6,6, 4.45 ,6.09%,19,128
583,36,5,2,1,3,0,0,0,0,6,6, 4.41 ,12.30%,20,142
372,36,46,2,1,3,0,0,0,0,6,6, 4.41 ,8.71%,21,144
128,36,13,2,1,3,0,0,0,0,6,6, 4.41 ,6.05%,22,146
73,36,46,2,0,3,1,0,0,0,6,6, 4.40 ,17.50%,23,147
51,36,5,2,1,3,0,0,0,0,6,6, 4.40 ,11.56%,24,149
71,36,46,2,0,3,1,0,0,0,6,6, 4.40 ,11.35%,25,150
130,36,13,2,0,3,1,0,0,0,6,6, 4.40 ,11.03%,26,151
49,36,5,2,0,3,1,0,0,0,6,6, 4.36 ,11.42%,27,169
70,36,46,2,0,3,1,0,0,0,6,6, 4.34 ,14.17%,28,177
83,36,5,2,1,3,0,0,0,0,6,6, 4.31 ,13.03%,29,182
373,36,46,0,1,3,1,0,0,0,5,5, 4.55 ,9.77%,30,198
86,36,6,2,0,3,0,0,0,0,5,5, 4.52 ,9.77%,31,204
62,36,6,0,1,3,1,0,0,0,5,5, 4.50 ,9.36%,32,207
81,36,5,2,0,3,0,0,0,0,5,5, 4.49 ,9.27%,33,208
76,36,5,0,1,3,1,0,0,0,5,5, 4.47 ,13.08%,34,214
66,36,13,2,0,3,0,0,0,0,5,5, 4.45 ,9.93%,35,220
85,36,6,0,1,3,1,0,0,0,5,5, 4.45 ,9.01%,36,222
131,36,13,0,1,3,1,0,0,0,5,5, 4.42 ,9.49%,37,233
125,36,13,2,0,3,0,0,0,0,5,5, 4.42 ,7.51%,38,234
368,36,46,0,1,3,1,0,0,0,5,5, 4.40 ,10.47%,39,242
46,36,5,2,0,3,0,0,0,0,5,5, 4.39 ,12.83%,40,246
50,36,5,2,0,3,0,0,0,0,5,5, 4.38 ,11.16%,41,251
352,36,44,2,0,3,0,0,0,0,5,5, 4.36 ,13.35%,42,262
52,36,5,0,1,3,1,0,0,0,5,5, 4.35 ,12.02%,43,265
344,36,44,2,0,3,0,0,0,0,5,5, 4.35 ,10.86%,44,266
80,36,6,2,1,0,1,0,0,0,4,4, 4.66 ,15.96%,45,285
88,36,46,0,1,3,0,0,0,0,4,4, 4.63 ,15.56%,46,286
84,36,6,0,1,3,0,0,0,0,4,4, 4.58 ,10.18%,47,287
129,36,13,0,0,3,1,0,0,0,4,4, 4.55 ,10.47%,48,288
87,36,6,0,0,3,1,0,0,0,4,4, 4.55 ,10.09%,49,289
67,36,6,0,1,3,0,0,0,0,4,4, 4.51 ,9.41%,50,294
143,36,13,0,0,3,1,0,0,0,4,4, 4.45 ,7.91%,51,306
367,36,46,0,1,3,0,0,0,0,4,4, 4.42 ,11.36%,52,314
351,36,44,0,1,3,0,0,0,0,4,4, 4.41 ,12.36%,53,317
349,36,44,0,1,3,0,0,0,0,4,4, 4.39 ,12.35%,54,327
82,36,5,0,1,3,0,0,0,0,4,4, 4.39 ,9.35%,55,328
45,36,5,0,0,3,1,0,0,0,4,4, 4.38 ,12.90%,56,333
405,36,46,0,1,3,0,0,0,0,4,4, 4.37 ,10.20%,57,339
353,36,44,0,0,3,1,0,0,0,4,4, 4.36 ,13.03%,58,342
55,36,5,0,1,3,0,0,0,0,4,4, 4.33 ,15.54%,59,349
375,36,46,0,0,3,1,0,0,0,4,4, 4.31 ,12.67%,60,351
371,36,46,0,1,3,0,0,0,0,4,4, 4.29 ,8.64%,61,353
385,36,46,0,0,3,1,0,0,0,4,4, 4.27 ,12.90%,62,355
53,36,5,2,0,0,1,0,0,0,3,3, 4.46 ,11.42%,63,374
503,36,6,2,0,0,1,0,0,0,3,3, 4.45 ,11.43%,64,378
134,36,13,0,0,3,0,0,0,0,3,3, 4.42 ,16.90%,65,384
364,36,46,0,0,3,0,0,0,0,3,3, 4.39 ,8.04%,66,390
479,36,5,0,0,3,0,0,0,0,3,3, 4.37 ,12.99%,67,396
410,36,44,2,1,0,0,0,0,0,3,3, 4.34 ,14.52%,68,403
350,36,44,0,0,3,0,0,0,0,3,3, 4.34 ,11.82%,69,405
384,36,46,0,0,3,0,0,0,0,3,3, 4.33 ,13.03%,70,407
48,36,5,0,0,3,0,0,0,0,3,3, 4.30 ,11.66%,71,411
44,36,5,2,0,0,1,0,0,0,3,3, 4.26 ,10.75%,72,413
65,36,6,2,0,0,0,0,0,0,2,2, 4.49 ,8.24%,73,418
505,36,46,0,1,0,0,0,0,0,1,1, 4.60 ,17.22%,74,428
506,36,6,0,0,0,1,0,0,0,1,1, 4.60 ,8.59%,75,429
59,36,6,0,1,0,0,0,0,0,1,1, 4.47 ,8.96%,76,435
132,36,13,0,1,0,0,0,0,0,1,1, 4.46 ,14.91%,77,436
47,36,44,0,1,0,0,0,0,0,1,1, 4.35 ,12.68%,78,440
356,36,44,0,0,0,0,0,0,0,0,0, 4.37 ,14.10%,79,446
258,36,41,2,1,3,1,7,0,0,14,14, 4.53 ,17.15%,1,13
269,36,25,2,1,3,1,7,0,0,14,14, 4.43 ,14.13%,2,28
204,36,19,2,1,3,1,7,0,0,14,14, 4.43 ,4.34%,3,32
341,36,25,2,1,3,1,7,0,0,14,14, 4.41 ,10.56%,4,35
444,36,53,2,1,3,1,7,0,0,14,14, 4.40 ,6.86%,5,37
248,36,21,2,1,3,1,7,0,0,14,14, 4.39 ,9.68%,6,38
229,36,20,2,1,3,1,7,0,0,14,14, 4.38 ,13.05%,7,39
242,36,41,2,1,3,1,7,0,0,14,14, 4.37 ,15.19%,8,41
221,36,21,2,1,3,1,7,0,0,14,14, 4.37 ,14.99%,9,42
264,36,25,2,1,3,1,7,0,0,14,14, 4.36 ,12.17%,10,44
201,36,19,2,1,3,1,7,0,0,14,14, 4.36 ,7.44%,11,46
239,36,21,2,1,3,1,7,0,0,14,14, 4.32 ,12.21%,12,50
272,36,25,2,1,3,1,0,0,0,7,7, 4.40 ,12.33%,13,64
235,36,20,2,1,3,1,0,0,0,7,7, 4.34 ,12.10%,14,72
209,36,20,2,1,3,1,0,0,0,7,7, 4.29 ,14.93%,15,74
311,36,20,2,0,3,1,0,0,0,6,6, 4.47 ,14.72%,16,120
265,36,25,2,0,3,1,0,0,0,6,6, 4.44 ,11.93%,17,131
203,36,19,2,1,3,0,0,0,0,6,6, 4.44 ,7.90%,18,134
197,36,19,2,1,3,0,0,0,0,6,6, 4.43 ,10.16%,19,138
205,36,19,2,0,3,1,0,0,0,6,6, 4.43 ,8.25%,20,139
266,36,25,2,0,3,1,0,0,0,6,6, 4.42 ,12.54%,21,140
251,36,25,2,1,3,0,0,0,0,6,6, 4.38 ,13.83%,22,157
202,36,19,2,1,3,0,0,0,0,6,6, 4.38 ,8.42%,23,159
482,36,25,2,0,3,1,0,0,0,6,6, 4.38 ,6.88%,24,160
206,36,19,2,1,3,0,0,0,0,6,6, 4.37 ,6.41%,25,164
270,36,25,2,1,3,0,0,0,0,6,6, 4.35 ,13.44%,26,172
441,36,53,2,1,3,0,0,0,0,6,6, 4.35 ,12.54%,27,173
279,36,25,2,1,3,0,0,0,0,6,6, 4.35 ,10.95%,28,174
278,36,25,2,0,3,1,0,0,0,6,6, 4.32 ,10.88%,29,180
263,36,53,2,1,3,0,0,0,0,6,6, 4.31 ,13.74%,30,181
214,36,20,2,1,3,0,0,0,0,6,6, 4.30 ,17.18%,31,184
335,36,40,2,1,3,0,0,0,0,6,6, 4.30 ,14.78%,32,186
225,36,21,2,1,3,0,0,0,0,6,6, 4.29 ,12.61%,33,187
223,36,21,2,1,3,0,0,0,0,6,6, 4.28 ,13.81%,34,188
317,36,20,2,1,3,0,0,0,0,6,6, 4.25 ,16.49%,35,192
196,36,53,0,1,3,1,0,0,0,5,5, 4.52 ,11.77%,36,203
146,36,41,2,0,3,0,0,0,0,5,5, 4.48 ,12.99%,37,212
253,36,41,2,0,3,0,0,0,0,5,5, 4.42 ,17.08%,38,230
218,36,21,2,0,3,0,0,0,0,5,5, 4.42 ,15.93%,39,231
425,36,53,0,1,3,1,0,0,0,5,5, 4.42 ,11.12%,40,232
152,36,41,0,1,3,1,0,0,0,5,5, 4.41 ,16.47%,41,235
436,36,53,0,1,3,1,0,0,0,5,5, 4.38 ,9.65%,42,252
216,36,20,0,1,3,1,0,0,0,5,5, 4.37 ,14.95%,43,254
249,36,25,0,1,3,1,0,0,0,5,5, 4.37 ,11.79%,44,255
333,36,40,2,0,3,0,0,0,0,5,5, 4.32 ,13.74%,45,272
361,36,40,2,0,3,0,0,0,0,5,5, 4.32 ,13.47%,46,273
200,36,19,0,1,3,1,0,0,0,5,5, 4.31 ,7.56%,47,277
222,36,21,2,0,3,0,0,0,0,5,5, 4.30 ,13.22%,48,278
438,36,53,2,0,3,0,0,0,0,5,5, 4.30 ,9.36%,49,279
336,36,40,2,0,3,0,0,0,0,5,5, 4.29 ,11.34%,50,280
360,36,40,0,1,3,1,0,0,0,5,5, 4.28 ,16.00%,51,281
340,36,40,2,0,3,0,0,0,0,5,5, 4.20 ,14.45%,52,283
359,36,40,0,1,3,1,0,0,0,5,5, 4.20 ,10.91%,53,284
257,36,41,0,1,3,0,0,0,0,4,4, 4.51 ,14.82%,54,292
271,36,25,2,1,0,1,0,0,0,4,4, 4.51 ,12.51%,55,293
440,36,53,0,1,3,0,0,0,0,4,4, 4.46 ,11.46%,56,302
273,36,25,0,1,3,0,0,0,0,4,4, 4.45 ,14.07%,57,304
259,36,41,0,1,3,0,0,0,0,4,4, 4.43 ,13.96%,58,308
439,36,53,0,1,3,0,0,0,0,4,4, 4.40 ,10.62%,59,320
316,36,20,2,1,0,1,0,0,0,4,4, 4.39 ,16.64%,60,323
246,36,21,2,1,0,1,0,0,0,4,4, 4.39 ,12.60%,61,326
256,36,41,0,0,3,1,0,0,0,4,4, 4.38 ,17.91%,62,330
208,36,20,0,1,3,0,0,0,0,4,4, 4.38 ,14.78%,63,331
268,36,25,0,1,3,0,0,0,0,4,4, 4.38 ,10.52%,64,334
260,36,41,0,1,3,0,0,0,0,4,4, 4.37 ,14.02%,65,337
267,36,25,2,1,0,1,0,0,0,4,4, 4.36 ,15.95%,66,341
442,36,53,0,1,3,0,0,0,0,4,4, 4.35 ,7.80%,67,346
435,36,53,0,1,3,0,0,0,0,4,4, 4.34 ,10.99%,68,347
219,36,21,0,0,3,1,0,0,0,4,4, 4.29 ,15.95%,69,352
238,36,19,0,1,3,0,0,0,0,4,4, 4.29 ,7.24%,70,354
357,36,40,0,1,3,0,0,0,0,4,4, 4.26 ,11.89%,71,356
275,36,25,2,1,0,0,0,0,0,3,3, 4.46 ,12.76%,72,373
243,36,25,2,1,0,0,0,0,0,3,3, 4.44 ,13.59%,73,380
262,36,25,0,0,3,0,0,0,0,3,3, 4.42 ,10.19%,74,386
580,36,25,2,1,0,0,0,0,0,3,3, 4.41 ,10.30%,75,387
207,36,19,2,1,0,0,0,0,0,3,3, 4.37 ,10.58%,76,397
254,36,41,2,0,0,1,0,0,0,3,3, 4.35 ,18.22%,77,399
215,36,20,2,1,0,0,0,0,0,3,3, 4.35 ,11.47%,78,401
247,36,21,0,0,3,0,0,0,0,3,3, 4.35 ,10.70%,79,402
213,36,19,2,1,0,0,0,0,0,3,3, 4.33 ,10.54%,80,408
339,36,40,0,1,0,1,0,0,0,2,2, 4.29 ,13.01%,81,427
227,36,20,0,0,0,1,0,0,0,1,1, 4.43 ,10.64%,82,438
362,36,40,0,1,0,0,0,0,0,1,1, 4.34 ,14.79%,83,441
217,36,21,0,0,0,0,0,0,0,0,0, 4.31 ,11.45%,84,447
161,36,16,2,1,3,1,7,0,0,14,14, 4.43 ,17.39%,1,26
174,36,17,2,1,3,1,7,0,0,14,14, 4.43 ,10.18%,2,30
183,36,16,2,1,3,1,7,0,0,14,14, 4.34 ,11.83%,3,49
181,36,16,2,1,3,1,7,0,0,14,14, 4.30 ,11.45%,4,52
315,36,75,2,1,3,1,7,0,0,14,14, 4.29 ,13.89%,5,53
187,36,17,2,1,3,1,0,0,0,7,7, 4.32 ,12.36%,6,73
176,36,17,2,0,3,1,0,0,0,6,6, 4.52 ,18.17%,7,96
175,36,17,2,0,3,1,0,0,0,6,6, 4.52 ,15.29%,8,97
167,36,22,2,1,3,0,0,0,0,6,6, 4.48 ,10.37%,9,115
310,36,26,2,1,3,0,0,0,0,6,6, 4.48 ,8.65%,10,116
232,36,22,2,0,3,1,0,0,0,6,6, 4.48 ,5.57%,11,118
314,36,75,2,1,3,0,0,0,0,6,6, 4.47 ,14.68%,12,121
285,36,75,2,1,3,0,0,0,0,6,6, 4.47 ,9.17%,13,123
190,36,17,2,1,3,0,0,0,0,6,6, 4.44 ,14.70%,14,129
165,36,22,2,0,3,1,0,0,0,6,6, 4.44 ,12.19%,15,130
309,36,26,2,0,3,1,0,0,0,6,6, 4.44 ,11.59%,16,132
299,36,26,2,1,3,0,0,0,0,6,6, 4.44 ,8.31%,17,133
296,36,26,2,1,3,0,0,0,0,6,6, 4.44 ,3.26%,18,135
163,36,17,2,1,3,0,0,0,0,6,6, 4.41 ,15.84%,19,141
302,36,26,2,0,3,1,0,0,0,6,6, 4.41 ,10.66%,20,143
226,36,17,2,1,3,0,0,0,0,6,6, 4.39 ,8.94%,21,154
189,36,17,2,1,3,0,0,0,0,6,6, 4.37 ,10.66%,22,163
195,36,17,2,0,3,1,0,0,0,6,6, 4.36 ,15.14%,23,166
287,36,75,2,1,3,0,0,0,0,6,6, 4.36 ,14.86%,24,167
288,36,75,2,0,3,1,0,0,0,6,6, 4.36 ,10.88%,25,170
191,36,17,2,1,3,0,0,0,0,6,6, 4.34 ,17.17%,26,176
312,36,75,2,1,3,0,0,0,0,6,6, 4.34 ,12.97%,27,178
179,36,16,2,1,3,0,0,0,0,6,6, 4.30 ,15.75%,28,185
36,36,4,2,1,3,0,0,0,0,6,6, 4.23 ,3.27%,29,193
577,36,17,2,0,3,0,0,0,0,5,5, 4.54 ,14.16%,30,200
282,36,75,2,0,3,0,0,0,0,5,5, 4.45 ,17.24%,31,218
166,36,22,0,1,3,1,0,0,0,5,5, 4.43 ,8.23%,32,229
157,36,16,0,1,3,1,0,0,0,5,5, 4.41 ,11.00%,33,237
237,36,22,2,0,3,0,0,0,0,5,5, 4.41 ,9.62%,34,238
558,36,22,2,0,3,0,0,0,0,5,5, 4.41 ,9.15%,35,239
281,36,75,2,0,3,0,0,0,0,5,5, 4.41 ,5.87%,36,241
168,36,22,0,1,3,1,0,0,0,5,5, 4.40 ,9.58%,37,243
164,36,17,0,1,3,1,0,0,0,5,5, 4.40 ,9.23%,38,244
188,36,17,0,1,3,1,0,0,0,5,5, 4.39 ,11.46%,39,248
306,36,4,0,1,3,1,0,0,0,5,5, 4.39 ,11.20%,40,249
184,36,16,0,1,3,1,0,0,0,5,5, 4.37 ,9.22%,41,257
29,36,4,0,1,3,1,0,0,0,5,5, 4.37 ,6.32%,42,259
284,36,75,2,0,3,0,0,0,0,5,5, 4.33 ,11.45%,43,270
308,36,26,2,0,3,0,0,0,0,5,5, 4.32 ,9.75%,44,274
228,36,17,2,0,3,0,0,0,0,5,5, 4.31 ,10.85%,45,276
300,36,26,0,1,3,0,0,0,0,4,4, 4.45 ,9.75%,46,305
37,36,4,0,0,3,1,0,0,0,4,4, 4.43 ,13.08%,47,309
159,36,16,0,1,3,0,0,0,0,4,4, 4.43 ,10.60%,48,311
234,36,22,0,1,3,0,0,0,0,4,4, 4.43 ,10.24%,49,312
286,36,75,0,1,3,0,0,0,0,4,4, 4.41 ,13.78%,50,315
178,36,22,0,1,3,0,0,0,0,4,4, 4.40 ,8.81%,51,321
192,36,17,0,0,3,1,0,0,0,4,4, 4.39 ,14.21%,52,325
280,36,75,0,0,3,1,0,0,0,4,4, 4.38 ,13.15%,53,332
160,36,16,0,1,3,0,0,0,0,4,4, 4.37 ,14.36%,54,336
290,36,75,0,1,3,0,0,0,0,4,4, 4.37 ,8.89%,55,340
305,36,4,0,1,3,0,0,0,0,4,4, 4.35 ,10.27%,56,344
194,36,17,0,1,3,0,0,0,0,4,4, 4.33 ,13.13%,57,350
508,36,75,0,0,3,0,0,0,0,3,3, 4.51 ,9.36%,58,365
292,36,75,2,1,0,0,0,0,0,3,3, 4.49 ,12.84%,59,366
156,36,16,0,0,3,0,0,0,0,3,3, 4.46 ,15.43%,60,370
173,36,17,0,0,3,0,0,0,0,3,3, 4.46 ,14.94%,61,371
172,36,17,0,0,3,0,0,0,0,3,3, 4.46 ,8.52%,62,376
154,36,16,0,0,3,0,0,0,0,3,3, 4.45 ,12.96%,63,377
170,36,22,0,0,3,0,0,0,0,3,3, 4.43 ,13.58%,64,382
297,36,26,2,0,0,1,0,0,0,3,3, 4.40 ,8.78%,65,389
180,36,16,2,1,0,0,0,0,0,3,3, 4.38 ,15.55%,66,391
233,36,22,0,0,3,0,0,0,0,3,3, 4.38 ,10.19%,67,392
301,36,26,0,0,3,0,0,0,0,3,3, 4.38 ,8.32%,68,393
283,36,75,2,0,0,1,0,0,0,3,3, 4.37 ,18.78%,69,395
38,36,4,0,0,3,0,0,0,0,3,3, 4.37 ,9.67%,70,398
231,36,22,0,0,3,0,0,0,0,3,3, 4.34 ,9.68%,71,406
304,36,4,0,0,3,0,0,0,0,3,3, 4.33 ,9.87%,72,409
42,36,4,0,0,3,0,0,0,0,3,3, 4.32 ,12.45%,73,410
41,36,4,0,0,3,0,0,0,0,3,3, 4.26 ,15.47%,74,412
320,36,75,0,1,0,1,0,0,0,2,2, 4.62 ,14.13%,75,415
162,36,17,2,0,0,0,0,0,0,2,2, 4.40 ,18.91%,76,419
291,36,75,0,1,0,1,0,0,0,2,2, 4.39 ,11.70%,77,422
289,36,75,0,1,0,1,0,0,0,2,2, 4.37 ,10.62%,78,425
298,36,26,0,1,0,1,0,0,0,2,2, 4.34 ,9.46%,79,426
171,36,17,0,1,0,0,0,0,0,1,1, 4.49 ,26.90%,80,433
293,36,75,0,1,0,0,0,0,0,1,1, 4.45 ,7.91%,81,437
124,36,4,0,0,0,0,0,0,0,0,0, 4.40 ,13.01%,82,445
389,36,47,2,1,3,1,7,0,0,14,14, 4.51 ,13.23%,1,17
376,36,47,2,1,3,1,7,0,0,14,14, 4.43 ,14.53%,2,27
426,36,52,2,1,3,1,7,0,0,14,14, 4.43 ,11.47%,3,29
468,36,56,2,1,3,1,7,0,0,14,14, 4.43 ,6.35%,4,31
585,36,47,2,1,3,1,0,0,0,7,7, 4.49 ,12.14%,5,56
455,36,56,2,1,3,1,0,0,0,7,7, 4.47 ,8.84%,6,59
413,36,52,2,1,3,1,0,0,0,7,7, 4.42 ,12.78%,7,62
450,36,56,2,1,3,1,0,0,0,7,7, 4.40 ,12.97%,8,63
452,36,56,2,1,3,1,0,0,0,7,7, 4.40 ,9.52%,9,65
401,36,54,2,1,3,1,0,0,0,7,7, 4.39 ,4.54%,10,68
412,36,52,2,1,3,0,0,0,0,6,6, 4.54 ,13.78%,11,90
464,36,57,2,1,3,0,0,0,0,6,6, 4.54 ,6.72%,12,91
415,36,52,2,1,3,0,0,0,0,6,6, 4.53 ,11.42%,13,94
463,36,57,2,1,3,0,0,0,0,6,6, 4.52 ,12.31%,14,98
445,36,57,2,1,3,0,0,0,0,6,6, 4.51 ,10.56%,15,103
466,36,57,2,0,3,1,0,0,0,6,6, 4.51 ,6.24%,16,106
396,36,57,2,1,3,0,0,0,0,6,6, 4.49 ,10.19%,17,110
459,36,57,2,1,3,0,0,0,0,6,6, 4.49 ,7.88%,18,111
394,36,57,2,0,3,1,0,0,0,6,6, 4.48 ,7.72%,19,117
406,36,47,2,1,3,0,0,0,0,6,6, 4.46 ,9.98%,20,127
424,36,52,2,1,3,0,0,0,0,6,6, 4.43 ,10.91%,21,137
411,36,47,2,1,3,0,0,0,0,6,6, 4.40 ,14.48%,22,148
