Region Nbr,Market Nbr,Facility,OKM Tracking ,OKM Delivery Date,OKM Install Date,Digital Lock Tracking,Carrier,Digital Lock Install Week,Digital Lock Installation Date,Total lock count,Length of install
75,291,5343,469700132880,8/19/25,9/5/25,TBD,TBD,33,9/18/25,210,1 day
26,296,5346,TBD,,9/19/25,TBD,TBD,35,10/2/25,252,1 day
25,273,5403,469700133692,,9/8/25,TBD,TBD,34,9/19/25,181,1 day
47,411,5441,469700132078,8/11/25,9/2/25,969170112,TFORCE,32,9/8/25,212,1 day
21,219,5466,TBD,,9/24/25,TBD,TBD,35,10/7/25,399,2 day
22,165,5476,TBD,,9/18/25,TBD,TBD,35,10/1/25,351,2 day
56,400,5494,TBD,,9/30/25,TBD,TBD,37,10/13/25,171,1 day
46,367,5626,TBD,,9/25/25,TBD,TBD,36,10/8/25,344,2 day
61,551,5640,469700132891,8/15/25,9/4/25,TBD,TBD,33,9/17/25,43,1 day
22,170,5649,469700132089,8/11/25,8/28/25,969170134,TFORCE,32,9/11/25,244,1 day
26,299,5743,TBD,,9/24/25,TBD,TBD,36,10/7/25,198,1 day
19,197,5761,469700132090,8/12/25,9/18/25,2972538414,ESTES,32,10/1/25,179,1 day
4,310,5787,TBD,,9/23/25,TBD,TBD,36,10/6/25,209,1 day
3,27,5797,TBD,,9/16/25,TBD,TBD,35,9/29/25,116,1 day
6,80,5809,469700133707,,9/9/25,TBD,TBD,34,9/22/25,159,1 day
26,306,5879,469700133718,,9/9/25,TBD,TBD,34,9/22/25,348,2 day
19,203,5893,469700132104,8/12/25,9/17/25,2972538411,ESTES,32,10/2/25,174,1 day
7,81,6286,469700132906,8/18/25,9/3/25,444708593181,FedEx,33,9/16/25,138,1 day
4,29,6395,469700133729,,9/11/25,TBD,TBD,34,9/24/25,387,2 day
5,45,6467,469700133730,,9/12/25,TBD,TBD,34,9/25/25,155,1 day
4,39,6576,TBD,,9/23/25,TBD,TBD,36,10/6/25,115,1 day
6,59,6579,469700133740,,9/9/25,TBD,TBD,34,9/22/25,234,1 day
11,144,6964,TBD,,9/25/25,TBD,TBD,36,10/8/25,287,1 day
42,322,2,TBD,,,,,TBD,,,
42,326,5,TBD,,,,,TBD,,,
42,326,8,TBD,,,,,TBD,,,
42,328,11,TBD,,,,,TBD,,,
42,321,16,TBD,,,,,TBD,,,
11,329,36,TBD,,,,,TBD,,,
11,329,45,TBD,,,,,TBD,,,
42,325,52,TBD,,,,,TBD,,,
42,322,76,TBD,,,,,TBD,,,
7,83,77,TBD,,,,,TBD,,,
42,328,119,TBD,,,,,TBD,,,
11,329,128,TBD,,,,,TBD,,,
44,47,131,TBD,,,,,TBD,,,
42,328,157,TBD,,,,,TBD,,,
13,46,165,TBD,,,,,TBD,,,
42,327,167,TBD,,,,,TBD,,,
42,326,169,TBD,,,,,TBD,,,
44,47,181,TBD,,,,,TBD,,,
41,271,196,TBD,,,,,TBD,,,
41,271,222,TBD,,,,,TBD,,,
5,48,228,TBD,,,,,TBD,,,
5,76,248,TBD,,,,,TBD,,,
40,341,253,TBD,,,,,TBD,,,
40,341,256,TBD,,,,,TBD,,,
14,3,300,TBD,,,,,TBD,,,
14,3,301,TBD,,,,,TBD,,,
47,433,350,TBD,,,,,TBD,,,
40,341,361,TBD,,,,,TBD,,,
5,48,371,TBD,,,,,TBD,,,
12,5,375,TBD,,,,,TBD,,,
11,137,394,TBD,,,,,TBD,,,
6,80,395,TBD,,,,,TBD,,,
6,80,397,TBD,,,,,TBD,,,
13,46,399,TBD,,,,,TBD,,,
11,137,403,TBD,,,,,TBD,,,
44,47,417,TBD,,,,,TBD,,,
14,8,424,TBD,,,,,TBD,,,
11,11,425,TBD,,,,,TBD,,,
25,272,454,TBD,,,,,TBD,,,
6,61,462,TBD,,,,,TBD,,,
44,47,468,TBD,,,,,TBD,,,
6,78,470,TBD,,,,,TBD,,,
14,8,483,TBD,,,,,TBD,,,
6,61,504,TBD,,,,,TBD,,,
5,45,516,TBD,,,,,TBD,,,
6,60,522,TBD,,,,,TBD,,,
6,61,527,TBD,,,,,TBD,,,
7,74,535,TBD,,,,,TBD,,,
7,74,536,TBD,,,,,TBD,,,
47,429,598,TBD,,,,,TBD,,,
14,7,604,TBD,,,,,TBD,,,
11,137,661,TBD,,,,,TBD,,,
11,137,662,TBD,,,,,TBD,,,
14,3,691,TBD,,,,,TBD,,,
14,8,700,TBD,,,,,TBD,,,
42,327,714,TBD,,,,,TBD,,,
11,11,715,TBD,,,,,TBD,,,
14,10,726,TBD,,,,,TBD,,,
14,10,730,TBD,,,,,TBD,,,
14,10,733,TBD,,,,,TBD,,,
14,7,734,TBD,,,,,TBD,,,
7,77,757,TBD,,,,,TBD,,,
14,2,762,TBD,,,,,TBD,,,
11,11,764,TBD,,,,,TBD,,,
7,87,765,TBD,,,,,TBD,,,
11,137,766,TBD,,,,,TBD,,,
47,433,774,TBD,,,,,TBD,,,
25,279,775,TBD,,,,,TBD,,,
6,78,791,TBD,,,,,TBD,,,
5,50,807,TBD,,,,,TBD,,,
6,61,808,TBD,,,,,TBD,,,
25,262,852,TBD,,,,,TBD,,,
14,1,853,TBD,,,,,TBD,,,
7,87,865,TBD,,,,,TBD,,,
6,62,872,TBD,,,,,TBD,,,
41,249,884,TBD,,,,,TBD,,,
47,433,885,TBD,,,,,TBD,,,
14,1,904,TBD,,,,,TBD,,,
54,388,921,TBD,,,,,TBD,,,
41,482,923,TBD,,,,,TBD,,,
53,263,933,TBD,,,,,TBD,,,
25,272,936,TBD,,,,,TBD,,,
14,8,938,TBD,,,,,TBD,,,
54,378,953,TBD,,,,,TBD,,,
54,389,962,TBD,,,,,TBD,,,
54,388,986,TBD,,,,,TBD,,,
54,389,1001,TBD,,,,,TBD,,,
54,378,1008,TBD,,,,,TBD,,,
54,389,1019,TBD,,,,,TBD,,,
5,45,1022,TBD,,,,,TBD,,,
25,278,1028,TBD,,,,,TBD,,,
5,45,1044,TBD,,,,,TBD,,,
42,325,1065,TBD,,,,,TBD,,,
40,341,1071,TBD,,,,,TBD,,,
54,388,1095,TBD,,,,,TBD,,,
25,278,1125,TBD,,,,,TBD,,,
6,60,1186,TBD,,,,,TBD,,,
7,506,1198,TBD,,,,,TBD,,,
14,1,1212,TBD,,,,,TBD,,,
7,86,1235,TBD,,,,,TBD,,,
7,74,1249,TBD,,,,,TBD,,,
21,222,1264,TBD,,,,,TBD,,,
54,389,1273,TBD,,,,,TBD,,,
6,59,1279,TBD,,,,,TBD,,,
54,388,1280,TBD,,,,,TBD,,,
14,16,1284,TBD,,,,,TBD,,,
7,81,1303,TBD,,,,,TBD,,,
25,262,1307,TBD,,,,,TBD,,,
41,242,1327,TBD,,,,,TBD,,,
41,580,1371,TBD,,,,,TBD,,,
25,262,1386,TBD,,,,,TBD,,,
25,270,1413,TBD,,,,,TBD,,,
21,248,1419,TBD,,,,,TBD,,,
25,264,1420,TBD,,,,,TBD,,,
19,204,1422,TBD,,,,,TBD,,,
19,203,1423,TBD,,,,,TBD,,,
21,247,1425,TBD,,,,,TBD,,,
19,204,1428,TBD,,,,,TBD,,,
19,204,1432,TBD,,,,,TBD,,,
21,222,1433,TBD,,,,,TBD,,,
54,391,1434,TBD,,,,,TBD,,,
19,213,1448,TBD,,,,,TBD,,,
25,275,1454,TBD,,,,,TBD,,,
47,433,1460,TBD,,,,,TBD,,,
14,13,1481,TBD,,,,,TBD,,,
21,223,1495,TBD,,,,,TBD,,,
25,266,1497,TBD,,,,,TBD,,,
21,223,1503,TBD,,,,,TBD,,,
22,233,1529,TBD,,,,,TBD,,,
25,270,1531,TBD,,,,,TBD,,,
22,234,1537,TBD,,,,,TBD,,,
19,213,1539,TBD,,,,,TBD,,,
54,388,1550,TBD,,,,,TBD,,,
21,218,1564,TBD,,,,,TBD,,,
21,247,1566,TBD,,,,,TBD,,,
19,202,1593,TBD,,,,,TBD,,,
21,219,1594,TBD,,,,,TBD,,,
19,205,1611,TBD,,,,,TBD,,,
19,202,1642,TBD,,,,,TBD,,,
54,379,1659,TBD,,,,,TBD,,,
21,239,1665,TBD,,,,,TBD,,,
25,275,1690,TBD,,,,,TBD,,,
19,203,1733,TBD,,,,,TBD,,,
25,273,1734,TBD,,,,,TBD,,,
21,239,1745,TBD,,,,,TBD,,,
16,183,1749,TBD,,,,,TBD,,,
19,204,1752,TBD,,,,,TBD,,,
19,203,1754,TBD,,,,,TBD,,,
22,168,1777,TBD,,,,,TBD,,,
16,184,1796,TBD,,,,,TBD,,,
6,59,1837,TBD,,,,,TBD,,,
17,161,1873,TBD,,,,,TBD,,,
22,234,1886,TBD,,,,,TBD,,,
20,215,1894,TBD,,,,,TBD,,,
20,209,1927,TBD,,,,,TBD,,,
76,231,1935,TBD,,,,,TBD,,,
19,200,1942,TBD,,,,,TBD,,,
17,226,1945,TBD,,,,,TBD,,,
25,267,1998,TBD,,,,,TBD,,,
19,201,2010,TBD,,,,,TBD,,,
22,233,2023,TBD,,,,,TBD,,,
17,226,2024,TBD,,,,,TBD,,,
22,237,2049,TBD,,,,,TBD,,,
16,183,2055,TBD,,,,,TBD,,,
53,196,2079,TBD,,,,,TBD,,,
53,196,2100,TBD,,,,,TBD,,,
19,200,2102,TBD,,,,,TBD,,,
44,47,2123,TBD,,,,,TBD,,,
21,223,2124,TBD,,,,,TBD,,,
16,183,2130,TBD,,,,,TBD,,,
16,181,2138,TBD,,,,,TBD,,,
17,163,2144,TBD,,,,,TBD,,,
22,167,2167,TBD,,,,,TBD,,,
22,232,2185,TBD,,,,,TBD,,,
19,207,2191,TBD,,,,,TBD,,,
20,227,2193,TBD,,,,,TBD,,,
20,208,2197,TBD,,,,,TBD,,,
20,235,2199,TBD,,,,,TBD,,,
17,162,2200,TBD,,,,,TBD,,,
17,226,2208,TBD,,,,,TBD,,,
20,208,2211,TBD,,,,,TBD,,,
54,585,2223,TBD,,,,,TBD,,,
22,168,2252,TBD,,,,,TBD,,,
22,167,2263,TBD,,,,,TBD,,,
19,238,2276,TBD,,,,,TBD,,,
17,173,2284,TBD,,,,,TBD,,,
54,585,2293,TBD,,,,,TBD,,,
20,215,2323,TBD,,,,,TBD,,,
22,233,2334,TBD,,,,,TBD,,,
22,233,2340,TBD,,,,,TBD,,,
53,196,2358,TBD,,,,,TBD,,,
17,174,2365,TBD,,,,,TBD,,,
16,181,2369,TBD,,,,,TBD,,,
17,161,2373,TBD,,,,,TBD,,,
21,223,2429,TBD,,,,,TBD,,,
21,217,2471,TBD,,,,,TBD,,,
17,226,2480,TBD,,,,,TBD,,,
25,273,2491,TBD,,,,,TBD,,,
19,200,2493,TBD,,,,,TBD,,,
6,62,2505,TBD,,,,,TBD,,,
53,196,2522,TBD,,,,,TBD,,,
22,232,2528,TBD,,,,,TBD,,,
17,226,2543,TBD,,,,,TBD,,,
19,238,2544,TBD,,,,,TBD,,,
19,206,2559,TBD,,,,,TBD,,,
19,200,2567,TBD,,,,,TBD,,,
22,234,2574,TBD,,,,,TBD,,,
42,326,2587,TBD,,,,,TBD,,,
7,86,2599,TBD,,,,,TBD,,,
22,168,2614,TBD,,,,,TBD,,,
19,202,2620,TBD,,,,,TBD,,,
19,197,2631,TBD,,,,,TBD,,,
22,168,2641,TBD,,,,,TBD,,,
19,204,2644,TBD,,,,,TBD,,,
54,389,2672,TBD,,,,,TBD,,,
16,180,2681,TBD,,,,,TBD,,,
14,3,2713,TBD,,,,,TBD,,,
21,217,2725,TBD,,,,,TBD,,,
21,219,2726,TBD,,,,,TBD,,,
54,378,2729,TBD,,,,,TBD,,,
54,585,2752,TBD,,,,,TBD,,,
21,246,2771,TBD,,,,,TBD,,,
47,407,2784,TBD,,,,,TBD,,,
41,482,2786,TBD,,,,,TBD,,,
41,482,2788,TBD,,,,,TBD,,,
5,50,2834,TBD,,,,,TBD,,,
7,506,2864,TBD,,,,,TBD,,,
22,233,2888,TBD,,,,,TBD,,,
17,163,2897,TBD,,,,,TBD,,,
17,163,2899,TBD,,,,,TBD,,,
17,163,2900,TBD,,,,,TBD,,,
76,228,2909,TBD,,,,,TBD,,,
17,173,2954,TBD,,,,,TBD,,,
19,206,2959,TBD,,,,,TBD,,,
17,163,2965,TBD,,,,,TBD,,,
5,44,2978,TBD,,,,,TBD,,,
6,62,2993,TBD,,,,,TBD,,,
7,506,3056,TBD,,,,,TBD,,,
61,490,3082,TBD,,,,,TBD,,,
61,490,3176,TBD,,,,,TBD,,,
54,378,3177,TBD,,,,,TBD,,,
21,222,3206,TBD,,,,,TBD,,,
20,229,3223,TBD,,,,,TBD,,,
20,209,3250,TBD,,,,,TBD,,,
21,218,3251,TBD,,,,,TBD,,,
22,166,3252,TBD,,,,,TBD,,,
20,216,3262,TBD,,,,,TBD,,,
5,50,3274,TBD,,,,,TBD,,,
76,228,3281,TBD,,,,,TBD,,,
6,60,3298,TBD,,,,,TBD,,,
6,80,3320,TBD,,,,,TBD,,,
19,200,3328,TBD,,,,,TBD,,,
22,232,3412,TBD,,,,,TBD,,,
5,49,3433,TBD,,,,,TBD,,,
19,200,3458,TBD,,,,,TBD,,,
19,197,3476,TBD,,,,,TBD,,,
21,218,3486,TBD,,,,,TBD,,,
6,60,3500,TBD,,,,,TBD,,,
6,62,3510,TBD,,,,,TBD,,,
17,173,3543,TBD,,,,,TBD,,,
17,173,3545,TBD,,,,,TBD,,,
22,234,3633,TBD,,,,,TBD,,,
22,232,3634,TBD,,,,,TBD,,,
21,223,3641,TBD,,,,,TBD,,,
7,73,3645,TBD,,,,,TBD,,,
20,208,3722,TBD,,,,,TBD,,,
19,205,3726,TBD,,,,,TBD,,,
20,227,3738,TBD,,,,,TBD,,,
7,505,3763,TBD,,,,,TBD,,,
5,45,3764,TBD,,,,,TBD,,,
54,391,3805,TBD,,,,,TBD,,,
6,64,3827,TBD,,,,,TBD,,,
13,46,3828,TBD,,,,,TBD,,,
53,263,3837,TBD,,,,,TBD,,,
21,222,3840,TBD,,,,,TBD,,,
54,379,3867,TBD,,,,,TBD,,,
19,200,3876,TBD,,,,,TBD,,,
25,269,3893,TBD,,,,,TBD,,,
25,266,4049,TBD,,,,,TBD,,,
7,82,4163,TBD,,,,,TBD,,,
42,326,4168,TBD,,,,,TBD,,,
47,407,4209,TBD,,,,,TBD,,,
41,580,4216,TBD,,,,,TBD,,,
21,248,4230,TBD,,,,,TBD,,,
21,248,4231,TBD,,,,,TBD,,,
41,251,4235,TBD,,,,,TBD,,,
19,205,4243,TBD,,,,,TBD,,,
54,379,4288,TBD,,,,,TBD,,,
54,388,4377,TBD,,,,,TBD,,,
21,247,4399,TBD,,,,,TBD,,,
22,233,4404,TBD,,,,,TBD,,,
25,264,4405,TBD,,,,,TBD,,,
14,8,4407,TBD,,,,,TBD,,,
42,324,4460,TBD,,,,,TBD,,,
14,13,4497,TBD,,,,,TBD,,,
20,235,4501,TBD,,,,,TBD,,,
25,279,4511,TBD,,,,,TBD,,,
19,203,4540,TBD,,,,,TBD,,,
47,432,4568,TBD,,,,,TBD,,,
14,1,4581,TBD,,,,,TBD,,,
54,378,4599,TBD,,,,,TBD,,,
22,168,4612,TBD,,,,,TBD,,,
20,227,4644,TBD,,,,,TBD,,,
19,206,4660,TBD,,,,,TBD,,,
61,490,4747,TBD,,,,,TBD,,,
21,248,5025,TBD,,,,,TBD,,,
19,207,5030,TBD,,,,,TBD,,,
54,378,5033,TBD,,,,,TBD,,,
20,227,5040,TBD,,,,,TBD,,,
19,203,5048,TBD,,,,,TBD,,,
54,380,5049,TBD,,,,,TBD,,,
25,270,5060,TBD,,,,,TBD,,,
20,214,5066,TBD,,,,,TBD,,,
19,204,5097,TBD,,,,,TBD,,,
6,60,5116,TBD,,,,,TBD,,,
7,77,5144,TBD,,,,,TBD,,,
7,86,5145,TBD,,,,,TBD,,,
19,202,5160,TBD,,,,,TBD,,,
6,80,5165,TBD,,,,,TBD,,,
25,269,5199,TBD,,,,,TBD,,,
54,388,5232,TBD,,,,,TBD,,,
7,77,5245,TBD,,,,,TBD,,,
42,323,5260,TBD,,,,,TBD,,,
5,49,5288,TBD,,,,,TBD,,,
17,173,5294,TBD,,,,,TBD,,,
54,379,5341,TBD,,,,,TBD,,,
5,48,5359,TBD,,,,,TBD,,,
19,200,5386,TBD,,,,,TBD,,,
54,388,5458,TBD,,,,,TBD,,,
22,234,5469,TBD,,,,,TBD,,,
19,213,5471,TBD,,,,,TBD,,,
41,249,5483,TBD,,,,,TBD,,,
21,221,5499,TBD,,,,,TBD,,,
25,267,5617,TBD,,,,,TBD,,,
11,137,5703,TBD,,,,,TBD,,,
42,324,5706,TBD,,,,,TBD,,,
41,254,5728,TBD,,,,,TBD,,,
17,162,5777,TBD,,,,,TBD,,,
19,197,5842,TBD,,,,,TBD,,,
19,206,5844,TBD,,,,,TBD,,,
22,234,5888,TBD,,,,,TBD,,,
6,78,5898,TBD,,,,,TBD,,,
41,482,6476,TBD,,,,,TBD,,,
12,5,6878,TBD,,,,,TBD,,,
14,2,7280,TBD,,,,,TBD,,,
,,,,,,,,,,,
