STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
5005,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5007,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5008,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5012,0,0,0,No Kayak Modular would need to Request Modular,0,5012,0,0,0,0,22,HAMILTON,NJ,"PA, NJ",170,No Modular,0,,,,,,,,
5013,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5014,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5020,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5021,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5022,0,0,0,No Kayak Modular would need to Request Modular,0,5022,0,0,0,-2,13,NEW ORLEANS,LA,"LA, MS",125,No Modular,0,,,,,,,,
5023,7,38,65,70,12,5023,65,12,13,11,57,NATIONAL CITY,CA,LA and Vegas,458,SOT,15,3,,,,,,,
5025,0,0,0,No Kayak Modular would need to Request Modular,0,5025,0,0,0,0,21,FORT WAYNE,IN,OH/IN,248,No Modular,0,,,,,,,,
5027,0,0,7,7,12,5027,7,12,9,6,17,LANCASTER,NY,New York,194,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5028,0,0,0,No Kayak Modular would need to Request Modular,0,5028,0,0,0,0,19,TOLEDO,OH,"Michigan, OH",207,No Modular,0,,,,,,,,
5029,5,6,29,39,34,5029,36,36,30,89,19,OREGON,OH,"Michigan, OH",207,LOW VOLUME/BASIC,6,11,,,,,,,
5030,7,5,23,25,17,5030,23,17,23,42,19,TOLEDO,OH,"Michigan, OH",207,LOW VOLUME/BASIC,6,11,,,,,,,
5031,14,6,30,31,52,5031,29,52,26,45,46,MARANA,AZ,Phoenix,366,LOW VOLUME/BASIC,6,3,,,,,,,
5032,0,0,0,No Kayak Modular would need to Request Modular,0,5032,0,0,-1,0,57,BUENA PARK,CA,LA and Vegas,464,No Modular,0,,,,,,,,
5033,0,0,0,No Kayak Modular would need to Request Modular,23,5033,0,23,24,8,54,FORT MORGAN,CO,Rocky Mountain Region,378,No Modular,0,,,,,,,,
5034,13,5,32,34,22,5034,32,22,26,36,9,FORT MYERS,FL,Florida,105,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
5035,9,3,20,22,15,5035,21,15,19,47,9,MULBERRY,FL,Florida,116,LOW VOLUME/BASIC,6,4,,,,,,,
5036,5,3,18,22,9,5036,21,9,9,18,9,TAMPA,FL,Florida,112,LOW VOLUME/BASIC,6,4,,,,,,,
5037,15,3,20,22,42,5037,21,42,33,44,3,YULEE,FL,"GA, FL",98,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
5038,0,0,0,2,0,,2,5,2,11,,PLAINFIELD,IL,IL / S IN,,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5039,2,7,22,25,29,5039,23,30,21,69,75,CAMDEN,DE,"DC, VA",284,LOW VOLUME/BASIC,6,6,,,,,,,
5040,15,0,7,7,1,5040,7,1,3,17,20,CARNEGIE,PA,"VA, OH, PA, WV",227,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5041,36,17,67,73,122,5041,68,119,93,133,60,BONNEY LAKE,WA,"OR, WA, AK, HI",514,Angler - Mid to High Volume,16,6,,,,,,,
5043,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5044,0,2,1,2,0,5044,2,0,0,0,53,GALENA,IL,WISCONSIN,263,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5045,0,0,0,No Kayak Modular would need to Request Modular,0,5045,0,0,0,0,6,TOMBALL,TX,South Texas,67,No Modular,0,,,,,,,,
5046,7,2,26,28,14,5046,26,14,28,63,26,CLAYTON,NC,Southeast,299,LOW VOLUME/BASIC,6,5,,,,,,,
5047,6,4,12,14,11,5047,13,11,16,16,22,AUDUBON,NJ,"PA, NJ",558,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
5048,4,12,32,34,26,5048,32,27,28,108,19,NEW HUDSON,MI,"Michigan, OH",203,Angler - Low Volume,10,11,,,,,,,
5049,60,24,65,70,177,5049,65,179,142,85,54,LITTLETON,CO,Rocky Mountain Region,380,Avid Rec Combo,23,No Store Set Use Cur Inventory was wk10,,,,,,,
5051,0,0,0,No Kayak Modular would need to Request Modular,9,5051,0,9,4,-2,54,GREELEY,CO,Rocky Mountain Region,378,No Modular,0,,,,,,,,
5054,13,0,22,24,31,5054,22,31,19,20,3,JACKSONVILLE,FL,"GA, FL",98,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
5055,12,1,6,9,12,5055,8,12,4,18,9,NAPLES,FL,Florida,105,BARE BONES,3,No Store Set Use Cur Inventory was wk3,,,,,,,
5056,10,3,13,16,18,5056,15,18,7,22,13,PRAIRIEVILLE,LA,"LA, MS",131,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
5057,3,10,25,27,24,5057,25,24,26,47,12,MURFREESBORO,TN,"MS, AL, TN",151,LOW VOLUME/BASIC,6,6,,,,,,,
5058,0,0,0,No Kayak Modular would need to Request Modular,0,5058,0,0,-1,0,12,ANTIOCH,TN,"MS, AL, TN",153,No Modular,0,,,,,,,,
5059,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5060,4,2,7,7,4,5060,7,4,28,21,25,ALGONQUIN,IL,IL / S IN,270,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5062,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5063,8,0,8,10,13,5063,9,13,18,8,26,CHARLOTTE,NC,Southeast,309,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
5064,9,3,17,18,26,5064,17,26,22,57,19,KALAMAZOO,MI,"Michigan, OH",201,BARE BONES,3,No Store Set Use Cur Inventory was wk11,,,,,,,
5065,1,4,18,19,17,5065,18,17,17,52,19,KALAMAZOO,MI,"Michigan, OH",201,LOW VOLUME/BASIC,6,11,,,,,,,
5066,2,7,21,22,48,5066,21,48,42,102,20,AVON,OH,"VA, OH, PA, WV",214,LOW VOLUME/BASIC,6,7,,,,,,,
5070,0,0,2,No Kayak Modular would need to Request Modular,6,5070,2,6,1,1,57,LAS VEGAS,NV,LA and Vegas,396,No Modular,0,,,,,,,,
5071,20,5,37,43,25,5071,40,25,32,18,44,LAWTON,OK,"Oklahoma, N TX",349,LOW VOLUME/BASIC,6,5,,,,,,,
5072,0,0,0,No Kayak Modular would need to Request Modular,2,5072,0,2,2,0,57,TORRANCE,CA,LA and Vegas,465,No Modular,0,,,,,,,,
5073,22,16,53,60,81,5073,56,84,83,75,60,COVINGTON,WA,"OR, WA, AK, HI",514,MID TIER REC,10,6,,,,,,,
5075,44,2,45,49,27,5075,46,30,26,31,57,OCEANSIDE,CA,LA and Vegas,460,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
5076,8,17,64,68,42,5076,64,42,32,93,16,BREWER,ME,New England,179,Angler - Mid to High Volume,16,10,,,,,,,
5077,0,0,0,No Kayak Modular would need to Request Modular,6,5077,0,6,0,-1,17,BOONTON,NJ,New York,577,No Modular,0,,,,,,,,
5078,37,16,48,54,80,5078,50,80,101,61,60,YAKIMA,WA,"OR, WA, AK, HI",473,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk6,,,,,,,
5079,12,105,148,162,66,5079,151,67,43,51,13,PASS CHRISTIAN,MS,"LA, MS",143,Angler - Mid to High Volume,16,DTS 4,1 (Store Set Only),,,,,,
5080,30,3,34,39,31,5080,36,31,5,14,5,HURST,TX,Dallas,50,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
5081,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5082,0,0,0,No Kayak Modular would need to Request Modular,2,5082,0,2,0,0,20,PARMA,OH,"VA, OH, PA, WV",214,No Modular,0,,,,,,,,
5085,0,8,13,14,12,5085,13,12,20,30,4,BELMONT,NC,North Carolina,305,LOW VOLUME/BASIC,6,6,,,,,,,
5087,10,12,46,50,53,5087,47,53,42,65,4,NORTH MYRTLE BEACH,SC,North Carolina,37,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
5088,5,19,53,57,108,5088,53,109,82,135,20,TRIADELPHIA,WV,"VA, OH, PA, WV",227,SOT,15,10,,,,,,,
5089,0,0,0,No Kayak Modular would need to Request Modular,0,5089,0,1,-1,0,52,INVER GROVE HEIGHTS,MN,"MN, IA",423,No Modular,0,,,,,,,,
5090,0,0,0,No Kayak Modular would need to Request Modular,0,5090,0,0,0,-1,53,DE PERE,WI,WISCONSIN,440,No Modular,0,,,,,,,,
5091,0,0,0,No Kayak Modular would need to Request Modular,0,5091,0,0,1,0,6,CYPRESS,TX,South Texas,67,No Modular,0,,,,,,,,
5092,0,0,0,No Kayak Modular would need to Request Modular,0,5092,0,0,0,1,5,LEWISVILLE,TX,Dallas,53,No Modular,0,,,,,,,,
5093,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5094,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5095,0,0,0,No Kayak Modular would need to Request Modular,2,5095,0,2,0,0,17,HARTFORD,CT,New York,163,No Modular,0,,,,,,,,
5096,0,0,0,No Kayak Modular would need to Request Modular,0,5096,0,0,0,0,57,PALM DESERT,CA,LA and Vegas,463,No Modular,0,,,,,,,,
5097,0,0,0,No Kayak Modular would need to Request Modular,0,5097,0,0,0,0,19,SAGINAW,MI,"Michigan, OH",204,No Modular,0,,,,,,,,
5098,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5099,24,10,150,161,142,5099,150,139,137,125,54,GRAND JUNCTION,CO,Rocky Mountain Region,388,Angler - Mid to High Volume,16,DTS 10,1 (Store Set Only),,,,,,
5100,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5101,0,0,0,No Kayak Modular would need to Request Modular,0,5101,0,0,0,0,57,PAHRUMP,NV,LA and Vegas,396,No Modular,0,,,,,,,,
5102,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5103,0,0,0,No Kayak Modular would need to Request Modular,0,5103,0,0,0,0,22,PHILADELPHIA,PA,"PA, NJ",166,No Modular,0,,,,,,,,
5104,0,0,0,No Kayak Modular would need to Request Modular,0,5104,0,0,0,0,21,MORAINE,OH,OH/IN,221,No Modular,0,,,,,,,,
5105,6,13,38,41,49,5105,38,50,56,129,75,FRONT ROYAL,VA,"DC, VA",286,Angler - Low Volume,10,6,,,,,,,
5106,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5107,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5108,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5109,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5110,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5111,5,0,4,No Kayak Modular would need to Request Modular,11,5111,4,11,20,4,17,WATCHUNG,NJ,New York,176,No Modular,0,,,,,,,,
5113,17,7,45,49,45,5113,46,45,45,82,14,PELL CITY,AL,"AL, FL",2,MID TIER REC,10,5,,,,,,,
5115,8,2,6,6,18,5115,6,18,24,41,52,DAVENPORT,IA,"MN, IA",418,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
5116,12,11,20,22,22,5116,21,22,37,14,6,LA PORTE,TX,South Texas,60,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
5117,11,12,37,40,56,5117,37,57,49,100,75,WAYNESBORO,VA,"DC, VA",315,Angler - Low Volume,10,6,,,,,,,
5118,8,1,3,3,4,5118,3,4,2,2,26,RALEIGH,NC,Southeast,297,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
5119,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5122,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5123,7,16,50,54,96,5123,50,96,81,35,54,COLORADO SPRINGS,CO,Rocky Mountain Region,391,MID TIER REC,10,10,,,,,,,
5124,2,0,-1,No Kayak Modular would need to Request Modular,-2,5124,-1,-2,0,0,46,GLENDALE,AZ,Phoenix,370,No Modular,0,,,,,,,,
5125,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5126,83,36,246,269,264,5126,251,266,324,167,14,CENTRE,AL,"AL, FL",3,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
5127,10,3,53,57,22,5127,53,22,39,42,53,LA CROSSE,WI,WISCONSIN,438,MID TIER REC,10,10,,,,,,,
5129,0,0,0,No Kayak Modular would need to Request Modular,0,5129,0,0,0,0,75,LANDOVER HILLS,MD,"DC, VA",508,No Modular,0,,,,,,,,
5130,0,0,0,No Kayak Modular would need to Request Modular,-1,5130,0,-1,0,0,22,PHILADELPHIA,PA,"PA, NJ",166,No Modular,0,,,,,,,,
5131,0,0,0,No Kayak Modular would need to Request Modular,2,5131,0,2,0,-2,22,BENSALEM,PA,"PA, NJ",170,No Modular,0,,,,,,,,
5132,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5133,17,113,187,200,190,5133,187,196,192,144,56,ANDERSON,CA,"N. CA, N. NV",457,Avid Rec SOT,18,DTS 5,1 (Store Set Only),,,,,,
5134,0,0,0,No Kayak Modular would need to Request Modular,2,5134,0,2,2,1,57,BAKERSFIELD,CA,LA and Vegas,447,No Modular,0,,,,,,,,
5135,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5136,6,8,23,26,34,5136,24,34,52,69,56,MARYSVILLE,CA,"N. CA, N. NV",455,LOW VOLUME/BASIC,6,5,,,,,,,
5137,0,0,-1,No Kayak Modular would need to Request Modular,9,5137,-1,9,6,0,54,AURORA,CO,Rocky Mountain Region,376,No Modular,0,,,,,,,,
5139,8,5,38,41,37,5139,38,39,42,61,56,DIXON,CA,"N. CA, N. NV",453,LOW VOLUME/BASIC,6,5,,,,,,,
5140,58,6,58,66,61,5140,62,64,61,63,57,LA MESA,CA,LA and Vegas,459,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk3,,,,,,,
5141,4,9,28,30,19,5141,28,19,22,2,47,OMAHA,NE,Frontier Region,432,LOW VOLUME/BASIC,6,7,,,,,,,
5142,4,7,24,27,15,5142,25,16,12,24,22,NEPTUNE,NJ,"PA, NJ",178,LOW VOLUME/BASIC,6,6,,,,,,,
5143,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5144,0,0,0,No Kayak Modular would need to Request Modular,0,5144,0,1,0,1,6,CONVERSE,TX,South Texas,77,No Modular,0,,,,,,,,
5145,0,0,0,No Kayak Modular would need to Request Modular,0,5145,0,0,0,0,6,SAN ANTONIO,TX,South Texas,86,No Modular,0,,,,,,,,
5146,0,4,3,3,1,5146,3,1,4,1,6,SAN ANTONIO,TX,South Texas,506,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
5147,0,0,0,No Kayak Modular would need to Request Modular,0,5147,0,0,0,0,5,DALLAS,TX,Dallas,44,No Modular,0,,,,,,,,
5148,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5149,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5150,0,0,0,No Kayak Modular would need to Request Modular,-1,5150,0,-1,0,-1,40,MAPLEWOOD,MO,Missouri,340,No Modular,0,,,,,,,,
5151,33,11,73,82,55,5151,77,58,71,103,2,ROME,GA,"TN, GA - Atlanta",120,Angler - Mid to High Volume,16,5,,,,,,,
5152,0,0,0,No Kayak Modular would need to Request Modular,0,5152,0,0,0,0,57,WEST HILLS,CA,LA and Vegas,446,No Modular,0,,,,,,,,
5154,0,0,0,No Kayak Modular would need to Request Modular,0,5154,0,0,0,0,57,ROSEMEAD,CA,LA and Vegas,484,No Modular,0,,,,,,,,
5155,0,0,-1,No Kayak Modular would need to Request Modular,0,5155,-1,0,0,0,46,LAS CRUCES,NM,Phoenix,387,No Modular,0,,,,,,,,
5156,2,3,22,24,9,5156,22,9,2,18,57,BEAUMONT,CA,LA and Vegas,463,LOW VOLUME/BASIC,6,3,,,,,,,
5157,0,0,-1,No Kayak Modular would need to Request Modular,0,5157,-1,0,0,0,25,MORTON,IL,IL / S IN,278,No Modular,0,,,,,,,,
5159,7,20,63,67,51,5159,63,60,70,114,19,WEST BRANCH,MI,"Michigan, OH",204,Angler - Mid to High Volume,16,11,,,,,,,
5160,95,19,98,105,130,5160,98,130,75,162,19,JACKSON,MI,"Michigan, OH",202,Combo,16,No Store Set Use Cur Inventory was wk11,,,,,,,
5162,-2,2,11,11,16,5162,10,16,28,20,57,SANTA CLARITA,CA,LA and Vegas,448,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
5165,0,0,0,No Kayak Modular would need to Request Modular,0,5165,0,0,0,0,6,ALAMO,TX,South Texas,80,No Modular,0,,,,,,,,
5166,0,0,0,No Kayak Modular would need to Request Modular,0,5166,0,0,0,0,46,DEMING,NM,Phoenix,387,No Modular,0,,,,,,,,
5167,32,7,46,49,111,5167,46,112,140,120,54,PAYSON,UT,Rocky Mountain Region,582,Angler - Mid to High Volume,16,4,,,,,,,
5168,19,7,49,54,66,5168,50,69,94,80,46,RICHFIELD,UT,Phoenix,405,Angler - Low Volume,10,4,,,,,,,
5170,16,6,9,13,23,5170,12,23,17,19,47,SIDNEY,NE,Frontier Region,429,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk10,,,,,,,
5172,52,15,73,90,47,5172,84,47,20,36,3,PERRY,FL,"GA, FL",97,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk3,,,,,,,
5173,24,4,54,59,31,5173,55,33,54,48,2,DALTON,GA,"TN, GA - Atlanta",120,Angler - Low Volume,10,5,,,,,,,
5174,10,4,20,21,21,5174,20,21,18,40,14,SEMMES,AL,"AL, FL",1,LOW VOLUME/BASIC,6,4,,,,,,,
5175,17,17,45,48,33,5175,45,33,48,71,41,ALGOOD,TN,Kentucky,152,Angler - Low Volume,10,6,,,,,,,
5178,8,2,13,15,24,5178,14,24,33,23,17,ROCKAWAY,NJ,New York,176,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
5179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5180,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5182,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5183,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5184,0,0,0,No Kayak Modular would need to Request Modular,2,5184,0,2,0,-1,21,CANAL WINCHESTER,OH,OH/IN,219,No Modular,0,,,,,,,,
5185,0,0,0,No Kayak Modular would need to Request Modular,2,5185,0,2,0,2,21,COLUMBUS,OH,OH/IN,217,No Modular,0,,,,,,,,
5186,19,0,30,No Kayak Modular would need to Request Modular,52,5186,31,50,38,55,46,GILBERT,AZ,Phoenix,373,No Modular,0,,,,,,,,
5188,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5189,0,0,0,No Kayak Modular would need to Request Modular,0,5189,0,0,0,0,46,PHOENIX,AZ,Phoenix,369,No Modular,0,,,,,,,,
5190,41,12,53,57,70,5190,53,72,72,104,46,PHOENIX,AZ,Phoenix,370,SIS,14,3,,,,,,,
5191,16,2,13,14,22,5191,13,18,3,13,5,FORNEY,TX,Dallas,55,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
5192,28,10,57,63,51,5192,59,51,54,99,56,ANTELOPE,CA,"N. CA, N. NV",454,Angler - Low Volume,10,5,,,,,,,
5193,31,6,19,22,42,5193,21,42,30,22,57,MORENO VALLEY,CA,LA and Vegas,461,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
5195,91,1,160,173,126,5195,162,126,195,96,60,EVERETT,WA,"OR, WA, AK, HI",471,Combo,16,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
5196,1,0,0,No Kayak Modular would need to Request Modular,0,5196,0,0,0,0,12,MEMPHIS,TN,"MS, AL, TN",144,No Modular,0,,,,,,,,
5197,25,10,97,105,34,5197,98,35,45,56,12,HUNSTVILLE,AL,"MS, AL, TN",5,SIS,14,5,,,,,,,
5198,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5199,5,7,49,52,111,5199,49,113,56,104,25,ANTIOCH,IL,IL / S IN,269,MID TIER REC,10,10,,,,,,,
5200,4,9,36,40,33,5200,37,33,27,14,22,LANCASTER,PA,"PA, NJ",233,LOW VOLUME/BASIC,6,6,,,,,,,
5201,9,0,12,14,13,5201,13,13,16,4,17,EDISON,NJ,New York,175,BARE BONES,3,No Store Set Use Cur Inventory was wk7,,,,,,,
5202,18,2,16,17,30,5202,16,28,29,20,17,COMMACK,NY,New York,171,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
5203,0,0,0,No Kayak Modular would need to Request Modular,0,5203,0,0,0,5,21,LONDON,OH,OH/IN,217,No Modular,0,,,,,,,,
5204,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5205,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5206,0,0,0,No Kayak Modular would need to Request Modular,0,5206,0,0,0,0,61,SOUTH OGDEN,UT,WEST,557,No Modular,0,,,,,,,,
5207,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5210,13,7,17,18,37,5210,17,37,17,17,5,WYLIE,TX,Dallas,51,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
5211,0,0,0,No Kayak Modular would need to Request Modular,0,5211,0,0,0,0,5,MCKINNEY,TX,Dallas,52,No Modular,0,,,,,,,,
5214,0,0,0,No Kayak Modular would need to Request Modular,0,5214,0,0,0,4,9,KISSIMMEE,FL,Florida,90,No Modular,0,,,,,,,,
5215,0,0,1,No Kayak Modular would need to Request Modular,10,5215,1,10,12,12,57,DELANO,CA,LA and Vegas,581,No Modular,0,,,,,,,,
5216,0,0,0,No Kayak Modular would need to Request Modular,0,5216,0,0,0,0,46,AMARILLO,TX,Phoenix,70,No Modular,0,,,,,,,,
5218,2,11,34,36,33,5218,34,34,66,91,9,ST PETERSBURG,FL,Florida,111,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
5219,0,0,0,No Kayak Modular would need to Request Modular,3,5219,0,3,0,3,47,LAWRENCE,KS,Frontier Region,411,No Modular,0,,,,,,,,
5220,28,2,10,11,26,5220,10,26,32,13,9,TAMPA,FL,Florida,112,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
5221,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5224,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5226,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5227,1,7,19,29,15,5227,27,15,19,26,75,BURKE,VA,"DC, VA",292,LOW VOLUME/BASIC,6,6,,,,,,,
5228,0,0,0,No Kayak Modular would need to Request Modular,2,5228,0,2,0,0,75,COLUMBIA,MD,"DC, VA",282,No Modular,0,,,,,,,,
5229,1,0,0,No Kayak Modular would need to Request Modular,0,5229,0,0,0,0,22,WYNCOTE,PA,"PA, NJ",166,No Modular,0,,,,,,,,
5231,14,5,25,30,34,5231,28,42,69,80,56,GALT,CA,"N. CA, N. NV",452,LOW VOLUME/BASIC,6,5,,,,,,,
5232,62,7,139,152,137,5232,142,153,160,126,54,RIFLE,CO,Rocky Mountain Region,388,Combo,16,No Store Set Use Cur Inventory was DTS 10,1 (Store Set Only),,,,,,
5233,18,18,26,29,57,5233,27,58,52,72,54,WEST VALLEY CITY,UT,Rocky Mountain Region,403,MID TIER REC,10,4,,,,,,,
5234,40,7,148,159,92,5234,149,93,120,138,54,CLINTON,UT,Rocky Mountain Region,401,Combo,16,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
5235,5,7,31,33,22,5235,31,22,30,9,54,SANDY,UT,Rocky Mountain Region,403,LOW VOLUME/BASIC,6,4,,,,,,,
5236,12,7,24,26,33,5236,24,34,74,85,41,BOWLING GREEN,KY,Kentucky,254,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
5239,0,0,0,No Kayak Modular would need to Request Modular,7,5239,0,7,0,0,22,BECHTELSVILLE,PA,"PA, NJ",167,No Modular,0,,,,,,,,
5240,0,3,23,25,25,5240,23,26,67,42,17,ITHACA,NY,New York,190,LOW VOLUME/BASIC,6,10,,,,,,,
5241,0,0,0,No Kayak Modular would need to Request Modular,0,5241,0,0,0,0,22,NORTH HUNTINGDON,PA,"PA, NJ",231,No Modular,0,,,,,,,,
5242,0,4,29,31,24,5242,29,24,35,45,17,CICERO,NY,New York,191,LOW VOLUME/BASIC,6,10,,,,,,,
5244,10,5,30,32,26,5244,30,26,9,16,42,LITTLE ROCK,AR,"AR, MO, LA",324,LOW VOLUME/BASIC,6,5,,,,,,,
5245,18,11,28,32,37,5245,30,37,40,42,6,SAN ANTONIO,TX,South Texas,77,MID TIER REC,10,4,,,,,,,
5246,0,0,0,No Kayak Modular would need to Request Modular,0,5246,0,0,0,0,6,WHARTON,TX,South Texas,65,No Modular,0,,,,,,,,
5247,11,6,19,22,27,5247,21,28,6,11,5,ROANOKE,TX,Dallas,479,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
5248,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5250,2,0,0,No Kayak Modular would need to Request Modular,1,5250,0,1,0,2,9,KISSIMMEE,FL,Florida,90,No Modular,0,,,,,,,,
5251,0,0,2,No Kayak Modular would need to Request Modular,2,5251,2,2,8,10,2,CHATTANOOGA,TN,"TN, GA - Atlanta",120,No Modular,0,,,,,,,,
5252,10,6,28,33,18,5252,31,19,25,32,2,LOGANVILLE,GA,"TN, GA - Atlanta",25,LOW VOLUME/BASIC,6,5,,,,,,,
5253,3,8,30,32,23,5253,30,23,14,38,75,CHESAPEAKE,VA,"DC, VA",289,LOW VOLUME/BASIC,6,6,,,,,,,
5254,45,15,212,228,219,5254,213,221,256,51,26,WAKE FOREST,NC,Southeast,297,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
5255,0,0,0,No Kayak Modular would need to Request Modular,0,5255,0,0,0,0,72,TAMPA,FL,SOUTHEAST,559,No Modular,0,,,,,,,,
5256,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5257,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5258,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5259,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
5260,8,4,29,31,40,5260,29,42,71,90,42,ROGERS,AR,"AR, MO, LA",323,LOW VOLUME/BASIC,6,6,,,,,,,
5261,21,110,425,456,582,5261,426,602,529,229,42,PINEVILLE,MO,"AR, MO, LA",323,Avid Rec SOT,18,DTS 6,3,,,,,,
5262,9,2,19,25,22,5262,23,27,16,28,14,PELHAM,AL,"AL, FL",13,LOW VOLUME/BASIC,6,5,,,,,,,
5263,8,10,57,63,31,5263,59,32,75,89,2,CLEVELAND,TN,"TN, GA - Atlanta",119,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
5264,17,7,63,70,54,5264,65,55,112,73,9,OSPREY,FL,Florida,115,Angler - Low Volume,10,4,,,,,,,
