STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
510,137,15,158,169,118,510,158,119,169,54,2,GAINESVILLE,GA,"TN, GA - Atlanta",21,SOT,15,DTS 5,1 (Store Set Only),,,,,,
511,21,10,31,34,63,511,32,66,14,40,4,SUMTER,SC,North Carolina,38,MID TIER REC,10,No Store Set Use Cur Inventory was wk5,,,,,,,
512,0,0,0,No Kayak Modular would need to Request Modular,0,512,0,0,0,0,46,EL PASO,TX,Phoenix,505,No Modular,0,,,,,,,,
513,0,0,0,No Kayak Modular would need to Request Modular,0,513,0,0,0,0,46,BIG SPRING,TX,Phoenix,73,No Modular,0,,,,,,,,
514,0,4,5,5,33,514,5,33,12,49,2,AIKEN,SC,"TN, GA - Atlanta",39,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
515,50,22,313,339,254,515,317,256,311,223,2,MURPHY,NC,"TN, GA - Atlanta",18,Avid Angler Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
516,97,17,136,154,179,516,144,179,64,77,5,GUN BARREL CITY,TX,Dallas,45,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
517,10,4,27,29,19,517,27,20,24,26,44,MUSTANG,OK,"Oklahoma, N TX",353,LOW VOLUME/BASIC,6,5,,,,,,,
518,8,14,246,291,140,518,272,147,174,145,2,CANTON,GA,"TN, GA - Atlanta",26,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
519,2,10,22,24,41,519,22,41,45,52,41,HARRODSBURG,KY,Kentucky,260,LOW VOLUME/BASIC,6,6,,,,,,,
520,16,15,28,31,44,520,29,44,26,40,2,WINDER,GA,"TN, GA - Atlanta",25,MID TIER REC,10,No Store Set Use Cur Inventory was wk5,,,,,,,
521,10,3,12,14,23,521,13,24,28,40,13,LAKE CHARLES,LA,"LA, MS",66,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
522,0,0,0,No Kayak Modular would need to Request Modular,0,522,0,0,0,0,6,CROSBY,TX,South Texas,60,No Modular,0,,,,,,,,
523,21,7,44,47,44,523,44,44,10,22,5,CARTHAGE,TX,Dallas,46,Angler - Low Volume,10,4,,,,,,,
524,0,0,0,No Kayak Modular would need to Request Modular,0,524,0,0,0,0,6,KENEDY,TX,South Texas,84,No Modular,0,,,,,,,,
525,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
526,23,0,16,18,47,526,17,47,44,22,41,LOUISVILLE,KY,Kentucky,242,BARE BONES,3,No Store Set Use Cur Inventory was wk7,,,,,,,
527,0,0,0,No Kayak Modular would need to Request Modular,0,527,0,0,0,0,6,ANGLETON,TX,South Texas,61,No Modular,0,,,,,,,,
528,10,3,29,35,51,528,33,52,59,54,9,BRADEN RIVER,FL,Florida,115,LOW VOLUME/BASIC,6,4,,,,,,,
529,8,9,20,24,21,529,22,22,28,37,6,LA MARQUE,TX,South Texas,61,LOW VOLUME/BASIC,6,4,,,,,,,
530,0,0,0,No Kayak Modular would need to Request Modular,0,530,0,0,1,0,42,EL DORADO,AR,"AR, MO, LA",327,No Modular,0,,,,,,,,
531,6,5,15,19,8,531,18,8,6,9,13,LAFAYETTE,LA,"LA, MS",132,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
532,8,1,22,25,12,532,23,12,22,24,13,GONZALES,LA,"LA, MS",130,LOW VOLUME/BASIC,6,4,,,,,,,
533,14,5,14,17,18,533,16,18,17,10,13,NEW IBERIA,LA,"LA, MS",132,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
535,24,10,49,54,58,535,50,58,6,43,5,ABILENE,TX,Dallas,74,MID TIER REC,10,5,,,,,,,
536,34,5,35,39,64,536,36,64,23,64,5,ABILENE,TX,Dallas,74,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
537,0,0,0,No Kayak Modular would need to Request Modular,1,537,0,1,0,0,46,ODESSA,TX,Phoenix,73,No Modular,0,,,,,,,,
538,0,7,12,13,28,538,12,28,3,27,3,GAINESVILLE,FL,"GA, FL",93,LOW VOLUME/BASIC,6,3,,,,,,,
539,14,5,17,19,27,539,18,27,17,15,13,ALEXANDRIA,LA,"LA, MS",134,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
540,0,0,0,No Kayak Modular would need to Request Modular,3,540,0,3,0,3,13,MORGAN CITY,LA,"LA, MS",129,No Modular,0,,,,,,,,
541,12,12,45,54,49,541,50,52,82,84,13,COVINGTON,LA,"LA, MS",128,Angler - Low Volume,10,4,,,,,,,
542,4,5,17,19,15,542,18,15,34,28,13,HOUMA,LA,"LA, MS",129,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
543,8,4,11,13,9,543,12,10,4,9,13,OPELOUSAS,LA,"LA, MS",132,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
544,9,6,19,21,27,544,20,30,26,60,44,DEL CITY,OK,"Oklahoma, N TX",353,LOW VOLUME/BASIC,6,6,,,,,,,
545,1,7,21,22,34,545,21,34,53,63,41,MANCHESTER,KY,Kentucky,258,LOW VOLUME/BASIC,6,6,,,,,,,
546,0,0,0,No Kayak Modular would need to Request Modular,0,546,0,0,0,0,6,RICHMOND,TX,South Texas,62,No Modular,0,,,,,,,,
547,4,2,12,12,18,547,11,18,13,30,9,PLANT CITY,FL,Florida,114,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
548,23,13,35,36,41,548,34,41,26,17,2,LAWRENCEVILLE,GA,"TN, GA - Atlanta",25,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
549,0,0,0,No Kayak Modular would need to Request Modular,0,549,0,0,0,0,46,HOBBS,NM,Phoenix,71,No Modular,0,,,,,,,,
550,0,0,0,No Kayak Modular would need to Request Modular,0,550,0,0,0,0,25,LAWRENCEVILLE,IL,IL / S IN,273,No Modular,0,,,,,,,,
551,17,13,40,48,35,551,45,35,54,81,3,PALATKA,FL,"GA, FL",93,MID TIER REC,10,3,,,,,,,
552,37,8,54,59,109,552,55,110,108,146,41,WHITESBURG,KY,Kentucky,258,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk6,,,,,,,
553,10,6,24,27,38,553,25,37,46,46,13,SLIDELL,LA,"LA, MS",125,LOW VOLUME/BASIC,6,4,,,,,,,
554,0,0,0,No Kayak Modular would need to Request Modular,2,554,0,2,0,0,46,LAREDO,TX,Phoenix,88,No Modular,0,,,,,,,,
555,6,6,11,12,15,555,11,15,13,34,3,DUBLIN,GA,"GA, FL",32,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
556,15,8,25,28,49,556,26,51,51,76,3,WAYCROSS,GA,"GA, FL",28,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
557,1,9,31,33,21,557,31,21,31,61,47,EMPORIA,KS,Frontier Region,407,LOW VOLUME/BASIC,6,7,,,,,,,
558,3,8,32,35,14,558,33,14,20,65,47,SALINA,KS,Frontier Region,407,LOW VOLUME/BASIC,6,7,,,,,,,
559,11,12,46,49,58,559,46,58,42,41,52,MUSCATINE,IA,"MN, IA",418,MID TIER REC,10,10,,,,,,,
560,3,8,34,36,22,560,34,23,28,41,40,SAINT JOSEPH,MO,Missouri,360,LOW VOLUME/BASIC,6,7,,,,,,,
561,54,11,54,61,141,561,57,149,117,62,5,EASTLAND,TX,Dallas,76,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
562,7,2,18,20,37,562,19,37,27,46,14,LEEDS,AL,"AL, FL",2,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
563,20,8,31,39,65,563,36,65,41,49,3,ORANGE CITY,FL,"GA, FL",94,MID TIER REC,10,No Store Set Use Cur Inventory was wk3,,,,,,,
564,11,5,35,41,15,564,38,15,10,27,44,OKLAHOMA CITY,OK,"Oklahoma, N TX",344,LOW VOLUME/BASIC,6,5,,,,,,,
565,40,9,46,49,47,565,46,47,20,59,5,CORSICANA,TX,Dallas,55,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
566,0,0,0,No Kayak Modular would need to Request Modular,0,566,0,0,-1,0,25,BOONVILLE,IN,IL / S IN,580,No Modular,0,,,,,,,,
567,0,0,0,No Kayak Modular would need to Request Modular,0,567,0,0,0,0,6,CALDWELL,TX,South Texas,85,No Modular,0,,,,,,,,
568,25,10,43,47,44,568,44,44,37,111,41,CARTHAGE,TN,Kentucky,152,Angler - Low Volume,10,6,,,,,,,
569,44,35,204,221,146,569,207,154,209,146,41,COLUMBIA,KY,Kentucky,257,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
571,9,23,45,49,40,571,46,42,64,96,41,GEORGETOWN,KY,Kentucky,260,Angler - Low Volume,10,7,,,,,,,
572,10,9,25,28,35,572,26,36,36,33,5,KILGORE,TX,Dallas,46,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
573,8,12,44,48,26,573,45,26,19,55,40,LEES SUMMIT,MO,Missouri,361,Angler - Low Volume,10,7,,,,,,,
574,21,10,45,51,50,574,48,50,40,55,4,SURFSIDE BEACH,SC,North Carolina,37,Angler - Low Volume,10,5,,,,,,,
575,0,0,0,No Kayak Modular would need to Request Modular,1,575,0,1,0,0,2,WOODSTOCK,GA,"TN, GA - Atlanta",24,No Modular,0,,,,,,,,
576,0,0,0,No Kayak Modular would need to Request Modular,0,576,0,0,0,-1,44,TULSA,OK,"Oklahoma, N TX",345,No Modular,0,,,,,,,,
577,1,12,32,34,15,577,32,15,20,22,40,OLATHE,KS,Missouri,362,LOW VOLUME/BASIC,6,7,,,,,,,
578,76,11,117,125,130,578,117,130,148,111,2,SEVIERVILLE,TN,"TN, GA - Atlanta",123,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
579,17,16,64,73,51,579,68,51,65,93,3,ST AUGUSTINE,FL,"GA, FL",94,Angler - Low Volume,10,3,,,,,,,
580,14,4,36,39,39,580,36,40,36,12,9,BARTOW,FL,Florida,116,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
581,0,0,0,No Kayak Modular would need to Request Modular,0,581,0,0,0,0,52,MARSHALLTOWN,IA,"MN, IA",414,No Modular,0,,,,,,,,
582,26,10,33,35,72,582,33,74,45,60,3,PORT ORANGE,FL,"GA, FL",94,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk3,,,,,,,
583,34,17,69,76,103,583,71,103,86,126,2,ONEIDA,TN,"TN, GA - Atlanta",121,Angler - Mid to High Volume,16,6,,,,,,,
584,18,13,43,46,55,584,43,55,48,56,41,DRY RIDGE,KY,Kentucky,260,Angler - Low Volume,10,7,,,,,,,
585,6,5,19,20,27,585,19,27,27,40,4,ROCK HILL,SC,North Carolina,42,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
586,20,15,110,119,71,586,111,71,38,68,4,CONWAY,SC,North Carolina,37,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
587,12,13,37,41,49,587,38,49,43,87,41,SPARTA,TN,Kentucky,152,Angler - Low Volume,10,6,,,,,,,
588,27,9,45,48,44,588,45,44,41,74,3,ALBANY,GA,"GA, FL",27,Angler - Low Volume,10,4,,,,,,,
589,7,3,20,21,20,589,20,20,21,11,41,LOUISVILLE,KY,Kentucky,256,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
590,0,0,0,No Kayak Modular would need to Request Modular,0,590,0,0,0,0,5,FORT WORTH,TX,Dallas,48,No Modular,0,,,,,,,,
591,0,0,0,No Kayak Modular would need to Request Modular,0,591,0,0,0,-1,41,CYNTHIANA,KY,Kentucky,259,No Modular,0,,,,,,,,
592,9,4,21,24,32,592,22,33,38,82,47,DERBY,KS,Frontier Region,406,LOW VOLUME/BASIC,6,6,,,,,,,
593,38,7,19,22,19,593,21,19,24,44,3,DOUGLAS,GA,"GA, FL",28,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
594,0,0,0,No Kayak Modular would need to Request Modular,16,594,0,16,22,27,2,FAYETTEVILLE,GA,"TN, GA - Atlanta",22,No Modular,0,,,,,,,,
595,0,0,0,No Kayak Modular would need to Request Modular,0,595,0,0,0,0,6,HARLINGEN,TX,South Texas,569,No Modular,0,,,,,,,,
596,0,9,28,31,24,596,29,24,38,28,25,HERRIN,IL,IL / S IN,271,LOW VOLUME/BASIC,6,6,,,,,,,
598,42,45,275,302,163,598,282,173,201,232,47,KEARNEY,NE,Frontier Region,429,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 7,1 (Store Set Only),,,,,,
599,13,13,54,60,42,599,56,42,48,85,4,KINGSPORT,TN,North Carolina,124,MID TIER REC,10,6,,,,,,,
600,0,0,0,No Kayak Modular would need to Request Modular,0,600,2,0,0,0,46,PAMPA,TX,Phoenix,70,No Modular,0,,,,,,,,
601,15,26,52,56,72,601,52,74,75,85,5,SAN ANGELO,TX,Dallas,74,Combo,16,5,,,,,,,
602,1,0,0,No Kayak Modular would need to Request Modular,0,602,-1,0,2,0,6,SPRING,TX,South Texas,68,No Modular,0,,,,,,,,
603,3,24,113,125,64,603,117,64,47,96,25,PEKIN,IL,IL / S IN,278,Angler - Mid to High Volume,16,DTS 10,1 (Store Set Only),,,,,,
604,5,8,13,14,33,604,13,33,30,43,14,DOTHAN,AL,"AL, FL",7,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
605,14,6,19,19,31,605,18,31,28,55,4,SAVANNAH,GA,North Carolina,29,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
606,12,7,14,16,23,606,15,23,24,48,4,SAVANNAH,GA,North Carolina,29,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
607,0,0,0,No Kayak Modular would need to Request Modular,0,607,0,0,0,0,44,HOBART,OK,"Oklahoma, N TX",349,No Modular,0,,,,,,,,
608,0,0,0,No Kayak Modular would need to Request Modular,0,608,0,0,0,2,46,MIDLAND,TX,Phoenix,73,No Modular,0,,,,,,,,
609,12,13,38,42,59,609,39,59,36,66,25,HANNIBAL,MO,IL / S IN,275,MID TIER REC,10,10,,,,,,,
610,26,15,56,64,56,610,60,56,36,53,5,STEPHENVILLE,TX,Dallas,76,SOT,15,5,,,,,,,
611,0,0,0,No Kayak Modular would need to Request Modular,0,611,0,0,1,3,46,ROSWELL,NM,Phoenix,387,No Modular,0,,,,,,,,
612,0,0,0,No Kayak Modular would need to Request Modular,0,612,0,0,0,0,25,CHARLESTON,IL,IL / S IN,273,No Modular,0,,,,,,,,
613,20,3,18,20,48,613,19,49,28,47,3,ORMOND BEACH,FL,"GA, FL",94,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
614,24,13,40,43,34,614,40,34,63,73,3,LAGRANGE,GA,"GA, FL",16,MID TIER REC,10,5,,,,,,,
615,8,16,36,47,27,615,44,33,66,146,2,CARTERSVILLE,GA,"TN, GA - Atlanta",26,Angler - Low Volume,10,5,,,,,,,
616,11,6,21,22,16,616,21,16,7,16,4,ORANGEBURG,SC,North Carolina,38,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
617,0,10,14,17,28,617,16,29,41,35,25,SULLIVAN,IN,IL / S IN,580,LOW VOLUME/BASIC,6,6,,,,,,,
618,0,0,0,No Kayak Modular would need to Request Modular,0,618,0,0,0,0,2,HIRAM,GA,"TN, GA - Atlanta",26,No Modular,0,,,,,,,,
619,16,23,72,77,50,619,72,50,65,125,2,DAYTON,TN,"TN, GA - Atlanta",119,Angler - Mid to High Volume,16,6,,,,,,,
620,17,10,49,57,38,620,53,39,32,69,4,BRISTOL,TN,North Carolina,124,Angler - Low Volume,10,6,,,,,,,
621,30,7,35,39,54,621,36,54,42,36,4,LAKE CITY,SC,North Carolina,37,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
622,0,0,0,No Kayak Modular would need to Request Modular,0,622,0,0,0,-1,44,OKLAHOMA CITY,OK,"Oklahoma, N TX",344,No Modular,0,,,,,,,,
623,21,6,47,50,44,623,47,44,74,285,9,NORTH FORT MYERS,FL,Florida,118,Angler - Low Volume,10,3,,,,,,,
624,1,10,29,31,52,624,29,52,22,64,2,NEWBERRY,SC,"TN, GA - Atlanta",39,LOW VOLUME/BASIC,6,6,,,,,,,
625,30,13,45,51,76,625,48,76,35,83,4,GEORGETOWN,SC,North Carolina,37,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
626,0,0,0,No Kayak Modular would need to Request Modular,0,626,0,0,0,0,46,SEMINOLE,TX,Phoenix,73,No Modular,0,,,,,,,,
627,0,0,0,No Kayak Modular would need to Request Modular,0,627,0,0,0,2,4,DILLON,SC,North Carolina,38,No Modular,0,,,,,,,,
628,25,0,8,9,14,628,8,14,27,45,4,SUMMERVILLE,SC,North Carolina,36,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
629,0,0,0,No Kayak Modular would need to Request Modular,0,629,0,0,0,0,4,UNION,SC,North Carolina,42,No Modular,0,,,,,,,,
630,11,6,24,26,32,630,24,32,26,25,4,FLORENCE,SC,North Carolina,38,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
631,0,8,24,26,21,631,24,21,23,23,2,EASLEY,SC,"TN, GA - Atlanta",35,LOW VOLUME/BASIC,6,6,,,,,,,
632,31,4,32,34,32,632,32,33,30,28,4,MOUNT PLEASANT,SC,North Carolina,36,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
633,0,0,0,No Kayak Modular would need to Request Modular,0,633,1,0,1,28,25,KEWANEE,IL,IL / S IN,279,No Modular,0,,,,,,,,
634,15,12,42,48,67,634,45,67,18,40,4,CAMDEN,SC,North Carolina,38,Angler - Low Volume,10,6,,,,,,,
635,25,15,52,59,75,635,55,75,60,72,4,SAVANNAH,GA,North Carolina,29,Angler - Mid to High Volume,16,4,,,,,,,
636,29,0,9,10,37,636,9,37,8,10,25,PRINCETON,IL,IL / S IN,279,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
637,3,12,59,63,62,637,59,65,43,97,47,LEXINGTON,NE,Frontier Region,429,MID TIER REC,10,7,,,,,,,
638,10,12,34,37,44,638,35,44,46,61,4,GAFFNEY,SC,North Carolina,42,Angler - Low Volume,10,6,,,,,,,
639,25,5,27,30,23,639,28,23,9,48,3,BRUNSWICK,GA,"GA, FL",28,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
640,0,9,19,20,38,640,19,38,23,44,2,GREENVILLE,SC,"TN, GA - Atlanta",35,LOW VOLUME/BASIC,6,6,,,,,,,
641,0,0,0,No Kayak Modular would need to Request Modular,0,641,0,0,0,0,2,GREENVILLE,SC,"TN, GA - Atlanta",35,No Modular,0,,,,,,,,
642,8,6,15,16,40,642,15,40,39,41,4,CHERAW,SC,North Carolina,38,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
643,45,6,31,34,27,643,32,27,21,18,4,MYRTLE BEACH,SC,North Carolina,37,LOW VOLUME/BASIC,6,5,,,,,,,
644,22,13,43,46,62,644,43,62,41,64,2,ANDERSON,SC,"TN, GA - Atlanta",39,Angler - Low Volume,10,6,,,,,,,
645,41,13,89,93,133,645,87,133,81,138,47,NORFOLK,NE,Frontier Region,433,SIS,14,No Store Set Use Cur Inventory was wk7,,,,,,,
646,0,4,28,30,51,646,28,51,62,30,52,ANAMOSA,IA,"MN, IA",415,LOW VOLUME/BASIC,6,10,,,,,,,
647,0,0,3,No Kayak Modular would need to Request Modular,2,647,3,2,1,18,52,GRINNELL,IA,"MN, IA",414,No Modular,0,,,,,,,,
648,2,3,10,12,21,648,11,21,24,57,40,SAINT PETERS,MO,Missouri,339,BARE BONES,3,7,,,,,,,
649,26,6,35,37,40,649,35,40,37,32,9,TITUSVILLE,FL,Florida,92,MID TIER REC,10,No Store Set Use Cur Inventory was wk3,,,,,,,
651,1,0,0,No Kayak Modular would need to Request Modular,0,651,-1,0,0,0,13,BEAUMONT,TX,"LA, MS",66,No Modular,0,,,,,,,,
652,15,12,59,66,44,652,62,45,16,23,47,GARDEN CITY,KS,Frontier Region,406,MID TIER REC,10,5,,,,,,,
653,50,35,135,149,236,653,139,236,188,138,41,HOPKINSVILLE,KY,Kentucky,253,Avid Angler SOT,19,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
655,0,0,0,No Kayak Modular would need to Request Modular,0,655,0,0,0,0,41,HANSON,KY,Kentucky,253,No Modular,0,,,,,,,,
656,25,4,63,68,46,656,64,46,70,95,12,SHELBYVILLE,TN,"MS, AL, TN",151,Angler - Low Volume,10,5,,,,,,,
657,38,21,76,86,57,657,80,58,59,105,41,COOKEVILLE,TN,Kentucky,152,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk6,,,,,,,
658,24,7,42,47,30,658,44,30,36,56,2,ROME,GA,"TN, GA - Atlanta",120,Angler - Low Volume,10,5,,,,,,,
659,8,9,28,30,31,659,28,31,29,53,12,NASHVILLE,TN,"MS, AL, TN",153,LOW VOLUME/BASIC,6,6,,,,,,,
660,44,12,148,158,83,660,148,83,53,67,12,MUSCLE SHOALS,AL,"MS, AL, TN",137,Combo,16,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
661,12,4,36,39,43,661,36,46,40,88,12,ATHENS,AL,"MS, AL, TN",137,LOW VOLUME/BASIC,6,5,,,,,,,
662,8,2,38,45,30,662,42,30,40,37,12,DECATUR,AL,"MS, AL, TN",137,LOW VOLUME/BASIC,6,5,,,,,,,
663,33,24,58,66,89,663,62,92,78,90,2,ATHENS,TN,"TN, GA - Atlanta",119,Angler - Mid to High Volume,16,6,,,,,,,
664,2,14,44,47,24,664,44,24,37,60,47,HAYS,KS,Frontier Region,406,MID TIER REC,10,7,,,,,,,
665,50,28,297,324,345,665,303,351,452,158,41,CAMPBELLSVILLE,KY,Kentucky,257,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
666,16,4,28,31,37,666,29,37,39,74,9,SEBRING,FL,Florida,115,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
667,33,14,74,81,111,667,76,113,116,80,12,TULLAHOMA,TN,"MS, AL, TN",151,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
668,39,32,226,242,128,668,226,134,160,162,41,MCMINNVILLE,TN,Kentucky,152,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
669,30,4,36,39,44,669,36,44,49,71,2,DALTON,GA,"TN, GA - Atlanta",120,Angler - Low Volume,10,5,,,,,,,
670,18,16,55,59,75,670,55,75,53,81,14,CULLMAN,AL,"AL, FL",2,SOT,15,5,,,,,,,
671,6,16,43,47,27,671,44,27,52,125,41,LEBANON,TN,Kentucky,152,Angler - Low Volume,10,6,,,,,,,
672,13,9,47,51,36,672,48,36,79,126,2,ALCOA,TN,"TN, GA - Atlanta",122,MID TIER REC,10,6,,,,,,,
673,13,12,56,60,52,673,56,55,73,106,12,CLARKSVILLE,TN,"MS, AL, TN",149,Angler - Low Volume,10,6,,,,,,,
674,44,21,293,325,198,674,304,202,273,200,41,GALLATIN,TN,Kentucky,152,Avid Angler Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
675,5,9,41,46,44,675,43,45,102,71,41,UNION CITY,TN,Kentucky,146,Angler - Low Volume,10,6,,,,,,,
676,42,20,269,291,205,676,272,207,246,223,2,ROCKWOOD,TN,"TN, GA - Atlanta",121,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,1,,,,,,
677,9,5,33,35,29,677,33,32,72,51,41,DYERSBURG,TN,Kentucky,146,LOW VOLUME/BASIC,6,6,,,,,,,
678,28,19,169,205,142,678,192,147,181,68,2,NEWPORT,TN,"TN, GA - Atlanta",123,Avid Angler Combo,23,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
680,33,13,170,187,127,680,175,130,172,109,2,GREENEVILLE,TN,"TN, GA - Atlanta",123,SOT,15,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
681,33,109,123,132,40,681,123,40,60,87,14,GUNTERSVILLE,AL,"AL, FL",3,SOT,15,DTS 5,1 (Store Set Only),,,,,,
682,3,9,33,34,39,682,32,41,42,85,12,MURFREESBORO,TN,"MS, AL, TN",151,LOW VOLUME/BASIC,6,6,,,,,,,
683,67,16,374,403,277,683,377,279,349,155,12,LAWRENCEBURG,TN,"MS, AL, TN",147,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 5,2,,,,,,
684,66,13,86,93,165,684,87,168,133,26,12,LEXINGTON,TN,"MS, AL, TN",147,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk6,,,,,,,
685,41,23,269,289,273,685,270,285,363,195,2,MORRISTOWN,TN,"TN, GA - Atlanta",123,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,1,,,,,,
686,7,10,23,26,13,686,24,13,8,15,3,FITZGERALD,GA,"GA, FL",28,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
687,11,15,59,64,46,687,60,44,66,90,2,CROSSVILLE,TN,"TN, GA - Atlanta",121,Angler - Low Volume,10,6,,,,,,,
688,3,7,21,22,22,688,21,22,26,47,12,NASHVILLE,TN,"MS, AL, TN",153,LOW VOLUME/BASIC,6,6,,,,,,,
689,105,54,310,334,292,689,312,293,394,262,41,SOMERSET,KY,Kentucky,257,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
690,16,18,306,345,263,690,322,257,153,148,4,ELIZABETHTON,TN,North Carolina,124,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
691,16,2,16,19,22,691,18,22,12,29,14,FORT PAYNE,AL,"AL, FL",3,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
692,24,27,61,66,113,692,62,113,90,129,41,DANVILLE,KY,Kentucky,260,Angler - Mid to High Volume,16,6,,,,,,,
693,0,0,0,No Kayak Modular would need to Request Modular,7,693,0,7,2,1,41,JACKSON,KY,Kentucky,259,No Modular,0,,,,,,,,
694,3,10,19,21,20,694,20,20,29,19,41,HENDERSON,KY,Kentucky,254,LOW VOLUME/BASIC,6,6,,,,,,,
695,0,0,0,No Kayak Modular would need to Request Modular,-2,695,0,-2,1,17,12,MADISON,TN,"MS, AL, TN",149,No Modular,0,,,,,,,,
696,11,4,22,25,37,696,23,38,68,77,41,PRESTONSBURG,KY,Kentucky,258,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
697,16,13,32,33,55,697,31,55,34,58,3,OCALA,FL,"GA, FL",93,MID TIER REC,10,No Store Set Use Cur Inventory was wk3,,,,,,,
