Store,safety bowl div,Wk,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Total Points,YTD Points, Five Star ,Diff,Safety Bowl Div Rank
5100,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,39
5780,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,40
3424,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,41
5306,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,42
2981,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.72 ,1,43
7233,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,-1,44
5643,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,-1,45
4441,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,46
5119,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,47
3752,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,48
6967,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,49
5290,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,50
3509,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,51
3629,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,52
6590,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,53
5741,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,1,54
2835,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.71 ,1,55
2742,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,56
5789,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,57
4376,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,58
4275,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,59
4659,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,60
6814,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,61
7099,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,62
5653,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,63
4339,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,64
3168,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,65
4577,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,66
4700,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,67
5459,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,68
3661,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,69
6588,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,70
7218,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,71
4188,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,-1,72
4691,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,73
4142,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,74
4686,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,75
3603,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,76
3628,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,77
4206,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,78
4530,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,79
5143,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,80
5659,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,81
5990,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,82
3450,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,83
4648,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,84
5081,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,85
5715,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,86
3605,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,87
3111,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,88
2488,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,89
3314,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,90
2741,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,91
5815,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,92
5692,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,93
3419,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.66 ,2,94
5021,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,95
5327,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,96
5267,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,97
4426,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,98
6798,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,99
6233,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,100
2995,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,101
5014,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,102
6243,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,103
4057,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,104
7232,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,105
4413,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,106
3653,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,107
5256,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,108
4517,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,109
3723,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,110
2499,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.63 ,1,111
4375,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,112
7337,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,113
4470,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,114
5740,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,115
5828,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,116
3153,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,117
7209,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,118
3066,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,119
7222,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,120
3862,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,121
5776,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,122
2801,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,123
4667,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,124
2878,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,125
4046,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,126
5991,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,127
4545,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,128
7334,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,129
3330,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,130
6390,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,131
4524,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,132
5102,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.58 ,-1,133
7168,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.58 ,-1,134
3023,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,135
5791,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,136
5738,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,137
3614,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,138
5308,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,139
5771,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,140
3178,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,141
7062,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.52 ,0,142
5372,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.51 ,0,143
5279,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.51 ,0,144
3724,Safety Sweep,37,3,1,2,1,7,0,0,14,28, 4.45 ,1,145
3885,Safety Sweep,37,3,1,2,1,7,0,0,14,28, -   ,-1,146
4388,Safety Sweep,37,3,1,2,1,7,0,0,14,25, 4.73 ,-1,147
5605,Safety Sweep,37,3,1,2,1,7,0,0,14,25, 4.69 ,1,148
7224,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.74 ,0,149
5328,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.74 ,0,150
3141,Safety Sweep,37,3,0,2,1,0,0,0,6,17, 4.73 ,1,151
6850,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.73 ,1,152
5107,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.70 ,0,153
6323,Safety Sweep,37,3,1,2,0,0,0,0,6,17, 4.69 ,1,154
6548,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.68 ,0,155
3880,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.67 ,0,156
7205,Safety Sweep,37,3,1,2,0,0,0,0,6,17, 4.65 ,0,157
2877,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.64 ,1,158
5205,Safety Sweep,37,3,1,2,0,0,0,0,6,17, 4.62 ,0,159
3013,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.61 ,0,160
4196,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.60 ,0,161
5925,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.60 ,0,162
2839,Safety Sweep,37,3,0,2,1,0,0,0,6,17, 4.59 ,0,163
7251,Safety Sweep,37,3,1,2,0,0,0,0,6,17, 4.55 ,0,164
3127,Safety Sweep,37,3,0,2,1,0,0,0,6,17, 4.54 ,-1,165
3622,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.54 ,0,166
2858,Safety Sweep,37,3,1,2,1,7,0,0,14,17, 4.54 ,0,167
3479,Safety Sweep,37,3,1,2,1,7,0,0,14,16, 4.56 ,0,168
6207,Safety Sweep,37,3,1,0,0,0,0,0,4,15, 4.66 ,3,169
5098,Safety Sweep,37,3,1,2,1,7,0,0,14,15, 4.61 ,0,170
4473,Safety Sweep,37,3,1,2,1,7,0,0,14,15, 4.57 ,1,171
5790,Safety Sweep,37,0,1,2,1,0,0,0,4,15, 4.56 ,0,172
6531,Safety Sweep,37,3,1,2,1,7,0,0,14,15, 4.48 ,0,173
7347,Safety Sweep,37,3,1,2,1,7,0,0,14,14, 4.64 ,0,174
2976,Safety Sweep,37,3,1,2,0,0,0,0,6,6, 4.53 ,0,175
4233,PPE,37,3,1,2,1,7,0,0,14,28, 4.85 ,0,1
5224,PPE,37,3,1,2,1,7,0,0,14,28, 4.81 ,0,2
5490,PPE,37,3,1,2,1,7,0,0,14,28, 4.79 ,-1,3
5945,PPE,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,4
3104,PPE,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,5
5615,PPE,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,6
7311,PPE,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,7
7296,PPE,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,8
5960,PPE,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,9
5654,PPE,37,3,1,2,1,7,0,0,14,28, 4.78 ,1,10
4465,PPE,37,3,1,2,1,7,0,0,14,28, 4.77 ,0,11
5963,PPE,37,3,1,2,1,7,0,0,14,28, 4.77 ,0,12
3099,PPE,37,3,1,2,1,7,0,0,14,28, 4.77 ,0,13
3959,PPE,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,14
7361,PPE,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,15
5125,PPE,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,16
3736,PPE,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,17
4706,PPE,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,18
525,PPE,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,19
3179,PPE,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,20
5817,PPE,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,21
6849,PPE,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,22
5226,PPE,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,23
4586,PPE,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,24
3083,PPE,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,25
5661,PPE,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,26
3449,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,-1,27
3988,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,28
2406,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,29
2919,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,30
5634,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,31
3600,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,32
3745,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,33
5824,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,34
4128,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,35
4519,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,1,36
5188,PPE,37,3,1,2,1,7,0,0,14,28, 4.73 ,1,37
3354,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,38
5846,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,39
5332,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,40
2689,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,41
2984,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,42
5813,PPE,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,43
5876,PPE,37,3,1,2,1,7,0,0,14,28, 4.71 ,-1,44
5321,PPE,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,45
5323,PPE,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,46
5255,PPE,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,47
4053,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,48
4672,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,49
3287,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,50
5683,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,51
2414,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,52
5349,PPE,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,53
6966,PPE,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,54
7349,PPE,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,55
7220,PPE,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,56
4478,PPE,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,57
5758,PPE,37,3,1,2,1,7,0,0,14,28, 4.69 ,1,58
7320,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,59
3512,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,60
4654,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,61
4582,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,62
7317,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,63
5464,PPE,37,3,1,2,1,7,0,0,14,28, 4.68 ,1,64
3071,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,-1,65
4160,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,66
2880,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,67
7304,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,68
5367,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,69
5670,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,70
5726,PPE,37,3,1,2,1,7,0,0,14,28, 4.67 ,1,71
6577,PPE,37,3,1,2,1,7,0,0,14,28, 4.66 ,-1,72
5353,PPE,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,73
5773,PPE,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,74
6226,PPE,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,75
5722,PPE,37,3,1,2,1,7,0,0,14,28, 4.66 ,1,76
6851,PPE,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,77
3593,PPE,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,78
6459,PPE,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,79
3392,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,-1,80
4148,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,81
5013,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,82
5818,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,83
3615,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,84
6176,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,85
840,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,86
4528,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,87
4138,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,88
6975,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,89
7357,PPE,37,3,1,2,1,7,0,0,14,28, 4.64 ,1,90
6585,PPE,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,91
5767,PPE,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,92
3184,PPE,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,93
3050,PPE,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,94
7127,PPE,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,95
6583,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,96
3275,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,97
5132,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,98
2328,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,99
6078,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,100
2397,PPE,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,101
7315,PPE,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,102
3162,PPE,37,3,1,2,1,7,0,0,14,28, 4.61 ,1,103
3746,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,104
3338,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,105
3340,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,106
3654,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,107
4147,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,108
2744,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,109
3727,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,1,110
5863,PPE,37,3,1,2,1,7,0,0,14,28, 4.60 ,1,111
3019,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,112
3299,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,113
3198,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,114
2887,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,115
3070,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,116
2391,PPE,37,3,1,2,1,7,0,0,14,28, 4.59 ,1,117
6943,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,118
5675,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,119
2745,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,120
3377,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,121
3176,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,122
3713,PPE,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,123
3110,PPE,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,124
3185,PPE,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,125
5635,PPE,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,126
4504,PPE,37,3,1,2,1,7,0,0,14,28, 4.56 ,-1,127
5452,PPE,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,128
7235,PPE,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,129
4469,PPE,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,130
4293,PPE,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,131
6828,PPE,37,3,1,2,1,7,0,0,14,28, 4.55 ,-1,132
3049,PPE,37,3,1,2,1,7,0,0,14,28, 4.55 ,0,133
5179,PPE,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,134
5979,PPE,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,135
5207,PPE,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,136
3157,PPE,37,3,1,2,1,7,0,0,14,28, 4.52 ,0,137
5903,PPE,37,3,1,2,1,7,0,0,14,28, 4.50 ,0,138
5697,PPE,37,3,1,2,1,7,0,0,14,28, 4.49 ,0,139
3145,PPE,37,3,1,2,1,7,0,0,14,28, 4.48 ,0,140
5408,PPE,37,3,1,2,1,7,0,0,14,28, 4.47 ,0,141
5734,PPE,37,3,1,2,1,7,0,0,14,25, 4.66 ,0,142
6098,PPE,37,3,1,2,0,0,0,-3,6,17, 4.75 ,1,143
7162,PPE,37,3,1,2,0,0,0,-3,6,17, 4.74 ,0,144
4580,PPE,37,3,0,2,1,0,0,0,6,17, 4.70 ,-1,145
3414,PPE,37,3,1,2,1,7,0,0,14,17, 4.69 ,0,146
7221,PPE,37,3,1,2,0,0,0,0,6,17, 4.66 ,0,147
2393,PPE,37,3,1,2,1,7,0,0,14,17, 4.62 ,-1,148
2590,PPE,37,3,1,2,1,7,0,0,14,17, 4.60 ,0,149
4210,PPE,37,3,1,2,0,0,0,-3,6,17, 4.59 ,0,150
5693,PPE,37,3,0,2,1,0,0,0,6,17, 4.57 ,0,151
4198,PPE,37,3,1,2,1,7,0,0,14,17, 4.57 ,0,152
3161,PPE,37,3,1,2,1,7,0,0,14,17, 4.53 ,0,153
2940,PPE,37,3,1,0,1,0,0,0,5,16, 4.71 ,0,154
3183,PPE,37,3,1,2,1,7,0,0,14,16, 4.63 ,0,155
3173,PPE,37,3,1,0,1,0,0,0,5,16, 4.52 ,1,156
5603,PPE,37,0,1,2,1,0,0,0,4,15, 4.76 ,0,157
3646,PPE,37,0,1,2,1,0,0,0,4,15, 4.70 ,0,158
2226,PPE,37,3,1,2,1,7,0,0,14,15, 4.69 ,0,159
3617,PPE,37,0,1,2,1,0,0,0,4,15, 4.68 ,0,160
3411,PPE,37,3,1,2,1,7,0,0,14,15, 4.68 ,0,161
5008,PPE,37,0,1,2,1,0,0,0,4,15, 4.66 ,0,162
6166,PPE,37,3,1,2,1,7,0,0,14,15, 4.65 ,0,163
5265,PPE,37,3,1,2,1,7,0,0,14,15, 4.59 ,1,164
5994,PPE,37,0,1,2,1,0,0,-3,4,15, 4.57 ,0,165
3315,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.85 ,0,1
4762,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.80 ,0,2
3844,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,3
