Store,GV Tomato Soup,GV Broth ,GV Trail Mix,GV Apple Juice,Clear American APPLE 1L,Clear American BLACK CHERRY 1L,Clear American GOLDEN PEACH 1L,GV PINTO BEANS,GV BLACK BEANS,GV KIDNEY BEAN,GV WHOLE KERNEL CORN,GV GREEN BEANS 14.5,GV CHUNK CHKN 2PK,GV SALTINES
2730,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2732,Arrived,29,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W31
2733,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2734,30,31,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2735,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2739,Arrived,29,Arrived,Arrived,Arrived,8/22,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2740,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2748,Arrived,29,44793,Arrived,Arrived,8/26,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2749,Arrived,30,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2751,30,31,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2752,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2753,Arrived,30,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2755,Arrived,29,44793,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2756,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2757,Arrived,Arrived,Arrived,Arrived,8/22,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2758,30,Arrived,Arrived,Arrived,9/3,Arrived,9/3,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2761,Arrived,30,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2762,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2763,30,31,44793,8/23,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2764,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2765,30,31,44793,8/23,Arrived,8/22,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2766,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2767,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2768,30,30,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
2769,30,31,44793,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2771,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2772,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2774,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2777,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2778,30,30,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
2780,Arrived,Arrived,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2781,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2782,Arrived,Arrived,Arrived,Arrived,8/22,#N/A,8/22,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2783,30,29,44794,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
2784,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2785,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2786,30,29,44794,W30 ,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2787,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2788,30,29,44794,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2789,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2790,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2791,31,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2792,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2793,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2794,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2795,Arrived,Arrived,44795,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2796,Arrived,Arrived,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2803,31,Arrived,Arrived,Arrived,8/22,Arrived,8/22,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2804,30,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2805,30,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2806,Arrived,Arrived,08/17-8/29,Arrived,8/22,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2807,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2808,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2809,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2810,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2811,Arrived,29,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2812,30,30,44802,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2813,30,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2814,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2817,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2818,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2819,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2820,31,30,44802,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2821,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2822,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2823,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2827,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2828,30,Arrived,08/17-8/29,Arrived,Arrived,8/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2831,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2832,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2834,30,30,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2836,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2838,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2842,30,30,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2843,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2844,Arrived,Arrived,08/17-8/29,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2845,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2846,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2847,30,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2850,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2852,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2854,30,Arrived,Arrived,Arrived,9/3,Arrived,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2855,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2856,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2857,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2859,Arrived,Arrived,08/17-8/29,Arrived,Arrived,8/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2860,30,Arrived,8/18,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2861,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2862,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2864,30,31,8/20,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2869,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2871,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2874,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2881,30,Arrived,8/18,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2882,31,30,8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2883,30,31,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2884,Arrived,Arrived,8/19,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2886,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2888,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
2889,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2890,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2891,30,Arrived,Arrived,8/23,Arrived,8/22,8/22,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
2892,Arrived,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2893,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
2894,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,Arrived,N/A
2908,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2909,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2910,30,30,Arrived,Arrived,Arrived,8/22,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
2911,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W29
2912,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2913,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2914,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2918,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2920,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2921,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2922,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2923,Arrived,31,Arrived,Arrived,8/22,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2924,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
2925,30,Arrived,8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2926,30,30,08/17-8/21,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2927,Arrived,Arrived,08/17-8/21,Arrived,Arrived,#N/A,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2928,30,30,08/17-8/29,Arrived,9/3,#N/A,9/3,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2929,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2931,30,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
2932,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2933,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2934,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2936,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2937,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
2938,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2939,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2941,30,29,8/19,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2945,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2946,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2948,30,Arrived,8/18,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2950,30,Arrived,8/18,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2951,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2953,30,Arrived,08/17-8/21,Arrived,9/3,8/22,9/3,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2955,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2956,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2957,30,30,08/17-8/21,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2958,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2959,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2962,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2963,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2964,30,Arrived,Arrived,Arrived,9/3,Arrived,8/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2966,30,30,8/28,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
2967,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2973,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
2978,30,30,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
2980,30,30,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
2985,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2986,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
2987,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
2988,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
2990,30,30,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2991,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2992,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
2993,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
2994,30,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
2996,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,N/A,W30
3004,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
3008,30,29,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
3014,30,31,08/17-8/21,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
3017,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
3018,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
3044,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
3055,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
3056,30,31,8/20,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
3057,31,31,8/20,Arrived,Arrived,8/22,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
