Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
5239,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
2145,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
2252,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
2641,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
3563,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
4612,4.32,,2.3,,3.98,,2.13,,3.72,,2,,3.51,,1.89,,4,,2.14,
2169,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2368,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1623,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1884,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2024,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2064,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2255,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2365,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2480,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2543,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
4276,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1644,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1794,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1887,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1945,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2185,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2208,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2528,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2481,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
2535,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
3634,4.11,,2.19,,3.78,,2.03,,3.53,,1.9,,3.32,,1.8,,3.83,,2.05,
1591,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1886,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2574,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
3412,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1529,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2023,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2205,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2334,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2340,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2519,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
2888,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
4404,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
5200,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1537,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1823,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1850,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
3633,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
5358,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
5469,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
5888,4.28,,2.3,,3.88,,2.1,,3.6,,1.96,,3.37,,1.84,,4,,2.16,
1770,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
4644,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
4643,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1820,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1883,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1885,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2603,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3223,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3738,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3838,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2008,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2597,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2909,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5360,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1568,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1656,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2278,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2287,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2561,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2674,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3253,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3281,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5445,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1739,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2281,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2300,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2420,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5040,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5446,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2019,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2588,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2611,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
4501,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5241,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5339,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
5379,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2059,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
2502,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
3228,4.55,,2.42,,4.2,,2.25,,3.94,,2.12,,3.75,,2.02,,4.25,,2.27,
1769,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1792,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2540,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
3429,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
3514,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1607,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1640,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2049,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2129,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2230,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
4348,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
5470,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1684,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1765,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
1935,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2318,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2663,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
2664,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
5356,4.8,,2.54,,4.44,,2.36,,4.19,,2.23,,4.03,,2.15,,4.55,,2.41,
