Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
94,Same Day,18:00-04:00,Same Day,16:00-04:00,
95,Same Day,18:00-06:00,Same Day,16:00-04:00,
97,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
99,Same Day,18:00-07:00,Same Day,16:00-04:00,
101,Same Day,18:00-06:00,Same Day,16:00-04:00,
102,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
104,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
105,Same Day,18:00-06:00,Same Day,18:00-04:00,
106,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
107,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
109,Same Day,18:00-06:00,Same Day,18:00-04:00,
112,Same Day,18:00-06:00,Same Day,16:00-04:00,
114,Same Day,18:00-07:00,Same Day,16:00-04:00,
115,Same Day,18:00-07:00,Same Day,16:00-04:00,
118,Same Day,18:00-07:00,Same Day,16:00-04:00,
120,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
127,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
135,Same Day,18:00-06:00,Same Day,16:00-04:00,
143,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
145,Same Day,18:00-07:00,Same Day,16:00-04:00,
152,Same Day,18:00-06:00,Same Day,16:00-04:00,
153,Same Day,18:00-06:00,Same Day,16:00-04:00,
155,Same Day,18:00-06:00,Same Day,16:00-04:00,
159,Same Day,18:00-06:00,Same Day,16:00-04:00,
161,Same Day,18:00-07:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
164,Same Day,18:00-06:00,Same Day,16:00-04:00,
166,Same Day,18:00-07:00,Same Day,16:00-04:00,
172,Same Day,18:00-04:00,Same Day,16:00-04:00,
173,Same Day,18:00-07:00,Same Day,16:00-04:00,
175,Same Day,18:00-06:00,Same Day,16:00-04:00,
177,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
182,Same Day,18:00-06:00,Same Day,18:00-04:00,
183,Same Day,18:00-07:00,Same Day,16:00-04:00,
184,Same Day,18:00-06:00,Same Day,16:00-04:00,
189,Same Day,18:00-06:00,Same Day,16:00-04:00,
190,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
192,Same Day,18:00-06:00,Same Day,16:00-04:00,
195,Same Day,18:00-06:00,Same Day,16:00-04:00,
197,Same Day,18:00-06:00,Same Day,16:00-04:00,
199,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
200,Same Day,18:00-06:00,Same Day,18:00-04:00,
201,Same Day,18:00-04:00,Same Day,16:00-04:00,
203,Same Day,18:00-07:00,Same Day,16:00-04:00,
204,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
205,Same Day,18:00-06:00,Same Day,16:00-04:00,
218,Same Day,18:00-07:00,Same Day,16:00-04:00,
219,Same Day,18:00-06:00,Same Day,16:00-04:00,
229,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
238,Same Day,18:00-06:00,Same Day,16:00-04:00,
239,Same Day,18:00-07:00,Same Day,16:00-04:00,
243,Same Day,18:00-06:00,Same Day,16:00-04:00,
250,Same Day,18:00-07:00,Same Day,18:00-04:00,
253,Same Day,18:00-06:00,Same Day,16:00-04:00,
256,Same Day,18:00-06:00,Same Day,16:00-04:00,
258,Same Day,18:00-06:00,Same Day,16:00-04:00,
264,Same Day,18:00-06:00,Same Day,16:00-04:00,
268,Same Day,18:00-06:00,Same Day,16:00-04:00,
272,Same Day,18:00-06:00,Same Day,16:00-04:00,
273,Same Day,18:00-07:00,Same Day,16:00-04:00,
279,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
282,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
287,Same Day,18:00-06:00,Same Day,16:00-04:00,
294,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
295,Same Day,18:00-06:00,Same Day,16:00-04:00,
298,Same Day,18:00-06:00,Same Day,18:00-04:00,
303,Same Day,18:00-07:00,Same Day,16:00-04:00,
304,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
305,Same Day,18:00-07:00,Same Day,16:00-04:00,
306,Same Day,18:00-06:00,Same Day,16:00-04:00,
308,Same Day,18:00-06:00,Same Day,16:00-04:00,
313,Same Day,18:00-06:00,Same Day,16:00-04:00,
314,Same Day,18:00-06:00,Same Day,16:00-04:00,
315,Same Day,18:00-06:00,Same Day,16:00-04:00,
318,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
325,Same Day,18:00-07:00,Same Day,16:00-04:00,
328,Same Day,18:00-06:00,Same Day,16:00-04:00,
332,Same Day,18:00-06:00,Same Day,16:00-04:00,
333,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
335,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
336,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
337,Same Day,18:00-07:00,Same Day,16:00-04:00,
347,Same Day,18:00-07:00,Same Day,16:00-04:00,
354,Same Day,18:00-07:00,Same Day,16:00-04:00,
357,Same Day,18:00-07:00,Same Day,18:00-04:00,
361,Same Day,18:00-04:00,Same Day,16:00-04:00,
362,Same Day,18:00-07:00,Same Day,16:00-04:00,
363,Same Day,18:00-06:00,Same Day,16:00-04:00,
365,Same Day,18:00-04:00,Same Day,16:00-04:00,
375,Same Day,18:00-06:00,Same Day,16:00-04:00,
378,Same Day,18:00-07:00,Same Day,16:00-04:00,
390,Same Day,18:00-06:00,Same Day,16:00-04:00,
391,Same Day,18:00-06:00,Same Day,16:00-04:00,
393,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
394,Same Day,18:00-06:00,Same Day,16:00-04:00,
403,Same Day,18:00-06:00,Same Day,16:00-04:00,
406,Same Day,18:00-06:00,Same Day,18:00-04:00,
409,Same Day,18:00-07:00,Same Day,16:00-04:00,
410,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
416,Same Day,18:00-06:00,Same Day,16:00-04:00,
424,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
425,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
430,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
433,Same Day,18:00-06:00,Same Day,16:00-04:00,
434,Same Day,18:00-06:00,Same Day,16:00-04:00,
451,Same Day,18:00-21:00,Same Day,16:00-20:00,
466,Same Day,18:00-07:00,Same Day,16:00-04:00,
477,Same Day,18:00-06:00,Same Day,16:00-04:00,
483,Same Day,18:00-06:00,Same Day,16:00-04:00,
495,Same Day,18:00-06:00,Same Day,16:00-04:00,
559,Same Day,18:00-06:00,Same Day,16:00-04:00,
560,Same Day,18:00-06:00,Same Day,16:00-04:00,
568,Same Day,18:00-06:00,Same Day,16:00-04:00,
581,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
587,Same Day,18:00-06:00,Same Day,16:00-04:00,
603,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
604,Same Day,18:00-06:00,Same Day,18:00-04:00,
609,Same Day,18:00-06:00,Same Day,16:00-04:00,
619,Same Day,18:00-06:00,Same Day,16:00-04:00,
633,Same Day,18:00-06:00,Same Day,16:00-04:00,
636,Same Day,18:00-07:00,Same Day,16:00-04:00,
646,Same Day,18:00-07:00,Same Day,16:00-04:00,
647,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
648,Same Day,18:00-06:00,Same Day,16:00-04:00,
653,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
655,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
656,Same Day,18:00-06:00,Same Day,16:00-04:00,
657,Same Day,18:00-06:00,Same Day,16:00-04:00,
659,Same Day,18:00-06:00,Same Day,16:00-04:00,
660,Same Day,18:00-06:00,Same Day,16:00-04:00,
661,Same Day,18:00-06:00,Same Day,18:00-04:00,
662,Same Day,18:00-06:00,Same Day,16:00-04:00,
667,Same Day,18:00-06:00,Same Day,16:00-04:00,
668,Same Day,18:00-06:00,Same Day,18:00-04:00,
670,Same Day,18:00-06:00,Same Day,16:00-04:00,
671,Same Day,18:00-06:00,Same Day,16:00-04:00,
673,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
674,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
675,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
677,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
681,Same Day,18:00-06:00,Same Day,16:00-04:00,
682,Same Day,18:00-06:00,Same Day,16:00-04:00,
683,Same Day,18:00-06:00,Same Day,16:00-04:00,
684,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
687,Same Day,18:00-06:00,Same Day,18:00-04:00,
688,Same Day,18:00-06:00,Same Day,18:00-04:00,
691,Same Day,18:00-06:00,Same Day,16:00-04:00,
695,Same Day,18:00-06:00,Same Day,16:00-04:00,
698,Same Day,18:00-06:00,Same Day,18:00-04:00,
699,Same Day,18:00-06:00,Same Day,16:00-04:00,
700,Same Day,18:00-06:00,Same Day,16:00-04:00,
707,Same Day,18:00-07:00,Same Day,16:00-04:00,
708,Same Day,18:00-06:00,Same Day,16:00-04:00,
710,Same Day,18:00-06:00,Same Day,16:00-04:00,
712,Same Day,18:00-06:00,Same Day,16:00-04:00,
714,Same Day,18:00-07:00,Same Day,16:00-04:00,
715,Same Day,18:00-06:00,Same Day,16:00-04:00,
716,Same Day,18:00-06:00,Same Day,16:00-04:00,
723,Same Day,18:00-06:00,Same Day,16:00-04:00,
731,Same Day,18:00-07:00,Same Day,16:00-04:00,
734,Same Day,18:00-06:00,Same Day,16:00-04:00,
735,Same Day,18:00-06:00,Same Day,16:00-04:00,
736,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
737,Same Day,18:00-06:00,Same Day,16:00-04:00,
738,Same Day,18:00-07:00,Same Day,16:00-04:00,
740,Same Day,18:00-06:00,Same Day,16:00-04:00,
748,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
749,Same Day,18:00-07:00,Same Day,16:00-04:00,
750,Same Day,18:00-07:00,Same Day,16:00-04:00,
751,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
753,Same Day,18:00-04:00,Same Day,16:00-04:00,
766,Same Day,18:00-06:00,Same Day,16:00-04:00,
775,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
784,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
785,Same Day,18:00-07:00,Same Day,16:00-04:00,
786,Same Day,18:00-06:00,Same Day,16:00-04:00,
796,Same Day,18:00-06:00,Same Day,16:00-04:00,
797,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
801,Same Day,18:00-06:00,Same Day,16:00-04:00,
802,Same Day,18:00-06:00,Same Day,16:00-04:00,
805,Same Day,18:00-06:00,Same Day,18:00-04:00,
810,Same Day,18:00-06:00,Same Day,16:00-04:00,
815,Same Day,18:00-06:00,Same Day,16:00-04:00,
818,Same Day,18:00-06:00,Same Day,16:00-04:00,
820,Same Day,18:00-07:00,Same Day,16:00-04:00,
834,Same Day,18:00-07:00,Same Day,16:00-04:00,
843,Same Day,18:00-06:00,Same Day,16:00-04:00,
844,Same Day,18:00-04:00,Same Day,16:00-04:00,
848,Same Day,18:00-06:00,Same Day,16:00-04:00,
852,Same Day,18:00-06:00,Same Day,16:00-04:00,
853,Same Day,18:00-06:00,Same Day,16:00-04:00,
866,Same Day,18:00-06:00,Same Day,16:00-04:00,
875,Same Day,18:00-06:00,Same Day,16:00-04:00,
879,Same Day,18:00-06:00,Same Day,16:00-04:00,
886,Same Day,18:00-06:00,Same Day,16:00-04:00,
887,Same Day,18:00-23:59,Same Day,16:00-04:00,
891,Same Day,18:00-06:00,Same Day,16:00-04:00,
892,Same Day,18:00-04:00,Same Day,16:00-04:00,
903,Same Day,18:00-06:00,Same Day,16:00-04:00,
904,Same Day,18:00-06:00,Same Day,16:00-04:00,
910,Same Day,18:00-06:00,Same Day,18:00-04:00,
916,Same Day,18:00-23:59,Same Day,16:00-04:00,
919,Same Day,18:00-06:00,Same Day,16:00-04:00,
930,Same Day,18:00-07:00,Same Day,16:00-04:00,
933,Same Day,18:00-07:00,Same Day,16:00-04:00,
934,Same Day,18:00-06:00,Same Day,16:00-04:00,
938,Same Day,18:00-06:00,Same Day,16:00-04:00,
944,Same Day,18:00-06:00,Same Day,18:00-04:00,
950,Same Day,18:00-04:00,Same Day,16:00-04:00,
981,Same Day,18:00-06:00,Same Day,18:00-04:00,
982,Same Day,18:00-07:00,Same Day,16:00-04:00,
985,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
990,Same Day,18:00-06:00,Same Day,18:00-04:00,
991,Same Day,18:00-06:00,Same Day,16:00-04:00,
1003,Same Day,18:00-06:00,Same Day,16:00-04:00,
1005,Same Day,18:00-07:00,Same Day,16:00-04:00,
1020,Same Day,18:00-06:00,Same Day,16:00-04:00,
1021,Same Day,18:00-06:00,Same Day,16:00-04:00,
1028,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1032,Same Day,18:00-06:00,Same Day,16:00-04:00,
1038,Same Day,18:00-07:00,Same Day,16:00-04:00,
1052,Same Day,18:00-07:00,Same Day,16:00-04:00,
1054,Same Day,18:00-07:00,Same Day,16:00-04:00,
1057,Same Day,18:00-07:00,Same Day,16:00-04:00,
1059,Same Day,18:00-06:00,Same Day,16:00-04:00,
1065,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1066,Same Day,18:00-06:00,Same Day,18:00-04:00,
1069,Same Day,18:00-07:00,Same Day,16:00-04:00,
1071,Same Day,18:00-06:00,Same Day,16:00-04:00,
1074,Same Day,18:00-06:00,Same Day,16:00-04:00,
1075,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1089,Same Day,18:00-06:00,Same Day,16:00-04:00,
1091,Same Day,18:00-06:00,Same Day,16:00-04:00,
1100,Same Day,18:00-07:00,Same Day,16:00-04:00,
1101,Same Day,18:00-06:00,Same Day,16:00-04:00,
1108,Same Day,18:00-07:00,Same Day,16:00-04:00,
1115,Same Day,18:00-06:00,Same Day,16:00-04:00,
1124,Same Day,18:00-06:00,Same Day,16:00-04:00,
1125,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1134,Same Day,18:00-06:00,Same Day,16:00-04:00,
1152,Next Day,18:00-07:00,Next Day,16:00-04:00,
1161,Same Day,18:00-22:00,Same Day,16:00-22:00,
1167,Same Day,18:00-04:00,Same Day,18:00-04:00,
1174,Same Day,18:00-07:00,Same Day,16:00-04:00,
1177,Same Day,18:00-21:00,Same Day,16:00-21:00,
1188,Same Day,18:00-06:00,Same Day,16:00-04:00,
1207,Same Day,18:00-06:00,Same Day,16:00-04:00,
1211,Same Day,18:00-07:00,Same Day,18:00-04:00,
1212,Same Day,18:00-06:00,Same Day,16:00-04:00,
1222,Same Day,18:00-06:00,Same Day,18:00-04:00,
1224,Same Day,18:00-06:00,Same Day,16:00-04:00,
1226,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1228,Same Day,18:00-06:00,Same Day,16:00-04:00,
1241,Same Day,18:00-04:00,Same Day,16:00-04:00,
1248,Same Day,18:00-06:00,Same Day,16:00-04:00,
1256,Same Day,18:00-06:00,Same Day,16:00-04:00,
1260,Same Day,18:00-06:00,Same Day,16:00-04:00,
1265,Same Day,18:00-07:00,Same Day,18:00-04:00,
1271,Same Day,18:00-06:00,Same Day,16:00-04:00,
1285,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1332,Next Day,18:00-06:00,Next Day,16:00-04:00,
1344,Same Day,18:00-06:00,Same Day,16:00-04:00,
1346,Same Day,18:00-06:00,Same Day,16:00-04:00,
1361,Next Day,18:00-04:00,Next Day,16:00-04:00,
1362,Same Day,18:00-06:00,Same Day,16:00-04:00,
1375,Same Day,18:00-06:00,Same Day,16:00-04:00,
1376,Same Day,18:00-06:00,Same Day,16:00-04:00,
1377,Same Day,18:00-04:00,Same Day,16:00-04:00,
1386,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1389,Same Day,18:00-07:00,Same Day,16:00-04:00,
1393,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1401,Same Day,18:00-06:00,Same Day,16:00-04:00,
1404,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1406,Same Day,18:00-04:00,Same Day,16:00-04:00,
1413,Same Day,18:00-04:00,Same Day,18:00-04:00,
1415,Same Day,18:00-07:00,Same Day,16:00-04:00,
1418,Same Day,18:00-06:00,Same Day,16:00-04:00,
1420,Same Day,18:00-06:00,Same Day,16:00-04:00,
1421,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1431,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1435,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1451,Same Day,18:00-07:00,Same Day,16:00-04:00,
1454,Same Day,18:00-06:00,Same Day,16:00-04:00,
1458,Same Day,18:00-06:00,Same Day,16:00-04:00,
1462,Same Day,18:00-07:00,Same Day,16:00-04:00,
1468,Same Day,18:00-06:00,Same Day,16:00-04:00,
1469,Same Day,18:00-06:00,Same Day,16:00-04:00,
1470,Same Day,18:00-06:00,Same Day,16:00-04:00,
1473,Same Day,18:00-06:00,Same Day,16:00-04:00,
1475,Same Day,18:00-07:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1490,Same Day,18:00-04:00,Same Day,16:00-04:00,
1491,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1493,Same Day,18:00-07:00,Same Day,16:00-04:00,
1496,Same Day,18:00-04:00,Same Day,16:00-04:00,
1500,Next Day,18:00-23:59,Next Day,16:00-04:00,
1506,Same Day,18:00-07:00,Same Day,16:00-04:00,
1509,Same Day,18:00-07:00,Same Day,18:00-04:00,
1514,Same Day,18:00-04:00,Same Day,16:00-04:00,
1520,Next Day,18:00-23:59,Next Day,16:00-04:00,
1523,Same Day,18:00-06:00,Same Day,16:00-04:00,
1525,Same Day,18:00-06:00,Same Day,16:00-04:00,
1526,Same Day,18:00-06:00,Same Day,16:00-04:00,
1528,Same Day,18:00-04:00,Same Day,16:00-04:00,
1530,Same Day,18:00-06:00,Same Day,16:00-04:00,
1531,Same Day,18:00-06:00,Same Day,16:00-04:00,
1535,Next Day,18:00-23:59,Next Day,16:00-04:00,
1538,Next Day,18:00-23:59,Next Day,16:00-04:00,
1545,Next Day,18:00-23:59,Next Day,16:00-04:00,
1546,Same Day,18:00-07:00,Same Day,16:00-04:00,
1553,Same Day,18:00-06:00,Same Day,16:00-04:00,
1556,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1561,Same Day,18:00-06:00,Same Day,16:00-04:00,
1577,Same Day,18:00-06:00,Same Day,16:00-04:00,
1581,Next Day,18:00-23:59,Next Day,16:00-04:00,
1596,Same Day,18:00-06:00,Same Day,16:00-04:00,
1605,Same Day,18:00-06:00,Same Day,18:00-04:00,
1606,Same Day,18:00-06:00,Same Day,16:00-04:00,
1620,Same Day,18:00-07:00,Same Day,16:00-04:00,
1621,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1625,Next Day,18:00-07:00,Next Day,16:00-04:00,
1627,Next Day,18:00-23:59,Next Day,16:00-04:00,
1632,Same Day,18:00-06:00,Same Day,16:00-04:00,
1633,Same Day,18:00-06:00,Same Day,16:00-04:00,
1634,Same Day,18:00-06:00,Same Day,16:00-04:00,
1638,Same Day,18:00-07:00,Same Day,16:00-04:00,
1649,Next Day,18:00-06:00,Next Day,16:00-04:00,
1654,Same Day,18:00-06:00,Same Day,16:00-04:00,
1657,Same Day,18:00-06:00,Same Day,16:00-04:00,
1668,Same Day,18:00-04:00,Same Day,18:00-04:00,
1681,Same Day,18:00-06:00,Same Day,16:00-04:00,
1695,Next Day,18:00-06:00,Next Day,16:00-04:00,
