Store Number,Patio Set Week,Parking Lot Set
4560,49,No Set
4561,No Set,No Set
4563,49,No Set
4564,4,4
4565,49,No Set
4567,11,11
4568,11,11
4569,13,13
4570,9,9
4574,6,6
4577,No Set,No Set
4579,2,No Set
4580,No Set,No Set
4581,5,No Set
4582,No Set,No Set
4583,6,6
4585,2,No Set
4586,5,No Set
4588,49,No Set
4589,No Set,No Set
4590,5,5
4591,No Set,No Set
4593,6,6
4594,6,6
4595,49,No Set
4597,10,10
4599,11,11
4600,11,11
4601,6,6
4603,No Set,No Set
4605,No Set,No Set
4606,7,7
4607,4,No Set
4609,4,No Set
4611,5,5
4612,6,6
4615,4,No Set
4616,6,6
4617,49,No Set
4618,No Set,No Set
4619,No Set,No Set
4623,3,3
4625,3,No Set
4626,3,No Set
4627,52,52
4631,7,7
4635,2,2
4636,6,6
4637,4,4
4638,8,8
4639,11,11
4641,7,7
4643,7,7
4644,7,7
4648,5,No Set
4653,13,13
4654,52,No Set
4655,2,No Set
4657,5,No Set
4659,No Set,No Set
4660,5,No Set
4664,51,51
4667,49,No Set
4669,49,No Set
4672,No Set,No Set
4673,No Set,No Set
4674,No Set,No Set
4676,No Set,No Set
4677,8,8
4678,1,No Set
4679,51,No Set
4681,49,No Set
4682,8,8
4683,51,No Set
4686,2,No Set
4687,6,No Set
4689,11,11
4690,49,No Set
4691,No Set,No Set
4692,5,No Set
4695,7,7
4696,11,11
4697,8,8
4699,7,7
4700,No Set,No Set
4706,No Set,No Set
4734,11,11
4747,No Set,No Set
4756,No Set,No Set
4757,2,No Set
4759,No Set,No Set
4762,No Set,No Set
4826,49,No Set
4848,4,No Set
4849,9,No Set
4865,12,12
5003,13,13
5005,No Set,No Set
5007,No Set,No Set
5008,No Set,No Set
5012,6,6
5013,4,No Set
5014,4,No Set
5021,No Set,No Set
5022,50,No Set
5023,52,No Set
5025,7,7
5027,10,10
5028,7,No Set
5029,7,7
5030,7,7
5031,1,1
5032,52,No Set
5033,11,11
5034,52,No Set
5035,52,No Set
5036,52,No Set
5037,51,51
5038,5,No Set
5039,6,6
5040,7,7
5041,3,3
5043,No Set,No Set
5044,8,8
5045,2,2
5046,6,6
5047,8,8
5048,7,7
5049,11,11
5051,11,11
5054,51,No Set
5055,52,No Set
5056,50,No Set
5057,2,2
5058,2,No Set
5059,No Set,No Set
5060,7,7
5062,No Set,No Set
5063,6,6
5064,5,No Set
5065,5,No Set
5066,9,9
5070,52,No Set
5071,3,3
5072,52,No Set
5073,3,3
5075,52,No Set
5076,8,8
5077,9,9
5078,4,4
5079,52,52
5080,2,No Set
5081,No Set,No Set
5082,9,9
5083,7,No Set
5085,6,6
5087,52,No Set
5088,8,8
5089,9,No Set
5090,8,8
5091,1,1
5092,1,1
5093,2,No Set
5094,No Set,No Set
5095,7,No Set
5096,52,No Set
5097,7,7
5098,5,No Set
5099,10,10
5100,No Set,No Set
5101,4,No Set
5102,No Set,No Set
5103,4,No Set
5104,6,6
5105,8,8
5106,49,No Set
5107,No Set,No Set
5108,No Set,No Set
5109,No Set,No Set
5110,No Set,No Set
5111,9,No Set
5113,1,No Set
5115,7,7
5116,52,52
5117,8,8
5118,6,6
5119,No Set,No Set
5122,No Set,No Set
5123,13,13
5124,52,No Set
5125,No Set,No Set
5126,1,No Set
5127,9,9
5129,7,No Set
5130,6,6
5131,6,6
5132,49,No Set
5133,2,2
5134,1,1
5135,4,No Set
5136,1,1
5137,11,11
5139,52,52
5140,52,No Set
5141,11,11
5142,8,8
5143,4,No Set
5144,52,52
5145,52,52
5146,1,1
5147,1,No Set
5148,No Set,No Set
5149,3,No Set
5150,4,4
5151,6,6
5152,52,No Set
5154,52,No Set
5155,6,6
5156,52,52
5157,7,7
5159,7,7
5160,7,7
5162,52,No Set
5165,52,No Set
5166,6,6
5167,11,11
5168,13,13
5170,13,13
5172,52,No Set
5173,6,6
5174,52,52
5175,2,2
5178,9,9
5179,49,No Set
5180,3,No Set
5182,No Set,No Set
5183,4,No Set
5184,6,6
5185,6,6
5186,52,No Set
5188,4,No Set
5189,52,No Set
5190,1,1
5191,52,52
5192,2,2
5193,52,No Set
5195,3,3
5196,2,No Set
5197,52,52
5198,4,No Set
5199,7,7
5200,6,No Set
5201,9,No Set
5202,9,9
5203,6,6
5204,No Set,No Set
5205,No Set,No Set
5206,No Set,No Set
5207,3,No Set
5210,6,6
5211,2,2
5214,49,No Set
5215,1,No Set
5216,2,2
5218,52,No Set
5219,3,3
5220,49,No Set
5221,49,No Set
5224,No Set,No Set
5226,No Set,No Set
5227,6,6
5228,7,No Set
5229,4,No Set
5231,1,1
5232,13,13
5233,11,11
5234,11,11
5235,11,11
5236,2,No Set
5239,6,6
5240,10,10
5241,7,7
5242,10,10
5244,52,52
5245,52,No Set
5246,5,5
5247,1,1
5248,No Set,No Set
5250,52,No Set
5251,4,No Set
5252,4,No Set
5253,5,5
5254,6,6
5255,49,No Set
5256,No Set,No Set
5257,No Set,No Set
5258,No Set,No Set
5259,No Set,No Set
5260,4,4
5261,5,5
5262,52,52
5263,4,No Set
5264,52,No Set
5265,49,No Set
5266,52,No Set
5267,4,No Set
5269,No Set,No Set
5270,11,11
5272,3,3
5273,3,3
5275,4,No Set
5276,5,5
5278,8,No Set
5279,3,No Set
5280,5,5
5281,9,No Set
5282,10,10
5285,8,8
5286,1,No Set
5287,1,1
5288,4,4
5290,No Set,No Set
5291,4,No Set
5292,4,No Set
5293,9,No Set
5294,7,No Set
5295,6,6
5296,8,8
5297,4,No Set
5298,4,No Set
5299,49,No Set
5300,52,52
5301,49,No Set
5303,2,2
5304,No Set,No Set
5305,52,No Set
5306,No Set,No Set
5307,5,5
5308,3,No Set
5309,6,6
5310,No Set,No Set
5311,52,52
5312,2,2
5313,4,4
5314,1,No Set
5316,52,52
5317,52,No Set
5319,8,8
5320,6,No Set
5321,49,No Set
5323,1,No Set
5325,49,No Set
5326,52,No Set
5327,No Set,No Set
5328,No Set,No Set
5329,52,No Set
5330,52,No Set
5331,52,No Set
5332,No Set,No Set
5334,No Set,No Set
5335,52,No Set
5336,2,No Set
5337,52,52
5338,4,No Set
5340,6,6
5341,11,11
5342,6,No Set
5343,6,6
5344,7,7
5345,7,No Set
5346,6,No Set
5347,52,No Set
5348,52,No Set
5349,No Set,No Set
5350,11,11
5352,7,7
5353,No Set,No Set
5355,5,5
5356,7,7
5358,6,6
5359,52,52
5360,7,7
5361,11,11
5363,4,No Set
5364,2,No Set
5365,49,No Set
5366,49,No Set
5367,3,No Set
5368,3,3
5369,52,No Set
5370,11,11
5371,4,No Set
5372,3,No Set
5373,9,9
5374,6,6
5376,7,7
5378,4,No Set
5379,7,7
5381,7,No Set
5382,7,7
5383,4,No Set
5384,8,8
5385,7,7
5386,5,No Set
5387,9,9
5388,52,No Set
5389,4,4
5390,6,No Set
5391,52,No Set
5392,2,2
5393,4,No Set
5394,1,1
5396,3,3
5397,12,12
5398,7,7
5399,7,7
5402,5,No Set
5403,7,No Set
5404,5,No Set
5408,3,No Set
5409,6,6
5410,8,8
5411,5,5
5414,8,8
5416,No Set,No Set
5417,7,7
5418,5,5
5419,1,No Set
5420,49,No Set
5421,5,No Set
5422,2,2
5423,No Set,No Set
5424,2,2
5425,4,4
5426,1,No Set
5427,5,No Set
5428,52,No Set
5429,1,No Set
5430,No Set,No Set
5432,9,9
5433,4,4
5434,4,4
5435,2,No Set
5436,6,No Set
5438,8,8
5439,7,No Set
5440,2,2
5441,5,5
5442,7,7
5443,6,No Set
5444,10,10
5445,7,No Set
5446,7,7
5447,9,No Set
5448,8,8
5449,52,52
5450,7,7
5451,49,No Set
5452,3,No Set
5453,49,No Set
5455,52,52
5458,13,13
5459,No Set,No Set
5460,52,No Set
5461,3,3
5462,3,3
5463,8,No Set
5464,No Set,No Set
5466,4,No Set
5467,5,No Set
5469,6,6
5470,7,7
5471,6,6
5472,5,No Set
5476,6,6
5477,4,4
5479,52,No Set
5480,52,52
5481,6,6
5482,4,4
5483,6,6
5485,6,No Set
5486,6,No Set
5487,6,6
5488,3,No Set
5489,2,No Set
5490,No Set,No Set
5491,8,8
5492,6,6
5494,13,13
5495,4,No Set
5497,10,10
5498,10,10
5499,6,No Set
5600,No Set,No Set
5601,No Set,No Set
5602,No Set,No Set
5603,No Set,No Set
5604,No Set,No Set
5605,No Set,No Set
5606,No Set,No Set
5608,No Set,No Set
5609,No Set,No Set
5610,No Set,No Set
5611,No Set,No Set
5612,52,52
5613,No Set,No Set
5614,No Set,No Set
5615,49,No Set
5616,2,No Set
5617,8,8
5622,49,No Set
5623,No Set,No Set
5624,No Set,No Set
5625,9,No Set
5626,52,No Set
5627,2,No Set
5628,3,3
5629,52,52
5632,1,No Set
5633,No Set,No Set
5634,No Set,No Set
5635,No Set,No Set
5637,No Set,No Set
5638,No Set,No Set
5639,No Set,No Set
5640,No Set,No Set
5641,52,No Set
5643,No Set,No Set
5644,52,No Set
5645,6,No Set
5646,6,No Set
5649,6,6
5653,5,No Set
5654,49,No Set
5657,No Set,No Set
5658,No Set,No Set
5659,No Set,No Set
5661,No Set,No Set
5663,No Set,No Set
5664,No Set,No Set
5667,6,No Set
5668,6,No Set
5669,6,No Set
5670,49,No Set
5671,49,No Set
5672,1,1
5673,1,1
5675,No Set,No Set
5676,No Set,No Set
5678,2,No Set
5683,No Set,No Set
5684,No Set,No Set
5686,52,No Set
5689,No Set,No Set
5691,No Set,No Set
5692,5,No Set
5693,5,No Set
5695,6,No Set
5697,6,No Set
5700,No Set,No Set
5701,1,1
5702,No Set,No Set
5703,1,No Set
5704,49,No Set
5705,52,52
5706,1,1
5707,52,52
5709,4,4
5710,1,No Set
5713,52,52
5715,No Set,No Set
5716,No Set,No Set
5717,No Set,No Set
5719,49,No Set
5722,No Set,No Set
5725,No Set,No Set
5726,6,No Set
5727,52,52
5728,5,5
5731,6,6
5732,8,No Set
5734,5,No Set
5735,4,4
5737,2,No Set
5738,2,No Set
5740,5,No Set
5741,49,No Set
5743,4,4
5744,5,No Set
5745,6,6
5747,6,6
5748,7,7
5751,1,No Set
5752,6,6
5753,4,No Set
5754,4,No Set
5755,5,No Set
5758,49,No Set
5759,49,No Set
5760,49,No Set
5761,5,No Set
5763,11,11
5764,52,52
5766,1,No Set
5767,3,No Set
5768,No Set,No Set
5769,No Set,No Set
5771,No Set,No Set
5772,52,52
5773,No Set,No Set
5774,No Set,No Set
5776,5,No Set
5777,7,No Set
5779,7,7
5780,1,No Set
5781,6,No Set
5782,6,No Set
5786,6,6
5787,2,No Set
5789,2,No Set
5790,2,No Set
5791,3,No Set
5795,6,6
5797,2,No Set
5799,52,No Set
5804,4,No Set
5805,1,No Set
5806,13,13
5807,52,No Set
5808,52,52
5809,52,52
5810,1,No Set
5812,6,6
5813,4,No Set
5814,6,6
5815,4,No Set
5816,No Set,No Set
5817,No Set,No Set
5818,No Set,No Set
5819,No Set,No Set
5820,No Set,No Set
5823,1,No Set
5824,No Set,No Set
5826,49,No Set
5828,No Set,No Set
5829,4,No Set
5831,49,No Set
5832,No Set,No Set
5835,1,1
5837,2,No Set
5839,3,3
5840,2,No Set
5841,8,8
5842,7,7
5843,52,52
5844,7,7
5845,52,52
5846,49,No Set
5847,6,6
5848,1,No Set
5851,2,2
5853,3,3
5854,52,No Set
5855,3,No Set
5857,6,No Set
5858,1,1
5859,2,No Set
5861,2,2
5863,1,No Set
5864,4,4
5866,1,No Set
5867,6,No Set
5869,5,5
5871,49,No Set
5872,51,No Set
5874,52,No Set
5875,49,No Set
5876,49,No Set
5879,6,6
5880,6,6
5881,4,No Set
5882,49,No Set
5883,5,5
5884,4,4
5886,52,No Set
5888,6,No Set
5889,1,No Set
5890,52,52
5891,4,No Set
5893,5,No Set
5894,49,No Set
5898,52,No Set
5899,2,No Set
5903,No Set,No Set
5907,4,No Set
5908,5,No Set
5911,49,No Set
5912,49,No Set
5922,3,3
5923,3,No Set
5925,No Set,No Set
5927,3,No Set
5929,3,3
5930,52,No Set
5932,49,No Set
5935,3,3
5936,4,No Set
5938,1,No Set
5939,3,3
5941,No Set,No Set
5944,6,6
5945,49,No Set
5947,52,52
5954,52,No Set
5956,4,4
5957,11,11
5959,52,52
5960,No Set,No Set
5962,No Set,No Set
5963,No Set,No Set
5964,49,No Set
5965,6,No Set
5968,No Set,No Set
5969,6,6
5976,12,12
5977,12,12
5979,6,No Set
5980,6,No Set
5981,No Set,No Set
5982,No Set,No Set
5987,2,2
5988,49,No Set
5990,3,No Set
5991,3,No Set
5992,12,12
5993,2,No Set
5994,2,No Set
5996,52,No Set
6078,No Set,No Set
6098,No Set,No Set
6149,49,No Set
6159,No Set,No Set
6165,5,No Set
6166,5,No Set
6170,2,No Set
6172,3,No Set
6173,5,No Set
6174,3,No Set
6176,4,No Set
6178,No Set,No Set
6190,49,49
6207,49,No Set
6226,5,No Set
6233,4,No Set
6243,4,No Set
6263,4,No Set
6264,4,No Set
6286,52,No Set
6300,1,No Set
6323,5,No Set
6370,4,No Set
6390,3,No Set
6392,3,3
6394,6,6
6395,51,No Set
6397,49,No Set
6398,49,No Set
6459,No Set,No Set
6467,4,4
6469,52,52
6470,4,No Set
6476,6,6
6477,52,No Set
6480,52,No Set
6500,3,No Set
6531,No Set,No Set
6548,49,No Set
6576,4,4
6577,No Set,No Set
6578,No Set,No Set
6579,52,52
6583,No Set,No Set
6585,3,No Set
6586,4,No Set
6587,No Set,No Set
6588,No Set,No Set
6590,No Set,No Set
6732,4,No Set
6786,No Set,No Set
6789,6,No Set
6798,4,No Set
6807,2,No Set
6813,No Set,No Set
6814,4,No Set
6828,4,No Set
6849,5,No Set
6850,No Set,No Set
6851,No Set,No Set
6876,1,No Set
6878,1,1
6879,4,No Set
6887,4,No Set
6894,49,No Set
6898,1,1
6929,4,4
6931,4,No Set
6932,52,No Set
6936,4,No Set
6937,49,No Set
6941,49,No Set
6942,2,No Set
6943,1,No Set
6951,6,No Set
6952,8,8
6953,2,No Set
6958,4,4
6960,2,No Set
6962,4,No Set
6963,1,1
6964,52,No Set
6966,No Set,No Set
6967,49,No Set
6968,49,No Set
6971,2,No Set
6975,52,No Set
6978,51,No Set
6998,4,No Set
7004,4,No Set
7009,4,4
7020,2,No Set
7032,4,No Set
7043,No Set,No Set
7062,4,No Set
7072,5,No Set
7087,5,5
7098,4,No Set
7099,No Set,No Set
7127,5,No Set
7129,11,11
7137,4,No Set
7146,4,No Set
7156,52,No Set
7162,4,No Set
7168,13,No Set
7174,5,No Set
7177,5,No Set
7178,1,1
7179,4,4
7180,4,No Set
7181,51,No Set
7185,6,6
7188,2,No Set
7194,2,No Set
7199,13,13
7205,4,No Set
7206,4,No Set
7209,4,No Set
7218,4,No Set
7220,No Set,No Set
7221,49,No Set
7222,4,No Set
7224,No Set,No Set
7229,No Set,No Set
7232,No Set,No Set
7233,No Set,No Set
7235,4,No Set
7238,2,2
7240,No Set,No Set
7241,No Set,No Set
7242,2,No Set
7243,52,No Set
7245,2,No Set
7246,2,No Set
7247,5,No Set
7249,3,No Set
7251,No Set,No Set
7262,No Set,No Set
7280,1,No Set
7281,3,No Set
7290,4,4
7294,3,3
7296,4,No Set
7298,49,No Set
7299,49,No Set
7301,52,No Set
7304,4,No Set
7307,49,No Set
7308,1,No Set
7309,No Set,No Set
7310,No Set,No Set
7311,No Set,No Set
7315,4,No Set
7317,52,No Set
7320,6,No Set
7324,1,No Set
7326,3,No Set
7329,4,No Set
7334,4,No Set
7337,4,No Set
7339,4,No Set
7340,4,No Set
7342,1,No Set
7347,No Set,No Set
7349,No Set,No Set
7357,No Set,No Set
7361,No Set,No Set
7362,No Set,No Set
8331,9,No Set
8930,52,No Set
8958,No Set,No Set
