STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales
3542,0,0,0,,0
3543,0,0,0,No Kayak Modular would need to Request Modular,10
3545,0,0,0,No Kayak Modular would need to Request Modular,2
3546,0,0,0,No Kayak Modular would need to Request Modular,4
3547,2,0,18,19,11
3548,0,0,0,No Kayak Modular would need to Request Modular,2
3549,17,9,74,79,105
3560,1,2,33,35,12
3561,13,10,80,86,62
3562,0,0,0,No Kayak Modular would need to Request Modular,4
3563,0,0,0,No Kayak Modular would need to Request Modular,4
3564,0,0,0,No Kayak Modular would need to Request Modular,2
3566,0,0,0,No Kayak Modular would need to Request Modular,0
3567,0,0,0,No Kayak Modular would need to Request Modular,0
3568,70,6,95,118,171
3569,0,0,0,No Kayak Modular would need to Request Modular,1
3570,7,2,48,55,56
3571,0,0,0,No Kayak Modular would need to Request Modular,0
3572,0,0,0,No Kayak Modular would need to Request Modular,0
3573,3,0,11,12,2
3574,0,0,0,,0
3576,0,0,0,,0
3579,0,0,0,,0
3580,0,2,13,14,4
3581,2,0,21,22,27
3582,4,0,38,41,41
3583,7,0,11,12,19
3584,0,0,0,No Kayak Modular would need to Request Modular,0
3585,21,0,2,2,18
3587,33,4,119,128,129
3588,0,0,16,17,8
3589,16,2,17,18,33
3590,0,0,-1,No Kayak Modular would need to Request Modular,0
3591,5,0,29,31,37
3593,0,0,0,,0
3594,0,0,0,,0
3595,13,2,17,19,13
3596,0,0,0,No Kayak Modular would need to Request Modular,0
3597,1,0,13,14,23
3598,0,0,0,No Kayak Modular would need to Request Modular,0
3599,0,0,0,,0
3600,0,0,0,,0
3601,0,0,0,No Kayak Modular would need to Request Modular,0
3602,12,0,22,26,37
3603,0,0,0,,0
3604,0,0,0,,0
3605,0,0,0,,0
3606,0,0,0,No Kayak Modular would need to Request Modular,0
3607,1,7,56,62,80
3608,6,2,30,33,27
3609,0,0,0,No Kayak Modular would need to Request Modular,1
3611,0,0,0,No Kayak Modular would need to Request Modular,1
3612,12,0,6,No Kayak Modular would need to Request Modular,22
3614,0,0,0,,0
3615,0,0,0,,0
3616,6,0,14,15,11
3617,0,0,0,,0
3619,0,0,0,,0
3620,26,0,138,150,111
3621,0,0,0,No Kayak Modular would need to Request Modular,0
3622,0,0,0,,0
3623,1,0,0,No Kayak Modular would need to Request Modular,0
3624,0,4,43,46,41
3625,18,0,9,10,5
3626,7,2,25,28,24
3627,7,0,30,32,27
3628,0,0,0,,0
3629,0,0,0,,0
3630,2,0,25,29,33
3631,0,0,0,No Kayak Modular would need to Request Modular,0
3632,0,0,5,6,4
3633,0,4,47,50,71
3634,0,0,9,11,15
3635,0,0,0,,0
3637,0,0,0,,0
3638,0,0,0,,0
3639,7,0,13,14,23
3640,0,0,0,No Kayak Modular would need to Request Modular,0
3641,0,0,0,No Kayak Modular would need to Request Modular,2
3643,0,0,4,4,1
3644,13,0,15,17,29
3645,0,0,0,No Kayak Modular would need to Request Modular,0
3646,0,0,0,No Kayak Modular would need to Request Modular,0
3648,4,2,43,46,48
3650,10,0,14,15,14
3652,59,2,30,32,57
3653,0,0,0,,0
3654,0,0,0,,0
3655,0,0,0,,0
3658,1,0,0,No Kayak Modular would need to Request Modular,0
3659,12,2,33,37,27
3660,15,4,43,47,49
3661,0,0,0,No Kayak Modular would need to Request Modular,0
3663,0,0,0,,0
3693,8,2,28,30,34
3700,9,2,29,31,25
3701,0,0,0,No Kayak Modular would need to Request Modular,0
3702,27,0,12,16,25
3703,0,0,0,,0
3705,22,11,214,229,149
3708,24,2,13,14,29
3709,0,0,0,No Kayak Modular would need to Request Modular,0
3710,0,0,0,No Kayak Modular would need to Request Modular,1
3712,20,10,32,34,118
3713,0,0,0,,0
3716,6,2,30,32,22
3717,0,0,0,No Kayak Modular would need to Request Modular,0
3720,0,0,0,No Kayak Modular would need to Request Modular,2
3722,2,0,54,No Kayak Modular would need to Request Modular,155
3723,0,0,0,,0
3724,0,0,0,,0
3725,0,0,0,No Kayak Modular would need to Request Modular,0
3726,0,0,21,22,36
3727,0,0,0,,0
3728,0,0,0,No Kayak Modular would need to Request Modular,0
3729,95,2,136,157,149
3730,125,12,62,66,202
3731,0,0,-1,No Kayak Modular would need to Request Modular,1
3732,0,0,0,No Kayak Modular would need to Request Modular,0
3733,31,8,119,127,79
3734,7,0,11,12,16
3736,0,0,0,,0
3738,0,0,0,No Kayak Modular would need to Request Modular,0
3739,37,6,193,207,142
3740,0,0,0,,0
3741,0,0,0,No Kayak Modular would need to Request Modular,0
3742,201,12,127,146,322
3743,0,0,0,No Kayak Modular would need to Request Modular,0
3745,0,0,0,,0
3746,0,0,0,,0
3747,0,0,0,No Kayak Modular would need to Request Modular,0
3748,24,1,174,188,264
3749,0,0,0,No Kayak Modular would need to Request Modular,0
3750,7,0,17,18,23
3751,0,0,14,No Kayak Modular would need to Request Modular,-1
3752,0,0,0,,0
3754,112,12,214,230,221
3757,-2,4,133,143,118
3758,14,0,2,No Kayak Modular would need to Request Modular,0
3760,8,0,27,31,33
3761,6,0,37,40,48
3762,12,4,41,44,49
3763,0,0,0,No Kayak Modular would need to Request Modular,0
3764,5,4,49,56,59
3765,0,0,0,No Kayak Modular would need to Request Modular,1
3768,11,11,50,55,88
3770,3,2,18,19,36
3771,0,0,0,No Kayak Modular would need to Request Modular,0
3772,24,9,75,82,93
3773,32,2,30,32,48
3774,11,4,68,74,64
3775,0,0,0,No Kayak Modular would need to Request Modular,0
3777,28,2,30,32,33
3778,40,8,248,265,204
3780,0,0,0,No Kayak Modular would need to Request Modular,4
3781,0,0,0,No Kayak Modular would need to Request Modular,0
3782,24,0,16,17,34
3783,0,0,0,No Kayak Modular would need to Request Modular,2
3784,0,0,0,No Kayak Modular would need to Request Modular,0
3785,2,0,24,28,22
3786,10,1,38,44,34
3788,0,0,0,,0
3789,22,2,26,30,51
3790,0,0,0,No Kayak Modular would need to Request Modular,0
3791,6,0,24,27,40
3792,1,0,20,21,25
3794,8,10,44,46,94
3795,2,0,11,14,11
3796,0,0,0,No Kayak Modular would need to Request Modular,0
3799,0,0,0,No Kayak Modular would need to Request Modular,0
3801,4,3,147,159,151
3802,1,4,41,45,47
3803,8,0,9,10,13
3804,0,0,0,No Kayak Modular would need to Request Modular,0
3805,86,7,110,122,266
3806,6,0,27,29,26
3807,0,0,0,No Kayak Modular would need to Request Modular,0
3809,0,0,0,No Kayak Modular would need to Request Modular,0
3810,0,0,0,No Kayak Modular would need to Request Modular,4
3812,0,0,0,No Kayak Modular would need to Request Modular,1
3816,0,0,0,,0
3817,0,0,0,,0
3823,-1,2,30,34,14
3824,0,0,0,No Kayak Modular would need to Request Modular,37
3825,6,2,24,29,19
3826,0,0,0,No Kayak Modular would need to Request Modular,0
3827,2,0,0,No Kayak Modular would need to Request Modular,0
3828,9,0,25,32,48
3829,2,0,30,32,34
3830,4,4,215,230,138
3831,0,0,0,No Kayak Modular would need to Request Modular,3
3833,245,12,154,169,277
3835,10,4,46,54,63
3837,0,0,0,No Kayak Modular would need to Request Modular,0
3838,15,2,17,20,19
3840,0,0,0,No Kayak Modular would need to Request Modular,1
3842,3,0,27,29,19
3843,3,0,26,28,25
3844,0,0,0,,0
3845,0,0,0,,0
3846,0,0,0,,0
3847,0,0,0,No Kayak Modular would need to Request Modular,24
3848,2,2,17,18,50
3850,28,12,236,254,136
3851,0,0,0,No Kayak Modular would need to Request Modular,0
3852,7,0,26,32,32
3853,16,2,22,24,14
3857,6,1,22,24,27
3858,0,0,0,No Kayak Modular would need to Request Modular,0
3860,0,0,0,No Kayak Modular would need to Request Modular,0
3861,0,0,0,No Kayak Modular would need to Request Modular,-1
3862,0,0,0,,0
3864,6,0,9,No Kayak Modular would need to Request Modular,23
3867,27,2,40,43,81
3868,9,0,3,3,3
3869,0,0,0,No Kayak Modular would need to Request Modular,0
3870,0,0,0,,0
3872,0,0,2,No Kayak Modular would need to Request Modular,42
3874,22,5,108,128,114
3875,12,0,20,21,34
3876,3,0,20,21,25
3877,11,0,7,7,16
3880,0,0,0,,0
3883,0,0,0,No Kayak Modular would need to Request Modular,11
3884,0,0,-1,No Kayak Modular would need to Request Modular,0
3885,0,0,0,,0
3886,0,0,0,No Kayak Modular would need to Request Modular,0
3887,8,8,50,56,28
3888,29,2,16,16,32
3889,0,0,0,No Kayak Modular would need to Request Modular,0
3891,0,0,0,No Kayak Modular would need to Request Modular,0
3893,7,0,11,12,12
3894,4,0,30,33,29
3896,72,8,122,136,159
3897,41,12,319,341,227
3899,0,0,0,,0
3912,2,0,16,17,18
3935,0,0,0,,0
3947,0,0,0,No Kayak Modular would need to Request Modular,0
3959,0,0,0,,0
3988,1,0,38,41,15
3990,0,0,0,,0
4046,0,0,0,,0
4048,0,0,0,,0
4049,0,0,0,No Kayak Modular would need to Request Modular,0
4053,0,0,0,,0
4054,0,0,0,,0
4055,13,0,9,10,18
4056,0,0,0,,0
4057,0,0,0,,0
4063,11,4,33,36,22
4064,9,0,13,15,21
4065,8,2,31,34,12
4068,45,4,156,167,136
4100,0,0,0,,0
4101,0,0,0,No Kayak Modular would need to Request Modular,0
4102,19,4,44,48,59
4103,0,0,0,No Kayak Modular would need to Request Modular,1
4104,0,0,0,,0
4105,0,0,0,,0
4108,5,2,32,34,41
4111,1,0,10,11,1
4112,0,0,0,No Kayak Modular would need to Request Modular,0
4114,0,0,0,,0
4115,8,0,21,24,18
4118,10,0,27,29,41
4127,0,0,0,,0
4128,0,0,0,,0
4129,4,0,17,19,19
4130,12,0,14,15,18
4131,3,0,0,No Kayak Modular would need to Request Modular,2
4132,0,0,0,No Kayak Modular would need to Request Modular,4
4134,0,0,0,,0
4137,2,2,27,29,36
4138,0,0,0,,0
4139,0,0,0,,0
4140,0,0,0,,0
4141,0,0,0,,0
4142,0,0,0,,0
4144,6,0,2,3,0
4145,0,0,0,,0
4147,0,0,0,,0
4148,0,0,0,,0
4152,0,0,0,,0
4153,6,0,20,21,7
4156,5,9,76,81,125
4157,0,0,0,No Kayak Modular would need to Request Modular,0
4159,0,0,0,,0
4160,0,0,0,,0
4161,0,0,0,No Kayak Modular would need to Request Modular,0
4162,6,0,2,3,0
4163,10,0,9,10,22
4164,15,4,39,44,56
4165,0,0,0,No Kayak Modular would need to Request Modular,0
4166,4,4,32,33,101
4168,8,2,20,22,29
4169,0,0,0,,0
4171,0,0,0,No Kayak Modular would need to Request Modular,0
4174,0,0,0,,0
4176,17,2,77,83,98
4177,0,0,0,,0
4178,0,0,0,,0
4180,0,0,0,No Kayak Modular would need to Request Modular,0
4182,0,0,0,No Kayak Modular would need to Request Modular,0
4183,17,0,12,13,12
4184,0,0,0,,0
4185,11,0,11,13,4
4187,6,0,30,32,44
4188,0,0,0,,0
4189,0,0,0,,0
4191,0,0,0,No Kayak Modular would need to Request Modular,0
4193,0,0,0,,0
4194,13,0,5,5,18
4195,0,0,0,No Kayak Modular would need to Request Modular,0
4196,0,0,0,,0
4197,0,0,0,,0
4198,0,0,0,,0
4200,16,0,6,9,6
4201,0,0,0,No Kayak Modular would need to Request Modular,0
4202,4,2,61,67,56
4203,12,118,159,172,74
4206,0,0,0,,0
4208,0,0,2,No Kayak Modular would need to Request Modular,0
4209,0,0,0,No Kayak Modular would need to Request Modular,1
4210,0,0,0,No Kayak Modular would need to Request Modular,0
4211,0,0,0,,0
4215,21,6,124,135,68
4216,1,0,27,30,35
4218,0,0,0,,0
4219,13,0,14,16,25
4220,0,0,0,,0
4221,2,2,30,32,51
4223,8,4,34,36,36
4224,5,4,40,43,30
4226,18,0,40,43,13
4230,2,0,28,32,19
4231,0,0,0,No Kayak Modular would need to Request Modular,0
4232,0,0,0,No Kayak Modular would need to Request Modular,0
4233,0,0,0,,0
4235,0,0,25,28,25
4237,61,11,110,118,123
4238,12,0,18,19,22
4239,9,2,97,104,62
4240,26,4,40,43,60
4241,3,2,24,26,38
4243,0,0,0,No Kayak Modular would need to Request Modular,0
4244,272,2,274,303,364
4246,1,0,23,No Kayak Modular would need to Request Modular,31
4247,111,7,185,202,201
4249,16,10,84,95,152
4250,8,0,5,5,4
4252,0,12,97,107,109
4253,8,2,179,192,122
4255,8,0,12,13,26
4256,9,4,42,46,34
4257,5,2,32,34,21
4258,7,0,16,17,39
4259,4,2,18,21,26
4260,13,0,19,21,19
4262,2,0,0,No Kayak Modular would need to Request Modular,-1
4264,0,0,0,,0
4272,35,8,124,133,102
4273,63,12,82,89,105
4274,0,4,41,44,29
4275,0,0,0,No Kayak Modular would need to Request Modular,0
4276,0,0,0,No Kayak Modular would need to Request Modular,0
4277,14,4,33,35,50
4278,3,0,8,No Kayak Modular would need to Request Modular,29
4279,12,2,34,43,41
4281,2,0,70,75,119
4283,3,0,20,21,3
4284,0,0,0,No Kayak Modular would need to Request Modular,0
4285,0,0,0,No Kayak Modular would need to Request Modular,2
4286,0,0,0,No Kayak Modular would need to Request Modular,0
4288,0,0,0,No Kayak Modular would need to Request Modular,0
4293,0,0,0,,0
4295,10,0,12,15,23
4298,8,0,2,2,1
4299,0,0,0,No Kayak Modular would need to Request Modular,0
4303,0,0,1,No Kayak Modular would need to Request Modular,0
4309,20,4,28,33,155
4317,3,0,11,14,12
4318,12,0,17,18,29
4321,3,2,27,32,20
4322,0,0,0,No Kayak Modular would need to Request Modular,0
4323,0,0,0,No Kayak Modular would need to Request Modular,0
4324,0,0,0,,0
4325,24,7,54,62,46
4330,7,0,25,28,18
4332,0,0,0,No Kayak Modular would need to Request Modular,0
4333,12,4,35,37,58
4334,3,0,15,16,16
4335,16,2,47,50,48
4336,0,0,0,No Kayak Modular would need to Request Modular,0
4337,0,0,0,No Kayak Modular would need to Request Modular,10
4339,0,0,0,No Kayak Modular would need to Request Modular,0
4340,0,0,0,No Kayak Modular would need to Request Modular,-2
4341,29,2,67,72,82
4348,2,2,24,26,18
4350,3,0,28,33,41
4352,14,2,35,37,44
4354,0,0,0,,0
4355,1,7,50,55,63
4356,0,0,0,No Kayak Modular would need to Request Modular,-1
4357,0,0,0,,0
4358,4,2,24,28,20
4359,188,8,188,219,320
4365,10,0,13,16,25
4366,0,0,0,,0
4367,0,0,0,,0
4368,3,8,46,49,47
4370,3,3,130,141,77
4371,0,0,0,,0
4372,4,0,5,7,9
4373,0,0,0,,0
4374,0,0,5,5,3
4375,0,0,0,,0
4376,0,0,0,,0
4377,10,2,65,76,88
4378,4,0,25,27,21
4380,0,0,0,,0
4381,31,9,173,185,137
4383,0,0,0,No Kayak Modular would need to Request Modular,0
4384,30,2,20,21,46
4387,0,2,15,15,20
4388,0,0,0,,0
4389,1,9,60,65,69
4390,0,0,0,,0
4392,0,0,0,No Kayak Modular would need to Request Modular,9
4393,0,0,1,No Kayak Modular would need to Request Modular,11
4394,30,12,282,307,270
4395,45,12,377,404,458
4399,3,0,30,33,36
4403,28,1,174,186,127
4404,9,10,69,74,79
4405,0,0,0,No Kayak Modular would need to Request Modular,0
4407,17,0,14,15,13
4409,26,2,65,71,37
4410,6,6,69,75,30
4412,70,4,100,107,181
4413,0,0,0,,0
4414,26,0,16,21,32
4415,0,0,0,,0
4416,0,0,0,No Kayak Modular would need to Request Modular,0
4417,3,0,22,24,20
4420,0,11,77,82,63
4421,0,0,0,,0
4423,0,2,27,29,30
4424,0,0,-1,No Kayak Modular would need to Request Modular,0
4425,0,0,0,,0
4426,0,0,0,,0
4427,0,0,0,No Kayak Modular would need to Request Modular,0
4428,4,0,21,No Kayak Modular would need to Request Modular,26
4430,0,0,0,No Kayak Modular would need to Request Modular,-1
4431,0,0,0,,0
4432,0,0,0,,0
4434,0,0,0,,0
4435,0,0,0,No Kayak Modular would need to Request Modular,0
4436,3,0,-2,No Kayak Modular would need to Request Modular,2
4438,29,10,34,36,80
4439,2,0,25,27,11
4440,4,4,55,62,75
4441,0,0,0,,0
4443,0,0,0,No Kayak Modular would need to Request Modular,0
4444,19,0,21,22,29
4445,0,0,0,,0
4446,7,0,14,17,12
4450,15,0,16,17,28
4451,0,0,0,No Kayak Modular would need to Request Modular,0
4452,0,0,0,,0
4453,0,0,0,,0
4456,2,0,0,No Kayak Modular would need to Request Modular,1
4457,0,0,0,No Kayak Modular would need to Request Modular,0
4458,3,1,35,41,26
4459,10,0,11,13,14
4460,4,2,14,16,12
4461,15,4,23,25,75
4464,0,0,0,,0
4465,0,0,0,,0
4466,0,0,0,,0
4468,0,0,0,,0
4469,0,0,0,,0
4470,0,0,0,,0
4471,12,2,24,26,65
4472,0,0,0,No Kayak Modular would need to Request Modular,0
4473,0,0,0,,0
4474,184,7,501,560,664
4475,0,2,37,40,21
4476,9,0,20,24,34
4477,7,2,24,27,67
4478,0,0,0,,0
4479,0,0,10,11,10
4482,5,4,36,39,23
4483,0,0,0,No Kayak Modular would need to Request Modular,0
4484,0,0,0,No Kayak Modular would need to Request Modular,0
4487,0,0,24,26,31
4488,0,0,0,No Kayak Modular would need to Request Modular,0
4490,0,0,0,,0
4491,0,0,0,,0
4494,0,0,0,,0
4497,8,0,14,15,2
4498,0,0,0,,0
4499,6,0,12,13,2
4501,0,0,0,No Kayak Modular would need to Request Modular,0
4503,-1,0,10,21,23
4504,0,0,0,No Kayak Modular would need to Request Modular,0
4506,10,0,3,3,10
4508,0,0,0,No Kayak Modular would need to Request Modular,1
4509,23,0,29,33,40
4511,11,0,13,14,27
4512,0,0,5,No Kayak Modular would need to Request Modular,11
4514,6,2,22,24,41
4516,0,0,0,,0
4517,0,0,0,,0
4519,0,0,0,,0
4520,11,0,15,17,33
4521,46,14,78,86,74
4524,0,0,0,,0
4525,0,0,0,,0
4526,0,0,0,No Kayak Modular would need to Request Modular,0
4527,0,0,0,,0
4528,0,0,0,,0
4529,0,0,0,No Kayak Modular would need to Request Modular,0
4530,0,0,0,,0
4531,0,0,0,No Kayak Modular would need to Request Modular,0
4533,0,0,0,No Kayak Modular would need to Request Modular,1
4538,0,0,0,No Kayak Modular would need to Request Modular,3
4540,1,0,24,30,19
4543,62,4,96,103,102
4545,0,0,0,,0
4546,0,0,0,,0
4553,0,0,0,No Kayak Modular would need to Request Modular,0
4554,0,0,0,No Kayak Modular would need to Request Modular,0
4556,13,0,8,9,9
4557,0,0,0,No Kayak Modular would need to Request Modular,0
4558,0,0,0,No Kayak Modular would need to Request Modular,0
4560,0,0,0,,0
4561,0,0,0,,0
4563,0,0,0,,0
4564,10,2,15,16,15
4565,0,0,0,,0
4567,0,0,1,No Kayak Modular would need to Request Modular,8
4568,0,0,13,15,5
4569,1,0,36,39,27
4570,9,0,39,42,21
4574,6,0,10,11,6
4577,0,0,0,,0
4579,0,0,0,,0
4580,0,0,0,,0
4581,2,0,0,No Kayak Modular would need to Request Modular,13
4582,0,0,0,No Kayak Modular would need to Request Modular,0
4583,4,2,18,20,10
4585,0,0,0,,0
4586,0,0,0,,0
4588,15,0,2,3,8
4589,0,0,0,,0
4590,3,2,31,33,23
4591,0,0,0,,0
4593,15,4,35,40,45
4594,1,0,-1,No Kayak Modular would need to Request Modular,0
4595,0,0,0,,0
4597,17,2,136,146,127
4599,7,8,72,77,111
4600,5,2,25,28,21
4601,0,0,2,2,9
4603,0,0,0,No Kayak Modular would need to Request Modular,0
4605,0,0,0,,0
4606,0,0,0,No Kayak Modular would need to Request Modular,0
4607,0,0,0,,0
4609,0,0,0,No Kayak Modular would need to Request Modular,0
4611,4,2,23,29,20
4612,0,0,0,No Kayak Modular would need to Request Modular,4
4615,6,2,20,25,35
4616,6,4,55,60,79
4617,0,0,0,,0
4618,0,0,0,,0
4619,0,0,0,,0
4623,25,0,24,27,29
4625,0,0,0,,0
4626,0,0,0,,0
4627,31,0,4,4,31
4631,0,0,0,No Kayak Modular would need to Request Modular,0
4635,45,5,127,140,304
4636,0,0,0,No Kayak Modular would need to Request Modular,8
4637,0,0,0,No Kayak Modular would need to Request Modular,1
4638,0,0,0,No Kayak Modular would need to Request Modular,-1
4639,0,0,1,No Kayak Modular would need to Request Modular,0
4641,4,0,6,6,5
4643,17,0,20,21,14
4644,0,0,0,No Kayak Modular would need to Request Modular,0
4648,0,0,0,,0
4653,2,2,67,72,81
4654,0,0,0,,0
4655,0,0,0,,0
4657,0,0,0,,0
4659,0,0,0,,0
4660,0,0,0,No Kayak Modular would need to Request Modular,0
4664,5,0,11,13,18
4667,0,0,0,,0
4669,0,0,0,,0
4672,0,0,0,,0
4673,0,0,0,,0
4674,0,0,0,,0
4676,0,0,0,,0
4677,7,0,10,12,14
4678,152,9,163,178,318
4679,0,0,0,No Kayak Modular would need to Request Modular,5
4681,25,5,52,57,34
4682,5,2,17,18,34
4683,13,0,14,15,15
4686,0,0,0,,0
4687,2,0,0,No Kayak Modular would need to Request Modular,0
4689,23,2,73,80,76
4690,0,0,0,No Kayak Modular would need to Request Modular,0
4691,0,0,0,,0
4692,0,0,0,No Kayak Modular would need to Request Modular,0
4695,0,0,0,No Kayak Modular would need to Request Modular,0
4696,154,6,168,186,357
4697,9,2,16,18,35
4699,0,0,0,No Kayak Modular would need to Request Modular,0
4700,0,0,0,,0
4706,0,0,0,,0
4734,16,0,23,25,42
4747,0,0,0,,0
4756,0,0,0,,0
4757,0,0,0,,0
4759,0,0,0,,0
4762,0,0,0,,0
4826,0,0,0,,0
4848,0,0,0,,0
4849,3,2,30,33,25
4865,9,2,34,36,36
5003,2,2,46,49,46
5005,0,0,0,,0
5007,0,0,0,,0
5008,0,0,0,,0
5012,0,0,0,No Kayak Modular would need to Request Modular,0
5013,0,0,0,,0
5014,0,0,0,,0
5020,0,0,0,,0
5021,0,0,0,,0
5022,0,0,0,No Kayak Modular would need to Request Modular,0
5023,2,2,65,70,12
5025,0,0,0,No Kayak Modular would need to Request Modular,0
5027,0,0,7,7,12
5028,0,0,0,No Kayak Modular would need to Request Modular,0
5029,5,0,29,39,34
5030,7,0,23,25,17
5031,11,5,30,31,52
5032,0,0,0,No Kayak Modular would need to Request Modular,0
5033,0,0,0,No Kayak Modular would need to Request Modular,23
5034,18,0,32,34,22
5035,6,0,20,22,15
5036,1,0,18,22,9
5037,17,0,20,22,42
5038,2,0,2,2,5
5039,1,0,22,25,29
5040,15,0,7,7,1
5041,22,10,67,73,122
5043,0,0,0,,0
5044,0,0,1,2,0
5045,0,0,0,No Kayak Modular would need to Request Modular,0
5046,4,2,26,28,14
5047,6,0,12,14,11
5048,0,4,32,34,26
5049,31,6,65,70,177
5051,0,0,0,No Kayak Modular would need to Request Modular,9
5054,16,0,22,24,31
5055,13,0,6,9,12
5056,8,0,13,16,18
5057,3,0,25,27,24
5058,0,0,0,No Kayak Modular would need to Request Modular,0
5059,0,0,0,,0
5060,5,0,7,7,4
5062,0,0,0,,0
5063,8,0,8,10,13
5064,12,0,17,18,26
5065,1,0,18,19,17
5066,2,0,21,22,48
5070,0,0,2,No Kayak Modular would need to Request Modular,6
5071,16,2,37,43,25
5072,0,0,0,No Kayak Modular would need to Request Modular,2
5073,13,2,53,60,81
5075,45,0,45,49,27
5076,1,11,64,68,42
5077,0,0,0,No Kayak Modular would need to Request Modular,6
5078,26,10,48,54,80
5079,7,8,148,162,66
5080,31,2,34,39,31
5081,0,0,0,,0
5082,0,0,0,No Kayak Modular would need to Request Modular,2
5085,0,2,13,14,12
5087,23,4,46,50,53
5088,5,0,53,57,108
5089,0,0,0,No Kayak Modular would need to Request Modular,0
5090,0,0,0,No Kayak Modular would need to Request Modular,0
5091,0,0,0,No Kayak Modular would need to Request Modular,0
5092,0,0,0,No Kayak Modular would need to Request Modular,0
5093,0,0,0,,0
5094,0,0,0,,0
5095,0,0,0,No Kayak Modular would need to Request Modular,2
5096,0,0,0,No Kayak Modular would need to Request Modular,0
5097,0,0,0,No Kayak Modular would need to Request Modular,0
5098,0,0,0,,0
5099,15,10,150,161,142
5100,0,0,0,,0
5101,0,0,0,No Kayak Modular would need to Request Modular,0
5102,0,0,0,,0
5103,0,0,0,No Kayak Modular would need to Request Modular,0
5104,0,0,0,No Kayak Modular would need to Request Modular,0
5105,1,5,38,41,49
5106,0,0,0,,0
5107,0,0,0,,0
5108,0,0,0,,0
5109,0,0,0,,0
5110,0,0,0,,0
5111,5,0,4,No Kayak Modular would need to Request Modular,11
5113,4,2,45,49,45
5115,8,0,6,6,18
5116,12,0,20,22,22
5117,7,4,37,40,56
5118,8,0,3,3,4
5119,0,0,0,,0
5122,0,0,0,,0
5123,5,2,50,54,96
5124,2,0,-1,No Kayak Modular would need to Request Modular,-2
5125,0,0,0,,0
5126,83,4,246,269,264
5127,7,3,53,57,22
5129,0,0,0,No Kayak Modular would need to Request Modular,0
5130,0,0,0,No Kayak Modular would need to Request Modular,-1
5131,0,0,0,No Kayak Modular would need to Request Modular,2
5132,0,0,0,,0
5133,27,4,187,200,190
5134,0,0,0,No Kayak Modular would need to Request Modular,2
5135,0,0,0,,0
5136,3,2,23,26,34
5137,0,0,-1,No Kayak Modular would need to Request Modular,9
5139,3,0,38,41,37
5140,60,4,58,66,61
5141,4,2,28,30,19
5142,3,0,24,27,15
5143,0,0,0,,0
5144,0,0,0,No Kayak Modular would need to Request Modular,0
5145,0,0,0,No Kayak Modular would need to Request Modular,0
5146,0,0,3,3,1
5147,0,0,0,No Kayak Modular would need to Request Modular,0
5148,0,0,0,,0
5149,0,0,0,,0
5150,0,0,0,No Kayak Modular would need to Request Modular,-1
5151,15,8,73,82,55
5152,0,0,0,No Kayak Modular would need to Request Modular,0
5154,0,0,0,No Kayak Modular would need to Request Modular,0
5155,0,0,-1,No Kayak Modular would need to Request Modular,0
5156,0,0,22,24,9
5157,0,0,-1,No Kayak Modular would need to Request Modular,0
5159,3,9,63,67,51
5160,95,4,98,105,130
5162,6,0,11,11,16
5165,0,0,0,No Kayak Modular would need to Request Modular,0
5166,0,0,0,No Kayak Modular would need to Request Modular,0
5167,15,8,46,49,111
5168,8,4,49,54,66
5170,14,0,9,13,23
5172,41,7,73,90,47
5173,11,4,54,59,31
5174,8,0,20,21,21
5175,12,4,45,48,33
5178,9,0,13,15,24
5179,0,0,0,,0
5180,0,0,0,,0
5182,0,0,0,,0
5183,0,0,0,,0
5184,0,0,0,No Kayak Modular would need to Request Modular,2
5185,0,0,0,No Kayak Modular would need to Request Modular,2
5186,19,0,30,No Kayak Modular would need to Request Modular,52
5188,0,0,0,,0
5189,0,0,0,No Kayak Modular would need to Request Modular,0
5190,28,14,53,57,70
5191,16,0,13,14,22
5192,24,4,57,63,51
5193,31,0,19,22,42
5195,90,4,160,173,126
5196,1,0,0,No Kayak Modular would need to Request Modular,0
5197,5,4,97,105,34
5198,0,0,0,,0
5199,3,2,49,52,111
5200,4,0,36,40,33
5201,9,0,12,14,13
5202,18,0,16,17,30
5203,0,0,0,No Kayak Modular would need to Request Modular,0
5204,0,0,0,,0
5205,0,0,0,,0
5206,0,0,0,No Kayak Modular would need to Request Modular,0
5207,0,0,0,,0
5210,16,0,17,18,37
5211,0,0,0,No Kayak Modular would need to Request Modular,0
5214,0,0,0,No Kayak Modular would need to Request Modular,0
5215,0,0,1,No Kayak Modular would need to Request Modular,10
5216,0,0,0,No Kayak Modular would need to Request Modular,0
5218,-1,5,34,36,33
5219,0,0,0,No Kayak Modular would need to Request Modular,3
5220,30,0,10,11,26
5221,0,0,0,,0
5224,0,0,0,,0
5226,0,0,0,,0
5227,3,2,19,29,15
5228,0,0,0,No Kayak Modular would need to Request Modular,2
5229,1,0,0,No Kayak Modular would need to Request Modular,0
5231,8,2,25,30,34
5232,58,2,139,152,137
5233,12,2,26,29,57
5234,32,4,148,159,92
5235,1,0,31,33,22
5236,13,0,24,26,33
5239,0,0,0,No Kayak Modular would need to Request Modular,7
5240,0,0,23,25,25
5241,0,0,0,No Kayak Modular would need to Request Modular,0
5242,0,0,29,31,24
