Recipient company ,Tracking Number,Ship date ,Status ,Delivered date,Status with details 
3617,417358778761,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:05 pm Signed for by:TTRACEY; Orlando, FL"
3606,417358778783,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:41 pm Signed for by:WMART; Debary, FL"
3600,417358778810,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:50 pm Signed for by:CSMITH; Fayetteville, NC"
3517,417358778820,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:06 am Signed for by:VMMMMK; Rio Rancho, NM"
3512,417358778831,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:11 am Signed for by:RRIBLES; Albuquerque, NM"
3456,417358778853,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:24 am Signed for by:GJONES; Hope Mills, NC"
3411,417358778886,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:43 am Signed for by:NNEIL; Fayetteville, NC"
3385,417358778897,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:44 pm Signed for by:CCRIS; Albuquerque, NM"
3317,417358778956,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:04 am Signed for by:BSMITH; Albuquerque, NM"
3162,417358778990,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:47 pm Signed for by:JJULIE; Orlando, FL"
3123,417358779117,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 5:07 pm Signed for by:YYAJARA; Santa Clara, CA"
3104,417358779128,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:12 am Signed for by:RROCHELLE; Deerfield Beach, FL"
3090,417358779161,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:34 am Signed for by:BBETTY; Rocklin, CA"
3066,417358779183,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 2:17 pm Signed for by:RRICHARDSON; Sarasota, FL"
3047,417358779194,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:42 am Signed for by:ZSYLVIA; Turlock, CA"
3046,417358779209,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 3:01 pm Signed for by:JJAMES; Modesto, CA"
3023,417358779220,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:05 pm Signed for by:MMARTHA; San Jose, CA"
3022,417358779231,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:05 pm Signed for by:RMARTINEZ; Stockton, CA"
3011,417358779253,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:33 am Signed for by:RRON; Boynton Beach, FL"
2944,417358779275,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:22 pm Signed for by:XJNX; DeLand, FL"
2930,417358779286,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:28 am Signed for by:JVELAZQUEZ; Fort Lauderdale, FL"
2499,417358779367,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:38 pm Signed for by:MMAICOL; Orlando, FL"
2486,417358779389,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:36 am Signed for by:YHFUF; San Jose, CA"
2451,417358779404,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 2:15 pm Signed for by:NNA; Albuquerque, NM"
2406,417358779426,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:34 pm Signed for by:NNA; Delray Beach, FL"
2396,417358779437,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:34 pm Signed for by:AJEAN; Boynton Beach, FL"
2392,417358779448,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:12 pm Signed for by:BHORTON; Sarasota, FL"
2391,417358779459,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:03 am Signed for by:BEDWAHRS; New Port Richey, FL"
525,417358779470,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 2:14 pm Signed for by:RROSE; Lake Mary, FL"
1427,417358783863,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:29 am Signed for by:TTIM; Circleville, OH"
1428,417358783874,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:15 am Signed for by:NANDERSON; Mount Pleasant, MI"
1436,417358783885,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:47 am Signed for by:HDGK; West Palm Beach, FL"
1474,417358784002,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:44 am Signed for by:LLAWRENCE; Yuma, AZ"
1517,417358784138,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:08 pm Signed for by:RROSE; Pompano Beach, FL"
1522,417358784160,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:44 pm Signed for by:CCROSTON; Elkins, WV"
1589,417358784414,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:18 am Signed for by:JJENN; Delray Beach, FL"
1610,417358784491,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:48 am Signed for by:NNICOLE; Rochester, NY"
1614,417358784506,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 4:11 pm; Durham, NC; Left in storage unit.Signature Service not requested."
1615,417358784517,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:07 am Signed for by:RGARCIA; Pittsburg, CA"
1619,417358784539,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:06 am Signed for by:MMARIE; Rochester, NY"
1642,417358784609,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 8:36 am Signed for by:CBUSH; Charlotte, MI"
1653,417358784631,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:53 pm Signed for by:MLIWIS; Weston, WV"
1963,417358786005,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:14 am Signed for by:LLISETTE; Turlock, CA"
1964,417358786016,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:32 am Signed for by:LLAUREL; Westerly, RI"
1966,417358786027,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:27 am Signed for by:ASCHLAFFER; Geneseo, NY"
2005,417358786196,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:14 am Signed for by:MGORDON; Kannapolis, NC"
2014,417358786233,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:11 pm Signed for by:CBYER; Houghton Lake, MI"
2025,417358786288,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:48 am Signed for by:KKCKEVEGER; Tracy, CA"
2031,417358786314,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:57 am Signed for by:DDONALD; Union City, CA"
2041,417358786336,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:50 pm Signed for by:JKIRBY; Pennsville, NJ"
2043,417358786347,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:04 pm Signed for by:KLORI; Warsaw, NY"
2044,417358786358,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:42 am Signed for by:MDAWAY; Chico, CA"
2053,417358786391,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:47 am Signed for by:SSALABRIA; Willows, CA"
2061,417358786440,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:23 am Signed for by:RWATSON; Plainwell, MI"
2080,417358786472,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 8:49 am Signed for by:BBLACK; Battle Creek, MI"
2089,417358786509,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:11 am Signed for by:TMCCRACKEN; Bristol, VA"
2090,417358786510,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:03 am Signed for by:KKAREN; Franklin, NJ"
2104,417358786586,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:08 am Signed for by:DSHAW; Newburgh, NY"
2114,417358786623,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:49 am Signed for by:NBOYETT; Chipley, FL"
2118,417358786656,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:23 pm Signed for by:SKAANTA; Lunenburg, MA"
2119,417358786667,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:25 am Signed for by:JJOSE; Milpitas, CA"
2120,417358786678,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:39 am Signed for by:PPAGE; Norwich, NY"
2127,417358786690,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:56 am Signed for by:KHANSON; Wausau, WI"
2129,417358786715,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:35 am Signed for by:AMCBRIDE; Clearfield, PA"
2161,417358786884,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:52 am Signed for by:FDIPANSHU; Pleasanton, CA"
2184,417358786987,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:52 am Signed for by:JJESSICA; Seekonk, MA"
2190,417358787012,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:54 am Signed for by:CCASTRO; Woodland, CA"
2191,417358787023,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:41 am Signed for by:RKERR; Bryan, OH"
2224,417358787148,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:11 am Signed for by:MBAILEY; Williston, VT"
2232,417358787192,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:38 am Signed for by:NVELEZ; Branford, CT"
2238,417358787218,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:48 am Signed for by:VGARIA; Muskegon, MI"
528,417358787402,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:14 pm Signed for by:KWHITE; Bradenton, FL"
563,417358787413,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:19 am Signed for by:DDOYLE; Orange City, FL"
582,417358787435,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:40 am Signed for by:LLIKE; Port Orange, FL"
599,417358787490,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:22 pm Signed for by:BPRUITT; Kingsport, TN"
613,417358787516,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:23 am Signed for by:MMARY; Ormond Beach, FL"
623,417358787538,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:08 pm Signed for by:ABE; North Fort Myers, FL"
632,417358787560,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:58 am Signed for by:CCAMPBELL; Mount Pleasant, SC"
646,417358787593,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:53 am Signed for by:LFOWLER; Anamosa, IA"
647,417358787608,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:33 am Signed for by:TWILLIAMS; Grinnell, IA"
750,417358787674,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 2:22 pm Signed for by:AABBY; Independence, IA"
778,417358787700,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:24 pm Signed for by:DJASINSKI; Punta Gorda, FL"
784,417358787711,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:01 am Signed for by:TALAARA; Mount Pleasant, IA"
826,417358787755,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:07 am Signed for by:DDONNA; Farmington, NM"
858,417358787777,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:32 am Signed for by:LHARRIS; Cairo, GA"
889,417358787825,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:00 am Signed for by:MDIANA; Thomasville, GA"
925,417358787847,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:17 am Signed for by:LLOMBERA; Seffner, FL"
928,417358787858,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:55 am Signed for by:AALYCE; Saint Johns, FL"
929,417358787869,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:12 am Signed for by:WWALMART; Port Saint Lucie, FL"
960,417358787917,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:33 pm Signed for by:DDCHAN; Dunnellon, FL"
973,417358787928,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:57 am Signed for by:TTINA; Fort Pierce, FL"
1010,417358787961,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:34 pm Signed for by:DMCNEIL; Rockingham, NC"
1079,417358788100,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:45 am Signed for by:SSAVANNAH; New Smyrna Beach, FL"
1085,417358788111,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:56 pm Signed for by:HXKHF; Port Richey, FL"
1097,417358788144,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:18 am Signed for by:HCAUDLE; Aberdeen, NC"
1155,417358788225,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:56 am Signed for by:PCOOPER; Lumberton, NC"
1156,417358788236,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:54 am Signed for by:LSHUFORD; Mooresville, NC"
1166,417358788269,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:26 am Signed for by:KCALLAHAN; Elizabethtown, NC"
1182,417358788270,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:35 pm Signed for by:SSANDERS; Palm Coast, FL"
1191,417358788291,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:34 am Signed for by:EEARLY; Hillsborough, NC"
1238,417358788350,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:44 am Signed for by:CBONNET; Fayetteville, NC"
1255,417358788394,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:24 am Signed for by:WCAIN; Laurinburg, NC"
1268,417358788410,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:21 pm Signed for by:WWARD; Whiteville, NC"
1309,417358788501,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:55 am Signed for by:RPOFF; Salem, VA"
1312,417358788512,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:25 am Signed for by:WWALMART; Spring Lake, NC"
1328,417358788534,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:56 am Signed for by:MMORA; Winslow, AZ"
1336,417358788545,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:05 am Signed for by:CCAROL; Marion, VA"
1348,417358788567,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:15 am Signed for by:EGEIOU; Wilmington, NC"
1349,417358788578,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:59 am Signed for by:JJANETTE; Fort Lauderdale, FL"
1355,417358788590,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:26 pm Signed for by:HHODGE; Morehead City, NC"
1358,417358788604,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:38 pm Signed for by:BBOWAN; Walterboro, SC"
1388,417358788681,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 12:01 pm Signed for by:RRUDYY; Kendallville, IN"
1391,417358788692,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:36 am Signed for by:RCONE; Daytona Beach, FL"
1392,417358788707,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:04 am Signed for by:PPCOOK; Wilmington, NC"
1416,417358788773,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:55 am Signed for by:ADURBIN; Napoleon, OH"
1419,417358788784,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:53 am Signed for by:BLOVEL; Fort Wayne, IN"
1425,417358788795,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:19 am Signed for by:CLEFFERS; Columbia City, IN"
2284,417358788865,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:07 am Signed for by:HHELEN; Naugatuck, CT"
2287,417358788887,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:53 am Signed for by:BBRENDA; New Castle, PA"
2299,417358788935,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:25 am Signed for by:AALFANSO; Cromwell, CT"
2366,417358789140,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:19 am Signed for by:SSOARES; North Attleboro, MA"
2371,417358789184,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:35 am Signed for by:BBUTTNER; Wallingford, CT"
2373,417358789195,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 8:19 am Signed for by:DDOROTHY; Warwick, RI"
2386,417358789200,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:39 am Signed for by:SDGBL; Ware, MA"
2797,417358790317,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 9:51 am Signed for by:ABARTLEY; Sturbridge, MA"
2808,417358790340,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:50 am Signed for by:NGERBOC; Midlothian, VA"
2809,417358790350,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 10:39 am Signed for by:DHOUCK; Buckhannon, WV"
2813,417358790361,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 4:35 pm Signed for by:BBARTH; Marshfield, WI"
2819,417358790372,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:16 am Signed for by:DNEUMAN; Bluffton, IN"
2825,417358790409,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 1:07 pm Signed for by:DMS; Old Bridge, NJ"
5028,417358792798,9/27/2024,Delivered,9/30/2024,"Delivered: 9/30/2024 11:39 am Signed for by:JSMITH; Toledo, OH"
