Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
167,4687,3,2,2
167,5239,5,4,4
168,1670,0,0,0
168,1777,5,3,4
168,2145,6,4,5
168,2252,6,4,4
168,2614,6,4,4
168,2641,5,4,4
168,3810,3,2,2
168,4612,4,4,4
170,2068,5,4,5
170,2096,3,1,1
170,2445,3,2,2
170,2446,5,4,4
170,2650,4,3,3
170,3564,6,3,3
170,5649,3,2,2
171,8331,10,7,8
172,5293,21,15,15
172,5295,9,6,6
173,2284,7,5,5
173,3803,0,0,0
174,2003,3,2,2
174,2294,2,1,1
174,2365,5,4,5
174,2368,6,4,4
174,2497,5,4,4
174,2503,3,1,1
175,2651,4,2,2
175,3078,3,1,1
175,3469,5,4,4
175,4153,4,2,3
175,5201,0,0,0
176,3912,3,1,1
176,5447,5,3,4
176,5867,5,3,3
176,7636,,,2
178,1977,5,3,3
178,2195,2,1,1
178,3236,4,3,3
178,3830,4,3,3
178,5012,5,3,4
178,5142,3,2,2
178,5414,3,2,3
179,1797,4,3,3
179,1856,6,5,5
179,1924,9,7,8
179,1932,6,4,4
179,2013,6,5,5
179,2047,6,5,5
179,2143,5,4,4
179,2178,5,4,4
179,5076,5,4,4
180,1866,4,3,3
180,1868,7,5,5
180,1939,6,4,4
180,2046,6,4,4
180,2140,3,2,2
180,2183,4,3,4
180,2202,5,3,3
180,2634,5,3,3
180,3269,4,2,2
181,1975,6,5,5
181,2369,4,2,3
181,2639,4,3,3
181,2682,4,2,2
181,2758,2,1,1
181,4156,4,3,3
181,4389,4,3,4
183,1698,3,2,2
183,1749,4,3,3
183,1788,3,2,2
183,1954,3,3,3
183,2055,4,3,3
183,2130,2,1,1
183,2153,3,2,2
183,2330,5,3,3
184,1753,3,2,2
184,1796,4,3,3
184,1907,4,3,3
184,2142,3,2,2
184,2399,4,2,2
187,1871,10,8,8
187,1946,7,6,6
187,1994,10,8,8
187,2092,2,2,2
187,2116,9,5,5
187,2424,4,3,3
187,3329,7,5,5
187,3334,5,3,4
187,4403,6,4,5
187,5497,8,6,6
187,5498,5,4,4
188,1940,7,4,4
188,1997,6,4,4
188,2056,6,4,4
188,2097,4,2,2
188,2152,5,4,4
188,2351,5,3,3
188,2370,5,3,3
188,2504,6,3,3
188,2844,7,4,4
188,3583,5,4,4
189,1677,7,5,5
189,1806,8,6,6
189,2093,10,8,8
189,2146,6,4,5
189,2234,10,7,8
189,2285,8,6,7
189,2444,8,6,6
189,2874,7,5,6
190,1781,7,6,6
190,1835,10,7,8
190,1976,8,6,7
190,2120,9,7,7
190,2135,6,5,5
190,2262,8,6,7
190,2992,9,7,7
190,3221,5,3,4
190,5240,5,4,4
190,5732,7,5,5
191,1705,6,5,5
191,1830,7,5,5
191,1831,7,5,5
191,1926,6,5,5
191,2166,9,5,5
191,2581,8,6,6
191,2911,7,5,6
191,3332,8,6,7
191,5242,8,6,6
192,1619,6,4,4
192,1673,6,5,5
192,1731,5,3,3
192,1744,7,5,5
192,1813,7,5,6
192,2785,4,2,2
192,3280,6,4,4
192,3842,5,4,4
192,5282,7,5,5
194,1949,7,5,5
194,1966,8,4,4
194,1973,9,7,7
194,2159,14,12,12
194,2164,6,4,4
194,2405,7,5,6
194,2859,9,6,6
194,5027,12,10,10
195,1909,12,10,9
195,1993,7,5,6
195,2088,7,5,5
195,2107,7,5,6
195,2210,6,4,5
195,2355,6,4,4
195,2586,8,6,6
195,3607,5,3,3
195,4597,6,4,4
196,1542,8,8,9
196,1936,7,6,7
196,2079,6,4,5
196,2100,6,5,5
196,2338,7,6,6
196,2358,6,5,6
196,2417,5,4,4
196,2434,5,4,4
196,2522,5,3,3
196,2545,6,5,5
197,1790,16,14,14
197,2631,9,7,8
197,2872,11,10,10
197,2912,15,12,12
197,3336,6,5,6
197,3476,8,6,7
197,4383,12,10,11
197,5761,5,4,4
197,5842,11,9,10
200,1791,6,5,6
200,1923,5,5,5
200,1942,5,4,4
200,2102,4,3,3
200,2238,8,6,6
200,2493,4,3,3
200,2567,4,3,4
200,3328,5,4,4
200,3453,6,4,4
200,3458,8,6,6
200,3876,4,3,4
200,5386,4,3,3
201,1540,7,5,5
201,2010,9,7,8
201,2061,8,6,6
201,2062,7,6,6
201,2678,7,5,6
201,3436,6,5,6
201,4439,7,5,6
201,5064,5,4,4
201,5065,5,4,4
201,5280,4,4,4
202,1593,6,5,5
202,1642,5,4,4
202,1771,6,4,4
202,1809,6,5,6
202,1836,9,8,9
202,2080,10,8,8
202,2620,6,4,5
202,3791,5,4,4
202,5160,12,10,11
202,5411,4,3,3
202,5472,4,3,4
203,1423,5,3,3
203,1733,5,4,5
203,1754,6,5,5
203,2618,3,3,3
203,2700,5,4,4
203,2866,0,0,0
203,2869,6,5,6
203,4540,5,4,4
203,5048,3,2,2
203,5893,3,2,2
204,1422,6,4,5
204,1428,9,7,8
204,1432,7,5,6
204,1719,9,7,7
204,1752,7,5,6
204,2014,8,7,8
204,2619,7,6,7
204,2644,6,5,5
204,5097,7,5,5
204,5159,34,31,31
204,5376,7,6,7
205,1592,7,5,6
205,1611,10,8,10
205,1798,7,6,7
205,1928,8,7,8
205,1987,10,8,8
205,2273,11,8,8
205,2354,6,5,6
205,2693,8,7,8
205,3632,7,6,6
205,3726,9,7,7
205,4243,10,8,9
206,2558,1,1,1
206,2559,6,5,6
206,2692,9,7,8
206,2873,4,3,4
206,2959,15,13,13
206,3487,5,3,4
206,4424,10,8,10
206,4660,5,4,4
206,5844,11,10,11
207,1416,5,4,4
207,1913,4,3,4
207,2191,8,6,7
207,2350,7,5,6
207,3445,7,6,6
207,4479,6,5,5
207,5028,8,6,7
207,5029,11,9,10
207,5030,6,5,5
207,5385,6,5,5
208,1707,10,8,9
208,2063,10,8,9
208,2197,14,11,13
208,2211,10,8,9
208,2506,6,4,5
208,2541,9,8,9
208,2910,8,7,8
208,3722,11,9,9
208,3860,9,7,8
209,1863,11,10,10
209,1927,12,10,11
209,2313,7,5,6
209,2359,15,13,14
209,2362,14,12,12
209,3250,6,5,5
209,3293,8,6,7
209,3608,10,8,8
209,5387,9,8,9
213,1429,9,8,9
213,1445,3,3,3
213,1448,10,9,10
213,1539,13,10,11
213,1622,6,5,6
213,1628,5,4,5
213,1986,9,8,9
213,2613,6,6,6
213,3809,5,4,4
213,5309,9,7,8
213,5471,9,7,8
214,1839,15,13,13
214,2073,11,10,11
214,2266,8,7,7
214,2316,8,6,7
214,4255,14,11,12
214,4285,14,11,11
214,5066,9,8,8
214,5082,9,7,8
215,1812,6,6,6
215,1894,8,7,8
215,1911,12,10,11
215,2323,7,5,6
215,2361,0,0,0
215,2914,12,10,12
215,2966,12,11,11
215,5285,10,8,9
215,5410,12,10,11
216,1724,5,3,4
216,1782,14,12,13
216,1937,9,8,8
216,2078,11,9,10
216,2115,11,9,10
216,2149,9,7,8
216,2209,14,12,13
216,2684,8,7,8
216,2823,10,8,10
216,2852,8,7,7
216,3262,14,12,13
216,3581,12,10,12
217,1239,6,5,5
217,1595,7,5,5
217,2426,7,5,6
217,2471,3,2,2
217,2725,4,3,3
217,2774,3,2,2
217,3812,3,2,2
217,5185,13,10,11
217,5203,6,5,6
218,1368,12,11,11
218,1427,9,7,8
218,1519,13,11,12
218,1564,15,12,13
218,2400,16,14,16
218,2572,8,7,8
218,2605,12,10,11
218,3251,10,7,8
218,3282,8,6,7
218,3486,10,8,9
218,3515,12,10,11
219,1594,11,9,10
219,2098,8,6,6
219,2726,9,7,8
219,3447,7,5,6
219,3580,11,10,11
219,3792,10,8,9
219,5184,9,7,8
219,5466,10,8,9
219,5857,4,3,3
221,1289,14,11,12
221,1407,5,4,4
221,1441,3,2,2
221,1503,5,4,4
221,1504,5,3,4
221,2309,4,3,3
221,2441,6,5,5
221,3502,6,5,5
221,3571,6,4,5
221,3784,9,7,7
221,5499,4,3,3
222,1264,8,7,8
222,1330,10,8,9
222,1333,7,5,5
222,1433,7,6,6
222,1718,8,6,7
222,1750,9,8,9
222,2542,5,3,4
222,3206,10,8,9
222,3300,6,5,6
222,3840,7,6,6
222,5355,7,6,7
223,1331,8,7,7
223,1410,7,5,6
223,1463,8,7,8
223,1495,8,7,8
223,2124,7,5,6
223,2429,7,6,7
223,3641,8,6,6
223,3765,5,4,5
223,3783,7,5,5
223,5104,6,4,5
223,5409,9,6,6
225,1443,7,6,7
225,1510,9,7,7
225,1521,4,2,2
225,1961,6,5,5
225,2250,4,3,3
225,2447,4,3,3
225,2967,7,5,6
225,3342,8,7,8
225,3749,4,3,3
225,4609,6,5,5
226,1623,10,8,8
226,1884,8,6,7
226,1945,6,5,5
226,2024,7,6,7
226,2064,5,4,4
226,2208,11,9,10
226,2480,8,6,7
226,2543,6,5,5
226,4276,4,3,4
227,1948,8,7,8
227,2193,12,10,11
227,2300,8,7,8
227,2588,11,9,10
227,3738,6,6,6
227,3838,9,8,8
227,4644,4,4,4
228,1656,7,6,6
228,2278,9,7,8
228,2561,5,4,5
228,2597,8,6,7
228,2674,6,4,5
228,2909,4,3,4
228,3253,5,3,4
228,3281,6,5,5
228,3429,7,5,6
228,3514,7,6,6
228,5360,5,4,4
228,5445,7,6,6
229,1568,11,9,10
229,1770,6,5,5
229,1820,6,5,6
229,1883,6,6,6
229,1885,11,9,11
229,2287,9,8,9
229,2540,6,5,5
229,3223,9,8,9
229,4643,5,4,4
231,1765,10,6,6
231,1935,13,11,11
231,2059,7,6,7
231,2318,8,6,6
231,2502,7,6,6
231,2663,7,5,6
231,2664,5,3,3
231,3228,5,5,5
231,5241,8,7,8
231,5356,5,3,4
232,1644,4,3,3
232,1794,5,4,4
232,2169,7,6,7
232,2185,3,3,3
232,2255,5,4,4
232,2481,5,4,4
232,2528,6,5,5
232,2535,7,6,6
232,3412,4,2,2
232,3634,5,4,4
233,1529,8,6,6
233,2023,4,3,3
233,2205,8,5,5
233,2334,5,3,4
233,2340,5,4,4
233,2519,10,5,5
233,2888,4,3,3
233,4404,6,5,5
234,1591,4,3,3
234,1823,9,6,6
234,1850,9,6,6
234,1886,5,4,4
234,2574,5,4,4
234,3633,10,7,7
234,5358,5,4,4
234,5469,7,5,5
234,5888,3,2,3
235,1739,12,10,12
235,2019,14,11,12
235,2199,11,9,9
235,2281,15,11,12
235,2420,11,9,10
235,2611,8,5,5
235,4501,6,5,6
235,5088,6,5,6
235,5379,7,6,6
235,5446,7,6,6
237,1607,6,4,4
237,1640,3,2,2
237,1769,10,9,9
237,1792,6,4,4
237,2049,7,5,6
237,2129,7,5,5
237,2230,5,4,4
237,4348,5,4,4
237,5470,5,3,3
238,1479,8,7,8
238,1487,8,7,7
238,1618,10,9,9
238,2276,8,7,7
238,2544,11,9,10
238,2817,11,8,9
238,2818,16,13,13
238,4631,10,8,9
239,1480,5,4,4
239,1665,11,10,11
239,1728,10,8,9
239,1729,6,5,6
239,1745,10,8,9
239,1758,8,7,8
239,2035,8,7,8
239,2275,4,3,3
239,2388,6,5,6
239,3747,10,9,10
239,5374,8,6,7
242,497,10,7,7
242,526,6,3,3
242,1053,9,7,7
242,3294,8,6,6
242,4450,5,3,4
242,5417,11,8,8
242,5418,6,4,4
242,7290,5,3,3
243,922,10,8,9
243,1033,7,5,6
243,1142,7,6,7
243,1157,8,9,11
243,1160,10,8,9
243,1180,8,7,8
243,1327,12,10,11
243,1476,14,11,12
243,2691,12,8,8
243,2968,8,5,6
243,7087,8,7,7
246,854,8,7,7
246,1329,7,6,7
246,1547,8,6,7
246,1962,13,11,12
246,2339,5,4,5
246,2771,7,5,6
246,3851,8,7,8
247,1294,13,10,12
247,1304,8,7,8
247,1378,7,6,6
247,1425,6,5,5
247,1566,6,5,5
247,1639,5,3,4
247,1667,8,6,7
247,1978,9,8,9
247,2311,6,5,6
247,2679,7,6,7
247,4399,6,5,6
248,1388,7,5,6
248,1419,5,4,5
248,1570,7,6,6
248,1647,6,5,5
248,1709,8,7,7
248,1804,7,6,6
248,2819,6,4,4
248,4230,6,4,5
248,4231,7,5,6
248,5025,8,7,7
249,884,10,8,9
249,1141,13,11,12
249,1459,7,6,7
249,1580,10,7,8
249,2787,5,4,4
249,3435,9,7,8
249,3529,7,5,5
249,5443,12,10,11
249,5483,11,9,9
251,828,9,7,8
251,902,8,7,8
251,995,11,9,9
251,1310,10,7,8
251,1356,10,9,10
251,1629,0,0,0
251,1991,8,7,8
251,4235,13,8,9
251,4417,11,9,11
253,143,8,7,8
253,204,7,6,7
253,282,10,8,9
253,294,4,3,3
253,430,8,6,7
253,431,8,6,6
253,491,11,8,9
253,653,11,9,10
253,655,9,6,7
253,736,8,7,8
253,3362,11,10,10
254,257,3,1,1
254,299,11,8,9
254,333,4,3,3
254,694,5,3,4
254,701,4,2,2
254,1263,8,6,6
254,1341,8,6,6
254,1676,5,3,3
254,3363,5,3,4
254,5236,7,6,6
254,5728,6,5,5
256,445,13,10,12
256,589,13,10,11
256,709,16,13,15
256,729,10,9,10
256,1165,14,12,12
256,1170,6,5,5
256,1675,7,5,5
256,4118,13,10,11
256,6931,6,4,4
257,569,10,8,9
257,665,10,8,9
257,689,16,13,15
257,711,15,12,14
257,719,16,13,15
257,825,10,8,9
257,1048,12,9,10
257,1190,16,13,14
257,1234,12,9,10
257,2654,6,4,4
258,552,1,1,1
258,739,17,14,16
258,1113,27,21,23
258,1233,26,23,25
258,1247,33,27,30
258,1259,19,15,17
258,1505,22,19,21
259,591,11,9,10
259,702,19,9,9
259,1139,20,16,18
259,1140,16,12,13
259,1426,14,12,14
259,1478,14,12,13
259,1569,14,11,13
259,2638,11,9,10
259,3894,10,7,8
259,4461,9,7,8
260,493,11,9,9
260,507,9,6,7
260,519,10,8,8
260,571,12,8,9
260,584,11,9,10
260,692,14,11,12
260,720,11,8,9
260,1210,12,9,10
260,2628,7,5,5
260,2783,7,5,6
262,844,9,6,6
262,852,5,4,4
262,1003,6,5,5
262,1307,8,7,7
262,1386,6,5,5
262,1548,6,4,5
262,2956,9,7,7
262,4323,5,4,5
262,4699,4,2,3
263,802,5,3,4
263,933,5,4,4
263,958,5,3,4
263,1490,8,6,7
263,1740,9,7,8
263,1955,7,6,7
263,2532,7,5,5
263,3837,6,5,6
263,5044,3,2,2
263,5398,8,6,7
264,786,7,5,6
264,1420,4,3,3
264,1553,4,3,3
264,1814,5,3,4
264,1848,3,2,2
264,1898,3,2,2
264,4405,5,4,5
264,5352,4,2,3
264,5442,4,2,3
265,1401,5,4,4
265,1596,4,4,4
265,2215,4,3,3
265,3400,7,5,5
265,3790,7,5,5
265,4286,6,4,5
265,4531,6,4,4
266,1256,8,6,6
266,1497,8,6,7
266,1556,6,4,4
266,3601,7,5,6
266,4049,9,7,8
266,4529,5,4,4
266,5486,7,5,6
266,5965,10,8,8
267,1998,4,3,3
267,2204,9,6,7
267,3725,3,2,2
267,5402,7,5,5
267,5617,4,3,3
268,1681,3,2,2
268,1737,4,3,3
268,1892,9,7,7
268,1897,3,2,2
268,1938,9,7,8
268,3004,10,8,10
268,5485,9,7,7
269,1228,6,5,6
269,1404,3,2,2
269,1668,6,4,4
269,1735,3,2,2
269,3891,7,5,6
269,3893,7,5,5
269,5199,6,5,5
270,1211,3,2,2
270,1377,5,4,5
270,1413,7,5,5
270,1531,5,3,4
270,3434,4,3,3
270,3597,8,6,7
270,4641,5,3,4
270,5060,3,2,2
271,196,5,3,3
271,216,10,7,8
271,222,6,4,5
271,233,6,3,3
271,237,8,7,7
271,252,5,2,3
271,262,6,5,5
271,302,5,3,4
271,833,4,3,3
272,198,6,4,4
272,213,11,7,7
272,224,8,6,6
272,317,6,4,5
272,435,5,4,4
272,436,3,2,2
272,454,4,3,3
272,506,5,3,3
272,936,11,8,8
272,1395,7,5,5
272,4259,5,3,3
273,254,5,4,4
273,422,6,4,4
273,481,8,6,7
273,550,5,3,3
273,612,5,4,4
273,798,5,3,3
273,1093,5,4,4
273,1734,6,4,5
273,2491,8,6,7
273,2934,7,5,5
273,3255,7,5,5
273,5403,7,5,5
275,200,9,8,9
275,334,5,3,3
275,343,9,6,6
275,609,9,7,8
275,1451,3,2,3
275,1454,8,7,8
275,1602,6,4,4
275,1690,12,8,9
275,2728,9,6,7
275,3210,10,7,7
275,3602,8,6,6
278,197,6,5,6
278,199,6,5,5
278,603,9,7,8
278,1028,7,6,7
278,1125,7,6,6
278,1421,6,4,5
278,3459,5,4,5
278,3460,7,6,6
278,5157,5,3,3
279,633,6,5,5
279,636,5,3,4
279,775,8,6,7
279,796,10,8,9
279,891,8,6,7
279,2231,8,7,7
279,4511,7,5,6
279,5399,6,5,5
280,1674,12,8,8
280,1703,14,12,12
280,2233,10,7,7
280,2357,7,5,5
280,2566,9,7,8
280,2756,8,5,5
280,2790,10,8,8
280,4423,18,14,14
281,1968,9,6,7
281,2045,13,8,8
281,2577,8,5,6
281,3489,8,6,7
281,3780,13,9,9
282,1875,7,6,7
282,2279,4,4,4
282,2435,10,8,9
282,5382,5,4,5
283,1985,2,2,2
283,3035,5,4,5
283,5753,9,7,8
283,5936,1,1,1
283,5968,3,2,3
284,1736,6,5,6
284,1741,10,8,8
284,1860,8,6,7
284,3802,11,8,8
284,5039,10,8,9
284,5450,9,7,8
284,5795,6,5,5
285,1890,11,8,8
285,2272,6,6,6
285,2460,10,7,8
285,2514,7,6,7
285,2560,10,7,7
285,2791,6,4,5
285,2931,7,5,6
285,3843,13,10,11
285,4378,5,4,5
286,1406,10,8,8
286,1825,8,7,7
286,2437,9,7,8
286,2564,7,6,7
286,2647,7,6,7
286,3344,15,11,12
286,3573,4,3,4
286,4514,9,7,7
286,5105,11,9,10
286,6952,9,8,8
287,1523,6,5,5
287,1525,9,7,7
287,1730,10,8,9
287,2295,5,4,5
287,2795,7,5,6
287,3869,2,2,2
287,4191,2,2,2
287,4350,5,4,4
287,7032,10,9,10
288,1631,10,7,8
288,1682,13,8,8
288,1687,11,6,6
288,1759,12,10,11
288,1773,9,7,8
288,3214,11,8,8
288,3219,9,7,8
288,3265,15,13,14
288,3831,6,3,3
288,4623,7,5,5
289,1688,6,5,5
289,1811,10,8,8
289,1841,9,6,7
289,2529,11,9,10
289,3216,9,7,8
289,3644,13,8,8
289,4064,12,10,10
289,5253,6,5,5
289,5488,4,3,4
289,5922,5,4,4
290,1424,11,9,10
290,1524,9,8,9
290,1969,7,5,5
290,2160,7,6,7
290,2808,8,7,8
290,2821,6,4,4
290,4476,8,7,7
290,5847,7,5,5
291,1833,8,8,9
291,1852,8,7,7
291,2136,13,11,12
291,2438,8,7,8
291,2520,8,7,8
291,3588,7,6,6
291,4258,8,7,7
291,4638,8,7,8
291,5343,16,15,16
291,5731,6,5,6
292,1904,5,4,4
292,2015,5,4,4
292,2038,5,4,4
292,3077,6,5,6
292,3639,1,1,1
292,5880,3,2,3
292,5969,2,2,2
293,2412,12,8,8
293,2436,13,8,8
293,2850,9,7,7
293,3720,12,7,7
293,3804,8,6,6
294,1036,14,11,12
294,1179,8,6,6
294,1217,8,7,7
294,1242,9,6,7
294,1317,0,0,3
294,1663,13,10,11
294,2440,9,6,7
294,4334,13,10,11
294,4428,7,5,5
296,1191,6,5,5
296,1287,10,9,10
296,1288,8,7,7
296,1579,6,3,3
296,2137,4,3,3
296,2256,13,9,9
296,2845,7,6,6
296,3182,2,2,2
296,3612,6,6,6
296,5346,8,7,8
297,1614,4,3,4
297,1953,9,5,5
297,2058,5,2,2
297,4250,5,4,4
297,4484,9,5,5
297,5118,5,4,5
297,5254,10,6,7
297,5292,9,5,6
298,1132,13,12,14
298,1498,4,4,4
298,1558,13,11,12
298,1842,6,5,5
298,2704,10,9,10
298,3304,6,5,6
298,3305,9,7,8
298,3658,6,5,5
298,5320,9,7,8
299,1237,13,8,9
299,1321,13,9,9
299,1372,5,4,4
299,1664,11,6,6
299,2247,4,3,3
299,2836,6,5,6
299,3889,3,3,3
299,4458,4,3,4
299,4499,12,9,9
299,4564,10,7,7
299,5046,13,8,8
299,5743,8,6,6
300,1268,13,9,9
300,1348,10,6,6
300,1352,8,4,4
300,1392,8,5,5
300,1767,11,7,7
300,2580,10,6,6
300,2772,9,6,6
300,4065,9,5,5
300,4273,12,7,8
300,7243,6,3,3
301,1197,13,8,8
301,1354,10,6,7
301,1379,10,8,8
301,1502,16,12,12
301,1527,13,10,11
301,1641,7,4,4
301,1950,5,3,4
301,2000,7,3,3
301,2730,7,3,3
301,4459,9,4,5
301,5851,8,5,5
302,1236,10,5,5
302,1298,12,10,10
302,1300,9,6,6
302,1355,11,7,8
302,1661,9,4,4
302,3701,7,3,3
302,3825,10,7,7
302,3864,14,11,11
302,7009,10,8,8
302,7179,12,9,8
302,7238,4,2,2
304,948,8,7,7
304,1039,14,12,14
304,1060,12,10,11
304,1064,12,10,12
304,1096,9,8,9
304,1131,7,6,7
304,1290,13,12,13
304,1337,11,9,10
304,1662,13,10,12
304,4224,10,8,9
304,4410,8,7,8
305,1034,12,11,12
305,1209,9,8,10
305,1385,8,6,7
305,1464,5,4,4
305,4274,9,8,9
305,4594,7,6,7
305,5085,8,6,7
305,5298,9,8,8
305,5481,6,5,6
305,5745,9,7,8
306,1027,7,6,7
306,1133,9,8,9
306,1156,7,6,7
306,2005,11,10,11
306,2134,6,17,19
306,4574,5,4,5
306,5747,8,6,7
306,5879,6,5,6
308,1322,10,8,9
308,1552,8,7,8
308,1613,7,6,6
308,1849,9,7,8
308,2472,8,7,7
308,2793,10,8,9
308,3503,13,11,12
308,3626,10,8,9
308,4477,5,5,5
308,6789,10,9,10
309,877,10,7,8
309,1010,11,9,10
309,1097,9,7,8
309,1255,11,7,8
309,1452,4,2,2
309,1666,3,2,3
309,2908,6,5,6
309,3371,5,4,4
309,3700,6,5,5
309,5063,6,4,4
310,1155,12,8,7
310,1238,10,8,10
310,1261,8,7,8
310,1312,7,6,7
310,1774,14,12,14
310,2929,10,9,10
310,3595,10,9,10
310,5489,9,5,5
310,5787,5,4,5
310,6879,11,9,10
310,6958,11,10,11
311,154,13,10,11
311,1023,15,14,16
311,1302,20,17,20
311,1763,14,12,14
311,2089,13,10,12
311,2761,11,8,9
311,3270,12,10,12
311,3303,9,7,7
311,3480,10,8,9
311,3772,13,10,11
312,1243,9,8,9
312,1292,9,8,9
312,1301,6,6,6
312,1309,7,6,6
312,1652,8,7,8
312,2312,5,4,5
312,2337,10,8,9
312,2762,6,6,6
312,3243,9,8,9
312,3770,7,6,7
314,1345,7,6,7
314,1465,11,8,9
314,1486,10,9,10
314,1934,12,7,7
314,2645,7,6,6
314,2705,9,4,4
314,2805,4,2,2
314,3768,7,6,7
314,4636,6,6,6
315,1335,10,8,10
315,1344,12,9,10
315,1350,9,8,9
315,1399,6,6,6
315,1726,7,5,5
315,1780,4,3,4
315,2565,9,7,8
315,2807,7,6,6
315,4682,10,8,8
315,4697,6,5,5
315,5117,11,9,11
316,1450,9,7,8
316,2244,11,8,9
316,2548,14,10,11
316,2576,12,9,11
316,2610,16,13,15
316,2792,5,3,4
316,2810,6,5,5
316,2849,7,5,6
316,4277,19,16,16
316,5296,8,7,8
317,1351,13,11,12
317,1360,9,7,8
317,1477,16,12,12
317,1499,12,11,12
317,2036,14,11,12
317,2646,6,6,7
317,2662,9,7,8
317,2933,11,10,11
317,4278,8,6,7
317,5319,13,10,12
317,6951,7,5,5
320,1522,14,9,10
320,1544,13,12,12
320,1653,9,8,8
320,1714,14,12,13
320,2027,15,13,13
320,2083,8,7,8
320,2474,15,13,13
320,2696,8,7,7
320,2809,12,6,6
320,2833,7,6,6
320,2894,9,6,6
320,3215,8,7,8
320,4372,6,4,5
321,16,16,12,13
321,55,9,6,6
321,66,14,10,11
321,67,12,9,10
321,125,18,14,16
321,141,16,13,14
321,230,1,1,1
321,279,7,5,5
321,358,16,12,13
321,388,11,8,9
321,3231,10,7,8
322,2,17,13,15
322,54,11,8,8
322,76,10,7,8
322,144,14,10,11
322,359,14,11,12
322,373,6,4,4
322,914,10,6,7
323,1,13,9,9
323,4,19,17,17
323,100,16,10,11
323,4108,12,9,9
323,5260,14,10,11
323,5261,16,10,11
324,85,15,12,13
324,124,10,7,8
324,126,10,6,6
324,3230,18,14,14
324,4460,10,8,8
324,5244,8,4,4
324,5706,10,6,7
325,33,10,6,6
325,52,13,9,10
325,58,16,13,14
325,127,10,8,8
325,133,4,3,3
325,261,13,9,10
325,296,10,7,7
325,318,10,7,8
325,336,11,8,9
325,1065,9,6,7
325,5433,10,6,7
326,5,14,10,11
326,7,13,10,11
326,8,8,6,7
326,24,10,7,8
326,169,7,5,5
326,1105,14,10,11
326,2575,8,5,6
326,2587,15,13,14
326,4168,16,14,14
327,83,10,6,6
327,102,11,9,9
327,167,7,4,5
327,171,10,6,7
327,348,12,8,9
327,530,15,11,12
327,714,5,4,5
327,3331,18,14,15
328,11,17,13,15
328,18,8,6,7
328,71,12,9,10
328,119,18,14,16
328,157,20,16,19
328,160,11,7,8
328,281,10,7,8
328,788,8,6,7
328,1114,9,6,6
328,1147,7,4,4
329,36,16,14,15
329,45,16,11,12
329,62,8,6,7
329,68,7,6,6
329,70,11,9,10
329,74,5,4,4
329,91,7,6,6
329,128,12,9,10
329,190,13,11,12
329,229,8,6,7
333,15,17,14,15
333,32,0,0,0
333,56,7,4,4
333,379,10,7,7
333,444,9,6,7
333,1009,12,8,9
333,2175,9,6,7
333,2221,13,8,9
333,2702,11,7,8
333,4381,15,11,13
334,13,11,7,7
334,17,16,10,11
334,34,14,9,10
334,48,11,6,6
334,59,15,10,12
334,79,14,9,9
334,92,10,6,7
334,267,13,8,8
334,338,7,4,4
334,888,7,4,4
334,7249,7,3,3
335,9,14,11,12
335,19,18,15,18
335,30,11,9,9
335,37,9,8,9
335,69,10,9,10
335,82,4,3,4
335,95,8,7,7
335,122,6,4,5
335,152,8,7,8
335,188,14,9,10
335,337,5,4,5
336,21,11,9,11
336,29,11,9,10
336,65,8,7,8
336,89,9,7,8
336,101,10,9,10
336,219,11,9,11
336,354,3,3,3
336,357,5,4,5
336,815,7,6,7
336,5477,7,6,6
339,60,9,8,9
339,145,5,4,5
339,243,7,6,6
339,648,5,4,4
339,1021,6,5,6
339,1161,7,6,6
339,1188,5,4,4
339,1265,8,7,8
339,2600,2,2,2
339,2616,7,6,6
339,5313,5,4,5
339,5927,8,6,7
340,99,6,5,5
340,172,9,8,9
340,295,4,3,4
340,313,7,6,6
340,805,6,5,5
340,1177,4,3,3
340,1514,7,6,7
340,2213,5,4,5
340,2694,4,3,3
340,3061,3,3,3
340,5150,5,5,5
341,201,8,6,7
341,253,6,5,5
341,256,9,7,8
341,328,5,4,5
341,361,8,6,6
341,1071,11,9,10
341,1418,9,7,8
341,1761,8,7,7
341,4695,8,6,7
344,108,10,5,6
344,132,9,4,4
344,134,12,10,11
344,150,14,9,9
344,178,6,2,2
344,221,10,7,8
344,227,7,6,6
344,392,21,19,19
344,499,16,11,12
344,564,15,9,10
344,622,16,9,10
345,41,17,13,15
345,168,16,13,14
345,207,9,5,5
345,246,10,6,6
345,576,15,10,10
345,823,18,12,13
345,838,19,15,15
345,3055,12,7,7
347,10,18,13,15
347,12,17,11,12
347,22,13,8,9
347,28,16,10,11
347,50,11,6,6
347,63,10,5,6
347,81,11,8,8
347,90,15,11,12
347,130,22,18,20
347,374,12,7,7
349,113,13,11,12
349,162,5,4,5
349,269,19,16,17
349,271,10,6,7
349,414,7,6,6
349,420,11,9,10
349,479,14,12,13
349,1116,16,12,13
349,1148,11,9,10
349,3229,4,3,3
349,5071,20,17,19
350,129,16,13,15
350,147,13,10,11
350,151,20,14,16
350,158,7,5,5
350,185,14,12,12
350,225,6,4,5
350,947,13,9,10
350,975,14,11,12
350,1043,7,6,6
350,1295,11,8,8
351,31,13,10,11
351,47,16,13,14
