,900,901,902,903,904,905,584 (SPRING 27'),804
3641,No,No,No,No,No,No,No,No
3643,No,No,No,No,No,No,Yes,No
3644,Yes,No,Yes,Yes,Yes,Yes,No,No
3645,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3648,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3650,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3652,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3658,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3659,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3660,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3693,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3700,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3701,Yes,No,Yes,Yes,Yes,Yes,No,No
3702,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3705,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3708,No,No,No,No,No,No,Yes,No
3709,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3710,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3712,Yes,No,Yes,Yes,Yes,No,Yes,No
3716,No,No,No,No,No,No,Yes,No
3717,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3720,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3722,Yes,No,Yes,Yes,Yes,Yes,No,Yes
3725,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3726,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3728,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3729,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3730,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3731,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3732,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3733,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3734,Yes,No,Yes,Yes,Yes,Yes,No,No
3738,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3739,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3741,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3742,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3747,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3748,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3749,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3750,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3751,No,No,No,No,No,No,Yes,No
3754,Yes,No,Yes,Yes,Yes,Yes,No,No
3757,No,No,No,No,No,No,No,No
3758,No,No,No,No,No,No,Yes,No
3760,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3761,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3762,No,No,No,No,No,No,Yes,No
3763,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3764,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3765,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3768,Yes,No,Yes,Yes,Yes,No,Yes,No
3770,Yes,No,Yes,Yes,Yes,Yes,No,No
3771,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3772,Yes,No,Yes,Yes,Yes,Yes,No,No
3773,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3774,No,No,No,No,No,No,No,No
3777,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3778,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3780,No,No,No,No,No,No,No,No
3781,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3782,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3783,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3784,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3785,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3786,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3789,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3790,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3791,No,No,No,No,No,No,Yes,No
3792,No,No,No,No,No,No,Yes,No
3794,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3795,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3796,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3799,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3801,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3802,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3803,No,No,No,No,No,No,No,No
3804,No,No,No,No,No,No,Yes,No
3805,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3806,Yes,No,Yes,Yes,Yes,Yes,No,No
3807,Yes,No,Yes,Yes,Yes,Yes,No,No
3809,Yes,No,Yes,Yes,Yes,No,No,No
3810,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3812,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3823,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3824,No,No,No,No,No,No,Yes,No
3825,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3826,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3827,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3828,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3829,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3830,No,No,No,No,No,No,No,No
3831,No,No,No,No,No,No,No,No
3833,No,No,No,No,No,No,No,No
3835,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3837,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3838,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3840,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3842,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3843,Yes,No,Yes,Yes,Yes,Yes,No,No
3847,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3848,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3850,No,No,No,No,No,No,No,No
3851,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3852,Yes,No,Yes,Yes,Yes,Yes,No,No
3853,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3857,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3858,No,No,No,No,No,No,No,No
3860,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3861,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3864,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3867,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3868,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3869,Yes,No,Yes,Yes,Yes,Yes,No,No
3872,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3874,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3875,No,No,No,No,No,No,No,No
3876,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3877,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3883,Yes,No,Yes,Yes,Yes,Yes,No,No
3884,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3886,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3887,No,No,No,No,No,No,Yes,No
3888,No,No,No,No,No,No,Yes,No
3889,Yes,No,Yes,Yes,Yes,Yes,No,No
3891,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3893,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3894,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3896,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3897,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3912,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3947,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4049,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4055,No,No,No,No,No,No,Yes,No
4063,Yes,No,Yes,Yes,Yes,Yes,No,No
4064,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4065,No,No,No,No,No,No,No,No
4068,No,No,No,No,No,No,Yes,No
4101,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4102,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4103,Yes,No,Yes,Yes,Yes,Yes,No,No
4108,Yes,Yes,Yes,Yes,Yes,No,Yes,No
4111,Yes,No,Yes,Yes,Yes,Yes,No,No
4112,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4115,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4118,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4129,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4130,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4131,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4132,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4137,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4144,No,No,No,No,No,No,Yes,No
4153,No,No,No,No,No,No,No,No
4156,No,No,No,No,No,No,Yes,No
4161,Yes,No,Yes,Yes,Yes,Yes,No,No
4162,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4163,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4164,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4165,Yes,No,Yes,Yes,Yes,Yes,No,Yes
4166,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4168,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4171,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4176,Yes,No,Yes,Yes,Yes,Yes,No,No
4183,Yes,No,Yes,Yes,Yes,Yes,No,No
4185,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4187,Yes,No,Yes,Yes,Yes,Yes,No,No
4191,Yes,No,Yes,Yes,Yes,No,No,No
4194,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4195,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4200,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4201,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4202,Yes,No,Yes,Yes,Yes,Yes,No,No
4203,No,No,No,No,No,No,No,No
4208,Yes,No,Yes,Yes,Yes,Yes,No,No
4209,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4215,No,No,No,No,No,No,Yes,No
4216,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4219,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4221,No,No,No,No,No,No,No,No
4223,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4224,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4226,Yes,No,Yes,Yes,Yes,Yes,No,No
4230,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4231,No,No,No,No,No,No,Yes,No
4232,Yes,No,Yes,Yes,No,No,No,No
4235,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4237,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4238,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4239,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4240,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4241,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4243,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4244,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4246,No,No,No,No,No,No,No,No
4247,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4249,Yes,No,Yes,Yes,Yes,Yes,No,Yes
4250,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4252,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4253,Yes,No,Yes,Yes,Yes,Yes,No,No
4255,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4256,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4257,No,No,No,No,No,No,No,No
4258,No,No,No,No,No,No,No,No
4259,Yes,No,Yes,Yes,Yes,Yes,No,No
4260,No,No,No,No,No,No,Yes,No
4262,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4272,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4273,No,No,No,No,No,No,No,No
4274,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4276,No,No,No,No,No,No,Yes,No
4277,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4278,No,No,No,No,No,No,Yes,No
4279,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4281,Yes,No,Yes,Yes,Yes,Yes,No,No
4283,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4284,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4285,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4286,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4288,No,No,No,No,No,No,No,No
4295,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4298,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4299,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4303,No,No,No,No,No,No,Yes,No
4309,No,No,No,No,No,No,No,No
4317,No,No,No,No,No,No,No,No
4318,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4321,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4322,Yes,No,Yes,Yes,Yes,Yes,No,No
4323,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4325,No,No,No,No,No,No,Yes,No
4330,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4332,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4333,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4334,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4335,No,No,No,No,No,No,Yes,No
4336,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4337,No,No,No,No,No,No,Yes,No
4340,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4341,No,No,No,No,No,No,No,No
4348,No,No,No,No,No,No,Yes,No
4350,Yes,No,Yes,Yes,Yes,Yes,No,No
4352,No,No,No,No,No,No,Yes,No
4355,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4356,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4358,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4359,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4365,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4368,No,No,No,No,No,No,Yes,No
4370,No,No,No,No,No,No,Yes,No
4372,Yes,No,Yes,Yes,Yes,Yes,No,No
4374,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4377,Yes,No,Yes,Yes,Yes,Yes,No,No
4378,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4381,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4383,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4384,No,No,No,No,No,No,Yes,No
4387,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4389,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4392,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4393,No,No,No,No,No,No,Yes,No
4394,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4395,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4399,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4403,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4404,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4405,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4407,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4409,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4410,No,No,No,No,No,No,Yes,No
4412,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4414,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4416,No,No,No,No,No,No,No,No
4417,No,No,No,No,No,No,Yes,No
4420,No,No,No,No,No,No,Yes,No
4423,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4424,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4427,Yes,No,Yes,Yes,Yes,Yes,No,No
4428,Yes,No,Yes,Yes,Yes,Yes,No,No
4430,No,No,No,No,No,No,Yes,No
4435,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4436,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4438,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4439,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4440,No,No,No,No,No,No,Yes,No
4444,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4446,No,No,No,No,No,No,Yes,No
4450,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4451,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4456,No,No,No,No,No,No,No,No
4457,No,No,No,No,No,No,No,No
4458,No,No,No,No,No,No,No,No
4459,No,No,No,No,No,No,Yes,No
4460,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4461,Yes,No,Yes,Yes,Yes,Yes,No,No
4471,Yes,No,Yes,Yes,No,No,No,No
4472,Yes,No,Yes,Yes,Yes,Yes,No,No
4474,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4475,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4476,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4477,Yes,No,Yes,Yes,Yes,Yes,No,No
4479,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4482,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4483,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4484,No,No,No,No,No,No,No,No
4487,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4488,Yes,No,Yes,Yes,Yes,No,No,No
4497,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4499,No,No,No,No,No,No,Yes,No
4501,Yes,No,Yes,Yes,No,No,No,No
4503,Yes,No,Yes,Yes,Yes,No,Yes,No
4506,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4508,No,No,No,No,No,No,No,No
4509,Yes,No,Yes,Yes,Yes,No,No,No
4511,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4512,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4514,Yes,No,Yes,Yes,Yes,Yes,No,No
4520,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4521,No,No,No,No,No,No,Yes,No
4526,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4529,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4531,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4533,Yes,No,Yes,Yes,Yes,Yes,No,No
4538,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4540,No,No,No,No,No,No,No,No
4543,No,No,No,No,No,No,No,No
4553,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4554,Yes,No,Yes,Yes,Yes,No,No,No
4556,Yes,No,Yes,Yes,Yes,No,No,No
4557,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4558,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4564,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4567,No,No,No,No,No,No,Yes,No
4568,Yes,No,Yes,Yes,Yes,Yes,No,No
4569,Yes,No,Yes,Yes,Yes,Yes,No,No
4570,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4574,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4581,Yes,No,Yes,Yes,Yes,Yes,No,No
4583,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4588,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4590,Yes,No,Yes,Yes,Yes,Yes,No,No
4593,No,No,No,No,No,No,Yes,No
4594,Yes,No,Yes,Yes,Yes,No,Yes,No
4597,No,No,No,No,No,No,No,No
4599,No,No,No,No,No,No,Yes,No
4600,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4601,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4606,No,No,No,No,No,No,Yes,No
4609,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4611,Yes,No,Yes,Yes,Yes,Yes,No,No
4612,No,No,No,No,No,No,Yes,No
4615,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4616,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4623,Yes,No,Yes,Yes,Yes,Yes,No,No
4627,No,No,No,No,No,No,Yes,No
4631,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4635,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4636,Yes,No,Yes,Yes,Yes,Yes,No,No
4637,No,No,No,No,No,No,Yes,No
4638,Yes,No,Yes,Yes,Yes,Yes,No,No
4639,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4641,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4643,Yes,No,Yes,Yes,Yes,Yes,No,No
4644,Yes,No,Yes,Yes,Yes,No,No,No
4653,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4660,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4664,Yes,No,Yes,Yes,Yes,Yes,No,No
4677,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4678,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4679,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4681,Yes,No,Yes,Yes,Yes,Yes,No,No
4682,No,No,No,No,No,No,No,No
4683,Yes,No,Yes,Yes,Yes,Yes,No,No
4687,Yes,No,Yes,Yes,Yes,Yes,No,No
4689,Yes,No,Yes,Yes,Yes,Yes,No,No
4690,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4695,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4696,Yes,No,Yes,Yes,Yes,No,No,No
4697,Yes,No,Yes,Yes,Yes,No,No,No
4699,Yes,No,Yes,Yes,Yes,Yes,No,No
4734,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4849,Yes,No,Yes,Yes,Yes,Yes,Yes,No
4865,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5003,No,No,No,No,No,No,No,No
5012,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5022,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5023,Yes,No,Yes,Yes,Yes,No,Yes,No
5025,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5027,No,No,No,No,No,No,Yes,No
5028,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5029,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5030,No,No,No,No,No,No,Yes,No
5031,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5032,No,No,No,No,No,No,No,No
5033,No,No,No,No,No,No,Yes,No
5034,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5035,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5036,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5037,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5039,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5040,No,No,No,No,No,No,No,No
5041,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5044,Yes,No,Yes,Yes,Yes,Yes,No,No
5045,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5046,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5047,No,No,No,No,No,No,No,No
5048,No,No,No,No,No,No,Yes,No
5049,No,No,No,No,No,No,Yes,No
5051,No,No,No,No,No,No,No,No
5054,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5055,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5056,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5057,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5058,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5060,Yes,No,Yes,Yes,Yes,Yes,No,No
5063,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5064,Yes,No,Yes,Yes,Yes,Yes,No,No
5065,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5066,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5070,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5071,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5072,No,No,No,No,No,No,No,No
5073,No,No,No,No,No,No,No,No
5075,No,No,No,No,No,No,No,No
5076,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5077,No,No,No,No,No,No,No,No
5078,Yes,No,Yes,Yes,Yes,Yes,No,No
5079,No,No,No,No,No,No,Yes,No
5080,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5082,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5085,No,No,No,No,No,No,No,No
5087,No,No,No,No,No,No,No,No
5088,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5089,No,No,No,No,No,No,No,No
5090,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5091,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5092,Yes,No,Yes,Yes,Yes,Yes,No,No
5095,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5096,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5097,Yes,No,Yes,Yes,Yes,Yes,No,No
5099,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5101,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5103,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5104,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5105,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5111,No,No,No,No,No,No,Yes,No
5113,No,No,No,No,No,No,No,No
5115,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5116,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5117,No,No,No,No,No,No,Yes,No
5118,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5123,No,No,No,No,No,No,Yes,No
5124,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5126,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5127,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5129,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5130,No,No,No,No,No,No,No,No
5131,No,No,No,No,No,No,No,No
5133,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5134,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5136,No,No,No,No,No,No,Yes,No
5137,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5139,No,No,No,No,No,No,No,No
5140,No,No,No,No,No,No,Yes,No
5141,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5142,No,No,No,No,No,No,Yes,No
5144,No,No,No,No,No,No,Yes,No
5145,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5146,No,No,No,No,No,No,No,No
5147,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5150,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5151,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5152,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5154,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5155,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5156,No,No,No,No,No,No,Yes,No
5157,Yes,No,Yes,Yes,Yes,Yes,No,No
5159,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5160,No,No,No,No,No,No,No,No
5162,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5165,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5166,No,No,No,No,No,No,No,No
5167,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5168,Yes,No,Yes,Yes,Yes,Yes,No,No
5170,No,No,No,No,No,No,No,No
5172,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5173,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5174,Yes,No,Yes,Yes,Yes,Yes,No,No
5175,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5178,No,No,No,No,No,No,No,No
5184,No,No,No,No,No,No,Yes,No
5185,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5186,Yes,No,Yes,Yes,Yes,Yes,No,No
5189,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5190,No,No,No,No,No,No,Yes,No
5191,Yes,No,Yes,Yes,Yes,No,Yes,No
5192,Yes,No,Yes,Yes,Yes,Yes,Yes,No
