Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
533,2878,4,3,3
533,2984,9,8,8
533,3202,6,5,5
533,3275,6,5,5
533,3327,4,3,4
533,3615,5,4,4
533,3637,7,6,7
533,5286,4,4,3
533,5314,6,4,5
533,5323,5,4,4
533,5805,5,4,5
533,5863,4,4,4
533,7308,3,3,3
534,2686,4,3,3
534,2741,4,4,4
534,2742,4,3,3
534,3164,2,2,2
534,3479,4,3,4
534,3654,4,4,4
534,4375,4,3,3
534,4376,4,3,3
534,4686,4,4,5
534,5738,7,6,6
534,5837,4,4,4
534,6953,7,6,6
537,2744,5,4,4
537,2745,6,5,5
537,3168,5,5,6
537,3723,5,5,5
537,4128,7,6,6
537,4516,6,6,6
537,4579,6,5,5
537,5737,4,4,4
537,5789,7,6,6
537,5790,4,4,4
537,6960,5,5,5
537,7242,7,8,7
537,7317,11,10,10
538,2839,3,3,3
538,3062,6,5,5
538,3111,4,3,3
538,3238,6,5,4
538,4057,4,4,4
538,4470,5,5,5
538,4478,5,5,5
538,5692,5,4,5
538,5693,4,4,4
538,5791,5,4,5
538,6971,7,6,8
538,7072,5,4,5
538,7127,10,10,10
541,3727,7,5,7
541,3736,8,6,6
541,4048,8,6,6
541,4659,3,3,3
541,5125,5,4,4
541,5310,6,4,6
541,5327,5,4,5
541,5328,5,4,5
541,5773,5,4,5
541,7233,6,4,4
541,7241,5,5,5
541,7262,4,3,3
542,2919,5,4,4
542,2940,8,7,8
542,3743,6,4,5
542,3745,7,5,6
542,3746,5,5,5
542,3752,7,6,7
542,4114,5,5,5
542,4193,4,3,4
542,4367,5,5,5
542,4371,8,7,8
542,4373,6,5,6
542,4577,4,3,3
542,4605,5,5,5
542,4674,6,5,6
542,5204,4,4,4
542,5700,3,3,3
543,3042,7,5,6
543,3703,5,3,5
543,4586,12,10,10
543,5081,11,10,10
543,5102,6,5,6
543,5464,5,3,4
543,5722,6,5,6
543,5774,6,5,6
543,5776,6,6,6
543,5832,7,6,6
543,6165,5,4,5
543,6166,5,5,5
543,6323,11,10,11
543,6577,7,6,7
543,6588,7,6,6
543,6849,3,3,3
543,7099,5,4,4
544,2500,6,6,6
544,3184,4,4,4
544,3424,5,3,4
544,3990,7,6,7
544,4189,6,6,6
544,4504,4,3,4
544,4580,4,3,3
544,4672,7,6,7
544,4673,4,4,4
544,4691,6,5,6
544,4756,7,5,6
544,5062,4,4,4
544,5100,4,4,4
544,5248,8,6,8
544,5256,6,6,6
544,5459,6,4,5
545,4210,7,6,6
545,4357,8,7,8
545,4582,5,5,5
545,4648,3,3,4
545,4657,5,5,5
545,5098,6,5,6
545,5623,3,3,3
545,5653,3,2,2
545,5740,8,7,7
545,5744,7,6,7
545,5769,9,8,9
545,5771,7,6,7
545,6531,7,7,7
545,8861,4,3,3
546,840,6,6,6
546,920,7,5,7
546,2773,11,10,10
546,2801,7,6,6
546,2858,9,9,8
546,4421,7,7,7
546,4426,9,8,9
546,4517,6,5,6
546,4527,6,6,6
546,5198,6,5,5
546,5903,9,8,10
546,5907,7,7,7
546,6732,8,6,7
548,2391,6,5,6
548,3013,6,6,6
548,3161,4,3,3
548,3414,4,4,4
548,4141,5,4,5
548,4434,6,6,6
548,4667,5,3,3
548,5221,5,4,5
548,5654,4,3,4
548,5670,5,4,4
548,5831,4,4,4
548,5876,5,3,3
548,6207,8,6,6
549,525,4,4,4
549,2944,6,6,6
549,3606,6,5,6
549,3629,6,5,6
549,3862,7,6,7
549,4561,3,2,4
549,5005,6,6,6
549,5816,5,4,4
549,5817,5,4,5
549,5818,3,3,3
549,5819,4,3,4
549,5820,4,3,4
549,6398,7,7,7
550,2590,3,3,3
550,3050,4,3,4
550,3098,3,2,2
550,3144,6,5,6
550,3145,3,3,3
550,3146,4,3,4
550,3178,6,4,5
550,4178,4,3,3
550,4757,6,5,5
550,5627,4,4,4
550,5678,4,3,4
550,5993,3,3,3
550,5994,3,3,2
551,3084,8,7,8
551,3099,5,4,4
551,3101,5,5,5
551,4134,5,4,4
551,4169,8,7,9
551,5008,6,5,6
551,5601,4,3,3
551,5603,5,4,5
551,5637,4,3,3
551,5640,5,4,4
551,5661,5,5,5
551,5684,16,14,14
552,2468,5,5,5
552,3022,8,7,7
552,3090,3,3,3
552,4127,4,3,3
552,4759,3,3,3
552,5007,5,4,4
552,5606,7,6,6
552,5608,5,5,5
552,5609,8,7,7
552,5683,9,8,8
552,5979,6,5,6
552,5981,5,4,5
552,5982,5,3,4
553,1511,11,11,11
553,1590,13,11,11
553,1996,4,4,4
553,3163,13,11,12
553,3235,10,8,9
553,3311,14,11,13
553,3397,14,12,13
553,4303,20,18,20
554,3070,3,3,3
554,3071,3,2,2
554,3072,4,4,4
554,3074,3,2,2
554,3619,6,4,5
554,3635,8,8,8
554,4528,5,5,6
554,4692,6,5,5
554,5143,5,5,5
554,5188,5,5,5
554,5267,4,3,4
554,5815,3,3,3
554,7601,3,3,3
557,3094,3,3,3
557,3988,3,3,3
557,4100,3,2,3
557,4180,5,5,5
557,4494,6,6,6
557,4700,3,3,3
557,4706,4,4,4
557,5109,4,4,4
557,5110,3,3,3
557,5205,5,4,5
557,5206,5,5,5
557,7043,3,3,3
557,7168,3,3,3
558,1807,7,5,5
558,2040,7,6,7
558,2871,9,7,7
558,3422,8,6,7
558,4456,8,7,7
558,5944,5,4,5
559,3617,3,3,3
559,3817,6,4,5
559,4159,5,4,4
559,4565,7,7,7
559,5255,4,3,3
559,5265,8,7,7
559,5741,4,4,4
559,5760,4,4,4
559,5846,3,3,3
559,5875,3,3,3
559,5988,4,4,4
559,6149,5,4,4
559,6548,3,3,3
561,2397,5,5,5
561,2433,4,3,3
561,2975,6,5,5
561,2976,4,4,4
561,2977,6,5,5
561,3015,7,6,6
561,3204,3,3,3
561,3530,4,3,4
561,3870,4,4,5
561,4046,4,3,3
561,5021,5,4,4
561,5824,6,4,5
561,7224,5,3,5
561,7232,4,4,4
561,7240,5,5,5
562,3452,3,3,3
562,3509,3,2,3
562,3542,3,3,3
562,3579,3,3,3
562,4465,3,2,3
562,4466,3,2,2
562,4468,3,2,2
562,4618,3,2,3
562,5094,3,3,3
562,5353,3,3,4
562,6583,4,3,3
562,6590,8,6,7
562,7309,4,3,4
562,7357,3,3,3
562,7361,2,2,2
566,2488,7,5,5
566,4188,7,7,7
566,4469,5,4,4
566,4589,6,5,6
566,4591,7,6,6
566,5059,7,5,7
566,5107,4,4,4
566,5119,3,3,3
566,5148,4,4,4
566,5182,4,4,4
566,5716,4,4,4
566,5925,4,4,4
566,7342,7,5,7
569,413,4,3,3
569,456,7,6,6
569,595,8,7,7
569,1000,4,3,3
569,1041,6,4,5
569,1296,7,4,5
569,2763,7,4,5
569,2765,5,4,4
569,4112,5,3,4
569,5808,5,3,4
570,2451,4,4,4
570,3317,6,4,5
570,3385,7,6,6
570,3512,4,3,3
570,3517,6,5,5
570,4464,6,4,4
570,4676,9,7,8
570,5675,3,3,3
570,5702,5,3,3
570,7349,5,4,4
570,7362,4,4,4
577,3159,8,7,7
577,3520,9,8,8
577,3795,10,6,7
577,5752,6,5,5
580,492,9,7,7
580,566,8,7,7
580,870,10,8,7
580,1002,11,9,9
580,1026,10,8,10
580,1162,8,7,7
580,1371,9,8,9
580,1783,9,7,8
580,2563,6,5,5
580,4216,8,8,8
581,1645,21,19,20
581,1826,16,14,16
581,1882,12,11,11
581,2536,0,1,1
581,5215,13,10,12
581,5394,16,14,15
581,5859,12,8,9
581,5956,14,12,14
582,1572,23,20,21
582,1768,7,6,6
582,1827,3,3,3
582,2511,10,9,10
582,3208,8,7,8
582,4068,8,8,8
582,4438,13,12,12
582,4689,4,4,5
582,4696,4,4,4
582,5167,12,11,11
582,5270,8,7,7
583,259,14,13,14
583,789,19,16,19
583,1055,13,12,13
583,1800,11,10,11
583,3224,11,10,11
583,3225,14,12,14
583,5823,7,7,7
583,5987,16,15,16
583,8930,5,3,5
585,2223,12,9,10
585,2293,6,3,3
585,2752,11,8,9
585,3533,12,9,9
585,3824,10,7,7
585,4734,7,5,6
585,5957,7,6,7
801,1854,1,1,1
