Store Number,,Status,Delivery Date
3513,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356671055' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1767,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673930' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1034,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674341' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3487,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770557' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
656,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672717' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
884,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914767208' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1683,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765180' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
4118,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768134' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4118,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768189' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
336,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759839' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
7,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759530' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4176,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914757034' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
5358,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678244' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2956,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765580' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
278,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768785' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3868,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768936' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
6932,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769141' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
450,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769049' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
448,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769119' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2519,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678299' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1331,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676399' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2845,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673507' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759883' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
4511,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765661' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2265,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679836' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
246,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678163' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
1998,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765797' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2665,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914769027' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1321,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674352' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4414,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672772' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
406,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672728' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3389,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764665' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
477,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673220' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
4456,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674867' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1765,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679115' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
689,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768215' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3436,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914767079' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1345,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680060' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2036,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356682144' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2362,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676918' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1478,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676377' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2548,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768502' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
848,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356672187' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
5842,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770123' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
222,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766315' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1035,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679917' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1281,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679468' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1415,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765135' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
967,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762217' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3017,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673286' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1312,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356674043' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
4108,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914760020' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
54,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914759450' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
304,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673231' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
2429,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676712' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3641,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676436' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3641,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676447' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
3210,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765960' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
3602,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766462' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1602,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766153' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2164,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356675760' target='_blank''>Click here for FedEx tracking.</a>, On the way: US ,
579,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914761596' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1536,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763603' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1536,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763614' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
5218,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763577' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
4690,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914762857' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2438,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680520' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1257,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356681479' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
825,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914768145' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1283,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914761622' target='_blank''>Click here for FedEx tracking.</a>, Delivery updated: US ,
2230,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356678510' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1640,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356679148' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1662,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356673600' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1344,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680185' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2038,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680130' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
891,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766234' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2558,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770215' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2193,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676734' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
745,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764220' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3402,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914764312' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
3352,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914754734' target='_blank''>Click here for FedEx tracking.</a>, On FedEx vehicle for delivery: US ,
3188,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763810' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1184,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914763820' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1526,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765021' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2323,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676826' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1420,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914765672' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
4699,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914766039' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
2313,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356677260' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
2266,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356676322' target='_blank''>Click here for FedEx tracking.</a>, Shipment information sent to FedEx: ,
1087,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914761840' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
1771,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=730914770513' target='_blank''>Click here for FedEx tracking.</a>, Departed FedEx location: US ,
1687,<a href='https://www.fedex.com/wtrk/track/?tracknumbers=416356680222' target='_blank''>Click here for FedEx tracking.</a>, Arrived at FedEx location: US ,
