DC,BANNER,PICK TYPE,DESC,WEEK 31,WEEK 32,WEEK 33,WEEK 34,WEEK 35,WEEK 36,WEEK 37,WEEK 38,WEEK 39
6097,WM,FPP,AUTUMN COLOURS,214,0,0,0,0,0,0,0,0
6097,WM,FPP,PUMPKIN,413,154,245,420,630,1127,1561,1813,220
6097,WM,FPP,PUMPKIN WHITE,151,0,0,0,0,0,0,0,0
6097,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
6097,WM,Case Pick,GOURDS,6,0,0,0,0,0,0,0,0
6097,WM,Case Pick,ORNAMENTALS,101,0,0,0,0,0,0,0,0
6097,WM,Case Pick,PIE PUMPKIN,116,1,0,0,0,0,0,0,0
6097,WM,Case Pick,MINI PUMPKIN,6,0,0,0,0,0,0,0,0
6097,WM,Case Pick,TIGER PUMPKIN,8,0,0,0,0,0,0,0,0
6099,WM,FPP,PUMPKIN,525,91,126,308,308,686,1183,1526,155
6099,WM,FPP,PUMPKIN WHITE,53,0,0,0,0,0,0,0,0
6099,WM,Case Pick,GOURDS,3,0,0,0,0,0,0,0,0
6099,WM,Case Pick,ORNAMENTALS,9,1,0,0,0,0,0,0,0
6099,WM,Case Pick,TIGER PUMPKIN,3,0,0,0,0,0,0,0,0
6858,WM,FPP,PUMPKIN,560,217,273,539,665,1288,1925,2366,370
6858,WM,FPP,PUMPKIN WHITE,60,0,0,0,0,0,0,0,0
6858,WM,Case Pick,GOURDS,4,0,0,0,0,0,0,0,0
6858,WM,Case Pick,ORNAMENTALS,11,2,0,0,0,0,0,0,0
6858,WM,Case Pick,TIGER PUMPKIN,4,0,0,0,0,0,0,0,0
7010,WM,FPP,AUTUMN COLOURS,302,16,0,0,0,0,0,0,0
7010,WM,FPP,PUMPKIN,714,140,175,532,721,1379,2093,2541,335
7010,WM,FPP,PUMPKIN WHITE,176,0,0,0,0,0,0,0,0
7010,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7010,WM,Case Pick,GOURDS,6,2,0,0,0,0,0,0,0
7010,WM,Case Pick,ORNAMENTALS,113,0,0,0,0,0,0,0,0
7010,WM,Case Pick,PIE PUMPKIN,130,17,0,0,0,0,0,0,0
7010,WM,Case Pick,MINI PUMPKIN,8,0,0,0,0,0,0,0,0
7010,WM,Case Pick,TIGER PUMPKIN,8,0,0,0,0,0,0,0,0
7012,SAMS,FPP,PUMPKIN,500,350,400,500,800,800,1000,900,0
7012,WM,FPP,AUTUMN COLOURS,221,0,0,0,0,0,0,0,0
7012,WM,FPP,PUMPKIN,420,154,259,497,700,1120,1575,1876,275
7012,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7012,WM,Case Pick,GOURDS,5,0,0,0,0,0,0,0,0
7012,WM,Case Pick,ORNAMENTALS,87,0,0,0,0,0,0,0,0
7012,WM,Case Pick,PIE PUMPKIN,1,0,0,0,0,0,0,0,0
7012,WM,Case Pick,MINI PUMPKIN,5,0,0,0,0,0,0,0,0
7012,WM,Case Pick,TIGER PUMPKIN,5,0,0,0,0,0,0,0,0
7013,WM,FPP,AUTUMN COLOURS,227,41,0,0,0,0,0,0,0
7013,WM,FPP,PUMPKIN,490,70,105,315,343,833,1456,2422,240
7013,WM,FPP,PUMPKIN WHITE,126,0,0,0,0,0,0,0,0
7013,WM,Case Pick,GOURDS,4,3,0,0,0,0,0,0,0
7013,WM,Case Pick,ORNAMENTALS,88,0,0,0,0,0,0,0,0
7013,WM,Case Pick,PIE PUMPKIN,99,13,0,0,0,0,0,0,0
7013,WM,Case Pick,MINI PUMPKIN,7,0,0,0,0,0,0,0,0
7013,WM,Case Pick,TIGER PUMPKIN,7,0,0,0,0,0,0,0,0
7014,WM,FPP,PUMPKIN,224,196,259,357,469,574,777,868,120
7014,WM,FPP,PUMPKIN WHITE,42,0,0,0,0,0,0,0,0
7014,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7014,WM,Case Pick,GOURDS,3,2,0,0,0,0,0,0,0
7014,WM,Case Pick,ORNAMENTALS,14,9,0,0,0,0,0,0,0
7014,WM,Case Pick,TIGER PUMPKIN,3,1,0,0,0,0,0,0,0
7015,WM,FPP,AUTUMN COLOURS,227,19,0,0,0,0,0,0,0
7015,WM,FPP,PUMPKIN,357,140,182,455,756,980,1638,1757,265
7015,WM,FPP,PUMPKIN WHITE,164,0,0,0,0,0,0,0,0
7015,WM,Case Pick,GOURDS,7,0,0,0,0,0,0,0,0
7015,WM,Case Pick,ORNAMENTALS,82,0,0,0,0,0,0,0,0
7015,WM,Case Pick,PIE PUMPKIN,97,16,0,0,0,0,0,0,0
7015,WM,Case Pick,MINI PUMPKIN,7,0,0,0,0,0,0,0,0
7015,WM,Case Pick,TIGER PUMPKIN,7,0,0,0,0,0,0,0,0
7016,WM,FPP,PUMPKIN,434,133,210,504,693,1134,1512,1813,315
7016,WM,FPP,PUMPKIN WHITE,53,0,0,0,0,0,0,0,0
7016,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7016,WM,Case Pick,GOURDS,3,0,0,0,0,0,0,0,0
7016,WM,Case Pick,ORNAMENTALS,11,2,0,0,0,0,0,0,0
7016,WM,Case Pick,TIGER PUMPKIN,3,0,0,0,0,0,0,0,0
7017,WM,FPP,AUTUMN COLOURS,221,0,0,0,0,0,0,0,0
7017,WM,FPP,PUMPKIN,525,245,469,805,917,1414,1841,2660,470
7017,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7017,WM,Case Pick,GOURDS,5,0,0,0,0,0,0,0,0
7017,WM,Case Pick,ORNAMENTALS,93,0,0,0,0,0,0,0,0
7017,WM,Case Pick,MINI PUMPKIN,5,0,0,0,0,0,0,0,0
7017,WM,Case Pick,TIGER PUMPKIN,5,0,0,0,0,0,0,0,0
7018,WM,FPP,AUTUMN COLOURS,227,54,0,0,0,0,0,0,0
7018,WM,FPP,PUMPKIN,336,70,98,287,392,679,1050,1372,345
7018,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7018,WM,Case Pick,GOURDS,6,0,0,0,0,0,0,0,0
7018,WM,Case Pick,ORNAMENTALS,83,0,0,0,0,0,0,0,0
7018,WM,Case Pick,PIE PUMPKIN,93,11,0,0,0,0,0,0,0
7018,WM,Case Pick,MINI PUMPKIN,6,0,0,0,0,0,0,0,0
7018,WM,Case Pick,TIGER PUMPKIN,6,0,0,0,0,0,0,0,0
7019,WM,FPP,AUTUMN COLOURS,208,0,0,0,0,0,0,0,0
7019,WM,FPP,PUMPKIN,385,91,133,294,448,805,1386,1687,250
7019,WM,FPP,PUMPKIN WHITE,50,0,0,0,0,0,0,0,0
7019,WM,Case Pick,GOURDS,3,1,0,0,0,0,0,0,0
7019,WM,Case Pick,ORNAMENTALS,8,1,0,0,0,0,0,0,0
7019,WM,Case Pick,TIGER PUMPKIN,3,1,0,0,0,0,0,0,0
7021,WM,FPP,PUMPKIN,504,84,147,392,546,1050,1645,2310,395
7021,WM,FPP,PUMPKIN WHITE,70,1,0,0,0,0,0,0,0
7021,WM,Case Pick,GOURDS,7,0,0,0,0,0,0,0,0
7021,WM,Case Pick,ORNAMENTALS,87,0,0,0,0,0,0,0,0
7021,WM,Case Pick,PIE PUMPKIN,113,0,0,0,0,0,0,0,0
7021,WM,Case Pick,MINI PUMPKIN,7,0,0,0,0,0,0,0,0
7021,WM,Case Pick,TIGER PUMPKIN,7,0,0,0,0,0,0,0,0
7023,WM,FPP,PUMPKIN,399,56,77,231,231,378,658,973,135
7023,WM,FPP,PUMPKIN WHITE,36,0,0,0,0,0,0,0,0
7023,WM,Case Pick,GOURDS,3,0,0,0,0,0,0,0,0
7023,WM,Case Pick,ORNAMENTALS,7,1,0,0,0,0,0,0,0
7023,WM,Case Pick,TIGER PUMPKIN,2,1,0,0,0,0,0,0,0
7024,SAMS,FPP,PUMPKIN,350,200,210,300,400,400,500,550,0
7024,WM,FPP,AUTUMN COLOURS,208,0,0,0,0,0,0,0,0
7024,WM,FPP,PUMPKIN,539,189,231,581,826,1155,1617,2016,345
7024,WM,FPP,PUMPKIN WHITE,151,0,0,0,0,0,0,0,0
7024,WM,FPP,CANDY CORN PUMPKIN,122,0,0,0,0,0,0,0,0
7024,WM,Case Pick,GOURDS,6,0,0,0,0,0,0,0,0
7024,WM,Case Pick,ORNAMENTALS,103,0,0,0,0,0,0,0,0
7024,WM,Case Pick,PIE PUMPKIN,120,0,0,0,0,0,0,0,0
7024,WM,Case Pick,MINI PUMPKIN,6,0,0,0,0,0,0,0,0
7024,WM,Case Pick,TIGER PUMPKIN,6,0,0,0,0,0,0,0,0
7030,SAMS,FPP,PUMPKIN,300,200,200,250,300,350,400,300,0
7030,WM,FPP,AUTUMN COLOURS,286,0,0,0,0,0,0,0,0
7030,WM,FPP,PUMPKIN,168,56,77,168,231,343,497,553,135
7030,WM,FPP,PUMPKIN WHITE,132,0,0,0,0,0,0,0,0
7030,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7030,WM,Case Pick,GOURDS,6,0,0,0,0,0,0,0,0
7030,WM,Case Pick,ORNAMENTALS,100,0,0,0,0,0,0,0,0
7030,WM,Case Pick,PIE PUMPKIN,113,0,0,0,0,0,0,0,0
7030,WM,Case Pick,MINI PUMPKIN,4,0,0,0,0,0,0,0,0
7030,WM,Case Pick,TIGER PUMPKIN,6,0,0,0,0,0,0,0,0
7048,WM,FPP,PUMPKIN,315,70,112,287,378,721,1064,1526,260
7048,WM,FPP,PUMPKIN WHITE,59,0,0,0,0,0,0,0,0
7048,WM,Case Pick,GOURDS,6,0,0,0,0,0,0,0,0
7048,WM,Case Pick,ORNAMENTALS,57,0,0,0,0,0,0,0,0
7048,WM,Case Pick,PIE PUMPKIN,84,0,0,0,0,0,0,0,0
7048,WM,Case Pick,MINI PUMPKIN,6,0,0,0,0,0,0,0,0
7048,WM,Case Pick,TIGER PUMPKIN,6,0,0,0,0,0,0,0,0
7055,WM,FPP,AUTUMN COLOURS,284,0,0,0,0,0,0,0,0
7055,WM,FPP,PUMPKIN,637,147,217,581,742,1267,1946,2282,230
7055,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7055,WM,Case Pick,GOURDS,7,0,0,0,0,0,0,0,0
7055,WM,Case Pick,ORNAMENTALS,111,0,0,0,0,0,0,0,0
7055,WM,Case Pick,PIE PUMPKIN,0,0,0,0,0,0,0,0,0
7055,WM,Case Pick,MINI PUMPKIN,7,0,0,0,0,0,0,0,0
7055,WM,Case Pick,TIGER PUMPKIN,7,0,0,0,0,0,0,0,0
7077,SAMS,FPP,PUMPKIN,315,200,200,250,350,450,600,700,0
7077,WM,FPP,AUTUMN COLOURS,151,58,0,0,0,0,0,0,0
7077,WM,FPP,PUMPKIN,252,49,77,203,252,525,945,1239,325
7077,WM,FPP,PUMPKIN WHITE,104,0,0,0,0,0,0,0,0
7077,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7077,WM,Case Pick,GOURDS,2,0,0,0,0,0,0,0,0
7077,WM,Case Pick,ORNAMENTALS,64,0,0,0,0,0,0,0,0
7077,WM,Case Pick,PIE PUMPKIN,72,1,0,0,0,0,0,0,0
7077,WM,Case Pick,MINI PUMPKIN,3,0,0,0,0,0,0,0,0
7077,WM,Case Pick,TIGER PUMPKIN,4,0,0,0,0,0,0,0,0
7079,SAMS,FPP,PUMPKIN,400,200,200,250,310,400,500,450,0
7079,WM,FPP,AUTUMN COLOURS,208,0,0,0,0,0,0,0,0
7079,WM,FPP,PUMPKIN,252,70,77,231,266,469,784,1043,250
7079,WM,FPP,CANDY CORN PUMPKIN,69,0,0,0,0,0,0,0,0
7079,WM,Case Pick,GOURDS,5,0,0,0,0,0,0,0,0
7079,WM,Case Pick,ORNAMENTALS,89,0,0,0,0,0,0,0,0
7079,WM,Case Pick,PIE PUMPKIN,98,1,0,0,0,0,0,0,0
7079,WM,Case Pick,MINI PUMPKIN,6,0,0,0,0,0,0,0,0
7079,WM,Case Pick,TIGER PUMPKIN,6,0,0,0,0,0,0,0,0
7084,WM,FPP,PUMPKIN,357,49,126,322,511,903,1652,2429,530
7084,WM,FPP,PUMPKIN WHITE,63,0,0,0,0,0,0,0,0
7084,WM,Case Pick,GOURDS,5,0,0,0,0,0,0,0,0
7084,WM,Case Pick,ORNAMENTALS,59,0,0,0,0,0,0,0,0
7084,WM,Case Pick,PIE PUMPKIN,71,0,0,0,0,0,0,0,0
