Site,Quantity,Ship Date,Carrier,Tracking,Delivery Date,
4420,1,03-MAY-2023,FedEx,397797299530,05-MAY-2023,
4421,3,28-APR-2023,FedEx,397613039902,01-MAY-2023,
4424,2,02-MAY-2023,FedEx,397760732283,05-MAY-2023,
4425,1,02-MAY-2023,FedEx,397741202292,04-MAY-2023,
4426,2,02-MAY-2023,FedEx,397767475477,04-MAY-2023,
4432,5,02-MAY-2023,FedEx,397742402927,05-MAY-2023,
4439,3,28-APR-2023,FedEx,397645199251,04-MAY-2023,
4446,7,26-APR-2023,FedEx,397510770619,01-MAY-2023,
4456,3,02-MAY-2023,FedEx,397788038686,08-MAY-2023,
4458,7,26-APR-2023,FedEx,397532721383,01-MAY-2023,
4459,2,01-MAY-2023,FedEx,397717808730,05-MAY-2023,
4460,5,01-MAY-2023,FedEx,397735943079,03-MAY-2023,
4465,1,02-MAY-2023,FedEx,397764084563,03-MAY-2023,
4468,5,01-MAY-2023,FedEx,397731284486,03-MAY-2023,
4470,1,02-MAY-2023,FedEx,397779223743,04-MAY-2023,
4471,4,01-MAY-2023,FedEx,397696516290,05-MAY-2023,
4472,1,03-MAY-2023,FedEx,397805724571,05-MAY-2023,
4473,2,03-MAY-2023,FedEx,397814834124,05-MAY-2023,
4476,1,02-MAY-2023,FedEx,397769365410,05-MAY-2023,
4478,3,02-MAY-2023,FedEx,397787210925,04-MAY-2023,
4483,1,03-MAY-2023,FedEx,397814831103,05-MAY-2023,
4484,3,02-MAY-2023,FedEx,397791453102,08-MAY-2023,
4488,1,02-MAY-2023,FedEx,397779193806,05-MAY-2023,
4490,3,02-MAY-2023,FedEx,397741512534,04-MAY-2023,
4494,2,03-MAY-2023,FedEx,397805502402,08-MAY-2023,
4497,1,02-MAY-2023,FedEx,397792907364,05-MAY-2023,
4499,4,01-MAY-2023,FedEx,397647135470,04-MAY-2023,
4503,1,01-MAY-2023,FedEx,397721217341,03-MAY-2023,
4504,4,01-MAY-2023,FedEx,397725466546,04-MAY-2023,
4506,1,02-MAY-2023,FedEx,397785112072,05-MAY-2023,
4508,2,02-MAY-2023,FedEx,397742104358,04-MAY-2023,
4511,1,03-MAY-2023,FedEx,397796803096,05-MAY-2023,
4512,2,28-APR-2023,FedEx,397620901651,02-MAY-2023,
4514,2,01-MAY-2023,FedEx,397646934550,04-MAY-2023,
4516,4,28-APR-2023,FedEx,397631814520,02-MAY-2023,
4517,1,02-MAY-2023,FedEx,397777292810,04-MAY-2023,
4520,5,01-MAY-2023,FedEx,397687985492,03-MAY-2023,
4521,2,03-MAY-2023,FedEx,397844727902,08-MAY-2023,
4526,4,28-APR-2023,FedEx,397622220227,01-MAY-2023,
4529,3,02-MAY-2023,FedEx,397792503026,05-MAY-2023,
4530,4,01-MAY-2023,FedEx,397718955161,03-MAY-2023,
4531,2,01-MAY-2023,FedEx,397728659056,04-MAY-2023,
4533,1,02-MAY-2023,FedEx,397763888391,04-MAY-2023,
4538,6,26-APR-2023,FedEx,397546829795,28-APR-2023,
4546,5,01-MAY-2023,FedEx,397736241897,04-MAY-2023,
4554,1,02-MAY-2023,FedEx,397786160600,04-MAY-2023,
4557,1,03-MAY-2023,FedEx,397797159990,08-MAY-2023,
4563,3,01-MAY-2023,FedEx,397689456911,04-MAY-2023,
4564,1,02-MAY-2023,FedEx,397775948626,05-MAY-2023,
4568,3,01-MAY-2023,FedEx,397722885418,04-MAY-2023,
4574,1,02-MAY-2023,FedEx,397793078612,08-MAY-2023,
4577,2,03-MAY-2023,FedEx,397797448557,04-MAY-2023,
4580,2,01-MAY-2023,FedEx,397647017159,04-MAY-2023,
4581,1,02-MAY-2023,FedEx,397767150751,04-MAY-2023,
4583,2,28-APR-2023,FedEx,397620334900,03-MAY-2023,
4585,6,26-APR-2023,FedEx,397546180062,28-APR-2023,
4593,4,28-APR-2023,FedEx,397622680738,02-MAY-2023,
4595,4,01-MAY-2023,FedEx,397694475618,05-MAY-2023,
4607,7,26-APR-2023,FedEx,397511558744,01-MAY-2023,
4615,2,01-MAY-2023,FedEx,397697333261,03-MAY-2023,
4617,1,02-MAY-2023,FedEx,397761620504,05-MAY-2023,
4618,5,02-MAY-2023,FedEx,397742093872,03-MAY-2023,
4623,5,02-MAY-2023,FedEx,397743009240,05-MAY-2023,
4626,1,02-MAY-2023,FedEx,397753554784,04-MAY-2023,
4627,1,02-MAY-2023,FedEx,397765643934,03-MAY-2023,
4635,2,02-MAY-2023,FedEx,397742049523,04-MAY-2023,
4636,1,03-MAY-2023,FedEx,397804519342,08-MAY-2023,
4644,3,02-MAY-2023,FedEx,397764255172,08-MAY-2023,
4648,1,02-MAY-2023,FedEx,397741029098,04-MAY-2023,
4657,5,02-MAY-2023,FedEx,397742124371,04-MAY-2023,
4659,5,01-MAY-2023,FedEx,397725347055,04-MAY-2023,
4660,5,28-APR-2023,FedEx,397606220702,01-MAY-2023,
4664,1,02-MAY-2023,FedEx,397763026840,05-MAY-2023,
4667,3,02-MAY-2023,FedEx,397787698464,05-MAY-2023,
4669,3,02-MAY-2023,FedEx,397780963110, ,
4672,5,26-APR-2023,FedEx,397546332765,01-MAY-2023,
4674,1,01-MAY-2023,FedEx,397736349993,03-MAY-2023,
4676,7,26-APR-2023,FedEx,397514929792,28-APR-2023,
4679,2,02-MAY-2023,FedEx,397767307952,04-MAY-2023,
4682,3,28-APR-2023,FedEx,397645155333,04-MAY-2023,
4686,1,01-MAY-2023,FedEx,397720317977,04-MAY-2023,
4687,2,01-MAY-2023,FedEx,397646780690,05-MAY-2023,
4689,14,28-APR-2023,FedEx,397607052477,01-MAY-2023,
4690,3,02-MAY-2023,FedEx,397741465421,04-MAY-2023,
4691,3,02-MAY-2023,FedEx,397791691462,08-MAY-2023,
4695,2,02-MAY-2023,FedEx,397740660900,04-MAY-2023,
4699,1,02-MAY-2023,FedEx,397792751906,08-MAY-2023,
4756,2,01-MAY-2023,FedEx,397697837363,03-MAY-2023,
4757,3,28-APR-2023,FedEx,397645342122,05-MAY-2023,
4759,1,02-MAY-2023,FedEx,397766855171,05-MAY-2023,
4848,1,03-MAY-2023,FedEx,397805328808,08-MAY-2023,
4849,1,03-MAY-2023,FedEx,397798036949,08-MAY-2023,
4865,1,03-MAY-2023,FedEx,397819453006, ,
5005,3,02-MAY-2023,FedEx,397781321294,05-MAY-2023,
5008,4,01-MAY-2023,FedEx,397719250237,03-MAY-2023,
5014,2,01-MAY-2023,FedEx,397709799447,05-MAY-2023,
5021,3,03-MAY-2023,FedEx,397810622601,04-MAY-2023,
5022,1,28-APR-2023,FedEx,397642432695,03-MAY-2023,
5023,5,27-APR-2023,FedEx,397560580034,01-MAY-2023,
5029,2,01-MAY-2023,FedEx,397687614815,04-MAY-2023,
5034,3,02-MAY-2023,FedEx,397792733859,08-MAY-2023,
5037,1,02-MAY-2023,FedEx,397760664654,05-MAY-2023,
5038,1,02-MAY-2023,FedEx,397785334304, ,
5043,1,03-MAY-2023,FedEx,397820658967,05-MAY-2023,
5044,2,02-MAY-2023,FedEx,397741907249,05-MAY-2023,
5046,1,02-MAY-2023,FedEx,397763477007,05-MAY-2023,
5047,2,01-MAY-2023,FedEx,397704285055,05-MAY-2023,
5054,2,01-MAY-2023,FedEx,397730151990,05-MAY-2023,
5055,3,28-APR-2023,FedEx,397623465268,01-MAY-2023,
5056,3,28-APR-2023,FedEx,397630902637,01-MAY-2023,
5062,5,02-MAY-2023,FedEx,397741036630,04-MAY-2023,
5065,1,02-MAY-2023,FedEx,397768102892,05-MAY-2023,
5066,2,03-MAY-2023,FedEx,397807527670,08-MAY-2023,
5070,1,02-MAY-2023,FedEx,397751139221,05-MAY-2023,
5072,2,28-APR-2023,FedEx,397645263437,04-MAY-2023,
5075,1,02-MAY-2023,FedEx,397785747029,08-MAY-2023,
5077,5,01-MAY-2023,FedEx,397647339828,05-MAY-2023,
5078,4,28-APR-2023,FedEx,397637670339,05-MAY-2023,
5080,2,01-MAY-2023,FedEx,397687686343,02-MAY-2023,
5081,2,01-MAY-2023,FedEx,397711460872,04-MAY-2023,
5091,3,01-MAY-2023,FedEx,397698727366,02-MAY-2023,
5092,2,01-MAY-2023,FedEx,397687574299,02-MAY-2023,
5093,1,02-MAY-2023,FedEx,397770213561,05-MAY-2023,
5096,1,02-MAY-2023,FedEx,397742439979,05-MAY-2023,
5097,1,02-MAY-2023,FedEx,397765864802,08-MAY-2023,
5101,2,02-MAY-2023,FedEx,397741593652,05-MAY-2023,
5102,6,27-APR-2023,FedEx,397559579482,01-MAY-2023,
5105,2,02-MAY-2023,FedEx,397741873707,05-MAY-2023,
5107,1,03-MAY-2023,FedEx,397823178677,05-MAY-2023,
5108,2,28-APR-2023,FedEx,397645454909,03-MAY-2023,
5110,2,28-APR-2023,FedEx,397640817970,04-MAY-2023,
5111,4,01-MAY-2023,FedEx,397647447266,04-MAY-2023,
5115,6,26-APR-2023,FedEx,397507161850,28-APR-2023,
5116,4,01-MAY-2023,FedEx,397692866427,03-MAY-2023,
5117,1,02-MAY-2023,FedEx,397762194108,05-MAY-2023,
5118,2,02-MAY-2023,FedEx,397758972650,08-MAY-2023,
5119,2,02-MAY-2023,FedEx,397741975850,04-MAY-2023,
5122,2,01-MAY-2023,FedEx,397696842610,03-MAY-2023,
5130,1,03-MAY-2023,FedEx,397826515319,08-MAY-2023,
5132,1,03-MAY-2023,FedEx,397815461660,05-MAY-2023,
5134,3,01-MAY-2023,FedEx,397724997645,05-MAY-2023,
5142,1,03-MAY-2023,FedEx,397820755802,08-MAY-2023,
5144,2,01-MAY-2023,FedEx,397721221951,03-MAY-2023,
5151,2,02-MAY-2023,FedEx,397741708261,04-MAY-2023,
5152,2,01-MAY-2023,FedEx,397711265950,04-MAY-2023,
5159,1,03-MAY-2023,FedEx,397825786619,08-MAY-2023,
5165,1,02-MAY-2023,FedEx,397787063809,05-MAY-2023,
5168,1,02-MAY-2023,FedEx,397741388989,05-MAY-2023,
5170,4,28-APR-2023,FedEx,397629887879,01-MAY-2023,
5173,4,01-MAY-2023,FedEx,397689401010,03-MAY-2023,
5178,3,02-MAY-2023,FedEx,397792484510,08-MAY-2023,
5182,1,01-MAY-2023,FedEx,397691702519,03-MAY-2023,
5186,1,02-MAY-2023,FedEx,397769786270,05-MAY-2023,
5190,1,02-MAY-2023,FedEx,397742419462,04-MAY-2023,
5192,2,01-MAY-2023,FedEx,397730007225,05-MAY-2023,
5198,1,01-MAY-2023,FedEx,397693686350,03-MAY-2023,
5200,5,02-MAY-2023,FedEx,397751553524,05-MAY-2023,
5201,2,01-MAY-2023,FedEx,397707844201,04-MAY-2023,
5202,1,02-MAY-2023,FedEx,397780864412,08-MAY-2023,
5204,3,28-APR-2023,FedEx,397644849823,02-MAY-2023,
5206,2,28-APR-2023,FedEx,397644939836,04-MAY-2023,
5210,2,01-MAY-2023,FedEx,397697535340,03-MAY-2023,
5211,1,02-MAY-2023,FedEx,397763288432,04-MAY-2023,
5214,3,02-MAY-2023,FedEx,397792663540,05-MAY-2023,
5215,1,02-MAY-2023,FedEx,397752727058,05-MAY-2023,
5219,1,02-MAY-2023,FedEx,397794925470,05-MAY-2023,
5221,1,02-MAY-2023,FedEx,397780350662,04-MAY-2023,
5227,3,01-MAY-2023,FedEx,397706636315,05-MAY-2023,
5228,4,28-APR-2023,FedEx,397630461210,02-MAY-2023,
5232,3,02-MAY-2023,FedEx,397783977540,08-MAY-2023,
5233,1,02-MAY-2023,FedEx,397752365507,08-MAY-2023,
5236,1,02-MAY-2023,FedEx,397787106209,05-MAY-2023,
5239,3,02-MAY-2023,FedEx,397792713386,08-MAY-2023,
5241,4,01-MAY-2023,FedEx,397695301815,04-MAY-2023,
5244,3,02-MAY-2023,FedEx,397763440180,04-MAY-2023,
5245,1,02-MAY-2023,FedEx,397773266575,04-MAY-2023,
5246,1,03-MAY-2023,FedEx,397806031673,04-MAY-2023,
5248,2,02-MAY-2023,FedEx,397742225624,04-MAY-2023,
5250,6,27-APR-2023,FedEx,397558852411,01-MAY-2023,
5251,4,01-MAY-2023,FedEx,397647414893,03-MAY-2023,
5254,2,01-MAY-2023,FedEx,397695565991,04-MAY-2023,
5256,3,01-MAY-2023,FedEx,397740196242,04-MAY-2023,
5257,7,26-APR-2023,FedEx,397508636805,28-APR-2023,
5262,1,02-MAY-2023,FedEx,397761786371,04-MAY-2023,
5263,4,28-APR-2023,FedEx,397620555525,02-MAY-2023,
5266,4,01-MAY-2023,FedEx,397709125357,03-MAY-2023,
5270,1,02-MAY-2023,FedEx,397786039360,08-MAY-2023,
5273,2,01-MAY-2023,FedEx,397737399630,08-MAY-2023,
5276,4,28-APR-2023,FedEx,397630656385,01-MAY-2023,
5278,2,01-MAY-2023,FedEx,397710528523,05-MAY-2023,
5279,3,01-MAY-2023,FedEx,397740248200,05-MAY-2023,
5280,7,26-APR-2023,FedEx,397517049034,01-MAY-2023,
5281,1,02-MAY-2023,FedEx,397754776162,05-MAY-2023,
5285,8,26-APR-2023,FedEx,397544778630,02-MAY-2023,
5286,2,02-MAY-2023,FedEx,397742305408,03-MAY-2023,
5288,7,26-APR-2023,FedEx,397516846270,27-APR-2023,
5290,3,02-MAY-2023,FedEx,397741633270, ,
5293,4,01-MAY-2023,FedEx,397729875617,05-MAY-2023,
5295,6,27-APR-2023,FedEx,397579886153,02-MAY-2023,
5298,1,03-MAY-2023,FedEx,397810989562,08-MAY-2023,
5300,1,01-MAY-2023,FedEx,397730888470,04-MAY-2023,
5306,7,26-APR-2023,FedEx,397513431792,28-APR-2023,
5308,1,03-MAY-2023,FedEx,397796705637,05-MAY-2023,
5311,1,03-MAY-2023,FedEx,397796848621,04-MAY-2023,
5312,4,01-MAY-2023,FedEx,397694216462,03-MAY-2023,
5317,3,01-MAY-2023,FedEx,397722313780,03-MAY-2023,
5319,1,03-MAY-2023,FedEx,397804685335,08-MAY-2023,
5321,2,28-APR-2023,FedEx,397640931690,03-MAY-2023,
5325,1,02-MAY-2023,FedEx,397795326741,08-MAY-2023,
5327,1,02-MAY-2023,FedEx,397773029130,05-MAY-2023,
5332,2,01-MAY-2023,FedEx,397722035180,04-MAY-2023,
5336,5,27-APR-2023,FedEx,397578529391,28-APR-2023,
5337,4,28-APR-2023,FedEx,397644325660,04-MAY-2023,
5343,1,02-MAY-2023,FedEx,397757966063,05-MAY-2023,
5344,1,02-MAY-2023,FedEx,397752580741,05-MAY-2023,
5345,3,01-MAY-2023,FedEx,397698681522,05-MAY-2023,
5347,3,02-MAY-2023,FedEx,397790174275,08-MAY-2023,
5348,2,01-MAY-2023,FedEx,397728888941,04-MAY-2023,
5349,1,02-MAY-2023,FedEx,397741140739,04-MAY-2023,
5352,1,28-APR-2023,FedEx,397645529418,03-MAY-2023,
5355,4,01-MAY-2023,FedEx,397695003783,04-MAY-2023,
5356,1,02-MAY-2023,FedEx,397762373208,05-MAY-2023,
5358,5,02-MAY-2023,FedEx,397752756308,05-MAY-2023,
5363,4,28-APR-2023,FedEx,397622313490,01-MAY-2023,
5365,3,28-APR-2023,FedEx,397617670040,03-MAY-2023,
5367,1,02-MAY-2023,FedEx,397768693125,08-MAY-2023,
5369,2,01-MAY-2023,FedEx,397646529470,03-MAY-2023,
5371,2,01-MAY-2023,FedEx,397721746157,04-MAY-2023,
5372,1,03-MAY-2023,FedEx,397795649762,05-MAY-2023,
5373,6,26-APR-2023,FedEx,397506227704,01-MAY-2023,
5376,1,02-MAY-2023,FedEx,397764012943,05-MAY-2023,
5382,1,02-MAY-2023,FedEx,397753492771,05-MAY-2023,
5383,2,01-MAY-2023,FedEx,397722228621,04-MAY-2023,
5384,3,28-APR-2023,FedEx,397644651596,05-MAY-2023,
5389,1,02-MAY-2023,FedEx,397767147814,04-MAY-2023,
5390,1,28-APR-2023,FedEx,397645511541,03-MAY-2023,
5391,1,02-MAY-2023,FedEx,397742455298,04-MAY-2023,
5392,5,01-MAY-2023,FedEx,397726743826,04-MAY-2023,
5393,5,28-APR-2023,FedEx,397628232950,08-MAY-2023,
5394,2,02-MAY-2023,FedEx,397742142705,05-MAY-2023,
5399,2,01-MAY-2023,FedEx,397688294601,03-MAY-2023,
5402,3,03-MAY-2023,FedEx,397806023105,05-MAY-2023,
5408,4,01-MAY-2023,FedEx,397696037104,04-MAY-2023,
5411,1,02-MAY-2023,FedEx,397758777304,05-MAY-2023,
5414,2,01-MAY-2023,FedEx,397718765671,05-MAY-2023,
5417,3,28-APR-2023,FedEx,397645375731,04-MAY-2023,
5420,3,28-APR-2023,FedEx,397632358912,01-MAY-2023,
5422,1,01-MAY-2023,FedEx,397721879714,04-MAY-2023,
5423,3,02-MAY-2023,FedEx,397777570744,04-MAY-2023,
5425,5,27-APR-2023,FedEx,397584447901,01-MAY-2023,
5426,3,28-APR-2023,FedEx,397632143101,02-MAY-2023,
5429,1,02-MAY-2023,FedEx,397763148046,04-MAY-2023,
5435,5,28-APR-2023,FedEx,397628017083,01-MAY-2023,
5436,2,02-MAY-2023,FedEx,397764941201,08-MAY-2023,
5439,2,02-MAY-2023,FedEx,397742093699,05-MAY-2023,
5440,5,02-MAY-2023,FedEx,397765472122,08-MAY-2023,
5441,1,02-MAY-2023,FedEx,397770873493,05-MAY-2023,
5444,1,01-MAY-2023,FedEx,397646410137,04-MAY-2023,
5445,1,02-MAY-2023,FedEx,397742802663,05-MAY-2023,
5446,1,02-MAY-2023,FedEx,397751280699,05-MAY-2023,
5447,5,01-MAY-2023,FedEx,397731510840,05-MAY-2023,
5450,2,01-MAY-2023,FedEx,397710751424,05-MAY-2023,
5459,6,28-APR-2023,FedEx,397606466880,02-MAY-2023,
5460,3,28-APR-2023,FedEx,397643282484,03-MAY-2023,
5463,1,02-MAY-2023,FedEx,397775869297,05-MAY-2023,
5466,1,02-MAY-2023,FedEx,397773304710,08-MAY-2023,
5470,2,02-MAY-2023,FedEx,397741318548,05-MAY-2023,
5476,3,03-MAY-2023,FedEx,397807017551,08-MAY-2023,
5479,10,27-APR-2023,FedEx,397585258050,28-APR-2023,
5481,2,28-APR-2023,FedEx,397643672554,04-MAY-2023,
5483,1,02-MAY-2023,FedEx,397778611023,05-MAY-2023,
5485,4,01-MAY-2023,FedEx,397647369198,03-MAY-2023,
5487,3,02-MAY-2023,FedEx,397789974814,05-MAY-2023,
5488,5,01-MAY-2023,FedEx,397736173823,05-MAY-2023,
5489,4,01-MAY-2023,FedEx,397697270013,05-MAY-2023,
5490,3,03-MAY-2023,FedEx,397797221522,04-MAY-2023,
5492,2,01-MAY-2023,FedEx,397692773920,04-MAY-2023,
5495,3,01-MAY-2023,FedEx,397646899989,05-MAY-2023,
5497,1,03-MAY-2023,FedEx,397795901230, ,
5498,1,03-MAY-2023,FedEx,397797325347, ,
5600,1,03-MAY-2023,FedEx,397822261645,08-MAY-2023,
5601,5,02-MAY-2023,FedEx,397758486366,05-MAY-2023,
5602,1,02-MAY-2023,FedEx,397780080494,05-MAY-2023,
5603,2,01-MAY-2023,FedEx,397737602408,05-MAY-2023,
5605,3,28-APR-2023,FedEx,397643300351,04-MAY-2023,
5606,4,01-MAY-2023,FedEx,397647381762,04-MAY-2023,
5609,5,27-APR-2023,FedEx,397577793068,02-MAY-2023,
5611,5,27-APR-2023,FedEx,397580222837,02-MAY-2023,
5613,2,01-MAY-2023,FedEx,397698307948,02-MAY-2023,
5614,4,04-MAY-2023,FedEx,397692710178,03-MAY-2023,
5616,3,01-MAY-2023,FedEx,397647098884,03-MAY-2023,
5617,1,02-MAY-2023,FedEx,397780288300,04-MAY-2023,
5623,1,03-MAY-2023,FedEx,397804900437,05-MAY-2023,
5627,2,02-MAY-2023,FedEx,397762281578,08-MAY-2023,
5628,2,01-MAY-2023,FedEx,397646806558,05-MAY-2023,
5629,1,02-MAY-2023,FedEx,397780795030,08-MAY-2023,
5634,3,01-MAY-2023,FedEx,397735863090,05-MAY-2023,
5635,2,02-MAY-2023,FedEx,397765946460,05-MAY-2023,
5640,2,02-MAY-2023,FedEx,397776731058,08-MAY-2023,
5644,2,01-MAY-2023,FedEx,397724930807,05-MAY-2023,
5649,2,28-APR-2023,FedEx,397621008095,05-MAY-2023,
5653,1,02-MAY-2023,FedEx,397742781000,04-MAY-2023,
5658,1,03-MAY-2023,FedEx,397796236080, ,
5661,3,28-APR-2023,FedEx,397644407090,04-MAY-2023,
5663,4,01-MAY-2023,FedEx,397691085527,03-MAY-2023,
5664,1,03-MAY-2023,FedEx,397820552359,08-MAY-2023,
5667,2,28-APR-2023,FedEx,397640566432,04-MAY-2023,
5668,1,02-MAY-2023,FedEx,397761967474,05-MAY-2023,
5669,1,02-MAY-2023,FedEx,397756909071,05-MAY-2023,
5670,2,01-MAY-2023,FedEx,397646737050,03-MAY-2023,
5671,5,02-MAY-2023,FedEx,397750597402,04-MAY-2023,
5672,1,08-MAY-2023,FedEx,398034152223, ,
5675,2,01-MAY-2023,FedEx,397695894676,04-MAY-2023,
5676,5,02-MAY-2023,FedEx,397750652156,04-MAY-2023,
5678,1,02-MAY-2023,FedEx,397770639698, ,
5683,4,28-APR-2023,FedEx,397614390732,02-MAY-2023,
5691,7,26-APR-2023,FedEx,397517914836,01-MAY-2023,
5693,3,02-MAY-2023,FedEx,397741683036,04-MAY-2023,
5695,3,02-MAY-2023,FedEx,397788334120,08-MAY-2023,
5697,1,02-MAY-2023,FedEx,397753888037,05-MAY-2023,
5702,1,02-MAY-2023,FedEx,397795064549,04-MAY-2023,
5703,1,02-MAY-2023,FedEx,397754948694,04-MAY-2023,
5704,3,01-MAY-2023,FedEx,397693178211,03-MAY-2023,
5705,2,28-APR-2023,FedEx,397620645560,02-MAY-2023,
5706,3,02-MAY-2023,FedEx,397787866578,04-MAY-2023,
5709,1,01-MAY-2023,FedEx,397688777624,03-MAY-2023,
5716,2,01-MAY-2023,FedEx,397647569756,03-MAY-2023,
5717,1,02-MAY-2023,FedEx,397768731369,05-MAY-2023,
5719,1,02-MAY-2023,FedEx,397768941078,08-MAY-2023,
5726,3,01-MAY-2023,FedEx,397692284371,03-MAY-2023,
5727,4,01-MAY-2023,FedEx,397718790455,04-MAY-2023,
5728,2,02-MAY-2023,FedEx,397741117877,04-MAY-2023,
5735,3,28-APR-2023,FedEx,397631003657,02-MAY-2023,
5738,2,02-MAY-2023,FedEx,397741813745,04-MAY-2023,
5740,2,01-MAY-2023,FedEx,397646634059,03-MAY-2023,
5741,4,01-MAY-2023,FedEx,397694885756,03-MAY-2023,
5743,4,01-MAY-2023,FedEx,397709283319,05-MAY-2023,
5748,2,28-APR-2023,FedEx,397644336820,03-MAY-2023,
5751,1,02-MAY-2023,FedEx,397753021024,05-MAY-2023,
5759,1,01-MAY-2023,FedEx,397721848656,04-MAY-2023,
5761,3,28-APR-2023,FedEx,397636975457,04-MAY-2023,
5763,3,03-MAY-2023,FedEx,397809025666,08-MAY-2023,
5764,3,28-APR-2023,FedEx,397631736717,01-MAY-2023,
5766,2,01-MAY-2023,FedEx,397706917123,05-MAY-2023,
5767,7,26-APR-2023,FedEx,397509789999,28-APR-2023,
5772,2,01-MAY-2023,FedEx,397694029721,03-MAY-2023,
5773,2,01-MAY-2023,FedEx,397717473149,04-MAY-2023,
5779,3,02-MAY-2023,FedEx,397781060889,08-MAY-2023,
5787,2,01-MAY-2023,FedEx,397722914727,05-MAY-2023,
5795,2,01-MAY-2023,FedEx,397696623755,05-MAY-2023,
5797,2,01-MAY-2023,FedEx,397698530930,03-MAY-2023,
5804,4,28-APR-2023,FedEx,397619514120,02-MAY-2023,
5805,3,28-APR-2023,FedEx,397637135388,01-MAY-2023,
5808,1,02-MAY-2023,FedEx,397767057937,05-MAY-2023,
5809,5,01-MAY-2023,FedEx,397736312713,04-MAY-2023,
5813,8,26-APR-2023,FedEx,397541889652,01-MAY-2023,
5814,2,01-MAY-2023,FedEx,397721459940,04-MAY-2023,
5818,2,02-MAY-2023,FedEx,397741131399,05-MAY-2023,
5819,1,02-MAY-2023,FedEx,397769971180,05-MAY-2023,
5820,1,03-MAY-2023,FedEx,397826067805,08-MAY-2023,
5823,5,02-MAY-2023,FedEx,397755813774,03-MAY-2023,
5824,1,01-MAY-2023,FedEx,397720044571,02-MAY-2023,
5829,1,02-MAY-2023,FedEx,397781237316,08-MAY-2023,
5831,1,03-MAY-2023,FedEx,397821993390,05-MAY-2023,
5837,1,03-MAY-2023,FedEx,397820423420,05-MAY-2023,
5842,2,01-MAY-2023,FedEx,397705302378,05-MAY-2023,
5847,2,28-APR-2023,FedEx,397639451249,04-MAY-2023,
5848,1,01-MAY-2023,FedEx,397736824548,05-MAY-2023,
5851,1,03-MAY-2023,FedEx,397796963484,08-MAY-2023,
5854,1,03-MAY-2023,FedEx,397797249157,08-MAY-2023,
5863,5,28-APR-2023,FedEx,397623720422,01-MAY-2023,
5867,5,01-MAY-2023,FedEx,397725577580,05-MAY-2023,
5869,1,03-MAY-2023,FedEx,397796651450, ,
5879,1,03-MAY-2023,FedEx,397814197792,08-MAY-2023,
5880,2,01-MAY-2023,FedEx,397736610903,05-MAY-2023,
5881,2,28-APR-2023,FedEx,397645039713,05-MAY-2023,
5882,1,02-MAY-2023,FedEx,397769764492,05-MAY-2023,
5883,1,28-APR-2023,FedEx,397645420153,04-MAY-2023,
5884,1,02-MAY-2023,FedEx,397753335588,08-MAY-2023,
5886,2,01-MAY-2023,FedEx,397724282448,05-MAY-2023,
5888,6,26-APR-2023,FedEx,397545988850,02-MAY-2023,
5890,2,02-MAY-2023,FedEx,397741807154,05-MAY-2023,
5898,5,02-MAY-2023,FedEx,397751396304,04-MAY-2023,
5899,2,01-MAY-2023,FedEx,397706198478, ,
5903,3,02-MAY-2023,FedEx,397788310707,05-MAY-2023,
5908,2,02-MAY-2023,FedEx,397766529717,05-MAY-2023,
5912,1,03-MAY-2023,FedEx,397796845449,08-MAY-2023,
5930,1,01-MAY-2023,FedEx,397720204047,05-MAY-2023,
5932,9,27-APR-2023,FedEx,397558541611,02-MAY-2023,
5944,2,01-MAY-2023,FedEx,397720623558,05-MAY-2023,
5945,2,28-APR-2023,FedEx,397645489281,04-MAY-2023,
5959,8,26-APR-2023,FedEx,397544339837,28-APR-2023,
5960,5,02-MAY-2023,FedEx,397754048932,04-MAY-2023,
5963,1,02-MAY-2023,FedEx,397742498614,03-MAY-2023,
5964,1,02-MAY-2023,FedEx,397785541003,05-MAY-2023,
5965,7,26-APR-2023,FedEx,397531632120,28-APR-2023,
5968,2,01-MAY-2023,FedEx,397735427300,05-MAY-2023,
5976,1,02-MAY-2023,FedEx,397757289293,05-MAY-2023,
5977,3,28-APR-2023,FedEx,397645212127,04-MAY-2023,
5982,2,02-MAY-2023,FedEx,397742182606,05-MAY-2023,
5987,5,02-MAY-2023,FedEx,397758059902,03-MAY-2023,
5990,1,03-MAY-2023,FedEx,397795876588,04-MAY-2023,
5991,5,04-MAY-2023,FedEx,397718578069,03-MAY-2023,
5992,1,02-MAY-2023,FedEx,397762549687,05-MAY-2023,
5993,1,02-MAY-2023,FedEx,397760317043,08-MAY-2023,
5994,4,01-MAY-2023,FedEx,397688596705, ,
5996,3,28-APR-2023,FedEx,397613317229,01-MAY-2023,
6149,1,01-MAY-2023,FedEx,397736758083,04-MAY-2023,
6176,3,02-MAY-2023,FedEx,397786873816,05-MAY-2023,
6178,4,01-MAY-2023,FedEx,397689955871,03-MAY-2023,
6233,2,02-MAY-2023,FedEx,397742316335,05-MAY-2023,
6263,5,02-MAY-2023,FedEx,397742685973,05-MAY-2023,
6286,7,26-APR-2023,FedEx,397532421959,27-APR-2023,
6300,1,02-MAY-2023,FedEx,397767628157,03-MAY-2023,
6392,1,03-MAY-2023,FedEx,397825933448,05-MAY-2023,
6395,1,02-MAY-2023,FedEx,397761419321,04-MAY-2023,
