Market,Region,Store,BU,Final Tier,Details
491,61,3152,NHM BU,Tier 1 - ISA On in Total Store,
491,61,3153,NHM BU,Tier 1 - ISA On in Total Store,
491,61,3154,NHM BU,Tier 1 - ISA On in Total Store,
491,61,3155,NHM BU,Tier 1 - ISA On in Total Store,
502,59,3156,NHM BU,Tier 1 - ISA On in Total Store,
502,59,3157,NHM BU,Tier 1 - ISA On in Total Store,
577,17,3159,EAST BU,Tier 1 - ISA On in Total Store,
548,72,3161,NHM BU,Tier 1 - ISA On in Total Store,
96,72,3162,NHM BU,Tier 1 - ISA On in Total Store,
553,9,3163,SOUTHEAST BU,Tier 2 - GM Pause,
534,72,3164,NHM BU,Tier 1 - ISA On in Total Store,
495,59,3166,NHM BU,Tier 1 - ISA On in Total Store,
125,13,3167,SOUTWEST BU,Tier 1 - ISA On in Total Store,
537,72,3168,NHM BU,Tier 1 - ISA On in Total Store,
83,5,3169,SOUTWEST BU,Tier 2 - GM Pause,
83,5,3170,SOUTWEST BU,Tier 2 - GM Pause,
491,61,3172,NHM BU,Tier 1 - ISA On in Total Store,
491,61,3172,NHM BU,Tier 1 - ISA On in Total Store,
491,61,3173,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3175,NHM BU,Tier 1 - ISA On in Total Store,
490,61,3176,NHM BU,Tier 1 - ISA On in Total Store,
378,54,3177,WEST BU,Tier 1 - ISA On in Total Store,
550,61,3178,NHM BU,Tier 1 - ISA On in Total Store,
481,61,3179,NHM BU,Tier 1 - ISA On in Total Store,
446,57,3180,WEST BU,Tier 1 - ISA On in Total Store,
296,26,3182,EAST BU,Tier 2 - GM Pause,
103,72,3183,NHM BU,Tier 1 - ISA On in Total Store,
544,72,3184,NHM BU,Tier 1 - ISA On in Total Store,
566,59,3185,NHM BU,Tier 1 - ISA On in Total Store,
20,2,3188,SOUTHEAST BU,Tier 2 - GM Pause,
35,2,3191,SOUTHEAST BU,Tier 2 - GM Pause,
35,2,3192,SOUTHEAST BU,Tier 2 - GM Pause,
112,9,3197,SOUTHEAST BU,Tier 2 - GM Pause,
561,64,3198,NHM BU,Tier 1 - ISA On in Total Store,
504,64,3199,NHM BU,Tier 1 - ISA On in Total Store,
159,16,3200,EAST BU,Tier 1 - ISA On in Total Store,
19,2,3201,SOUTHEAST BU,Tier 2 - GM Pause,
533,64,3202,NHM BU,Tier 1 - ISA On in Total Store,
561,64,3204,NHM BU,Tier 1 - ISA On in Total Store,
22,2,3205,SOUTHEAST BU,Tier 2 - GM Pause,
222,21,3206,NORTH BU,Tier 1 - ISA On in Total Store,
94,3,3207,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
582,54,3208,WEST BU,Tier 1 - ISA On in Total Store,
424,52,3209,WEST BU,Tier 2 - GM Pause,
275,25,3210,NORTH BU,Tier 1 - ISA On in Total Store,
178,22,3212,EAST BU,Tier 2 - GM Pause,
68,6,3213,SOUTWEST BU,Tier 1 - ISA On in Total Store,
289,75,3214,EAST BU,Tier 1 - ISA On in Total Store,
320,75,3215,EAST BU,Tier 2 - GM Pause,
289,75,3216,EAST BU,Tier 1 - ISA On in Total Store,
473,60,3217,WEST BU,Tier 1 - ISA On in Total Store,
467,60,3218,WEST BU,Tier 2 - GM Pause,
288,75,3219,EAST BU,Tier 1 - ISA On in Total Store,
405,46,3220,SOUTWEST BU,Tier 2 - GM Pause,
190,17,3221,EAST BU,Tier 1 - ISA On in Total Store,
35,2,3222,SOUTHEAST BU,Tier 2 - GM Pause,
229,20,3223,NORTH BU,Tier 2 - GM Pause,
583,5,3224,SOUTWEST BU,Tier 2 - GM Pause,
583,5,3225,SOUTWEST BU,Tier 2 - GM Pause,
65,6,3226,SOUTWEST BU,Tier 2 - GM Pause,
391,47,3227,WEST BU,Tier 1 - ISA On in Total Store,
231,22,3228,EAST BU,Tier 2 - GM Pause,
349,44,3229,SOUTWEST BU,Tier 2 - GM Pause,
324,42,3230,SOUTHEAST BU,Tier 2 - GM Pause,
321,42,3231,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
403,54,3232,WEST BU,Tier 1 - ISA On in Total Store,
419,52,3233,WEST BU,Tier 2 - GM Pause,
123,2,3234,SOUTHEAST BU,Tier 2 - GM Pause,
553,9,3235,SOUTHEAST BU,Tier 2 - GM Pause,
178,22,3236,EAST BU,Tier 2 - GM Pause,
430,54,3237,WEST BU,Tier 1 - ISA On in Total Store,
538,72,3238,NHM BU,Tier 1 - ISA On in Total Store,
478,60,3239,WEST BU,Tier 2 - GM Pause,
369,46,3241,SOUTWEST BU,Tier 2 - GM Pause,
312,75,3243,EAST BU,Tier 1 - ISA On in Total Store,
436,53,3245,NORTH BU,Tier 2 - GM Pause,
442,53,3247,NORTH BU,Tier 2 - GM Pause,
464,57,3248,WEST BU,Tier 1 - ISA On in Total Store,
209,20,3250,NORTH BU,Tier 2 - GM Pause,
218,21,3251,NORTH BU,Tier 2 - GM Pause,
167,22,3252,EAST BU,Tier 2 - GM Pause,
228,17,3253,EAST BU,Tier 1 - ISA On in Total Store,
392,56,3254,WEST BU,Tier 3 - Total Store ISA Pause,
246,21,3255,NORTH BU,Tier 3 - Total Store ISA Pause,
478,60,3258,WEST BU,Tier 1 - ISA On in Total Store,
383,54,3259,WEST BU,Tier 1 - ISA On in Total Store,
473,60,3260,WEST BU,Tier 1 - ISA On in Total Store,
475,60,3261,WEST BU,Tier 2 - GM Pause,
216,20,3262,NORTH BU,Tier 2 - GM Pause,
288,75,3265,EAST BU,Tier 1 - ISA On in Total Store,
558,22,3266,EAST BU,Tier 1 - ISA On in Total Store,
432,47,3267,WEST BU,Tier 1 - ISA On in Total Store,
440,53,3268,NORTH BU,Tier 2 - GM Pause,
180,16,3269,EAST BU,Tier 1 - ISA On in Total Store,
311,20,3270,NORTH BU,Tier 3 - Total Store ISA Pause,
13,14,3271,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
362,40,3273,NORTH BU,Tier 1 - ISA On in Total Store,
50,5,3274,SOUTWEST BU,Tier 2 - GM Pause,
533,64,3275,NHM BU,Tier 1 - ISA On in Total Store,
445,57,3276,WEST BU,Tier 2 - GM Pause,
392,56,3277,WEST BU,Tier 3 - Total Store ISA Pause,
433,47,3278,WEST BU,Tier 1 - ISA On in Total Store,
77,6,3279,SOUTWEST BU,Tier 2 - GM Pause,
192,17,3280,EAST BU,Tier 1 - ISA On in Total Store,
228,17,3281,EAST BU,Tier 1 - ISA On in Total Store,
218,21,3282,NORTH BU,Tier 1 - ISA On in Total Store,
409,44,3283,SOUTWEST BU,Tier 2 - GM Pause,
44,5,3284,SOUTWEST BU,Tier 1 - ISA On in Total Store,
44,5,3285,SOUTWEST BU,Tier 1 - ISA On in Total Store,
52,5,3286,SOUTWEST BU,Tier 2 - GM Pause,
504,64,3287,NHM BU,Tier 1 - ISA On in Total Store,
131,13,3288,SOUTWEST BU,Tier 1 - ISA On in Total Store,
124,4,3289,EAST BU,Tier 1 - ISA On in Total Store,
470,60,3290,WEST BU,Tier 2 - GM Pause,
174,17,3291,EAST BU,Tier 1 - ISA On in Total Store,
176,17,3292,EAST BU,Tier 1 - ISA On in Total Store,
209,20,3293,NORTH BU,Tier 2 - GM Pause,
242,41,3294,NORTH BU,Tier 2 - GM Pause,
356,44,3295,SOUTWEST BU,Tier 1 - ISA On in Total Store,
64,6,3296,SOUTWEST BU,Tier 2 - GM Pause,
67,6,3297,SOUTWEST BU,Tier 1 - ISA On in Total Store,
60,6,3298,SOUTWEST BU,Tier 2 - GM Pause,
502,59,3299,NHM BU,Tier 1 - ISA On in Total Store,
222,21,3300,NORTH BU,Tier 1 - ISA On in Total Store,
161,16,3301,EAST BU,Tier 2 - GM Pause,
64,6,3302,SOUTWEST BU,Tier 2 - GM Pause,
311,20,3303,NORTH BU,Tier 2 - GM Pause,
298,26,3304,EAST BU,Tier 2 - GM Pause,
298,26,3305,EAST BU,Tier 1 - ISA On in Total Store,
97,3,3307,SOUTHEAST BU,Tier 2 - GM Pause,
101,3,3308,SOUTHEAST BU,Tier 2 - GM Pause,
98,3,3309,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
94,3,3310,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
553,9,3311,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
376,47,3313,WEST BU,Tier 2 - GM Pause,
510,61,3314,NHM BU,Tier 1 - ISA On in Total Store,
510,61,3315,NHM BU,Tier 1 - ISA On in Total Store,
526,64,3317,NHM BU,Tier 1 - ISA On in Total Store,
81,5,3319,SOUTWEST BU,Tier 2 - GM Pause,
80,6,3320,SOUTWEST BU,Tier 1 - ISA On in Total Store,
442,53,3322,NORTH BU,Tier 2 - GM Pause,
444,53,3324,NORTH BU,Tier 2 - GM Pause,
533,64,3327,NHM BU,Tier 1 - ISA On in Total Store,
200,19,3328,NORTH BU,Tier 1 - ISA On in Total Store,
187,17,3329,EAST BU,Tier 1 - ISA On in Total Store,
502,59,3330,NHM BU,Tier 1 - ISA On in Total Store,
327,42,3331,SOUTHEAST BU,Tier 2 - GM Pause,
191,17,3332,EAST BU,Tier 1 - ISA On in Total Store,
187,17,3334,EAST BU,Tier 1 - ISA On in Total Store,
197,19,3336,NORTH BU,Tier 2 - GM Pause,
178,22,3337,EAST BU,Tier 2 - GM Pause,
497,59,3338,NHM BU,Tier 1 - ISA On in Total Store,
165,22,3339,EAST BU,Tier 2 - GM Pause,
507,64,3340,NHM BU,Tier 1 - ISA On in Total Store,
561,64,3341,NHM BU,Tier 1 - ISA On in Total Store,
225,21,3342,NORTH BU,Tier 2 - GM Pause,
286,75,3344,EAST BU,Tier 2 - GM Pause,
116,9,3347,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
107,9,3348,SOUTHEAST BU,Tier 2 - GM Pause,
118,9,3349,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
394,57,3350,WEST BU,Tier 1 - ISA On in Total Store,
394,57,3351,WEST BU,Tier 1 - ISA On in Total Store,
452,56,3352,WEST BU,Tier 1 - ISA On in Total Store,
397,61,3354,NHM BU,Tier 1 - ISA On in Total Store,
397,61,3355,NHM BU,Tier 1 - ISA On in Total Store,
397,61,3356,NHM BU,Tier 1 - ISA On in Total Store,
9,61,3357,NHM BU,Tier 1 - ISA On in Total Store,
499,59,3359,NHM BU,Tier 1 - ISA On in Total Store,
373,46,3360,SOUTWEST BU,Tier 2 - GM Pause,
253,41,3362,NORTH BU,Tier 1 - ISA On in Total Store,
254,41,3363,NORTH BU,Tier 1 - ISA On in Total Store,
423,52,3364,WEST BU,Tier 1 - ISA On in Total Store,
401,54,3366,WEST BU,Tier 1 - ISA On in Total Store,
36,4,3367,EAST BU,Tier 2 - GM Pause,
115,9,3370,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
306,4,3371,EAST BU,Tier 1 - ISA On in Total Store,
111,9,3372,SOUTHEAST BU,Tier 2 - GM Pause,
9,61,3377,NHM BU,Tier 1 - ISA On in Total Store,
366,46,3379,SOUTWEST BU,Tier 2 - GM Pause,
475,60,3380,WEST BU,Tier 2 - GM Pause,
74,5,3381,SOUTWEST BU,Tier 1 - ISA On in Total Store,
389,47,3382,WEST BU,Tier 1 - ISA On in Total Store,
70,46,3383,SOUTWEST BU,Tier 2 - GM Pause,
70,46,3384,SOUTWEST BU,Tier 2 - GM Pause,
526,64,3385,NHM BU,Tier 1 - ISA On in Total Store,
3,14,3386,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
118,9,3387,SOUTHEAST BU,Tier 2 - GM Pause,
25,2,3388,SOUTHEAST BU,Tier 2 - GM Pause,
25,2,3389,SOUTHEAST BU,Tier 2 - GM Pause,
68,6,3390,SOUTWEST BU,Tier 1 - ISA On in Total Store,
87,6,3391,SOUTWEST BU,Tier 1 - ISA On in Total Store,
58,64,3392,NHM BU,Tier 1 - ISA On in Total Store,
413,52,3394,WEST BU,Tier 1 - ISA On in Total Store,
429,47,3395,WEST BU,Tier 2 - GM Pause,
553,9,3397,SOUTHEAST BU,Tier 2 - GM Pause,
265,25,3400,NORTH BU,Tier 1 - ISA On in Total Store,
19,2,3401,SOUTHEAST BU,Tier 2 - GM Pause,
19,2,3402,SOUTHEAST BU,Tier 2 - GM Pause,
26,2,3403,SOUTHEAST BU,Tier 2 - GM Pause,
422,52,3404,WEST BU,Tier 2 - GM Pause,
51,5,3406,SOUTWEST BU,Tier 2 - GM Pause,
368,46,3407,SOUTWEST BU,Tier 2 - GM Pause,
392,56,3408,WEST BU,Tier 2 - GM Pause,
156,16,3409,EAST BU,Tier 1 - ISA On in Total Store,
500,59,3411,NHM BU,Tier 1 - ISA On in Total Store,
232,22,3412,EAST BU,Tier 1 - ISA On in Total Store,
548,72,3414,NHM BU,Tier 1 - ISA On in Total Store,
104,9,3415,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
105,9,3417,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
112,9,3418,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
58,64,3419,NHM BU,Tier 1 - ISA On in Total Store,
172,17,3420,EAST BU,Tier 1 - ISA On in Total Store,
165,22,3422,EAST BU,Tier 2 - GM Pause,
385,46,3423,SOUTWEST BU,Tier 2 - GM Pause,
544,72,3424,NHM BU,Tier 1 - ISA On in Total Store,
63,6,3425,SOUTWEST BU,Tier 2 - GM Pause,
387,46,3427,SOUTWEST BU,Tier 2 - GM Pause,
375,46,3428,SOUTWEST BU,Tier 2 - GM Pause,
228,17,3429,EAST BU,Tier 1 - ISA On in Total Store,
352,44,3430,SOUTWEST BU,Tier 2 - GM Pause,
48,5,3431,SOUTWEST BU,Tier 2 - GM Pause,
49,5,3432,SOUTWEST BU,Tier 1 - ISA On in Total Store,
49,5,3433,SOUTWEST BU,Tier 2 - GM Pause,
270,25,3434,NORTH BU,Tier 1 - ISA On in Total Store,
249,25,3435,NORTH BU,Tier 2 - GM Pause,
201,19,3436,NORTH BU,Tier 2 - GM Pause,
15,14,3439,SOUTHEAST BU,Tier 2 - GM Pause,
496,59,3442,NHM BU,Tier 1 - ISA On in Total Store,
577,17,3443,EAST BU,Tier 1 - ISA On in Total Store,
207,19,3445,NORTH BU,Tier 2 - GM Pause,
219,21,3447,NORTH BU,Tier 3 - Total Store ISA Pause,
528,64,3449,NHM BU,Tier 1 - ISA On in Total Store,
528,64,3450,NHM BU,Tier 1 - ISA On in Total Store,
562,64,3452,NHM BU,Tier 1 - ISA On in Total Store,
200,19,3453,NORTH BU,Tier 3 - Total Store ISA Pause,
401,54,3454,WEST BU,Tier 1 - ISA On in Total Store,
452,56,3455,WEST BU,Tier 1 - ISA On in Total Store,
500,59,3456,NHM BU,Tier 1 - ISA On in Total Store,
507,64,3457,NHM BU,Tier 1 - ISA On in Total Store,
200,19,3458,NORTH BU,Tier 2 - GM Pause,
278,25,3459,NORTH BU,Tier 1 - ISA On in Total Store,
278,25,3460,NORTH BU,Tier 2 - GM Pause,
16,3,3461,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
24,2,3462,SOUTHEAST BU,Tier 2 - GM Pause,
114,9,3463,SOUTHEAST BU,Tier 2 - GM Pause,
462,57,3464,WEST BU,Tier 1 - ISA On in Total Store,
369,46,3465,SOUTWEST BU,Tier 2 - GM Pause,
175,17,3469,EAST BU,Tier 1 - ISA On in Total Store,
26,2,3471,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
474,60,3472,WEST BU,Tier 2 - GM Pause,
394,57,3473,WEST BU,Tier 1 - ISA On in Total Store,
115,9,3474,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
167,22,3475,EAST BU,Tier 2 - GM Pause,
197,19,3476,NORTH BU,Tier 2 - GM Pause,
465,57,3477,WEST BU,Tier 1 - ISA On in Total Store,
470,60,3478,WEST BU,Tier 2 - GM Pause,
534,72,3479,NHM BU,Tier 1 - ISA On in Total Store,
311,20,3480,NORTH BU,Tier 1 - ISA On in Total Store,
282,75,3481,EAST BU,Tier 1 - ISA On in Total Store,
51,5,3482,SOUTWEST BU,Tier 1 - ISA On in Total Store,
129,13,3483,SOUTWEST BU,Tier 2 - GM Pause,
14,14,3484,SOUTHEAST BU,Tier 2 - GM Pause,
18,2,3485,SOUTHEAST BU,Tier 2 - GM Pause,
218,21,3486,NORTH BU,Tier 1 - ISA On in Total Store,
206,19,3487,NORTH BU,Tier 2 - GM Pause,
435,53,3488,NORTH BU,Tier 1 - ISA On in Total Store,
281,75,3489,EAST BU,Tier 1 - ISA On in Total Store,
282,75,3490,EAST BU,Tier 1 - ISA On in Total Store,
184,16,3491,EAST BU,Tier 2 - GM Pause,
409,44,3492,SOUTWEST BU,Tier 2 - GM Pause,
452,56,3493,WEST BU,Tier 1 - ISA On in Total Store,
459,57,3494,WEST BU,Tier 1 - ISA On in Total Store,
149,12,3495,SOUTHEAST BU,Tier 2 - GM Pause,
444,53,3497,NORTH BU,Tier 1 - ISA On in Total Store,
422,52,3498,WEST BU,Tier 2 - GM Pause,
442,53,3499,NORTH BU,Tier 3 - Total Store ISA Pause,
60,6,3500,SOUTWEST BU,Tier 2 - GM Pause,
233,22,3501,EAST BU,Tier 2 - GM Pause,
223,21,3502,NORTH BU,Tier 2 - GM Pause,
308,26,3503,EAST BU,Tier 2 - GM Pause,
498,59,3504,NHM BU,Tier 1 - ISA On in Total Store,
441,53,3505,NORTH BU,Tier 2 - GM Pause,
507,64,3508,NHM BU,Tier 1 - ISA On in Total Store,
562,64,3509,NHM BU,Tier 1 - ISA On in Total Store,
62,6,3510,SOUTWEST BU,Tier 2 - GM Pause,
474,60,3511,WEST BU,Tier 2 - GM Pause,
526,64,3512,NHM BU,Tier 1 - ISA On in Total Store,
423,52,3513,WEST BU,Tier 2 - GM Pause,
228,17,3514,EAST BU,Tier 1 - ISA On in Total Store,
218,21,3515,NORTH BU,Tier 1 - ISA On in Total Store,
458,57,3516,WEST BU,Tier 1 - ISA On in Total Store,
526,64,3517,NHM BU,Tier 1 - ISA On in Total Store,
88,46,3518,SOUTWEST BU,Tier 1 - ISA On in Total Store,
577,17,3520,EAST BU,Tier 1 - ISA On in Total Store,
504,64,3521,NHM BU,Tier 1 - ISA On in Total Store,
484,57,3522,WEST BU,Tier 2 - GM Pause,
448,57,3523,WEST BU,Tier 1 - ISA On in Total Store,
458,57,3524,WEST BU,Tier 1 - ISA On in Total Store,
514,60,3525,WEST BU,Tier 1 - ISA On in Total Store,
104,9,3526,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
107,9,3527,SOUTHEAST BU,Tier 2 - GM Pause,
143,13,3528,SOUTWEST BU,Tier 1 - ISA On in Total Store,
249,25,3529,NORTH BU,Tier 2 - GM Pause,
561,64,3530,NHM BU,Tier 1 - ISA On in Total Store,
467,60,3531,WEST BU,Tier 2 - GM Pause,
585,47,3533,WEST BU,Tier 2 - GM Pause,
425,53,3534,NORTH BU,Tier 2 - GM Pause,
157,16,3535,EAST BU,Tier 2 - GM Pause,
467,60,3537,WEST BU,Tier 2 - GM Pause,
92,9,3538,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
167,22,3541,EAST BU,Tier 2 - GM Pause,
562,64,3542,NHM BU,Tier 1 - ISA On in Total Store,
173,17,3543,EAST BU,Tier 1 - ISA On in Total Store,
163,17,3545,EAST BU,Tier 1 - ISA On in Total Store,
173,17,3546,EAST BU,Tier 1 - ISA On in Total Store,
173,17,3547,EAST BU,Tier 1 - ISA On in Total Store,
173,17,3548,EAST BU,Tier 1 - ISA On in Total Store,
184,16,3549,EAST BU,Tier 2 - GM Pause,
160,16,3560,EAST BU,Tier 2 - GM Pause,
160,16,3561,EAST BU,Tier 1 - ISA On in Total Store,
577,17,3562,EAST BU,Tier 1 - ISA On in Total Store,
168,22,3563,EAST BU,Tier 1 - ISA On in Total Store,
170,22,3564,EAST BU,Tier 2 - GM Pause,
380,47,3566,WEST BU,Tier 1 - ISA On in Total Store,
80,6,3567,SOUTWEST BU,Tier 2 - GM Pause,
403,54,3568,WEST BU,Tier 1 - ISA On in Total Store,
83,5,3569,SOUTWEST BU,Tier 2 - GM Pause,
30,3,3570,SOUTHEAST BU,Tier 2 - GM Pause,
221,21,3571,NORTH BU,Tier 1 - ISA On in Total Store,
62,6,3572,SOUTWEST BU,Tier 2 - GM Pause,
286,75,3573,EAST BU,Tier 1 - ISA On in Total Store,
504,64,3574,NHM BU,Tier 1 - ISA On in Total Store,
562,64,3579,NHM BU,Tier 1 - ISA On in Total Store,
219,21,3580,NORTH BU,Tier 1 - ISA On in Total Store,
216,20,3581,NORTH BU,Tier 2 - GM Pause,
391,47,3582,WEST BU,Tier 1 - ISA On in Total Store,
188,17,3583,EAST BU,Tier 1 - ISA On in Total Store,
64,6,3584,SOUTWEST BU,Tier 2 - GM Pause,
68,6,3585,SOUTWEST BU,Tier 1 - ISA On in Total Store,
455,56,3587,WEST BU,Tier 2 - GM Pause,
291,75,3588,EAST BU,Tier 1 - ISA On in Total Store,
403,54,3589,WEST BU,Tier 1 - ISA On in Total Store,
426,52,3590,WEST BU,Tier 1 - ISA On in Total Store,
68,6,3591,SOUTWEST BU,Tier 1 - ISA On in Total Store,
492,72,3593,NHM BU,Tier 1 - ISA On in Total Store,
58,64,3594,NHM BU,Tier 1 - ISA On in Total Store,
310,26,3595,EAST BU,Tier 2 - GM Pause,
384,46,3596,SOUTWEST BU,Tier 2 - GM Pause,
270,25,3597,NORTH BU,Tier 2 - GM Pause,
176,17,3598,EAST BU,Tier 1 - ISA On in Total Store,
492,72,3599,NHM BU,Tier 1 - ISA On in Total Store,
500,59,3600,NHM BU,Tier 1 - ISA On in Total Store,
266,25,3601,NORTH BU,Tier 2 - GM Pause,
275,25,3602,NORTH BU,Tier 1 - ISA On in Total Store,
509,59,3603,NHM BU,Tier 1 - ISA On in Total Store,
510,61,3604,NHM BU,Tier 1 - ISA On in Total Store,
509,59,3605,NHM BU,Tier 1 - ISA On in Total Store,
549,72,3606,NHM BU,Tier 1 - ISA On in Total Store,
195,17,3607,EAST BU,Tier 1 - ISA On in Total Store,
209,20,3608,NORTH BU,Tier 2 - GM Pause,
19,2,3609,SOUTHEAST BU,Tier 2 - GM Pause,
26,2,3611,SOUTHEAST BU,Tier 2 - GM Pause,
296,26,3612,EAST BU,Tier 2 - GM Pause,
509,59,3614,NHM BU,Tier 1 - ISA On in Total Store,
533,64,3615,NHM BU,Tier 1 - ISA On in Total Store,
128,13,3616,SOUTWEST BU,Tier 1 - ISA On in Total Store,
559,72,3617,NHM BU,Tier 1 - ISA On in Total Store,
498,59,3619,NHM BU,Tier 1 - ISA On in Total Store,
403,54,3620,WEST BU,Tier 1 - ISA On in Total Store,
23,2,3621,SOUTHEAST BU,Tier 2 - GM Pause,
509,59,3622,NHM BU,Tier 1 - ISA On in Total Store,
88,46,3623,SOUTWEST BU,Tier 2 - GM Pause,
424,52,3624,WEST BU,Tier 1 - ISA On in Total Store,
109,9,3625,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
308,26,3626,EAST BU,Tier 2 - GM Pause,
21,2,3627,SOUTHEAST BU,Tier 2 - GM Pause,
497,59,3628,NHM BU,Tier 1 - ISA On in Total Store,
549,72,3629,NHM BU,Tier 1 - ISA On in Total Store,
415,52,3630,WEST BU,Tier 1 - ISA On in Total Store,
44,5,3631,SOUTWEST BU,Tier 1 - ISA On in Total Store,
205,19,3632,NORTH BU,Tier 1 - ISA On in Total Store,
234,22,3633,EAST BU,Tier 2 - GM Pause,
232,22,3634,EAST BU,Tier 1 - ISA On in Total Store,
498,59,3635,NHM BU,Tier 1 - ISA On in Total Store,
533,64,3637,NHM BU,Tier 1 - ISA On in Total Store,
497,59,3638,NHM BU,Tier 1 - ISA On in Total Store,
292,75,3639,EAST BU,Tier 1 - ISA On in Total Store,
65,6,3640,SOUTWEST BU,Tier 1 - ISA On in Total Store,
223,21,3641,NORTH BU,Tier 2 - GM Pause,
440,53,3643,NORTH BU,Tier 2 - GM Pause,
289,75,3644,EAST BU,Tier 1 - ISA On in Total Store,
73,46,3645,SOUTWEST BU,Tier 2 - GM Pause,
496,59,3646,NHM BU,Tier 1 - ISA On in Total Store,
427,54,3648,WEST BU,Tier 1 - ISA On in Total Store,
446,57,3650,WEST BU,Tier 1 - ISA On in Total Store,
454,56,3652,WEST BU,Tier 1 - ISA On in Total Store,
58,64,3653,NHM BU,Tier 1 - ISA On in Total Store,
534,72,3654,NHM BU,Tier 1 - ISA On in Total Store,
397,61,3655,NHM BU,Tier 1 - ISA On in Total Store,
298,26,3658,EAST BU,Tier 2 - GM Pause,
119,2,3659,SOUTHEAST BU,Tier 2 - GM Pause,
120,2,3660,SOUTHEAST BU,Tier 2 - GM Pause,
526,64,3661,NHM BU,Tier 1 - ISA On in Total Store,
811,29,3693,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
309,26,3700,EAST BU,Tier 1 - ISA On in Total Store,
302,26,3701,EAST BU,Tier 2 - GM Pause,
98,3,3702,SOUTHEAST BU,Tier 2 - GM Pause,
543,64,3703,NHM BU,Tier 1 - ISA On in Total Store,
467,60,3705,WEST BU,Tier 2 - GM Pause,
452,56,3708,WEST BU,Tier 1 - ISA On in Total Store,
19,2,3709,SOUTHEAST BU,Tier 2 - GM Pause,
20,2,3710,SOUTHEAST BU,Tier 2 - GM Pause,
455,56,3712,WEST BU,Tier 2 - GM Pause,
496,59,3713,NHM BU,Tier 1 - ISA On in Total Store,
801,29,3716,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
153,12,3717,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
293,75,3720,EAST BU,Tier 2 - GM Pause,
215,20,3722,NORTH BU,Tier 1 - ISA On in Total Store,
537,72,3723,NHM BU,Tier 1 - ISA On in Total Store,
497,59,3724,NHM BU,Tier 1 - ISA On in Total Store,
267,25,3725,NORTH BU,Tier 1 - ISA On in Total Store,
205,19,3726,NORTH BU,Tier 2 - GM Pause,
541,64,3727,NHM BU,Tier 1 - ISA On in Total Store,
394,57,3728,WEST BU,Tier 1 - ISA On in Total Store,
392,56,3729,WEST BU,Tier 2 - GM Pause,
364,46,3730,SOUTWEST BU,Tier 2 - GM Pause,
385,46,3731,SOUTWEST BU,Tier 2 - GM Pause,
385,46,3732,SOUTWEST BU,Tier 2 - GM Pause,
42,4,3733,EAST BU,Tier 2 - GM Pause,
430,54,3734,WEST BU,Tier 1 - ISA On in Total Store,
541,64,3736,NHM BU,Tier 1 - ISA On in Total Store,
227,20,3738,NORTH BU,Tier 2 - GM Pause,
399,56,3739,WEST BU,Tier 1 - ISA On in Total Store,
490,61,3740,NHM BU,Tier 1 - ISA On in Total Store,
19,2,3741,SOUTHEAST BU,Tier 2 - GM Pause,
476,60,3742,WEST BU,Tier 2 - GM Pause,
542,64,3743,NHM BU,Tier 1 - ISA On in Total Store,
542,64,3745,NHM BU,Tier 1 - ISA On in Total Store,
542,64,3746,NHM BU,Tier 1 - ISA On in Total Store,
239,21,3747,NORTH BU,Tier 2 - GM Pause,
26,2,3748,SOUTHEAST BU,Tier 2 - GM Pause,
225,21,3749,NORTH BU,Tier 3 - Total Store ISA Pause,
32,3,3750,SOUTHEAST BU,Tier 2 - GM Pause,
373,46,3751,SOUTWEST BU,Tier 2 - GM Pause,
542,64,3752,NHM BU,Tier 1 - ISA On in Total Store,
473,60,3754,WEST BU,Tier 1 - ISA On in Total Store,
471,60,3757,WEST BU,Tier 2 - GM Pause,
412,52,3758,WEST BU,Tier 1 - ISA On in Total Store,
421,52,3760,WEST BU,Tier 1 - ISA On in Total Store,
412,52,3761,WEST BU,Tier 2 - GM Pause,Will re-evaluate on a weekly basis
413,52,3762,WEST BU,Tier 1 - ISA On in Total Store,
505,46,3763,SOUTWEST BU,Tier 2 - GM Pause,
