Store # ,Qty,Earliest Received Date,Latest Received Date
423,19,1/10/2023,1/18/2023
642,19,1/10/2023,1/18/2023
148,19,1/10/2023,1/18/2023
2927,19,1/10/2023,1/18/2023
3763,19,1/10/2023,1/18/2023
1315,19,1/10/2023,1/18/2023
2094,19,1/10/2023,1/18/2023
403,18,1/10/2023,1/18/2023
110,18,1/10/2023,1/18/2023
165,18,1/10/2023,1/18/2023
3584,18,1/10/2023,1/18/2023
735,18,1/10/2023,1/18/2023
481,18,1/10/2023,1/18/2023
923,18,1/10/2023,1/18/2023
391,18,1/10/2023,1/18/2023
5104,18,1/10/2023,1/18/2023
3313,18,1/10/2023,1/18/2023
194,18,1/10/2023,1/18/2023
495,18,1/10/2023,1/18/2023
2563,18,1/10/2023,1/18/2023
758,18,1/10/2023,1/18/2023
2157,18,1/10/2023,1/18/2023
5361,18,1/10/2023,1/18/2023
5260,18,1/10/2023,1/18/2023
2902,18,1/10/2023,1/18/2023
144,18,1/10/2023,1/18/2023
130,18,1/10/2023,1/18/2023
666,18,1/10/2023,1/18/2023
259,18,1/10/2023,1/18/2023
204,18,1/10/2023,1/18/2023
943,18,1/10/2023,1/18/2023
1617,18,1/10/2023,1/18/2023
1834,18,1/10/2023,1/18/2023
2516,18,1/10/2023,1/18/2023
884,18,1/10/2023,1/18/2023
769,18,1/10/2023,1/18/2023
56,18,1/10/2023,1/18/2023
351,18,1/10/2023,1/18/2023
3705,18,1/10/2023,1/18/2023
1021,18,1/10/2023,1/18/2023
715,18,1/10/2023,1/18/2023
5174,18,1/10/2023,1/18/2023
177,18,1/10/2023,1/18/2023
589,17,1/10/2023,1/18/2023
363,17,1/10/2023,1/18/2023
2223,17,1/10/2023,1/18/2023
633,17,1/10/2023,1/18/2023
279,17,1/10/2023,1/18/2023
2656,17,1/10/2023,1/18/2023
625,17,1/10/2023,1/18/2023
781,17,1/10/2023,1/18/2023
1340,17,1/10/2023,1/18/2023
541,17,1/10/2023,1/18/2023
1839,17,1/10/2023,1/18/2023
45,17,1/10/2023,1/18/2023
542,17,1/10/2023,1/18/2023
743,17,1/10/2023,1/18/2023
773,17,1/10/2023,1/18/2023
1317,17,1/10/2023,1/18/2023
1209,17,1/10/2023,1/18/2023
5927,17,1/10/2023,1/18/2023
304,17,1/10/2023,1/18/2023
852,17,1/10/2023,1/18/2023
321,17,1/10/2023,1/18/2023
100,17,1/10/2023,1/18/2023
6807,17,1/10/2023,1/18/2023
3406,17,1/10/2023,1/18/2023
515,17,1/10/2023,1/18/2023
2861,17,1/10/2023,1/18/2023
1649,17,1/10/2023,1/18/2023
686,17,1/10/2023,1/18/2023
578,17,1/10/2023,1/18/2023
2287,17,1/10/2023,1/18/2023
295,17,1/10/2023,1/18/2023
7290,17,1/10/2023,1/18/2023
3283,17,1/10/2023,1/18/2023
691,17,1/10/2023,1/18/2023
49,17,1/10/2023,1/18/2023
16,16,1/10/2023,1/18/2023
307,16,1/10/2023,1/18/2023
961,16,1/10/2023,1/18/2023
122,16,1/10/2023,1/18/2023
315,16,1/10/2023,1/18/2023
5430,16,1/10/2023,1/18/2023
907,16,1/10/2023,1/18/2023
60,16,1/10/2023,1/18/2023
1001,16,1/10/2023,1/18/2023
468,16,1/10/2023,1/18/2023
5123,16,1/10/2023,1/18/2023
656,16,1/10/2023,1/18/2023
1280,16,1/10/2023,1/18/2023
2007,16,1/10/2023,1/18/2023
2366,16,1/10/2023,1/18/2023
916,16,1/10/2023,1/18/2023
1918,16,1/10/2023,1/18/2023
987,16,1/10/2023,1/18/2023
2575,16,1/10/2023,1/18/2023
727,16,1/10/2023,1/18/2023
301,16,1/10/2023,1/18/2023
806,16,1/10/2023,1/18/2023
672,16,1/10/2023,1/18/2023
712,16,1/10/2023,1/18/2023
261,16,1/10/2023,1/18/2023
522,16,1/10/2023,1/18/2023
3702,16,1/10/2023,1/18/2023
3518,16,1/10/2023,1/18/2023
5033,16,1/10/2023,1/18/2023
5141,16,1/10/2023,1/18/2023
3616,16,1/10/2023,1/18/2023
1645,16,1/10/2023,1/18/2023
3582,16,1/10/2023,1/18/2023
603,16,1/10/2023,1/18/2023
5218,16,1/10/2023,1/18/2023
61,16,1/10/2023,1/18/2023
912,16,1/10/2023,1/18/2023
1461,16,1/10/2023,1/18/2023
562,16,1/10/2023,1/18/2023
52,16,1/10/2023,1/18/2023
622,16,1/10/2023,1/18/2023
634,16,1/10/2023,1/18/2023
81,16,1/10/2023,1/18/2023
5272,16,1/10/2023,1/18/2023
2270,16,1/10/2023,1/18/2023
5341,16,1/10/2023,1/18/2023
5099,16,1/10/2023,1/18/2023
682,16,1/10/2023,1/18/2023
160,16,1/10/2023,1/18/2023
30,15,1/10/2023,1/18/2023
32,15,1/10/2023,1/18/2023
675,15,1/10/2023,1/18/2023
1784,15,1/10/2023,1/18/2023
51,15,1/10/2023,1/18/2023
4221,15,1/10/2023,1/18/2023
4285,15,1/10/2023,1/18/2023
695,15,1/10/2023,1/18/2023
1567,15,1/10/2023,1/18/2023
544,15,1/10/2023,1/18/2023
1473,15,1/10/2023,1/18/2023
519,15,1/10/2023,1/18/2023
2767,15,1/10/2023,1/18/2023
561,15,1/10/2023,1/18/2023
571,15,1/10/2023,1/18/2023
5891,15,1/10/2023,1/18/2023
152,15,1/10/2023,1/18/2023
768,15,1/10/2023,1/18/2023
989,15,1/10/2023,1/18/2023
915,15,1/10/2023,1/18/2023
924,15,1/10/2023,1/18/2023
624,15,1/10/2023,1/18/2023
1018,15,1/10/2023,1/18/2023
3732,15,1/10/2023,1/18/2023
3742,15,1/10/2023,1/18/2023
615,15,1/10/2023,1/18/2023
249,15,1/10/2023,1/18/2023
406,15,1/10/2023,1/18/2023
5303,15,1/10/2023,1/18/2023
5216,15,1/10/2023,1/18/2023
816,15,1/10/2023,1/18/2023
855,15,1/10/2023,1/18/2023
936,15,1/10/2023,1/18/2023
2820,15,1/10/2023,1/18/2023
300,15,1/10/2023,1/18/2023
3883,15,1/10/2023,1/18/2023
5155,15,1/10/2023,1/18/2023
1481,15,1/10/2023,1/18/2023
76,15,1/10/2023,1/18/2023
688,15,1/10/2023,1/18/2023
330,15,1/10/2023,1/18/2023
988,15,1/10/2023,1/18/2023
5491,15,1/10/2023,1/18/2023
847,15,1/10/2023,1/18/2023
200,15,1/10/2023,1/18/2023
638,15,1/10/2023,1/18/2023
118,15,1/10/2023,1/18/2023
1998,15,1/10/2023,1/18/2023
1671,15,1/10/2023,1/18/2023
782,15,1/10/2023,1/18/2023
874,15,1/10/2023,1/18/2023
422,15,1/10/2023,1/18/2023
3525,15,1/10/2023,1/18/2023
1116,15,1/10/2023,1/18/2023
532,15,1/10/2023,1/18/2023
880,15,1/10/2023,1/18/2023
159,15,1/10/2023,1/18/2023
586,14,1/10/2023,1/18/2023
4553,14,1/10/2023,1/18/2023
149,14,1/10/2023,1/18/2023
4219,14,1/10/2023,1/18/2023
5844,14,1/10/2023,1/18/2023
104,14,1/10/2023,1/18/2023
3778,14,1/10/2023,1/18/2023
911,14,1/10/2023,1/18/2023
331,14,1/10/2023,1/18/2023
1231,14,1/10/2023,1/18/2023
3799,14,1/10/2023,1/18/2023
4443,14,1/10/2023,1/18/2023
1184,14,1/10/2023,1/18/2023
290,14,1/10/2023,1/18/2023
608,14,1/10/2023,1/18/2023
506,14,1/10/2023,1/18/2023
851,14,1/10/2023,1/18/2023
514,14,1/10/2023,1/18/2023
123,14,1/10/2023,1/18/2023
575,14,1/10/2023,1/18/2023
4278,14,1/10/2023,1/18/2023
2012,14,1/10/2023,1/18/2023
1357,14,1/10/2023,1/18/2023
2032,14,1/10/2023,1/18/2023
408,14,1/10/2023,1/18/2023
630,14,1/10/2023,1/18/2023
1864,14,1/10/2023,1/18/2023
365,14,1/10/2023,1/18/2023
4317,14,1/10/2023,1/18/2023
962,14,1/10/2023,1/18/2023
3747,14,1/10/2023,1/18/2023
451,14,1/10/2023,1/18/2023
548,14,1/10/2023,1/18/2023
770,14,1/10/2023,1/18/2023
483,14,1/10/2023,1/18/2023
1200,14,1/10/2023,1/18/2023
910,14,1/10/2023,1/18/2023
739,14,1/10/2023,1/18/2023
238,14,1/10/2023,1/18/2023
917,14,1/10/2023,1/18/2023
310,14,1/10/2023,1/18/2023
388,14,1/10/2023,1/18/2023
2452,14,1/10/2023,1/18/2023
736,14,1/10/2023,1/18/2023
280,14,1/10/2023,1/18/2023
427,14,1/10/2023,1/18/2023
2354,14,1/10/2023,1/18/2023
240,14,1/10/2023,1/18/2023
3151,14,1/10/2023,1/18/2023
876,14,1/10/2023,1/18/2023
1047,14,1/10/2023,1/18/2023
127,14,1/10/2023,1/18/2023
5156,14,1/10/2023,1/18/2023
314,14,1/10/2023,1/18/2023
2752,14,1/10/2023,1/18/2023
897,14,1/10/2023,1/18/2023
1757,14,1/10/2023,1/18/2023
40,14,1/10/2023,1/18/2023
2652,14,1/10/2023,1/18/2023
3018,14,1/10/2023,1/18/2023
1767,14,1/10/2023,1/18/2023
429,14,1/10/2023,1/18/2023
591,14,1/10/2023,1/18/2023
217,14,1/10/2023,1/18/2023
980,14,1/17/2023,1/25/2023
398,14,1/17/2023,1/25/2023
1151,13,1/17/2023,1/25/2023
305,13,1/17/2023,1/25/2023
2187,13,1/17/2023,1/25/2023
1855,13,1/17/2023,1/25/2023
1345,13,1/17/2023,1/25/2023
5673,13,1/17/2023,1/25/2023
899,13,1/17/2023,1/25/2023
620,13,1/17/2023,1/25/2023
521,13,1/17/2023,1/25/2023
6975,13,1/17/2023,1/25/2023
2316,13,1/17/2023,1/25/2023
415,13,1/17/2023,1/25/2023
2571,13,1/17/2023,1/25/2023
2803,13,1/17/2023,1/25/2023
1554,13,1/17/2023,1/25/2023
5350,13,1/17/2023,1/25/2023
3347,13,1/17/2023,1/25/2023
5782,13,1/17/2023,1/25/2023
2326,13,1/17/2023,1/25/2023
4137,13,1/17/2023,1/25/2023
614,13,1/17/2023,1/25/2023
195,13,1/17/2023,1/25/2023
2539,13,1/17/2023,1/25/2023
667,13,1/17/2023,1/25/2023
896,13,1/17/2023,1/25/2023
2331,13,1/17/2023,1/25/2023
3795,13,1/17/2023,1/25/2023
3469,13,1/17/2023,1/25/2023
7324,13,1/17/2023,1/25/2023
3299,13,1/17/2023,1/25/2023
420,13,1/17/2023,1/25/2023
1967,13,1/17/2023,1/25/2023
831,13,1/17/2023,1/25/2023
2241,13,1/17/2023,1/25/2023
846,13,1/17/2023,1/25/2023
1058,13,1/17/2023,1/25/2023
1314,13,1/17/2023,1/25/2023
2922,13,1/17/2023,1/25/2023
189,13,1/17/2023,1/25/2023
671,13,1/17/2023,1/25/2023
3533,13,1/17/2023,1/25/2023
2959,13,1/17/2023,1/25/2023
547,13,1/17/2023,1/25/2023
1688,13,1/17/2023,1/25/2023
1564,13,1/17/2023,1/25/2023
1361,13,1/17/2023,1/25/2023
824,13,1/17/2023,1/25/2023
3280,13,1/17/2023,1/25/2023
402,13,1/17/2023,1/25/2023
1565,13,1/17/2023,1/25/2023
70,13,1/17/2023,1/25/2023
747,13,1/17/2023,1/25/2023
2667,13,1/17/2023,1/25/2023
641,13,1/17/2023,1/25/2023
2065,13,1/17/2023,1/25/2023
1095,13,1/17/2023,1/25/2023
1902,13,1/17/2023,1/25/2023
1273,13,1/17/2023,1/25/2023
2455,13,1/17/2023,1/25/2023
3772,13,1/17/2023,1/25/2023
1872,13,1/17/2023,1/25/2023
707,13,1/17/2023,1/25/2023
1737,13,1/17/2023,1/25/2023
2249,13,1/17/2023,1/25/2023
297,13,1/17/2023,1/25/2023
3235,13,1/17/2023,1/25/2023
512,13,1/17/2023,1/25/2023
332,13,1/17/2023,1/25/2023
1485,13,1/17/2023,1/25/2023
437,13,1/17/2023,1/25/2023
2181,13,1/17/2023,1/25/2023
92,13,1/17/2023,1/25/2023
3620,13,1/17/2023,1/25/2023
336,13,1/17/2023,1/25/2023
4384,13,1/17/2023,1/25/2023
1130,13,1/17/2023,1/25/2023
417,13,1/17/2023,1/25/2023
158,13,1/17/2023,1/25/2023
1169,13,1/17/2023,1/25/2023
384,13,1/17/2023,1/25/2023
1295,13,1/17/2023,1/25/2023
6264,13,1/17/2023,1/25/2023
716,13,1/17/2023,1/25/2023
1580,13,1/17/2023,1/25/2023
1005,13,1/17/2023,1/25/2023
41,13,1/17/2023,1/25/2023
5686,13,1/17/2023,1/25/2023
2724,12,1/17/2023,1/25/2023
1823,12,1/17/2023,1/25/2023
3297,12,1/17/2023,1/25/2023
587,12,1/17/2023,1/25/2023
523,12,1/17/2023,1/25/2023
2781,12,1/17/2023,1/25/2023
131,12,1/17/2023,1/25/2023
2280,12,1/17/2023,1/25/2023
3566,12,1/17/2023,1/25/2023
2706,12,1/17/2023,1/25/2023
813,12,1/17/2023,1/25/2023
46,12,1/17/2023,1/25/2023
5841,12,1/17/2023,1/25/2023
2849,12,1/17/2023,1/25/2023
2594,12,1/17/2023,1/25/2023
740,12,1/17/2023,1/25/2023
3385,12,1/17/2023,1/25/2023
1033,12,1/17/2023,1/25/2023
2211,12,1/17/2023,1/25/2023
1437,12,1/17/2023,1/25/2023
971,12,1/17/2023,1/25/2023
3447,12,1/17/2023,1/25/2023
1014,12,1/17/2023,1/25/2023
5632,12,1/17/2023,1/25/2023
2596,12,1/17/2023,1/25/2023
1321,12,1/17/2023,1/25/2023
4368,12,1/17/2023,1/25/2023
516,12,1/17/2023,1/25/2023
950,12,1/17/2023,1/25/2023
2261,12,1/17/2023,1/25/2023
2683,12,1/17/2023,1/25/2023
3876,12,1/17/2023,1/25/2023
5409,12,1/17/2023,1/25/2023
4156,12,1/17/2023,1/25/2023
537,12,1/17/2023,1/25/2023
392,12,1/17/2023,1/25/2023
890,12,1/17/2023,1/25/2023
724,12,1/17/2023,1/25/2023
2106,12,1/17/2023,1/25/2023
1924,12,1/17/2023,1/25/2023
579,12,1/17/2023,1/25/2023
430,12,1/17/2023,1/25/2023
1010,12,1/17/2023,1/25/2023
3464,12,1/17/2023,1/25/2023
3114,12,1/17/2023,1/25/2023
1189,12,1/17/2023,1/25/2023
595,12,1/17/2023,1/25/2023
470,12,1/17/2023,1/25/2023
36,12,1/17/2023,1/25/2023
501,12,1/17/2023,1/25/2023
1440,12,1/17/2023,1/25/2023
306,12,1/17/2023,1/25/2023
1326,12,1/17/2023,1/25/2023
1694,12,1/17/2023,1/25/2023
242,12,1/17/2023,1/25/2023
3178,12,1/17/2023,1/25/2023
244,12,1/17/2023,1/25/2023
375,12,1/17/2023,1/25/2023
3601,12,1/17/2023,1/25/2023
312,12,1/17/2023,1/25/2023
1313,12,1/17/2023,1/25/2023
421,12,1/17/2023,1/25/2023
765,12,1/17/2023,1/25/2023
340,12,1/17/2023,1/25/2023
1412,12,1/17/2023,1/25/2023
2612,12,1/17/2023,1/25/2023
507,12,1/17/2023,1/25/2023
1012,12,1/17/2023,1/25/2023
1171,12,1/17/2023,1/25/2023
5462,12,1/17/2023,1/25/2023
5396,12,1/17/2023,1/25/2023
2337,12,1/17/2023,1/25/2023
705,12,1/17/2023,1/25/2023
2862,12,1/17/2023,1/25/2023
5443,12,1/17/2023,1/25/2023
3754,12,1/17/2023,1/25/2023
1815,12,1/17/2023,1/25/2023
5003,12,1/17/2023,1/25/2023
6577,12,1/17/2023,1/25/2023
1601,12,1/17/2023,1/25/2023
2209,12,1/17/2023,1/25/2023
358,12,1/17/2023,1/25/2023
2420,12,1/17/2023,1/25/2023
25,11,1/17/2023,1/25/2023
1685,11,1/17/2023,1/25/2023
6159,11,1/17/2023,1/25/2023
1006,11,1/17/2023,1/25/2023
65,11,1/17/2023,1/25/2023
98,11,1/17/2023,1/25/2023
3058,11,1/17/2023,1/25/2023
807,11,1/17/2023,1/25/2023
2315,11,1/17/2023,1/25/2023
1133,11,1/17/2023,1/25/2023
1527,11,1/17/2023,1/25/2023
2231,11,1/17/2023,1/25/2023
3205,11,1/17/2023,1/25/2023
4625,11,1/17/2023,1/25/2023
288,11,1/17/2023,1/25/2023
7307,11,1/17/2023,1/25/2023
4322,11,1/17/2023,1/25/2023
396,11,1/17/2023,1/25/2023
5185,11,1/17/2023,1/25/2023
1637,11,1/17/2023,1/25/2023
4543,11,1/17/2023,1/25/2023
1639,11,1/17/2023,1/25/2023
511,11,1/17/2023,1/25/2023
2476,11,1/17/2023,1/25/2023
932,11,1/17/2023,1/25/2023
324,11,1/17/2023,1/25/2023
2400,11,1/17/2023,1/25/2023
1237,11,1/17/2023,1/25/2023
979,11,1/17/2023,1/25/2023
3658,11,1/17/2023,1/25/2023
3868,11,1/17/2023,1/25/2023
2892,11,1/17/2023,1/25/2023
1553,11,1/17/2023,1/25/2023
361,11,1/17/2023,1/25/2023
2108,11,1/17/2023,1/25/2023
2027,11,1/17/2023,1/25/2023
2747,11,1/17/2023,1/25/2023
6370,11,1/17/2023,1/25/2023
302,11,1/17/2023,1/25/2023
1456,11,1/17/2023,1/25/2023
757,11,1/17/2023,1/25/2023
1574,11,1/17/2023,1/25/2023
2479,11,1/17/2023,1/25/2023
730,11,1/17/2023,1/25/2023
842,11,1/17/2023,1/25/2023
2794,11,1/17/2023,1/25/2023
854,11,1/17/2023,1/25/2023
284,11,1/17/2023,1/25/2023
1526,11,1/17/2023,1/25/2023
485,11,1/17/2023,1/25/2023
3388,11,1/17/2023,1/25/2023
120,11,1/17/2023,1/25/2023
1631,11,1/17/2023,1/25/2023
1624,11,1/17/2023,1/25/2023
617,11,1/17/2023,1/25/2023
2865,11,1/17/2023,1/25/2023
4501,11,1/17/2023,1/25/2023
825,11,1/17/2023,1/25/2023
750,11,1/17/2023,1/25/2023
500,11,1/17/2023,1/25/2023
2860,11,1/17/2023,1/25/2023
5292,11,1/17/2023,1/25/2023
1112,11,1/17/2023,1/25/2023
621,11,1/17/2023,1/25/2023
448,11,1/17/2023,1/25/2023
3867,11,1/17/2023,1/25/2023
153,11,1/17/2023,1/25/2023
588,11,1/17/2023,1/25/2023
1468,11,1/17/2023,1/25/2023
559,11,1/17/2023,1/25/2023
4277,11,1/17/2023,1/25/2023
3823,11,1/17/2023,1/25/2023
3310,11,1/17/2023,1/25/2023
711,11,1/17/2023,1/25/2023
1605,11,1/17/2023,1/25/2023
292,11,1/17/2023,1/25/2023
5301,11,1/17/2023,1/25/2023
3103,11,1/17/2023,1/25/2023
5137,11,1/17/2023,1/25/2023
3377,11,1/17/2023,1/25/2023
334,11,1/17/2023,1/25/2023
1066,11,1/17/2023,1/25/2023
1952,11,1/17/2023,1/25/2023
1657,11,1/17/2023,1/25/2023
3,10,1/17/2023,1/25/2023
9,10,1/17/2023,1/25/2023
24,10,1/17/2023,1/25/2023
12,10,1/17/2023,1/25/2023
550,10,1/17/2023,1/25/2023
94,10,1/17/2023,1/25/2023
867,10,1/17/2023,1/25/2023
555,10,1/17/2023,1/25/2023
2646,10,1/17/2023,1/25/2023
5149,10,1/17/2023,1/25/2023
456,10,1/17/2023,1/25/2023
2584,10,1/17/2023,1/25/2023
7129,10,1/17/2023,1/25/2023
1825,10,1/17/2023,1/25/2023
812,10,1/17/2023,1/25/2023
5387,10,1/17/2023,1/25/2023
1917,10,1/17/2023,1/25/2023
1758,10,1/17/2023,1/25/2023
683,10,1/17/2023,1/25/2023
2385,10,1/17/2023,1/25/2023
2119,10,1/17/2023,1/25/2023
5207,10,1/17/2023,1/25/2023
6590,10,1/17/2023,1/25/2023
2133,10,1/17/2023,1/25/2023
181,10,1/17/2023,1/25/2023
3509,10,1/17/2023,1/25/2023
5148,10,1/17/2023,1/25/2023
2075,10,1/17/2023,1/25/2023
4163,10,1/17/2023,1/25/2023
2125,10,1/17/2023,1/25/2023
282,10,1/17/2023,1/25/2023
7317,10,1/17/2023,1/25/2023
784,10,1/17/2023,1/25/2023
4444,10,1/17/2023,1/25/2023
836,10,1/17/2023,1/25/2023
3397,10,1/17/2023,1/25/2023
2751,10,1/17/2023,1/25/2023
928,10,1/17/2023,1/25/2023
2122,10,1/17/2023,1/25/2023
2633,10,1/17/2023,1/25/2023
1778,10,1/17/2023,1/25/2023
289,10,1/17/2023,1/25/2023
2163,10,1/17/2023,1/25/2023
3560,10,1/17/2023,1/25/2023
2332,10,1/17/2023,1/25/2023
434,10,1/17/2023,1/25/2023
5166,10,1/17/2023,1/25/2023
3482,10,1/17/2023,1/25/2023
5039,10,1/17/2023,1/25/2023
3708,10,1/17/2023,1/25/2023
2021,10,1/17/2023,1/25/2023
4387,10,1/17/2023,1/25/2023
212,10,1/17/2023,1/25/2023
3875,10,1/17/2023,1/25/2023
1329,10,1/17/2023,1/25/2023
4348,10,1/17/2023,1/25/2023
1483,10,1/17/2023,1/25/2023
5936,10,1/17/2023,1/25/2023
2535,10,1/17/2023,1/25/2023
564,10,1/17/2023,1/25/2023
449,10,1/17/2023,1/25/2023
2450,10,1/17/2023,1/25/2023
594,10,1/17/2023,1/25/2023
6898,10,1/17/2023,1/25/2023
1711,10,1/17/2023,1/25/2023
999,10,1/17/2023,1/25/2023
5274,10,1/17/2023,1/25/2023
1679,10,1/17/2023,1/25/2023
3067,10,1/17/2023,1/25/2023
283,10,1/17/2023,1/25/2023
742,10,1/17/2023,1/25/2023
4128,10,1/17/2023,1/25/2023
5864,10,1/17/2023,1/25/2023
183,10,1/17/2023,1/25/2023
6174,10,1/17/2023,1/25/2023
5957,10,1/17/2023,1/25/2023
5360,10,1/17/2023,1/25/2023
1285,10,1/17/2023,1/25/2023
5145,10,1/17/2023,1/25/2023
1011,10,1/17/2023,1/25/2023
776,10,1/17/2023,1/25/2023
445,10,1/17/2023,1/25/2023
903,10,1/17/2023,1/25/2023
5326,10,1/17/2023,1/25/2023
728,10,1/17/2023,1/25/2023
5689,10,1/17/2023,1/25/2023
777,10,1/17/2023,1/25/2023
873,10,1/17/2023,1/25/2023
1914,10,1/17/2023,1/25/2023
447,10,1/17/2023,1/25/2023
4284,10,1/17/2023,1/25/2023
6398,10,1/17/2023,1/25/2023
2757,10,1/17/2023,1/25/2023
3897,10,1/17/2023,1/25/2023
2292,10,1/17/2023,1/25/2023
219,10,1/17/2023,1/25/2023
405,10,1/17/2023,1/25/2023
960,10,1/17/2023,1/25/2023
543,10,1/17/2023,1/25/2023
658,10,1/17/2023,1/25/2023
676,10,1/17/2023,1/25/2023
1912,10,1/17/2023,1/25/2023
386,10,1/17/2023,1/25/2023
5255,10,1/17/2023,1/25/2023
2947,10,1/17/2023,1/25/2023
941,10,1/17/2023,1/25/2023
2609,10,1/17/2023,1/25/2023
2404,10,1/17/2023,1/25/2023
5715,10,1/17/2023,1/25/2023
814,10,1/17/2023,1/25/2023
5269,10,1/17/2023,1/25/2023
17,9,1/17/2023,1/25/2023
112,9,1/17/2023,1/25/2023
3504,9,1/17/2023,1/25/2023
1091,9,1/17/2023,1/25/2023
3583,9,1/17/2023,1/25/2023
317,9,1/17/2023,1/25/2023
4601,9,1/17/2023,1/25/2023
2063,9,1/17/2023,1/25/2023
6879,9,1/17/2023,1/25/2023
5124,9,1/17/2023,1/25/2023
1045,9,1/17/2023,1/25/2023
5196,9,1/17/2023,1/25/2023
5051,9,1/17/2023,1/25/2023
3495,9,1/17/2023,1/25/2023
1735,9,1/17/2023,1/25/2023
2610,9,1/17/2023,1/25/2023
764,9,1/17/2023,1/25/2023
718,9,1/17/2023,1/25/2023
692,9,1/17/2023,1/25/2023
3746,9,1/17/2023,1/25/2023
2773,9,1/17/2023,1/25/2023
2549,9,1/17/2023,1/25/2023
461,9,1/17/2023,1/25/2023
4148,9,1/17/2023,1/25/2023
7320,9,1/17/2023,1/25/2023
4609,9,1/17/2023,1/25/2023
397,9,1/17/2023,1/25/2023
5342,9,1/17/2023,1/25/2023
4183,9,1/17/2023,1/25/2023
2156,9,1/17/2023,1/25/2023
1611,9,1/17/2023,1/25/2023
1065,9,1/17/2023,1/25/2023
5657,9,1/17/2023,1/25/2023
