Store,Invoice Date,Store Invoice Period,Invoice #,Machine,Total,OOS Billing Category,Area of Machine,Memo
1113,12/13/2021,Feb 2022,540926,8000 - BCR2,$505.68,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
790,12/13/2021,Feb 2022,540928,8000 - BCR2,"$1,078.56","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5317,12/13/2021,Feb 2022,540931,8000 - BCR2,$516.46,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5812,12/13/2021,Feb 2022,540934,8000 - BCR2,$375.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
75,12/13/2021,Feb 2022,540936,8000 - BCR2,$386.25,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1811,12/13/2021,Feb 2022,540937,8000 - BCR2,$634.23,IMPROPER HANDLING - SHUTTER,BNR,
2281,12/13/2021,Feb 2022,540938,8000 - BCR2,$508.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
2041,12/13/2021,Feb 2022,540943,8000 - BCR2,$554.33,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
2733,12/13/2021,Feb 2022,540944,8000 - BCR2,$324.29,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#improper"">IMPROPER HANDLING - IMPROPER RACKING OF NR</a>",BNR,
105,12/13/2021,Feb 2022,540947,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
1902,12/13/2021,Feb 2022,540955,8000 - BCR2,$387.01,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
3067,12/13/2021,Feb 2022,540957,8000 - BCR2,$645.24,IMPROPER HANDLING - SHUTTER,BNR,
5881,12/13/2021,Feb 2022,540963,8000 - BCR2,$374.40,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5883,12/13/2021,Feb 2022,540961,8000 - BCR2,$377.70,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
3053,12/13/2021,Feb 2022,540962,8000 - BCR2,$329.40,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1062,12/13/2021,Feb 2022,540964,8000 - BCR2,$508.47,IMPROPER HANDLING - SHUTTER,BNR,
359,12/13/2021,Feb 2022,540968,8000 - BCR2,$426.93,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
251,12/13/2021,Feb 2022,540969,8000 - BCR2,$698.08,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
4275,12/13/2021,Feb 2022,540970,7000,$380.70,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5197,12/13/2021,Feb 2022,540971,8000 - BCR2,$486.28,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1154,12/13/2021,Feb 2022,540974,8000 - BCR2,$698.08,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
2745,12/13/2021,Feb 2022,540975,7000,$447.23,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1998,12/13/2021,Feb 2022,540976,8000 - BCR2,"$1,033.35","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
5392,12/13/2021,Feb 2022,540977,8000 - BCR2,$401.98,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
143,12/18/2021,Feb 2022,541079,8000 - BCR2,$544.84,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
5391,12/15/2021,Feb 2022,541109,8000 - BCR2,$549.98,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1590,12/14/2021,Feb 2022,541175,8000 - BCR2,$612.67,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5330,12/14/2021,Feb 2022,541177,8000 - BCR2,$461.56,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
789,12/14/2021,Feb 2022,541183,8000 - BCR2,$929.12,IMPROPER HANDLING - SHUTTER,BNR,
3279,12/14/2021,Feb 2022,541184,8000 - BCR2,$378.12,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
4409,12/14/2021,Feb 2022,541188,8000 - BCR2,$329.03,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
781,12/14/2021,Feb 2022,541189,8000 - BCR2,$559.51,IMPROPER HANDLING - SHUTTER,BNR,
5100,12/14/2021,Feb 2022,541190,7000,$314.83,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2503,12/14/2021,Feb 2022,541192,8000 - BCR2,$380.02,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
638,12/14/2021,Feb 2022,541194,8000 - BCR2,"$1,062.39",IMPROPER HANDLING - SHUTTER,BNR,
2351,12/14/2021,Feb 2022,541196,8000 - BCR2,$927.38,IMPROPER HANDLING - SHUTTER,BNR,
5394,12/14/2021,Feb 2022,541197,8000 - BCR2,$907.93,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
1448,12/14/2021,Feb 2022,541198,8000 - BCR2,$517.58,IMPROPER HANDLING - SHUTTER,BNR,
479,12/14/2021,Feb 2022,541199,8000 - BCR2,$384.65,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
3804,12/14/2021,Feb 2022,541200,8000,"$1,046.12",IMPROPER HANDLING - SHUTTER,BNR,
1917,12/14/2021,Feb 2022,541201,8000,"$1,921.49","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
1424,12/14/2021,Feb 2022,541202,8000 - BCR2,$372.30,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5156,12/14/2021,Feb 2022,541203,8000 - BCR2,$700.69,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
5709,12/14/2021,Feb 2022,541204,8000 - BCR2,$517.58,IMPROPER HANDLING - SHUTTER,BNR,
2151,12/14/2021,Feb 2022,541205,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
3237,12/14/2021,Feb 2022,541206,8000 - BCR2,$379.57,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
769,12/14/2021,Feb 2022,541208,8000 - BCR2,$460.92,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
4503,12/14/2021,Feb 2022,541209,8000 - BCR2,$381.15,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3720,12/14/2021,Feb 2022,541210,8000 - BCR2,$900.43,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
3608,12/14/2021,Feb 2022,541211,8000 - BCR2,$321.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1594,12/14/2021,Feb 2022,541212,8000 - BCR2,$321.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
2704,12/14/2021,Feb 2022,541213,8000 - BCR2,$843.18,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
7087,12/14/2021,Feb 2022,541214,8000 - BCR2,$701.78,IMPROPER HANDLING - SHUTTER,BNR,
2258,12/14/2021,Feb 2022,541215,8000 - BCR2,"$1,200.99","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1300,12/14/2021,Feb 2022,541221,8000 - BCR2,$516.37,IMPROPER HANDLING - SHUTTER,BNR,
1895,12/14/2021,Feb 2022,541222,8000 - BCR2,$554.59,IMPROPER HANDLING - SHUTTER,BNR,
998,12/14/2021,Feb 2022,541223,7000,"$1,823.47","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5276,12/14/2021,Feb 2022,541224,8000 - BCR2,$322.02,IMPROPER HANDLING - SHUTTER,BNR,
1212,12/14/2021,Feb 2022,541226,8000 - BCR2,$452.52,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
5600,12/14/2021,Feb 2022,541227,7000,"$1,040.37","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2819,12/14/2021,Feb 2022,541228,8000 - BCR2,$515.10,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3331,12/14/2021,Feb 2022,541231,8000,$498.26,IMPROPER HANDLING - SHUTTER,BNR,
3843,12/14/2021,Feb 2022,541232,8000 - BCR2,$504.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1317,12/14/2021,Feb 2022,541233,8000 - BCR2,$52.76,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5705,12/14/2021,Feb 2022,541235,8000 - BCR2,$642.72,IMPROPER HANDLING - SHUTTER,BNR,
919,12/14/2021,Feb 2022,541236,8000 - BCR2,$567.55,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1202,12/14/2021,Feb 2022,541237,8000 - BCR2,$477.88,IMPROPER HANDLING - SHUTTER,BNR,
3486,12/14/2021,Feb 2022,541238,8000 - BCR2,"$1,712.83","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1831,12/14/2021,Feb 2022,541240,8000 - BCR2,"$1,173.60","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
1284,12/14/2021,Feb 2022,541241,8000 - BCR2,$368.40,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
4597,12/14/2021,Feb 2022,541243,8000 - BCR2,"$1,798.90","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3484,12/14/2021,Feb 2022,541244,8000 - BCR2,$640.60,IMPROPER HANDLING - SHUTTER,BNR,
18,12/14/2021,Feb 2022,541245,8000 - BCR2,$587.09,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2357,12/15/2021,Feb 2022,541386,8000 - BCR2,$423.77,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1326,12/15/2021,Feb 2022,541389,8000 - BCR2,$737.55,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
261,12/15/2021,Feb 2022,541486,8000 - BCR2,$390.27,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
916,12/15/2021,Feb 2022,541487,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1643,12/15/2021,Feb 2022,541508,8000 - BCR2,$316.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1188,12/15/2021,Feb 2022,541509,8000 - BCR2,$316.43,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
991,12/15/2021,Feb 2022,541510,8000 - BCR2,$387.09,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
4446,12/15/2021,Feb 2022,541511,8000 - BCR2,"$2,916.80","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
2595,12/15/2021,Feb 2022,541512,DUAL - 7000 - BCR2,$572.02,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
251,12/15/2021,Feb 2022,541514,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2294,12/15/2021,Feb 2022,541517,8000 - BCR2,$319.88,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1300,12/15/2021,Feb 2022,541552,8000 - BCR2,$397.32,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
4526,12/15/2021,Feb 2022,541557,8000,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
2282,12/15/2021,Feb 2022,541560,8000 - BCR2,$508.39,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5244,12/15/2021,Feb 2022,541562,DUAL - 7000 - BCR2,$463.26,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
4484,12/15/2021,Feb 2022,541563,8000 - BCR2,$321.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
1113,12/15/2021,Feb 2022,541564,8000 - BCR2,$377.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1745,12/15/2021,Feb 2022,541565,8000 - BCR2,$524.41,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5879,12/15/2021,Feb 2022,541566,8000 - BCR2,$516.31,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5374,12/15/2021,Feb 2022,541567,8000 - BCR2,$430.01,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
2053,12/15/2021,Feb 2022,541569,DUAL - 7000 - BCR2,$444.57,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
3136,12/15/2021,Feb 2022,541570,8000 - BCR2,$643.78,IMPROPER HANDLING - SHUTTER,BNR,
1440,12/15/2021,Feb 2022,541571,8000 - BCR2,$547.50,IMPROPER HANDLING - SHUTTER,BNR,
4407,12/15/2021,Feb 2022,541572,8000 - BCR2,$6.40,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
2917,12/15/2021,Feb 2022,541573,8000 - BCR2,$404.31,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
2453,12/15/2021,Feb 2022,541645,DUAL - 7000 - BCR2,"$2,139.58","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,Site did not return old cassette within 30 days of part delivery.
7185,12/15/2021,Feb 2022,541647,8000 - BCR2,$651.33,IMPROPER HANDLING - SHUTTER,BNR,
782,12/15/2021,Feb 2022,541649,8000 - BCR2,$466.72,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
5337,12/15/2021,Feb 2022,541650,DUAL - 7000 - BCR2,$804.91,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1539,12/15/2021,Feb 2022,541651,8000 - BCR2,$681.25,IMPROPER HANDLING - SHUTTER,BNR,
945,12/15/2021,Feb 2022,541652,8000 - BCR2,$671.74,IMPROPER HANDLING - SHUTTER,BNR,
347,12/15/2021,Feb 2022,541653,8000 - BCR2,$507.51,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
2865,12/15/2021,Feb 2022,541654,8000 - BCR2,$380.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5479,12/15/2021,Feb 2022,541655,8000 - BCR2,$508.47,IMPROPER HANDLING - SHUTTER,BNR,
5709,12/15/2021,Feb 2022,541656,8000 - BCR2,$381.35,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1839,12/15/2021,Feb 2022,541658,8000,$544.94,IMPROPER HANDLING - SHUTTER,BNR,
2592,12/15/2021,Feb 2022,541660,8000 - BCR2,$453.30,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
989,12/16/2021,Feb 2022,541663,8000,$464.10,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
1803,12/15/2021,Feb 2022,541676,8000 - BCR2,$544.27,IMPROPER HANDLING - SHUTTER,BNR,
130,12/15/2021,Feb 2022,541682,8000 - BCR2,"$1,267.50","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2518,12/15/2021,Feb 2022,541701,8000 - BCR2,$453.16,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2292,12/15/2021,Feb 2022,541708,8000 - BCR2,$468.56,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1292,12/15/2021,Feb 2022,541710,8000 - BCR2,$499.45,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
787,12/15/2021,Feb 2022,541717,8000 - BCR2,"$1,077.08",IMPROPER HANDLING - SHUTTER,BNR,
1790,12/15/2021,Feb 2022,541719,8000 - BCR2,$542.38,IMPROPER HANDLING - SHUTTER,BNR,
399,12/15/2021,Feb 2022,541723,8000 - BCR2,$508.47,IMPROPER HANDLING - SHUTTER,BNR,
1869,12/15/2021,Feb 2022,541724,8000 - BCR2,$319.88,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
5047,12/16/2021,Feb 2022,541871,8000 - BCR2,$444.52,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
929,12/16/2021,Feb 2022,541931,8000 - BCR2,$454.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
973,12/16/2021,Feb 2022,541932,8000 - BCR2,$454.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
3435,12/16/2021,Feb 2022,541951,8000,$454.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
