ZIP       ,DEALER ID,SITE NAME,LOCNO,BW,ADDRESS,CITY,STATE,MOBILE PAY STATUS
77660,4591996,SPURGER MINI MART,316331,BILL L DOVER CO INC  ,13391 FM 1013            ,SPURGER,TX,Participating – Online
77612,4597563,BUNA JIFFY MARKET,316666,BILL L DOVER CO INC  ,34911 HWY 96             ,BUNA,TX,Participating – Online
75956,4592002,SUNSHINE KIRBYVILLE,316675,BILL L DOVER CO INC  ,402 N MARGRET AVE        ,KIRBYVILLE,TX,Participating – Online
75951,4591962,TOWN & COUNTRY,317378,BILL L DOVER CO INC  ,401 W HOUSTON ST         ,JASPER,TX,Participating – Online
75979,4591954,WOODVILE JIFFY MART,317985,BILL L DOVER CO INC  ,805 S MAGNOLIA ST        ,WOODVILLE,TX,Participating – Online
75979,4591970,WOODVILLE EXXON,317986,BILL L DOVER CO INC  ,103 N MAGNOLIA ST        ,WOODVILLE,TX,Participating – Online
75951,9739681,JIFFY MARKET #15,313109,BILL L DOVER CO INC  ,898 NORTH WHEELER        ,JASPER,TX,Participating – Online
75951,9683848,SUNSHINE JIFFY MART #14,316674,BILL L DOVER CO INC  ,1201 E GIBSON            ,JASPER,TX,Participating – Online
75158,4777488,KELLY'S FOOD,311374,BORDERS & LONG OIL IN,8336 S STATE HWY 34      ,SCURRY,TX,Participating – Online
75147,4595880,HAPPY DAYS,312657,BORDERS & LONG OIL IN,402 S 3RD ST             ,MABANK,TX,Participating – Online
75143,4590527,HARVEY MCDOUGALD,312707,BORDERS & LONG OIL IN,101 N HWY 274            ,KEMP,TX,Participating – Online
75142,4763199,RAJA FOOD MART,313313,BORDERS & LONG OIL IN,1001 E MULBERRY          ,KAUFMAN,TX,Participating – Online
75142,4590519,KOUNTRY KORNER,313447,BORDERS & LONG OIL IN,2006 S WASHINGTON ST     ,KAUFMAN,TX,Participating – Online
75156,4729331,COUNTRYSIDE EXXON,314820,BORDERS & LONG OIL IN,13174 HWY 198            ,MABANK,TX,Participating – Online
75143,4690749,SCOTTIES,315823,BORDERS & LONG OIL IN,101 S SEVEN POINTS DR    ,SEVEN POINTS,TX,Participating – Online
75126,4593844,SCOTTIES,315824,BORDERS & LONG OIL IN,431 PINSON AVE           ,FORNEY,TX,Participating – Online
75032,4690756,SCOTTIES,315825,BORDERS & LONG OIL IN,2860 RIDGE RD            ,ROCKWALL,TX,Participating – Online
75114,4569554,SCOTTIES - CRANDALL,315827,BORDERS & LONG OIL IN,1306 E HWY 175           ,CRANDALL,TX,Participating – Online
75790,4597191,GRAB N GO #6,315828,BORDERS & LONG OIL IN,600 W MAIN STREET        ,VAN,TX,Participating – Online
75169,4693610,TIGER STOP,317156,BORDERS & LONG OIL IN,515 W SOUTH COMMERCE ST  ,WILLS POINT,TX,Participating – Online
75160,4569547,UNKLE SKOTTY'S,317715,BORDERS & LONG OIL IN,401 W MOORE AVE          ,TERRELL,TX,Participating – Online
75117,4837886,EDGEWOOD MART,327994,BORDERS & LONG OIL IN,714 E PINE STREET        ,EDGEWOOD,TX,Participating – Online
24612,4211454,3 WAY FAST BREAK,308977,BUCHANAN OIL CORP    ,5804 GOVERNOR GEORGE C   ,DORAN,VA,Participating – Online
24210,4202230,BULLY'S MARKET NO. 2,310257,BUCHANAN OIL CORP    ,939 EAST MAIN ST         ,ABINGDON,VA,Participating – Online
24201,4203097,BULLY'S MARKET NO.3,310258,BUCHANAN OIL CORP    ,2291 LEE HIGHWAY         ,BRISTOL,VA,Participating – Online
24319,4211538,CHILHOWIE FOOD MART,310620,BUCHANAN OIL CORP    ,409 WHITETOP RD          ,CHILHOWIE,VA,Participating – Online
24210,4205373,LAKEWAY FOOD MART,313611,BUCHANAN OIL CORP    ,604 CUMMINGS ST          ,ABINGDON,VA,Participating – Online
24614,4548053,RIVERSIDE EXXON,315529,BUCHANAN OIL CORP    ,25767 RIVERSIDE DR       ,GRUNDY,VA,Non-participating – Offline (≥ 15 days)
37604,4209052,STATE OF FRANKLIN MART,316391,BUCHANAN OIL CORP    ,917 N STATE OF FRANKLIN  ,JOHNSON CITY,TN,Participating – Temporarily Offline (< 15 days)
24614,4201356,STOP AND SHOP,316463,BUCHANAN OIL CORP    ,2835 SLATE CREEK ROAD    ,GRUNDY,VA,Non-participating – Offline (≥ 15 days)
08530,4204228,"HEATH'S SERVICE, INC.",312736,BUCKEYE ENERGY SERVIC,83 BRIDGE ST.            ,LAMBERTVILLE,NJ,Participating – Online
16929,4795258,LAWRENCEVILLE,313639,BUCKEYE ENERGY SERVIC,RT 15 & SR 49            ,LAWRENCEVILLE,PA,Participating – Online
16930,4205548,LIBERTY EXXON,313683,BUCKEYE ENERGY SERVIC,8489 ROUTE 414           ,LIBERTY,PA,Non-participating – Offline HBD Card Not Updated
16933,4774766,MANSFIELD SERVICE,313951,BUCKEYE ENERGY SERVIC,1688 S MAIN ST           ,MANSFIELD,PA,Participating – Online
17057,4770392,R.R. CORPORATION,315345,BUCKEYE ENERGY SERVIC,835 S. EISENHOWER BLVD.  ,MIDDLETOWN,PA,Participating – Online
17821,9901232,DANVILLE GAS & CONVENIEN,320374,BUCKEYE ENERGY SERVIC,85 OLD VALLEY SCHOOL RD  ,DANVILLE,PA,Participating – Online
18018,9944307,SCHOENERSVILLE,323666,BUCKEYE ENERGY SERVIC,2130 SCHOENERSVILLE RD   ,BETHLEHEM,PA,Participating – Online
18017,9944463,STEFKO,323667,BUCKEYE ENERGY SERVIC,1907 STEFKO BLVD         ,BETHLEHEM,PA,Participating – Online
10567,9947128,CORTLANDT FARMS CAFE,323890,BUCKEYE ENERGY SERVIC,96 OREGON ROAD           ,CORTLANDT MANOR,NY,Participating – Online
24503,4210514,BOONSBORO EXXON,310046,CANDLER OIL CO INC   ,4239 BOONSBORO ROAD      ,LYNCHBURG,VA,Participating – Online
22922,4208237,COLLEEN EXXON,310905,CANDLER OIL CO INC   ,4071 THOMAS NELSON HWY   ,ARRINGTON,VA,Participating – Online
24521,4202636,DOGWOOD EXPRESS MARKET,311340,CANDLER OIL CO INC   ,1422 N AMHERST HWY       ,AMHERST,VA,Participating – Online
24504,4208682,FOOD ZONE,312142,CANDLER OIL CO INC   ,1221 RIVERMONT AVE       ,LYNCHBURG,VA,Participating – Temporarily Offline (< 15 days)
24521,4207098,THE FILLING STATION,314880,CANDLER OIL CO INC   ,102 LEXINGTON TPK        ,AMHERST,VA,Participating – Online
24450,4204335,POPULAR HILL EXXON,315150,CANDLER OIL CO INC   ,848 E MIDLAND TRAIL      ,LEXINGTON,VA,Participating – Online
45769,4765889,124 MART,308919,CITY ICE & FUEL COMPA,31637 DEAD MAN'S CURVE RD,POMEROY,OH,Participating – Online
45631,4201307,BROWN BROTHERS,309526,CITY ICE & FUEL COMPA,3553 STATE RT 160        ,GALLIPOLIS,OH,Participating – Online
25113,4200895,SMILEY'S FOOD MART,309922,CITY ICE & FUEL COMPA,6556 BIG OTTER HWY       ,IVYDALE,WV,Participating – Online
45640,4753570,JACKSON FOOD MART #277,310244,CITY ICE & FUEL COMPA,970 E MAIN ST            ,JACKSON,OH,Participating – Online
25033,4774394,BUFFALO TIGER MART,310250,CITY ICE & FUEL COMPA,4200 CUSTER RIDGE ROAD   ,BUFFALO,WV,Participating – Online
45621,4774964,COALTON STORE,310884,CITY ICE & FUEL COMPA,"26 BROADWAY ST.,         ",COALTON,OH,Participating – Online
25260,4756862,FAST 4 U,311937,CITY ICE & FUEL COMPA,RT 62 & ADAMSVILLE RD    ,MASON,WV,Participating – Online
25271,4205860,EXXON 77,314034,CITY ICE & FUEL COMPA,141 CLAY LICK RD         ,RIPLEY,WV,Participating – Online
25070,4205902,"MASON COUNTY EXXON, INC.",314035,CITY ICE & FUEL COMPA,903 ROOSEVELT BLVD       ,ELEANOR,WV,Participating – Online
25264,4206629,MT ALTO FOOD MART,314418,CITY ICE & FUEL COMPA,12482 POINT PLEASANT ROAD,MOUNT ALTO,WV,Participating – Online
25550,4208013,PAUL'S FOOD MART LLC,314926,CITY ICE & FUEL COMPA,3799 RIPLEY RD           ,POINT PLEASANT,WV,Participating – Online
25550,4207296,POINT PLEASANT FOOD MART,315103,CITY ICE & FUEL COMPA,2200 JACKSON AVE         ,POINT PLEASANT,WV,Participating – Online
25159,4208880,ROCK BRANCH EXXON,315559,CITY ICE & FUEL COMPA,ROUTE 2 BOX 34A          ,POCA,WV,Participating – Online
45692,4771986,THE DETOUR,316924,CITY ICE & FUEL COMPA,7575 ST. RT 327          ,WELLSTON,OH,Participating – Online
25309,4766374,CORRIDOR G TIGER MART,317140,CITY ICE & FUEL COMPA,278 SAND PLANT ROAD      ,SOUTH CHARLESTON,WV,Participating – Online
25015,4211728,WITCHER CREEK FOOD MART,317963,CITY ICE & FUEL COMPA,2202 DUPONT E AVE        ,BELLE,WV,Participating – Online
25550,4817243,CAMP CONLEY MART # 174,322064,CITY ICE & FUEL COMPA,3442 OHIO RIVER ROAD     ,POINT PLEASANT,WV,Participating – Online
25502,4831962,JERRY'S RUN FOOD MART #1,326277,CITY ICE & FUEL COMPA,30575 HUNTINGTON RD.     ,APPLE GROVE,WV,Participating – Online
24301,4548061,DOWNTOWN EXXON,311391,CLARK GAS & OIL COMPA,521 EAST MAIN ST         ,PULASKI,VA,Participating – Online
24171,4201950,DRY POND CONVENIENCE,311404,CLARK GAS & OIL COMPA,2236 DRY POND HWY        ,STUART,VA,Participating – Online
24091,4202974,CIRCLE K #101,311483,CLARK GAS & OIL COMPA,407 E MAIN STREET        ,FLOYD,VA,Participating – Online
24171,4202982,CIRCLE K #105,311484,CLARK GAS & OIL COMPA,124 EAST BLUE RIDGE      ,STUART,VA,Participating – Online
24148,4202990,CIRCLE K #107,311485,CLARK GAS & OIL COMPA,6690 GREENSBORO RD       ,RIDGEWAY,VA,Participating – Online
24343,4201984,CIRCLE K #108,311486,CLARK GAS & OIL COMPA,26 AIRPORT ROAD          ,HILLSVILLE,VA,Participating – Online
24382,4202743,E-Z STOP #109,311487,CLARK GAS & OIL COMPA,1286 EAST LEE HIGHWAY    ,WYTHEVILLE,VA,Participating – Online
24343,4203915,E-Z STOP #204,311493,CLARK GAS & OIL COMPA,105 W. STUART DRIVE      ,HILLSVILLE,VA,Participating – Online
24112,4202461,CIRCLE K #213,311495,CLARK GAS & OIL COMPA,937 EAST CHURCH STREET   ,MARTINSVILLE,VA,Participating – Online
24171,4547691,CIRCLE K #206,313870,CLARK GAS & OIL COMPA,25652 JEB STUART HWY     ,STUART,VA,Participating – Online
24368,4202701,EXIT 54 E-Z MART,314380,CLARK GAS & OIL COMPA,7372 LEE HWY             ,ATKINS,VA,Participating – Online
75662,4535142,SUPER C KILGORE,310847,D C DISTRIBUTORS INC ,2411 S HENDERSON BLVD    ,KILGORE,TX,Participating – Online
75220,4779757,BOB'S FUEL ZONE,312236,"DFW OIL WHOLESALE, LL",2170 W NW HWY            ,DALLAS,TX,Participating – Online
77864,4594909,GAS 'N GO,312281,"DFW OIL WHOLESALE, LL",2705 EAST MAIN           ,MADISONVILLE,TX,Participating – Online
75850,4691895,AYAAN'S FOOD AND FUEL,313669,"DFW OIL WHOLESALE, LL",1167 FM 977 WEST         ,LEONA,TX,Participating – Online
76180,4803169,PIT STOP,319054,"DFW OIL WHOLESALE, LL",7601 MID CITIES BLVD     ,NORTH RICHLAND HIL,TX,Participating – Online
76111,4803318,PAYLESS FUEL CENTER,319086,"DFW OIL WHOLESALE, LL",3101 AIRPORT FREEWAY     ,FORT WORTH,TX,Participating – Online
75043,4805107,GARLAND FOOD MART,319478,"DFW OIL WHOLESALE, LL",4715 BROADWAY            ,GARLAND,TX,Participating – Online
75241,4806493,PAYLESS FUEL TRAVEL CENT,319739,"DFW OIL WHOLESALE, LL",8181 S LANCASTER ROAD    ,DALLAS,TX,Participating – Online
75251,4806642,PAYLESS FUEL COIT 635,319765,"DFW OIL WHOLESALE, LL",12950 COIT ROAD          ,DALLAS,TX,Participating – Online
76040,4809802,PAYLESS FUEL CENTER EULE,320463,"DFW OIL WHOLESALE, LL",100 S INDUSTRIAL         ,EULESS,TX,Participating – Temporarily Offline (< 15 days)
75044,4809810,J'S QUICK STOP,320464,"DFW OIL WHOLESALE, LL",3464 W CAMPBELL ROAD     ,GARLAND,TX,Participating – Online
75069,4809828,PAYLESS FUEL CENTER MCKI,320465,"DFW OIL WHOLESALE, LL",801 UNIVERSITY           ,MCKINNEY,TX,Non-participating – Offline (≥ 15 days)
75474,4834669,CK 127 TAWAKONI,326920,"DFW OIL WHOLESALE, LL",525 W HWY 276            ,WEST TAWAKONI,TX,Participating – Online
75116,9978859,S AND A FOOD MART,327199,"DFW OIL WHOLESALE, LL",502 E.CAMP WISDOM RD     ,DUNCANVILLE,TX,Participating – Online
75150,9978834,CK 128 GUS THOMASSON,327200,"DFW OIL WHOLESALE, LL",4503 GUS THOMASSON RD    ,MESQUITE,TX,Non-participating – Offline (≥ 15 days)
76137,4839312,FUEL KING,328309,"DFW OIL WHOLESALE, LL",5251 N. BEACH ST.        ,FORT WORTH,TX,Non-participating – Offline (≥ 15 days)
77301,9942517,105 FOOD MART,323597,FUEL DISTRIBUTORS INC,403 N FRAZIER ST         ,CONROE,TX,Participating – Online
77082,9965807,MAHREEN INC,325589,FUEL DISTRIBUTORS INC,3150 S DAIRY ASHFORD     ,HOUSTON,TX,Participating – Online
77520,4756946,PRIME SPOT 36,311328,FUEL DISTRIBUTORS INC,13625 I-10 EAST          ,BAYTOWN,TX,Participating – Online
75860,4536280,JET TRUCK STOP,313102,FUEL DISTRIBUTORS INC,771 HWY 179              ,TEAGUE,TX,Participating – Online
77546,4818902,PRIME SPOT,322628,FUEL DISTRIBUTORS INC,1806 W BAY AREA BLVD     ,FRIENDSWOOD,TX,Participating – Online
77302,4819827,CREIGHTON MARKET,322800,FUEL DISTRIBUTORS INC,12411 FM 1314            ,CONROE,TX,Participating – Online
77523,4823167,BIG TEXAS,323619,FUEL DISTRIBUTORS INC,8220 FM 3180             ,BAYTOWN,TX,Participating – Online
77510,4823589,SANTA FE FOOD MART,323709,FUEL DISTRIBUTORS INC,11929 STATE HIGHWAY 6    ,SANTA FE,TX,Participating – Online
77049,4825022,PRIME SPOT #22,323963,FUEL DISTRIBUTORS INC,6331 UVALDE RD           ,HOUSTON,TX,Participating – Online
77357,4825428,PRIMESPOT #25,324139,FUEL DISTRIBUTORS INC,15 ROMAN FOREST BLVD     ,NEW CANEY,TX,Participating – Online
77565,4829560,SEAPORT,325562,FUEL DISTRIBUTORS INC,2124 MARINA BAY DR.      ,KEMAH,TX,Participating – Online
15473,4201315,BUB NASH SERVICE,310183,GNAGEY GAS & OIL CO  ,3452 PITTSBURGH RD       ,PERRYOPOLIS,PA,Participating – Online
15401,4548673,J G FOOD MART,312989,GNAGEY GAS & OIL CO  ,1156 PITTSBURGH RD       ,UNIONTOWN,PA,Participating – Online
15666,4204806,J G SERVICE STATIONS,312990,GNAGEY GAS & OIL CO  ,247 E MAIN STREET        ,MOUNT PLEASANT,PA,Participating – Online
15478,4204780,J G SERVICE STATIONS,312991,GNAGEY GAS & OIL CO  ,1340 GEORGES FAIRCHANCE  ,SMITHFIELD,PA,Participating – Online
15417,4204798,J G SERVICE STATIONS,312992,GNAGEY GAS & OIL CO  ,312 MARKET STREET        ,BROWNSVILLE,PA,Participating – Online
78130,9745530,C STORE - 1289 W SAN ANT,310333,GOZIG HOLDINGS LLC   ,1289 WEST SAN ANTONIO    ,NEW BRAUNFELS,TX,Participating – Online
78748,9935479,BREAD BASKET MANCHACA,322778,GOZIG HOLDINGS LLC   ,11410 MANCHACA RD        ,AUSTIN,TX,Participating – Online
78642,4785580,C STORE-30 HWY 183,310339,GOZIG HOLDINGS LLC   ,30 HWY 183               ,LIBERTY HILL,TX,Participating – Online
78745,4785598,C STORE-5625 WESTGATE,310340,GOZIG HOLDINGS LLC   ,5625 WESTGATE            ,AUSTIN,TX,Participating – Online
78130,4758447,C STORE-486 W LANDA,314897,GOZIG HOLDINGS LLC   ,486 W LANDA              ,NEW BRAUNFELS,TX,Participating – Online
54601,9658931,BIONS SERVICE,309943,HARTLAND FUEL PRODUCT,1823 JACKSON ST          ,LA CROSSE,WI,Participating – Online
53948,9951484,NORTHSIDE SERVICE,314613,HARTLAND FUEL PRODUCT,705 N UNION ST           ,MAUSTON,WI,Participating – Online
54660,9676818,SOUTHSIDE MOBIL L.L.C.,316133,HARTLAND FUEL PRODUCT,24432 GOPHER AVE         ,TOMAH,WI,Participating – Online
54659,9671595,TAYLOR CORNER STORE,316832,HARTLAND FUEL PRODUCT,16211 HWY 95 W           ,TAYLOR,WI,Participating – Online
53554,9902636,THE FRIENDLY PLACE,316937,HARTLAND FUEL PRODUCT,216 HWY 80 N             ,LIVINGSTON,WI,Participating – Online
54487,9633165,VIEGUTS DO-IT EXPRESS,317661,HARTLAND FUEL PRODUCT,981 N. 4TH ST            ,TOMAHAWK,WI,Participating – Online
53565,9933698,TRIPLE P EXPRESS,322614,HARTLAND FUEL PRODUCT,1045 BRANGER DR          ,MINERAL POINT,WI,Participating – Online
46060,4802104,R K OIL CORP,318820,HIGH POINT OIL COMPAN,952 MAPLE AVE            ,NOBLESVILLE,IN,Participating – Online
46226,4814109,EAAP INC.,321398,HIGH POINT OIL COMPAN,5960 E. 46TH STREET      ,INDIANAPOLIS,IN,Participating – Online
46219,4814372,SHADELAND MART,321446,HIGH POINT OIL COMPAN,6998 E 21ST STREET       ,INDIANAPOLIS,IN,Participating – Online
46218,4814380,EMERSON MART,321447,HIGH POINT OIL COMPAN,2108 N. EMERSON AVE      ,INDIANAPOLIS,IN,Participating – Temporarily Offline (< 15 days)
46222,4825212,MICHIGAN GASWAY,324071,HIGH POINT OIL COMPAN,2013 W. MICHIGAN STREET  ,INDIANAPOLIS,IN,Participating – Online
47404,9915778,ON-THE-WAY,321448,HIGH POINT OIL COMPAN,2200 W. 3RD STREET       ,BLOOMINGTON,IN,Participating – Online
23149,4211512,SUNNYSIDE SALUDA,309317,J T & C A THRIFT INC ,927 GLOUCESTER RD.       ,SALUDA,VA,Participating – Online
23803,4209862,THRIFT MART #3,317020,J T & C A THRIFT INC ,5420 BOYDTON PLANK RD    ,PETERSBURG,VA,Participating – Online
53140,9658402,AIELLO & SONS,309453,JERRY WILLKOMM INC   ,3020 22ND AVE            ,KENOSHA,WI,Participating – Online
53182,9624032,BOB'S MOBIL SERVICE,310000,JERRY WILLKOMM INC   ,740 MAIN ST              ,UNION GROVE,WI,Participating – Online
53121,9729229,COUNTRY MOBIL,311024,JERRY WILLKOMM INC   ,W 5180 COUNTY ROAD A     ,ELKHORN,WI,Participating – Online
53126,9606336,FRANKSVILLE MART,312189,JERRY WILLKOMM INC   ,10616 HIGHWAY K          ,FRANKSVILLE,WI,Participating – Online
53177,9618430,RACINE PETRO,312783,JERRY WILLKOMM INC   ,717 SOUTH SYLVANIA AVE   ,STURTEVANT,WI,Participating – Online
53157,9646134,PELL LAKE MOBIL,314942,JERRY WILLKOMM INC   ,N 1203 PARK RD           ,PELL LAKE,WI,Participating – Online
53405,9721945,SPRING ST MOBIL,316314,JERRY WILLKOMM INC   ,3700 SPRING ST           ,RACINE,WI,Participating – Online
53185,9739731,TICHIGAN MART,317026,JERRY WILLKOMM INC   ,28407 N. LAKE DR.        ,WATERFORD,WI,Participating – Online
53185,9990060,WATERFORD OIL,317753,JERRY WILLKOMM INC   ,411 S 2ND ST             ,WATERFORD,WI,Participating – Online
53140,9768011,HARBORSIDE MART,319003,JERRY WILLKOMM INC   ,4924 SHERIDAN ROAD       ,KENOSHA,WI,Participating – Online
26330,4774436,279 FUEL CENTER 83007,308970,JOE DEFAZIO OIL COMPA,50 GENESIS BLVD.         ,BRIDGEPORT,WV,Participating – Online
26554,4201554,FAIRMONT N & OUT #2,310310,JOE DEFAZIO OIL COMPA,1610 LOCUST AVENUE       ,FAIRMONT,WV,Participating – Online
26155,4206041,CHARLIE MAYO,310574,JOE DEFAZIO OIL COMPA,227 N STATE ROUTE 2      ,NEW MARTINSVILLE,WV,Participating – Online
26059,4202362,DALLAS PIKE EXXON FOOD M,311160,JOE DEFAZIO OIL COMPA,70 JENKINS LANE          ,TRIADELPHIA,WV,Participating – Online
26582,4200903,DANNY L BLAIR,311186,JOE DEFAZIO OIL COMPA,600 E MAIN ST            ,MANNINGTON,WV,Participating – Online
26554,4202396,FAIRMONT N & OUT #3,311899,JOE DEFAZIO OIL COMPA,726 FAIRMONT AVENUE      ,FAIRMONT,WV,Participating – Online
26031,4211710,GARY G. VISNIC,312277,JOE DEFAZIO OIL COMPA,111 MARSHALL ST N        ,BENWOOD,WV,Participating – Online
26354,4204566,GRAFTON EXXON,312427,JOE DEFAZIO OIL COMPA,100 YATES AVE            ,GRAFTON,WV,Participating – Online
26425,4201679,HARLAN CASTLE,312680,JOE DEFAZIO OIL COMPA,12696 GEORGE WASHINGTON  ,ROWLESBURG,WV,Participating – Online
26757,4211124,HARRY WOLFORD,312695,JOE DEFAZIO OIL COMPA,HC63 BOX 3590            ,ROMNEY,WV,Participating – Online
26384,4205274,KLINE SOMMERVILLE,313429,JOE DEFAZIO OIL COMPA,RT 19 & 33               ,LINN,WV,Participating – Online
26104,4201190,BLACK BEAR EXPRESS PARKE,314253,JOE DEFAZIO OIL COMPA,10116 EMERSON AVE        ,PARKERSBURG,WV,Participating – Online
26408,4209474,QUIET DELL EXXON,315311,JOE DEFAZIO OIL COMPA,4471 BUCKHANNON PIKE     ,MOUNT CLARE,WV,Participating – Online
26346,4202644,ROUTE 16 FUEL CENTER,315603,JOE DEFAZIO OIL COMPA,120 S MAIN ST            ,ELLENBORO,WV,Participating – Online
26330,4787990,SALTWELL FUEL CENTER,315734,JOE DEFAZIO OIL COMPA,20 SOUTH WEDGE STREET    ,BRIDGEPORT,WV,Participating – Online
26301,4813739,ANMORE BLACK BEAR EXPRES,321306,JOE DEFAZIO OIL COMPA,173 S. ASH STREET        ,CLARKSBURG,WV,Participating – Online
26554,4820676,DEERFIELD EXPRESS,323011,JOE DEFAZIO OIL COMPA,3497 FAIRMONT AVE        ,FAIRMONT,WV,Participating – Online
26554,4821120,PAR MAR #132,323148,JOE DEFAZIO OIL COMPA,338 LOCUST AVE           ,FAIRMONT,WV,Non-participating – Offline (≥ 15 days)
26501,4839130,BLACK BEAR EXPRESS WESTR,325261,JOE DEFAZIO OIL COMPA,49 RED DOG WAY           ,WESTOVER,WV,Participating – Online
43950,4829180,A PLUS FUEL MART,325366,JOE DEFAZIO OIL COMPA,52634 HIGH RIDGE RD      ,ST. CLAIRSVILLE,OH,Participating – Online
88240,4569737,BEL AIRE EXXON,309826,K W FUELS INC        ,2228 N DAL PASO ST       ,HOBBS,NM,Participating – Online
88220,4546156,CARLSBAD EXXON,310432,K W FUELS INC        ,106 W GREENE ST          ,CARLSBAD,NM,Participating – Online
88240,4565040,K W CARD SYS. #1,313253,K W FUELS INC        ,717 W SANGER ST          ,HOBBS,NM,Participating – Online
79714,4597795,ANDREWS STORE,313254,K W FUELS INC        ,100 E BROADWAY           ,ANDREWS,TX,Participating – Online
88220,4590709,NORTHGATE EXXON,314602,K W FUELS INC        ,1201 W PIERCE ST         ,CARLSBAD,NM,Participating – Online
79360,4690947,SEMINOLE EXXON,315848,K W FUELS INC        ,400 W AVENUE A           ,SEMINOLE,TX,Participating – Online
79360,4569729,STATELINE STORE,316399,K W FUELS INC        ,2595 US HWY 62 & HWY I80 ,SEMINOLE,TX,Participating – Temporarily Offline (< 15 days)
88240,4802609,HANDY STORE,318919,K W FUELS INC        ,2208 N TURNER            ,HOBBS,NM,Participating – Online
48118,9614454,CHELSEA #6,310588,LENAWEE FUELS INC    ,501 S MAIN ST            ,CHELSEA,MI,Participating – Online
