ZIP       ,DEALER ID,SITE NAME,LOCNO,BW,ADDRESS,CITY,STATE,MOBILE PAY STATUS
37763,9900010,ROCKY TOP MARKETS #901,320267,LEHIGH GAS WHOLESALE ,614 N. KENTUCKY ST.      ,KINGSTON,TN,Participating – Online
37303,9900119,ROCKY TOP MARKETS #908,320268,LEHIGH GAS WHOLESALE ,2632 DECATUR PIKE        ,ATHENS,TN,Participating – Online
37303,9900085,ROCKY TOP MARKETS #932,320269,LEHIGH GAS WHOLESALE ,2804 DECATUR PIKE        ,ATHENS,TN,Participating – Online
34465,9907452,SENTURK MARKETING INC FL,320888,LEHIGH GAS WHOLESALE ,5500 N. LECANTO HWY      ,BEVERLY HILLS,FL,Participating – Online
33880,9907510,WINTER HAVEN #1,320889,LEHIGH GAS WHOLESALE ,1200 3RD ST. SW.         ,WINTER HAVEN,FL,Participating – Online
32922,9907668,COCOA,320890,LEHIGH GAS WHOLESALE ,2009 N. COCOA BLVD       ,COCOA,FL,Participating – Online
32703,9907627,APOPKA,320892,LEHIGH GAS WHOLESALE ,454 E. MAIN ST           ,APOPKA,FL,Participating – Online
34748,9907643,LEESBURG,320893,LEHIGH GAS WHOLESALE ,225 NORTH BOULEVARD E    ,LEESBURG,FL,Participating – Online
33880,9907676,WINTER HAVEN #2,320896,LEHIGH GAS WHOLESALE ,1509 HAVENDALE BLVD      ,WINTER HAVEN,FL,Participating – Online
32220,9918848,CK 2721159,321648,LEHIGH GAS WHOLESALE ,1765 JONES ROAD          ,JACKSONVILLE,FL,Participating – Online
28216,9919671,CK 2724162,321695,LEHIGH GAS WHOLESALE ,1419 W TRADE STREET      ,CHARLOTTE,NC,Participating – Online
32218,9920083,CK 2214754,321697,LEHIGH GAS WHOLESALE ,2952 DUNN AVENUE         ,JACKSONVILLE,FL,Participating – Online
32225,9920349,CK 2726182,321734,LEHIGH GAS WHOLESALE ,12020 FT CAROLINE RD     ,JACKSONVILLE,FL,Participating – Online
28216,9920539,CK 2724163,321743,LEHIGH GAS WHOLESALE ,1323 LASALLE STREET      ,CHARLOTTE,NC,Participating – Online
32615,9921107,FL0147 LACROSSE,321784,LEHIGH GAS WHOLESALE ,5420 W SR 235            ,ALACHUA,FL,Participating – Online
32207,9921255,CK 2721147,321788,LEHIGH GAS WHOLESALE ,5553 ST AUGUSTINE RD     ,JACKSONVILLE,FL,Participating – Online
32257,9921792,AMI 87 LLC,321811,LEHIGH GAS WHOLESALE ,9750 OLD ST AUGUSTINE RD ,JACKSONVILLE,FL,Participating – Online
32205,9926775,AMI 88 LLC,322138,LEHIGH GAS WHOLESALE ,1005 EDGEWOOD AVENUE S   ,JACKSONVILLE,FL,Participating – Online
34482,9926718,OCALA QUICK MART LLC,322148,LEHIGH GAS WHOLESALE ,4150 W HIGHWAY 326       ,OCALA,FL,Participating – Online
31088,9933466,2211802,322588,LEHIGH GAS WHOLESALE ,281 CARL VINSON PARKWAY  ,WARNER ROBINS,GA,Participating – Online
38141,9937541,NEW DEVELOPMENT LLC,322909,LEHIGH GAS WHOLESALE ,5982 EAST HOLMES ROAD    ,MEMPHIS,TN,Participating – Online
38114,9937608,NEW DEVELOPMENT LLC LAMA,322916,LEHIGH GAS WHOLESALE ,2984 LAMAR AVENUE        ,MEMPHIS,TN,Participating – Online
27292,9949397,CK HOP IN & OUT # 8,324091,LEHIGH GAS WHOLESALE ,905 SOUTH TALBERT        ,LEXINGTON,NC,Participating – Online
35640,9984006,AL0007,327416,LEHIGH GAS WHOLESALE ,1801 E MAIN ST           ,HARTSELLE,AL,Participating – Online
35046,9984014,AL0008,327417,LEHIGH GAS WHOLESALE ,2261 7TH STREET S        ,CLANTON,AL,Participating – Online
35244,9984584,AL0053,327419,LEHIGH GAS WHOLESALE ,1767 MONTGOMERY HWY      ,BIRMINGHAM,AL,Participating – Online
35080,9984089,AL0062,327420,LEHIGH GAS WHOLESALE ,4925 HIGHWAY 17          ,HELENA,AL,Participating – Online
36274,9984337,AL0125,327427,LEHIGH GAS WHOLESALE ,3393 HIGHWAY 431         ,ROANOKE,AL,Participating – Online
36027,9984311,AL0124,327428,LEHIGH GAS WHOLESALE ,102 STATE DOCKS RD       ,EUFAULA,AL,Participating – Online
38664,9985318,MS0006,327534,LEHIGH GAS WHOLESALE ,15528 US HIGHWAY 61 N    ,ROBINSONVILLE,MS,Participating – Online
27803,9985466,NC0042,327535,LEHIGH GAS WHOLESALE ,928 W RALEIGH BLVD       ,ROCKY MOUNT,NC,Non-participating – Offline (≥ 15 days)
28387,9985474,NC0045,327536,LEHIGH GAS WHOLESALE ,170 BEVERLY LANE         ,SOUTHERN PINES,NC,Participating – Online
29479,9985508,SC0017,327537,LEHIGH GAS WHOLESALE ,3862 BYRNES DR           ,ST. STEPHEN,SC,Participating – Online
36527,9984865,AL0128,327538,LEHIGH GAS WHOLESALE ,6490 US HIGHWAY 90       ,SPANISH FORT,AL,Participating – Online
38115,9985557,TN0103,327539,LEHIGH GAS WHOLESALE ,6565 MT MORIAH ROAD EXT  ,MEMPHIS,TN,Participating – Online
38128,9985565,TN0104,327541,LEHIGH GAS WHOLESALE ,2114 COVINGTON PIKE      ,MEMPHIS,TN,Participating – Online
36502,9984881,AL0130,327542,LEHIGH GAS WHOLESALE ,901 W NASHVILLE AVE      ,ATMORE,AL,Participating – Online
38017,9985599,TN0106,327543,LEHIGH GAS WHOLESALE ,408 E POPLAR AVE         ,COLLIERVILLE,TN,Participating – Online
34222,9984915,FL0131,327548,LEHIGH GAS WHOLESALE ,2413 US HIGHWAY 301 N    ,ELLENTON,FL,Participating – Online
32656,9985045,FL0139,327555,LEHIGH GAS WHOLESALE ,205 S LAWRENCE BLVD      ,KEYSTONE HEIGHTS,FL,Participating – Online
32119,9985102,AMI 79 LLC,327556,LEHIGH GAS WHOLESALE ,2625 BEVILLE RD          ,DAYTONA BEACH,FL,Participating – Online
32119,9985052,FL0144,327560,LEHIGH GAS WHOLESALE ,601 BEVILLE              ,SOUTH DAYTONA,FL,Participating – Online
32667,9985078,FL0145,327562,LEHIGH GAS WHOLESALE ,17025 SE COUNTY ROAD 234 ,MICANOPY,FL,Participating – Online
71302,9985185,LA0045,327566,LEHIGH GAS WHOLESALE ,4020 S MCARTHUR          ,ALEXANDRIA,LA,Participating – Online
70802,9985227,LA0058,327567,LEHIGH GAS WHOLESALE ,1330 PLANK RD            ,BATON ROUGE,LA,Participating – Online
70526,9986761,LA0060,327662,LEHIGH GAS WHOLESALE ,1764 N PARKERSON AVE     ,CROWLEY,LA,Participating – Online
71655,9986209,AR0005,327730,LEHIGH GAS WHOLESALE ,274 HIGHWAY 425 N        ,MONTICELLO,AR,Participating – Online
71655,9986837,AR0006,327731,LEHIGH GAS WHOLESALE ,1133 HIGHWAY 278 W       ,MONTICELLO,AR,Participating – Online
72058,9986787,AR0008,327732,LEHIGH GAS WHOLESALE ,641 HIGHWAY 65 N         ,GREENBRIER,AR,Participating – Online
71909,9986233,AR0011,327735,LEHIGH GAS WHOLESALE ,3371 N HIGHWAY 7         ,HOT SPRINGS,AR,Participating – Online
72150,9986860,AR0012,327736,LEHIGH GAS WHOLESALE ,307 N ROCK ST            ,SHERIDAN,AR,Participating – Online
72023,9986811,AR0013,327737,LEHIGH GAS WHOLESALE ,1324 W MAIN ST           ,CABOT,AR,Participating – Online
72103,9986266,AR0014,327738,LEHIGH GAS WHOLESALE ,10402 MABELVALE WEST RD  ,LITTLE ROCK,AR,Participating – Online
72120,9986274,AR0016,327740,LEHIGH GAS WHOLESALE ,9250 BROCKINGTON RD      ,SHERWOOD,AR,Participating – Online
37128,9986522,TN0086,327766,LEHIGH GAS WHOLESALE ,2374 OLD FORT PKWY       ,MURFREESBORO,TN,Non-participating – Offline (≥ 15 days)
38125,9986530,TN0105,327767,LEHIGH GAS WHOLESALE ,6133 MACON ROAD          ,MEMPHIS,TN,Participating – Online
35010,9987017,AL0045,327800,LEHIGH GAS WHOLESALE ,3066 HWY 280             ,ALEXANDER CITY,AL,Participating – Online
35124,9986902,AL0133,327811,LEHIGH GAS WHOLESALE ,7994 HELENA RD           ,PELHAM,AL,Participating – Temporarily Offline (< 15 days)
35217,9986910,AL0132,327812,LEHIGH GAS WHOLESALE ,2803 PINSON VALLEY PKWY  ,BIRMINGHAM,AL,Participating – Online
29302,9987082,SC0016,327814,LEHIGH GAS WHOLESALE ,2050 S PINE ST           ,SPARTANBURG,SC,Participating – Online
33966,9987066,FL0133,327815,LEHIGH GAS WHOLESALE ,10800 METRO PKWY         ,FORT MYERS,FL,Non-participating – Offline (≥ 15 days)
32703,9987041,FL0150,327817,LEHIGH GAS WHOLESALE ,808 S PARK AVE           ,APOPKA,FL,Participating – Online
35121,9987033,AL0004,327818,LEHIGH GAS WHOLESALE ,414 6TH ST. SOUTH        ,ONEONTA,AL,Participating – Online
35215,9986688,AL0048,327820,LEHIGH GAS WHOLESALE ,9933 PARKWAY EAST        ,BIRMINGHAM,AL,Participating – Online
35401,9986977,AL0054,327821,LEHIGH GAS WHOLESALE ,1625 HACKBERRY LANE      ,TUSCALOOSA,AL,Participating – Online
35217,9986969,AL0065,327822,LEHIGH GAS WHOLESALE ,1911 PINSON VALLEY PKWY  ,BIRMINGHAM,AL,Participating – Online
35121,9986951,AL0075,327823,LEHIGH GAS WHOLESALE ,1007 2ND AVE E           ,ONEONTA,AL,Participating – Online
35124,9986928,AL0118,327825,LEHIGH GAS WHOLESALE ,2310 PELHAM PARKWAY      ,PELHAM,AL,Participating – Online
28327,9988981,NC0049,328113,LEHIGH GAS WHOLESALE ,401 MONROE ST            ,CARTHAGE,NC,Participating – Online
32180,9989286,AMI 82 LLC,328175,LEHIGH GAS WHOLESALE ,239 N. CENTER STREET     ,PIERSON,FL,Participating – Online
32112,9989658,FL0142,328255,LEHIGH GAS WHOLESALE ,1140 COUNTY ROAD 309     ,CRESCENT CITY,FL,Participating – Online
32091,9989666,FL0135,328257,LEHIGH GAS WHOLESALE ,2158 N TEMPLE AVE        ,STARKE,FL,Participating – Online
30147,9990250,"BIZSOLUTIONSGA, LLC",328320,LEHIGH GAS WHOLESALE ,3129 MAPLE RD SE         ,LINDALE,GA,Non-participating – Offline (≥ 15 days)
27406,9992538,NC0039,328756,LEHIGH GAS WHOLESALE ,2522 RADDLEMAN RD        ,GREENSBORO,NC,Participating – Online
32259,9993668,FL0106,328900,LEHIGH GAS WHOLESALE ,9900 SHANDS PIER RD      ,SAINT JOHNS,FL,Participating – Temporarily Offline (< 15 days)
28166,9993650,PUMP-N-SHOP,328967,LEHIGH GAS WHOLESALE ,"225 N. MAIN ST,          ",TROUTMAN,NC,Participating – Online
37918,4236055,FOUNTAIN CITY EXXON,312162,LEHIGH GAS WHOLESALE ,5306 N BROADWAY ST       ,KNOXVILLE,TN,Participating – Online
27941,4221883,GREEN ACRES,312456,LEHIGH GAS WHOLESALE ,8808 CARATOKE HWY        ,HARBINGER,NC,Participating – Online
27559,4743738,JORDAN DAM MINI MART 413,313216,LEHIGH GAS WHOLESALE ,8036 PITTSBORO-MONCURE RD,MONCURE,NC,Participating – Online
27546,4743746,JUNIOR FOOD MART 4137,313238,LEHIGH GAS WHOLESALE ,920 S MAIN ST            ,LILLINGTON,NC,Participating – Online
27612,4743092,BENGAL EXPRESS #4756,313286,LEHIGH GAS WHOLESALE ,4201 PLEASANT VALLEY RD  ,RALEIGH,NC,Participating – Online
27243,4743928,M-MART 4139,313877,LEHIGH GAS WHOLESALE ,225 MT WILLING RD        ,EFLAND,NC,Participating – Online
27330,4743910,NORTHVIEW EXXON 4140,314616,LEHIGH GAS WHOLESALE ,2629 HAWKINS AVE         ,SANFORD,NC,Participating – Temporarily Offline (< 15 days)
37863,4723706,ZOOMERZ #975,315030,LEHIGH GAS WHOLESALE ,3643 PARKWAY             ,PIGEON FORGE,TN,Participating – Online
27253,4765608,SMART BUY 4147,316039,LEHIGH GAS WHOLESALE ,508 S MAIN STREET        ,GRAHAM,NC,Participating – Online
27577,4563458,THE SPOT 4135,316986,LEHIGH GAS WHOLESALE ,836 W. MARKET ST.        ,SMITHFIELD,NC,Participating – Online
27409,4694436,TRUBUY 4133,317428,LEHIGH GAS WHOLESALE ,600 REGIONAL RD. SOUTH   ,GREENSBORO,NC,Participating – Online
27403,4722492,TRUBUY 4134,317429,LEHIGH GAS WHOLESALE ,3028 HIGH POINT RD.      ,GREENSBORO,NC,Participating – Online
28466,4230959,VILLAGE STORE 4148,317685,LEHIGH GAS WHOLESALE ,5194 SOUTH NC 41 HWY     ,WALLACE,NC,Participating – Online
37876,4534558,ZOOMERZ #964,318074,LEHIGH GAS WHOLESALE ,510 WINFIELD DUNN PKWY   ,SEVIERVILLE,TN,Participating – Online
37763,4533592,ZOOMERZ #967,318075,LEHIGH GAS WHOLESALE ,935 N KENTUCKY ST        ,KINGSTON,TN,Participating – Online
37821,4233722,ZOOMERZ #959,318077,LEHIGH GAS WHOLESALE ,905 COSBY HWY            ,NEWPORT,TN,Participating – Online
37643,4806022,ZOOMERZ BROAD STREET ELI,319653,LEHIGH GAS WHOLESALE ,701 BROAD STREET         ,ELIZABETHTON,TN,Participating – Online
37813,4807079,ZOOMERZ #957,319854,LEHIGH GAS WHOLESALE ,1402 W. MORRIS BLVD.     ,MORRISTOWN,TN,Participating – Online
37643,4807087,ZOOMERZ #970,319855,LEHIGH GAS WHOLESALE ,821 W. ELK ST.           ,ELIZABETHTON,TN,Participating – Online
37814,4807095,ZOOMERZ #963,319857,LEHIGH GAS WHOLESALE ,5969 W. ANDREW JOHNSON   ,MORRISTOWN,TN,Participating – Online
37663,4807103,ZOOMERZ #972,319858,LEHIGH GAS WHOLESALE ,4065 FORT HENRY DRIVE    ,KINGSPORT,TN,Participating – Online
37725,4807111,ZOOMERZ #961,319859,LEHIGH GAS WHOLESALE ,419 MEETING ST.          ,DANDRIDGE,TN,Participating – Online
37854,4808838,ROCKY TOP MARKETS #902,320218,LEHIGH GAS WHOLESALE ,101 S. GATEWAY AVE.      ,ROCKWOOD,TN,Participating – Online
37748,4808853,ROCKY TOP MARKETS #904,320219,LEHIGH GAS WHOLESALE ,1008 S. ROANE ST.        ,HARRIMAN,TN,Participating – Temporarily Offline (< 15 days)
37774,4808903,ROCKY TOP MARKETS #931,320225,LEHIGH GAS WHOLESALE ,12501 HWY 72             ,LOUDON,TN,Participating – Online
37932,4808937,ROCKY TOP MARKETS #934,320226,LEHIGH GAS WHOLESALE ,2604 CASTAIC DRIVE       ,KNOXVILLE,TN,Participating – Online
37854,4808929,ROCKY TOP MARKETS #936,320227,LEHIGH GAS WHOLESALE ,338 WESTEL ROAD          ,ROCKWOOD,TN,Participating – Online
37716,4808911,ROCKY TOP MARKETS #938,320228,LEHIGH GAS WHOLESALE ,950 CHARLES G. SEIVERS   ,CLINTON,TN,Participating – Online
37807,4808952,ROCKY TOP MARKETS #933,320231,LEHIGH GAS WHOLESALE ,3502 MAYNARDVILLE HWY    ,MAYNARDVILLE,TN,Participating – Online
37381,4809042,ROCKY TOP MARKETS #922,320257,LEHIGH GAS WHOLESALE ,22620 RHEA COUNTY HWY    ,SPRING CITY,TN,Participating – Online
37725,4809091,ROCKY TOP MARKETS #930,320265,LEHIGH GAS WHOLESALE ,109 SHARON DRIVE         ,DANDRIDGE,TN,Participating – Online
28110,4815791,NC0047,321759,LEHIGH GAS WHOLESALE ,1805 N MORGAN MILL RD    ,MONROE,NC,Participating – Online
37762,4822417,CAP JELLICO,323229,LEHIGH GAS WHOLESALE ,1457 5TH STREET          ,JELLICO,TN,Participating – Online
29928,4831632,79 LIGHTHOUSE ROAD,326206,LEHIGH GAS WHOLESALE ,79 LIGHTHOUSE ROAD       ,HILTON HEAD ISLAND,SC,Participating – Online
28352,4835906,NC0043,327432,LEHIGH GAS WHOLESALE ,1135 S MAIN ST           ,LAURINBURG,NC,Participating – Online
72032,4836961,AR0009,327733,LEHIGH GAS WHOLESALE ,1640 E OAK ST            ,CONWAY,AR,Participating – Online
71913,4836979,AR0010,327734,LEHIGH GAS WHOLESALE ,4751 CENTRAL AVE         ,HOT SPRINGS,AR,Participating – Online
72210,4836987,AR0015,327739,LEHIGH GAS WHOLESALE ,8822 STAGECOACH RD       ,LITTLE ROCK,AR,Participating – Online
40175,4838983,KY0019,328228,LEHIGH GAS WHOLESALE ,420 HIGHLAND AVE         ,VINE GROVE,KY,Participating – Online
27265,4839106,NC0010,328229,LEHIGH GAS WHOLESALE ,601 GALLIMORE DAIRY RD   ,HIGH POINT,NC,Participating – Online
29150,4840831,SC0013,328388,LEHIGH GAS WHOLESALE ,550 S PIKE E             ,SUMTER,SC,Participating – Online
70611,4785259,DELTA FOOD #7,311242,LEHIGH GAS WHOLESALE ,923 PARK RD              ,MOSS BLUFF,LA,Participating – Online
32578,4792503,EXPRESS LANE #700,311726,LEHIGH GAS WHOLESALE ,4580 E HWY 20            ,NICEVILLE,FL,Participating – Online
32425,4759411,EXPRESS LANE #769,311730,LEHIGH GAS WHOLESALE ,1102 N WAUKESHA ST       ,BONIFAY,FL,Participating – Online
32428,4228888,EXPRESS LANE #773,311731,LEHIGH GAS WHOLESALE ,1698 MAIN STREET         ,CHIPLEY,FL,Participating – Online
32456,4758991,EXPRESS LANE #779,311735,LEHIGH GAS WHOLESALE ,701 MONUMENT AVE         ,PORT SAINT JOE,FL,Participating – Online
32408,4759007,AMI 84 LLC,311737,LEHIGH GAS WHOLESALE ,8302 THOMAS DRIVE        ,PANAMA CITY BEACH,FL,Participating – Online
32413,4759015,EXPRESS LANE #786,311738,LEHIGH GAS WHOLESALE ,16935 PANAMA CITY BEACH  ,PANAMA CITY BEACH,FL,Participating – Online
32304,4775490,AMI 98 LLC,311739,LEHIGH GAS WHOLESALE ,7999 BLOUNTSTOWN HWY     ,TALLAHASSEE,FL,Participating – Online
32407,4741146,EXPRESS LANE #790,311740,LEHIGH GAS WHOLESALE ,7624 FRONT BEACH ROAD    ,PANAMA CITY,FL,Participating – Online
32303,4759445,AMI 96 LLC,311741,LEHIGH GAS WHOLESALE ,1602 W THARPE ST         ,TALLAHASSEE,FL,Participating – Online
32321,4767810,EXPRESS LANE #792,311742,LEHIGH GAS WHOLESALE ,10743 NW STATE 20        ,BRISTOL,FL,Participating – Online
32409,4779005,EXPRESS LANE #795,311744,LEHIGH GAS WHOLESALE ,13435 HWY 77             ,SOUTHPORT,FL,Participating – Online
32405,4780698,EXPRESS LANE #796,311745,LEHIGH GAS WHOLESALE ,128 W 23RD STREET        ,PANAMA CITY,FL,Participating – Online
32404,4780706,EXPRESS LANE #797,311746,LEHIGH GAS WHOLESALE ,835 S TYNDALL PARKWAY    ,CALLAWAY,FL,Participating – Online
30236,4220448,FOOD MART,312117,LEHIGH GAS WHOLESALE ,9875 TARA BLVD           ,JONESBORO,GA,Participating – Online
32330,4805909,AMI 92 LLC,319633,LEHIGH GAS WHOLESALE ,85 GREEN AVENUE          ,GREENSBORO,FL,Participating – Online
32459,4805917,EXPRESS LANE #765,319634,LEHIGH GAS WHOLESALE ,7930 WEST COUNTY HWY 30A ,SANTA ROSA BEACH,FL,Participating – Online
32327,4805990,AMI 99 LLC,319635,LEHIGH GAS WHOLESALE ,7223 COASTAL HIGHWAY     ,CRAWFORDVILLE,FL,Participating – Online
32328,4805974,EXPRESS LANE #714,319636,LEHIGH GAS WHOLESALE ,497 NORVELLE STREET      ,EASTPOINT,FL,Participating – Online
32320,4805933,EXPRESS LANE #798,319637,LEHIGH GAS WHOLESALE ,47 AVENUE E              ,APALACHICOLA,FL,Participating – Online
32303,4805925,AMI 97 LLC,319638,LEHIGH GAS WHOLESALE ,3417 FRED GEORGE ROAD    ,TALLAHASSEE,FL,Participating – Online
32413,4805941,EXPRESS LANE #799,319640,LEHIGH GAS WHOLESALE ,8140 WEST HIGHWAY 388    ,PANAMA CITY,FL,Participating – Online
32401,4805982,EXPRESS LANE #707,319648,LEHIGH GAS WHOLESALE ,1100 JENKS AVE.          ,PANAMA CITY,FL,Participating – Online
32439,4806014,EXPRESS LANE #702,319650,LEHIGH GAS WHOLESALE ,979 STATE HWY 20 EAST    ,FREEPORT,FL,Participating – Online
32322,4806204,AMI 93 LLC,319677,LEHIGH GAS WHOLESALE ,116 ST. JAMES AVE. SE    ,CARRABELLE,FL,Participating – Online
32440,4806220,EXPRESS LANE #768,319679,LEHIGH GAS WHOLESALE ,5301 CLIFF ST            ,GRACEVILLE,FL,Participating – Online
32303,4806238,AMI 95 LLC,319680,LEHIGH GAS WHOLESALE ,2784 WEST THARPE ST.     ,TALLAHASSEE,FL,Participating – Online
32358,4806246,EXPRESS LANE #723,319681,LEHIGH GAS WHOLESALE ,2180 SOPCHOPPY HIGHWAY   ,SOPCHOPPY,FL,Participating – Online
32465,4806261,EXPRESS LANE #780,319683,LEHIGH GAS WHOLESALE ,126 SOUTH HIGHWAY 71     ,WEWAHITCHKA,FL,Participating – Online
32428,4806279,EXPRESS LANE #766,319684,LEHIGH GAS WHOLESALE ,1369 JACKSON AVE.        ,CHIPLEY,FL,Participating – Online
32425,4806287,EXPRESS LANE #767,319685,LEHIGH GAS WHOLESALE ,3307 HIGHWAY 2           ,ESTO,FL,Participating – Online
32310,4806311,AMI 70 LLC,319687,LEHIGH GAS WHOLESALE ,16766 BLOUNSTOWN HWY     ,TALLAHASSEE,FL,Participating – Online
34207,4811949,BRADENTON,320895,LEHIGH GAS WHOLESALE ,6920 14TH ST. WEST       ,BRADENTON,FL,Participating – Online
31061,4812178,"OMADI, INC.",320930,LEHIGH GAS WHOLESALE ,600 NORTH JEFFERSON      ,MILLEDGEVILLE,GA,Non-participating – Offline (≥ 15 days)
30253,4815882,CK 2724738,321771,LEHIGH GAS WHOLESALE ,4315 JODECO RD           ,MCDONOUGH,GA,Non-participating – Offline (≥ 15 days)
38654,4820452,NEW DEVELOPMENT LLC OLIV,322919,LEHIGH GAS WHOLESALE ,9034 GERMANTOWN ROAD     ,OLIVE BRANCH,MS,Non-participating – Offline (≥ 15 days)
38655,4827978,LGW OXFORD MS,325025,LEHIGH GAS WHOLESALE ,1724 UNIVERSITY AVE      ,OXFORD,MS,Participating – Online
36117,4835930,AL0037,327418,LEHIGH GAS WHOLESALE ,688 NORTH EASTERN BLVD   ,MONTGOMERY,AL,Participating – Online
35466,4835948,AL0055,327421,LEHIGH GAS WHOLESALE ,378 2ND STREET SW        ,GORDO,AL,Participating – Online
35077,4835963,AL0099,327422,LEHIGH GAS WHOLESALE ,14660 AL HIGHWAY 91      ,HANCEVILLE,AL,Participating – Online
35068,4835955,AL0071,327423,LEHIGH GAS WHOLESALE ,101 WALKER CHAPEL RD     ,FULTONDALE,AL,Participating – Online
35950,4835971,AL0108,327426,LEHIGH GAS WHOLESALE ,5743 US 431              ,ALBERTVILLE,AL,Participating – Online
31903,4835997,GA0102,327429,LEHIGH GAS WHOLESALE ,2233 FORT BENNING RD     ,COLUMBUS,GA,Participating – Online
36610,4835989,AL0127,327430,LEHIGH GAS WHOLESALE ,2113 SAINT STEPHENS RD   ,PRICHARD,AL,Participating – Online
36502,4836292,AL0129,327540,LEHIGH GAS WHOLESALE ,325 N MAIN ST            ,ATMORE,AL,Participating – Online
36420,4836300,AL0134,327544,LEHIGH GAS WHOLESALE ,1139 MARTIN LUTHER KING  ,ANDALUSIA,AL,Participating – Online
32507,4836318,FL0132,327550,LEHIGH GAS WHOLESALE ,1112 N NAVY BLVD         ,PENSACOLA,FL,Participating – Online
32127,4836326,FL0140,327557,LEHIGH GAS WHOLESALE ,1591 DUNLAWTON AVE       ,PORT ORANGE,FL,Participating – Online
34609,4836342,FL0152,327558,LEHIGH GAS WHOLESALE ,13075 SPRING HILL DR     ,SPRING HILL,FL,Participating – Online
32821,4836359,AMI 83 LLC,327559,LEHIGH GAS WHOLESALE ,5051 GATEWAY AVE         ,ORLANDO,FL,Participating – Online
31305,4836367,DARIEN 2019 LLC,327561,LEHIGH GAS WHOLESALE ,5182 US HWY 17           ,DARIEN,GA,Participating – Online
32935,4836334,FL0148,327563,LEHIGH GAS WHOLESALE ,4001 N WICKHAM RD        ,MELBOURNE,FL,Participating – Online
71201,4837316,LA0059,327568,LEHIGH GAS WHOLESALE ,1501 N 18TH ST           ,MONROE,LA,Participating – Online
32413,4837258,FL0014,327802,LEHIGH GAS WHOLESALE ,20407 PANAMA CITY BEACH  ,PANAMA CITY BEACH,FL,Participating – Online
32408,4837274,FL0002,327804,LEHIGH GAS WHOLESALE ,804 THOMAS DRIVE         ,PANAMA CITY BEACH,FL,Participating – Online
32404,4837282,FL0035,327805,LEHIGH GAS WHOLESALE ,5500 NORTH STAR AVENUE   ,PANAMA CITY,FL,Participating – Online
32444,4837290,FL0043,327806,LEHIGH GAS WHOLESALE ,4707 HIGHWAY 389         ,LYNN HAVEN,FL,Participating – Online
30752,4837308,GA0105,327813,LEHIGH GAS WHOLESALE ,5091 HIGHWAY 136         ,TRENTON,GA,Participating – Online
35124,4837233,AL0014,327819,LEHIGH GAS WHOLESALE ,3071 PELHAM PARKWAY      ,PELHAM,AL,Participating – Online
35901,4837225,AL0116,327824,LEHIGH GAS WHOLESALE ,300 W MEIGHAN BLVD       ,GADSDEN,AL,Participating – Online
30909,9989856,"HOP-N-GO, INC",328318,LEHIGH GAS WHOLESALE ,3755 WHEELER RD          ,AUGUSTA,GA,Participating – Online
30705,4839494,"BIZSOLUTIONSGA, LLC",328319,LEHIGH GAS WHOLESALE ,102 E FORT ST            ,CHATSWORTH,GA,Participating – Online
36027,4839924,AL0126,328387,LEHIGH GAS WHOLESALE ,1116 N EUFAULA AVE       ,EUFAULA,AL,Participating – Online
32456,4839759,EXPRESS LANE #230,328433,LEHIGH GAS WHOLESALE ,8220 WEST HIGHWAY 98     ,PORT SAINT JOE,FL,Participating – Online
33614,4841482,ATMIYA ENTERPRISES INC,328813,LEHIGH GAS WHOLESALE ,4800 N DALE MABRY HWY    ,TAMPA,FL,Participating – Online
33458,9757477,"DONNINI ENTERPRISES, INC",311358,MACMILLAN OIL COMPANY,6661 INDIANTOWN ROAD     ,JUPITER,FL,Participating – Online
33408,9757139,JUNO BEACH MART,313240,MACMILLAN OIL COMPANY,12750 US HWY 1           ,JUNO BEACH,FL,Participating – Online
34947,9732967,ORANGE AVE,314788,MACMILLAN OIL COMPANY,4171 ORANGE AVENUE       ,FORT PIERCE,FL,Non-participating – Offline (≥ 15 days)
32958,9725847,SHARK MART,315875,MACMILLAN OIL COMPANY,9490 90TH AVE            ,SEBASTIAN,FL,Participating – Online
34984,9762048,VERNADA FALLS LLC,317648,MACMILLAN OIL COMPANY,640 SE BECKER ROAD       ,PORT SAINT LUCIE,FL,Participating – Temporarily Offline (< 15 days)
34990,9766155,CGC PETROLEUM,318594,MACMILLAN OIL COMPANY,3551 SW MARTIN HWY       ,PALM CITY,FL,Participating – Online
33440,9890245,CLEWISTON PETROLEUM,320024,MACMILLAN OIL COMPANY,101 N BERNER ROAD        ,CLEWISTON,FL,Participating – Online
33036,9915208,ISLAMORADA PETRO,321406,MACMILLAN OIL COMPANY,74052 OVERSEAS HWY       ,ISLAMORADA,FL,Participating – Online
32968,9957432,THE TRADING POST VERO,324774,MACMILLAN OIL COMPANY,175 43RD AVE             ,VERO BEACH,FL,Participating – Online
33069,9976481,POMPANO TRUCK STOP,326968,MACMILLAN OIL COMPANY,1101 NW 31ST AVE         ,POMPANO BEACH,FL,Participating – Online
33417,9978586,5850 OKEECHOBEE BLVD GAS,327163,MACMILLAN OIL COMPANY,5850 OKEECHOBEE BLVD     ,WEST PALM BEACH,FL,Participating – Online
33405,9978669,901 BELVEDERE GAS STATIO,327164,MACMILLAN OIL COMPANY,901 BELVEDERE RD         ,WEST PALM BEACH,FL,Participating – Online
