Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
6,87,4115,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
6,87,4115,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
6,87,4115,233,Tablets,,,4 feet,Moved tablets to the table
7,70,600,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,70,600,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,70,600,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,70,755,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,70,755,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,70,755,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,70,755,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,70,755,233,Tablets,,,4 feet,Moved tablets to the table
7,70,793,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,70,793,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,70,812,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,70,812,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,70,822,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,70,822,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,70,822,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,70,1516,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,70,1516,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,70,1516,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,70,3383,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,70,3383,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,70,3383,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,70,3383,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,70,3383,233,Tablets,,,4 feet,Moved tablets to the table
7,70,3384,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,70,5216,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,70,5216,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,70,5216,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,70,5216,233,Tablets,,,4 feet,Moved tablets to the table
7,71,549,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,71,549,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,71,549,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,71,549,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
7,71,549,233,Tablets,,,4 feet,Moved tablets to the table
7,71,821,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,71,821,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,71,821,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
7,71,821,233,Tablets,,,4 feet,Moved tablets to the table
7,71,821,267,Tonies,,,4 feet,Repurposed tablet – footage
7,71,821,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
7,71,861,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,71,861,221,Chromebook,8 feet,12 feet,4 feet,Reduced Chromebook footage and moved to laptops category
7,71,927,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,71,927,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
7,71,927,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,71,927,233,Tablets,,,4 feet,Moved tablets to the table
7,71,945,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,71,2653,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,71,3826,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,71,3826,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,71,3826,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,71,3826,233,Tablets,,,4 feet,Moved tablets to the table
7,71,4299,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,71,4299,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,71,4299,233,Tablets,,,4 feet,Moved tablets to the table
7,71,4299,267,Tonies,,,4 feet,Repurposed tablet – footage
7,71,4299,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
7,71,6898,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,73,513,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,73,513,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,73,513,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,73,513,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,73,513,233,Tablets,,,4 feet,Moved tablets to the table
7,73,537,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,73,608,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,73,608,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,73,608,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,73,608,233,Tablets,,,4 feet,Moved tablets to the table
7,73,897,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
7,73,897,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
7,73,897,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,73,2891,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,73,2891,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,73,2891,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,73,2891,233,Tablets,,,4 feet,Moved tablets to the table
7,73,3645,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,73,3645,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,73,3645,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,73,3645,233,Tablets,,,4 feet,Moved tablets to the table
7,74,535,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,74,535,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,74,535,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,74,536,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,74,536,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,74,536,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
7,74,536,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
7,74,536,233,Tablets,,,8 feet,Moved tablets to the table
7,74,601,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,74,601,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,74,601,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,74,1249,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,74,1249,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,74,1249,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,74,1249,233,Tablets,,,4 feet,Moved tablets to the table
7,77,290,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,77,465,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,77,465,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,77,465,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,77,757,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,77,757,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,77,757,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,77,757,233,Tablets,,,4 feet,Moved tablets to the table
7,77,757,267,Tonies,,,4 feet,Repurposed tablet – footage
7,77,757,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
7,77,901,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,77,901,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,77,3279,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,77,3279,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
7,77,3279,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,77,3279,233,Tablets,,,8 feet,Moved tablets to the table
7,77,5144,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,77,5144,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,77,5144,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,77,5144,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,77,5144,233,Tablets,,,4 feet,Moved tablets to the table
7,77,5245,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,77,5245,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
7,77,5245,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,77,5245,233,Tablets,,,4 feet,Moved tablets to the table
7,78,440,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
7,78,440,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,78,440,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,78,442,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,78,442,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,78,442,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,78,442,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,78,442,233,Tablets,,,4 feet,Moved tablets to the table
7,78,458,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,78,458,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,78,458,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,78,464,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,78,464,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,78,464,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,78,464,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,78,464,233,Tablets,,,4 feet,Moved tablets to the table
7,78,470,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,78,470,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
7,78,470,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,78,470,233,Tablets,,,4 feet,Moved tablets to the table
7,78,490,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,78,490,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,78,490,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,78,490,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,78,490,233,Tablets,,,4 feet,Moved tablets to the table
7,78,791,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,78,791,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,78,791,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,78,791,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,78,791,233,Tablets,,,4 feet,Moved tablets to the table
7,78,1494,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,78,5460,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,78,5460,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,78,5898,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,80,395,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,80,395,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
7,80,395,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,80,397,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,80,452,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,80,452,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,80,452,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,80,452,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,80,452,233,Tablets,,,4 feet,Moved tablets to the table
7,80,1958,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,80,1958,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,80,1958,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,80,1958,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,80,1958,233,Tablets,,,4 feet,Moved tablets to the table
7,80,3320,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,80,3320,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,80,3320,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,80,3320,233,Tablets,,,4 feet,Moved tablets to the table
7,80,4508,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,80,4508,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,80,4508,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,80,4508,233,Tablets,,,4 feet,Moved tablets to the table
7,80,5165,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,80,5165,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,80,5165,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,80,5165,233,Tablets,,,4 feet,Moved tablets to the table
7,81,381,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,81,381,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,81,407,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,81,407,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,407,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
7,81,407,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,81,407,233,Tablets,,,4 feet,Moved tablets to the table
7,81,476,100,Laptops,16 feet,32 feet,16 feet,Increasing laptop footage
7,81,476,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,81,781,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,81,781,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,781,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,81,781,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
7,81,781,233,Tablets,,,4 feet,Moved tablets to the table
7,81,813,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,81,813,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,813,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,81,813,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,81,813,233,Tablets,,,4 feet,Moved tablets to the table
7,81,1232,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,81,1232,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,1232,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,81,1232,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,81,1232,233,Tablets,,,4 feet,Moved tablets to the table
7,81,1303,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,1303,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,81,1303,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,81,1303,233,Tablets,,,4 feet,Moved tablets to the table
7,81,3319,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
7,81,3319,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,81,3319,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
7,81,3319,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,81,3319,233,Tablets,,,4 feet,Moved tablets to the table
7,81,6286,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
7,81,6286,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,86,999,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
7,86,999,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,86,999,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
7,86,1235,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
7,86,1235,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
7,86,2239,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
7,86,2239,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
7,86,2239,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
7,86,2239,233,Tablets,,,4 feet,Moved tablets to the table
7,86,2599,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
