Store,Cutover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2021
5043,2/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,2/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,2/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6953,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6971,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6975,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,2/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,3/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,3/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
