store_number,market_number,city_name,street_address_line_1,Feature?
2724,63,PASADENA,1107 SHAVER ST,Congratulations - your store is getting Hot Girl Summer Swim!
2740,104,TAMPA,19910 BRUCE B DOWNS BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
2754,30,WAYNESBORO,1500 N LIBERTY ST,Congratulations - your store is getting Hot Girl Summer Swim!
2757,151,MURFREESBORO,2012 MEMORIAL BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
2763,569,DONNA,900 N SALINAS BOULEVARD,Congratulations - your store is getting Hot Girl Summer Swim!
2766,372,SCOTTSDALE,15355 N NORTHSIGHT BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
2778,373,COOLIDGE,1695 N ARIZONA BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
2780,399,CALDWELL,5108 CLEVELAND BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
2789,108,BOYNTON BEACH,3200 OLD BOYNTON RD,Congratulations - your store is getting Hot Girl Summer Swim!
2796,111,OLDSMAR,3801 TAMPA RD,Congratulations - your store is getting Hot Girl Summer Swim!
2799,508,CLINTON,8745 BRANCH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
2811,21,ATHENS,4375 LEXINGTON RD,Congratulations - your store is getting Hot Girl Summer Swim!
2814,110,HIALEAH,9300 NW 77TH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
2816,267,NILES,5630 W TOUHY AVE,Congratulations - your store is getting Hot Girl Summer Swim!
2817,238,LANSING,17625 TORRENCE AVE,Congratulations - your store is getting Hot Girl Summer Swim!
2821,290,RICHMOND,2410 SHEILA LN,Congratulations - your store is getting Hot Girl Summer Swim!
2822,131,WALKER,28270 WALKER RD S,Congratulations - your store is getting Hot Girl Summer Swim!
2825,175,OLD BRIDGE,1126 US HIGHWAY 9,Congratulations - your store is getting Hot Girl Summer Swim!
2830,166,EDDYSTONE,1570 CHESTER PIKE,Congratulations - your store is getting Hot Girl Summer Swim!
2838,396,HENDERSON,540 MARKS ST,Congratulations - your store is getting Hot Girl Summer Swim!
2843,95,SUMMERFIELD,17961 S US HIGHWAY 441,Congratulations - your store is getting Hot Girl Summer Swim!
2847,432,BELLEVUE,10504 S 15TH ST,Congratulations - your store is getting Hot Girl Summer Swim!
2864,506,SAN ANTONIO,6703 W LOOP 1604 N,Congratulations - your store is getting Hot Girl Summer Swim!
2881,90,KISSIMMEE,1471 E OSCEOLA PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
2883,56,PLANO,8801 OHIO DR,Congratulations - your store is getting Hot Girl Summer Swim!
2884,394,LAS VEGAS,8060 W TROPICAL PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
2913,129,BOUTTE,13001 HIGHWAY 90,Congratulations - your store is getting Hot Girl Summer Swim!
2938,132,LAFAYETTE,2428 W PINHOOK RD,Congratulations - your store is getting Hot Girl Summer Swim!
2939,140,RICHLAND,200 MARKET PLACE DR,Congratulations - your store is getting Hot Girl Summer Swim!
2956,266,SHOREWOOD,1401 IL ROUTE 59,Congratulations - your store is getting Hot Girl Summer Swim!
2963,108,CORAL SPRINGS,6001 CORAL RIDGE DR,Congratulations - your store is getting Hot Girl Summer Swim!
2987,109,DAVIE,4301 S UNIVERSITY DR,Congratulations - your store is getting Hot Girl Summer Swim!
3106,86,SAN ANTONIO,8538 INTERSTATE HWY 35 S,Congratulations - your store is getting Hot Girl Summer Swim!
3107,506,SAN ANTONIO,24403 W INTERSTATE 10,Congratulations - your store is getting Hot Girl Summer Swim!
3112,77,SAN ANTONIO,4096 N FOSTER RD,Congratulations - your store is getting Hot Girl Summer Swim!
3118,20,DECATUR,2525 N DECATUR RD,Congratulations - your store is getting Hot Girl Summer Swim!
3163,553,HOLLYWOOD,301 S STATE ROAD 7,Congratulations - your store is getting Hot Girl Summer Swim!
3170,83,ELGIN,1320 W HWY 290,Congratulations - your store is getting Hot Girl Summer Swim!
3201,19,MCDONOUGH,135 WILLOW LN,Congratulations - your store is getting Hot Girl Summer Swim!
3213,68,THE WOODLANDS,3040 COLLEGE PARK DR,Congratulations - your store is getting Hot Girl Summer Swim!
3235,553,NORTH MIAMI BEACH,1425 NE 163RD ST,Congratulations - your store is getting Hot Girl Summer Swim!
3254,392,RENO,5260 W 7TH ST,Congratulations - your store is getting Hot Girl Summer Swim!
3279,77,SAN ANTONIO,2100 SE LOOP 410,Congratulations - your store is getting Hot Girl Summer Swim!
3288,131,BATON ROUGE,10200 SULLIVAN RD,Congratulations - your store is getting Hot Girl Summer Swim!
3296,64,HOUSTON,2700 S KIRKWOOD RD,Congratulations - your store is getting Hot Girl Summer Swim!
3297,67,HOUSTON,12353 FM 1960 RD W,Congratulations - your store is getting Hot Girl Summer Swim!
3298,60,KEMAH,255 FM 518 RD,Congratulations - your store is getting Hot Girl Summer Swim!
3302,64,HOUSTON,9460 W SAM HOUSTON PKWY S,Congratulations - your store is getting Hot Girl Summer Swim!
3309,98,JACKSONVILLE,4250 PHILLIPS HWY,Congratulations - your store is getting Hot Girl Summer Swim!
3310,94,DELTONA,101 HOWLAND BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3311,553,MIAMI GARDENS,19501 NW 27TH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3320,80,PALMHURST,215 E MILE 3 RD,Congratulations - your store is getting Hot Girl Summer Swim!
3348,107,LAKE PARK,101 N CONGRESS AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3350,394,LAS VEGAS,5198 BOULDER HWY,Congratulations - your store is getting Hot Girl Summer Swim!
3351,394,LAS VEGAS,6464 N DECATUR BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3389,25,SNELLVILLE,3435 CENTERVILLE HWY,Congratulations - your store is getting Hot Girl Summer Swim!
3390,68,WOODLANDS,10001 WOODLANDS PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
3391,87,SCHERTZ,6102 FM 3009,Congratulations - your store is getting Hot Girl Summer Swim!
3397,553,MIAMI GARDENS,17650 NW 2ND AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3400,265,OSWEGO,2300 US HIGHWAY 34,Congratulations - your store is getting Hot Girl Summer Swim!
3418,104,WESLEY CHAPEL,28500 STATE ROAD 54,Congratulations - your store is getting Hot Girl Summer Swim!
3422,558,DEPTFORD,2000 CLEMENTS BRIDGE RD STE 100,Congratulations - your store is getting Hot Girl Summer Swim!
3425,63,HOUSTON,9598 ROWLETT RD,Congratulations - your store is getting Hot Girl Summer Swim!
3430,352,OKLAHOMA CITY,9011 NE 23RD ST,Congratulations - your store is getting Hot Girl Summer Swim!
3433,49,RED OAK,100 S RYAN DR,Congratulations - your store is getting Hot Girl Summer Swim!
3461,16,PEACHTREE CITY,2717 HIGHWAY 54,Congratulations - your store is getting Hot Girl Summer Swim!
3462,24,SUWANEE,3245 LAWRENCEVILLE SUWANEE RD,Congratulations - your store is getting Hot Girl Summer Swim!
3463,114,BRANDON,1208 E BRANDON BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3465,369,GLENDALE,5010 N 95TH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3473,394,LAS VEGAS,4505 W CHARLESTON BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3477,465,LONG BEACH,7250 CARSON BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3484,14,PENSACOLA,2951 S BLUE ANGEL PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
3494,459,SAN MARCOS,732 CENTER DR,Congratulations - your store is getting Hot Girl Summer Swim!
3500,60,HOUSTON,5655 E SAM HOUSTON PKWY N,Congratulations - your store is getting Hot Girl Summer Swim!
3516,458,CHULA VISTA,1360 EASTLAKE PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
3518,88,LAREDO,2320 BOB BULLOCK LOOP,Congratulations - your store is getting Hot Girl Summer Swim!
3523,448,SANTA CLARITA,26471 CARL BOYER DR,Congratulations - your store is getting Hot Girl Summer Swim!
3527,107,PORT ST LUCIE,1675 NW SAINT LUCIE WEST BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3533,585,DENVER,7800 SMITH RD,Congratulations - your store is getting Hot Girl Summer Swim!
3545,173,HAMDEN,2300 DIXWELL AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3566,380,DENVER,9400 E HAMPDEN AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3567,80,HIDALGO,3000 S JACKSON RD,Congratulations - your store is getting Hot Girl Summer Swim!
3584,64,HOUSTON,5405 SOUTH RICE AVENUE,Congratulations - your store is getting Hot Girl Summer Swim!
3609,19,ELLENWOOD,2940 ANVIL BLOCK RD,Congratulations - your store is getting Hot Girl Summer Swim!
3611,26,MARIETTA,6520 EARNEST BARRETT PARKWAY,Congratulations - your store is getting Hot Girl Summer Swim!
3640,65,HOUSTON,1118 SILBER RD,Congratulations - your store is getting Hot Girl Summer Swim!
3652,453,WEST SACRAMENTO,755 RIVERPOINT CT,Congratulations - your store is getting Hot Girl Summer Swim!
3658,298,GREENSBORO,2107 PYRAMID VILLAGE BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3700,309,INDIAN TRAIL,2101 YOUNTS RD,Congratulations - your store is getting Hot Girl Summer Swim!
3702,98,JACKSONVILLE,13227 CITY SQUARE DR,Congratulations - your store is getting Hot Girl Summer Swim!
3709,20,ATLANTA,2427 GRESHAM RD SE,Congratulations - your store is getting Hot Girl Summer Swim!
3771,371,PHOENIX,6150 S 35TH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
3773,479,FORT WORTH,9500 CLIFFORD ST,Congratulations - your store is getting Hot Girl Summer Swim!
3782,91,ORLANDO,5991 S GOLDENROD RD,Congratulations - your store is getting Hot Girl Summer Swim!
3785,14,PENSACOLA,501 N NAVY BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3786,25,BUFORD,3250 SARDIS CHURCH RD,Congratulations - your store is getting Hot Girl Summer Swim!
3791,202,THREE RIVERS,101 S TOLBERT DR,Congratulations - your store is getting Hot Girl Summer Swim!
3795,577,NORTH BERGEN,2100 88TH ST,Congratulations - your store is getting Hot Girl Summer Swim!
3799,371,MESA,240 W BASELINE RD,Congratulations - your store is getting Hot Girl Summer Swim!
3803,173,WEST HAVEN,515 SAW MILL RD,Congratulations - your store is getting Hot Girl Summer Swim!
3827,64,RICHMOND,5660 W GRAND PKWY S,Congratulations - your store is getting Hot Girl Summer Swim!
3828,46,LONGVIEW,4006 ESTES PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
3831,288,PORTSMOUTH,1098 FREDERICK BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3847,405,MESQUITE,1120 W PIONEER BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
3851,246,LAFAYETTE,2347 VETERANS MEMORIAL PKWY S,Congratulations - your store is getting Hot Girl Summer Swim!
3858,108,BOCA RATON,22100 S STATE ROAD 7,Congratulations - your store is getting Hot Girl Summer Swim!
3868,127,SHREVEPORT,1125 SHREVEPORT BARKSDALE HWY,Congratulations - your store is getting Hot Girl Summer Swim!
3886,80,EDINBURG,4101 S MCCOLL RD,Congratulations - your store is getting Hot Girl Summer Swim!
3888,86,SAN ANTONIO,11210 POTRANCO RD,Congratulations - your store is getting Hot Girl Summer Swim!
3891,269,WAUKEGAN,3900 FOUNTAIN SQUARE PL,Congratulations - your store is getting Hot Girl Summer Swim!
4055,87,UNIVERSAL CITY,510 KITTY HAWK RD,Congratulations - your store is getting Hot Girl Summer Swim!
4111,65,RICHMOND,26824 FM 1093 RD,Congratulations - your store is getting Hot Girl Summer Swim!
4112,569,BROWNSVILLE,2205 RUBEN TORRES SR BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
4130,82,KYLE,5754 KYLE PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
4131,506,SAN ANTONIO,9427 CULEBRA RD,Congratulations - your store is getting Hot Girl Summer Swim!
4185,24,CUMMING,2395 PEACHTREE PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
4200,16,COLUMBUS,6475 GATEWAY RD,Congratulations - your store is getting Hot Girl Summer Swim!
4219,82,BUDA,690 OLD SAN ANTONIO RD,Congratulations - your store is getting Hot Girl Summer Swim!
4260,107,PORT ST LUCIE,1850 SW GATLIN BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
4279,44,MIDLOTHIAN,400 N HIGHWAY 67,Congratulations - your store is getting Hot Girl Summer Swim!
4298,59,HUMBLE,9235 N SAM HOUSTON PKWY E,Congratulations - your store is getting Hot Girl Summer Swim!
4332,90,ORLANDO,8990 TURKEY LAKE RD,Congratulations - your store is getting Hot Girl Summer Swim!
4340,445,HESPERIA,13401 MAIN ST,Congratulations - your store is getting Hot Girl Summer Swim!
4368,93,OCALA,34 BAHIA AVE,Congratulations - your store is getting Hot Girl Summer Swim!
4370,392,FERNLEY,1550 NEWLANDS DR E,Congratulations - your store is getting Hot Girl Summer Swim!
4383,197,DEARBORN,5851 MERCURY DR,Congratulations - your store is getting Hot Girl Summer Swim!
4416,67,HOUSTON,13003 TOMBALL PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
4444,98,JACKSONVILLE,10251 SHOPS LN,Congratulations - your store is getting Hot Girl Summer Swim!
4446,107,WEST PALM BEACH,4225 45TH ST,Congratulations - your store is getting Hot Girl Summer Swim!
4503,44,GRAND PRAIRIE,2650 S STATE HIGHWAY 161,Congratulations - your store is getting Hot Girl Summer Swim!
4588,91,ORLANDO,3101 W PRINCETON ST,Congratulations - your store is getting Hot Girl Summer Swim!
4623,288,NEWPORT NEWS,6111 JEFFERSON AVE,Congratulations - your store is getting Hot Girl Summer Swim!
4627,52,DENTON,2750 W UNIVERSITY DR,Congratulations - your store is getting Hot Girl Summer Swim!
4679,131,DENHAM SPRINGS,34025 LA HWY 16,Congratulations - your store is getting Hot Girl Summer Swim!
5028,207,TOLEDO,2925 GLENDALE AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5030,207,TOLEDO,5821 W CENTRAL AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5036,112,TAMPA,6192 GUNN HWY,Congratulations - your store is getting Hot Girl Summer Swim!
5037,98,YULEE,464016 STATE ROAD 200,Congratulations - your store is getting Hot Girl Summer Swim!
5045,67,TOMBALL,22605 STATE HIGHWAY 249,Congratulations - your store is getting Hot Girl Summer Swim!
5054,98,JACKSONVILLE,11900 ATLANTIC BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
5055,105,NAPLES,9885 COLLIER BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
5056,131,PRAIRIEVILLE,17585 AIRLINE HWY,Congratulations - your store is getting Hot Girl Summer Swim!
5057,151,MURFREESBORO,2900 S RUTHERFORD BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
5070,396,LAS VEGAS,5200 S FORT APACHE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5075,460,OCEANSIDE,3405 MARRON RD,Congratulations - your store is getting Hot Girl Summer Swim!
5087,37,NORTH MYRTLE BEACH,550 HIGHWAY 17 N,Congratulations - your store is getting Hot Girl Summer Swim!
5091,67,CYPRESS,26270 NORTHWEST FWY,Congratulations - your store is getting Hot Girl Summer Swim!
5116,60,LA PORTE,9025 SPENCER HWY,Congratulations - your store is getting Hot Girl Summer Swim!
5124,369,GLENDALE,5605 W NORTHERN AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5130,170,PHILADELPHIA,9745 ROOSEVELT BLVD STE A,Congratulations - your store is getting Hot Girl Summer Swim!
5140,459,LA MESA,5500 GROSSMONT CENTER DR,Congratulations - your store is getting Hot Girl Summer Swim!
5144,77,CONVERSE,8315 FM 78,Congratulations - your store is getting Hot Girl Summer Swim!
5145,86,SAN ANTONIO,1603 VANCE JACKSON RD,Congratulations - your store is getting Hot Girl Summer Swim!
5146,506,SAN ANTONIO,8030 BANDERA RD,Congratulations - your store is getting Hot Girl Summer Swim!
5162,448,SANTA CLARITA,27931 KELLY JOHNSON PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
5165,80,ALAMO,1421 FRONTAGE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5185,217,COLUMBUS,1221 GEORGESVILLE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5186,373,GILBERT,2501 S MARKET ST,Congratulations - your store is getting Hot Girl Summer Swim!
5189,369,PHOENIX,5250 W INDIAN SCHOOL RD,Congratulations - your store is getting Hot Girl Summer Swim!
5190,370,PHOENIX,2501 W HAPPY VALLEY RD STE 34,Congratulations - your store is getting Hot Girl Summer Swim!
5210,51,WYLIE,2050 N HIGHWAY 78,Congratulations - your store is getting Hot Girl Summer Swim!
5214,90,KISSIMMEE,2855 N OLD LAKE WILSON RD,Congratulations - your store is getting Hot Girl Summer Swim!
5220,112,TAMPA,8220 N DALE MABRY HWY,Congratulations - your store is getting Hot Girl Summer Swim!
5234,401,CLINTON,1632 N 2000 W,Congratulations - your store is getting Hot Girl Summer Swim!
5245,77,SAN ANTONIO,3302 SE MILITARY DR,Congratulations - your store is getting Hot Girl Summer Swim!
5250,90,KISSIMMEE,904 CYPRESS PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
5261,323,PINEVILLE,100 COMMERCIAL LN,Congratulations - your store is getting Hot Girl Summer Swim!
5263,119,CLEVELAND,2300 TREASURY DR SE,Congratulations - your store is getting Hot Girl Summer Swim!
5287,68,SPRING,21150 KUYKENDAHL RD,Congratulations - your store is getting Hot Girl Summer Swim!
5299,89,CLERMONT,550 US HIGHWAY 27,Congratulations - your store is getting Hot Girl Summer Swim!
5300,114,GIBSONTON,9205 GIBSONTON DR,Congratulations - your store is getting Hot Girl Summer Swim!
5301,107,WEST PALM BEACH,4375 BELVEDERE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5305,458,CHULA VISTA,1150 BROADWAY,Congratulations - your store is getting Hot Girl Summer Swim!
5307,410,GARDNER,1725 E SANTA FE ST,Congratulations - your store is getting Hot Girl Summer Swim!
5326,93,OCALA,9570 SW HIGHWAY 200,Congratulations - your store is getting Hot Girl Summer Swim!
5329,370,ANTHEM,4435 W ANTHEM WAY,Congratulations - your store is getting Hot Girl Summer Swim!
5330,369,PHOENIX,6145 N 35TH AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5331,368,PHOENIX,7575 W LOWER BUCKEYE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5338,459,SAN DIEGO,4840 SHAWLINE ST,Congratulations - your store is getting Hot Girl Summer Swim!
5340,558,CHERRY HILL,500 ROUTE 38,Congratulations - your store is getting Hot Girl Summer Swim!
5342,365,YUMA,2501 S AVENUE B,Congratulations - your store is getting Hot Girl Summer Swim!
5343,291,FREDERICKSBURG,10001 SOUTHPOINT PKWY,Congratulations - your store is getting Hot Girl Summer Swim!
5347,105,ESTERO,19975 S TAMIAMI TRL,Congratulations - your store is getting Hot Girl Summer Swim!
5363,16,HAMPTON,11465 TARA BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
5394,581,DINUBA,770 W EL MONTE WAY,Congratulations - your store is getting Hot Girl Summer Swim!
5420,90,KISSIMMEE,3250 VINELAND RD,Congratulations - your store is getting Hot Girl Summer Swim!
5424,468,EAGLE POINT,11500 HANNON RD,Congratulations - your store is getting Hot Girl Summer Swim!
5429,368,SURPRISE,14111 N PRASADA GATEWAY AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5436,284,WILMINGTON,1251 CENTERVILLE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5449,62,MISSOURI CITY,9929 HWY 6,Congratulations - your store is getting Hot Girl Summer Swim!
5472,202,SALINE,7000 E MICHIGAN AVE,Congratulations - your store is getting Hot Girl Summer Swim!
5488,289,NORFOLK,7530 TIDEWATER DR,Congratulations - your store is getting Hot Girl Summer Swim!
5612,63,HOUSTON,2391 S WAYSIDE DR,Congratulations - your store is getting Hot Girl Summer Swim!
5713,88,LAREDO,2615 NE BOB BULLOCK LOOP,Congratulations - your store is getting Hot Girl Summer Swim!
5787,310,RAEFORD,4545 FAYETTEVILLE RD,Congratulations - your store is getting Hot Girl Summer Swim!
5854,110,MIAMI,8400 CORAL WAY,Congratulations - your store is getting Hot Girl Summer Swim!
5898,78,CORPUS CHRISTI,6101 SARATOGA RD,Congratulations - your store is getting Hot Girl Summer Swim!
5912,110,MIAMI,21151 S DIXIE HWY,Congratulations - your store is getting Hot Girl Summer Swim!
5932,109,PEMBROKE PINES,12800 PINES BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
5938,458,SAN DIEGO,575 SATURN BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
6978,101,JACKSONVILLE,7075 COLLINS RD,Congratulations - your store is getting Hot Girl Summer Swim!
7178,56,PRINCETON,701 W PRINCETON DR,Congratulations - your store is getting Hot Girl Summer Swim!
7294,353,NORMAN,3651 CLASSEN BLVD,Congratulations - your store is getting Hot Girl Summer Swim!
7326,353,OKLAHOMA CITY,3301 SW 104TH ST,Congratulations - your store is getting Hot Girl Summer Swim!
