,,,
,,,
Store Nbr,UPC,Prime Item Desc,Inventory
91,0506044252062,ELVIE STRIDE,3
93,0506044252062,ELVIE STRIDE,2
94,0506044252062,ELVIE STRIDE,2
95,0506044252062,ELVIE STRIDE,2
96,0506044252062,ELVIE STRIDE,2
98,0506044252062,ELVIE STRIDE,2
100,0506044252062,ELVIE STRIDE,7
101,0506044252062,ELVIE STRIDE,3
102,0506044252062,ELVIE STRIDE,2
103,0506044252062,ELVIE STRIDE,3
104,0506044252062,ELVIE STRIDE,2
105,0506044252062,ELVIE STRIDE,5
107,0506044252062,ELVIE STRIDE,6
108,0506044252062,ELVIE STRIDE,4
110,0506044252062,ELVIE STRIDE,2
111,0506044252062,ELVIE STRIDE,2
112,0506044252062,ELVIE STRIDE,4
113,0506044252062,ELVIE STRIDE,2
114,0506044252062,ELVIE STRIDE,6
118,0506044252062,ELVIE STRIDE,4
119,0506044252062,ELVIE STRIDE,2
120,0506044252062,ELVIE STRIDE,2
121,0506044252062,ELVIE STRIDE,3
122,0506044252062,ELVIE STRIDE,2
123,0506044252062,ELVIE STRIDE,4
124,0506044252062,ELVIE STRIDE,2
126,0506044252062,ELVIE STRIDE,2
127,0506044252062,ELVIE STRIDE,2
128,0506044252062,ELVIE STRIDE,7
129,0506044252062,ELVIE STRIDE,3
130,0506044252062,ELVIE STRIDE,3
131,0506044252062,ELVIE STRIDE,2
134,0506044252062,ELVIE STRIDE,2
135,0506044252062,ELVIE STRIDE,5
137,0506044252062,ELVIE STRIDE,6
138,0506044252062,ELVIE STRIDE,2
139,0506044252062,ELVIE STRIDE,2
140,0506044252062,ELVIE STRIDE,4
141,0506044252062,ELVIE STRIDE,3
144,0506044252062,ELVIE STRIDE,1
146,0506044252062,ELVIE STRIDE,2
147,0506044252062,ELVIE STRIDE,5
148,0506044252062,ELVIE STRIDE,2
150,0506044252062,ELVIE STRIDE,2
151,0506044252062,ELVIE STRIDE,2
154,0506044252062,ELVIE STRIDE,3
155,0506044252062,ELVIE STRIDE,3
157,0506044252062,ELVIE STRIDE,3
159,0506044252062,ELVIE STRIDE,3
163,0506044252062,ELVIE STRIDE,3
164,0506044252062,ELVIE STRIDE,3
165,0506044252062,ELVIE STRIDE,2
167,0506044252062,ELVIE STRIDE,3
168,0506044252062,ELVIE STRIDE,7
170,0506044252062,ELVIE STRIDE,4
171,0506044252062,ELVIE STRIDE,3
172,0506044252062,ELVIE STRIDE,3
173,0506044252062,ELVIE STRIDE,4
174,0506044252062,ELVIE STRIDE,7
175,0506044252062,ELVIE STRIDE,3
177,0506044252062,ELVIE STRIDE,2
179,0506044252062,ELVIE STRIDE,2
180,0506044252062,ELVIE STRIDE,2
181,0506044252062,ELVIE STRIDE,3
182,0506044252062,ELVIE STRIDE,2
183,0506044252062,ELVIE STRIDE,3
184,0506044252062,ELVIE STRIDE,2
185,0506044252062,ELVIE STRIDE,2
186,0506044252062,ELVIE STRIDE,2
188,0506044252062,ELVIE STRIDE,4
189,0506044252062,ELVIE STRIDE,1
190,0506044252062,ELVIE STRIDE,5
192,0506044252062,ELVIE STRIDE,4
194,0506044252062,ELVIE STRIDE,4
195,0506044252062,ELVIE STRIDE,2
196,0506044252062,ELVIE STRIDE,2
197,0506044252062,ELVIE STRIDE,4
198,0506044252062,ELVIE STRIDE,2
199,0506044252062,ELVIE STRIDE,5
201,0506044252062,ELVIE STRIDE,2
202,0506044252062,ELVIE STRIDE,2
204,0506044252062,ELVIE STRIDE,2
205,0506044252062,ELVIE STRIDE,2
206,0506044252062,ELVIE STRIDE,3
211,0506044252062,ELVIE STRIDE,4
212,0506044252062,ELVIE STRIDE,3
213,0506044252062,ELVIE STRIDE,3
214,0506044252062,ELVIE STRIDE,4
216,0506044252062,ELVIE STRIDE,1
217,0506044252062,ELVIE STRIDE,2
219,0506044252062,ELVIE STRIDE,4
220,0506044252062,ELVIE STRIDE,2
222,0506044252062,ELVIE STRIDE,4
224,0506044252062,ELVIE STRIDE,1
225,0506044252062,ELVIE STRIDE,6
228,0506044252062,ELVIE STRIDE,2
229,0506044252062,ELVIE STRIDE,2
234,0506044252062,ELVIE STRIDE,3
236,0506044252062,ELVIE STRIDE,2
237,0506044252062,ELVIE STRIDE,2
238,0506044252062,ELVIE STRIDE,5
240,0506044252062,ELVIE STRIDE,2
242,0506044252062,ELVIE STRIDE,2
243,0506044252062,ELVIE STRIDE,2
249,0506044252062,ELVIE STRIDE,3
251,0506044252062,ELVIE STRIDE,2
253,0506044252062,ELVIE STRIDE,2
254,0506044252062,ELVIE STRIDE,3
256,0506044252062,ELVIE STRIDE,2
258,0506044252062,ELVIE STRIDE,2
259,0506044252062,ELVIE STRIDE,2
260,0506044252062,ELVIE STRIDE,0
261,0506044252062,ELVIE STRIDE,7
262,0506044252062,ELVIE STRIDE,2
264,0506044252062,ELVIE STRIDE,2
266,0506044252062,ELVIE STRIDE,5
267,0506044252062,ELVIE STRIDE,2
268,0506044252062,ELVIE STRIDE,3
269,0506044252062,ELVIE STRIDE,2
272,0506044252062,ELVIE STRIDE,2
273,0506044252062,ELVIE STRIDE,4
275,0506044252062,ELVIE STRIDE,4
276,0506044252062,ELVIE STRIDE,2
278,0506044252062,ELVIE STRIDE,2
279,0506044252062,ELVIE STRIDE,2
284,0506044252062,ELVIE STRIDE,2
285,0506044252062,ELVIE STRIDE,3
286,0506044252062,ELVIE STRIDE,1
287,0506044252062,ELVIE STRIDE,2
294,0506044252062,ELVIE STRIDE,2
295,0506044252062,ELVIE STRIDE,2
297,0506044252062,ELVIE STRIDE,3
298,0506044252062,ELVIE STRIDE,3
299,0506044252062,ELVIE STRIDE,2
300,0506044252062,ELVIE STRIDE,2
301,0506044252062,ELVIE STRIDE,1
302,0506044252062,ELVIE STRIDE,4
303,0506044252062,ELVIE STRIDE,2
304,0506044252062,ELVIE STRIDE,2
305,0506044252062,ELVIE STRIDE,4
306,0506044252062,ELVIE STRIDE,2
307,0506044252062,ELVIE STRIDE,6
308,0506044252062,ELVIE STRIDE,3
309,0506044252062,ELVIE STRIDE,2
310,0506044252062,ELVIE STRIDE,2
314,0506044252062,ELVIE STRIDE,2
315,0506044252062,ELVIE STRIDE,1
316,0506044252062,ELVIE STRIDE,4
317,0506044252062,ELVIE STRIDE,3
318,0506044252062,ELVIE STRIDE,2
319,0506044252062,ELVIE STRIDE,2
321,0506044252062,ELVIE STRIDE,2
322,0506044252062,ELVIE STRIDE,2
325,0506044252062,ELVIE STRIDE,2
328,0506044252062,ELVIE STRIDE,2
330,0506044252062,ELVIE STRIDE,2
331,0506044252062,ELVIE STRIDE,4
332,0506044252062,ELVIE STRIDE,2
335,0506044252062,ELVIE STRIDE,2
338,0506044252062,ELVIE STRIDE,4
340,0506044252062,ELVIE STRIDE,2
344,0506044252062,ELVIE STRIDE,3
345,0506044252062,ELVIE STRIDE,5
346,0506044252062,ELVIE STRIDE,1
347,0506044252062,ELVIE STRIDE,2
350,0506044252062,ELVIE STRIDE,2
351,0506044252062,ELVIE STRIDE,2
354,0506044252062,ELVIE STRIDE,1
355,0506044252062,ELVIE STRIDE,2
356,0506044252062,ELVIE STRIDE,2
359,0506044252062,ELVIE STRIDE,1
361,0506044252062,ELVIE STRIDE,6
363,0506044252062,ELVIE STRIDE,4
364,0506044252062,ELVIE STRIDE,3
365,0506044252062,ELVIE STRIDE,3
366,0506044252062,ELVIE STRIDE,2
369,0506044252062,ELVIE STRIDE,2
372,0506044252062,ELVIE STRIDE,9
374,0506044252062,ELVIE STRIDE,2
375,0506044252062,ELVIE STRIDE,2
376,0506044252062,ELVIE STRIDE,2
379,0506044252062,ELVIE STRIDE,5
381,0506044252062,ELVIE STRIDE,2
382,0506044252062,ELVIE STRIDE,2
383,0506044252062,ELVIE STRIDE,2
384,0506044252062,ELVIE STRIDE,4
386,0506044252062,ELVIE STRIDE,4
389,0506044252062,ELVIE STRIDE,1
390,0506044252062,ELVIE STRIDE,2
392,0506044252062,ELVIE STRIDE,4
393,0506044252062,ELVIE STRIDE,1
394,0506044252062,ELVIE STRIDE,3
395,0506044252062,ELVIE STRIDE,7
396,0506044252062,ELVIE STRIDE,2
397,0506044252062,ELVIE STRIDE,8
398,0506044252062,ELVIE STRIDE,1
399,0506044252062,ELVIE STRIDE,1
400,0506044252062,ELVIE STRIDE,2
402,0506044252062,ELVIE STRIDE,4
403,0506044252062,ELVIE STRIDE,0
404,0506044252062,ELVIE STRIDE,9
405,0506044252062,ELVIE STRIDE,8
406,0506044252062,ELVIE STRIDE,1
407,0506044252062,ELVIE STRIDE,5
408,0506044252062,ELVIE STRIDE,2
410,0506044252062,ELVIE STRIDE,3
412,0506044252062,ELVIE STRIDE,3
413,0506044252062,ELVIE STRIDE,13
414,0506044252062,ELVIE STRIDE,4
415,0506044252062,ELVIE STRIDE,1
416,0506044252062,ELVIE STRIDE,2
417,0506044252062,ELVIE STRIDE,4
420,0506044252062,ELVIE STRIDE,2
421,0506044252062,ELVIE STRIDE,4
423,0506044252062,ELVIE STRIDE,3
424,0506044252062,ELVIE STRIDE,4
426,0506044252062,ELVIE STRIDE,2
427,0506044252062,ELVIE STRIDE,2
428,0506044252062,ELVIE STRIDE,1
430,0506044252062,ELVIE STRIDE,2
432,0506044252062,ELVIE STRIDE,4
433,0506044252062,ELVIE STRIDE,2
434,0506044252062,ELVIE STRIDE,2
435,0506044252062,ELVIE STRIDE,4
436,0506044252062,ELVIE STRIDE,2
442,0506044252062,ELVIE STRIDE,5
443,0506044252062,ELVIE STRIDE,4
445,0506044252062,ELVIE STRIDE,4
447,0506044252062,ELVIE STRIDE,0
448,0506044252062,ELVIE STRIDE,2
449,0506044252062,ELVIE STRIDE,2
450,0506044252062,ELVIE STRIDE,2
452,0506044252062,ELVIE STRIDE,2
454,0506044252062,ELVIE STRIDE,2
456,0506044252062,ELVIE STRIDE,2
457,0506044252062,ELVIE STRIDE,3
458,0506044252062,ELVIE STRIDE,3
459,0506044252062,ELVIE STRIDE,2
461,0506044252062,ELVIE STRIDE,2
462,0506044252062,ELVIE STRIDE,3
463,0506044252062,ELVIE STRIDE,2
464,0506044252062,ELVIE STRIDE,5
467,0506044252062,ELVIE STRIDE,1
468,0506044252062,ELVIE STRIDE,2
469,0506044252062,ELVIE STRIDE,4
470,0506044252062,ELVIE STRIDE,2
471,0506044252062,ELVIE STRIDE,2
472,0506044252062,ELVIE STRIDE,2
475,0506044252062,ELVIE STRIDE,2
476,0506044252062,ELVIE STRIDE,3
477,0506044252062,ELVIE STRIDE,2
479,0506044252062,ELVIE STRIDE,2
481,0506044252062,ELVIE STRIDE,0
483,0506044252062,ELVIE STRIDE,2
484,0506044252062,ELVIE STRIDE,1
488,0506044252062,ELVIE STRIDE,3
489,0506044252062,ELVIE STRIDE,2
491,0506044252062,ELVIE STRIDE,4
492,0506044252062,ELVIE STRIDE,2
494,0506044252062,ELVIE STRIDE,2
495,0506044252062,ELVIE STRIDE,3
497,0506044252062,ELVIE STRIDE,3
499,0506044252062,ELVIE STRIDE,4
500,0506044252062,ELVIE STRIDE,3
501,0506044252062,ELVIE STRIDE,1
504,0506044252062,ELVIE STRIDE,3
505,0506044252062,ELVIE STRIDE,3
507,0506044252062,ELVIE STRIDE,3
508,0506044252062,ELVIE STRIDE,2
510,0506044252062,ELVIE STRIDE,3
511,0506044252062,ELVIE STRIDE,2
512,0506044252062,ELVIE STRIDE,4
513,0506044252062,ELVIE STRIDE,3
514,0506044252062,ELVIE STRIDE,2
515,0506044252062,ELVIE STRIDE,3
516,0506044252062,ELVIE STRIDE,4
518,0506044252062,ELVIE STRIDE,3
521,0506044252062,ELVIE STRIDE,2
522,0506044252062,ELVIE STRIDE,2
526,0506044252062,ELVIE STRIDE,2
527,0506044252062,ELVIE STRIDE,2
528,0506044252062,ELVIE STRIDE,4
529,0506044252062,ELVIE STRIDE,5
530,0506044252062,ELVIE STRIDE,2
531,0506044252062,ELVIE STRIDE,2
532,0506044252062,ELVIE STRIDE,1
533,0506044252062,ELVIE STRIDE,2
535,0506044252062,ELVIE STRIDE,2
536,0506044252062,ELVIE STRIDE,2
538,0506044252062,ELVIE STRIDE,2
539,0506044252062,ELVIE STRIDE,4
540,0506044252062,ELVIE STRIDE,2
541,0506044252062,ELVIE STRIDE,2
542,0506044252062,ELVIE STRIDE,3
543,0506044252062,ELVIE STRIDE,3
544,0506044252062,ELVIE STRIDE,0
546,0506044252062,ELVIE STRIDE,2
547,0506044252062,ELVIE STRIDE,2
548,0506044252062,ELVIE STRIDE,3
549,0506044252062,ELVIE STRIDE,3
551,0506044252062,ELVIE STRIDE,1
553,0506044252062,ELVIE STRIDE,2
554,0506044252062,ELVIE STRIDE,3
555,0506044252062,ELVIE STRIDE,4
556,0506044252062,ELVIE STRIDE,2
557,0506044252062,ELVIE STRIDE,3
558,0506044252062,ELVIE STRIDE,2
559,0506044252062,ELVIE STRIDE,6
560,0506044252062,ELVIE STRIDE,2
562,0506044252062,ELVIE STRIDE,0
563,0506044252062,ELVIE STRIDE,2
564,0506044252062,ELVIE STRIDE,2
565,0506044252062,ELVIE STRIDE,1
571,0506044252062,ELVIE STRIDE,5
572,0506044252062,ELVIE STRIDE,2
573,0506044252062,ELVIE STRIDE,0
574,0506044252062,ELVIE STRIDE,3
575,0506044252062,ELVIE STRIDE,2
576,0506044252062,ELVIE STRIDE,2
577,0506044252062,ELVIE STRIDE,2
578,0506044252062,ELVIE STRIDE,2
580,0506044252062,ELVIE STRIDE,2
581,0506044252062,ELVIE STRIDE,2
582,0506044252062,ELVIE STRIDE,2
584,0506044252062,ELVIE STRIDE,1
585,0506044252062,ELVIE STRIDE,2
586,0506044252062,ELVIE STRIDE,2
587,0506044252062,ELVIE STRIDE,2
588,0506044252062,ELVIE STRIDE,4
589,0506044252062,ELVIE STRIDE,1
590,0506044252062,ELVIE STRIDE,2
592,0506044252062,ELVIE STRIDE,2
593,0506044252062,ELVIE STRIDE,2
594,0506044252062,ELVIE STRIDE,2
595,0506044252062,ELVIE STRIDE,2
598,0506044252062,ELVIE STRIDE,1
599,0506044252062,ELVIE STRIDE,2
600,0506044252062,ELVIE STRIDE,3
601,0506044252062,ELVIE STRIDE,2
602,0506044252062,ELVIE STRIDE,2
604,0506044252062,ELVIE STRIDE,2
605,0506044252062,ELVIE STRIDE,2
606,0506044252062,ELVIE STRIDE,3
608,0506044252062,ELVIE STRIDE,4
609,0506044252062,ELVIE STRIDE,3
611,0506044252062,ELVIE STRIDE,3
614,0506044252062,ELVIE STRIDE,3
615,0506044252062,ELVIE STRIDE,17
616,0506044252062,ELVIE STRIDE,3
618,0506044252062,ELVIE STRIDE,2
619,0506044252062,ELVIE STRIDE,2
620,0506044252062,ELVIE STRIDE,3
622,0506044252062,ELVIE STRIDE,1
623,0506044252062,ELVIE STRIDE,4
625,0506044252062,ELVIE STRIDE,2
628,0506044252062,ELVIE STRIDE,3
629,0506044252062,ELVIE STRIDE,3
630,0506044252062,ELVIE STRIDE,3
631,0506044252062,ELVIE STRIDE,2
632,0506044252062,ELVIE STRIDE,2
633,0506044252062,ELVIE STRIDE,2
634,0506044252062,ELVIE STRIDE,2
635,0506044252062,ELVIE STRIDE,2
636,0506044252062,ELVIE STRIDE,2
637,0506044252062,ELVIE STRIDE,6
638,0506044252062,ELVIE STRIDE,2
639,0506044252062,ELVIE STRIDE,2
640,0506044252062,ELVIE STRIDE,1
641,0506044252062,ELVIE STRIDE,3
642,0506044252062,ELVIE STRIDE,3
644,0506044252062,ELVIE STRIDE,2
645,0506044252062,ELVIE STRIDE,2
648,0506044252062,ELVIE STRIDE,2
649,0506044252062,ELVIE STRIDE,15
651,0506044252062,ELVIE STRIDE,2
652,0506044252062,ELVIE STRIDE,2
653,0506044252062,ELVIE STRIDE,2
655,0506044252062,ELVIE STRIDE,4
656,0506044252062,ELVIE STRIDE,3
657,0506044252062,ELVIE STRIDE,3
658,0506044252062,ELVIE STRIDE,1
659,0506044252062,ELVIE STRIDE,4
660,0506044252062,ELVIE STRIDE,1
661,0506044252062,ELVIE STRIDE,3
662,0506044252062,ELVIE STRIDE,2
663,0506044252062,ELVIE STRIDE,3
664,0506044252062,ELVIE STRIDE,2
665,0506044252062,ELVIE STRIDE,3
666,0506044252062,ELVIE STRIDE,8
668,0506044252062,ELVIE STRIDE,2
669,0506044252062,ELVIE STRIDE,4
670,0506044252062,ELVIE STRIDE,4
671,0506044252062,ELVIE STRIDE,2
672,0506044252062,ELVIE STRIDE,2
673,0506044252062,ELVIE STRIDE,2
674,0506044252062,ELVIE STRIDE,3
675,0506044252062,ELVIE STRIDE,4
676,0506044252062,ELVIE STRIDE,4
677,0506044252062,ELVIE STRIDE,1
678,0506044252062,ELVIE STRIDE,1
680,0506044252062,ELVIE STRIDE,1
681,0506044252062,ELVIE STRIDE,3
682,0506044252062,ELVIE STRIDE,3
683,0506044252062,ELVIE STRIDE,3
684,0506044252062,ELVIE STRIDE,5
685,0506044252062,ELVIE STRIDE,4
687,0506044252062,ELVIE STRIDE,2
688,0506044252062,ELVIE STRIDE,3
689,0506044252062,ELVIE STRIDE,2
690,0506044252062,ELVIE STRIDE,2
691,0506044252062,ELVIE STRIDE,2
692,0506044252062,ELVIE STRIDE,4
694,0506044252062,ELVIE STRIDE,4
695,0506044252062,ELVIE STRIDE,2
696,0506044252062,ELVIE STRIDE,2
697,0506044252062,ELVIE STRIDE,2
698,0506044252062,ELVIE STRIDE,4
699,0506044252062,ELVIE STRIDE,1
700,0506044252062,ELVIE STRIDE,4
701,0506044252062,ELVIE STRIDE,3
702,0506044252062,ELVIE STRIDE,3
703,0506044252062,ELVIE STRIDE,2
705,0506044252062,ELVIE STRIDE,3
706,0506044252062,ELVIE STRIDE,2
707,0506044252062,ELVIE STRIDE,4
708,0506044252062,ELVIE STRIDE,2
709,0506044252062,ELVIE STRIDE,2
710,0506044252062,ELVIE STRIDE,5
711,0506044252062,ELVIE STRIDE,2
712,0506044252062,ELVIE STRIDE,3
715,0506044252062,ELVIE STRIDE,3
716,0506044252062,ELVIE STRIDE,1
718,0506044252062,ELVIE STRIDE,5
719,0506044252062,ELVIE STRIDE,3
720,0506044252062,ELVIE STRIDE,1
721,0506044252062,ELVIE STRIDE,4
722,0506044252062,ELVIE STRIDE,2
723,0506044252062,ELVIE STRIDE,1
725,0506044252062,ELVIE STRIDE,2
726,0506044252062,ELVIE STRIDE,8
728,0506044252062,ELVIE STRIDE,0
729,0506044252062,ELVIE STRIDE,2
730,0506044252062,ELVIE STRIDE,3
731,0506044252062,ELVIE STRIDE,2
733,0506044252062,ELVIE STRIDE,3
734,0506044252062,ELVIE STRIDE,2
735,0506044252062,ELVIE STRIDE,4
736,0506044252062,ELVIE STRIDE,3
737,0506044252062,ELVIE STRIDE,2
738,0506044252062,ELVIE STRIDE,2
739,0506044252062,ELVIE STRIDE,2
741,0506044252062,ELVIE STRIDE,3
742,0506044252062,ELVIE STRIDE,1
743,0506044252062,ELVIE STRIDE,2
744,0506044252062,ELVIE STRIDE,2
745,0506044252062,ELVIE STRIDE,4
746,0506044252062,ELVIE STRIDE,3
749,0506044252062,ELVIE STRIDE,2
752,0506044252062,ELVIE STRIDE,3
753,0506044252062,ELVIE STRIDE,2
754,0506044252062,ELVIE STRIDE,3
755,0506044252062,ELVIE STRIDE,4
756,0506044252062,ELVIE STRIDE,4
757,0506044252062,ELVIE STRIDE,2
758,0506044252062,ELVIE STRIDE,4
759,0506044252062,ELVIE STRIDE,3
762,0506044252062,ELVIE STRIDE,2
764,0506044252062,ELVIE STRIDE,4
765,0506044252062,ELVIE STRIDE,2
766,0506044252062,ELVIE STRIDE,2
767,0506044252062,ELVIE STRIDE,3
768,0506044252062,ELVIE STRIDE,2
769,0506044252062,ELVIE STRIDE,3
770,0506044252062,ELVIE STRIDE,3
772,0506044252062,ELVIE STRIDE,2
773,0506044252062,ELVIE STRIDE,3
774,0506044252062,ELVIE STRIDE,7
775,0506044252062,ELVIE STRIDE,2
776,0506044252062,ELVIE STRIDE,3
777,0506044252062,ELVIE STRIDE,0
778,0506044252062,ELVIE STRIDE,8
779,0506044252062,ELVIE STRIDE,3
780,0506044252062,ELVIE STRIDE,4
781,0506044252062,ELVIE STRIDE,2
782,0506044252062,ELVIE STRIDE,2
783,0506044252062,ELVIE STRIDE,2
784,0506044252062,ELVIE STRIDE,5
785,0506044252062,ELVIE STRIDE,1
786,0506044252062,ELVIE STRIDE,1
787,0506044252062,ELVIE STRIDE,5
789,0506044252062,ELVIE STRIDE,2
790,0506044252062,ELVIE STRIDE,5
791,0506044252062,ELVIE STRIDE,2
793,0506044252062,ELVIE STRIDE,2
794,0506044252062,ELVIE STRIDE,1
796,0506044252062,ELVIE STRIDE,3
797,0506044252062,ELVIE STRIDE,1
800,0506044252062,ELVIE STRIDE,2
801,0506044252062,ELVIE STRIDE,2
802,0506044252062,ELVIE STRIDE,3
804,0506044252062,ELVIE STRIDE,2
805,0506044252062,ELVIE STRIDE,2
806,0506044252062,ELVIE STRIDE,2
807,0506044252062,ELVIE STRIDE,1
808,0506044252062,ELVIE STRIDE,2
809,0506044252062,ELVIE STRIDE,1
810,0506044252062,ELVIE STRIDE,6
811,0506044252062,ELVIE STRIDE,4
812,0506044252062,ELVIE STRIDE,2
813,0506044252062,ELVIE STRIDE,2
814,0506044252062,ELVIE STRIDE,1
816,0506044252062,ELVIE STRIDE,2
817,0506044252062,ELVIE STRIDE,1
818,0506044252062,ELVIE STRIDE,2
819,0506044252062,ELVIE STRIDE,3
820,0506044252062,ELVIE STRIDE,2
821,0506044252062,ELVIE STRIDE,0
822,0506044252062,ELVIE STRIDE,4
823,0506044252062,ELVIE STRIDE,2
826,0506044252062,ELVIE STRIDE,2
827,0506044252062,ELVIE STRIDE,4
828,0506044252062,ELVIE STRIDE,3
829,0506044252062,ELVIE STRIDE,2
835,0506044252062,ELVIE STRIDE,2
836,0506044252062,ELVIE STRIDE,2
838,0506044252062,ELVIE STRIDE,2
839,0506044252062,ELVIE STRIDE,4
842,0506044252062,ELVIE STRIDE,3
844,0506044252062,ELVIE STRIDE,2
848,0506044252062,ELVIE STRIDE,3
849,0506044252062,ELVIE STRIDE,3
850,0506044252062,ELVIE STRIDE,1
851,0506044252062,ELVIE STRIDE,2
852,0506044252062,ELVIE STRIDE,2
853,0506044252062,ELVIE STRIDE,3
854,0506044252062,ELVIE STRIDE,2
855,0506044252062,ELVIE STRIDE,6
857,0506044252062,ELVIE STRIDE,3
858,0506044252062,ELVIE STRIDE,4
859,0506044252062,ELVIE STRIDE,2
860,0506044252062,ELVIE STRIDE,2
861,0506044252062,ELVIE STRIDE,2
862,0506044252062,ELVIE STRIDE,8
863,0506044252062,ELVIE STRIDE,3
864,0506044252062,ELVIE STRIDE,5
865,0506044252062,ELVIE STRIDE,2
866,0506044252062,ELVIE STRIDE,2
867,0506044252062,ELVIE STRIDE,2
868,0506044252062,ELVIE STRIDE,2
869,0506044252062,ELVIE STRIDE,2
870,0506044252062,ELVIE STRIDE,2
872,0506044252062,ELVIE STRIDE,2
874,0506044252062,ELVIE STRIDE,3
876,0506044252062,ELVIE STRIDE,1
877,0506044252062,ELVIE STRIDE,2
878,0506044252062,ELVIE STRIDE,2
880,0506044252062,ELVIE STRIDE,2
881,0506044252062,ELVIE STRIDE,2
882,0506044252062,ELVIE STRIDE,2
884,0506044252062,ELVIE STRIDE,2
886,0506044252062,ELVIE STRIDE,2
887,0506044252062,ELVIE STRIDE,6
890,0506044252062,ELVIE STRIDE,0
891,0506044252062,ELVIE STRIDE,3
894,0506044252062,ELVIE STRIDE,2
896,0506044252062,ELVIE STRIDE,3
899,0506044252062,ELVIE STRIDE,2
901,0506044252062,ELVIE STRIDE,2
902,0506044252062,ELVIE STRIDE,2
903,0506044252062,ELVIE STRIDE,3
904,0506044252062,ELVIE STRIDE,2
906,0506044252062,ELVIE STRIDE,2
907,0506044252062,ELVIE STRIDE,1
908,0506044252062,ELVIE STRIDE,4
909,0506044252062,ELVIE STRIDE,2
910,0506044252062,ELVIE STRIDE,2
911,0506044252062,ELVIE STRIDE,4
912,0506044252062,ELVIE STRIDE,2
913,0506044252062,ELVIE STRIDE,3
915,0506044252062,ELVIE STRIDE,2
916,0506044252062,ELVIE STRIDE,3
918,0506044252062,ELVIE STRIDE,3
919,0506044252062,ELVIE STRIDE,2
922,0506044252062,ELVIE STRIDE,1
923,0506044252062,ELVIE STRIDE,2
927,0506044252062,ELVIE STRIDE,2
928,0506044252062,ELVIE STRIDE,4
929,0506044252062,ELVIE STRIDE,1
930,0506044252062,ELVIE STRIDE,2
931,0506044252062,ELVIE STRIDE,2
932,0506044252062,ELVIE STRIDE,3
934,0506044252062,ELVIE STRIDE,3
935,0506044252062,ELVIE STRIDE,6
936,0506044252062,ELVIE STRIDE,2
