Region,BU,Day,Start,End,Session,Room/Level
11,Southeast,Aug. 12,2:45 p.m.,3:30 p.m.,Gifting,Exhibit Hall A-D / L1
12,Southeast,Aug. 12,2:45 p.m.,3:30 p.m.,Gifting,Exhibit Hall A-D / L1
14,Southeast,Aug. 12,2:45 p.m.,3:30 p.m.,Fashion,Exhibit Hall A-D / L1
29,Southeast,Aug. 12,2:45 p.m.,3:30 p.m.,Fashion,Exhibit Hall A-D / L1
42,Southeast,Aug. 12,2:45 p.m.,3:30 p.m.,Gifting,Exhibit Hall A-D / L1
5,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
6,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
7,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
13,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
44,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
46,Southwest,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
47,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
52,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
54,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
56,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
57,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
58,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
60,West,Aug. 12,3 p.m.,4:15 p.m.,Listening Session,Grand Ballroom ABC / L3
19,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
20,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
21,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
25,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
40,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
41,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
53,North,Aug. 12,3:15 p.m.,5:15 p.m.,North Business Unit Meeting,General Assembly / L3
2,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Seasonal,Exhibit Hall A-D / L1
3,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Operations,Exhibit Hall A-D / L1
9,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Operations,Exhibit Hall A-D / L1
11,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Seasonal,Exhibit Hall A-D / L1
12,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Seasonal,Exhibit Hall A-D / L1
14,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Operations,Exhibit Hall A-D / L1
29,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Operations,Exhibit Hall A-D / L1
42,Southeast,Aug. 12,3:30 p.m.,4:15 p.m.,Seasonal,Exhibit Hall A-D / L1
4,East,Aug. 12,3:45 p.m.,4:30 p.m.,Holiday Home,Exhibit Hall A-D / L1
16,East,Aug. 12,3:45 p.m.,4:30 p.m.,Food/Fresh,Exhibit Hall A-D / L1
17,East,Aug. 12,3:45 p.m.,4:30 p.m.,Food/Fresh,Exhibit Hall A-D / L1
22,East,Aug. 12,3:45 p.m.,4:30 p.m.,Food/Fresh,Exhibit Hall A-D / L1
26,East,Aug. 12,3:45 p.m.,4:30 p.m.,Holiday Home,Exhibit Hall A-D / L1
75,East,Aug. 12,3:45 p.m.,4:30 p.m.,Holiday Home,Exhibit Hall A-D / L1
76,East,Aug. 12,3:45 p.m.,4:30 p.m.,Holiday Home,Exhibit Hall A-D / L1
59,NHM,Aug. 12,4 p.m.,5 p.m.,Regional Meeting,RM 360 / L3
61,NHM,Aug. 12,4 p.m.,5 p.m.,Regional Meeting,RM 361 / L3
64,NHM,Aug. 12,4 p.m.,5 p.m.,Regional Meeting,RM 310 / L3
72,NHM,Aug. 12,4 p.m.,5 p.m.,Regional Meeting,RM 351 / L3
2,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Food/Fresh,Exhibit Hall A-D / L1
3,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Consumables,Exhibit Hall A-D / L1
9,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Consumables,Exhibit Hall A-D / L1
11,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Food/Fresh,Exhibit Hall A-D / L1
14,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Consumables,Exhibit Hall A-D / L1
29,Southeast,Aug. 12,4:15 p.m.,5 p.m.,Consumables,Exhibit Hall A-D / L1
47,West,Aug. 12,4:15 p.m.,5 p.m.,Seasonal,Exhibit Hall A-D / L1
52,West,Aug. 12,4:15 p.m.,5 p.m.,Seasonal,Exhibit Hall A-D / L1
54,West,Aug. 12,4:15 p.m.,5 p.m.,Holiday Home,Exhibit Hall A-D / L1
56,West,Aug. 12,4:15 p.m.,5 p.m.,Seasonal,Exhibit Hall A-D / L1
57,West,Aug. 12,4:15 p.m.,5 p.m.,Holiday Home,Exhibit Hall A-D / L1
58,West,Aug. 12,4:15 p.m.,5 p.m.,Holiday Home,Exhibit Hall A-D / L1
60,West,Aug. 12,4:15 p.m.,5 p.m.,Holiday Home,Exhibit Hall A-D / L1
5,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Fashion,Exhibit Hall A-D / L1
6,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Fashion,Exhibit Hall A-D / L1
7,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Fashion,Exhibit Hall A-D / L1
13,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Operations,Exhibit Hall A-D / L1
44,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Operations,Exhibit Hall A-D / L1
46,Southwest,Aug. 12,4:30 p.m.,5:15 p.m.,Fashion,Exhibit Hall A-D / L1
4,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
16,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
17,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
22,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
26,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
75,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
76,East,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
59,NHM,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
61,NHM,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
64,NHM,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
72,NHM,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
19,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
20,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
21,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
25,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
40,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
41,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
53,North,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
2,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
3,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
9,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
11,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
12,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
14,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
29,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
42,Southeast,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
6,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
7,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
44,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
46,Southwest,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
47,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
52,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
54,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
56,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
57,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
58,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
60,West,Aug. 13,6 a.m.,6 p.m.,Merchandise Floor Open Tour,Exhibit Hall A-D / L1
4,East,Aug. 13,7 a.m.,7:45 a.m.,Operations,Exhibit Hall A-D / L1
26,East,Aug. 13,7 a.m.,7:45 a.m.,Operations,Exhibit Hall A-D / L1
75,East,Aug. 13,7 a.m.,7:45 a.m.,Operations,Exhibit Hall A-D / L1
76,East,Aug. 13,7 a.m.,7:45 a.m.,Operations,Exhibit Hall A-D / L1
59,NHM,Aug. 13,7 a.m.,7:45 a.m.,NHM Merchandise Tour,RM 362A-F / L3
61,NHM,Aug. 13,7 a.m.,7:45 a.m.,Open Tour Time,Exhibit Hall A-D / L1
2,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Consumables,Exhibit Hall A-D / L1
3,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Holiday Home,Exhibit Hall A-D / L1
9,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Holiday Home,Exhibit Hall A-D / L1
11,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Consumables,Exhibit Hall A-D / L1
12,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Consumables,Exhibit Hall A-D / L1
14,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Holiday Home,Exhibit Hall A-D / L1
29,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Holiday Home,Exhibit Hall A-D / L1
42,Southeast,Aug. 13,7 a.m.,7:45 a.m.,Consumables,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
6,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
7,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Gifting,Exhibit Hall A-D / L1
44,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Gifting,Exhibit Hall A-D / L1
46,Southwest,Aug. 13,7 a.m.,7:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
47,West,Aug. 13,7 a.m.,7:45 a.m.,Fashion,Exhibit Hall A-D / L1
52,West,Aug. 13,7 a.m.,7:45 a.m.,Fashion,Exhibit Hall A-D / L1
56,West,Aug. 13,7 a.m.,7:45 a.m.,Fashion,Exhibit Hall A-D / L1
16,East,Aug. 13,7 a.m.,7:45 a.m. ,Seasonal,Exhibit Hall A-D / L1
17,East,Aug. 13,7 a.m.,7:45 a.m. ,Seasonal,Exhibit Hall A-D / L1
22,East,Aug. 13,7 a.m.,7:45 a.m. ,Seasonal,Exhibit Hall A-D / L1
19,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 351 / L3
20,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 310 / L3
21,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 372 / L3
25,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 371 / L3
40,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 310 / L3
41,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 360 / L3
53,North,Aug. 13,7:30 a.m.,8:30 a.m.,Regional Meeting,RM 361 / L3
4,East,Aug. 13,7:45 a.m.,8:30 a.m.,Food/Fresh,Exhibit Hall A-D / L1
16,East,Aug. 13,7:45 a.m.,8:30 a.m.,Holiday Home,Exhibit Hall A-D / L1
17,East,Aug. 13,7:45 a.m.,8:30 a.m.,Holiday Home,Exhibit Hall A-D / L1
22,East,Aug. 13,7:45 a.m.,8:30 a.m.,Holiday Home,Exhibit Hall A-D / L1
26,East,Aug. 13,7:45 a.m.,8:30 a.m.,Food/Fresh,Exhibit Hall A-D / L1
75,East,Aug. 13,7:45 a.m.,8:30 a.m.,Food/Fresh,Exhibit Hall A-D / L1
76,East,Aug. 13,7:45 a.m.,8:30 a.m.,Food/Fresh,Exhibit Hall A-D / L1
64,NHM,Aug. 13,7:45 a.m.,8:30 a.m.,Open Tour Time,Exhibit Hall A-D / L1
72,NHM,Aug. 13,7:45 a.m.,8:30 a.m.,NHM Merchandise Tour,RM 362A-F / L3
19,North,Aug. 13,7:45 a.m.,8:30 a.m.,Open Tour Time,Exhibit Hall A-D / L1
3,Southeast,Aug. 13,7:45 a.m.,8:30 a.m.,Seasonal,Exhibit Hall A-D / L1
9,Southeast,Aug. 13,7:45 a.m.,8:30 a.m.,Seasonal,Exhibit Hall A-D / L1
14,Southeast,Aug. 13,7:45 a.m.,8:30 a.m.,Seasonal,Exhibit Hall A-D / L1
29,Southeast,Aug. 13,7:45 a.m.,8:30 a.m.,Seasonal,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,7:45 a.m.,8:30 a.m.,Gifting,Exhibit Hall A-D / L1
6,Southwest,Aug. 13,7:45 a.m.,8:30 a.m.,Gifting,Exhibit Hall A-D / L1
7,Southwest,Aug. 13,7:45 a.m.,8:30 a.m.,Gifting,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,7:45 a.m.,8:30 a.m.,Fashion,Exhibit Hall A-D / L1
46,Southwest,Aug. 13,7:45 a.m.,8:30 a.m.,Gifting,Exhibit Hall A-D / L1
47,West,Aug. 13,7:45 a.m.,8:30 a.m.,Operations,Exhibit Hall A-D / L1
52,West,Aug. 13,7:45 a.m.,8:30 a.m.,Operations,Exhibit Hall A-D / L1
54,West,Aug. 13,7:45 a.m.,8:30 a.m.,Consumables,Exhibit Hall A-D / L1
56,West,Aug. 13,7:45 a.m.,8:30 a.m.,Operations,Exhibit Hall A-D / L1
57,West,Aug. 13,7:45 a.m.,8:30 a.m.,Consumables,Exhibit Hall A-D / L1
58,West,Aug. 13,7:45 a.m.,8:30 a.m.,Consumables,Exhibit Hall A-D / L1
60,West,Aug. 13,7:45 a.m.,8:30 a.m.,Consumables,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,8 a.m.,9:15 a.m.,Tues. General Session,Hall A3 / L3
4,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
16,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
17,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
22,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
26,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
75,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
76,East,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
59,NHM,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
61,NHM,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
64,NHM,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
72,NHM,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
19,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
20,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
21,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
25,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
40,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
41,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
53,North,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
2,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
3,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
9,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
11,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
12,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
14,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
29,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
42,Southeast,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
5,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
6,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
7,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
13,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
44,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
46,Southwest,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
47,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
52,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
54,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
56,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
57,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
58,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
60,West,Aug. 13,9 a.m.,10:15 a.m.,Wed. General Session ,Hall A3 / L3
4,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
16,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
17,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
22,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
26,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
75,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
76,East,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
19,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
20,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
21,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
25,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
40,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
41,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
53,North,Aug. 13,10:45 a.m.,11:30 a.m.,Lunch,Hall B3 / L3
44,Southwest,Aug. 13,10:45 a.m.,11:30 a.m.,Holiday Home,Exhibit Hall A-D / L1
47,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 370 / L3
52,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 310 / L3
54,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 372 / L3
56,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 360 / L3
57,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 351 / L3
58,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 361 / L3
60,West,Aug. 13,10:45 a.m.,11:45 a.m.,Regional Meeting,RM 371 / L3
59,NHM,Aug. 13,10:45 a.m.,12:45 p.m.,NHM Business Unit Meeting,Grand Ballroom ABC / L3
61,NHM,Aug. 13,10:45 a.m.,12:45 p.m.,NHM Business Unit Meeting,Grand Ballroom ABC / L3
64,NHM,Aug. 13,10:45 a.m.,12:45 p.m.,NHM Business Unit Meeting,Grand Ballroom ABC / L3
72,NHM,Aug. 13,10:45 a.m.,12:45 p.m.,NHM Business Unit Meeting,Grand Ballroom ABC / L3
2,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Operations,Exhibit Hall A-D / L1
3,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
9,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
11,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Operations,Exhibit Hall A-D / L1
12,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Operations,Exhibit Hall A-D / L1
14,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
29,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Food/Fresh,Exhibit Hall A-D / L1
42,Southeast,Aug. 13,11 a.m.,11:45 a.m.,Operations,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Holiday Home,Exhibit Hall A-D / L1
6,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Holiday Home,Exhibit Hall A-D / L1
7,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Holiday Home,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Seasonal,Exhibit Hall A-D / L1
44,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Seasonal,Exhibit Hall A-D / L1
46,Southwest,Aug. 13,11 a.m.,11:45 a.m. ,Holiday Home,Exhibit Hall A-D / L1
4,East,Aug. 13,11:45 a.m.,12:30 p.m.,Consumables,Exhibit Hall A-D / L1
16,East,Aug. 13,11:45 a.m.,12:30 p.m.,Gifting,Exhibit Hall A-D / L1
17,East,Aug. 13,11:45 a.m.,12:30 p.m.,Gifting,Exhibit Hall A-D / L1
22,East,Aug. 13,11:45 a.m.,12:30 p.m.,Gifting,Exhibit Hall A-D / L1
26,East,Aug. 13,11:45 a.m.,12:30 p.m.,Consumables,Exhibit Hall A-D / L1
75,East,Aug. 13,11:45 a.m.,12:30 p.m.,Consumables,Exhibit Hall A-D / L1
76,East,Aug. 13,11:45 a.m.,12:30 p.m.,Consumables,Exhibit Hall A-D / L1
19,North,Aug. 13,11:45 a.m.,12:30 p.m.,Fashion,Exhibit Hall A-D / L1
20,North,Aug. 13,11:45 a.m.,12:30 p.m.,Fashion,Exhibit Hall A-D / L1
21,North,Aug. 13,11:45 a.m.,12:30 p.m.,Operations,Exhibit Hall A-D / L1
25,North,Aug. 13,11:45 a.m.,12:30 p.m.,Fashion,Exhibit Hall A-D / L1
40,North,Aug. 13,11:45 a.m.,12:30 p.m.,Operations,Exhibit Hall A-D / L1
41,North,Aug. 13,11:45 a.m.,12:30 p.m.,Operations,Exhibit Hall A-D / L1
53,North,Aug. 13,11:45 a.m.,12:30 p.m.,Fashion,Exhibit Hall A-D / L1
2,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
3,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
9,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
11,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
12,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
14,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
29,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
42,Southeast,Aug. 13,11:45 a.m.,12:30 p.m.,Lunch,Hall B3 / L3
5,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Seasonal,Exhibit Hall A-D / L1
6,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Seasonal,Exhibit Hall A-D / L1
7,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Seasonal,Exhibit Hall A-D / L1
13,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Food/Fresh,Exhibit Hall A-D / L1
44,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Food/Fresh,Exhibit Hall A-D / L1
46,Southwest,Aug. 13,11:45 a.m. ,12:45 p.m.,Seasonal,Exhibit Hall A-D / L1
47,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
52,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
54,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
56,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
57,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
58,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
60,West,Aug. 13,12 p.m.,12:45 p.m.,Lunch,Hall B3 / L3
4,East,Aug. 13,12:30 p.m.,1:15 p.m.,Fashion,Exhibit Hall A-D / L1
16,East,Aug. 13,12:30 p.m.,1:15 p.m.,Operations,Exhibit Hall A-D / L1
17,East,Aug. 13,12:30 p.m.,1:15 p.m.,Operations,Exhibit Hall A-D / L1
