Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,,Comms Notes
7078,Systems Outage Monthly Placeholder,Scheduled,14,May 03,2:00 a.m.,Up to four hours,Central,,
8851,Systems Outage Monthly Placeholder,Scheduled,14,May 03,12:00 a.m.,Up to four hours,Central,,
6016,Systems Outage Monthly Placeholder,Scheduled,14,May 04,1:30 a.m.,Up to four hours,Central,,
6035,YMS 1.4 and DB Decoupling,Scheduled,14,May 04,1:30 a.m.,Three hours,Central,,
7034,YMS 1.4 and DB Decoupling,Scheduled,14,May 04,1:00 a.m,Three hours,Central,,
6012,Systems Outage Monthly Placeholder,Scheduled,14,May 05,12:00 a.m.,Up to four hours,Central,,
6031,Systems Outage Cancelled,Cancelled,14,May 05,3:00 a.m.,-,Central,,
6061,Systems Outage Monthly Placeholder,Scheduled,14,May 05,11:30 p.m.,Up to four hours,Central,,
7033,YMS 1.4 and DB Decoupling,Scheduled,14,May 06,5:00 a.m.,Three hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,15,May 07,12:00 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,15,May 07,12:00 a.m.,Up to four hours,Central,,
6019,Systems Outage Monthly Placeholder,Scheduled,15,May 07,2:00 a.m.,Up to four hours,Central,,
7018,Systems Outage Monthly Placeholder,Scheduled,15,May 07,12:00 a.m.,Up to four hours,Central,,
7026,Systems Outage Monthly Placeholder,Scheduled,15,May 07,9:00 p.m.,Up to four hours,Central,,
6010,Systems Outage Monthly Placeholder,Scheduled,15,May 08,8:00 p.m.,Up to four hours,Central,,
6023,Systems Outage Monthly Placeholder,Scheduled,15,May 08,11:00 p.m.,Up to four hours,Central,,
6055,GLS 22.1,Scheduled,15,May 08,11:30 p.m.,Three hours,Central,,
6057,GLS 22.1,Scheduled,15,May 08,11:00 p.m.,Three hours,Central,,
7035,Systems Outage Monthly Placeholder,Scheduled,15,May 08,7:00 p.m.,Up to four hours,Central,,
6011,YMS 1.4 and DB Decoupling,Scheduled,15,May 09,12:00 a.m.,Three hours,Central,,
6021,YMS 1.4 and DB Decoupling,Scheduled,15,May 09,12:00 a.m.,Three hours,Central,,
6069,YMS 1.4 and DB Decoupling,Scheduled,15,May 09,1:00 a.m.,Three hours,Central,,
6072,Systems Outage Monthly Placeholder,Scheduled,15,May 09,12:30 a.m.,Up to four hours,Central,,
7013,GLS 22.1,Scheduled,15,May 09,10:30 p.m.,Three hours,Central,,
6020,Systems Outage Monthly Placeholder,Scheduled,15,May 10,1:00 a.m.,Up to four hours,Central,,
6026,YMS 1.4 and DB Decoupling,Scheduled,15,May 10,3:00 a.m.,Three hours,Central,,
6073,GLS 22.1,Scheduled,15,May 10,11:30 p.m.,Three hours,Central,,
6077,Systems Outage Monthly Placeholder,Scheduled,15,May 10,12:30 a.m.,Up to four hours,Central,,
6095,GLS 22.1 and Load Planner,Scheduled,15,May 10,1:00 a.m.,Four hours,Central,,
7047,GLS 22.1 and Load Planner,Scheduled,15,May 10,12:00 a.m.,Four hours,Central,,
7077,Systems Outage Monthly Placeholder,Scheduled,15,May 10,11:00 p.m.,Up to four hours,Central,,
6059,GLS 22.1,Scheduled,15,May 11,12:30 a.m.,Three hours,Central,,
6090,Systems Outage Monthly Placeholder,Scheduled,15,May 11,2:00 a.m.,Up to four hours,Central,,
6092,Systems Outage Monthly Placeholder,Scheduled,15,May 11,3:00 a.m.,Up to four hours,Central,,
7048,Systems Outage Monthly Placeholder,Scheduled,15,May 11,1:00 a.m.,Up to four hours,Central,,
7023,Systems Outage Monthly Placeholder,Scheduled,15,May 11,11:30 p.m.,Up to four hours,Central,,
6083,Systems Outage Monthly Placeholder,Scheduled,15,May 12,12:30 a.m.,Up to four hours,Central,,
7039,YMS 1.4 and DB Decoupling,Scheduled,15,May 12,2:00 a.m.,Three hours,Central,,
8397,Systems Outage Monthly Placeholder,Scheduled,15,May 12,3:00 a.m.,Up to four hours,Central,,
6009,Systems Outage Monthly Placeholder,Scheduled,15,May 13,12:30 a.m.,Up to four hours,Central,,
6094,Systems Outage Monthly Placeholder,Scheduled,15,May 13,1:00 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,16,May 14,12:00 a.m.,Up to four hours,Central,,
6070,YMS 1.4 and DB Decoupling,Scheduled,16,May 14,1:00 a.m.,Three hours,Central,,
6080,Systems Outage Monthly Placeholder,Scheduled,16,May 14,10:30 p.m.,Up to four hours,Central,,
6088,Systems Outage Monthly Placeholder,Scheduled,16,May 14,12:30 a.m.,Up to four hours,Central,,
6011,Systems Outage Monthly Placeholder,Scheduled,16,May 16,12:00 a.m.,Up to four hours,Central,,
6027,Systems Outage Monthly Placeholder,Scheduled,16,May 16,5:00 p.m.,Up to four hours,Central,,
6062,GLS 22.1,Scheduled,16,May 16,12:30 a.m.,Three hours,Central,,
7010,Systems Outage Monthly Placeholder,Scheduled,16,May 16,1:00 a.m.,Up to four hours,Central,,
7012,Systems Outage Monthly Placeholder,Scheduled,16,May 16,11:30 p.m.,Up to four hours,Central,,
7042,Systems Outage Monthly Placeholder,Scheduled,16,May 16,12:00 a.m.,Up to four hours,Central,,
6042,GLS 22.1,Scheduled,16,May 17,12:30 a.m.,Three hours,Central,,
6047,GLS 22.1,Scheduled,16,May 17,10:30 p.m.,Three hours,Central,,
6064,Systems Outage Monthly Placeholder,Scheduled,16,May 17,12:30 a.m.,Up to four hours,Central,,
6096,Systems Outage Monthly Placeholder,Scheduled,16,May 17,11:30 p.m.,Up to four hours,Central,,
7016,Systems Outage Monthly Placeholder,Scheduled,16,May 17,10:00 a.m.,Up to four hours,Central,,
7017,GLS 22.1,Scheduled,16,May 17,11:00 p.m.,Three hours,Central,,
7047,Systems Outage Monthly Placeholder,Scheduled,16,May 17,3:00 a.m.,Up to four hours,Central,,
7084,Systems Outage Monthly Placeholder,Scheduled,16,May 17,3:30 a.m.,Up to four hours,Central,,
7021,Systems Outage Monthly Placeholder,Scheduled,17,May 17,1:00 a.m.,Up to four hours,Central,,
6068,Systems Outage Monthly Placeholder,Scheduled,16,May 18,2:00 a.m.,Up to four hours,Central,,
6091,GLS 22.1,Scheduled,16,May 18,12:00 a.m.,Three hours,Central,,
7015,Systems Outage Monthly Placeholder,Scheduled,16,May 18,10:00 p.m.,Up to four hours,Central,,
7024,Systems Outage Monthly Placeholder,Scheduled,16,May 18,11:00 p.m.,Up to four hours,Central,,
7045,YMS 1.4 and DB Decoupling,Scheduled,16,May 18,1:00 a.m.,Three hours,Central,,
7095,Systems Outage Monthly Placeholder,Scheduled,16,May 18,4:00 a.m.,Up to four hours,Central,,
6037,YMS 1.4 and DB Decoupling,Scheduled,16,May 19,2:00 a.m.,Three hours,Central,,
6054,Systems Outage Monthly Placeholder,Scheduled,16,May 19,1:00 a.m.,Up to four hours,Central,,
6065,Systems Outage Monthly Placeholder,Scheduled,16,May 19,12:30 a.m.,Up to four hours,Central,,
7030,Systems Outage Monthly Placeholder,Scheduled,16,May 19,12:00 a.m.,Up to four hours,Central,,
6018,Systems Outage Monthly Placeholder,Scheduled,16,May 20,3:00 a.m.,Up to four hours,Central,,
6024,YMS 1.4 and DB Decoupling,Scheduled,16,May 20,1:00 a.m.,Three hours,Central,,
6048,YMS 1.4 and DB Decoupling,Scheduled,16,May 20,12:00 a.m.,Three hours,Central,,
6060,Systems Outage Monthly Placeholder,Scheduled,17,May 21,11:00 p.m.,Up to four hours,Central,,
6036,Systems Outage Monthly Placeholder,Scheduled,17,May 22,12:00 a.m.,Up to four hours,Central,,
6030,Systems Outage Monthly Placeholder,Scheduled,17,May 23,11:00 p.m.,Up to four hours,Central,,
6082,Systems Outage Monthly Placeholder,Scheduled,17,May 23,12:30 a.m.,Up to four hours,Central,,
6097,Systems Outage Monthly Placeholder,Scheduled,17,May 23,11:00 p.m.,Up to four hours,Central,,
6038,Systems Outage Monthly Placeholder,Scheduled,17,May 24,11:00 p.m.,Up to four hours,Central,,
6099,Systems Outage Monthly Placeholder,Scheduled,17,May 24,11:30 a.m.,Up to four hours,Central,,
6858,Systems Outage Monthly Placeholder,Scheduled,17,May 24,11:30 p.m.,Up to four hours,Central,,
7019,Systems Outage Monthly Placeholder,Scheduled,17,May 24,12:30 a.m.,Up to four hours,Central,,
6017,Systems Outage Monthly Placeholder,Scheduled,17,May 25,12:30 a.m.,Up to four hours,Central,,
6025,YMS 1.4 and DB Decoupling,Scheduled,17,May 25,1:00 a.m.,Three hours,Central,,
6071,GLS 22.1,Scheduled,17,May 25,12:00 a.m.,Three hours,Central,,
6066,Systems Outage Monthly Placeholder,Scheduled,17,May 26,1:30 a.m.,Up to four hours,Central,,
6016,Systems Outage Monthly Placeholder,Scheduled,18,June 01,1:30 a.m.,Up to four hours,Central,,
6035,Systems Outage Monthly Placeholder,Scheduled,18,June 01,1:30 a.m.,Up to four hours,Central,,
7034,Systems Outage Monthly Placeholder,Scheduled,18,June 01,2:00 a.m.,Up to four hours,Central,,
6012,Systems Outage Monthly Placeholder,Scheduled,18,June 02,12:00 a.m.,Up to four hours,Central,,
6031,Systems Outage Monthly Placeholder,Scheduled,18,June 02,3:00 a.m.,Up to four hours,Central,,
6061,Systems Outage Monthly Placeholder,Scheduled,18,June 02,11:30 p.m.,Up to four hours,Central,,
7018,Systems Outage Monthly Placeholder,Scheduled,19,June 04,12:00 a.m.,Up to four hours,Central,,
7026,Systems Outage Monthly Placeholder,Scheduled,19,June 04,9:00 p.m.,Up to four hours,Central,,
7014,Systems Outage Monthly Placeholder,Scheduled,19,June 05,11:00 p.m.,Up to four hours,Central,,
7035,Systems Outage Monthly Placeholder,Scheduled,19,June 05,12:30 a.m.,Up to four hours,Central,,
7055,Systems Outage Monthly Placeholder,Scheduled,19,June 05,10:30 p.m.,Up to four hours,Central,,
6039,Systems Outage Monthly Placeholder,Scheduled,19,June 06,6:00 p.m.,Up to four hours,Central,,
6043,Systems Outage Monthly Placeholder,Scheduled,19,June 06,12:00 a.m.,Up to four hours,Central,,
7033,Systems Outage Monthly Placeholder,Scheduled,19,June 06,3:00 a.m.,Up to four hours,Central,,
7036,Systems Outage Monthly Placeholder,Scheduled,19,June 07,1:00 a.m.,Up to four hours,Central,,
7038,Systems Outage Monthly Placeholder,Scheduled,19,June 07,1:30 a.m.,Up to four hours,Central,,
7078,Systems Outage Monthly Placeholder,Scheduled,19,June 07,2:00 a.m.,Up to four hours,Central,,
8851,Systems Outage Monthly Placeholder,Scheduled,19,June 07,12:00 a.m.,Up to four hours,Central,,
6059,Systems Outage Monthly Placeholder,Scheduled,19,June 08,12:30 a.m.,Up to four hours,Central,,
6085,Systems Outage Monthly Placeholder,Scheduled,19,June 08,12:00 a.m.,Up to four hours,Central,,
6090,Systems Outage Monthly Placeholder,Scheduled,19,June 08,2:00 a.m.,Up to four hours,Central,,
6092,Systems Outage Monthly Placeholder,Scheduled,19,June 08,1:00 a.m.,Up to four hours,Central,,
7048,Systems Outage Monthly Placeholder,Scheduled,19,June 08,1:00 a.m.,Up to four hours,Central,,
7023,Systems Outage Monthly Placeholder,Scheduled,19,June 08,11:30 p.m.,Up to four hours,Central,,
6083,Systems Outage Monthly Placeholder,Scheduled,19,June 09,12:30 a.m.,Up to four hours,Central,,
7039,Systems Outage Monthly Placeholder,Scheduled,19,June 09,2:00 a.m.,Up to four hours,Central,,
8397,Systems Outage Monthly Placeholder,Scheduled,19,June 09,3:00 a.m.,Up to four hours,Central,,
6009,Systems Outage Monthly Placeholder,Scheduled,19,June 10,12:30 a.m.,Up to four hours,Central,,
6094,YMS 1.4 and DB Decoupling,Scheduled,19,June 10,1:00 a.m.,Three hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,20,June 11,12:00 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,20,June 11,1:30 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,20,June 11,12:00 a.m.,Up to four hours,Central,,
6070,Systems Outage Monthly Placeholder,Scheduled,20,June 11,1:00 a.m.,Up to four hours,Central,,
6088,Systems Outage Monthly Placeholder,Scheduled,20,June 11,12:30 a.m.,Up to four hours,Central,,
6010,Systems Outage Monthly Placeholder,Scheduled,20,June 12,8:00 p.m.,Up to four hours,Central,,
6023,Systems Outage Monthly Placeholder,Scheduled,20,June 12,1:00 a.m.,Up to four hours,Central,,
6055,Systems Outage Monthly Placeholder,Scheduled,20,June 12,11:30 p.m.,Up to four hours,Central,,
6057,Systems Outage Monthly Placeholder,Scheduled,20,June 12,11:00 p.m.,Up to four hours,Central,,
6011,Systems Outage Monthly Placeholder,Scheduled,20,June 13,12:00 a.m.,Up to four hours,Central,,
6021,Systems Outage Monthly Placeholder,Scheduled,20,June 13,3:00 a.m.,Up to four hours,Central,,
6069,Systems Outage Monthly Placeholder,Scheduled,20,June 13,1:00 a.m.,Up to four hours,Central,,
6072,Systems Outage Monthly Placeholder,Scheduled,20,June 13,12:30 a.m.,Up to four hours,Central,,
7012,Systems Outage Monthly Placeholder,Scheduled,20,June 13,11:30 p.m.,Up to four hours,Central,,
6020,Systems Outage Monthly Placeholder,Scheduled,20,June 14,1:00 a.m.,Up to four hours,Central,,
6026,Systems Outage Monthly Placeholder,Scheduled,20,June 14,5:00 a.m.,Up to four hours,Central,,
6047,Systems Outage Monthly Placeholder,Scheduled,20,June 14,10:30 p.m.,Up to four hours,Central,,
6073,Systems Outage Monthly Placeholder,Scheduled,20,June 14,11:30 p.m.,Up to four hours,Central,,
6077,Systems Outage Monthly Placeholder,Scheduled,20,June 14,12:30 a.m.,Up to four hours,Central,,
6095,Systems Outage Monthly Placeholder,Scheduled,20,June 14,1:00 a.m.,Up to four hours,Central,,
7013,Systems Outage Monthly Placeholder,Scheduled,20,June 14,2:30 a.m.,Up to four hours,Central,,
7077,Systems Outage Monthly Placeholder,Scheduled,20,June 14,11:00 p.m.,Up to four hours,Central,,
6068,Systems Outage Monthly Placeholder,Scheduled,20,June 15,2:00 a.m.,Up to four hours,Central,,
6091,Systems Outage Monthly Placeholder,Scheduled,20,June 15,12:00 a.m.,Up to four hours,Central,,
7015,Systems Outage Monthly Placeholder,Scheduled,20,June 15,10:00 p.m.,Up to four hours,Central,,
7024,Systems Outage Monthly Placeholder,Scheduled,20,June 15,11:00 p.m.,Up to four hours,Central,,
7045,Systems Outage Monthly Placeholder,Scheduled,20,June 15,1:00 a.m.,Up to four hours,Central,,
7095,Systems Outage Monthly Placeholder,Scheduled,20,June 15,4:00 a.m.,Up to four hours,Central,,
6037,Systems Outage Monthly Placeholder,Scheduled,20,June 16,2:00 a.m.,Up to four hours,Central,,
6054,Systems Outage Monthly Placeholder,Scheduled,20,June 16,1:00 a.m.,Up to four hours,Central,,
6065,Systems Outage Monthly Placeholder,Scheduled,20,June 16,12:30 a.m.,Up to four hours,Central,,
7030,Systems Outage Monthly Placeholder,Scheduled,20,June 16,12:00 a.m.,Up to four hours,Central,,
6018,YMS 1.4 and DB Decoupling,Scheduled,20,June 17,3:00 a.m.,Three hours,Central,,
6024,Systems Outage Monthly Placeholder,Scheduled,20,June 17,2:00 a.m.,Up to four hours,Central,,
6048,Systems Outage Monthly Placeholder,Scheduled,20,June 17,12:00 a.m.,Up to four hours,Central,,
7079,Systems Outage Monthly Placeholder,Scheduled,20,June 17,10:00 p.m.,Up to four hours,Central,,
6060,Systems Outage Monthly Placeholder,Scheduled,21,June 18,11:00 p.m.,Up to four hours,Central,,
6080,Systems Outage Monthly Placeholder,Scheduled,21,June 18,10:30 p.m.,Up to four hours,Central,,
6084,Systems Outage Monthly Placeholder,Scheduled,21,June 19,12:00 a.m.,Up to four hours,Central,,
6011,Systems Outage Monthly Placeholder,Scheduled,21,June 20,12:00 a.m.,Up to four hours,Central,,
6062,Systems Outage Monthly Placeholder,Scheduled,21,June 20,12:30 a.m.,Up to four hours,Central,,
7010,Systems Outage Monthly Placeholder,Scheduled,21,June 20,1:00 a.m.,Up to four hours,Central,,
7042,Systems Outage Monthly Placeholder,Scheduled,21,June 20,12:00 a.m.,Up to four hours,Central,,
7021,Systems Outage Monthly Placeholder,Scheduled,21,June 21,1:00 a.m.,Up to four hours,Central,,
6042,Systems Outage Monthly Placeholder,Scheduled,21,June 21,12:30 a.m.,Up to four hours,Central,,
6064,Systems Outage Monthly Placeholder,Scheduled,21,June 21,12:30 a.m.,Up to four hours,Central,,
6096,Systems Outage Monthly Placeholder,Scheduled,21,June 21,11:30 p.m.,Up to four hours,Central,,
7016,Systems Outage Monthly Placeholder,Scheduled,21,June 21,10:00 a.m.,Up to four hours,Central,,
7017,Systems Outage Monthly Placeholder,Scheduled,21,June 21,11:00 p.m.,Up to four hours,Central,,
7047,Systems Outage Monthly Placeholder,Scheduled,21,June 21,3:00 a.m.,Up to four hours,Central,,
7084,Systems Outage Monthly Placeholder,Scheduled,21,June 21,3:30 a.m.,Up to four hours,Central,,
6017,Systems Outage Monthly Placeholder,Scheduled,21,June 22,11:00 p.m.,Up to four hours,Central,,
6025,Systems Outage Monthly Placeholder,Scheduled,21,June 22,12:00 a.m.,Up to four hours,Central,,
6071,Systems Outage Monthly Placeholder,Scheduled,21,June 22,12:00 a.m.,Up to four hours,Central,,
6099,Systems Outage Monthly Placeholder,Scheduled,21,June 22,11:30 p.m.,Up to four hours,Central,,
6066,Systems Outage Monthly Placeholder,Scheduled,21,June 23,1:30 a.m.,Up to four hours,Central,,
7067,Systems Outage Monthly Placeholder,Scheduled,22,June 25,12:30 a.m.,Up to four hours,Central,,
6036,Systems Outage Monthly Placeholder,Scheduled,22,June 26,12:00 a.m.,Up to four hours,Central,,
6030,Systems Outage Monthly Placeholder,Scheduled,22,June 27,11:00 p.m.,Up to four hours,Central,,
6082,Systems Outage Monthly Placeholder,Scheduled,22,June 27,12:30 a.m.,Up to four hours,Central,,
6097,Systems Outage Monthly Placeholder,Scheduled,22,June 27,11:00 p.m.,Up to four hours,Central,,
6056,Systems Outage Monthly Placeholder,Scheduled,22,June 28,11:00 p.m.,Up to four hours,Central,,
6074,Systems Outage Monthly Placeholder,Scheduled,22,June 28,10:00 a.m.,Up to four hours,Central,,
6858,Systems Outage Monthly Placeholder,Scheduled,22,June 28,11:30 p.m.,Up to four hours,Central,,
7019,Systems Outage Monthly Placeholder,Scheduled,22,June 28,12:30 a.m.,Up to four hours,Central,,
7033,Systems Outage Monthly Placeholder,Scheduled,22,July 01,3:00 a.m.,Up to four hours,Central,,
7014,Systems Outage Monthly Placeholder,Scheduled,23,July 03,11:00 p.m.,Up to four hours,Central,,
7035,Systems Outage Monthly Placeholder,Scheduled,23,July 03,12:30 a.m.,Up to four hours,Central,,
7055,Systems Outage Monthly Placeholder,Scheduled,23,July 03,10:30 p.m.,Up to four hours,Central,,
7036,Systems Outage Monthly Placeholder,Scheduled,23,July 05,1:00 a.m.,Up to four hours,Central,,
7038,Systems Outage Monthly Placeholder,Scheduled,23,July 05,12:30 a.m.,Up to four hours,Central,,
7078,Systems Outage Monthly Placeholder,Scheduled,23,July 05,2:00 a.m.,Up to four hours,Central,,
8851,Systems Outage Monthly Placeholder,Scheduled,23,July 05,12:00 a.m.,Up to four hours,Central,,
6016,Systems Outage Monthly Placeholder,Scheduled,23,July 06,1:30 a.m.,Up to four hours,Central,,
6035,Systems Outage Monthly Placeholder,Scheduled,23,July 06,1:30 a.m.,Up to four hours,Central,,
7034,Systems Outage Monthly Placeholder,Scheduled,23,July 06,2:00 a.m.,Up to four hours,Central,,
6012,Systems Outage Monthly Placeholder,Scheduled,23,July 07,12:00 a.m.,Up to four hours,Central,,
6031,Systems Outage Monthly Placeholder,Scheduled,23,July 07,3:00 a.m.,Up to four hours,Central,,
6009,Systems Outage Monthly Placeholder,Scheduled,23,July 08,12:30 a.m.,Up to four hours,Central,,
6094,Systems Outage Monthly Placeholder,Scheduled,23,July 08,1:00 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,24,July 09,12:00 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,24,July 09,1:30 a.m.,Up to four hours,Central,,
6006,Systems Outage Monthly Placeholder,Scheduled,24,July 09,12:00 a.m.,Up to four hours,Central,,
6070,Systems Outage Monthly Placeholder,Scheduled,24,July 09,1:00 a.m.,Up to four hours,Central,,
6088,Systems Outage Monthly Placeholder,Scheduled,24,July 09,12:30 a.m.,Up to four hours,Central,,
6010,Systems Outage Monthly Placeholder,Scheduled,24,July 10,12:00 a.m.,Up to four hours,Central,,
6023,Systems Outage Monthly Placeholder,Scheduled,24,July 10,11:00 p.m.,Up to four hours,Central,,
6055,Systems Outage Monthly Placeholder,Scheduled,24,July 10,11:30 p.m.,Up to four hours,Central,,
6057,Systems Outage Monthly Placeholder,Scheduled,24,July 10,11:00 p.m.,Up to four hours,Central,,
6011,Systems Outage Monthly Placeholder,Scheduled,24,July 11,12:00 a.m.,Up to four hours,Central,,
6021,Systems Outage Monthly Placeholder,Scheduled,24,July 11,3:00 a.m.,Up to four hours,Central,,
6069,Systems Outage Monthly Placeholder,Scheduled,24,July 11,1:00 a.m.,Up to four hours,Central,,
6072,Systems Outage Monthly Placeholder,Scheduled,24,July 11,12:30 a.m.,Up to four hours,Central,,
6020,Systems Outage Monthly Placeholder,Scheduled,24,July 12,1:00 a.m.,Up to four hours,Central,,
6026,Systems Outage Monthly Placeholder,Scheduled,24,July 12,3:00 a.m.,Up to four hours,Central,,
6073,Systems Outage Monthly Placeholder,Scheduled,24,July 12,11:30 p.m.,Up to four hours,Central,,
6077,Systems Outage Monthly Placeholder,Scheduled,24,July 12,12:30 a.m.,Up to four hours,Central,,
6095,Systems Outage Monthly Placeholder,Scheduled,24,July 12,1:00 a.m.,Up to four hours,Central,,
7013,Systems Outage Monthly Placeholder,Scheduled,24,July 12,2:30 a.m.,Up to four hours,Central,,
7077,Systems Outage Monthly Placeholder,Scheduled,24,July 12,11:00 p.m.,Up to four hours,Central,,
6059,Systems Outage Monthly Placeholder,Scheduled,24,July 13,12:30 a.m.,Up to four hours,Central,,
6085,Systems Outage Monthly Placeholder,Scheduled,24,July 13,12:00 a.m.,Up to four hours,Central,,
6090,Systems Outage Monthly Placeholder,Scheduled,24,July 13,2:00 a.m.,Up to four hours,Central,,
6092,Systems Outage Monthly Placeholder,Scheduled,24,July 13,1:00 a.m.,Up to four hours,Central,,
7048,Systems Outage Monthly Placeholder,Scheduled,24,July 13,1:00 a.m.,Up to four hours,Central,,
7023,Systems Outage Monthly Placeholder,Scheduled,24,July 13,11:30 p.m.,Up to four hours,Central,,
6083,Systems Outage Monthly Placeholder,Scheduled,24,July 14,12:30 a.m.,Up to four hours,Central,,
7039,Systems Outage Monthly Placeholder,Scheduled,24,July 14,2:00 a.m.,Up to four hours,Central,,
8397,Systems Outage Monthly Placeholder,Scheduled,24,July 14,3:00 a.m.,Up to four hours,Central,,
6018,Systems Outage Monthly Placeholder,Scheduled,24,July 15,3:00 a.m.,Up to four hours,Central,,
6024,Systems Outage Monthly Placeholder,Scheduled,24,July 15,1:00 a.m.,Up to four hours,Central,,
6048,Systems Outage Monthly Placeholder,Scheduled,24,July 15,12:00 a.m.,Up to four hours,Central,,
7079,Systems Outage Monthly Placeholder,Scheduled,24,July 15,1:00 a.m.,Up to four hours,Central,,
6060,Systems Outage Monthly Placeholder,Scheduled,25,July 16,11:00 p.m.,Up to four hours,Central,,
6080,Systems Outage Monthly Placeholder,Scheduled,25,July 16,10:30 p.m.,Up to four hours,Central,,
6084,Systems Outage Monthly Placeholder,Scheduled,25,July 17,12:00 a.m.,Up to four hours,Central,,
6011,Systems Outage Monthly Placeholder,Scheduled,25,July 18,12:00 a.m.,Up to four hours,Central,,
6062,Systems Outage Monthly Placeholder,Scheduled,25,July 18,12:30 a.m.,Up to four hours,Central,,
7010,Systems Outage Monthly Placeholder,Scheduled,25,July 18,1:00 a.m.,Up to four hours,Central,,
7012,Systems Outage Monthly Placeholder,Scheduled,25,July 18,11:30 p.m.,Up to four hours,Central,,
7042,Systems Outage Monthly Placeholder,Scheduled,25,July 18,12:00 a.m.,Up to four hours,Central,,
7021,Systems Outage Monthly Placeholder,Scheduled,25,July 19,1:00 a.m.,Up to four hours,Central,,
6042,Systems Outage Monthly Placeholder,Scheduled,25,July 19,12:30 a.m.,Up to four hours,Central,,
6047,Systems Outage Monthly Placeholder,Scheduled,25,July 19,10:30 p.m.,Up to four hours,Central,,
6064,Systems Outage Monthly Placeholder,Scheduled,25,July 19,12:30 a.m.,Up to four hours,Central,,
6096,Systems Outage Monthly Placeholder,Scheduled,25,July 19,11:30 p.m.,Up to four hours,Central,,
7016,Systems Outage Monthly Placeholder,Scheduled,25,July 19,10:00 a.m.,Up to four hours,Central,,
