0,1,2,3,4
163,Supercenter,NACOGDOCHES,TX,FULL
164,Supercenter,PONTOTOC,MS,HALF
165,Supercenter,HENDERSON,TX,FULL
166,Supercenter,HOUSTON,MO,QTR
167,Supercenter,CROSSETT,AR,FULL
168,Supercenter,OWASSO,OK,FULL
169,Supercenter,LONOKE,AR,QTR
170,Supercenter,NATCHITOCHES,LA,FULL
171,Supercenter,CAMDEN,AR,HALF
172,Supercenter,WASHINGTON,MO,FULL
173,Supercenter,POTOSI,MO,QTR
174,Supercenter,COCOA,FL,FULL
175,Supercenter,COLLIERVILLE,TN,FULL
176,Wal-Mart,RIPLEY,MS,QTR
177,Supercenter,PARIS,TN,FULL
178,Supercenter,ALVA,OK,HALF
179,Supercenter,SPRINGFIELD,MO,FULL
180,Supercenter,JACKSONVILLE,TX,HALF
181,Supercenter,NEW BOSTON,TX,FULL
182,Supercenter,GREENVILLE,MS,HALF
183,Supercenter,LOUISVILLE,MS,QTR
184,Supercenter,BLUE SPRINGS,MO,FULL
185,Supercenter,GAINESVILLE,TX,FULL
186,Supercenter,EL DORADO,KS,FULL
188,Supercenter,CAPE GIRARDEAU,MO,FULL
189,Supercenter,KIRKSVILLE,MO,QTR
190,Supercenter,KENNETT,MO,FULL
192,Supercenter,COLUMBIA,TN,HALF
194,Supercenter,BAYTOWN,TX,FULL
195,Supercenter,EXCELSIOR SPRINGS,MO,FULL
196,Supercenter,CARBONDALE,IL,FULL
197,Supercenter,MACOMB,IL,FULL
198,Supercenter,SALEM,IL,FULL
199,Supercenter,LINCOLN,IL,FULL
200,Supercenter,JACKSONVILLE,IL,FULL
201,Supercenter,BELLEVILLE,IL,QTR
202,Supercenter,FRISCO,TX,FULL
203,Supercenter,BROOKFIELD,MO,HALF
204,Supercenter,PRINCETON,KY,FULL
205,Supercenter,PHILADELPHIA,MS,FULL
206,Supercenter,MCKINNEY,TX,FULL
207,Supercenter,CLEVELAND,OK,QTR
209,Wal-Mart,OZARK,AR,QTR
210,Wal-Mart,HOLDENVILLE,OK,QTR
211,Supercenter,HILLSBORO,TX,HALF
212,Supercenter,NORMAN,OK,FULL
213,Supercenter,LITCHFIELD,IL,FULL
214,Supercenter,JASPER,TX,FULL
216,Supercenter,MARION,IL,FULL
217,Supercenter,LEWISVILLE,TX,FULL
218,Supercenter,SELMER,TN,QTR
219,Supercenter,SEDALIA,MO,FULL
220,Supercenter,BURLESON,TX,HALF
221,Supercenter,YUKON,OK,HALF
222,Supercenter,SPARTA,IL,QTR
224,Supercenter,MOUNT VERNON,IL,FULL
225,Supercenter,SULPHUR,OK,QTR
226,Supercenter,ATLANTA,TX,FULL
227,Supercenter,EL RENO,OK,HALF
228,Supercenter,CLEBURNE,TX,FULL
229,Supercenter,TRUMANN,AR,QTR
231,Supercenter,ADA,OK,FULL
233,Supercenter,ANNA,IL,QTR
234,Supercenter,KANSAS CITY,MO,FULL
236,Supercenter,CROCKETT,TX,QTR
237,Supercenter,HARRISBURG,IL,FULL
238,Supercenter,PULASKI,TN,HALF
239,Supercenter,KOSCIUSKO,MS,QTR
240,Supercenter,COMMERCE,TX,HALF
242,Supercenter,PAOLA,KS,FULL
243,Supercenter,WENTZVILLE,MO,FULL
244,Supercenter,WINNFIELD,LA,QTR
246,Supercenter,SKIATOOK,OK,QTR
248,Supercenter,MEXIA,TX,FULL
249,Supercenter,CLEVELAND,TX,FULL
250,Supercenter,WARSAW,MO,QTR
251,Supercenter,MINEOLA,TX,QTR
252,Supercenter,DU QUOIN,IL,QTR
253,Supercenter,JERSEYVILLE,IL,FULL
254,Supercenter,OLNEY,IL,HALF
256,Supercenter,GLEN CARBON,IL,FULL
257,Supercenter,MORGANFIELD,KY,HALF
258,Supercenter,TUPELO,MS,FULL
259,Supercenter,ROCKWALL,TX,FULL
260,Supercenter,WAXAHACHIE,TX,FULL
261,Supercenter,HOT SPRINGS,AR,FULL
262,Supercenter,BENTON,IL,FULL
264,Supercenter,DICKSON,TN,FULL
265,Supercenter,TERRELL,TX,HALF
266,Supercenter,GRAPEVINE,TX,FULL
267,Supercenter,WEBB CITY,MO,FULL
268,Supercenter,SAVANNAH,TN,FULL
269,Supercenter,LAWTON,OK,FULL
271,Supercenter,BOWIE,TX,HALF
272,Supercenter,FRANKLIN,TN,HALF
273,Supercenter,FULTON,MS,HALF
275,Supercenter,LIVINGSTON,TX,FULL
276,Supercenter,STIGLER,OK,QTR
277,Supercenter,MOORE,OK,FULL
278,Supercenter,SHREVEPORT,LA,FULL
279,Supercenter,DE QUEEN,AR,QTR
280,Supercenter,ROCKDALE,TX,HALF
281,Supercenter,HEBER SPGS,AR,HALF
282,Supercenter,FRANKLIN,KY,QTR
283,Wal-Mart,BRIDGE CITY,TX,QTR
284,Supercenter,MANSFIELD,TX,HALF
285,Supercenter,HUNTSVILLE,TX,FULL
286,Supercenter,ENNIS,TX,FULL
287,Supercenter,JASPER,AL,FULL
288,Supercenter,WOODVILLE,TX,QTR
289,Wal-Mart,MCGEHEE,AR,QTR
290,Supercenter,GONZALES,TX,HALF
292,Supercenter,LOCKHART,TX,QTR
293,Wal-Mart,NAVASOTA,TX,QTR
294,Supercenter,CENTRAL CITY,KY,FULL
295,Supercenter,EUREKA,MO,FULL
296,Supercenter,DARDANELLE,AR,QTR
297,Supercenter,PORTER,TX,FULL
298,Supercenter,BOAZ,AL,FULL
299,Supercenter,BOWLING GREEN,KY,FULL
300,Supercenter,JACKSONVILLE,AL,FULL
301,Supercenter,GADSDEN,AL,FULL
302,Supercenter,MURPHYSBORO,IL,FULL
303,Supercenter,HOLLY SPRINGS,MS,HALF
304,Supercenter,SPRINGFIELD,TN,QTR
305,Supercenter,CARTHAGE,MS,QTR
306,Supercenter,ARAB,AL,FULL
307,Supercenter,WEST MONROE,LA,HALF
308,Supercenter,MANCHESTER,TN,FULL
309,Supercenter,ABBEVILLE,LA,QTR
310,Supercenter,CROWLEY,LA,FULL
312,Supercenter,VILLE PLATTE,LA,QTR
313,Supercenter,HIGH RIDGE,MO,FULL
314,Supercenter,FAYETTEVILLE,TN,FULL
315,Supercenter,ONEONTA,AL,HALF
316,Supercenter,ATTALLA,AL,FULL
317,Supercenter,VANDALIA,IL,HALF
318,Supercenter,ARKADELPHIA,AR,FULL
319,Supercenter,RAYMORE,MO,FULL
321,Supercenter,BRENHAM,TX,FULL
322,Supercenter,BRYAN,TX,FULL
323,Supercenter,MANSFIELD,LA,QTR
324,Supercenter,BRISTOW,OK,QTR
325,Supercenter,RICHMOND,MO,FULL
326,Wal-Mart,HIGGINSVILLE,MO,QTR
328,Supercenter,WATERLOO,IL,FULL
329,Supercenter,ANNISTON,AL,FULL
330,Supercenter,VICTORIA,TX,FULL
331,Supercenter,SULPHUR,LA,FULL
332,Supercenter,HUNTSVILLE,AL,FULL
333,Supercenter,BEAVER DAM,KY,FULL
334,Supercenter,CARLINVILLE,IL,QTR
335,Supercenter,JACKSON,TN,QTR
336,Supercenter,SHERIDAN,AR,QTR
337,Supercenter,FREDERICKTOWN,MO,QTR
338,Supercenter,LAMAR,MO,QTR
340,Supercenter,CHECOTAH,OK,FULL
341,Supercenter,MARYSVILLE,KS,QTR
342,Supercenter,HIAWATHA,KS,HALF
343,Supercenter,TAYLORVILLE,IL,FULL
344,Supercenter,EL CAMPO,TX,FULL
345,Supercenter,PALESTINE,TX,FULL
346,Supercenter,AUGUSTA,KS,QTR
347,Supercenter,INDIANOLA,MS,FULL
348,Supercenter,MONTICELLO,AR,HALF
350,Supercenter,YORK,NE,FULL
351,Supercenter,TOMBALL,TX,FULL
352,Wal-Mart,CHESTER,IL,QTR
353,Supercenter,GRAHAM,TX,FULL
354,Supercenter,OWENSVILLE,MO,HALF
355,Supercenter,OPELIKA,AL,HALF
356,Supercenter,AUBURN,AL,FULL
357,Supercenter,VERSAILLES,MO,HALF
358,Supercenter,ALMA,AR,HALF
359,Supercenter,FAYETTEVILLE,AR,HALF
360,Supercenter,CUSHING,OK,FULL
361,Supercenter,COLLINSVILLE,IL,FULL
362,Supercenter,WINFIELD,AL,QTR
363,Supercenter,MARSHALL,MO,FULL
364,Supercenter,CENTER,TX,HALF
365,Supercenter,PEARL,MS,FULL
366,Supercenter,MADISONVILLE,TN,FULL
368,Supercenter,PARSONS,KS,QTR
369,Supercenter,WINFIELD,KS,FULL
370,Supercenter,WELLINGTON,KS,FULL
371,Supercenter,GRANBURY,TX,FULL
372,Supercenter,DODGE CITY,KS,FULL
373,Supercenter,HUNTSVILLE,AR,QTR
374,Supercenter,COWETA,OK,FULL
375,Supercenter,HUNTSVILLE,AL,FULL
376,Supercenter,BOSSIER CITY,LA,HALF
377,Neighborhood Market,SUMTER,SC,QTR
378,Supercenter,HOLTON,KS,HALF
379,Supercenter,OZARK,MO,FULL
381,Supercenter,COPPERAS COVE,TX,FULL
382,Supercenter,OTTAWA,KS,FULL
383,Supercenter,SILSBEE,TX,FULL
384,Supercenter,LUMBERTON,TX,FULL
386,Supercenter,JENNINGS,LA,FULL
387,Supercenter,CHANDLER,OK,HALF
388,Supercenter,FORT SMITH,AR,FULL
389,Supercenter,EDMOND,OK,FULL
390,Supercenter,WAVERLY,TN,QTR
391,Supercenter,TUPELO,MS,FULL
392,Supercenter,WEATHERFORD,OK,FULL
393,Supercenter,JACKSON,TN,FULL
394,Supercenter,MOULTON,AL,FULL
395,Supercenter,MISSION,TX,FULL
396,Supercenter,ANDERSON,SC,FULL
397,Supercenter,MCALLEN,TX,FULL
398,Supercenter,LONGVIEW,TX,FULL
399,Supercenter,LONGVIEW,TX,FULL
400,Supercenter,CONROE,TX,FULL
401,Supercenter,PLAQUEMINE,LA,QTR
402,Supercenter,BREAUX BRIDGE,LA,FULL
403,Supercenter,RUSSELLVILLE,AL,FULL
404,Supercenter,SAN MARCOS,TX,FULL
405,Supercenter,LEESVILLE,LA,FULL
406,Supercenter,SMYRNA,TN,FULL
407,Supercenter,KILLEEN,TX,FULL
408,Supercenter,PORT ARTHUR,TX,FULL
409,Supercenter,HALEYVILLE,AL,QTR
410,Supercenter,MURRAY,KY,HALF
412,Supercenter,ATHENS,TX,HALF
414,Supercenter,WICHITA FALLS,TX,FULL
415,Supercenter,BROUSSARD,LA,FULL
416,Supercenter,MURFREESBORO,TN,HALF
417,Supercenter,SULPHUR SPRINGS,TX,FULL
418,Supercenter,FAIRBURY,NE,QTR
419,Supercenter,PRATT,KS,HALF
420,Supercenter,WICHITA FALLS,TX,FULL
421,Supercenter,DECATUR,TX,FULL
422,Supercenter,ROBINSON,IL,FULL
423,Supercenter,ALABASTER,AL,FULL
424,Supercenter,CLANTON,AL,FULL
425,Supercenter,BRENT,AL,HALF
426,Supercenter,COLONY,TX,HALF
427,Supercenter,GREENVILLE,TX,HALF
428,Supercenter,ZACHARY,LA,HALF
429,Supercenter,EDINBURG,TX,FULL
430,Supercenter,MAYFIELD,KY,FULL
431,Supercenter,PADUCAH,KY,FULL
432,Supercenter,TALLADEGA,AL,FULL
433,Supercenter,HUNTSVILLE,AL,FULL
434,Supercenter,HUNTSVILLE,AL,FULL
435,Supercenter,HIGHLAND,IL,HALF
436,Supercenter,CARLYLE,IL,QTR
437,Supercenter,SEALY,TX,FULL
440,Supercenter,ROCKPORT,TX,FULL
442,Supercenter,KINGSVILLE,TX,FULL
443,Supercenter,HONDO,TX,FULL
444,Supercenter,SPRINGFIELD,MO,FULL
445,Supercenter,LEITCHFIELD,KY,FULL
447,Supercenter,DEL RIO,TX,FULL
448,Supercenter,SHREVEPORT,LA,FULL
449,Supercenter,PORT ARTHUR,TX,FULL
450,Supercenter,SHREVEPORT,LA,FULL
451,Supercenter,COLUMBIA,MO,FULL
452,Supercenter,MCALLEN,TX,FULL
453,Wal-Mart,MALDEN,MO,QTR
454,Supercenter,FAIRFIELD,IL,HALF
456,Supercenter,BROWNSVILLE,TX,FULL
457,Supercenter,VIDOR,TX,FULL
458,Supercenter,ARANSAS PASS,TX,FULL
459,Supercenter,COVINGTON,GA,FULL
461,Supercenter,EAGLE PASS,TX,FULL
462,Supercenter,ALVIN,TX,FULL
463,Supercenter,BEEVILLE,TX,FULL
464,Supercenter,CORPUS CHRISTI,TX,FULL
465,Supercenter,FLORESVILLE,TX,FULL
466,Supercenter,BOLIVAR,TN,QTR
467,Supercenter,DENTON,TX,HALF
468,Supercenter,TEXARKANA,AR,FULL
469,Supercenter,LAKE CHARLES,LA,FULL
470,Supercenter,CORPUS CHRISTI,TX,FULL
471,Supercenter,LANCASTER,TX,FULL
472,Supercenter,BROKEN ARROW,OK,FULL
473,Wal-Mart,GIDDINGS,TX,QTR
475,Supercenter,ROUND ROCK,TX,FULL
476,Supercenter,GATESVILLE,TX,FULL
477,Supercenter,SODDY DAISY,TN,FULL
478,Wal-Mart,PEARSALL,TX,QTR
479,Supercenter,ALTUS,OK,FULL
481,Supercenter,MATTOON,IL,FULL
483,Supercenter,PRATTVILLE,AL,FULL
484,Supercenter,LAWRENCE,KS,FULL
485,Supercenter,DONALDSONVILLE,LA,QTR
486,Supercenter,BONNER SPRINGS,KS,FULL
488,Supercenter,QUINCY,FL,HALF
489,Supercenter,HAMMOND,LA,FULL
490,Supercenter,CORPUS CHRISTI,TX,FULL
491,Supercenter,PADUCAH,KY,HALF
492,Supercenter,VINCENNES,IN,QTR
493,Supercenter,PARIS,KY,FULL
494,Supercenter,NEWNAN,GA,FULL
495,Supercenter,COLUMBUS,MS,FULL
497,Supercenter,SHELBYVILLE,KY,FULL
499,Supercenter,ENID,OK,FULL
500,Supercenter,EL PASO,TX,FULL
501,Supercenter,LAUREL,MS,FULL
502,Supercenter,GALLIANO,LA,HALF
504,Supercenter,GALVESTON,TX,FULL
505,Supercenter,DERIDDER,LA,FULL
506,Supercenter,FLORA,IL,QTR
507,Supercenter,LAWRENCEBURG,KY,FULL
508,Supercenter,KERRVILLE,TX,FULL
510,Supercenter,GAINESVILLE,GA,FULL
511,Supercenter,SUMTER,SC,FULL
512,Supercenter,EL PASO,TX,FULL
513,Supercenter,BIG SPRING,TX,FULL
514,Supercenter,AIKEN,SC,FULL
515,Supercenter,MURPHY,NC,FULL
516,Supercenter,GUN BARREL CITY,TX,HALF
517,Supercenter,MUSTANG,OK,FULL
518,Supercenter,CANTON,GA,FULL
519,Supercenter,HARRODSBURG,KY,FULL
520,Supercenter,WINDER,GA,FULL
521,Supercenter,LAKE CHARLES,LA,FULL
522,Supercenter,CROSBY,TX,FULL
523,Supercenter,CARTHAGE,TX,HALF
524,Supercenter,KENEDY,TX,HALF
525,Neighborhood Market,LAKE MARY,FL,QTR
526,Supercenter,LOUISVILLE,KY,FULL
527,Supercenter,ANGLETON,TX,HALF
528,Supercenter,BRADEN RIVER,FL,QTR
529,Supercenter,LA MARQUE,TX,FULL
530,Supercenter,EL DORADO,AR,QTR
531,Supercenter,LAFAYETTE,LA,FULL
532,Supercenter,GONZALES,LA,QTR
533,Supercenter,NEW IBERIA,LA,QTR
535,Supercenter,ABILENE,TX,HALF
536,Supercenter,ABILENE,TX,FULL
537,Supercenter,ODESSA,TX,FULL
538,Supercenter,GAINESVILLE,FL,FULL
539,Supercenter,ALEXANDRIA,LA,FULL
540,Supercenter,MORGAN CITY,LA,FULL
541,Supercenter,COVINGTON,LA,FULL
542,Supercenter,HOUMA,LA,FULL
543,Supercenter,OPELOUSAS,LA,QTR
544,Supercenter,DEL CITY,OK,FULL
545,Wal-Mart,MANCHESTER,KY,QTR
546,Supercenter,RICHMOND,TX,FULL
547,Supercenter,PLANT CITY,FL,FULL
548,Supercenter,LAWRENCEVILLE,GA,HALF
549,Supercenter,HOBBS,NM,HALF
550,Supercenter,LAWRENCEVILLE,IL,QTR
551,Supercenter,PALATKA,FL,FULL
553,Supercenter,SLIDELL,LA,FULL
554,Wal-Mart,LAREDO,TX,HALF
555,Supercenter,DUBLIN,GA,FULL
556,Supercenter,WAYCROSS,GA,FULL
557,Supercenter,EMPORIA,KS,FULL
558,Supercenter,SALINA,KS,FULL
559,Supercenter,MUSCATINE,IA,FULL
560,Supercenter,SAINT JOSEPH,MO,FULL
561,Supercenter,EASTLAND,TX,QTR
562,Supercenter,LEEDS,AL,FULL
563,Supercenter,ORANGE CITY,FL,FULL
564,Supercenter,OKLAHOMA CITY,OK,FULL
565,Supercenter,CORSICANA,TX,FULL
566,Supercenter,BOONVILLE,IN,HALF
568,Supercenter,CARTHAGE,TN,QTR
569,Supercenter,COLUMBIA,KY,FULL
571,Supercenter,GEORGETOWN,KY,FULL
572,Supercenter,KILGORE,TX,FULL
573,Supercenter,LEES SUMMIT,MO,FULL
574,Supercenter,SURFSIDE BEACH,SC,FULL
575,Supercenter,WOODSTOCK,GA,FULL
576,Supercenter,TULSA,OK,FULL
577,Supercenter,OLATHE,KS,FULL
578,Supercenter,SEVIERVILLE,TN,FULL
579,Supercenter,ST AUGUSTINE,FL,FULL
580,Supercenter,BARTOW,FL,FULL
581,Supercenter,MARSHALLTOWN,IA,FULL
582,Supercenter,PORT ORANGE,FL,FULL
583,Supercenter,ONEIDA,TN,HALF
584,Supercenter,DRY RIDGE,KY,FULL
585,Supercenter,ROCK HILL,SC,FULL
586,Supercenter,CONWAY,SC,FULL
587,Supercenter,SPARTA,TN,FULL
588,Supercenter,ALBANY,GA,FULL
589,Supercenter,LOUISVILLE,KY,FULL
590,Supercenter,FORT WORTH,TX,HALF
591,Supercenter,CYNTHIANA,KY,FULL
592,Supercenter,DERBY,KS,FULL
593,Supercenter,DOUGLAS,GA,FULL
594,Supercenter,FAYETTEVILLE,GA,FULL
595,Supercenter,HARLINGEN,TX,FULL
596,Wal-Mart,HERRIN,IL,QTR
598,Supercenter,KEARNEY,NE,FULL
599,Supercenter,KINGSPORT,TN,FULL
600,Supercenter,PAMPA,TX,FULL
601,Supercenter,SAN ANGELO,TX,FULL
602,Supercenter,SPRING,TX,FULL
603,Supercenter,PEKIN,IL,FULL
604,Supercenter,DOTHAN,AL,FULL
605,Supercenter,SAVANNAH,GA,QTR
606,Wal-Mart,SAVANNAH,GA,QTR
608,Supercenter,MIDLAND,TX,FULL
609,Supercenter,HANNIBAL,MO,FULL
610,Supercenter,STEPHENVILLE,TX,FULL
611,Supercenter,ROSWELL,NM,FULL
612,Supercenter,CHARLESTON,IL,FULL
613,Supercenter,ORMOND BEACH,FL,FULL
614,Supercenter,LAGRANGE,GA,FULL
615,Supercenter,CARTERSVILLE,GA,FULL
616,Supercenter,ORANGEBURG,SC,FULL
618,Supercenter,HIRAM,GA,FULL
619,Supercenter,DAYTON,TN,FULL
620,Supercenter,BRISTOL,TN,FULL
621,Supercenter,LAKE CITY,SC,QTR
622,Supercenter,OKLAHOMA CITY,OK,QTR
623,Supercenter,NORTH FORT MYERS,FL,FULL
624,Supercenter,NEWBERRY,SC,FULL
625,Supercenter,GEORGETOWN,SC,FULL
627,Supercenter,DILLON,SC,FULL
628,Supercenter,SUMMERVILLE,SC,FULL
629,Supercenter,UNION,SC,FULL
630,Supercenter,FLORENCE,SC,FULL
631,Supercenter,EASLEY,SC,FULL
632,Supercenter,MOUNT PLEASANT,SC,FULL
633,Supercenter,KEWANEE,IL,FULL
634,Supercenter,CAMDEN,SC,FULL
635,Supercenter,SAVANNAH,GA,FULL
636,Supercenter,PRINCETON,IL,FULL
637,Supercenter,LEXINGTON,NE,FULL
638,Supercenter,GAFFNEY,SC,FULL
639,Supercenter,BRUNSWICK,GA,FULL
640,Supercenter,GREENVILLE,SC,HALF
641,Supercenter,GREENVILLE,SC,FULL
642,Supercenter,CHERAW,SC,FULL
643,Supercenter,MYRTLE BEACH,SC,HALF
644,Supercenter,ANDERSON,SC,QTR
645,Supercenter,NORFOLK,NE,HALF
646,Supercenter,ANAMOSA,IA,QTR
647,Supercenter,GRINNELL,IA,HALF
648,Supercenter,SAINT PETERS,MO,FULL
649,Supercenter,TITUSVILLE,FL,FULL
651,Supercenter,BEAUMONT,TX,FULL
652,Supercenter,GARDEN CITY,KS,HALF
653,Supercenter,HOPKINSVILLE,KY,FULL
655,Supercenter,HANSON,KY,FULL
656,Supercenter,SHELBYVILLE,TN,FULL
657,Supercenter,COOKEVILLE,TN,FULL
658,Supercenter,ROME,GA,FULL
659,Supercenter,NASHVILLE,TN,FULL
660,Supercenter,MUSCLE SHOALS,AL,FULL
661,Supercenter,ATHENS,AL,FULL
662,Supercenter,DECATUR,AL,FULL
663,Supercenter,ATHENS,TN,FULL
664,Supercenter,HAYS,KS,FULL
665,Supercenter,CAMPBELLSVILLE,KY,FULL
666,Supercenter,SEBRING,FL,FULL
667,Supercenter,TULLAHOMA,TN,HALF
668,Supercenter,MCMINNVILLE,TN,FULL
669,Supercenter,DALTON,GA,HALF
670,Supercenter,CULLMAN,AL,FULL
671,Supercenter,LEBANON,TN,FULL
672,Supercenter,ALCOA,TN,FULL
