STORE_NBR,ITEM_NBR,ITEM1_DESC,CURRENT_RTL
1448,675625465,DEADPL/WLVERNE BFFPD,8.88
1448,675562076,HELLO KITTY BFF PDS,8.88
1448,675625455,HELLOKITTY EAR SET,7.88
1448,675562001,STITCH/ANGEL KEYCHN,8.88
1448,675562057,HKITTY CRYSTAL PD,8.88
1448,675562021,STITCH DIARY KEYCH,9.88
1448,675677758,HELLOKITTY BFF KEYCH,9.88
1448,675562121,HELLO KITTY PD/ER,7.88
1448,675677756,STITCH KEYCHAIN BAG,9.88
1448,676314867,HELLOKITTY CLIP 4PC,7.88
1448,675562097,KUROMI HOOP EARRING,7.88
1448,675562005,STITCH/ANGEL KEYCHN,9.88
1448,675562357,JACK PLUSH KEYCHAIN,9.88
1448,675562010,HELLOKITTY KEYCH BAG,9.88
1450,675562042,ANGEL KEYCHAIN,8.88
1450,675677761,JACK NBC KEYCHAIN,8.88
1450,675562076,HELLO KITTY BFF PDS,8.88
1450,675562133,HELLO KITTY CHRM BRC,8.88
1450,675562075,HELLO KITTY BFF PDS,8.88
1450,675562057,HKITTY CRYSTAL PD,8.88
1450,675562010,HELLOKITTY KEYCH BAG,9.88
1450,675677756,STITCH KEYCHAIN BAG,9.88
1450,675562009,HKITTY POMPOM KEYCH,9.88
1451,675562014,HELLOKITTY PLSH KYCH,9.88
1451,675562100,HELLO KITTY EAR 3PR,7.88
1451,675562133,HELLO KITTY CHRM BRC,8.88
1451,675562011,HKITTY/MYMELDY KEYCH,9.88
1451,675677756,STITCH KEYCHAIN BAG,9.88
1451,675561998,CHEER BEAR KEYCHAIN,8.88
1451,675562075,HELLO KITTY BFF PDS,8.88
1451,675625455,HELLOKITTY EAR SET,7.88
1451,675562001,STITCH/ANGEL KEYCHN,8.88
1451,675562006,CINNAMOROLL KEYCHN,9.88
1451,675562123,HELLOKITTY HRT PD/ER,7.88
1451,675562016,MYMELODY PLUSH KEYCH,9.88
1451,675562097,KUROMI HOOP EARRING,7.88
1451,675562057,HKITTY CRYSTAL PD,8.88
1451,675562010,HELLOKITTY KEYCH BAG,9.88
1466,675562016,MYMELODY PLUSH KEYCH,9.88
1466,675562001,STITCH/ANGEL KEYCHN,8.88
1466,675561998,CHEER BEAR KEYCHAIN,8.88
1466,675562821,HKITTY/KEROPPI KYCH,8.88
1466,675562075,HELLO KITTY BFF PDS,8.88
1466,675562010,HELLOKITTY KEYCH BAG,9.88
1466,675562006,CINNAMOROLL KEYCHN,9.88
1466,675562099,HELLO KITTY CRYS ER,8.88
1466,675562011,HKITTY/MYMELDY KEYCH,9.88
1466,675562123,HELLOKITTY HRT PD/ER,7.88
1466,675562014,HELLOKITTY PLSH KYCH,9.88
1466,675562064,STITCH/ANGEL BFF PD,8.88
1466,675562005,STITCH/ANGEL KEYCHN,9.88
1466,675562057,HKITTY CRYSTAL PD,8.88
1466,675625455,HELLOKITTY EAR SET,7.88
1466,675677756,STITCH KEYCHAIN BAG,9.88
1467,675625473,HELLO KITTY CH BRC,8.88
1468,675562099,HELLO KITTY CRYS ER,8.88
1468,675561998,CHEER BEAR KEYCHAIN,8.88
1468,675562014,HELLOKITTY PLSH KYCH,9.88
1468,675562005,STITCH/ANGEL KEYCHN,9.88
1468,675562097,KUROMI HOOP EARRING,7.88
1468,675562075,HELLO KITTY BFF PDS,8.88
1468,675562002,SNOOPY BFF KEYCHAIN,8.88
1468,675677760,SPIDERMAN BKPCK KYCH,9.88
1468,675625473,HELLO KITTY CH BRC,8.88
1471,675562685,HELLOKITTY SCRUNCHIE,7.88
1471,675562021,STITCH DIARY KEYCH,9.88
1471,675625473,HELLO KITTY CH BRC,8.88
1471,675677756,STITCH KEYCHAIN BAG,9.88
1471,675562006,CINNAMOROLL KEYCHN,9.88
1471,675562002,SNOOPY BFF KEYCHAIN,8.88
1471,675562821,HKITTY/KEROPPI KYCH,8.88
1471,675562005,STITCH/ANGEL KEYCHN,9.88
1471,675677758,HELLOKITTY BFF KEYCH,9.88
1471,675562010,HELLOKITTY KEYCH BAG,9.88
1487,675562075,HELLO KITTY BFF PDS,8.88
1497,675562014,HELLOKITTY PLSH KYCH,9.88
1497,675562064,STITCH/ANGEL BFF PD,8.88
1497,675677756,STITCH KEYCHAIN BAG,9.88
1512,675562010,HELLOKITTY KEYCH BAG,9.88
1512,675562009,HKITTY POMPOM KEYCH,9.88
1521,675562014,HELLOKITTY PLSH KYCH,9.88
1521,675677756,STITCH KEYCHAIN BAG,9.88
1521,675562028,HELLOKITTY BFF KEYCH,9.88
1521,675677760,SPIDERMAN BKPCK KYCH,9.88
1521,675562002,SNOOPY BFF KEYCHAIN,8.88
1521,675625455,HELLOKITTY EAR SET,7.88
1521,675562524,STITCH BOW CLIP SET,8.88
1521,675677762,KUROMI PLUSH KEYCH,9.88
1521,675562001,STITCH/ANGEL KEYCHN,8.88
1521,676314867,HELLOKITTY CLIP 4PC,7.88
1521,675562097,KUROMI HOOP EARRING,7.88
1521,675562021,STITCH DIARY KEYCH,9.88
1521,675562083,STITCH CRYSTAL PEND,8.88
1521,675562057,HKITTY CRYSTAL PD,8.88
1521,675562685,HELLOKITTY SCRUNCHIE,7.88
1521,675562016,MYMELODY PLUSH KEYCH,9.88
1521,675562821,HKITTY/KEROPPI KYCH,8.88
1521,675562064,STITCH/ANGEL BFF PD,8.88
1521,675625465,DEADPL/WLVERNE BFFPD,8.88
1521,675677758,HELLOKITTY BFF KEYCH,9.88
1521,675562010,HELLOKITTY KEYCH BAG,9.88
1521,675562121,HELLO KITTY PD/ER,7.88
1537,675562076,HELLO KITTY BFF PDS,8.88
1537,675562075,HELLO KITTY BFF PDS,8.88
1540,675562005,STITCH/ANGEL KEYCHN,9.88
1540,675625455,HELLOKITTY EAR SET,7.88
1540,675561998,CHEER BEAR KEYCHAIN,8.88
1540,675677760,SPIDERMAN BKPCK KYCH,9.88
1540,675562075,HELLO KITTY BFF PDS,8.88
1540,675562006,CINNAMOROLL KEYCHN,9.88
1540,675562076,HELLO KITTY BFF PDS,8.88
1540,675562001,STITCH/ANGEL KEYCHN,8.88
1540,675562099,HELLO KITTY CRYS ER,8.88
1540,675562097,KUROMI HOOP EARRING,7.88
1540,675562057,HKITTY CRYSTAL PD,8.88
1540,675562133,HELLO KITTY CHRM BRC,8.88
1540,675677756,STITCH KEYCHAIN BAG,9.88
1540,675677762,KUROMI PLUSH KEYCH,9.88
1540,675562123,HELLOKITTY HRT PD/ER,7.88
1540,675562014,HELLOKITTY PLSH KYCH,9.88
1540,675562016,MYMELODY PLUSH KEYCH,9.88
1540,675562002,SNOOPY BFF KEYCHAIN,8.88
1540,675625473,HELLO KITTY CH BRC,8.88
1540,675562010,HELLOKITTY KEYCH BAG,9.88
1546,675625465,DEADPL/WLVERNE BFFPD,8.88
1546,675677758,HELLOKITTY BFF KEYCH,9.88
1546,675677762,KUROMI PLUSH KEYCH,9.88
1546,676314867,HELLOKITTY CLIP 4PC,7.88
1546,675562002,SNOOPY BFF KEYCHAIN,8.88
1546,675562009,HKITTY POMPOM KEYCH,9.88
1546,675562357,JACK PLUSH KEYCHAIN,9.88
1546,675562010,HELLOKITTY KEYCH BAG,9.88
1546,675677756,STITCH KEYCHAIN BAG,9.88
1546,675562001,STITCH/ANGEL KEYCHN,8.88
1546,675562016,MYMELODY PLUSH KEYCH,9.88
1546,675562083,STITCH CRYSTAL PEND,8.88
1546,675625455,HELLOKITTY EAR SET,7.88
1546,675562121,HELLO KITTY PD/ER,7.88
1546,675562685,HELLOKITTY SCRUNCHIE,7.88
1546,675562097,KUROMI HOOP EARRING,7.88
1546,675562021,STITCH DIARY KEYCH,9.88
1547,675562001,STITCH/ANGEL KEYCHN,8.88
1550,675562019,STITCH BRUSH KEYCH,7.88
1550,675562002,SNOOPY BFF KEYCHAIN,8.88
1550,675562123,HELLOKITTY HRT PD/ER,7.88
1550,675562006,CINNAMOROLL KEYCHN,9.88
1550,675562100,HELLO KITTY EAR 3PR,7.88
1550,675677762,KUROMI PLUSH KEYCH,9.88
1550,675677760,SPIDERMAN BKPCK KYCH,9.88
1550,675562057,HKITTY CRYSTAL PD,8.88
1550,675625455,HELLOKITTY EAR SET,7.88
1550,675562011,HKITTY/MYMELDY KEYCH,9.88
1550,675562001,STITCH/ANGEL KEYCHN,8.88
1550,675562014,HELLOKITTY PLSH KYCH,9.88
1550,675562064,STITCH/ANGEL BFF PD,8.88
1550,675562075,HELLO KITTY BFF PDS,8.88
1550,675562121,HELLO KITTY PD/ER,7.88
1550,675562076,HELLO KITTY BFF PDS,8.88
1550,675562099,HELLO KITTY CRYS ER,8.88
1550,675561998,CHEER BEAR KEYCHAIN,8.88
1550,675562016,MYMELODY PLUSH KEYCH,9.88
1550,675562097,KUROMI HOOP EARRING,7.88
1550,675562821,HKITTY/KEROPPI KYCH,8.88
1550,675625473,HELLO KITTY CH BRC,8.88
1550,675562005,STITCH/ANGEL KEYCHN,9.88
1550,675562010,HELLOKITTY KEYCH BAG,9.88
1550,675562133,HELLO KITTY CHRM BRC,8.88
1550,675677756,STITCH KEYCHAIN BAG,9.88
1558,675561998,CHEER BEAR KEYCHAIN,8.88
1558,675562100,HELLO KITTY EAR 3PR,7.88
1558,675562011,HKITTY/MYMELDY KEYCH,9.88
1558,675562006,CINNAMOROLL KEYCHN,9.88
1558,675562010,HELLOKITTY KEYCH BAG,9.88
1558,675562076,HELLO KITTY BFF PDS,8.88
1558,675562001,STITCH/ANGEL KEYCHN,8.88
1558,675562123,HELLOKITTY HRT PD/ER,7.88
1558,675562014,HELLOKITTY PLSH KYCH,9.88
1558,675562005,STITCH/ANGEL KEYCHN,9.88
1558,675625455,HELLOKITTY EAR SET,7.88
1558,675562121,HELLO KITTY PD/ER,7.88
1558,675562075,HELLO KITTY BFF PDS,8.88
1558,675625473,HELLO KITTY CH BRC,8.88
1558,675562099,HELLO KITTY CRYS ER,8.88
1558,675677760,SPIDERMAN BKPCK KYCH,9.88
1558,675562097,KUROMI HOOP EARRING,7.88
1558,675562133,HELLO KITTY CHRM BRC,8.88
1558,675677756,STITCH KEYCHAIN BAG,9.88
1579,675562011,HKITTY/MYMELDY KEYCH,9.88
1579,675562014,HELLOKITTY PLSH KYCH,9.88
1579,675562064,STITCH/ANGEL BFF PD,8.88
1579,675562006,CINNAMOROLL KEYCHN,9.88
1579,675677756,STITCH KEYCHAIN BAG,9.88
1579,675562001,STITCH/ANGEL KEYCHN,8.88
1579,675562005,STITCH/ANGEL KEYCHN,9.88
1579,675562100,HELLO KITTY EAR 3PR,7.88
1580,675677762,KUROMI PLUSH KEYCH,9.88
1580,675562009,HKITTY POMPOM KEYCH,9.88
1589,675677762,KUROMI PLUSH KEYCH,9.88
1589,675562121,HELLO KITTY PD/ER,7.88
1589,675562123,HELLOKITTY HRT PD/ER,7.88
1589,675562075,HELLO KITTY BFF PDS,8.88
1589,675562133,HELLO KITTY CHRM BRC,8.88
1589,675677760,SPIDERMAN BKPCK KYCH,9.88
1589,675562097,KUROMI HOOP EARRING,7.88
1589,675562064,STITCH/ANGEL BFF PD,8.88
1589,675562057,HKITTY CRYSTAL PD,8.88
1589,675562010,HELLOKITTY KEYCH BAG,9.88
1589,675562001,STITCH/ANGEL KEYCHN,8.88
1589,675561998,CHEER BEAR KEYCHAIN,8.88
1589,675625473,HELLO KITTY CH BRC,8.88
1589,675625455,HELLOKITTY EAR SET,7.88
1589,675677756,STITCH KEYCHAIN BAG,9.88
1593,675562002,SNOOPY BFF KEYCHAIN,8.88
1593,675562007,KUROMI KEYCHAIN,8.88
1593,675562010,HELLOKITTY KEYCH BAG,9.88
1593,675562016,MYMELODY PLUSH KEYCH,9.88
1593,675677760,SPIDERMAN BKPCK KYCH,9.88
1599,675562028,HELLOKITTY BFF KEYCH,9.88
1599,675562099,HELLO KITTY CRYS ER,8.88
1599,675677756,STITCH KEYCHAIN BAG,9.88
1599,675562002,SNOOPY BFF KEYCHAIN,8.88
1599,675677762,KUROMI PLUSH KEYCH,9.88
1599,675562123,HELLOKITTY HRT PD/ER,7.88
1599,675562057,HKITTY CRYSTAL PD,8.88
1599,675562010,HELLOKITTY KEYCH BAG,9.88
1599,675562076,HELLO KITTY BFF PDS,8.88
1599,675677760,SPIDERMAN BKPCK KYCH,9.88
1599,675562121,HELLO KITTY PD/ER,7.88
1599,675562011,HKITTY/MYMELDY KEYCH,9.88
1599,675562001,STITCH/ANGEL KEYCHN,8.88
1599,675561998,CHEER BEAR KEYCHAIN,8.88
1599,675562014,HELLOKITTY PLSH KYCH,9.88
1599,675562097,KUROMI HOOP EARRING,7.88
1599,675562821,HKITTY/KEROPPI KYCH,8.88
1599,675562075,HELLO KITTY BFF PDS,8.88
1599,675562006,CINNAMOROLL KEYCHN,9.88
1599,675625473,HELLO KITTY CH BRC,8.88
1599,675562005,STITCH/ANGEL KEYCHN,9.88
1599,675625455,HELLOKITTY EAR SET,7.88
1599,675562133,HELLO KITTY CHRM BRC,8.88
1607,675562019,STITCH BRUSH KEYCH,7.88
1607,675562001,STITCH/ANGEL KEYCHN,8.88
1607,675562002,SNOOPY BFF KEYCHAIN,8.88
1607,675562057,HKITTY CRYSTAL PD,8.88
1610,675562014,HELLOKITTY PLSH KYCH,9.88
1610,675562591,STITCH CLIP SET 6PCS,7.88
1610,675562010,HELLOKITTY KEYCH BAG,9.88
1610,675562100,HELLO KITTY EAR 3PR,7.88
1610,675562133,HELLO KITTY CHRM BRC,8.88
1613,675561998,CHEER BEAR KEYCHAIN,8.88
1613,675562016,MYMELODY PLUSH KEYCH,9.88
1613,675562099,HELLO KITTY CRYS ER,8.88
1613,675562821,HKITTY/KEROPPI KYCH,8.88
1613,675562010,HELLOKITTY KEYCH BAG,9.88
1613,675625455,HELLOKITTY EAR SET,7.88
1613,675562011,HKITTY/MYMELDY KEYCH,9.88
1613,675562097,KUROMI HOOP EARRING,7.88
1613,675562006,CINNAMOROLL KEYCHN,9.88
1613,675562057,HKITTY CRYSTAL PD,8.88
1613,675677756,STITCH KEYCHAIN BAG,9.88
1613,675562005,STITCH/ANGEL KEYCHN,9.88
1613,675562076,HELLO KITTY BFF PDS,8.88
1613,675562001,STITCH/ANGEL KEYCHN,8.88
1613,675562123,HELLOKITTY HRT PD/ER,7.88
1613,675562014,HELLOKITTY PLSH KYCH,9.88
1613,675562064,STITCH/ANGEL BFF PD,8.88
1613,675562075,HELLO KITTY BFF PDS,8.88
1613,675562133,HELLO KITTY CHRM BRC,8.88
1613,675562121,HELLO KITTY PD/ER,7.88
1621,675562076,HELLO KITTY BFF PDS,8.88
1621,675562011,HKITTY/MYMELDY KEYCH,9.88
1621,675562006,CINNAMOROLL KEYCHN,9.88
1621,675625455,HELLOKITTY EAR SET,7.88
1621,675562121,HELLO KITTY PD/ER,7.88
1621,675562021,STITCH DIARY KEYCH,9.88
1621,675562016,MYMELODY PLUSH KEYCH,9.88
1621,675562821,HKITTY/KEROPPI KYCH,8.88
1621,675625473,HELLO KITTY CH BRC,8.88
1621,675562097,KUROMI HOOP EARRING,7.88
1621,675562685,HELLOKITTY SCRUNCHIE,7.88
1621,675562001,STITCH/ANGEL KEYCHN,8.88
1621,675562002,SNOOPY BFF KEYCHAIN,8.88
1621,675562005,STITCH/ANGEL KEYCHN,9.88
1621,675677758,HELLOKITTY BFF KEYCH,9.88
1621,675562133,HELLO KITTY CHRM BRC,8.88
1629,675562821,HKITTY/KEROPPI KYCH,8.88
1629,675562524,STITCH BOW CLIP SET,8.88
1629,675562010,HELLOKITTY KEYCH BAG,9.88
1629,675625455,HELLOKITTY EAR SET,7.88
1629,675625465,DEADPL/WLVERNE BFFPD,8.88
1629,675562075,HELLO KITTY BFF PDS,8.88
1629,675562121,HELLO KITTY PD/ER,7.88
1629,675677756,STITCH KEYCHAIN BAG,9.88
1629,675562123,HELLOKITTY HRT PD/ER,7.88
1629,676314867,HELLOKITTY CLIP 4PC,7.88
1629,675562009,HKITTY POMPOM KEYCH,9.88
1629,675562005,STITCH/ANGEL KEYCHN,9.88
1629,675562021,STITCH DIARY KEYCH,9.88
1629,675677758,HELLOKITTY BFF KEYCH,9.88
1629,675562685,HELLOKITTY SCRUNCHIE,7.88
1629,675562001,STITCH/ANGEL KEYCHN,8.88
1629,675562016,MYMELODY PLUSH KEYCH,9.88
1629,675562002,SNOOPY BFF KEYCHAIN,8.88
1629,675562097,KUROMI HOOP EARRING,7.88
1629,675562357,JACK PLUSH KEYCHAIN,9.88
1629,675562057,HKITTY CRYSTAL PD,8.88
1629,675562099,HELLO KITTY CRYS ER,8.88
1641,675562014,HELLOKITTY PLSH KYCH,9.88
1641,675562821,HKITTY/KEROPPI KYCH,8.88
1641,675562075,HELLO KITTY BFF PDS,8.88
1641,675562057,HKITTY CRYSTAL PD,8.88
1641,675562076,HELLO KITTY BFF PDS,8.88
1641,675562099,HELLO KITTY CRYS ER,8.88
1641,675561998,CHEER BEAR KEYCHAIN,8.88
1641,675562100,HELLO KITTY EAR 3PR,7.88
1641,675677762,KUROMI PLUSH KEYCH,9.88
1641,675562002,SNOOPY BFF KEYCHAIN,8.88
1641,675562097,KUROMI HOOP EARRING,7.88
1641,675562064,STITCH/ANGEL BFF PD,8.88
1641,675562006,CINNAMOROLL KEYCHN,9.88
1641,675625473,HELLO KITTY CH BRC,8.88
1641,675562010,HELLOKITTY KEYCH BAG,9.88
1641,675562123,HELLOKITTY HRT PD/ER,7.88
1641,675562005,STITCH/ANGEL KEYCHN,9.88
1641,675562001,STITCH/ANGEL KEYCHN,8.88
1641,675677760,SPIDERMAN BKPCK KYCH,9.88
1641,675625455,HELLOKITTY EAR SET,7.88
1641,675562121,HELLO KITTY PD/ER,7.88
1641,675677756,STITCH KEYCHAIN BAG,9.88
1652,675677760,SPIDERMAN BKPCK KYCH,9.88
1652,676395403,SNOOPY KEYCHAIN,8.88
1652,675562019,STITCH BRUSH KEYCH,7.88
1652,675677757,POOH KEYCHAIN,8.88
1652,675562821,HKITTY/KEROPPI KYCH,8.88
1652,675562057,HKITTY CRYSTAL PD,8.88
1652,675562011,HKITTY/MYMELDY KEYCH,9.88
1652,675562001,STITCH/ANGEL KEYCHN,8.88
1652,675677756,STITCH KEYCHAIN BAG,9.88
1652,675561998,CHEER BEAR KEYCHAIN,8.88
1652,675562016,MYMELODY PLUSH KEYCH,9.88
1652,675562006,CINNAMOROLL KEYCHN,9.88
1652,675562010,HELLOKITTY KEYCH BAG,9.88
1652,675625455,HELLOKITTY EAR SET,7.88
1652,675562121,HELLO KITTY PD/ER,7.88
1652,675562099,HELLO KITTY CRYS ER,8.88
1652,675562123,HELLOKITTY HRT PD/ER,7.88
1652,675562014,HELLOKITTY PLSH KYCH,9.88
1652,675562002,SNOOPY BFF KEYCHAIN,8.88
1652,675562097,KUROMI HOOP EARRING,7.88
1652,675625473,HELLO KITTY CH BRC,8.88
1652,675562133,HELLO KITTY CHRM BRC,8.88
1667,675562006,CINNAMOROLL KEYCHN,9.88
1667,675562133,HELLO KITTY CHRM BRC,8.88
1667,675677756,STITCH KEYCHAIN BAG,9.88
1667,675562016,MYMELODY PLUSH KEYCH,9.88
1667,675562097,KUROMI HOOP EARRING,7.88
1667,675562005,STITCH/ANGEL KEYCHN,9.88
1667,675562121,HELLO KITTY PD/ER,7.88
1667,675562076,HELLO KITTY BFF PDS,8.88
1667,675562057,HKITTY CRYSTAL PD,8.88
1667,675562001,STITCH/ANGEL KEYCHN,8.88
1669,675562014,HELLOKITTY PLSH KYCH,9.88
1669,675562121,HELLO KITTY PD/ER,7.88
1669,675562011,HKITTY/MYMELDY KEYCH,9.88
1669,675562685,HELLOKITTY SCRUNCHIE,7.88
1669,675562016,MYMELODY PLUSH KEYCH,9.88
1669,675562006,CINNAMOROLL KEYCHN,9.88
1669,675562005,STITCH/ANGEL KEYCHN,9.88
1669,675562591,STITCH CLIP SET 6PCS,7.88
1669,675562075,HELLO KITTY BFF PDS,8.88
1669,675562057,HKITTY CRYSTAL PD,8.88
1669,675562010,HELLOKITTY KEYCH BAG,9.88
1669,675677756,STITCH KEYCHAIN BAG,9.88
1669,675562001,STITCH/ANGEL KEYCHN,8.88
1669,675562002,SNOOPY BFF KEYCHAIN,8.88
1669,675562097,KUROMI HOOP EARRING,7.88
1669,675562021,STITCH DIARY KEYCH,9.88
1669,675677758,HELLOKITTY BFF KEYCH,9.88
1669,675562133,HELLO KITTY CHRM BRC,8.88
1675,675562005,STITCH/ANGEL KEYCHN,9.88
1675,675562076,HELLO KITTY BFF PDS,8.88
1675,675562075,HELLO KITTY BFF PDS,8.88
1675,675562100,HELLO KITTY EAR 3PR,7.88
1675,675562057,HKITTY CRYSTAL PD,8.88
1675,675562042,ANGEL KEYCHAIN,8.88
1675,675562010,HELLOKITTY KEYCH BAG,9.88
1675,675562001,STITCH/ANGEL KEYCHN,8.88
1675,675562006,CINNAMOROLL KEYCHN,9.88
1675,675562121,HELLO KITTY PD/ER,7.88
1675,675562021,STITCH DIARY KEYCH,9.88
1675,675562064,STITCH/ANGEL BFF PD,8.88
1675,675625473,HELLO KITTY CH BRC,8.88
1675,675562591,STITCH CLIP SET 6PCS,7.88
1675,675562685,HELLOKITTY SCRUNCHIE,7.88
1675,675562099,HELLO KITTY CRYS ER,8.88
1675,675562014,HELLOKITTY PLSH KYCH,9.88
1675,675562011,HKITTY/MYMELDY KEYCH,9.88
1675,675562016,MYMELODY PLUSH KEYCH,9.88
1675,675562002,SNOOPY BFF KEYCHAIN,8.88
1675,675562097,KUROMI HOOP EARRING,7.88
1675,675677758,HELLOKITTY BFF KEYCH,9.88
1675,675625455,HELLOKITTY EAR SET,7.88
1675,675677756,STITCH KEYCHAIN BAG,9.88
1690,675562064,STITCH/ANGEL BFF PD,8.88
1690,675562057,HKITTY CRYSTAL PD,8.88
1690,675562028,HELLOKITTY BFF KEYCH,9.88
1690,675562821,HKITTY/KEROPPI KYCH,8.88
1690,675562010,HELLOKITTY KEYCH BAG,9.88
1690,675562123,HELLOKITTY HRT PD/ER,7.88
1690,675562009,HKITTY POMPOM KEYCH,9.88
1690,675562099,HELLO KITTY CRYS ER,8.88
1690,675562016,MYMELODY PLUSH KEYCH,9.88
1690,675562005,STITCH/ANGEL KEYCHN,9.88
1690,675562357,JACK PLUSH KEYCHAIN,9.88
1690,675562083,STITCH CRYSTAL PEND,8.88
1690,675677758,HELLOKITTY BFF KEYCH,9.88
1690,676314867,HELLOKITTY CLIP 4PC,7.88
1690,675562002,SNOOPY BFF KEYCHAIN,8.88
1690,675625455,HELLOKITTY EAR SET,7.88
1690,675562121,HELLO KITTY PD/ER,7.88
1690,675562524,STITCH BOW CLIP SET,8.88
1690,675677756,STITCH KEYCHAIN BAG,9.88
1690,675562097,KUROMI HOOP EARRING,7.88
1690,675562021,STITCH DIARY KEYCH,9.88
1700,675562099,HELLO KITTY CRYS ER,8.88
1700,675562005,STITCH/ANGEL KEYCHN,9.88
1700,675562083,STITCH CRYSTAL PEND,2
1700,675691424,STITCH TRAVEL POUCH,3
1700,675562524,STITCH BOW CLIP SET,8.88
1700,675562076,HELLO KITTY BFF PDS,8.88
1702,675562099,HELLO KITTY CRYS ER,8.88
1702,675562021,STITCH DIARY KEYCH,9.88
1702,675562006,CINNAMOROLL KEYCHN,9.88
1711,675562005,STITCH/ANGEL KEYCHN,9.88
1711,675691424,STITCH TRAVEL POUCH,2
1711,675677757,POOH KEYCHAIN,8.88
1711,675562064,STITCH/ANGEL BFF PD,8.88
1711,675562076,HELLO KITTY BFF PDS,8.88
1744,675562099,HELLO KITTY CRYS ER,8.88
1744,675562001,STITCH/ANGEL KEYCHN,8.88
1744,675562075,HELLO KITTY BFF PDS,8.88
1744,675562006,CINNAMOROLL KEYCHN,9.88
1744,675625473,HELLO KITTY CH BRC,8.88
1744,675562005,STITCH/ANGEL KEYCHN,9.88
1744,675677756,STITCH KEYCHAIN BAG,9.88
1744,675677758,HELLOKITTY BFF KEYCH,9.88
1744,675562010,HELLOKITTY KEYCH BAG,9.88
1744,675625455,HELLOKITTY EAR SET,7.88
1744,675562014,HELLOKITTY PLSH KYCH,9.88
1744,675562016,MYMELODY PLUSH KEYCH,9.88
1744,675562002,SNOOPY BFF KEYCHAIN,8.88
1744,675562097,KUROMI HOOP EARRING,7.88
1744,675562021,STITCH DIARY KEYCH,9.88
1744,675562121,HELLO KITTY PD/ER,7.88
1744,675562076,HELLO KITTY BFF PDS,8.88
1744,675562028,HELLOKITTY BFF KEYCH,9.88
1744,675562685,HELLOKITTY SCRUNCHIE,7.88
1745,675562021,STITCH DIARY KEYCH,9.88
1745,675562083,STITCH CRYSTAL PEND,8.88
1745,675562524,STITCH BOW CLIP SET,8.88
1745,675562014,HELLOKITTY PLSH KYCH,9.88
1745,675562076,HELLO KITTY BFF PDS,8.88
1745,676314867,HELLOKITTY CLIP 4PC,7.88
1745,675562097,KUROMI HOOP EARRING,7.88
1745,675562357,JACK PLUSH KEYCHAIN,9.88
1745,675625455,HELLOKITTY EAR SET,7.88
1745,675677762,KUROMI PLUSH KEYCH,9.88
1745,675562016,MYMELODY PLUSH KEYCH,9.88
1745,675562002,SNOOPY BFF KEYCHAIN,8.88
1745,675677756,STITCH KEYCHAIN BAG,9.88
1745,675562001,STITCH/ANGEL KEYCHN,8.88
1745,675562064,STITCH/ANGEL BFF PD,8.88
1745,675562005,STITCH/ANGEL KEYCHN,9.88
1745,675562057,HKITTY CRYSTAL PD,8.88
1745,675562121,HELLO KITTY PD/ER,7.88
1745,675562123,HELLOKITTY HRT PD/ER,7.88
1745,675562009,HKITTY POMPOM KEYCH,9.88
1745,675677758,HELLOKITTY BFF KEYCH,9.88
1745,675562099,HELLO KITTY CRYS ER,8.88
1763,675562099,HELLO KITTY CRYS ER,8.88
1763,675562001,STITCH/ANGEL KEYCHN,8.88
1763,675562021,STITCH DIARY KEYCH,9.88
1763,675677757,POOH KEYCHAIN,8.88
1763,675562076,HELLO KITTY BFF PDS,8.88
1763,675562064,STITCH/ANGEL BFF PD,8.88
1763,675677762,KUROMI PLUSH KEYCH,9.88
1763,675562019,STITCH BRUSH KEYCH,7.88
1763,675562121,HELLO KITTY PD/ER,7.88
1763,676314867,HELLOKITTY CLIP 4PC,7.88
1763,675562014,HELLOKITTY PLSH KYCH,9.88
1763,675562097,KUROMI HOOP EARRING,7.88
1763,675562357,JACK PLUSH KEYCHAIN,9.88
1763,675625455,HELLOKITTY EAR SET,7.88
1763,675562524,STITCH BOW CLIP SET,8.88
1763,675562123,HELLOKITTY HRT PD/ER,7.88
1763,675562591,STITCH CLIP SET 6PCS,7.88
1763,675562083,STITCH CRYSTAL PEND,8.88
1763,675562057,HKITTY CRYSTAL PD,8.88
1763,675677756,STITCH KEYCHAIN BAG,9.88
1763,675562685,HELLOKITTY SCRUNCHIE,7.88
1763,675562010,HELLOKITTY KEYCH BAG,9.88
1763,675562009,HKITTY POMPOM KEYCH,9.88
1763,675562016,MYMELODY PLUSH KEYCH,9.88
1763,675562075,HELLO KITTY BFF PDS,8.88
1763,675562005,STITCH/ANGEL KEYCHN,9.88
1763,675677758,HELLOKITTY BFF KEYCH,9.88
1786,675677762,KUROMI PLUSH KEYCH,9.88
1786,675562123,HELLOKITTY HRT PD/ER,7.88
1786,675561998,CHEER BEAR KEYCHAIN,8.88
1786,675562075,HELLO KITTY BFF PDS,8.88
1786,675562685,HELLOKITTY SCRUNCHIE,7.88
1786,675562357,JACK PLUSH KEYCHAIN,9.88
1787,675625473,HELLO KITTY CH BRC,8.88
1787,675677757,POOH KEYCHAIN,8.88
1787,675562006,CINNAMOROLL KEYCHN,9.88
1787,675562014,HELLOKITTY PLSH KYCH,9.88
1787,675562010,HELLOKITTY KEYCH BAG,9.88
