Mkt,Wk,Reg,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Points For the Week,YTD Points, Five Star ,Sales Growth,BU Rank,Company Rank
321,38,42,0,0,3,1,0,0,-3,1,9, 4.44 ,13.36%,68,395
114,38,9,0,1,0,1,0,0,-3,-1,9, 4.37 ,10.45%,69,400
294,38,2,2,0,3,0,0,0,-3,2,8, 4.47 ,12.11%,70,407
28,38,3,0,0,3,0,0,0,0,3,7, 4.35 ,9.07%,71,421
25,38,2,2,0,0,0,0,0,-3,-1,7, 4.34 ,10.55%,72,422
27,38,3,2,1,3,0,0,0,-3,3,7, 4.23 ,8.86%,73,424
116,38,9,0,0,3,1,0,0,-3,1,6, 4.36 ,8.81%,74,431
108,38,9,0,1,3,1,0,0,0,5,5, 4.52 ,5.80%,75,432
14,38,14,0,0,0,0,0,0,0,0,5, 4.41 ,9.71%,76,433
32,38,3,2,1,0,1,0,0,-3,1,4, 4.36 ,11.84%,77,442
1,38,14,2,0,0,1,0,0,0,3,4, 4.36 ,7.33%,78,443
104,38,9,0,0,0,0,0,0,0,0,3, 4.48 ,9.61%,79,447
85,38,6,2,1,3,1,7,0,0,14,33, 4.49 ,7.65%,1,8
366,38,46,0,1,3,0,0,0,0,4,32, 4.55 ,11.29%,2,12
141,38,13,2,1,3,1,7,0,0,14,29, 4.40 ,5.67%,3,18
64,38,6,2,1,3,0,0,0,0,6,26, 4.53 ,6.98%,4,27
74,38,5,2,1,3,0,0,0,0,6,26, 4.48 ,8.15%,5,30
369,38,46,2,1,3,1,7,0,0,14,26, 4.47 ,4.28%,6,31
61,38,6,2,0,3,0,0,0,0,5,25, 4.47 ,7.42%,7,44
372,38,46,2,0,3,0,0,0,0,5,25, 4.45 ,4.63%,8,45
140,38,13,2,1,3,0,0,0,0,6,25, 4.44 ,5.09%,9,46
88,38,46,2,1,3,1,7,0,0,14,24, 4.64 ,12.91%,10,50
373,38,46,2,0,3,0,0,0,0,5,24, 4.54 ,6.90%,11,55
128,38,13,2,1,3,1,0,0,-3,4,24, 4.39 ,3.93%,12,63
371,38,46,2,1,3,1,7,0,0,14,24, 4.35 ,5.46%,13,68
68,38,6,2,0,3,1,0,0,0,6,23, 4.55 ,8.15%,14,74
134,38,13,2,1,3,1,7,0,0,14,22, 4.41 ,13.01%,15,92
387,38,46,0,1,3,0,0,0,0,4,22, 4.36 ,7.91%,16,93
352,38,44,2,0,0,1,0,0,0,3,22, 4.34 ,11.11%,17,94
129,38,13,2,1,3,1,7,0,0,14,21, 4.54 ,5.07%,18,97
130,38,13,0,1,0,0,0,0,0,1,21, 4.37 ,9.22%,19,103
384,38,46,2,1,3,1,7,0,0,14,21, 4.34 ,8.02%,20,104
63,38,6,2,0,0,0,0,0,-3,-1,20, 4.46 ,7.96%,21,110
59,38,6,0,1,3,1,0,0,0,5,20, 4.45 ,7.48%,22,112
62,38,6,2,1,0,0,0,0,-3,0,19, 4.51 ,6.94%,23,121
347,38,44,2,1,3,0,0,0,0,6,19, 4.44 ,11.45%,24,124
67,38,6,2,1,3,1,7,0,0,14,18, 4.51 ,7.98%,25,130
71,38,46,2,1,3,1,0,0,0,7,18, 4.41 ,7.63%,26,136
49,38,5,2,1,3,0,0,0,0,6,18, 4.34 ,9.47%,27,142
370,38,46,2,0,3,0,0,0,0,5,17, 4.52 ,7.21%,28,148
81,38,5,2,1,3,0,0,0,0,6,17, 4.48 ,5.76%,29,152
76,38,5,2,0,3,0,0,0,0,5,17, 4.47 ,10.07%,30,153
367,38,46,2,0,3,1,0,0,0,6,17, 4.44 ,7.80%,31,155
131,38,13,2,1,3,0,0,0,0,6,17, 4.42 ,7.15%,32,159
73,38,46,2,1,0,1,0,0,0,4,17, 4.38 ,14.79%,33,165
375,38,46,2,1,3,1,0,0,0,7,17, 4.33 ,7.82%,34,169
569,38,6,2,1,3,0,0,0,0,6,16, 4.64 ,9.66%,35,172
50,38,5,2,1,3,0,0,0,0,6,16, 4.37 ,9.23%,36,194
409,38,44,2,1,0,0,0,0,0,3,16, 4.36 ,10.67%,37,195
77,38,6,0,0,3,0,0,0,0,3,15, 4.50 ,9.03%,38,200
66,38,13,0,0,3,1,0,0,0,4,15, 4.43 ,7.82%,39,209
83,38,5,2,0,0,1,0,0,0,3,15, 4.35 ,11.70%,40,221
70,38,46,2,1,3,0,0,0,0,6,15, 4.34 ,10.11%,41,223
80,38,6,2,1,3,1,0,0,0,7,14, 4.65 ,12.66%,42,227
353,38,44,2,0,3,0,0,0,0,5,14, 4.37 ,10.50%,43,244
86,38,6,2,0,3,0,0,0,0,5,13, 4.51 ,6.59%,44,258
125,38,13,2,0,3,1,0,0,0,6,13, 4.43 ,7.03%,45,271
56,38,5,2,1,0,1,0,0,0,4,13, 4.42 ,10.91%,46,272
368,38,46,0,1,0,1,0,0,0,2,13, 4.42 ,7.54%,47,273
82,38,5,2,1,0,0,0,0,0,3,13, 4.40 ,8.38%,48,278
344,38,44,0,1,3,1,0,0,0,5,13, 4.36 ,9.28%,49,285
55,38,5,2,1,3,0,0,0,0,6,13, 4.33 ,13.91%,50,290
60,38,6,0,0,3,0,0,0,0,3,12, 4.52 ,8.74%,51,299
143,38,13,0,0,3,0,0,0,0,3,12, 4.47 ,6.11%,52,310
351,38,44,2,1,0,0,0,0,0,3,12, 4.44 ,7.64%,53,315
583,38,5,2,1,0,0,0,0,0,3,12, 4.39 ,11.80%,54,322
51,38,5,0,1,3,1,0,0,0,5,12, 4.39 ,10.33%,55,323
356,38,44,2,1,3,1,0,0,0,7,12, 4.38 ,10.54%,56,324
52,38,5,0,1,3,0,0,0,0,4,12, 4.38 ,9.95%,57,325
345,38,44,0,0,3,0,0,0,-6,-3,12, 4.34 ,11.48%,58,331
506,38,6,2,0,3,0,0,0,0,5,11, 4.61 ,6.79%,59,336
53,38,5,2,1,3,0,0,0,0,6,11, 4.46 ,10.81%,60,349
503,38,6,2,1,0,1,0,0,0,4,11, 4.46 ,9.00%,61,350
349,38,44,0,1,3,1,0,0,0,5,11, 4.40 ,9.18%,62,357
405,38,46,0,0,3,0,0,0,0,3,11, 4.39 ,7.67%,63,359
350,38,44,2,0,3,0,0,0,0,5,11, 4.35 ,9.82%,64,363
78,38,6,2,0,3,1,0,0,-3,3,10, 4.63 ,5.70%,65,366
87,38,6,2,0,0,1,0,0,0,3,10, 4.55 ,7.95%,66,367
132,38,13,2,1,3,0,0,0,0,6,10, 4.47 ,12.57%,67,371
46,38,5,2,0,0,0,0,0,0,2,10, 4.41 ,9.72%,68,378
364,38,46,2,1,0,0,0,0,0,3,10, 4.41 ,4.30%,69,379
45,38,5,2,0,3,0,0,0,0,5,10, 4.39 ,10.34%,70,382
48,38,5,2,0,0,0,0,0,0,2,10, 4.32 ,9.69%,71,386
410,38,44,0,0,0,1,0,0,0,1,9, 4.36 ,11.38%,72,401
47,38,44,2,0,3,0,0,0,-3,2,9, 4.36 ,8.77%,73,403
385,38,46,0,1,0,0,0,0,0,1,9, 4.29 ,7.86%,74,404
505,38,46,2,0,0,1,0,0,0,3,7, 4.61 ,13.84%,75,414
65,38,6,2,1,0,1,0,0,0,4,7, 4.44 ,7.22%,76,417
44,38,5,0,1,0,0,0,0,0,1,7, 4.26 ,9.14%,77,423
479,38,5,2,0,0,1,0,0,0,3,6, 4.37 ,10.99%,78,429
84,38,6,0,1,0,0,0,0,-3,-2,3, 4.57 ,7.91%,79,446
201,38,19,2,1,3,1,7,0,0,14,35, 4.39 ,8.03%,1,1
425,38,53,2,1,3,1,7,0,0,14,33, 4.42 ,11.85%,2,10
258,38,41,2,1,3,1,0,0,0,7,27, 4.54 ,10.29%,3,19
248,38,21,2,1,3,0,0,0,0,6,26, 4.39 ,8.22%,4,35
264,38,25,2,1,3,0,0,0,0,6,26, 4.37 ,10.98%,5,36
317,38,20,2,1,3,0,0,0,0,6,26, 4.28 ,12.68%,6,38
222,38,21,2,1,3,0,0,0,0,6,25, 4.30 ,10.30%,7,48
341,38,25,2,0,3,0,0,0,0,5,24, 4.38 ,9.40%,8,64
239,38,21,0,1,3,0,0,0,0,4,24, 4.35 ,9.72%,9,67
243,38,25,2,0,3,1,0,0,0,6,23, 4.44 ,9.30%,10,78
205,38,19,0,0,3,0,0,0,0,3,23, 4.43 ,8.69%,11,79
444,38,53,2,1,3,0,0,0,0,6,23, 4.42 ,6.38%,12,80
229,38,20,0,1,3,0,0,0,0,4,23, 4.40 ,9.69%,13,81
267,38,25,2,1,3,0,0,0,0,6,23, 4.39 ,15.05%,14,82
221,38,21,2,1,0,1,0,0,0,4,23, 4.38 ,11.48%,15,83
441,38,53,2,1,3,1,7,0,0,14,23, 4.36 ,11.37%,16,86
357,38,40,2,1,3,1,7,0,0,14,22, 4.31 ,9.24%,17,95
204,38,19,0,0,3,0,0,0,0,3,21, 4.43 ,3.61%,18,102
269,38,25,2,0,0,1,0,0,-3,0,20, 4.44 ,13.01%,19,113
218,38,21,2,1,3,1,7,0,0,14,20, 4.44 ,11.61%,20,114
272,38,25,2,1,3,0,0,0,0,6,18, 4.42 ,12.04%,21,135
439,38,53,2,1,3,1,0,0,0,7,18, 4.40 ,9.52%,22,137
279,38,25,2,1,3,0,0,0,0,6,18, 4.34 ,9.64%,23,141
200,38,19,2,1,3,1,0,0,0,7,18, 4.32 ,8.46%,24,143
146,38,41,2,1,3,0,0,0,0,6,17, 4.52 ,10.29%,25,147
203,38,19,2,0,3,0,0,0,0,5,17, 4.49 ,7.82%,26,150
311,38,20,2,1,3,1,0,0,0,7,17, 4.48 ,11.27%,27,151
256,38,41,2,0,3,1,0,0,0,6,17, 4.43 ,12.86%,28,156
242,38,41,2,0,3,1,0,0,0,6,17, 4.39 ,12.28%,29,163
206,38,19,2,1,3,0,0,0,0,6,17, 4.39 ,7.92%,30,164
202,38,19,2,1,3,0,0,0,0,6,17, 4.37 ,8.77%,31,168
333,38,40,2,1,3,1,0,0,0,7,17, 4.32 ,11.11%,32,170
316,38,20,2,1,3,0,0,0,0,6,16, 4.42 ,11.38%,33,185
268,38,25,2,1,3,0,0,0,0,6,16, 4.41 ,9.45%,34,188
265,38,25,0,0,3,0,0,0,0,3,15, 4.47 ,11.84%,35,204
440,38,53,2,1,3,0,0,0,0,6,15, 4.47 ,10.68%,36,205
152,38,41,2,0,3,0,0,0,0,5,15, 4.42 ,13.05%,37,210
260,38,41,0,0,3,1,0,0,0,4,15, 4.40 ,11.50%,38,213
249,38,25,0,1,3,0,0,0,0,4,15, 4.39 ,9.72%,39,217
235,38,20,2,1,3,0,0,0,0,6,15, 4.38 ,10.08%,40,219
270,38,25,2,1,0,0,0,0,0,3,15, 4.37 ,12.43%,41,220
263,38,53,0,1,3,0,0,0,0,4,15, 4.34 ,11.38%,42,222
209,38,20,2,0,3,0,0,0,0,5,15, 4.31 ,13.00%,43,225
196,38,53,2,1,3,0,0,0,0,6,14, 4.54 ,11.38%,44,231
257,38,41,2,0,3,0,0,0,0,5,14, 4.52 ,10.66%,45,234
266,38,25,2,0,3,1,0,0,0,6,14, 4.43 ,11.79%,46,240
214,38,20,2,1,0,0,0,0,0,3,14, 4.31 ,13.95%,47,247
219,38,21,0,1,3,0,0,0,0,4,14, 4.30 ,12.48%,48,248
223,38,21,2,0,0,1,0,0,0,3,14, 4.29 ,9.04%,49,249
340,38,40,2,1,3,0,0,0,0,6,14, 4.24 ,12.55%,50,251
197,38,19,2,0,0,0,0,0,0,2,13, 4.45 ,12.17%,51,266
251,38,25,0,0,3,0,0,0,0,3,13, 4.41 ,11.00%,52,274
262,38,25,2,1,0,1,0,0,0,4,13, 4.41 ,9.42%,53,275
207,38,19,0,1,3,0,0,0,0,4,13, 4.38 ,9.03%,54,281
442,38,53,2,1,0,1,0,0,0,4,13, 4.38 ,8.13%,55,282
482,38,25,0,0,3,1,0,0,-3,1,13, 4.38 ,5.77%,56,283
435,38,53,0,0,3,1,0,0,0,4,13, 4.35 ,10.69%,57,286
215,38,20,0,0,3,1,0,0,0,4,13, 4.34 ,8.95%,58,288
213,38,19,0,0,3,0,0,0,0,3,13, 4.34 ,8.57%,59,289
225,38,21,0,0,3,1,0,0,0,4,13, 4.32 ,8.45%,60,294
271,38,25,0,1,3,0,0,0,0,4,12, 4.53 ,10.43%,61,298
259,38,41,2,0,3,1,0,0,0,6,12, 4.45 ,8.61%,62,313
227,38,20,2,1,3,1,0,0,0,7,12, 4.42 ,8.28%,63,318
580,38,25,2,0,3,1,0,0,-3,3,12, 4.42 ,8.16%,64,319
278,38,25,0,1,3,0,0,0,0,4,12, 4.35 ,8.80%,65,330
336,38,40,0,1,0,0,0,0,0,1,12, 4.32 ,8.88%,66,333
253,38,41,2,1,3,0,0,0,0,6,11, 4.46 ,12.24%,67,348
273,38,25,0,0,3,1,0,0,0,4,11, 4.45 ,12.54%,68,352
436,38,53,0,0,3,0,0,0,0,3,11, 4.42 ,9.70%,69,353
360,38,40,2,1,0,0,0,0,0,3,11, 4.32 ,12.33%,70,365
335,38,40,0,1,3,0,0,0,0,4,10, 4.32 ,11.59%,71,385
238,38,19,2,1,0,0,0,0,0,3,10, 4.29 ,5.49%,72,387
359,38,40,0,0,3,0,0,0,0,3,10, 4.25 ,8.71%,73,388
361,38,40,0,0,3,0,0,0,-3,0,9, 4.36 ,11.29%,74,402
339,38,40,2,1,0,1,0,0,-3,1,9, 4.28 ,11.15%,75,405
208,38,20,0,1,0,1,0,0,0,2,8, 4.41 ,11.10%,76,408
246,38,21,0,1,0,1,0,0,-3,-1,8, 4.38 ,11.38%,77,409
254,38,41,2,0,0,0,0,0,0,2,8, 4.36 ,12.99%,78,412
438,38,53,0,0,3,0,0,0,0,3,8, 4.35 ,8.27%,79,413
217,38,21,0,1,0,1,0,0,0,2,7, 4.36 ,9.46%,80,420
216,38,20,0,0,3,0,0,0,-3,0,6, 4.37 ,12.19%,81,428
247,38,21,0,1,0,0,0,0,-3,-2,5, 4.38 ,7.97%,82,435
275,38,25,0,1,0,1,0,0,-3,-1,4, 4.48 ,10.94%,83,436
362,38,40,0,1,0,0,0,0,0,1,2, 4.34 ,12.33%,84,448
166,38,22,2,1,3,1,7,0,0,14,33, 4.43 ,6.87%,1,9
161,38,16,2,0,0,1,0,0,0,3,31, 4.46 ,12.86%,2,14
285,38,75,2,1,3,1,7,0,0,14,26, 4.48 ,8.83%,3,29
164,38,17,2,1,3,1,0,0,0,7,26, 4.45 ,6.79%,4,34
315,38,75,2,1,3,0,0,0,0,6,26, 4.35 ,12.08%,5,37
296,38,26,0,1,3,0,0,0,0,4,24, 4.43 ,3.77%,6,62
183,38,16,2,0,3,0,0,0,0,5,24, 4.37 ,9.09%,7,65
287,38,75,2,1,3,1,7,0,0,14,24, 4.35 ,11.58%,8,66
181,38,16,0,1,3,0,0,0,0,4,24, 4.34 ,8.59%,9,69
192,38,17,0,1,3,1,0,0,0,5,23, 4.44 ,9.88%,10,77
195,38,17,0,0,3,0,0,0,0,3,23, 4.38 ,11.13%,11,84
290,38,75,0,1,3,0,0,0,0,4,23, 4.38 ,5.24%,12,85
159,38,16,0,1,3,0,0,0,0,4,22, 4.42 ,7.84%,13,91
293,38,75,0,1,3,1,0,0,0,5,20, 4.48 ,5.18%,14,107
174,38,17,2,0,0,0,0,0,0,2,20, 4.45 ,7.49%,15,111
301,38,26,2,1,3,1,7,0,0,14,20, 4.41 ,5.71%,16,116
284,38,75,2,1,3,1,7,0,0,14,20, 4.35 ,6.88%,17,118
163,38,17,2,0,3,1,0,0,0,6,19, 4.44 ,12.25%,18,123
172,38,17,0,1,3,0,0,0,-3,1,18, 4.46 ,5.87%,19,132
165,38,22,2,1,3,0,0,0,0,6,18, 4.44 ,6.49%,20,133
297,38,26,0,0,3,1,0,0,-3,1,18, 4.38 ,6.00%,21,138
157,38,16,2,1,3,0,0,0,0,6,17, 4.46 ,8.37%,22,154
281,38,75,2,1,3,0,0,0,0,6,17, 4.42 ,2.93%,23,160
312,38,75,2,0,3,0,0,0,0,5,17, 4.38 ,10.50%,24,166
232,38,22,2,0,3,0,0,0,0,5,16, 4.51 ,4.16%,25,176
175,38,17,0,1,3,0,0,0,0,4,16, 4.50 ,11.64%,26,177
310,38,26,2,0,3,0,0,0,0,5,16, 4.49 ,6.51%,27,178
167,38,22,2,1,0,1,0,0,0,4,16, 4.48 ,8.14%,28,182
37,38,4,2,0,3,1,0,0,0,6,16, 4.46 ,10.39%,29,183
306,38,4,2,0,3,0,0,0,0,5,16, 4.42 ,9.39%,30,186
226,38,17,2,1,3,0,0,0,0,6,16, 4.39 ,7.86%,31,192
282,38,75,2,0,3,0,0,0,0,5,15, 4.48 ,13.57%,32,201
558,38,22,2,1,3,0,0,0,0,6,15, 4.47 ,5.03%,33,206
190,38,17,0,1,3,0,0,0,0,4,15, 4.45 ,11.21%,34,207
286,38,75,0,1,3,1,0,0,0,5,15, 4.42 ,10.27%,35,211
291,38,75,2,1,3,1,0,0,0,7,15, 4.42 ,9.51%,36,212
160,38,16,2,1,3,0,0,0,0,6,15, 4.39 ,11.02%,37,216
314,38,75,2,1,0,0,0,0,0,3,14, 4.49 ,10.25%,38,237
154,38,16,0,1,3,1,0,0,0,5,14, 4.46 ,9.82%,39,239
170,38,22,2,0,3,0,0,0,0,5,14, 4.43 ,10.08%,40,241
299,38,26,0,0,3,0,0,0,0,3,14, 4.42 ,6.68%,41,242
191,38,17,0,0,3,0,0,0,0,3,14, 4.37 ,12.26%,42,243
187,38,17,2,1,3,0,0,0,0,6,14, 4.34 ,9.64%,43,246
41,38,4,2,0,3,1,0,0,0,6,14, 4.27 ,12.87%,44,250
234,38,22,2,1,3,0,0,0,0,6,13, 4.46 ,8.47%,45,264
283,38,75,2,1,3,0,0,0,0,6,13, 4.45 ,13.53%,46,265
237,38,22,2,1,0,0,0,0,0,3,13, 4.44 ,7.39%,47,268
302,38,26,0,1,3,0,0,0,0,4,13, 4.43 ,8.16%,48,269
194,38,17,0,0,3,0,0,0,0,3,13, 4.33 ,8.98%,49,292
228,38,17,2,1,3,0,0,0,0,6,13, 4.32 ,10.25%,50,293
36,38,4,0,0,3,0,0,0,-3,0,13, 4.27 ,5.29%,51,295
320,38,75,0,1,3,1,0,0,0,5,12, 4.64 ,11.08%,52,296
171,38,17,2,0,3,0,0,0,0,5,12, 4.53 ,23.62%,53,297
173,38,17,0,0,3,0,0,0,0,3,12, 4.47 ,8.71%,54,308
178,38,22,2,0,3,0,0,0,0,5,12, 4.44 ,6.78%,55,316
189,38,17,2,1,0,1,0,0,0,4,12, 4.40 ,7.16%,56,321
304,38,4,0,1,3,1,0,0,0,5,12, 4.35 ,8.90%,57,329
577,38,17,2,1,0,1,0,0,0,4,11, 4.56 ,9.66%,58,338
176,38,17,0,1,0,0,0,0,0,1,11, 4.54 ,12.43%,59,340
292,38,75,2,0,3,0,0,0,0,5,11, 4.52 ,11.16%,60,342
300,38,26,0,1,3,0,0,0,0,4,11, 4.46 ,7.43%,61,351
188,38,17,2,0,3,0,0,0,0,5,11, 4.42 ,8.62%,62,354
233,38,22,0,1,3,0,0,0,0,4,11, 4.40 ,8.03%,63,358
288,38,75,0,1,3,1,0,0,0,5,11, 4.39 ,7.49%,64,360
508,38,75,0,1,3,0,0,0,-3,1,10, 4.49 ,5.41%,65,369
156,38,16,2,1,3,0,0,0,0,6,10, 4.48 ,12.57%,66,370
309,38,26,2,1,0,0,0,0,-3,0,10, 4.45 ,7.60%,67,375
280,38,75,2,1,0,1,0,0,0,4,10, 4.42 ,9.35%,68,377
289,38,75,2,1,3,0,0,0,0,6,10, 4.40 ,6.89%,69,380
231,38,22,0,0,3,1,0,0,-3,1,10, 4.37 ,8.81%,70,383
179,38,16,0,0,3,0,0,0,-3,0,10, 4.34 ,13.35%,71,384
168,38,22,0,0,0,0,0,0,0,0,9, 4.42 ,7.01%,72,397
298,38,26,2,0,3,1,0,0,-3,3,9, 4.40 ,8.24%,73,398
38,38,4,0,0,3,0,0,0,0,3,9, 4.39 ,9.32%,74,399
305,38,4,2,1,0,0,0,0,0,3,8, 4.38 ,8.89%,75,410
42,38,4,0,1,0,1,0,0,0,2,6, 4.36 ,12.75%,76,430
184,38,16,0,1,0,1,0,0,-3,-1,4, 4.43 ,5.93%,77,437
162,38,17,0,1,0,0,0,0,0,1,4, 4.41 ,13.34%,78,438
124,38,4,0,0,3,0,0,0,-3,0,4, 4.40 ,9.83%,79,439
29,38,4,0,0,0,1,0,0,0,1,4, 4.40 ,8.20%,80,440
180,38,16,2,0,0,0,0,0,-3,-1,4, 4.39 ,13.62%,81,441
308,38,26,2,0,0,0,0,0,-6,-4,4, 4.35 ,8.27%,82,444
406,38,47,2,1,3,1,7,0,0,14,26, 4.46 ,6.68%,1,32
450,38,56,0,1,3,1,0,0,0,5,26, 4.45 ,11.06%,2,33
412,38,52,0,1,3,1,0,0,0,5,25, 4.56 ,11.88%,3,41
389,38,47,0,1,3,0,0,0,0,4,24, 4.52 ,8.99%,4,57
421,38,52,2,0,3,0,0,0,0,5,22, 4.49 ,12.74%,5,88
468,38,56,2,1,3,0,0,0,0,6,21, 4.44 ,3.94%,6,101
426,38,52,2,0,3,1,0,0,-3,3,20, 4.47 ,9.20%,7,108
376,38,47,2,1,0,0,0,0,0,3,20, 4.46 ,11.42%,8,109
429,38,47,0,0,3,0,0,0,-3,0,20, 4.36 ,8.36%,9,117
452,38,56,2,1,3,0,0,0,0,6,18, 4.43 ,7.69%,10,134
415,38,52,2,0,3,1,0,0,0,6,17, 4.56 ,10.31%,11,146
411,38,47,2,1,3,0,0,0,0,6,17, 4.43 ,10.50%,12,157
473,38,60,2,0,3,0,0,0,0,5,17, 4.43 ,7.65%,13,158
427,38,54,2,0,3,1,0,0,0,6,17, 4.41 ,14.46%,14,161
401,38,54,0,1,3,0,0,0,0,4,17, 4.40 ,2.45%,15,162
423,38,52,2,0,3,1,0,0,0,6,17, 4.37 ,13.78%,16,167
449,38,57,0,1,3,0,0,0,0,4,16, 4.54 ,12.76%,17,174
419,38,52,2,1,3,1,0,0,0,7,16, 4.48 ,10.23%,18,180
407,38,47,2,1,3,1,0,0,0,7,16, 4.48 ,9.97%,19,181
