Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2,722,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202327,92.70%,89.30%,10.7,87.20%,95.50%,95.60%,92.70%
2,787,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,87.80%,90.80%,16.8,89.30%,92.10%,86.40%,83.90%
2,1578,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202327,87.80%,76.50%,13.7,89.90%,87.60%,84.20%,89.80%
2,1766,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,87.20%,79.90%,12.5,83.80%,95.40%,84.50%,85.10%
2,3741,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,89.00%,95.00%,12.8,85.10%,91.50%,91.90%,85.60%
2,2154,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,88.60%,90.80%,12.2,86.50%,88.70%,89.50%,89.50%
2,4558,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,76.00%,65.20%,19.7,75.70%,61.30%,83.00%,82.00%
2,754,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,81.40%,73.50%,17.9,74.00%,83.30%,81.40%,86.10%
2,1227,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,74.80%,64.50%,21.8,65.30%,76.90%,68.90%,85.80%
2,1153,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,80.70%,69.40%,16.7,78.50%,81.30%,82.00%,81.40%
2,1367,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202327,75.20%,70.30%,22.9,60.70%,82.80%,78.10%,78.40%
42,376,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,80.70%,84.60%,15.5,87.50%,89.50%,45.20%,83.80%
42,450,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202327,89.60%,84.20%,11.5,92.50%,95.90%,86.30%,83.90%
42,3868,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202327,73.20%,72.10%,20.4,82.50%,76.40%,53.30%,79.10%
42,3331,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,90.10%,86.80%,10.5,89.00%,92.20%,95.50%,84.10%
64,3746,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202327,85.00%,71.60%,10.1,84.30%,78.80%,85.00%,91.40%
9,931,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,83.50%,86.80%,20.6,82.20%,83.40%,86.80%,81.60%
9,974,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202327,81.90%,72.90%,17.1,73.70%,68.30%,88.40%,95.80%
9,819,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202327,92.20%,92.70%,12.7,88.20%,94.80%,91.20%,94.20%
9,5034,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202327,83.70%,87.50%,15.5,70.00%,93.40%,83.20%,88.10%
9,5347,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202327,86.90%,92.90%,12.7,81.20%,87.50%,89.70%,89.20%
9,929,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,83.90%,87.50%,18.2,81.70%,84.20%,83.00%,87.00%
9,2962,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202327,82.10%,80.30%,21.3,73.90%,86.80%,86.30%,80.60%
9,2946,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202327,82.80%,88.60%,21.7,55.90%,90.90%,82.40%,92.90%
57,2592,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,77.70%,89.20%,24.5,68.10%,81.20%,89.40%,70.80%
54,986,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,50.60%,97.70%,10.3,42.10%,50.00%,52.20%,56.50%
54,1699,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,85.40%,77.80%,15.7,83.10%,89.60%,85.20%,83.70%
54,3589,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202327,82.90%,88.10%,12.7,87.80%,83.90%,68.80%,88.10%
54,3533,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,77.80%,71.80%,18.4,69.80%,86.00%,78.00%,76.90%
47,1581,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202327,90.20%,78.40%,9.9,86.30%,91.90%,92.10%,91.00%
47,3395,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202327,89.80%,87.00%,8.8,82.50%,94.30%,93.60%,91.70%
47,2990,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,71.40%,84.90%,5.4,66.70%,66.70%,85.70%,65.60%
16,2103,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,82.00%,71.00%,15.2,77.00%,90.80%,78.80%,81.50%
16,2128,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202327,87.60%,87.20%,10.9,93.50%,89.80%,84.90%,82.20%
16,2336,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202327,84.30%,75.40%,13.7,95.70%,78.70%,83.70%,79.40%
16,2341,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,84.30%,85.90%,11.7,83.60%,81.50%,83.90%,87.90%
16,5448,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202327,92.30%,91.90%,10.2,89.60%,94.50%,94.00%,91.30%
17,2225,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202327,86.90%,87.50%,15.8,65.10%,90.60%,92.40%,89.20%
17,2283,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202327,92.60%,93.40%,12.1,91.40%,94.40%,89.30%,95.30%
17,5095,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202327,90.20%,94.70%,12.6,84.30%,94.40%,93.40%,88.10%
17,2503,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202327,90.20%,97.10%,10.5,92.90%,85.30%,91.80%,90.20%
16,2332,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,86.80%,88.00%,8.4,87.90%,93.80%,81.00%,83.80%
16,1954,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202327,90.70%,86.60%,10.5,92.30%,95.20%,87.30%,88.20%
16,2153,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202327,85.30%,80.90%,9.6,85.20%,80.50%,81.50%,94.20%
16,1930,,Scheduled Delivery Standard,40,Executive Review,Recovering,Store Focus,202327,91.10%,89.10%,10.3,93.60%,89.80%,89.90%,91.10%
59,4184,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202327,88.70%,79.30%,10.9,85.30%,95.00%,84.60%,90.10%
76,2581,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,92.40%,98.50%,11,85.40%,95.50%,96.20%,93.00%
76,2357,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202327,79.20%,75.60%,18.4,77.50%,83.40%,75.00%,83.30%
76,1985,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,82.10%,74.30%,16.5,87.50%,86.70%,72.30%,82.90%
76,5129,,Scheduled Delivery Standard,13,At Risk,Degrading,Store Focus,202327,91.70%,99.30%,11.8,86.90%,95.00%,94.00%,91.50%
26,3182,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202327,89.80%,88.90%,12.3,92.90%,93.50%,80.70%,92.30%
26,2058,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202327,93.80%,91.90%,11.4,94.70%,94.50%,96.40%,89.50%
26,2704,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202327,88.50%,85.90%,12.3,88.10%,93.90%,82.40%,89.70%
26,3658,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202327,90.00%,80.40%,17.9,86.20%,97.00%,91.90%,84.70%
26,2247,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202327,88.80%,82.10%,14.3,86.60%,88.90%,90.90%,88.80%
26,4499,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202327,89.60%,78.00%,14.4,92.00%,88.20%,90.10%,88.00%
26,5046,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,67.40%,53.90%,25.7,47.70%,78.70%,78.30%,61.30%
26,1464,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,89.40%,88.00%,16.9,93.60%,91.80%,93.30%,78.50%
26,5481,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,81.80%,79.80%,22.4,92.10%,79.60%,64.40%,88.60%
26,1156,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,70.60%,63.00%,19.1,72.00%,78.60%,93.30%,42.60%
26,1097,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202327,77.20%,68.70%,22.9,75.90%,78.50%,71.40%,83.10%
76,2083,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,87.80%,77.00%,11.8,87.90%,87.00%,85.00%,91.10%
59,7162,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202327,75.70%,77.40%,12,71.40%,85.10%,63.40%,83.20%
59,7180,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,92.80%,90.40%,11.4,86.90%,95.10%,97.30%,91.70%
75,1875,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202327,82.40%,71.00%,16.3,82.30%,86.10%,79.70%,81.60%
75,2279,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,78.70%,65.30%,22.4,83.50%,82.40%,75.30%,73.20%
75,2435,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,86.90%,81.70%,19.3,92.00%,84.00%,87.40%,84.00%
75,1525,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202327,88.50%,80.30%,12,84.50%,88.70%,92.00%,89.10%
75,2295,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,75.20%,64.00%,14,68.20%,86.90%,79.70%,68.50%
75,1682,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202327,86.10%,79.00%,15.5,85.10%,92.70%,96.20%,71.00%
75,1773,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202327,88.30%,85.80%,12.7,90.30%,94.10%,94.40%,74.40%
75,3216,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,86.60%,78.60%,14.4,80.30%,86.60%,89.60%,88.10%
75,3644,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202327,90.00%,84.80%,12.7,96.30%,94.20%,85.60%,87.20%
75,2412,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202327,91.50%,89.90%,16,93.10%,93.30%,92.50%,86.90%
75,3720,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202327,88.90%,92.40%,12.4,94.30%,93.90%,94.40%,59.80%
75,3804,,Scheduled Delivery Express,8,Active Monitoring,Recovering,Store Focus,202327,95.70%,69.80%,21.4,98.90%,99.00%,97.50%,88.60%
75,3804,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,76.20%,80.40%,28.5,89.20%,92.40%,73.30%,22.40%
75,1344,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,85.00%,74.40%,10.5,80.90%,88.70%,90.20%,80.00%
75,1350,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,82.00%,77.70%,15.2,65.10%,92.40%,90.90%,82.40%
4,605,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202327,64.50%,60.30%,21.2,94.30%,61.20%,57.90%,61.40%
4,635,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202327,80.40%,69.90%,14.2,79.90%,82.40%,71.00%,88.10%
4,728,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202327,58.80%,50.50%,27,86.50%,66.40%,43.00%,60.80%
4,1383,,Scheduled Delivery Standard,35,Executive Review,Recovering,Store Focus,202327,87.40%,93.80%,10.7,90.90%,87.20%,89.00%,82.60%
4,2832,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202327,78.70%,75.60%,11.4,82.40%,77.80%,74.10%,80.80%
4,2860,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,66.80%,63.20%,21.6,76.70%,89.30%,79.90%,56.20%
4,6395,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202327,81.90%,69.60%,14.4,71.30%,79.10%,84.00%,89.10%
4,7181,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202327,84.30%,86.20%,8.4,87.40%,86.20%,87.40%,76.20%
4,632,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202327,78.60%,76.50%,20,76.80%,78.30%,82.10%,77.00%
4,1037,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202327,87.00%,75.00%,18.4,93.40%,90.40%,86.50%,77.30%
4,1358,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202327,66.20%,50.40%,28.2,76.50%,65.10%,50.70%,71.80%
4,1748,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202327,86.10%,83.20%,19.6,76.20%,91.80%,89.20%,86.60%
4,2928,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,78.10%,69.40%,23.4,65.50%,81.60%,90.80%,83.20%
4,3367,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202327,90.60%,91.30%,11.4,94.80%,95.90%,81.70%,90.20%
4,4384,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202327,84.20%,77.90%,17.9,93.80%,89.50%,81.90%,72.50%
4,574,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202327,76.70%,77.70%,22.8,85.70%,87.80%,39.30%,86.20%
4,643,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202327,90.80%,89.00%,10.9,93.60%,94.10%,93.30%,81.60%
4,5087,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,78.20%,76.10%,21.9,66.20%,77.60%,80.60%,87.00%
4,5705,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202327,80.70%,80.90%,15.6,90.00%,82.80%,61.20%,84.70%
4,616,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202327,87.60%,83.80%,18.3,86.00%,92.30%,94.70%,78.60%
4,630,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202327,74.80%,70.20%,19.6,81.80%,91.70%,44.90%,74.70%
4,881,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202327,63.70%,63.80%,19.7,97.80%,51.30%,45.60%,65.80%
4,1183,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,66.40%,65.70%,24.5,62.70%,75.50%,68.20%,56.60%
4,1339,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,82.00%,72.90%,19.2,86.10%,78.80%,75.20%,86.70%
4,2214,,Scheduled Delivery Standard,39,Executive Review,Recovering,Store Focus,202327,86.30%,80.10%,13.8,91.50%,95.00%,80.00%,78.80%
4,4420,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202327,80.50%,73.90%,13.3,74.40%,79.70%,85.10%,83.30%
4,4440,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202327,84.20%,79.70%,14,87.10%,96.00%,81.70%,68.90%
4,4506,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,84.80%,77.00%,15.9,66.50%,88.60%,88.90%,91.80%
22,2108,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202327,90.50%,83.20%,15.7,88.10%,93.70%,92.90%,87.40%
22,3339,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202327,65.80%,52.50%,26.1,86.90%,54.60%,56.00%,74.40%
22,3422,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,90.80%,94.10%,16.2,86.90%,93.10%,92.90%,90.50%
22,2141,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202327,70.70%,80.50%,25.3,81.20%,66.00%,92.00%,60.40%
22,2650,,Scheduled Delivery Standard,35,Executive Review,Recovering,Store Focus,202327,90.80%,85.70%,13.2,90.10%,94.10%,94.50%,84.20%
22,5103,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,75.10%,89.20%,31.1,79.00%,89.40%,66.80%,63.90%
22,5130,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202327,78.80%,73.20%,14.4,89.60%,72.70%,72.80%,80.40%
22,5891,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202327,85.40%,90.20%,11.3,89.40%,91.70%,71.70%,88.30%
22,3475,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202327,90.40%,87.80%,12.7,89.30%,93.90%,91.90%,86.70%
22,4687,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202327,88.80%,81.60%,11.2,87.20%,91.60%,91.50%,85.50%
22,3337,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202327,72.20%,75.60%,21.6,85.00%,84.40%,48.50%,27.00%
22,1591,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202327,90.60%,90.90%,13.3,95.50%,93.30%,93.40%,77.50%
22,2041,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,88.20%,83.10%,11.3,80.70%,95.50%,87.10%,91.20%
22,5436,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202327,87.60%,82.60%,16.8,87.00%,88.70%,88.30%,86.60%
22,2560,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202327,85.90%,93.40%,10.3,91.60%,82.40%,81.50%,88.30%
4,1317,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202327,86.60%,97.90%,11.2,86.30%,86.60%,86.80%,86.80%
4,1348,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202327,63.50%,68.10%,17.2,87.10%,63.00%,21.10%,58.00%
4,1392,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202327,43.00%,58.10%,30.1,86.10%,58.10%,27.00%,14.10%
4,1767,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202327,86.10%,85.10%,13.3,89.60%,87.30%,85.70%,82.00%
4,2772,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202327,79.30%,75.80%,17.6,83.30%,83.10%,83.70%,67.20%
4,4065,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202327,68.10%,58.60%,20.2,65.80%,71.40%,68.80%,66.20%
4,4273,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202327,86.20%,93.30%,13.7,86.10%,85.10%,84.90%,88.90%
