Dept Nbr,Mod Cat,Display Desc,Long Description,UPC,Item Nbr,How to Order,GNFR Nbr
14,330,KA CLASSIC MIXER DIS,D14 DISPLAY KA CLASSIC MIXER,88304950082,568570268,GNFR,100637200
14,330,KA ARTISAN RED DISPL,D14 DISPLAY KA ARTISAN RED,88304954403,575512914,GNFR,100651946
14,330,KA DELUXE SILVER DIS,D14 DISPLAY KA PLUS SILVER,88304960002,581659333,GNFR,100665404
14,330,KA DELUXE BLUE DISP,D14 DISPLAY KA PLUS STND BLU,88304960003,581659331,GNFR,100665405
14,330,KA FP DISPLAY,D14 DISPLAY KA FOOD PROCESSOR,88304960813,587271677,GNFR,100673260
14,330,CULINARY DISPLAY,D14 DISPLAY KA CULINARY,88304962741,595426809,GNFR,100674094
14,330,B BLENDER WHT DISPLY,D14 DISPLAY B BLENDER WHT DISPLY,82948619154,650137097,GNFR,100686543
14,330,MS SINGLESERVE BLNDR,MAINSTAYS SINGLE SERVE BLENDER DISPLAY,84014620206,581850197,1-700-WALMART,NA
14,330,MS BLENDER BLK DISP,MAINSTAYS BLENDER BLACK DISPLAY,84014620207,581850198,1-700-WALMART,NA
14,330,FW TOUCH SYSTEM DSPL,FARBERWARE TOUCH SYSTEM DISPLAY,84014621021,595574618,1-700-WALMART,NA
14,330,FW STAND MIXR MTL DS,FARBERWARE STAND MIXER DISPLAY,19085893481,565836550,1-700-WALMART,NA
14,355,WMT SS HEADER DIS,D14 WMT SODASTREAM HEADER DISPLAY,81855802892,597417425,GNFR,100674154
14,355,D14 SODASTREAM C02 FIXTURE,D14 DISPLAY SODASTREAM C02 FIXT 17X33X15,NA,NA,GNFR,100670692
14,360,KEURIG K-ELITE DISPL,D14 DISPLAY KEURIG K-ELITE,61124737208,565672641,GNFR,100637104
14,360,KEU KCOMPACT BLK DIS,D14 DISPLAY KEURIG  KCOMPACT BLACK,61124737095,566720104,GNFR,100637106
14,360,KEURIG K-DUO DISPLAY,D14 DISPLAY KEURIG K-DUO,61124738115,574201712,GNFR,100646122
14,360,MC 12C SPDBRW SLT DS,D14 DISPLAY MC 12C SPD BRW SLT,9611693645,571881806,GNFR,100646133
14,360,MC 12C SPD BRW RD DS,D14 DISPLAY MC 12C SPD BRW RED,9611693646,571881807,GNFR,100646134
14,360,MC 2QT ICE TEA DIS,D14 DISPLAY MC 2QT ICE TEA,9611693664,571938158,GNFR,100646135
14,360,MC 12C SWITCH BLK DS,D14 DISPLAY MC 12C SWITCH BLK,5389115168,581912503,GNFR,100652175
14,360,KEURIG K-SLIM DISP,D14 DISPLAY KEURIG K-SLIM,61124738581,578189968,GNFR,100657835
14,360,MC 5CUP COFFEE DIS,D14 DISPLAY MC 5CUP COFFEE DIS,5389113991,578327779,GNFR,100659332
14,360,MC 12C COFFEE DISPL,D14 DISPLAY MC 12C COFFEE,5389114474,581569883,GNFR,100664031
14,360,CUISINART 12C BLK DS,D14 DISPLAY CUISINART 12C BLK,8627918084,581569878,GNFR,100665535
14,360,BUNN 10C COFFEE DIS,D14 DISPLAY BUNN 10C COFFEE,7250438356,581659245,GNFR,100665540
14,360,DISPLAY,D14 DISPLAY HB TRIO FLEXBREW,4009494686,589074286,GNFR,100670754
14,360,CHEFMAN 6-IN-1 DIGIT,D14 DISPLAY CHEFMAN 6-IN-1 DIGIT,81645802627,595639728,GNFR,100674697
14,360,CM300 DISPLAY,D14 DISPLAY NINJA CM300,62235657828,595522333,GNFR,100671226
14,360,KEURIG KSUPREME DIS,D14 DISPLAY KEURIG KSUPREME,61124738641,587411973,GNFR,100671472
14,360,DPLY KEXPE BLK,D14 DISPLAY KEURIG KEXPRES BLK,61124738925,587411957,GNFR,100671473
14,360,DPLY KEXPE BLUE,D14 DISPLAY KEURIG KEXPRES BLUE,61124738926,587411959,GNFR,100671474
14,360,KEURIG KEXPRES RD DS,D14 DISPLAY KEURIG KEXPRES RED,61124738927,587411958,GNFR,100671475
14,360,COFFEE DSP,D14 DISPLAY NINJA CFP300 COFFEE,62235657942,595625226,GNFR,100671944
14,360,MR. COFFEE FRAP DS,D14 DISPLAY MR COFFEE FRAP DS,5389116447,595423542,GNFR,100673237
14,360,MR. COFFEE ICED DS,D14 DISPLAY MR COFFEE ICED DS,5389116462,597417473,GNFR,100673238
14,360,MR. COFFEE 14 CUP DS,D14 DISPLAY MR COFFEE 14 CUP DS,5389116463,597417460,GNFR,100673239
14,360,DISPLAY,D14 DISPLAY POWERXL GRIND & GO PLUS NWD,75235683708,595536197,GNFR,100673270
14,360,ESPRESSO DISPLAY,D14 DISPLAY KA ESPRESSO,88304962725,595456006,GNFR,100673271
14,360,CUISINART COFFEE CEN,D14 DISPLAY CUISINART COFFEE CEN,8627919486,595422779,GNFR,100673292
14,360,CUISINART AUTOMATIC,D14 DISPLAY CUISINART AUTOMATIC,8627919487,595422882,GNFR,100673293
14,360,MC ESPRESSO MKR DS,D14 DISPLAY MRC ESPRESSO MKR,5389115758,586991373,GNFR,100673925
14,360,GOURMIA GRND/BRW DS,D14 DISPLAY GOURMIA GRIND/BREW,81000286244,586891727,GNFR,100678192
14,360,GOURMIA HOT/ICE ADC,D14 DISPLAY GOURMIA HOT/ICE ADC,81000286272,599493405,GNFR,100678193
14,360,K-CAFE ESS DSPLY,D14 DISPLAY KEURIG K-CAFE ESS DSPLY,61124739711,598355934,GNFR,100680820
14,360,DSPCE250WMP,D14 DISPLAY NINJA DSPCE250WMP,62235659688,651701123,GNFR,100683028
14,360,GOURMIA THERMAL DISP,D14 DISPLAY GOURMIA THERMAL DISP,81000286350,651291280,GNFR,100684543
14,360,INSTANT SOLO DISPLAY,D14 DISPLAY INSTANT SOLO DISPLAY,81010226006,652061925,GNFR,100684620
14,360,NESPRESSO INISSIA DS,NESPRESSO INISSIA DISPLAY,4438790080,582164592,1-700-WALMART,NA
14,360,NESPRESSO VERTUO DIS,NESPRESSO VERTUO DISPLAY,4438790550,582164593,1-700-WALMART,NA
14,360,B COFFEE WHT DISPLAY,BEAUTIFUL COFFEEMAKER WHITE DISPLAY,82948619152,598305144,1-700-WALMART,NA
14,360,DISPLAY UNIT,MAINSTAYS SINGLE SERVE COFFEE DISPLAY,65577201640,575424233,1-700-WALMART,NA
14,360,FW DUAL BREW DISPLAY,FARBERWARE DUAL BREW DISPLAY,65577202098,595492213,1-700-WALMART,NA
14,360,MS 5 CUP DISPLAY,MAINSTAYS 5 CUP DISPLAY,489703051141,575322300,1-700-WALMART,NA
14,360,MS 12 CUP DISPLAY,MAINSTAYS 12 CUP DISPLAY,489703051283,569751128,1-700-WALMART,NA
14,360,MS 12C PRGM DISPLAY,MAINSTAYS 12 CUP PROGRAMMABLE DISPLAY,489707455246,587010859,1-700-WALMART,NA
14,360,ESPRESSO MAKER DISPL,MAINSTAYS ESPRESSO MAKER DISPLAY,489707455274,595482027,1-700-WALMART,NA
14,360,FW TOUCH SS BRWR DS,FARBERWARE SINGLE SERVE BREWER DISPLAY,697226752014,587010861,1-700-WALMART,NA
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 COFFEE AISLE MAIN DISPLAY SET,NA,NA,GNFR,100675413
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 OMNI 4FT RISER COFFEE AISLE,NA,NA,GNFR,100675414
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 4FT RISER COFFEE AISLE,NA,NA,GNFR,100675415
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 OMNI FILLER COFFEE AISLE,NA,NA,GNFR,100675416
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 SMALL FILLER PANELS COFFEE AISLE,NA,NA,GNFR,100675417
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC ESPRESSO MKR DSPLY COFFEE AISLE,NA,NA,GNFR,100675418
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 FW ESPRESSO DSPLY COFFEE AISLE,NA,NA,GNFR,100675419
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 CM ESPRESSO DISPLAY COFFEE AISLE,NA,NA,GNFR,100675450
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MS SS COFFEE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675451
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 FW TOUCH SS BRWR DSPLY COFFEE AISLE,NA,NA,GNFR,100675452
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG KEXPRESS BL DSPLY COFFEE AISLE,NA,NA,GNFR,100675453
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG KEXPRESS RD DSPLY COFFEE AISLE,NA,NA,GNFR,100675454
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG KEXPRESS BU DSPLY COFFEE AISLE,NA,NA,GNFR,100675455
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG KCOMPACT BLK DSPLY COFFEE AISLE,NA,NA,GNFR,100675456
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG K-SLIM DISPLAY COFFEE AISLE,NA,NA,GNFR,100675457
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG KSUPREME DISPLAY COFFEE AISLE,NA,NA,GNFR,100675458
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG K-ELITE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675459
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KCAFE ESSENTIAL DISPLAY COFFEE AISLE,NA,NA,GNFR,100675460
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 KG K-DUO DISPLAY COFFEE AISLE,NA,NA,GNFR,100675461
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 FW DUO DISPLAY COFFEE AISLE,NA,NA,GNFR,100675462
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 TRIO FLEXBREW DISPLAY COFFEE AISLE,NA,NA,GNFR,100675463
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 NINJA CB CM300 DISPLAY COFFEE AISLE,NA,NA,GNFR,100675464
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 NINJA DB CFP300 DSPLY COFFEE AISLE,NA,NA,GNFR,100675465
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC ICED DISPLAY COFFEE AISLE,NA,NA,GNFR,100675466
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MS 5 CUP COFFEE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675467
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 5CUP COFFEE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675468
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MS 12C SWITCH DISPLAY COFFEE AISLE,NA,NA,GNFR,100675469
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 12C SWITCH BLK DSPLY COFFEE AISLE,NA,NA,GNFR,100675470
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MS 12C PRGM DISPLAY COFFEE AISLE,NA,NA,GNFR,100675471
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 12C COFFEE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675472
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 12C SPDBRW SLT DSPLY COFFEE AISLE,NA,NA,GNFR,100675473
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 12C SPDBRW RD DSPLY COFFEE AISLE,NA,NA,GNFR,100675474
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 GRM HOT ICE DISPLAY COFFEE AISLE,NA,NA,GNFR,100675475
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 BD 12C THERMAL DISPLAY COFFEE AISLE,NA,NA,GNFR,100675476
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 MC 14 CUP DISPLAY COFFEE AISLE,NA,NA,GNFR,100675477
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 CN 12C BLK DISPLAY COFFEE AISLE,NA,NA,GNFR,100675478
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 BF 14C TOUCH DISPLAY COFFEE AISLE,NA,NA,GNFR,100675479
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 NINJA COF BREW DISPLAY COFFEE AISLE,NA,NA,GNFR,100675480
14,360,40FT OMNI COFFEE AISLE MOD ONLY,D14 GRM GRND/BRW DISPLAY COFFEE AISLE,NA,NA,GNFR,100675481
