Market,Store,Store Type,Shipped Devices ,
550,4757,WNM,3,
550,5627,WNM,3,
550,5678,WNM,4,
550,5993,WNM,2,
550,5994,WNM,2,
551,3084,WNM,3,
551,3099,WNM,2,
551,3101,WNM,3,
551,4134,WNM,3,
551,4169,WNM,2,
551,5008,WNM,2,
551,5601,WNM,2,
551,5603,WNM,2,
551,5637,WNM,2,
551,5638,WNM,2,
551,5640,WNM,2,
551,5661,WNM,2,
551,5684,WNM,3,
552,2468,WNM,2,
552,3090,WNM,3,
552,4127,WNM,2,
552,4759,WNM,3,
552,5007,WNM,3,
552,5606,WNM,2,
552,5608,WNM,3,
552,5609,WNM,3,
552,5683,WNM,3,
552,5979,WNM,3,
552,5980,WNM,2,
552,5981,WNM,3,
552,5982,WNM,2,
399,1951,SUP,6,
450,1587,W/M,3,
450,1963,W/M,3,
450,1983,SUP,6,
450,2030,SUP,5,
450,2039,W/M,3,
450,2054,W/M,2,
450,2117,SUP,5,
450,5710,SUP,7,
450,5890,SUP,5,
451,2002,SUP,5,
451,2119,SUP,5,
451,2280,W/M,5,
451,2458,SUP,4,
451,4488,SUP,4,
451,5435,SUP,8,
451,5751,SUP,4,
451,5766,SUP,3,
451,5884,SUP,5,
452,1554,SUP,8,
452,1615,W/M,4,
452,1789,SUP,9,
452,2697,SUP,5,
452,3352,SUP,10,
452,3455,W/M,2,
452,3493,W/M,3,
452,3708,SUP,6,
452,5231,SUP,4,
453,1651,SUP,6,
453,1704,SUP,4,
453,1755,W/M,3,
453,1979,W/M,2,
453,2048,SUP,7,
453,2052,W/M,2,
453,2190,W/M,2,
453,2553,W/M,4,
453,2925,SUP,3,
453,5139,SUP,5,
454,1697,W/M,2,
454,1881,SUP,5,
454,2464,SUP,6,
454,2598,W/M,4,
454,2735,SUP,8,
454,3081,SUP,4,
454,3652,SUP,10,
454,4393,SUP,6,
454,5192,SUP,9,
454,5848,W/M,3,
455,1760,SUP,5,
455,1903,SUP,6,
455,1988,SUP,8,
455,2418,W/M,3,
455,2457,SUP,4,
455,3587,SUP,6,
455,3712,SUP,6,
455,4202,SUP,6,
455,4309,SUP,5,
455,5136,SUP,8,
457,1575,SUP,6,
457,1608,SUP,7,
457,1616,W/M,2,
457,1630,SUP,4,
457,1910,SUP,6,
457,2044,W/M,4,
457,2053,SUP,3,
457,2537,SUP,6,
457,5133,SUP,6,
457,5629,W/M,3,
468,1772,SUP,7,
468,1834,SUP,9,
468,1880,SUP,6,
468,2069,SUP,8,
468,2320,SUP,4,
468,2477,SUP,4,
468,5424,SUP,5,
468,5839,SUP,6,
511,1840,SUP,4,
511,1972,W/M,3,
511,2025,SUP,6,
511,2031,W/M,3,
511,2161,W/M,3,
511,2648,W/M,4,
511,2989,W/M,4,
511,5426,W/M,4,
511,5434,W/M,4,
511,5843,SUP,6,
446,2032,SUP,4,
446,2526,SUP,5,
446,2568,W/M,4,
446,2621,W/M,4,
446,3087,W/M,3,
446,3180,SUP,8,
446,3650,W/M,2,
446,5152,W/M,3,
447,1574,SUP,8,
447,1600,SUP,6,
447,1624,SUP,6,
447,1989,SUP,6,
447,2099,W/M,6,
447,2507,W/M,3,
447,2556,W/M,3,
447,2557,SUP,6,
447,4317,SUP,4,
447,5134,SUP,8,
448,1563,SUP,7,
448,1660,SUP,8,
448,2297,W/M,3,
448,2950,SUP,6,
448,2951,SUP,6,
448,3523,SUP,8,
448,5162,SUP,5,
448,5686,SUP,8,
449,1583,W/M,3,
449,1815,SUP,9,
449,2001,SUP,6,
449,2277,SUP,6,
449,2985,SUP,10,
449,4238,SUP,7,
449,5337,SUP,10,
449,5632,SUP,5,
449,5701,SUP,5,
465,2110,SUP,3,
465,2609,SUP,5,
465,3477,SUP,6,
465,4101,SUP,6,
465,4132,SUP,5,
465,5072,W/M,4,
465,5807,SUP,4,
465,5874,W/M,3,
484,2251,SUP,5,
484,2292,SUP,4,
484,2401,W/M,4,
484,2886,SUP,8,
484,2948,SUP,5,
484,3522,SUP,6,
484,5154,SUP,8,
484,5954,SUP,4,
581,1645,SUP,8,
581,1826,SUP,6,
581,1877,W/M,4,
581,1882,SUP,7,
581,2536,W/M,3,
581,5215,SUP,6,
581,5394,SUP,7,
581,5859,SUP,2,
581,5956,SUP,5,
445,1588,SUP,8,
445,1692,SUP,5,
445,1693,W/M,4,
445,1879,SUP,5,
445,1914,SUP,5,
445,2333,W/M,3,
445,3276,W/M,4,
445,4340,SUP,9,
445,4392,SUP,9,
458,2150,W/M,4,
458,2253,SUP,6,
458,2291,W/M,2,
458,3516,SUP,8,
458,3524,W/M,3,
458,3947,SUP,7,
458,5023,SUP,5,
458,5305,W/M,3,
458,5938,W/M,2,
459,1700,SUP,8,
459,1917,W/M,3,
459,2177,W/M,4,
459,2479,SUP,6,
459,3494,W/M,3,
459,5140,W/M,3,
459,5338,W/M,4,
459,5886,SUP,4,
459,5996,W/M,2,
460,2077,SUP,6,
460,2094,SUP,6,
460,2245,SUP,6,
460,2494,SUP,4,
460,2527,W/M,3,
460,2708,SUP,9,
460,2952,W/M,4,
460,5075,SUP,5,
461,1747,SUP,7,
461,1853,SUP,8,
461,1899,SUP,8,
461,1912,SUP,5,
461,2028,SUP,4,
461,2842,SUP,2,
461,5193,SUP,7,
461,5425,SUP,8,
462,1756,W/M,4,
462,1862,SUP,7,
462,1922,W/M,5,
462,1941,SUP,6,
462,1992,W/M,3,
462,2288,W/M,3,
462,3464,SUP,5,
462,3796,SUP,10,
463,1555,SUP,11,
463,1805,SUP,9,
463,1832,SUP,10,
463,1859,SUP,9,
463,1915,SUP,10,
463,2181,SUP,10,
463,5096,SUP,9,
463,5156,SUP,11,
463,5335,SUP,9,
464,2082,SUP,4,
464,2242,SUP,7,
464,2523,W/M,4,
464,2546,W/M,4,
464,3248,SUP,6,
464,5032,W/M,4,
464,5641,SUP,5,
464,5930,SUP,5,
466,2206,W/M,4,
466,2218,SUP,5,
466,2495,W/M,4,
466,2517,SUP,7,
466,2636,W/M,4,
466,4171,SUP,5,
466,5644,SUP,7,
467,2249,SUP,8,
467,2469,SUP,5,
467,3218,SUP,6,
467,3531,SUP,8,
467,3537,SUP,6,
467,3705,SUP,6,
467,3850,SUP,6,
467,4137,SUP,5,
467,5853,SUP,5,
471,2319,W/M,2,
471,2450,W/M,4,
471,2594,W/M,3,
471,2595,SUP,5,
471,2596,SUP,7,
471,3053,SUP,3,
471,3757,SUP,6,
471,3801,SUP,6,
471,5628,SUP,4,
472,2037,SUP,6,
472,2121,SUP,4,
472,2196,SUP,5,
472,2317,W/M,2,
472,2325,SUP,8,
472,5272,SUP,6,
472,5273,SUP,3,
472,5861,SUP,4,
473,1947,SUP,4,
473,2007,SUP,8,
473,2016,SUP,6,
473,2187,SUP,4,
473,2269,SUP,7,
473,3217,SUP,3,
473,3260,SUP,4,
473,3754,SUP,4,
473,5078,SUP,8,
474,2539,SUP,9,
474,2549,SUP,9,
474,2865,W/M,3,
474,4394,SUP,8,
474,5883,SUP,8,
475,1817,SUP,6,
475,1870,SUP,4,
475,1889,SUP,6,
475,2006,SUP,8,
475,2101,SUP,9,
475,2241,SUP,5,
475,2476,SUP,8,
475,2492,SUP,4,
475,3261,SUP,10,
475,3380,SUP,8,
476,1876,W/M,2,
476,2422,W/M,3,
476,2550,SUP,8,
476,2927,SUP,8,
476,2947,W/M,3,
476,3742,SUP,3,
476,5461,SUP,5,
476,5462,SUP,7,
476,5929,SUP,4,
477,1784,SUP,8,
477,1793,SUP,4,
477,1843,W/M,4,
477,1920,W/M,4,
477,4176,SUP,6,
477,4221,SUP,6,
477,5368,SUP,8,
477,5440,W/M,4,
477,5935,SUP,5,
478,1775,SUP,8,
478,1925,SUP,2,
478,2075,SUP,3,
478,2243,SUP,6,
478,2315,W/M,2,
478,2538,W/M,3,
478,3239,SUP,8,
478,3258,SUP,9,
478,5396,SUP,7,
514,2385,SUP,5,
514,2403,SUP,9,
514,2516,SUP,6,
514,2571,W/M,2,
514,3525,SUP,8,
514,3794,SUP,6,
514,5041,SUP,7,
514,5073,W/M,3,
502,3156,WNM,2,
502,3157,WNM,2,
502,3299,WNM,3,
502,3330,WNM,2,
502,3880,WNM,2,
#N/A,3885,#N/A,3,
502,4184,WNM,2,
502,4220,WNM,2,
502,4388,WNM,2,
502,5754,WNM,3,
502,5755,WNM,2,
502,6226,WNM,2,
502,6798,WNM,2,
502,6936,WNM,3,
502,7174,WNM,2,
502,7177,WNM,3,
509,3603,WNM,2,
509,3605,WNM,3,
509,3614,WNM,2,
509,3622,WNM,3,
509,5829,WNM,2,
546,4421,WNM,3,
546,4426,WNM,3,
546,4527,WNM,3,
546,5198,WNM,2,
546,5903,WNM,3,
546,5907,WNM,2,
546,6732,WNM,3,
96,2499,WNM,3,
96,4197,WNM,2,
96,6894,WNM,3,
102,6941,WNM,4,
103,3935,WNM,2,
103,4826,WNM,2,
103,5615,WNM,3,
492,4619,WNM,2,
492,4654,WNM,2,
492,5780,WNM,3,
492,6943,WNM,3,
492,6975,WNM,3,
534,4375,WNM,3,
534,5837,WNM,3,
537,2744,WNM,2,
537,2745,WNM,5,
537,4579,WNM,3,
537,5789,WNM,3,
537,5790,WNM,2,
538,2839,WNM,2,
538,3238,WNM,3,
538,4470,WNM,4,
538,4478,WNM,3,
538,5791,WNM,3,
544,3424,WNM,3,
544,3990,WNM,2,
544,4189,WNM,3,
544,4580,WNM,3,
544,4673,WNM,3,
544,4756,WNM,2,
544,5248,WNM,3,
544,5256,WNM,3,
544,5459,WNM,3,
545,5623,WNM,3,
545,5653,WNM,3,
545,5740,WNM,2,
545,5744,WNM,3,
545,5769,WNM,3,
545,5771,WNM,2,
545,6531,WNM,3,
548,3414,WNM,3,
548,4434,WNM,3,
548,5876,WNM,3,
549,3606,WNM,3,
549,3629,WNM,3,
549,3862,WNM,2,
549,4561,WNM,2,
549,6398,WNM,3,
559,4565,WNM,3,
559,5265,WNM,4,
154,1967,SUP,6,
154,1984,SUP,6,
154,2174,SUP,9,
154,2228,W/M,3,
154,2289,SUP,6,
154,2386,SUP,8,
154,2683,W/M,2,
154,2797,W/M,5,
154,2901,W/M,2,
154,5278,SUP,7,
156,1918,W/M,4,
156,2012,SUP,8,
156,2118,W/M,4,
156,2155,SUP,5,
156,2158,SUP,6,
156,2267,W/M,4,
156,2329,SUP,3,
156,2629,SUP,7,
156,2964,SUP,6,
156,3409,SUP,9,
156,4387,SUP,5,
157,1762,SUP,6,
157,2139,W/M,4,
157,2180,W/M,3,
157,2222,SUP,4,
157,2640,W/M,4,
157,2660,W/M,4,
157,2903,W/M,3,
157,3114,SUP,6,
157,3535,SUP,5,
159,1970,SUP,3,
159,2103,SUP,6,
159,2122,SUP,6,
159,2128,SUP,5,
159,2227,W/M,3,
159,2336,SUP,6,
159,2341,W/M,5,
159,2902,W/M,4,
159,2904,W/M,3,
159,3200,W/M,4,
160,1906,W/M,3,
160,2021,SUP,12,
160,2095,SUP,5,
160,2157,SUP,6,
160,2184,W/M,3,
160,2366,SUP,9,
160,2953,SUP,7,
160,3560,SUP,6,
160,3561,W/M,2,
160,5448,SUP,5,
179,1797,SUP,5,
179,1856,SUP,8,
179,1919,W/M,3,
179,1924,SUP,8,
179,1932,SUP,8,
179,1974,W/M,2,
179,2013,SUP,10,
179,2047,SUP,6,
179,2143,SUP,5,
179,2178,SUP,3,
179,5076,SUP,7,
180,1866,SUP,4,
180,1868,SUP,8,
180,1939,SUP,7,
180,2046,SUP,7,
180,2140,SUP,4,
180,2183,SUP,4,
180,2202,SUP,6,
180,2634,SUP,5,
180,2681,W/M,2,
180,3269,SUP,3,
181,1975,SUP,5,
181,2138,W/M,2,
181,2224,W/M,2,
181,2332,W/M,3,
181,2369,SUP,4,
181,2530,W/M,4,
181,2639,SUP,4,
181,2682,SUP,2,
181,2758,SUP,3,
181,4156,SUP,3,
181,4389,SUP,3,
183,1698,SUP,7,
183,1749,SUP,8,
183,1788,SUP,6,
183,1954,SUP,7,
183,2055,SUP,6,
183,2130,SUP,4,
183,2153,SUP,6,
183,2330,SUP,8,
183,2398,W/M,2,
183,2659,W/M,2,
184,1785,W/M,4,
184,1796,SUP,8,
184,1907,SUP,4,
184,1930,W/M,3,
184,2057,W/M,2,
184,2399,SUP,7,
184,3491,W/M,3,
184,3549,W/M,3,
187,1871,SUP,14,
187,1946,SUP,7,
187,1994,SUP,6,
187,2092,W/M,2,
187,2116,SUP,9,
187,2424,SUP,4,
187,3329,SUP,5,
187,3334,SUP,6,
187,4403,SUP,8,
187,5497,SUP,9,
187,5498,SUP,4,
188,1940,SUP,9,
188,1997,SUP,5,
188,2056,SUP,8,
188,2097,SUP,3,
188,2152,SUP,6,
188,2351,SUP,7,
188,2370,SUP,4,
188,2504,SUP,8,
188,2844,SUP,9,
188,3583,SUP,5,
189,1677,SUP,10,
189,1806,SUP,6,
189,2093,SUP,7,
189,2146,SUP,8,
189,2234,SUP,7,
189,2264,W/M,2,
189,2285,SUP,12,
189,2444,SUP,7,
189,2874,SUP,6,
161,1873,SUP,6,
161,1964,SUP,8,
161,2225,SUP,6,
161,2261,SUP,4,
161,2283,SUP,10,
161,2373,W/M,3,
161,2747,W/M,4,
161,2885,W/M,3,
161,3301,W/M,3,
162,1891,SUP,5,
162,1980,SUP,4,
162,2022,SUP,4,
162,2170,W/M,3,
162,2200,W/M,3,
162,2282,SUP,8,
162,2331,SUP,8,
162,2854,SUP,6,
162,2898,W/M,2,
162,5777,SUP,6,
163,2232,W/M,2,
163,2299,SUP,6,
163,2371,SUP,6,
163,2719,W/M,4,
163,2899,W/M,2,
163,2900,W/M,4,
163,2965,W/M,3,
163,3545,W/M,3,
163,5095,SUP,4,
163,5439,SUP,4,
164,1810,SUP,11,
164,1959,SUP,9,
164,2104,SUP,7,
164,2531,W/M,6,
164,2547,SUP,4,
164,2637,SUP,8,
164,2905,W/M,4,
164,4570,SUP,2,
171,2156,W/M,4,
171,2286,W/M,4,
171,2906,W/M,3,
171,2915,W/M,4,
171,2917,W/M,4,
171,5202,W/M,6,
171,8331,SUP,8,
172,2583,W/M,5,
172,2916,W/M,4,
172,3420,W/M,4,
172,5293,SUP,2,
172,5295,SUP,8,
173,2144,W/M,3,
173,2163,W/M,4,
173,2284,SUP,9,
173,2585,W/M,4,
173,2897,W/M,3,
173,2954,W/M,3,
173,3543,W/M,4,
173,3546,W/M,3,
173,3547,W/M,4,
173,3548,W/M,5,
173,3803,W/M,4,
173,5294,W/M,4,
174,2003,SUP,7,
174,2090,W/M,4,
174,2294,SUP,4,
174,2497,SUP,8,
174,2503,SUP,4,
174,2582,W/M,2,
174,2604,W/M,3,
174,3291,W/M,4,
175,2633,W/M,4,
175,2651,SUP,8,
175,2825,W/M,4,
175,3078,SUP,5,
175,3469,SUP,5,
175,4153,SUP,5,
175,5201,W/M,4,
175,5281,W/M,4,
176,3292,W/M,3,
176,3598,W/M,3,
176,3912,SUP,6,
176,5111,W/M,5,
176,5178,W/M,3,
176,5867,SUP,6,
190,1781,SUP,8,
190,1835,SUP,7,
190,1976,SUP,10,
190,2120,SUP,7,
190,2135,SUP,5,
190,2262,SUP,5,
190,2992,SUP,6,
190,3221,SUP,4,
190,5240,SUP,5,
190,5732,SUP,7,
577,3159,SUP,5,
577,3443,W/M,4,
577,3520,SUP,7,
577,3562,W/M,6,
577,3795,SUP,8,
577,5077,W/M,4,
577,5752,SUP,7,
165,1742,SUP,8,
165,1807,SUP,7,
165,1869,W/M,4,
165,2108,SUP,8,
165,2109,W/M,4,
165,2254,W/M,2,
165,3339,SUP,8,
165,3422,SUP,7,
165,3774,SUP,8,
165,5476,SUP,8,
170,2040,SUP,6,
170,5012,SUP,8,
178,1844,W/M,2,
178,1921,W/M,3,
178,1977,SUP,6,
178,2195,SUP,6,
178,3212,SUP,8,
178,3236,SUP,6,
178,3337,SUP,6,
178,3830,SUP,5,
178,5142,SUP,6,
178,5414,SUP,6,
284,1736,SUP,9,
284,1741,SUP,9,
284,2041,W/M,2,
284,2555,W/M,3,
284,3802,SUP,9,
284,5039,SUP,11,
284,5384,W/M,3,
284,5436,W/M,4,
285,2419,W/M,3,
285,2460,SUP,6,
285,2791,SUP,16,
285,4378,SUP,4,
558,2518,W/M,3,
558,2841,W/M,3,
558,2871,SUP,5,
558,3266,W/M,3,
558,4456,SUP,7,
558,5047,W/M,6,
558,5340,W/M,3,
558,5944,SUP,3,
287,1523,SUP,7,
287,1525,SUP,7,
287,1730,SUP,3,
287,2295,SUP,5,
287,2795,SUP,4,
287,3869,SUP,3,
287,4191,SUP,3,
287,4350,SUP,3,
287,7032,SUP,5,
288,1631,SUP,6,
288,1682,SUP,6,
288,1687,SUP,6,
288,1759,SUP,7,
288,1773,SUP,7,
288,3214,SUP,6,
288,3219,SUP,6,
288,3265,SUP,7,
288,3831,SUP,5,
288,4623,SUP,6,
289,1688,SUP,5,
289,1811,SUP,6,
289,1841,SUP,10,
289,2529,SUP,7,
289,3216,SUP,8,
289,3644,SUP,6,
289,4064,SUP,5,
289,5253,SUP,8,
289,5488,SUP,6,
289,5922,SUP,5,
290,1424,SUP,6,
290,1524,SUP,5,
290,1969,SUP,6,
290,2160,SUP,4,
290,2808,SUP,6,
290,2821,SUP,6,
290,4476,SUP,6,
290,5847,SUP,5,
291,1833,SUP,8,
291,1852,SUP,6,
291,2136,SUP,8,
291,2438,SUP,5,
291,2520,SUP,6,
291,3588,SUP,6,
291,4258,SUP,7,
291,4638,SUP,5,
291,5343,SUP,9,
291,5731,SUP,4,
312,1243,SUP,5,
312,1292,SUP,8,
312,1301,SUP,6,
312,1309,SUP,6,
312,1652,SUP,5,
312,2312,SUP,5,
312,2337,SUP,5,
312,2762,SUP,5,
312,3243,SUP,4,
312,3770,SUP,3,
314,1345,SUP,6,
314,1465,SUP,8,
314,1486,SUP,5,
314,1934,SUP,6,
314,2645,SUP,2,
314,2705,SUP,4,
314,2805,SUP,2,
314,3768,SUP,5,
314,4636,SUP,4,
315,1335,SUP,5,
315,1344,SUP,5,
315,1350,SUP,7,
315,1399,SUP,6,
315,1726,SUP,4,
315,1780,SUP,4,
315,2565,SUP,4,
315,2807,SUP,5,
315,4682,SUP,5,
315,4697,SUP,6,
315,5117,SUP,6,
508,5779,SUP,4,
191,1705,SUP,5,
191,1830,SUP,7,
191,1831,SUP,7,
191,1926,SUP,4,
191,2166,SUP,6,
191,2581,SUP,9,
191,2911,SUP,6,
191,3332,SUP,7,
191,5242,SUP,10,
192,1610,W/M,3,
192,1619,SUP,7,
192,1673,SUP,8,
192,1731,SUP,4,
192,1744,SUP,7,
192,1813,SUP,6,
192,2785,SUP,4,
192,3280,SUP,8,
192,3842,SUP,7,
192,5282,SUP,2,
194,1949,SUP,8,
194,1966,SUP,7,
194,1973,SUP,8,
194,2043,W/M,2,
194,2159,SUP,8,
194,2164,SUP,6,
194,2326,W/M,2,
194,2405,SUP,10,
194,2859,SUP,16,
194,5027,SUP,10,
195,1909,SUP,9,
195,1993,SUP,11,
195,2088,SUP,5,
195,2107,SUP,8,
195,2210,SUP,4,
195,2355,SUP,6,
195,2586,SUP,5,
195,3607,SUP,5,
195,4597,SUP,7,
283,2194,W/M,3,
283,3035,SUP,4,
283,5753,SUP,5,
283,5968,SUP,4,
286,1406,SUP,6,
286,1825,SUP,6,
286,2437,SUP,6,
286,2564,SUP,5,
286,2647,SUP,4,
286,3344,SUP,6,
286,3573,SUP,6,
286,4514,SUP,6,
286,5105,SUP,8,
286,6952,SUP,5,
292,1904,SUP,8,
292,2015,SUP,5,
292,2038,SUP,7,
292,3077,SUP,5,
292,5227,W/M,3,
292,5880,SUP,6,
292,5969,SUP,6,
207,1416,SUP,4,
207,1913,SUP,6,
207,2191,SUP,5,
207,2350,SUP,6,
207,3445,SUP,7,
207,4479,SUP,6,
207,5028,SUP,5,
207,5029,SUP,5,
207,5030,SUP,4,
207,5385,SUP,4,
213,1429,SUP,6,
213,1445,SUP,3,
213,1448,SUP,9,
213,1539,SUP,7,
213,1622,SUP,6,
213,1628,SUP,5,
213,1986,SUP,8,
213,2613,SUP,3,
213,3809,SUP,2,
213,5309,SUP,6,
213,5471,SUP,6,
208,1707,SUP,8,
208,2063,SUP,9,
208,2193,SUP,7,
208,2197,SUP,7,
208,2211,SUP,6,
208,2541,SUP,8,
208,2910,SUP,6,
208,3860,SUP,5,
209,1857,W/M,4,
209,1863,SUP,4,
209,1927,SUP,5,
209,2313,SUP,6,
209,2359,SUP,8,
209,2506,SUP,6,
209,3250,SUP,5,
209,3293,SUP,6,
209,3608,SUP,6,
209,5387,SUP,4,
214,1839,SUP,6,
214,2073,SUP,4,
214,2266,SUP,7,
214,2316,SUP,6,
214,2362,SUP,6,
214,4255,SUP,7,
214,4285,SUP,6,
214,5066,SUP,8,
214,5082,SUP,6,
215,1812,SUP,6,
215,1894,SUP,6,
215,1895,W/M,4,
215,1911,SUP,8,
215,2323,SUP,6,
215,2361,W/M,4,
215,2914,SUP,7,
215,2966,SUP,7,
215,3722,SUP,6,
215,5285,SUP,6,
215,5410,SUP,6,
216,1724,SUP,4,
216,1937,SUP,7,
216,2078,SUP,6,
216,2115,SUP,6,
216,2149,SUP,6,
216,2199,SUP,6,
216,2209,SUP,6,
216,3262,SUP,6,
216,3581,SUP,4,
311,154,SUP,8,
311,1023,SUP,6,
311,1302,SUP,6,
311,1336,W/M,2,
311,1763,SUP,6,
311,2089,SUP,7,
311,2761,SUP,5,
311,3270,SUP,5,
311,3303,SUP,4,
311,3480,SUP,5,
311,3772,SUP,4,
317,2646,SUP,4,
317,2662,SUP,3,
217,1239,SUP,5,
217,1595,SUP,4,
217,1990,W/M,2,
217,2426,SUP,6,
217,2471,SUP,5,
217,2725,SUP,5,
217,2774,SUP,5,
217,3812,SUP,4,
217,5185,SUP,6,
217,5203,SUP,4,
218,1368,SUP,4,
218,1427,SUP,5,
218,1519,SUP,5,
218,1564,SUP,8,
218,2400,SUP,5,
218,2572,SUP,4,
218,2605,SUP,6,
218,3251,SUP,4,
218,3282,SUP,4,
218,3486,SUP,6,
218,3515,SUP,4,
219,1594,SUP,7,
219,2098,SUP,6,
219,2666,W/M,3,
219,2726,SUP,6,
219,3447,SUP,4,
219,3580,SUP,7,
219,3792,SUP,6,
219,5184,SUP,5,
219,5466,SUP,7,
219,5857,SUP,4,
221,1289,SUP,5,
221,1407,SUP,4,
221,1441,SUP,5,
221,1503,SUP,6,
221,1504,SUP,5,
221,2309,SUP,6,
221,2441,SUP,4,
221,3502,SUP,4,
221,3571,SUP,4,
221,3784,SUP,5,
221,5499,SUP,6,
222,1264,SUP,7,
222,1330,SUP,8,
222,1333,SUP,5,
222,1433,SUP,8,
222,1718,SUP,5,
222,1750,SUP,4,
222,2542,SUP,4,
222,3206,SUP,8,
222,3300,SUP,7,
222,3840,SUP,6,
222,5355,SUP,3,
223,1331,SUP,6,
223,1410,SUP,6,
223,1463,SUP,6,
223,1495,SUP,6,
223,2124,SUP,6,
223,2429,SUP,5,
223,3641,SUP,4,
223,3765,SUP,4,
223,3783,SUP,4,
223,5104,SUP,5,
223,5409,SUP,5,
225,1443,SUP,7,
225,1521,SUP,5,
225,2250,SUP,4,
225,2447,SUP,5,
225,3342,SUP,4,
225,3749,SUP,5,
225,4609,SUP,4,
239,2035,SUP,6,
239,2275,SUP,3,
239,5374,SUP,4,
259,1478,SUP,6,
494,4053,WNM,3,
494,4054,WNM,2,
494,5408,WNM,2,
494,5767,WNM,2,
494,5804,WNM,2,
494,6390,WNM,2,
494,6470,WNM,2,
498,3635,WNM,3,
498,4528,WNM,2,
546,2773,WNM,2,
546,2801,WNM,2,
546,2840,WNM,2,
546,2858,WNM,3,
546,4517,WNM,3,
546,4519,WNM,2,
546,4525,WNM,2,
546,4530,WNM,2,
554,840,WNM,2,
554,920,WNM,2,
554,2465,WNM,2,
554,2699,WNM,2,
554,2731,WNM,2,
554,3069,WNM,2,
554,3070,WNM,2,
554,3071,WNM,2,
554,3072,WNM,2,
554,3074,WNM,2,
554,4206,WNM,3,
554,5267,WNM,2,
554,5813,WNM,2,
554,5815,WNM,2,
554,7339,WNM,2,
96,3162,WNM,3,
96,4142,WNM,3,
96,4160,WNM,2,
96,4211,WNM,2,
96,4425,WNM,2,
96,5106,WNM,2,
96,5132,WNM,3,
96,5179,WNM,2,
96,5365,WNM,3,
96,5366,WNM,3,
102,2392,WNM,2,
102,3066,WNM,2,
102,4354,WNM,2,
102,5321,WNM,2,
102,5451,WNM,4,
102,5453,WNM,2,
102,5622,WNM,6,
102,5826,WNM,2,
102,6937,WNM,2,
102,6968,WNM,3,
102,7221,WNM,3,
102,7298,WNM,2,
102,7307,WNM,2,
103,2907,WNM,2,
103,2930,WNM,3,
103,3183,WNM,2,
103,4140,WNM,4,
103,4498,WNM,2,
103,4563,WNM,3,
103,4595,WNM,2,
103,4617,WNM,2,
103,5719,WNM,3,
103,5945,WNM,2,
488,2396,WNM,2,
488,2406,WNM,2,
488,3011,WNM,2,
