Market,Store,Store Type,Shipped Devices ,
53,217,SUP,6,
53,1216,SUP,6,
53,2105,SUP,6,
53,2996,SUP,4,
53,4240,SUP,9,
53,5092,SUP,6,
53,5889,SUP,4,
55,260,SUP,8,
55,286,SUP,5,
55,565,SUP,5,
55,1118,SUP,6,
55,2667,SUP,8,
55,4164,SUP,6,
55,4215,SUP,4,
56,2926,SUP,6,
56,3777,SUP,7,
56,5866,SUP,7,
56,6300,SUP,7,
56,7178,SUP,9,
76,211,SUP,3,
76,248,SUP,4,
76,320,W/M,2,
76,561,SUP,3,
76,610,SUP,5,
76,746,SUP,6,
76,939,SUP,4,
76,1254,SUP,5,
76,5389,SUP,6,
76,6929,SUP,6,
76,7156,SUP,5,
479,421,SUP,6,
479,940,SUP,7,
479,972,SUP,6,
479,2980,SUP,9,
479,3773,SUP,8,
479,4165,SUP,5,
479,5247,SUP,7,
479,5312,SUP,6,
479,5316,SUP,10,
479,5764,SUP,8,
583,259,SUP,7,
583,789,SUP,7,
583,1800,SUP,6,
583,3224,SUP,7,
583,3225,SUP,8,
583,5987,SUP,8,
583,8930,SUP,2,
59,297,SUP,6,
59,744,SUP,7,
59,849,SUP,7,
59,1103,SUP,6,
59,1279,SUP,8,
59,1837,SUP,7,
59,4298,SUP,5,
59,6579,SUP,6,
60,194,SUP,6,
60,522,SUP,4,
60,1137,SUP,4,
60,1186,SUP,5,
60,2439,SUP,5,
60,3298,SUP,4,
60,3500,SUP,6,
60,5116,SUP,6,
61,462,SUP,5,
61,482,W/M,2,
61,504,SUP,6,
61,527,SUP,3,
61,529,SUP,6,
61,808,SUP,6,
61,1405,SUP,4,
61,5388,SUP,5,
62,546,SUP,6,
62,872,SUP,6,
62,915,SUP,5,
62,2505,SUP,5,
62,2993,SUP,6,
62,3510,SUP,6,
62,3572,SUP,7,
62,5449,SUP,5,
63,752,SUP,4,
63,1062,SUP,6,
63,2724,SUP,5,
63,3425,SUP,5,
63,4526,SUP,4,
63,5612,SUP,7,
63,5959,SUP,6,
64,772,SUP,7,
64,2066,SUP,5,
64,2718,W/M,2,
64,3296,SUP,6,
64,3302,SUP,4,
64,3584,SUP,6,
64,3827,SUP,7,
65,344,SUP,2,
65,768,SUP,7,
65,1040,SUP,8,
65,1409,SUP,4,
65,3226,SUP,7,
65,3640,SUP,5,
65,4111,SUP,6,
65,4512,SUP,7,
65,5246,SUP,2,
67,703,SUP,6,
67,2257,SUP,4,
67,3297,SUP,7,
67,4416,SUP,5,
67,4538,SUP,6,
67,5045,SUP,8,
67,5091,SUP,8,
82,1129,SUP,4,
82,1253,SUP,4,
82,2133,SUP,4,
82,2991,SUP,6,
82,4130,SUP,5,
82,4163,SUP,4,
82,4219,SUP,5,
82,4554,SUP,3,
82,5317,SUP,4,
83,77,SUP,2,
83,280,SUP,3,
83,475,SUP,4,
83,1185,SUP,4,
83,3169,SUP,4,
83,3170,SUP,2,
83,3569,SUP,4,
83,5479,SUP,5,
83,5480,SUP,5,
84,330,SUP,5,
84,385,W/M,2,
84,437,SUP,3,
84,463,SUP,3,
84,503,W/M,2,
84,524,SUP,2,
84,1067,W/M,2,
84,1098,SUP,3,
84,4194,SUP,4,
85,293,W/M,2,
85,321,SUP,4,
85,322,SUP,7,
85,446,W/M,2,
85,473,W/M,2,
85,567,W/M,2,
85,846,SUP,3,
85,951,W/M,2,
85,1042,SUP,4,
85,1150,SUP,7,
85,4183,SUP,5,
87,292,SUP,2,
87,404,SUP,4,
87,765,SUP,4,
87,865,SUP,6,
87,1347,SUP,4,
87,1803,SUP,3,
87,2404,SUP,3,
87,2769,SUP,3,
87,3391,SUP,4,
87,4055,SUP,4,
87,4115,SUP,5,
70,600,SUP,4,
70,755,SUP,9,
70,793,SUP,6,
70,812,SUP,4,
70,822,SUP,5,
70,900,SUP,3,
70,1516,SUP,5,
70,3383,SUP,8,
70,3384,SUP,4,
70,5216,SUP,8,
71,861,SUP,5,
71,927,SUP,4,
71,945,SUP,7,
71,1051,SUP,4,
71,3826,SUP,6,
71,4299,SUP,7,
71,6898,SUP,6,
73,513,SUP,4,
73,537,SUP,7,
73,608,SUP,6,
73,626,W/M,2,
73,897,SUP,3,
73,898,W/M,2,
73,2891,SUP,5,
73,3645,SUP,6,
74,438,SUP,2,
74,535,SUP,8,
74,536,SUP,6,
74,601,SUP,5,
74,1078,W/M,2,
74,1249,SUP,4,
74,1257,SUP,2,
74,1272,SUP,4,
74,3381,SUP,4,
74,7281,SUP,4,
77,290,SUP,2,
77,465,SUP,2,
77,478,W/M,2,
77,757,SUP,4,
77,901,SUP,4,
77,1313,SUP,4,
77,3112,SUP,4,
77,3279,SUP,4,
77,4103,SUP,2,
77,5144,SUP,4,
77,5245,SUP,4,
78,440,SUP,3,
78,442,SUP,3,
78,458,SUP,3,
78,464,SUP,6,
78,470,SUP,4,
78,490,SUP,3,
78,791,SUP,4,
78,1494,SUP,4,
78,5460,SUP,3,
78,5898,SUP,4,
80,395,SUP,4,
80,397,SUP,4,
80,429,SUP,4,
80,452,SUP,3,
80,1958,SUP,4,
80,3320,SUP,4,
80,3567,SUP,3,
80,3886,SUP,4,
80,4508,SUP,3,
80,5165,SUP,4,
80,5809,SUP,4,
81,381,SUP,6,
81,407,SUP,6,
81,476,SUP,3,
81,781,SUP,3,
81,813,SUP,7,
81,917,SUP,2,
81,1073,SUP,2,
81,1232,SUP,6,
81,1303,SUP,6,
81,3319,SUP,6,
81,6286,SUP,5,
86,999,SUP,4,
86,1235,SUP,4,
86,2239,SUP,4,
86,2599,SUP,4,
86,3058,SUP,4,
86,3106,SUP,4,
86,3888,SUP,7,
86,4102,SUP,2,
86,5145,SUP,4,
88,443,SUP,2,
88,447,SUP,4,
88,461,SUP,4,
88,554,W/M,3,
88,782,SUP,4,
88,1046,W/M,2,
88,3518,SUP,4,
88,3623,SUP,4,
88,5713,SUP,3,
506,508,SUP,4,
506,1126,SUP,3,
506,1154,SUP,3,
506,1198,SUP,4,
506,2864,SUP,4,
506,3056,SUP,4,
506,3057,SUP,3,
506,3107,SUP,3,
506,4131,SUP,4,
506,4162,SUP,4,
506,5146,SUP,4,
569,413,SUP,3,
569,456,SUP,5,
569,595,SUP,5,
569,1000,SUP,4,
569,1041,SUP,4,
569,1296,SUP,4,
569,2763,SUP,3,
569,2765,SUP,3,
569,4112,SUP,4,
569,5808,SUP,3,
46,146,SUP,4,
46,165,SUP,6,
46,180,SUP,4,
46,345,SUP,7,
46,398,SUP,6,
46,399,SUP,7,
46,523,SUP,4,
46,572,SUP,6,
46,918,SUP,5,
46,3828,SUP,4,
66,283,W/M,2,
66,383,SUP,6,
66,384,SUP,5,
66,408,SUP,6,
66,449,SUP,5,
66,457,SUP,7,
66,651,SUP,5,
66,777,SUP,6,
68,351,SUP,4,
68,400,SUP,6,
68,602,SUP,6,
68,3213,SUP,6,
68,3390,SUP,6,
68,3585,SUP,5,
68,3591,SUP,5,
68,5287,SUP,6,
503,140,SUP,8,
503,163,SUP,6,
503,214,SUP,5,
503,236,SUP,2,
503,249,SUP,6,
503,275,SUP,7,
503,285,SUP,6,
503,288,SUP,3,
503,364,SUP,4,
47,131,SUP,5,
47,148,SUP,7,
47,181,SUP,5,
47,226,SUP,2,
47,240,SUP,4,
47,417,SUP,5,
47,427,SUP,6,
47,2123,SUP,7,
349,271,SUP,4,
349,414,SUP,8,
349,420,SUP,7,
349,1148,SUP,8,
349,3229,SUP,3,
350,147,SUP,8,
350,158,SUP,4,
350,185,SUP,7,
350,947,SUP,4,
9,3049,WNM,2,
9,3143,WNM,2,
9,3357,WNM,2,
9,3377,WNM,2,
9,4264,WNM,2,
9,4293,WNM,2,
9,4324,WNM,2,
9,4473,WNM,2,
9,4490,WNM,3,
9,4603,WNM,2,
9,5304,WNM,2,
9,5725,WNM,3,
397,3354,WNM,3,
397,3355,WNM,3,
397,3356,WNM,2,
397,3655,WNM,3,
397,3788,WNM,2,
397,4339,WNM,3,
397,5258,WNM,2,
397,5259,WNM,3,
397,5269,WNM,3,
397,5306,WNM,3,
397,5423,WNM,4,
490,3019,WNM,2,
490,3082,WNM,2,
490,3083,WNM,2,
490,3126,WNM,2,
490,3127,WNM,3,
490,3128,WNM,2,
490,3175,WNM,2,
490,3176,WNM,2,
490,3740,WNM,3,
490,4196,WNM,2,
490,4491,WNM,3,
490,4747,WNM,4,
490,5828,WNM,2,
490,6178,WNM,2,
510,2632,WNM,3,
510,3314,WNM,2,
510,3315,WNM,2,
510,3604,WNM,3,
510,3844,WNM,2,
510,3845,WNM,2,
510,3846,WNM,2,
510,4218,WNM,2,
510,4233,WNM,2,
510,4275,WNM,2,
510,5257,WNM,2,
510,5332,WNM,2,
510,5349,WNM,2,
510,7320,WNM,2,
557,3094,WNM,2,
557,3988,WNM,3,
557,4100,WNM,4,
557,4180,WNM,3,
557,4494,WNM,3,
557,4700,WNM,2,
557,4706,WNM,2,
557,5109,WNM,2,
557,5110,WNM,2,
557,5205,WNM,2,
557,5206,WNM,3,
557,7043,WNM,2,
557,7168,WNM,3,
526,3661,WNM,3,
526,4105,WNM,2,
526,4366,WNM,4,
526,4415,WNM,3,
526,5108,WNM,3,
526,5726,WNM,2,
526,5782,WNM,3,
526,5960,WNM,2,
526,5962,WNM,2,
526,6587,WNM,3,
526,6813,WNM,4,
570,2451,WNM,2,
570,3317,WNM,3,
570,3385,WNM,2,
570,3512,WNM,2,
570,3517,WNM,2,
570,4676,WNM,4,
570,5675,WNM,2,
381,1315,SUP,6,
381,1412,SUP,7,
381,1456,SUP,4,
381,1457,SUP,4,
381,1461,SUP,6,
381,1617,SUP,7,
381,3778,SUP,8,
381,4471,SUP,2,
381,4653,SUP,8,
382,1485,SUP,8,
382,1508,SUP,6,
382,1778,SUP,5,
382,1956,SUP,6,
382,2084,SUP,4,
382,2608,SUP,3,
382,2923,SUP,8,
382,4412,SUP,4,
383,1872,SUP,6,
383,1901,SUP,5,
383,2147,SUP,6,
383,2259,SUP,6,
383,2455,SUP,7,
383,2607,SUP,3,
383,3259,SUP,6,
383,4247,SUP,3,
383,7199,SUP,6,
406,2562,SUP,3,
427,1567,SUP,8,
429,867,SUP,8,
429,2579,SUP,3,
429,5170,SUP,3,
429,7129,SUP,2,
430,1543,SUP,6,
430,1604,SUP,5,
430,3872,SUP,5,
376,1492,SUP,6,
376,1689,SUP,7,
376,2892,SUP,8,
376,3313,SUP,6,
376,4639,SUP,3,
376,5137,SUP,7,
376,5334,SUP,8,
378,924,SUP,6,
378,953,SUP,8,
378,980,SUP,5,
378,1008,SUP,6,
378,2729,SUP,6,
378,3177,SUP,4,
378,4599,SUP,6,
378,5033,SUP,4,
378,5051,SUP,8,
379,905,SUP,6,
379,1045,SUP,4,
379,1231,SUP,5,
379,1659,SUP,6,
379,3867,SUP,6,
379,4288,SUP,6,
379,4567,SUP,7,
379,5341,SUP,6,
379,5370,SUP,4,
380,1252,SUP,7,
380,1308,SUP,5,
380,2125,SUP,7,
380,2751,SUP,4,
380,3566,SUP,6,
380,4284,SUP,4,
380,5049,SUP,6,
380,5676,SUP,4,
388,921,SUP,2,
388,986,W/M,2,
388,1058,SUP,5,
388,1095,W/M,2,
388,1199,SUP,3,
388,1280,SUP,6,
388,1550,W/M,2,
388,1808,W/M,2,
388,4377,SUP,2,
388,5099,SUP,6,
388,5232,SUP,4,
388,5458,SUP,4,
389,842,SUP,8,
389,962,SUP,4,
389,1001,SUP,10,
389,1019,SUP,6,
389,1273,SUP,7,
389,1384,SUP,4,
389,2672,SUP,2,
389,3018,SUP,8,
389,3382,SUP,7,
391,984,SUP,5,
391,1200,SUP,6,
391,1434,SUP,6,
391,1896,SUP,7,
391,3227,SUP,5,
391,3582,SUP,7,
391,3805,SUP,4,
391,4335,SUP,8,
391,5123,SUP,9,
401,1699,SUP,8,
401,1708,SUP,7,
401,1888,SUP,7,
401,2921,SUP,8,
401,3366,SUP,7,
401,3454,SUP,6,
401,3789,SUP,5,
401,3848,SUP,8,
401,4208,SUP,4,
401,4272,SUP,8,
401,5234,SUP,10,
403,1440,SUP,6,
403,1686,SUP,8,
403,2207,SUP,5,
403,3232,SUP,6,
403,3568,SUP,6,
403,3589,SUP,5,
403,3620,SUP,7,
403,4438,SUP,9,
403,5233,SUP,8,
403,5235,SUP,6,
403,5350,SUP,3,
403,5763,SUP,7,
582,1572,SUP,7,
582,1768,SUP,7,
582,1827,SUP,3,
582,2307,SUP,6,
582,2511,SUP,7,
582,3208,SUP,6,
582,4068,SUP,7,
582,4689,SUP,6,
582,4696,SUP,2,
582,5167,SUP,7,
582,5270,SUP,8,
585,2223,SUP,8,
585,2293,SUP,4,
585,2752,SUP,4,
585,3533,SUP,5,
585,3824,SUP,6,
585,4734,SUP,5,
585,5957,SUP,6,
392,1648,SUP,5,
392,2106,SUP,6,
392,2189,SUP,6,
392,2402,SUP,6,
392,2453,SUP,6,
392,2617,SUP,5,
392,3254,SUP,6,
392,3277,SUP,5,
392,3408,SUP,6,
392,3729,SUP,8,
392,4239,SUP,4,
392,4370,SUP,6,
392,5864,SUP,4,
399,2508,SUP,8,
399,2780,SUP,7,
399,2781,SUP,6,
399,2861,SUP,7,
399,2862,SUP,7,
399,3093,SUP,7,
399,3739,SUP,7,
399,5841,SUP,7,
400,1878,SUP,9,
400,1900,SUP,5,
400,1902,SUP,12,
400,1905,SUP,4,
400,1995,SUP,8,
400,2782,SUP,4,
400,2831,SUP,4,
400,3897,SUP,8,
400,5494,SUP,11,
394,1559,W/M,4,
394,1838,W/M,4,
394,2483,SUP,7,
394,2592,SUP,7,
394,2884,SUP,9,
394,3350,SUP,8,
394,3351,SUP,7,
394,3473,SUP,6,
394,3728,SUP,6,
396,1560,SUP,9,
396,1584,SUP,7,
396,2050,SUP,6,
396,2593,SUP,6,
396,2838,SUP,9,
396,4356,SUP,8,
396,4557,SUP,7,
396,5070,SUP,8,
396,5101,SUP,6,
405,1438,SUP,10,
405,1439,SUP,7,
405,1442,SUP,3,
405,1573,SUP,4,
405,2051,SUP,8,
405,2794,SUP,4,
405,3220,SUP,7,
405,3847,SUP,4,
405,4678,SUP,6,
405,5168,SUP,4,
364,1175,W/M,2,
364,1230,SUP,7,
364,1299,SUP,5,
364,1328,SUP,4,
364,1369,SUP,4,
364,1417,SUP,5,
364,3730,SUP,5,
364,4252,SUP,6,
364,4355,SUP,3,
364,5303,SUP,4,
365,1364,SUP,6,
365,1370,SUP,5,
365,1474,SUP,6,
365,4203,SUP,5,
365,4325,SUP,7,
365,4337,SUP,4,
365,4543,SUP,2,
365,5342,SUP,8,
474,2485,SUP,4,
474,3472,SUP,6,
474,3511,SUP,8,
474,4249,SUP,2,
474,4395,SUP,6,
475,5869,SUP,5,
71,549,SUP,6,
71,821,SUP,6,
71,2653,SUP,3,
505,500,SUP,6,
505,512,SUP,6,
505,964,SUP,8,
505,1015,SUP,6,
505,2201,SUP,6,
505,2612,SUP,8,
505,3136,SUP,6,
505,3763,SUP,7,
505,5717,SUP,8,
505,5947,SUP,7,
366,1218,SUP,8,
366,1324,SUP,6,
366,1325,W/M,2,
366,1411,SUP,6,
366,1612,SUP,6,
366,1846,SUP,5,
366,2922,SUP,7,
366,3379,SUP,5,
366,5031,SUP,8,
367,1149,SUP,6,
367,1240,SUP,8,
367,1291,SUP,7,
367,3807,SUP,3,
367,3884,SUP,8,
367,5626,SUP,6,
367,5799,SUP,4,
367,5858,SUP,4,
368,1549,SUP,6,
368,2554,SUP,6,
368,2777,SUP,6,
368,3407,SUP,7,
368,3896,SUP,7,
368,4336,SUP,6,
368,5331,SUP,6,
368,5369,SUP,6,
368,5429,SUP,8,
369,1532,SUP,8,
369,1533,SUP,9,
369,2512,SUP,8,
369,3241,SUP,6,
369,3465,SUP,7,
369,5189,SUP,5,
369,5330,SUP,5,
369,6477,SUP,6,
370,1598,SUP,6,
370,2113,SUP,6,
370,2766,SUP,7,
370,4232,SUP,4,
370,5124,SUP,6,
370,5190,SUP,6,
370,5329,SUP,4,
370,5835,SUP,4,
371,1512,SUP,4,
371,1746,SUP,6,
371,2482,SUP,5,
371,2515,SUP,6,
371,3771,SUP,6,
371,3799,SUP,6,
371,5768,SUP,4,
372,1334,SUP,3,
372,1381,SUP,6,
372,1646,SUP,6,
372,2112,SUP,5,
372,2767,SUP,6,
372,2768,SUP,6,
372,3833,SUP,7,
372,5428,SUP,7,
373,2671,SUP,7,
373,2778,SUP,4,
373,3360,SUP,5,
373,3751,SUP,8,
373,3861,SUP,9,
373,4430,SUP,7,
373,4451,SUP,9,
373,5186,SUP,8,
373,6480,SUP,6,
375,826,SUP,6,
375,869,SUP,5,
375,873,W/M,2,
375,966,SUP,3,
375,1380,SUP,4,
375,2270,SUP,5,
375,2656,SUP,4,
375,3428,SUP,4,
375,5003,SUP,3,
384,906,SUP,6,
384,1397,SUP,6,
384,1414,SUP,5,
384,2652,SUP,2,
384,2924,SUP,6,
384,3596,SUP,5,
384,5430,SUP,7,
384,5492,SUP,2,
385,824,SUP,5,
385,829,W/M,3,
385,835,SUP,6,
385,850,SUP,7,
385,3423,SUP,6,
385,3731,SUP,6,
385,3732,SUP,7,
385,4201,SUP,4,
385,5491,SUP,6,
387,611,SUP,6,
387,806,SUP,6,
387,851,SUP,4,
387,868,SUP,4,
387,1306,SUP,7,
387,1357,SUP,5,
387,3427,SUP,6,
387,4341,SUP,2,
387,4601,SUP,8,
387,5155,SUP,8,
387,5166,SUP,4,
494,4413,WNM,2,
494,4524,WNM,2,
494,4607,WNM,2,
494,5135,WNM,2,
494,5183,WNM,3,
494,5297,WNM,3,
496,2870,WNM,2,
496,2887,WNM,2,
496,3442,WNM,2,
496,3646,WNM,3,
496,3713,WNM,2,
496,3899,WNM,2,
496,5279,WNM,4,
496,5367,WNM,2,
496,5923,WNM,2,
496,6174,WNM,2,
496,7098,WNM,2,
496,7137,WNM,3,
496,7162,WNM,2,
496,7218,WNM,2,
497,377,WNM,2,
497,2328,WNM,2,
497,3338,WNM,3,
497,3628,WNM,3,
497,3638,WNM,2,
497,3724,WNM,2,
497,4145,WNM,2,
497,4443,WNM,4,
497,4445,WNM,3,
497,4452,WNM,2,
497,5291,WNM,3,
497,5371,WNM,3,
497,5378,WNM,2,
497,5383,WNM,2,
498,3504,WNM,3,
498,3619,WNM,3,
498,3959,WNM,3,
498,4432,WNM,3,
498,4692,WNM,3,
498,5143,WNM,3,
498,5188,WNM,3,
498,5467,WNM,2,
498,5734,WNM,3,
498,5908,WNM,3,
498,7296,WNM,3,
498,7304,WNM,2,
498,7315,WNM,2,
499,3359,WNM,2,
499,4148,WNM,2,
499,4431,WNM,3,
499,4848,WNM,2,
499,6233,WNM,2,
499,6586,WNM,3,
499,6962,WNM,2,
499,7004,WNM,2,
499,7062,WNM,2,
499,7146,WNM,3,
499,7180,WNM,3,
499,7205,WNM,3,
499,7206,WNM,3,
500,2414,WNM,2,
500,3411,WNM,2,
500,3456,WNM,2,
500,3600,WNM,2,
500,4147,WNM,2,
500,4157,WNM,2,
500,4545,WNM,2,
500,7209,WNM,2,
500,7222,WNM,2,
500,7235,WNM,2,
500,7329,WNM,2,
500,7334,WNM,2,
500,7337,WNM,2,
500,7340,WNM,2,
509,5013,WNM,2,
509,5014,WNM,2,
509,5393,WNM,2,
509,6176,WNM,2,
509,6243,WNM,3,
509,6263,WNM,2,
509,6264,WNM,2,
509,6814,WNM,3,
509,6828,WNM,3,
29,728,SUP,4,
29,1383,SUP,4,
29,2832,SUP,3,
29,6395,SUP,3,
29,7181,SUP,4,
35,631,SUP,5,
35,640,SUP,6,
35,641,SUP,4,
35,1123,SUP,6,
35,1244,SUP,5,
35,2265,SUP,6,
35,2687,SUP,5,
35,3191,SUP,4,
35,3192,SUP,6,
35,3222,SUP,5,
35,4583,SUP,5,
35,5487,SUP,7,
36,628,SUP,4,
36,632,SUP,4,
36,1037,SUP,4,
36,1146,SUP,6,
36,1358,SUP,4,
36,1359,SUP,4,
36,1748,SUP,4,
36,2348,SUP,4,
36,2928,SUP,6,
36,3367,SUP,4,
36,4384,SUP,4,
37,574,SUP,6,
37,586,SUP,6,
37,621,SUP,3,
37,625,SUP,5,
37,643,SUP,4,
37,1829,SUP,4,
37,2712,SUP,4,
37,4664,SUP,5,
37,5087,SUP,6,
37,5705,SUP,7,
38,511,SUP,5,
38,616,SUP,4,
38,627,SUP,3,
38,630,SUP,5,
38,634,SUP,5,
38,642,SUP,3,
38,1017,SUP,4,
38,1030,SUP,6,
38,1135,SUP,6,
38,2703,SUP,4,
38,4457,SUP,2,
38,7188,SUP,4,
39,396,SUP,5,
39,514,SUP,5,
39,624,SUP,4,
39,644,SUP,4,
39,795,SUP,2,
39,1130,SUP,5,
39,1270,SUP,6,
39,1382,SUP,5,
39,4487,SUP,5,
39,6576,SUP,4,
39,6887,SUP,4,
41,881,SUP,6,
41,1164,SUP,4,
41,1183,SUP,5,
41,1286,SUP,4,
41,1339,SUP,7,
41,2214,SUP,6,
41,4420,SUP,4,
41,4440,SUP,6,
41,4506,SUP,6,
41,4521,SUP,7,
42,585,SUP,6,
42,629,SUP,4,
42,638,SUP,6,
42,1035,SUP,5,
42,1144,SUP,5,
42,1281,SUP,6,
42,1603,SUP,3,
42,2806,SUP,6,
42,3733,SUP,5,
42,4237,SUP,6,
42,4593,SUP,5,
294,1036,SUP,8,
294,1179,SUP,5,
294,1217,SUP,5,
294,1242,SUP,5,
294,1317,SUP,6,
294,1663,SUP,8,
294,1795,W/M,2,
294,2440,SUP,4,
294,4334,SUP,5,
294,4428,SUP,2,
300,1166,W/M,2,
300,1268,SUP,4,
300,1348,SUP,6,
300,1352,SUP,3,
300,1392,SUP,4,
300,1767,SUP,5,
300,2580,SUP,4,
300,2772,SUP,4,
300,4065,SUP,6,
300,4273,SUP,6,
300,7243,SUP,2,
310,1155,SUP,7,
310,1238,SUP,6,
310,1261,SUP,6,
310,1312,SUP,5,
310,1774,SUP,6,
310,2929,SUP,5,
310,3595,SUP,6,
310,5489,SUP,4,
310,5787,SUP,5,
310,6879,SUP,6,
310,6958,SUP,7,
174,2365,SUP,5,
174,2368,SUP,5,
226,1623,SUP,6,
226,1884,SUP,9,
226,1945,SUP,4,
226,2024,SUP,6,
226,2064,SUP,6,
226,2208,SUP,8,
226,2480,SUP,10,
226,2543,SUP,6,
226,4276,SUP,7,
166,2141,SUP,6,
166,2650,SUP,6,
166,2830,W/M,3,
166,5103,W/M,5,
166,5130,W/M,5,
166,5495,W/M,4,
166,5891,SUP,6,
167,2167,W/M,4,
167,2236,W/M,4,
167,2263,SUP,5,
167,3252,W/M,4,
167,3475,SUP,4,
167,3541,SUP,6,
167,4687,SUP,5,
167,5239,SUP,8,
167,5881,SUP,4,
168,1670,W/M,3,
168,1777,SUP,8,
168,2145,SUP,8,
168,2252,SUP,8,
168,2614,SUP,6,
168,2641,SUP,8,
168,3563,W/M,3,
168,3810,SUP,4,
168,4612,SUP,5,
170,2068,SUP,7,
170,2096,SUP,4,
170,2445,SUP,8,
170,2446,SUP,6,
170,3564,SUP,7,
170,5131,W/M,3,
170,5649,SUP,6,
232,1644,SUP,8,
232,1794,SUP,6,
232,1887,W/M,3,
232,2169,SUP,7,
232,2185,SUP,5,
232,2255,SUP,6,
232,2481,SUP,6,
232,2528,SUP,7,
232,2535,SUP,7,
232,3412,SUP,5,
232,3634,SUP,4,
233,1529,SUP,10,
233,2023,SUP,6,
233,2205,SUP,7,
233,2334,SUP,8,
233,2340,SUP,8,
233,2519,SUP,6,
233,2888,SUP,6,
233,2945,SUP,7,
233,3501,SUP,5,
233,4404,SUP,6,
233,5200,W/M,3,
233,5795,SUP,8,
234,1537,W/M,2,
234,1591,SUP,6,
234,1823,SUP,9,
234,1850,SUP,8,
234,1886,SUP,10,
234,2574,SUP,8,
234,3633,SUP,10,
234,5358,SUP,6,
234,5469,SUP,8,
234,5888,SUP,4,
237,1607,SUP,8,
237,1640,SUP,6,
237,1684,W/M,2,
237,1769,SUP,9,
237,1792,SUP,8,
237,2049,SUP,9,
237,2129,SUP,8,
237,2230,SUP,8,
237,4348,SUP,6,
237,5470,SUP,4,
284,1860,SUP,5,
284,5450,SUP,8,
285,1715,W/M,4,
285,1890,SUP,8,
285,2272,SUP,4,
285,2514,SUP,5,
285,2560,SUP,9,
285,2931,SUP,5,
285,3843,SUP,8,
296,1191,SUP,6,
296,1287,SUP,5,
296,1288,SUP,4,
296,1579,SUP,3,
296,2137,SUP,4,
296,2256,SUP,5,
296,2845,SUP,3,
296,3182,SUP,4,
296,3612,SUP,4,
296,5346,SUP,5,
297,1614,SUP,4,
297,1751,W/M,3,
297,1816,W/M,2,
297,1953,SUP,2,
297,2058,SUP,4,
297,4250,SUP,4,
297,4484,SUP,6,
297,5118,SUP,6,
297,5254,SUP,9,
297,5292,SUP,5,
298,1132,SUP,8,
298,1498,SUP,6,
298,1558,SUP,6,
298,1842,SUP,7,
298,2704,SUP,5,
298,3304,SUP,6,
298,3305,SUP,4,
298,3658,SUP,6,
298,5320,SUP,5,
299,1237,SUP,5,
299,1321,SUP,6,
299,1372,SUP,4,
299,1664,SUP,6,
299,2247,SUP,6,
299,2836,SUP,6,
299,3889,SUP,5,
299,4458,SUP,8,
299,4499,SUP,6,
299,4564,SUP,6,
299,5046,SUP,7,
299,5743,SUP,6,
301,1197,SUP,4,
301,1354,SUP,4,
301,1379,SUP,5,
301,1502,SUP,5,
301,1527,SUP,8,
301,1641,SUP,4,
301,1950,SUP,2,
301,2000,SUP,4,
301,2730,SUP,4,
301,4459,SUP,4,
301,5851,SUP,5,
302,1236,SUP,4,
302,1298,SUP,6,
302,1300,SUP,6,
302,1355,SUP,7,
302,1661,SUP,5,
302,3701,SUP,2,
302,3825,SUP,8,
302,3864,SUP,8,
302,7009,SUP,5,
302,7179,SUP,5,
302,7238,SUP,3,
304,948,SUP,6,
304,1039,SUP,6,
304,1060,SUP,5,
304,1064,SUP,7,
304,1096,SUP,5,
304,1131,SUP,4,
304,1290,SUP,5,
304,1337,SUP,7,
304,1662,SUP,6,
304,4224,SUP,7,
304,4410,SUP,6,
305,1034,SUP,8,
305,1209,SUP,6,
305,1385,SUP,4,
305,1464,SUP,5,
305,4274,SUP,7,
305,4594,SUP,4,
305,5085,SUP,8,
305,5298,SUP,6,
305,5481,SUP,4,
305,5745,SUP,6,
306,1027,SUP,6,
306,1156,SUP,8,
306,1666,SUP,5,
306,1821,W/M,3,
306,2005,SUP,7,
306,2134,SUP,4,
306,3371,SUP,4,
306,4574,SUP,6,
306,5747,SUP,3,
306,5879,SUP,6,
308,1322,SUP,6,
308,1552,SUP,4,
308,1613,SUP,6,
308,1849,SUP,5,
308,2472,SUP,4,
308,2793,SUP,5,
308,3503,SUP,8,
308,3626,SUP,7,
308,4477,SUP,4,
308,6789,SUP,5,
309,877,SUP,5,
309,1010,SUP,5,
309,1097,SUP,6,
309,1133,SUP,5,
309,1255,SUP,4,
309,1452,W/M,3,
309,2908,SUP,3,
309,3700,SUP,8,
309,5063,SUP,8,
281,1968,SUP,6,
281,2009,W/M,5,
281,2045,SUP,6,
281,2577,SUP,5,
281,3489,SUP,5,
281,3780,SUP,8,
281,5344,W/M,3,
282,1875,SUP,7,
282,2279,SUP,7,
282,2435,SUP,5,
282,3481,W/M,4,
282,3490,W/M,3,
282,5228,W/M,2,
282,5382,SUP,6,
293,1867,W/M,3,
293,2248,W/M,3,
293,2412,SUP,5,
293,2436,SUP,7,
293,2850,SUP,7,
293,3720,SUP,5,
293,3804,SUP,6,
508,1716,W/M,2,
508,1717,W/M,3,
508,1893,W/M,4,
508,1981,SUP,8,
508,2799,W/M,3,
508,2853,W/M,4,
508,5345,W/M,3,
228,1656,SUP,8,
228,2278,SUP,8,
228,2561,SUP,10,
