Store Number,Market,Approved Installation Date,Planned Go-Live Date,Boxed Coin Delivery Date
5463,444,10/17/2024,10/18/2024,
5965,266,10/17/2024,10/18/2024,
1522,320,10/18/2024,10/19/2024,
1650,444,10/18/2024,10/19/2024,
1696,412,10/18/2024,10/19/2024,
1727,439,10/18/2024,10/19/2024,
1765,231,10/18/2024,10/19/2024,
1892,268,10/18/2024,10/19/2024,
2010,201,10/18/2024,10/19/2024,
2294,174,10/18/2024,10/19/2024,
2502,231,10/18/2024,10/19/2024,
2544,238,10/18/2024,10/19/2024,
2582,174,10/18/2024,10/19/2024,
2658,444,10/18/2024,10/19/2024,
2696,320,10/18/2024,10/19/2024,
2957,412,10/18/2024,10/19/2024,
3110,494,10/18/2024,10/19/2024,
3497,444,10/18/2024,10/19/2024,
3598,176,10/18/2024,10/19/2024,
4153,175,10/18/2024,10/19/2024,
5441,411,10/18/2024,10/19/2024,
560,360,10/18/2024,10/19/2024,
1002,580,10/21/2024,10/22/2024,
1275,482,10/21/2024,10/22/2024,
1489,269,10/21/2024,10/22/2024,
1490,263,10/21/2024,10/22/2024,
1520,430,10/21/2024,10/22/2024,
1685,430,10/21/2024,10/22/2024,
1904,292,10/21/2024,10/22/2024,
2786,482,10/21/2024,10/22/2024,
2790,280,10/21/2024,10/22/2024,
2841,558,10/21/2024,10/22/2024,
3236,178,10/21/2024,10/22/2024,
3893,269,10/21/2024,10/22/2024,
418,407,10/21/2024,10/22/2024,
4235,251,10/21/2024,10/22/2024,
5129,283,10/21/2024,10/22/2024,
5199,269,10/21/2024,10/22/2024,
5414,178,10/21/2024,10/22/2024,
5880,292,10/21/2024,10/22/2024,
5944,558,10/21/2024,10/22/2024,
598,429,10/21/2024,10/22/2024,
1228,269,10/22/2024,10/23/2024,
1310,251,10/22/2024,10/23/2024,
1460,429,10/22/2024,10/23/2024,
1500,430,10/22/2024,10/23/2024,
1655,482,10/22/2024,10/23/2024,
1668,269,10/22/2024,10/23/2024,
1735,269,10/22/2024,10/23/2024,
1869,558,10/22/2024,10/23/2024,
1921,178,10/22/2024,10/23/2024,
2038,292,10/22/2024,10/23/2024,
2756,280,10/22/2024,10/23/2024,
2784,407,10/22/2024,10/23/2024,
2788,482,10/22/2024,10/23/2024,
3597,270,10/22/2024,10/23/2024,
3853,430,10/22/2024,10/23/2024,
4456,558,10/22/2024,10/23/2024,
5142,178,10/22/2024,10/23/2024,
5227,292,10/22/2024,10/23/2024,
5968,283,10/22/2024,10/23/2024,
617,580,10/22/2024,10/23/2024,
1326,429,10/23/2024,10/24/2024,
1377,270,10/23/2024,10/24/2024,
1538,430,10/23/2024,10/24/2024,
1681,268,10/23/2024,10/24/2024,
1807,558,10/23/2024,10/24/2024,
1977,178,10/23/2024,10/24/2024,
2233,280,10/23/2024,10/24/2024,
2990,430,10/23/2024,10/24/2024,
3278,433,10/23/2024,10/24/2024,
3573,286,10/23/2024,10/24/2024,
3639,292,10/23/2024,10/24/2024,
3830,178,10/23/2024,10/24/2024,
3891,269,10/23/2024,10/24/2024,
422,273,10/23/2024,10/24/2024,
4641,270,10/23/2024,10/24/2024,
5047,558,10/23/2024,10/24/2024,
5753,283,10/23/2024,10/24/2024,
6470,494,10/23/2024,10/24/2024,
798,273,10/23/2024,10/24/2024,
902,251,10/23/2024,10/24/2024,
1404,269,10/24/2024,10/25/2024,
1535,430,10/24/2024,10/25/2024,
1629,251,10/24/2024,10/25/2024,
1742,165,10/24/2024,10/25/2024,
2108,165,10/24/2024,10/25/2024,
2195,178,10/24/2024,10/25/2024,
2258,283,10/24/2024,10/25/2024,
2357,280,10/24/2024,10/25/2024,
2815,268,10/24/2024,10/25/2024,
2934,273,10/24/2024,10/25/2024,
3077,292,10/24/2024,10/25/2024,
3395,429,10/24/2024,10/25/2024,
3422,558,10/24/2024,10/25/2024,
3434,270,10/24/2024,10/25/2024,
4209,407,10/24/2024,10/25/2024,
4865,430,10/24/2024,10/25/2024,
5060,270,10/24/2024,10/25/2024,
550,273,10/24/2024,10/25/2024,
5969,292,10/24/2024,10/25/2024,
6476,482,10/24/2024,10/25/2024,
1013,251,10/25/2024,10/26/2024,
1413,270,10/25/2024,10/26/2024,
1531,270,10/25/2024,10/26/2024,
1683,413,10/25/2024,10/26/2024,
1844,178,10/25/2024,10/26/2024,
1897,268,10/25/2024,10/26/2024,
2015,292,10/25/2024,10/26/2024,
2194,283,10/25/2024,10/26/2024,
2254,165,10/25/2024,10/26/2024,
2437,286,10/25/2024,10/26/2024,
2443,430,10/25/2024,10/26/2024,
3237,430,10/25/2024,10/26/2024,
350,433,10/25/2024,10/26/2024,
3774,165,10/25/2024,10/26/2024,
492,580,10/25/2024,10/26/2024,
5276,269,10/25/2024,10/26/2024,
5476,165,10/25/2024,10/26/2024,
5936,283,10/25/2024,10/26/2024,
828,251,10/25/2024,10/26/2024,
996,251,10/25/2024,10/26/2024,
1294,247,10/27/2024,10/28/2024,
1356,251,10/27/2024,10/28/2024,
1425,247,10/27/2024,10/28/2024,
1480,239,10/27/2024,10/28/2024,
1647,248,10/27/2024,10/28/2024,
1732,414,10/27/2024,10/28/2024,
1758,239,10/27/2024,10/28/2024,
2040,558,10/27/2024,10/28/2024,
2096,170,10/27/2024,10/28/2024,
2871,558,10/27/2024,10/28/2024,
2945,167,10/27/2024,10/28/2024,
3151,432,10/27/2024,10/28/2024,
3154,491,10/27/2024,10/28/2024,
3266,178,10/27/2024,10/28/2024,
3475,167,10/27/2024,10/28/2024,
3541,167,10/27/2024,10/28/2024,
3747,239,10/27/2024,10/28/2024,
4568,432,10/27/2024,10/28/2024,
5483,249,10/27/2024,10/28/2024,
5881,166,10/27/2024,10/28/2024,
1304,247,10/28/2024,10/29/2024,
1637,432,10/28/2024,10/29/2024,
1665,239,10/28/2024,10/29/2024,
1729,239,10/28/2024,10/29/2024,
1787,414,10/28/2024,10/29/2024,
2035,239,10/28/2024,10/29/2024,
2167,167,10/28/2024,10/29/2024,
2236,167,10/28/2024,10/29/2024,
2311,247,10/28/2024,10/29/2024,
2518,178,10/28/2024,10/29/2024,
2650,170,10/28/2024,10/29/2024,
2819,248,10/28/2024,10/29/2024,
2830,166,10/28/2024,10/29/2024,
2847,433,10/28/2024,10/29/2024,
3150,432,10/28/2024,10/29/2024,
3435,249,10/28/2024,10/29/2024,
3501,167,10/28/2024,10/29/2024,
3564,170,10/28/2024,10/29/2024,
4417,251,10/28/2024,10/29/2024,
5340,558,10/28/2024,10/29/2024,
1180,243,10/29/2024,10/30/2024,
1639,247,10/29/2024,10/30/2024,
1667,247,10/29/2024,10/30/2024,
1745,239,10/29/2024,10/30/2024,
1777,168,10/29/2024,10/30/2024,
1804,248,10/29/2024,10/30/2024,
1965,432,10/29/2024,10/30/2024,
2068,170,10/29/2024,10/30/2024,
2388,239,10/29/2024,10/30/2024,
2445,170,10/29/2024,10/30/2024,
3152,491,10/29/2024,10/30/2024,
3394,413,10/29/2024,10/30/2024,
4054,494,10/29/2024,10/30/2024,
4139,491,10/29/2024,10/30/2024,
4687,167,10/29/2024,10/30/2024,
5130,170,10/29/2024,10/30/2024,
5436,284,10/29/2024,10/30/2024,
5649,170,10/29/2024,10/30/2024,
884,249,10/29/2024,10/30/2024,
1211,270,11/7/2024,11/8/2024,
1237,299,11/7/2024,11/8/2024,
1355,302,11/7/2024,11/8/2024,
1431,418,11/7/2024,11/8/2024,
1475,418,11/7/2024,11/8/2024,
1528,415,11/7/2024,11/8/2024,
1602,275,11/7/2024,11/8/2024,
1661,302,11/7/2024,11/8/2024,
1715,285,11/7/2024,11/8/2024,
1728,239,11/7/2024,11/8/2024,
1737,268,11/7/2024,11/8/2024,
1763,311,11/7/2024,11/8/2024,
2272,285,11/7/2024,11/8/2024,
2519,233,11/7/2024,11/8/2024,
334,275,11/7/2024,11/8/2024,
3725,267,11/7/2024,11/8/2024,
3770,312,11/7/2024,11/8/2024,
5442,264,11/7/2024,11/8/2024,
5450,284,11/7/2024,11/8/2024,
5829,500,11/7/2024,11/8/2024,
6390,494,11/7/2024,11/8/2024,
6828,509,11/7/2024,11/8/2024,
7098,516,11/7/2024,11/8/2024,
751,413,11/7/2024,11/8/2024,
1141,249,11/8/2024,11/9/2024,
1321,299,11/8/2024,11/9/2024,
1345,314,11/8/2024,11/9/2024,
1537,234,11/8/2024,11/9/2024,
1553,264,11/8/2024,11/9/2024,
1721,418,11/8/2024,11/9/2024,
1848,264,11/8/2024,11/9/2024,
1890,285,11/8/2024,11/9/2024,
1968,281,11/8/2024,11/9/2024,
200,275,11/8/2024,11/9/2024,
2716,415,11/8/2024,11/9/2024,
2816,267,11/8/2024,11/9/2024,
2933,317,11/8/2024,11/9/2024,
2935,413,11/8/2024,11/9/2024,
3305,298,11/8/2024,11/9/2024,
3602,275,11/8/2024,11/9/2024,
3825,302,11/8/2024,11/9/2024,
3843,285,11/8/2024,11/9/2024,
4053,494,11/8/2024,11/9/2024,
6263,509,11/8/2024,11/9/2024,
7179,302,11/8/2024,11/9/2024,
7334,500,11/8/2024,11/9/2024,
797,418,11/8/2024,11/9/2024,
910,442,11/8/2024,11/9/2024,
1236,302,11/9/2024,11/10/2024,
1288,296,11/9/2024,11/10/2024,
1300,302,11/9/2024,11/10/2024,
1401,265,11/9/2024,11/10/2024,
1518,482,11/9/2024,11/10/2024,
1558,298,11/9/2024,11/10/2024,
1741,284,11/9/2024,11/10/2024,
1823,234,11/9/2024,11/10/2024,
1849,308,11/9/2024,11/10/2024,
1898,264,11/9/2024,11/10/2024,
1998,267,11/9/2024,11/10/2024,
2009,281,11/9/2024,11/10/2024,
2646,317,11/9/2024,11/10/2024,
2931,285,11/9/2024,11/10/2024,
3210,275,11/9/2024,11/10/2024,
3488,435,11/9/2024,11/10/2024,
3529,249,11/9/2024,11/10/2024,
3864,302,11/9/2024,11/10/2024,
4499,299,11/9/2024,11/10/2024,
4606,413,11/9/2024,11/10/2024,
480,275,11/9/2024,11/10/2024,
581,414,11/9/2024,11/10/2024,
784,418,11/9/2024,11/10/2024,
841,415,11/9/2024,11/10/2024,
1298,302,11/10/2024,11/11/2024,
1465,314,11/10/2024,11/11/2024,
1491,413,11/10/2024,11/11/2024,
1557,482,11/10/2024,11/11/2024,
1579,296,11/10/2024,11/11/2024,
1601,482,11/10/2024,11/11/2024,
1652,312,11/10/2024,11/11/2024,
1814,264,11/10/2024,11/11/2024,
1953,297,11/10/2024,11/11/2024,
2514,285,11/10/2024,11/11/2024,
3400,265,11/10/2024,11/11/2024,
343,275,11/10/2024,11/11/2024,
3780,281,11/10/2024,11/11/2024,
5039,284,11/10/2024,11/11/2024,
5469,234,11/10/2024,11/11/2024,
559,418,11/10/2024,11/11/2024,
5617,267,11/10/2024,11/11/2024,
5695,494,11/10/2024,11/11/2024,
609,275,11/10/2024,11/11/2024,
647,414,11/10/2024,11/11/2024,
6789,308,11/10/2024,11/11/2024,
7218,516,11/10/2024,11/11/2024,
7340,500,11/10/2024,11/11/2024,
985,418,11/10/2024,11/11/2024,
1039,304,11/11/2024,11/12/2024,
1454,275,11/11/2024,11/12/2024,
1621,418,11/11/2024,11/12/2024,
2256,296,11/11/2024,11/12/2024,
2560,285,11/11/2024,11/12/2024,
2577,281,11/11/2024,11/12/2024,
2668,435,11/11/2024,11/12/2024,
2728,275,11/11/2024,11/12/2024,
2762,312,11/11/2024,11/12/2024,
2850,293,11/11/2024,11/12/2024,
3304,298,11/11/2024,11/12/2024,
3802,284,11/11/2024,11/12/2024,
4286,265,11/11/2024,11/12/2024,
4405,264,11/11/2024,11/12/2024,
4545,500,11/11/2024,11/12/2024,
4564,299,11/11/2024,11/12/2024,
5115,418,11/11/2024,11/12/2024,
5402,267,11/11/2024,11/12/2024,
5767,494,11/11/2024,11/12/2024,
7137,516,11/11/2024,11/12/2024,
7238,302,11/11/2024,11/12/2024,
748,414,11/11/2024,11/12/2024,
854,246,11/11/2024,11/12/2024,
892,414,11/11/2024,11/12/2024,
1003,262,11/12/2024,11/13/2024,
1023,311,11/12/2024,11/13/2024,
1167,435,11/12/2024,11/13/2024,
1241,418,11/12/2024,11/13/2024,
1285,418,11/12/2024,11/13/2024,
1292,312,11/12/2024,11/13/2024,
1354,301,11/12/2024,11/13/2024,
1451,275,11/12/2024,11/13/2024,
1664,299,11/12/2024,11/13/2024,
1690,275,11/12/2024,11/13/2024,
1723,413,11/12/2024,11/13/2024,
1736,284,11/12/2024,11/13/2024,
1867,293,11/12/2024,11/13/2024,
1933,267,11/12/2024,11/13/2024,
1934,314,11/12/2024,11/13/2024,
2045,281,11/12/2024,11/13/2024,
2419,285,11/12/2024,11/13/2024,
2764,414,11/12/2024,11/13/2024,
2793,308,11/12/2024,11/13/2024,
3701,302,11/12/2024,11/13/2024,
3851,246,11/12/2024,11/13/2024,
5352,264,11/12/2024,11/13/2024,
7009,302,11/12/2024,11/13/2024,
923,482,11/12/2024,11/13/2024,
1301,312,11/14/2024,11/15/2024,
1344,315,11/14/2024,11/15/2024,
1379,301,11/14/2024,11/15/2024,
1389,414,11/14/2024,11/15/2024,
1435,413,11/14/2024,11/15/2024,
1499,317,11/14/2024,11/15/2024,
1734,273,11/14/2024,11/15/2024,
197,278,11/14/2024,11/15/2024,
1981,508,11/14/2024,11/15/2024,
199,278,11/14/2024,11/15/2024,
2000,301,11/14/2024,11/15/2024,
2004,415,11/14/2024,11/15/2024,
2565,315,11/14/2024,11/15/2024,
2820,421,11/14/2024,11/15/2024,
3644,289,11/14/2024,11/15/2024,
5044,263,11/14/2024,11/15/2024,
5105,286,11/14/2024,11/15/2024,
5343,291,11/14/2024,11/15/2024,
5779,508,11/14/2024,11/15/2024,
636,279,11/14/2024,11/15/2024,
7235,500,11/14/2024,11/15/2024,
775,279,11/14/2024,11/15/2024,
810,426,11/14/2024,11/15/2024,
978,406,11/14/2024,11/15/2024,
1007,438,11/15/2024,11/16/2024,
1093,273,11/15/2024,11/16/2024,
1506,415,11/15/2024,11/16/2024,
1546,426,11/15/2024,11/16/2024,
1671,433,11/15/2024,11/16/2024,
1713,278,11/15/2024,11/16/2024,
1716,508,11/15/2024,11/16/2024,
1833,291,11/15/2024,11/16/2024,
2520,291,11/15/2024,11/16/2024,
2647,286,11/15/2024,11/16/2024,
2662,317,11/15/2024,11/16/2024,
3216,289,11/15/2024,11/16/2024,
3614,498,11/15/2024,11/16/2024,
3806,421,11/15/2024,11/16/2024,
4697,315,11/15/2024,11/16/2024,
5117,315,11/15/2024,11/16/2024,
5157,278,11/15/2024,11/16/2024,
557,407,11/15/2024,11/16/2024,
6226,502,11/15/2024,11/16/2024,
7222,500,11/15/2024,11/16/2024,
7337,500,11/15/2024,11/16/2024,
749,414,11/15/2024,11/16/2024,
792,279,11/15/2024,11/16/2024,
830,279,11/15/2024,11/16/2024,
1005,426,11/16/2024,11/17/2024,
1335,315,11/16/2024,11/17/2024,
1396,441,11/16/2024,11/17/2024,
1415,421,11/16/2024,11/17/2024,
1421,278,11/16/2024,11/17/2024,
1802,411,11/16/2024,11/17/2024,
2231,279,11/16/2024,11/17/2024,
2339,246,11/16/2024,11/17/2024,
2730,301,11/16/2024,11/17/2024,
3173,491,11/16/2024,11/17/2024,
3243,312,11/16/2024,11/17/2024,
3299,502,11/16/2024,11/17/2024,
3603,498,11/16/2024,11/17/2024,
3630,415,11/16/2024,11/17/2024,
4256,414,11/16/2024,11/17/2024,
4258,291,11/16/2024,11/17/2024,
4388,502,11/16/2024,11/17/2024,
5345,508,11/16/2024,11/17/2024,
5851,301,11/16/2024,11/17/2024,
5922,289,11/16/2024,11/17/2024,
603,278,11/16/2024,11/17/2024,
6936,502,11/16/2024,11/17/2024,
6952,286,11/16/2024,11/17/2024,
891,279,11/16/2024,11/17/2024,
1028,278,11/17/2024,11/18/2024,
1350,315,11/17/2024,11/18/2024,
1399,315,11/17/2024,11/18/2024,
1502,301,11/17/2024,11/18/2024,
1547,246,11/17/2024,11/18/2024,
1641,301,11/17/2024,11/18/2024,
1688,289,11/17/2024,11/18/2024,
2438,291,11/17/2024,11/18/2024,
2714,426,11/17/2024,11/18/2024,
2807,315,11/17/2024,11/18/2024,
2853,508,11/17/2024,11/18/2024,
3330,502,11/17/2024,11/18/2024,
3459,278,11/17/2024,11/18/2024,
3505,441,11/17/2024,11/18/2024,
3622,498,11/17/2024,11/18/2024,
4511,279,11/17/2024,11/18/2024,
4682,315,11/17/2024,11/18/2024,
5361,432,11/17/2024,11/18/2024,
5399,279,11/17/2024,11/18/2024,
5731,291,11/17/2024,11/18/2024,
5748,414,11/17/2024,11/18/2024,
646,415,11/17/2024,11/18/2024,
6585,491,11/17/2024,11/18/2024,
753,415,11/17/2024,11/18/2024,
1125,278,11/18/2024,11/19/2024,
1197,301,11/18/2024,11/19/2024,
1323,278,11/18/2024,11/19/2024,
1496,415,11/18/2024,11/19/2024,
1509,415,11/18/2024,11/19/2024,
1526,426,11/18/2024,11/19/2024,
1527,301,11/18/2024,11/19/2024,
1717,508,11/18/2024,11/19/2024,
1740,263,11/18/2024,11/19/2024,
1780,315,11/18/2024,11/19/2024,
2131,411,11/18/2024,11/19/2024,
2136,291,11/18/2024,11/19/2024,
2312,312,11/18/2024,11/19/2024,
2771,246,11/18/2024,11/19/2024,
3588,291,11/18/2024,11/19/2024,
3605,498,11/18/2024,11/19/2024,
3762,413,11/18/2024,11/19/2024,
3768,314,11/18/2024,11/19/2024,
4220,502,11/18/2024,11/19/2024,
4358,432,11/18/2024,11/19/2024,
5253,289,11/18/2024,11/19/2024,
7177,502,11/18/2024,11/19/2024,
957,279,11/18/2024,11/19/2024,
965,438,11/18/2024,11/19/2024,
1243,312,11/19/2024,11/20/2024,
1309,312,11/19/2024,11/20/2024,
1386,262,11/19/2024,11/20/2024,
1548,262,11/19/2024,11/20/2024,
1726,315,11/19/2024,11/20/2024,
1764,413,11/19/2024,11/20/2024,
1799,441,11/19/2024,11/20/2024,
1852,291,11/19/2024,11/20/2024,
1950,301,11/19/2024,11/20/2024,
2337,312,11/19/2024,11/20/2024,
2529,289,11/19/2024,11/20/2024,
2564,286,11/19/2024,11/20/2024,
2705,314,11/19/2024,11/20/2024,
2799,508,11/19/2024,11/20/2024,
2805,314,11/19/2024,11/20/2024,
2889,415,11/19/2024,11/20/2024,
3172,491,11/19/2024,11/20/2024,
3460,278,11/19/2024,11/20/2024,
4638,291,11/19/2024,11/20/2024,
633,279,11/19/2024,11/20/2024,
6392,411,11/19/2024,11/20/2024,
750,415,11/19/2024,11/20/2024,
802,263,11/19/2024,11/20/2024,
886,426,11/19/2024,11/20/2024,
1483,430,11/21/2024,11/22/2024,
1631,288,11/21/2024,11/22/2024,
1635,442,11/21/2024,11/22/2024,
1730,287,11/21/2024,11/22/2024,
1773,288,11/21/2024,11/22/2024,
1985,283,11/21/2024,11/22/2024,
2160,290,11/21/2024,11/22/2024,
2248,293,11/21/2024,11/22/2024,
2551,280,11/21/2024,11/22/2024,
2795,287,11/21/2024,11/22/2024,
2956,262,11/21/2024,11/22/2024,
3153,491,11/21/2024,11/22/2024,
3267,432,11/21/2024,11/22/2024,
3481,282,11/21/2024,11/22/2024,
3880,502,11/21/2024,11/22/2024,
4323,262,11/21/2024,11/22/2024,
4531,265,11/21/2024,11/22/2024,
4636,314,11/21/2024,11/22/2024,
4677,435,11/21/2024,11/22/2024,
4699,262,11/21/2024,11/22/2024,
5488,289,11/21/2024,11/22/2024,
5667,435,11/21/2024,11/22/2024,
885,433,11/21/2024,11/22/2024,
933,263,11/21/2024,11/22/2024,
1307,262,11/22/2024,11/23/2024,
1394,435,11/22/2024,11/23/2024,
1424,290,11/22/2024,11/23/2024,
1486,314,11/22/2024,11/23/2024,
1523,287,11/22/2024,11/23/2024,
1551,435,11/22/2024,11/23/2024,
1571,435,11/22/2024,11/23/2024,
1596,265,11/22/2024,11/23/2024,
2295,287,11/22/2024,11/23/2024,
2412,293,11/22/2024,11/23/2024,
2566,280,11/22/2024,11/23/2024,
3214,288,11/22/2024,11/23/2024,
3265,288,11/22/2024,11/23/2024,
3489,281,11/22/2024,11/23/2024,
3734,430,11/22/2024,11/23/2024,
3790,265,11/22/2024,11/23/2024,
3823,433,11/22/2024,11/23/2024,
3837,263,11/22/2024,11/23/2024,
4350,287,11/22/2024,11/23/2024,
4600,433,11/22/2024,11/23/2024,
5141,432,11/22/2024,11/23/2024,
5228,282,11/22/2024,11/23/2024,
6798,502,11/22/2024,11/23/2024,
796,279,11/22/2024,11/23/2024,
1497,266,11/23/2024,11/24/2024,
1525,287,11/23/2024,11/24/2024,
1625,426,11/23/2024,11/24/2024,
1687,288,11/23/2024,11/24/2024,
1811,289,11/23/2024,11/24/2024,
2215,265,11/23/2024,11/24/2024,
2432,433,11/23/2024,11/24/2024,
2435,282,11/23/2024,11/24/2024,
2645,314,11/23/2024,11/24/2024,
3157,502,11/23/2024,11/24/2024,
3219,288,11/23/2024,11/24/2024,
3247,442,11/23/2024,11/24/2024,
3344,286,11/23/2024,11/24/2024,
3490,282,11/23/2024,11/24/2024,
3804,293,11/23/2024,11/24/2024,
3869,287,11/23/2024,11/24/2024,
4138,491,11/23/2024,11/24/2024,
4529,266,11/23/2024,11/24/2024,
5398,263,11/23/2024,11/24/2024,
5438,442,11/23/2024,11/24/2024,
5668,435,11/23/2024,11/24/2024,
5847,290,11/23/2024,11/24/2024,
645,433,11/23/2024,11/24/2024,
852,262,11/23/2024,11/24/2024,
1152,426,11/24/2024,11/25/2024,
1305,441,11/24/2024,11/25/2024,
1361,426,11/24/2024,11/25/2024,
1682,288,11/24/2024,11/25/2024,
1759,288,11/24/2024,11/25/2024,
1875,282,11/24/2024,11/25/2024,
1955,263,11/24/2024,11/25/2024,
1969,290,11/24/2024,11/25/2024,
2204,267,11/24/2024,11/25/2024,
2279,282,11/24/2024,11/25/2024,
2436,293,11/24/2024,11/25/2024,
2828,435,11/24/2024,11/25/2024,
3322,442,11/24/2024,11/25/2024,
4064,289,11/24/2024,11/25/2024,
4191,287,11/24/2024,11/25/2024,
4322,407,11/24/2024,11/25/2024,
4476,290,11/24/2024,11/25/2024,
4514,286,11/24/2024,11/25/2024,
4623,288,11/24/2024,11/25/2024,
4631,238,11/24/2024,11/25/2024,
5486,266,11/24/2024,11/25/2024,
7032,287,11/24/2024,11/25/2024,
774,433,11/24/2024,11/25/2024,
844,262,11/24/2024,11/25/2024,
1274,441,11/25/2024,11/26/2024,
1332,426,11/25/2024,11/26/2024,
1406,286,11/25/2024,11/26/2024,
1524,290,11/25/2024,11/26/2024,
1703,280,11/25/2024,11/26/2024,
1841,289,11/25/2024,11/26/2024,
1943,433,11/25/2024,11/26/2024,
2532,263,11/25/2024,11/26/2024,
2808,290,11/25/2024,11/26/2024,
2818,238,11/25/2024,11/26/2024,
2821,290,11/25/2024,11/26/2024,
3004,268,11/25/2024,11/26/2024,
3156,502,11/25/2024,11/26/2024,
3590,426,11/25/2024,11/26/2024,
3720,293,11/25/2024,11/26/2024,
3831,288,11/25/2024,11/26/2024,
4049,266,11/25/2024,11/26/2024,
5382,282,11/25/2024,11/26/2024,
5485,268,11/25/2024,11/26/2024,
5669,442,11/25/2024,11/26/2024,
5754,502,11/25/2024,11/26/2024,
6394,444,11/25/2024,11/26/2024,
7174,502,11/25/2024,11/26/2024,
776,432,11/25/2024,11/26/2024,
1398,108,12/2/2024,12/3/2024,
1427,218,12/2/2024,12/3/2024,
1436,107,12/2/2024,12/3/2024,
1521,225,12/2/2024,12/3/2024,
1589,108,12/2/2024,12/3/2024,
1607,237,12/2/2024,12/3/2024,
2036,317,12/2/2024,12/3/2024,
2115,216,12/2/2024,12/3/2024,
2129,237,12/2/2024,12/3/2024,
233,271,12/2/2024,12/3/2024,
2572,218,12/2/2024,12/3/2024,
2610,316,12/2/2024,12/3/2024,
2684,216,12/2/2024,12/3/2024,
2726,219,12/2/2024,12/3/2024,
2810,316,12/2/2024,12/3/2024,
302,271,12/2/2024,12/3/2024,
3342,225,12/2/2024,12/3/2024,
3838,227,12/2/2024,12/3/2024,
431,253,12/2/2024,12/3/2024,
5185,217,12/2/2024,12/3/2024,
5379,235,12/2/2024,12/3/2024,
6951,317,12/2/2024,12/3/2024,
736,253,12/2/2024,12/3/2024,
973,92,12/2/2024,12/3/2024,
1443,225,12/3/2024,12/4/2024,
1450,316,12/3/2024,12/4/2024,
1477,317,12/3/2024,12/4/2024,
1519,218,12/3/2024,12/4/2024,
1724,216,12/3/2024,12/4/2024,
1792,237,12/3/2024,12/4/2024,
196,271,12/3/2024,12/4/2024,
204,253,12/3/2024,12/4/2024,
2396,488,12/3/2024,12/4/2024,
2400,218,12/3/2024,12/4/2024,
2420,235,12/3/2024,12/4/2024,
2426,217,12/3/2024,12/4/2024,
2447,225,12/3/2024,12/4/2024,
2576,316,12/3/2024,12/4/2024,
2603,229,12/3/2024,12/4/2024,
2789,108,12/3/2024,12/4/2024,
2792,316,12/3/2024,12/4/2024,
2852,216,12/3/2024,12/4/2024,
299,254,12/3/2024,12/4/2024,
3447,219,12/3/2024,12/4/2024,
352,271,12/3/2024,12/4/2024,
4441,488,12/3/2024,12/4/2024,
5470,237,12/3/2024,12/4/2024,
929,107,12/3/2024,12/4/2024,
1087,107,12/4/2024,12/5/2024,
1360,317,12/4/2024,12/5/2024,
1769,237,12/4/2024,12/5/2024,
1770,229,12/4/2024,12/5/2024,
1937,216,12/4/2024,12/5/2024,
1961,225,12/4/2024,12/5/2024,
2049,237,12/4/2024,12/5/2024,
2098,219,12/4/2024,12/5/2024,
2199,235,12/4/2024,12/5/2024,
222,271,12/4/2024,12/5/2024,
2244,316,12/4/2024,12/5/2024,
2250,225,12/4/2024,12/5/2024,
2406,488,12/4/2024,12/5/2024,
2471,217,12/4/2024,12/5/2024,
2588,227,12/4/2024,12/5/2024,
3251,218,12/4/2024,12/5/2024,
3282,218,12/4/2024,12/5/2024,
333,254,12/4/2024,12/5/2024,
3486,218,12/4/2024,12/5/2024,
4277,316,12/4/2024,12/5/2024,
4560,488,12/4/2024,12/5/2024,
5758,488,12/4/2024,12/5/2024,
596,271,12/4/2024,12/5/2024,
655,253,12/4/2024,12/5/2024,
1289,221,12/5/2024,12/6/2024,
1351,317,12/5/2024,12/6/2024,
1478,259,12/5/2024,12/6/2024,
1782,216,12/5/2024,12/6/2024,
1820,229,12/5/2024,12/6/2024,
2149,216,12/5/2024,12/6/2024,
216,271,12/5/2024,12/6/2024,
2281,235,12/5/2024,12/6/2024,
252,271,12/5/2024,12/6/2024,
2967,225,12/5/2024,12/6/2024,
3262,216,12/5/2024,12/6/2024,
3348,107,12/5/2024,12/6/2024,
3363,254,12/5/2024,12/6/2024,
3749,225,12/5/2024,12/6/2024,
3792,219,12/5/2024,12/6/2024,
3812,217,12/5/2024,12/6/2024,
4348,237,12/5/2024,12/6/2024,
4643,229,12/5/2024,12/6/2024,
5059,566,12/5/2024,12/6/2024,
5296,316,12/5/2024,12/6/2024,
5301,107,12/5/2024,12/6/2024,
5759,488,12/5/2024,12/6/2024,
5857,219,12/5/2024,12/6/2024,
5911,108,12/5/2024,12/6/2024,
1426,259,12/6/2024,12/7/2024,
1510,225,12/6/2024,12/7/2024,
1684,237,12/6/2024,12/7/2024,
2209,216,12/6/2024,12/7/2024,
2309,221,12/6/2024,12/7/2024,
237,271,12/6/2024,12/7/2024,
2605,218,12/6/2024,12/7/2024,
262,271,12/6/2024,12/7/2024,
2725,217,12/6/2024,12/7/2024,
2774,217,12/6/2024,12/7/2024,
2823,216,12/6/2024,12/7/2024,
3515,218,12/6/2024,12/7/2024,
3580,219,12/6/2024,12/7/2024,
3738,227,12/6/2024,12/7/2024,
3858,108,12/6/2024,12/7/2024,
4446,107,12/6/2024,12/7/2024,
