WeekNumber,STORE_NBR ,ITEM1_DESC,ITEM_NBR3,TY_Projection,LY_UNITS,LLY_UNITS
2,2859,12CT CHOC CUPCAKES,9804094,5,4,5
2,903,24CT CPCK ASRT BCRM,9873326,6,5,6
2,329,12CT ASRT CUPCAKES,9809315,29,24,40
2,154,12CT CHOC CUPCAKES,9804094,5,4,9
2,1307,6CT ASRT CUPCAKES,568472664,8,6,14
2,5411,12CT ASRT CUPCAKES,9809315,17,14,33
2,5626,12CT ASRT CUPCAKES,9809315,35,29,9
2,3206,24CT CPCK ASRT BCRM,9873326,8,6,7
2,1315,6CT ASRT CUPCAKES,568472664,0,0,17
2,5935,6CT WHITE CUPCAKES,568472602,3,2,2
2,1991,12CT WHITE CUPCAKES,9804080,0,0,2
2,6789,12CT ASRT CUPCAKES,9809315,34,28,51
2,1247,12CT ASRT CUPCAKES,9809315,98,81,222
2,1366,12CT ASRT CUPCAKES,9809315,21,17,4
2,4295,12CT ASRT CUPCAKES,9809315,18,15,87
2,1647,12CT ASRT CUPCAKES,9809315,6,5,23
2,2330,12CT WHITE CUPCAKES,9804080,6,5,6
2,5781,6CT ASRT CUPCAKES,568472664,33,27,15
2,1907,6CT ASRT CUPCAKES,568472664,0,0,5
2,1112,6CT WHITE CUPCAKES,568472602,0,0,15
2,3620,6CT ASRT CUPCAKES,568472664,0,0,5.65
2,1658,12CT WHITE CUPCAKES,9804080,20,16,38
2,5397,6CT ASRT CUPCAKES,568472664,8,6,4
2,381,12CT ASRT CUPCAKES,9809315,33,27,31
2,138,6CT ASRT CUPCAKES,568472664,14,11,34
2,406,6CT ASRT CUPCAKES,568472664,5,4,15
2,1714,6CT ASRT CUPCAKES,568472664,8,6,14
2,1447,12CT WHITE CUPCAKES,9804080,12,10,9
2,5133,12CT ASRT CUPCAKES,9809315,0,0,33
2,592,12CT ASRT CUPCAKES,9809315,82,68,46
2,3232,12CT WHITE CUPCAKES,9804080,9,7,12
2,1233,24CT CPCK ASRT BCRM,9873326,24,20,32
2,5037,12CT WHITE CUPCAKES,9804080,8,6,8
2,7185,12CT WHITE CUPCAKES,9804080,6,5,7
2,2831,6CT ASRT CUPCAKES,568472664,6,5,10
2,313,24CT CPCK ASRT BCRM,9873326,2,1,13
2,3588,6CT ASRT CUPCAKES,568472664,33,27,26
2,615,24CT CPCK ASRT BCRM,9873326,17,14,13
2,1775,12CT WHITE CUPCAKES,9804080,24,20,7
2,1593,12CT ASRT CUPCAKES,9809315,46,38,41
2,4202,12CT WHITE CUPCAKES,9804080,0,0,3
2,5076,24CT CPCK ASRT BCRM,9873326,5,4,2
2,1140,12CT ASRT CUPCAKES,9809315,146,121,156
2,1956,12CT CHOC CUPCAKES,9804094,0,0,25
2,5348,12CT ASRT CUPCAKES,9809315,21,17,21
2,3254,12CT ASRT CUPCAKES,9809315,21,17,40
2,3362,12CT WHITE CUPCAKES,9804080,8,6,28
2,2059,6CT WHITE CUPCAKES,568472602,11,9,7
2,1010,24CT CPCK ASRT BCRM,9873326,20,16,17
2,1337,24CT CPCK ASRT BCRM,9873326,15,12,16
2,5303,12CT WHITE CUPCAKES,9804080,5,4,4
2,347,12CT WHITE CUPCAKES,9804080,34,28,47
2,669,12CT ASRT CUPCAKES,9809315,90,75,92
2,108,12CT ASRT CUPCAKES,9809315,88,73,72
2,914,6CT ASRT CUPCAKES,568472664,0,0,5
2,805,24CT CPCK ASRT BCRM,9873326,14,11,13
2,5839,12CT ASRT CUPCAKES,9809315,9,7,29
2,3344,12CT ASRT CUPCAKES,9809315,12,10,15
2,4283,6CT WHITE CUPCAKES,568472602,3,2,22
2,1215,6CT ASRT CUPCAKES,568472664,15,12,8
2,5307,12CT ASRT CUPCAKES,9809315,132,110,46
2,1852,12CT ASRT CUPCAKES,9809315,24,20,46
2,5165,12CT ASRT CUPCAKES,9809315,10,8,14
2,2285,12CT ASRT CUPCAKES,9809315,26,21,54
2,2222,12CT ASRT CUPCAKES,9809315,11,9,43
2,2464,12CT ASRT CUPCAKES,9809315,0,0,94
2,3237,24CT CPCK ASRT BCRM,9873326,5,4,6
2,2871,12CT ASRT CUPCAKES,9809315,6,5,5
2,2338,6CT ASRT CUPCAKES,568472664,8,6,10
2,3224,12CT ASRT CUPCAKES,9809315,6,5,52
2,1530,12CT ASRT CUPCAKES,9809315,14,11,22
2,402,12CT ASRT CUPCAKES,9809315,71,59,28
2,2722,6CT ASRT CUPCAKES,568472664,3,2,2
2,5398,12CT ASRT CUPCAKES,9809315,76,63,84
2,1089,12CT CHOC CUPCAKES,9804094,9,7,8
2,2284,12CT ASRT CUPCAKES,9809315,5,4,9
2,707,6CT ASRT CUPCAKES,568472664,2,1,14
2,1778,24CT CPCK ASRT BCRM,9873326,3,2,3
2,5282,12CT WHITE CUPCAKES,9804080,15,12,12
2,2587,12CT WHITE CUPCAKES,9804080,20,16,17
2,1342,12CT WHITE CUPCAKES,9804080,9,7,8
2,4461,12CT ASRT CUPCAKES,9809315,70,58,113
2,138,12CT ASRT CUPCAKES,9809315,36,30,36
2,3702,12CT ASRT CUPCAKES,9809315,26,21,22
2,1217,12CT ASRT CUPCAKES,9809315,26,21,11
2,1318,12CT ASRT CUPCAKES,9809315,28,23,45
2,5172,24CT CPCK ASRT BCRM,9873326,0,0,13
2,3434,12CT ASRT CUPCAKES,9809315,14,11,9
2,3280,12CT WHITE CUPCAKES,9804080,22,18,19
2,1139,6CT ASRT CUPCAKES,568472664,15,12,18
2,2953,6CT WHITE CUPCAKES,568472602,6,5,5
2,1386,12CT WHITE CUPCAKES,9804080,0,0,20
2,3826,12CT ASRT CUPCAKES,9809315,26,21,137
2,1120,12CT ASRT CUPCAKES,9809315,123,102,68
2,3860,12CT ASRT CUPCAKES,9809315,33,27,55
2,1488,24CT CPCK ASRT BCRM,9873326,0,0,14
2,3379,12CT WHITE CUPCAKES,9804080,8,6,16
2,1244,12CT WHITE CUPCAKES,9804080,18,15,10
2,5497,12CT ASRT CUPCAKES,9809315,78,65,92
2,3434,6CT ASRT CUPCAKES,568472664,10,8,16
2,1037,12CT ASRT CUPCAKES,9809315,27,22,13
2,4250,12CT ASRT CUPCAKES,9809315,14,11,8
2,3760,6CT WHITE CUPCAKES,568472602,0,0,8
2,470,6CT ASRT CUPCAKES,568472664,3,2,9
2,2174,12CT ASRT CUPCAKES,9809315,26,21,48
2,4601,12CT ASRT CUPCAKES,9809315,62,51,78
2,680,6CT ASRT CUPCAKES,568472664,9,7,15
2,2520,6CT ASRT CUPCAKES,568472664,15,12,12
2,5168,6CT ASRT CUPCAKES,568472664,9,7,8
2,1259,6CT ASRT CUPCAKES,568472664,11,9,14
2,1860,6CT WHITE CUPCAKES,568472602,3,2,8
2,361,24CT CPCK ASRT BCRM,9873326,30,25,21
2,1575,12CT ASRT CUPCAKES,9809315,20,16,19
2,277,24CT CPCK ASRT BCRM,9873326,3,2,20
2,4185,12CT ASRT CUPCAKES,9809315,8,6,9
2,2813,6CT ASRT CUPCAKES,568472664,10,8,8
2,683,12CT ASRT CUPCAKES,9809315,24,20,49
2,46,12CT ASRT CUPCAKES,9809315,102,85,17
2,4252,12CT WHITE CUPCAKES,9804080,11,9,6
2,4865,12CT ASRT CUPCAKES,9809315,74,61,34
2,721,12CT WHITE CUPCAKES,9804080,3,2,6
2,1468,6CT WHITE CUPCAKES,568472602,9,7,18
2,2883,24CT CPCK ASRT BCRM,9873326,0,0,2
2,3751,6CT WHITE CUPCAKES,568472602,12,10,2
2,412,6CT WHITE CUPCAKES,568472602,10,8,7
2,3093,12CT ASRT CUPCAKES,9809315,15,12,12
2,40,24CT CPCK ASRT BCRM,9873326,29,24,20
2,3912,12CT ASRT CUPCAKES,9809315,23,19,45
2,2307,6CT ASRT CUPCAKES,568472664,0,0,4
2,5030,12CT ASRT CUPCAKES,9809315,71,59,22
2,3412,6CT ASRT CUPCAKES,568472664,26,21,8
2,1427,24CT CPCK ASRT BCRM,9873326,14,11,10
2,1016,6CT ASRT CUPCAKES,568472664,0,0,15
2,1395,6CT ASRT CUPCAKES,568472664,9,7,18
2,653,24CT CPCK ASRT BCRM,9873326,14,11,10
2,1487,12CT ASRT CUPCAKES,9809315,27,22,35
2,4428,12CT CHOC CUPCAKES,9804094,0,0,8
2,2790,12CT ASRT CUPCAKES,9809315,22,18,32
2,699,24CT CPCK ASRT BCRM,9873326,4,3,16
2,2403,12CT ASRT CUPCAKES,9809315,71,59,57
2,860,24CT CPCK ASRT BCRM,9873326,0,0,15
2,3790,24CT CPCK ASRT BCRM,9873326,10,8,3
2,5932,12CT ASRT CUPCAKES,9809315,34,28,44
2,6879,12CT CHOC CUPCAKES,9804094,0,0,4
2,1260,12CT ASRT CUPCAKES,9809315,42,35,21
2,2777,12CT ASRT CUPCAKES,9809315,51,42,39
2,39,12CT ASRT CUPCAKES,9809315,65,54,56
2,2644,6CT ASRT CUPCAKES,568472664,6,5,10
2,5486,12CT ASRT CUPCAKES,9809315,30,25,35
2,3835,12CT ASRT CUPCAKES,9809315,30,25,40
2,292,12CT ASRT CUPCAKES,9809315,38,31,47
2,393,12CT ASRT CUPCAKES,9809315,17,14,22
2,1194,12CT ASRT CUPCAKES,9809315,57,47,31
2,2845,12CT ASRT CUPCAKES,9809315,29,24,16
2,5927,12CT ASRT CUPCAKES,9809315,154,128,28
2,3169,12CT ASRT CUPCAKES,9809315,45,37,28
2,1543,12CT ASRT CUPCAKES,9809315,29,24,19
2,880,12CT ASRT CUPCAKES,9809315,50,41,229
2,1888,12CT ASRT CUPCAKES,9809315,18,15,52
2,1578,12CT CHOC CUPCAKES,9804094,0,0,6
2,1556,6CT ASRT CUPCAKES,568472664,5,4,4
2,4332,12CT ASRT CUPCAKES,9809315,54,45,45
2,610,24CT CPCK ASRT BCRM,9873326,20,16,9
2,3350,12CT ASRT CUPCAKES,9809315,44,36,34
2,1116,12CT WHITE CUPCAKES,9804080,0,0,21
2,5747,12CT WHITE CUPCAKES,9804080,3,2,5
2,206,12CT ASRT CUPCAKES,9809315,0,0,20
2,431,12CT ASRT CUPCAKES,9809315,68,56,91
2,3243,12CT WHITE CUPCAKES,9804080,15,12,11
2,3705,6CT WHITE CUPCAKES,568472602,4,3,6
2,5379,6CT ASRT CUPCAKES,568472664,0,0,4.52
2,2937,24CT CPCK ASRT BCRM,9873326,5,4,7
2,4243,6CT ASRT CUPCAKES,568472664,5,4,4
2,1646,12CT WHITE CUPCAKES,9804080,8,6,14
2,1663,12CT ASRT CUPCAKES,9809315,96,80,42
2,1202,12CT ASRT CUPCAKES,9809315,11,9,14
2,5908,6CT ASRT CUPCAKES,568472664,0,0,6
2,2004,12CT WHITE CUPCAKES,9804080,3,2,1
2,47,12CT CHOC CUPCAKES,9804094,51,42,33
2,2704,12CT WHITE CUPCAKES,9804080,14,11,33
2,222,6CT ASRT CUPCAKES,568472664,12,10,13
2,765,12CT WHITE CUPCAKES,9804080,8,6,10
2,2513,12CT WHITE CUPCAKES,9804080,14,11,9
2,3831,12CT ASRT CUPCAKES,9809315,24,20,25
2,5397,12CT ASRT CUPCAKES,9809315,10,8,8
2,1556,12CT ASRT CUPCAKES,9809315,10,8,15
2,1064,12CT ASRT CUPCAKES,9809315,21,17,37
2,77,12CT ASRT CUPCAKES,9809315,32,26,27
2,3243,6CT ASRT CUPCAKES,568472664,8,6,10
2,1594,12CT WHITE CUPCAKES,9804080,6,5,7
2,2991,12CT ASRT CUPCAKES,9809315,30,25,108
2,3488,12CT WHITE CUPCAKES,9804080,4,3,5
2,655,12CT CHOC CUPCAKES,9804094,8,6,31
2,197,24CT CPCK ASRT BCRM,9873326,0,0,5
2,847,12CT WHITE CUPCAKES,9804080,0,0,7
2,408,12CT ASRT CUPCAKES,9809315,12,10,28
2,3516,12CT ASRT CUPCAKES,9809315,57,47,82
2,15,12CT WHITE CUPCAKES,9804080,2,1,21
2,2986,12CT ASRT CUPCAKES,9809315,5,4,9
2,2027,12CT ASRT CUPCAKES,9809315,62,51,42
2,95,6CT ASRT CUPCAKES,568472664,27,22,10
2,1528,12CT WHITE CUPCAKES,9804080,23,19,28
2,1292,6CT WHITE CUPCAKES,568472602,9,7,6
2,5471,6CT WHITE CUPCAKES,568472602,4,3,3
2,1054,6CT WHITE CUPCAKES,568472602,0,0,4
2,1767,6CT WHITE CUPCAKES,568472602,0,0,5
2,2174,12CT WHITE CUPCAKES,9804080,3,2,5
2,2133,12CT ASRT CUPCAKES,9809315,0,0,33
2,201,12CT ASRT CUPCAKES,9809315,50,41,28
2,695,6CT ASRT CUPCAKES,568472664,17,14,8
2,2715,12CT WHITE CUPCAKES,9804080,48,40,60
2,4187,6CT ASRT CUPCAKES,568472664,15,12,106
2,6286,24CT CPCK ASRT BCRM,9873326,11,9,18
2,152,12CT ASRT CUPCAKES,9809315,59,49,64
2,4055,12CT ASRT CUPCAKES,9809315,30,25,66
2,1852,6CT WHITE CUPCAKES,568472602,5,4,14
2,889,12CT WHITE CUPCAKES,9804080,5,4,46
2,73,12CT CHOC CUPCAKES,9804094,0,0,7
2,1346,12CT ASRT CUPCAKES,9809315,26,21,89
2,165,12CT WHITE CUPCAKES,9804080,14,11,16
2,838,12CT WHITE CUPCAKES,9804080,10,8,9
2,79,6CT ASRT CUPCAKES,568472664,11,9,12
2,4512,24CT CPCK ASRT BCRM,9873326,8,6,5
2,1611,24CT CPCK ASRT BCRM,9873326,6,5,6
2,4252,24CT CPCK ASRT BCRM,9873326,3,2,3
2,5104,24CT CPCK ASRT BCRM,9873326,14,11,2
2,1178,12CT ASRT CUPCAKES,9809315,14,11,21
2,4,24CT CPCK ASRT BCRM,9873326,17,14,15
2,1473,12CT ASRT CUPCAKES,9809315,22,18,14
2,5116,12CT WHITE CUPCAKES,9804080,14,11,6
2,224,6CT ASRT CUPCAKES,568472664,0,0,1
2,2147,12CT ASRT CUPCAKES,9809315,35,29,13
2,677,12CT WHITE CUPCAKES,9804080,50,41,18
2,5398,24CT CPCK ASRT BCRM,9873326,6,5,15
2,2691,12CT WHITE CUPCAKES,9804080,12,10,35
2,1372,12CT ASRT CUPCAKES,9809315,0,0,25
2,2559,12CT CHOC CUPCAKES,9804094,0,0,7
2,316,24CT CPCK ASRT BCRM,9873326,16,13,20
2,3205,12CT ASRT CUPCAKES,9809315,0,0,57
2,2926,12CT ASRT CUPCAKES,9809315,5,4,17
2,1646,12CT ASRT CUPCAKES,9809315,60,50,25
2,199,12CT ASRT CUPCAKES,9809315,36,30,24
2,4403,12CT WHITE CUPCAKES,9804080,6,5,8
2,1350,24CT CPCK ASRT BCRM,9873326,12,10,20
2,4356,12CT ASRT CUPCAKES,9809315,15,12,27
2,118,6CT WHITE CUPCAKES,568472602,17,14,15
2,2955,12CT ASRT CUPCAKES,9809315,76,63,10
2,1902,12CT ASRT CUPCAKES,9809315,12,10,35
2,1650,12CT ASRT CUPCAKES,9809315,6,5,40
2,1231,12CT CHOC CUPCAKES,9804094,0,0,8
2,1995,12CT CHOC CUPCAKES,9804094,0,0,10
2,3533,12CT ASRT CUPCAKES,9809315,69,57,59
2,1642,12CT ASRT CUPCAKES,9809315,14,11,21
2,4567,6CT ASRT CUPCAKES,568472664,11,9,13
2,1261,12CT ASRT CUPCAKES,9809315,68,56,152
2,4611,12CT WHITE CUPCAKES,9804080,0,0,6
2,2978,12CT ASRT CUPCAKES,9809315,38,31,183
2,3760,12CT WHITE CUPCAKES,9804080,6,5,8
2,3891,12CT ASRT CUPCAKES,9809315,14,11,35
2,3495,12CT WHITE CUPCAKES,9804080,26,21,13
2,5841,6CT WHITE CUPCAKES,568472602,0,0,1
2,4317,12CT ASRT CUPCAKES,9809315,0,0,24
2,844,12CT ASRT CUPCAKES,9809315,45,37,76
2,3463,12CT WHITE CUPCAKES,9804080,5,4,4
2,1318,24CT CPCK ASRT BCRM,9873326,14,11,13
2,1754,6CT WHITE CUPCAKES,568472602,0,0,13
2,681,12CT ASRT CUPCAKES,9809315,28,23,11
2,451,6CT ASRT CUPCAKES,568472664,9,7,14
2,3748,12CT ASRT CUPCAKES,9809315,10,8,20
2,2024,12CT WHITE CUPCAKES,9804080,3,2,7
2,331,12CT WHITE CUPCAKES,9804080,12,10,4
2,5082,6CT ASRT CUPCAKES,568472664,18,15,22
2,1860,24CT CPCK ASRT BCRM,9873326,6,5,2
2,5399,6CT ASRT CUPCAKES,568472664,10,8,25
2,1394,6CT ASRT CUPCAKES,568472664,8,6,5
2,167,6CT ASRT CUPCAKES,568472664,0,0,14
2,1012,24CT CPCK ASRT BCRM,9873326,10,8,9
2,1937,12CT ASRT CUPCAKES,9809315,18,15,20
2,572,24CT CPCK ASRT BCRM,9873326,16,13,15
2,682,12CT ASRT CUPCAKES,9809315,29,24,22
2,1833,12CT CHOC CUPCAKES,9804094,14,11,7
2,2843,12CT ASRT CUPCAKES,9809315,65,54,16
2,2843,6CT WHITE CUPCAKES,568472602,0,0,9
2,2021,12CT WHITE CUPCAKES,9804080,5,4,10
2,1341,12CT WHITE CUPCAKES,9804080,0,0,5
2,6392,12CT WHITE CUPCAKES,9804080,0,0,20
2,1956,12CT WHITE CUPCAKES,9804080,0,0,18
2,3311,12CT ASRT CUPCAKES,9809315,18,15,30
2,945,12CT ASRT CUPCAKES,9809315,100,83,82
2,376,24CT CPCK ASRT BCRM,9873326,5,4,26
2,1579,6CT WHITE CUPCAKES,568472602,5,4,14
2,2832,6CT ASRT CUPCAKES,568472664,0,0,21
2,3058,6CT WHITE CUPCAKES,568472602,0,0,1
2,3180,12CT ASRT CUPCAKES,9809315,56,46,156
2,2978,12CT WHITE CUPCAKES,9804080,16,13,30
2,2021,12CT CHOC CUPCAKES,9804094,4,3,10
2,896,24CT CPCK ASRT BCRM,9873326,22,18,15
2,3433,12CT ASRT CUPCAKES,9809315,21,17,21
2,2996,12CT ASRT CUPCAKES,9809315,15,12,6
2,5247,6CT ASRT CUPCAKES,568472664,10,8,14
2,1125,6CT ASRT CUPCAKES,568472664,12,10,7
2,2600,12CT ASRT CUPCAKES,9809315,22,18,30
2,5369,12CT ASRT CUPCAKES,9809315,64,53,8
2,3454,6CT WHITE CUPCAKES,568472602,5,4,3
2,1460,12CT ASRT CUPCAKES,9809315,72,60,19
2,1192,12CT ASRT CUPCAKES,9809315,39,32,50
2,3513,12CT ASRT CUPCAKES,9809315,51,42,39
2,6579,24CT CPCK ASRT BCRM,9873326,34,28,33
2,2107,12CT WHITE CUPCAKES,9804080,0,0,13
2,1953,6CT ASRT CUPCAKES,568472664,2,1,4
2,739,6CT WHITE CUPCAKES,568472602,9,7,19
2,3209,12CT ASRT CUPCAKES,9809315,62,51,67
2,2074,6CT WHITE CUPCAKES,568472602,5,4,2
2,741,6CT WHITE CUPCAKES,568472602,10,8,10
2,5260,24CT CPCK ASRT BCRM,9873326,11,9,6
2,3302,12CT ASRT CUPCAKES,9809315,111,92,111
2,7032,12CT WHITE CUPCAKES,9804080,14,11,27
2,3864,12CT WHITE CUPCAKES,9804080,0,0,8
2,1313,12CT WHITE CUPCAKES,9804080,0,0,3
2,1070,6CT WHITE CUPCAKES,568472602,8,6,2
2,7301,24CT CPCK ASRT BCRM,9873326,11,9,11
2,671,12CT ASRT CUPCAKES,9809315,44,36,66
2,4115,12CT WHITE CUPCAKES,9804080,11,9,3
2,2793,12CT WHITE CUPCAKES,9804080,15,12,24
2,2125,12CT ASRT CUPCAKES,9809315,26,21,18
2,3014,12CT ASRT CUPCAKES,9809315,29,24,56
2,2459,12CT ASRT CUPCAKES,9809315,22,18,4
2,1936,12CT ASRT CUPCAKES,9809315,12,10,22
2,2218,12CT ASRT CUPCAKES,9809315,6,5,20
2,2557,12CT ASRT CUPCAKES,9809315,21,17,91
2,5260,12CT ASRT CUPCAKES,9809315,99,82,110
2,1237,24CT CPCK ASRT BCRM,9873326,5,4,14
2,24,12CT ASRT CUPCAKES,9809315,33,27,29
2,3877,6CT WHITE CUPCAKES,568472602,0,0,3
2,31,24CT CPCK ASRT BCRM,9873326,27,22,26
2,7188,12CT ASRT CUPCAKES,9809315,11,9,13
2,1461,12CT WHITE CUPCAKES,9804080,20,16,12
2,642,6CT ASRT CUPCAKES,568472664,24,20,33
2,1266,12CT WHITE CUPCAKES,9804080,5,4,24
2,4238,12CT ASRT CUPCAKES,9809315,39,32,123
2,1892,24CT CPCK ASRT BCRM,9873326,9,7,12
2,1806,6CT ASRT CUPCAKES,568472664,17,14,9
2,3877,12CT ASRT CUPCAKES,9809315,18,15,18
2,331,24CT CPCK ASRT BCRM,9873326,14,11,9
2,1478,6CT ASRT CUPCAKES,568472664,11,9,16
2,2936,6CT ASRT CUPCAKES,568472664,17,14,19
2,85,6CT WHITE CUPCAKES,568472602,8,6,17
2,557,6CT WHITE CUPCAKES,568472602,0,0,1
2,1396,12CT WHITE CUPCAKES,9804080,4,3,8
2,4168,6CT WHITE CUPCAKES,568472602,5,4,30
2,1025,12CT CHOC CUPCAKES,9804094,9,7,10
2,461,12CT ASRT CUPCAKES,9809315,8,6,28
2,3830,12CT ASRT CUPCAKES,9809315,83,69,35
2,5482,6CT ASRT CUPCAKES,568472664,5,4,5
2,1964,12CT ASRT CUPCAKES,9809315,23,19,11
2,1727,12CT CHOC CUPCAKES,9804094,0,0,9
2,1608,12CT ASRT CUPCAKES,9809315,16,13,76
2,848,12CT CHOC CUPCAKES,9804094,0,0,2
2,532,12CT ASRT CUPCAKES,9809315,33,27,25
2,2082,12CT ASRT CUPCAKES,9809315,28,23,80
2,1015,12CT ASRT CUPCAKES,9809315,15,12,29
2,1171,12CT ASRT CUPCAKES,9809315,44,36,46
2,2480,12CT ASRT CUPCAKES,9809315,14,11,25
2,20,6CT ASRT CUPCAKES,568472664,0,0,4
2,1121,24CT CPCK ASRT BCRM,9873326,14,11,18
2,3461,12CT ASRT CUPCAKES,9809315,54,45,18
2,2795,12CT WHITE CUPCAKES,9804080,3,2,8
2,5461,12CT ASRT CUPCAKES,9809315,15,12,28
2,657,24CT CPCK ASRT BCRM,9873326,11,9,10
2,275,12CT WHITE CUPCAKES,9804080,22,18,12
2,2460,24CT CPCK ASRT BCRM,9873326,15,12,18
2,1932,12CT ASRT CUPCAKES,9809315,8,6,2
2,1617,12CT ASRT CUPCAKES,9809315,22,18,53
2,1553,12CT ASRT CUPCAKES,9809315,6,5,27
2,2352,12CT CHOC CUPCAKES,9804094,8,6,5
2,2780,6CT WHITE CUPCAKES,568472602,0,0,6
2,1753,24CT CPCK ASRT BCRM,9873326,2,1,7
2,432,12CT ASRT CUPCAKES,9809315,9,7,19
2,1945,12CT ASRT CUPCAKES,9809315,29,24,57
2,131,6CT WHITE CUPCAKES,568472602,0,0,14
2,4129,12CT WHITE CUPCAKES,9804080,15,12,2
2,4389,12CT WHITE CUPCAKES,9804080,5,4,8
2,5705,12CT WHITE CUPCAKES,9804080,0,0,4
2,1376,12CT WHITE CUPCAKES,9804080,11,9,11
2,2725,12CT ASRT CUPCAKES,9809315,4,3,14
2,5671,12CT ASRT CUPCAKES,9809315,0,0,44
2,307,6CT WHITE CUPCAKES,568472602,14,11,19
2,4183,12CT WHITE CUPCAKES,9804080,3,2,3
2,5088,6CT ASRT CUPCAKES,568472664,3,2,1
2,1288,6CT WHITE CUPCAKES,568472602,17,14,16
2,3514,6CT ASRT CUPCAKES,568472664,9,7,15
2,284,12CT CHOC CUPCAKES,9804094,10,8,3
2,1851,12CT ASRT CUPCAKES,9809315,20,16,46
2,531,6CT WHITE CUPCAKES,568472602,11,9,8
2,1643,12CT ASRT CUPCAKES,9809315,74,61,31
2,1899,12CT ASRT CUPCAKES,9809315,57,47,122
2,2762,12CT CHOC CUPCAKES,9804094,9,7,6
2,776,24CT CPCK ASRT BCRM,9873326,15,12,10
2,4520,12CT ASRT CUPCAKES,9809315,21,17,16
2,184,12CT ASRT CUPCAKES,9809315,198,165,37
2,2586,12CT ASRT CUPCAKES,9809315,40,33,31
2,2691,12CT CHOC CUPCAKES,9804094,8,6,7
2,18,12CT WHITE CUPCAKES,9804080,18,15,18
2,2649,6CT WHITE CUPCAKES,568472602,0,0,4
2,374,24CT CPCK ASRT BCRM,9873326,11,9,9
2,1025,12CT ASRT CUPCAKES,9809315,33,27,23
2,2513,6CT WHITE CUPCAKES,568472602,11,9,13
2,1707,6CT ASRT CUPCAKES,568472664,15,12,14
2,1415,12CT ASRT CUPCAKES,9809315,10,8,9
2,1004,24CT CPCK ASRT BCRM,9873326,0,0,14
2,2823,12CT WHITE CUPCAKES,9804080,12,10,8
2,5717,12CT ASRT CUPCAKES,9809315,0,0,126
2,4431,12CT ASRT CUPCAKES,9809315,0,0,14
2,1638,6CT ASRT CUPCAKES,568472664,0,0,14
2,3055,6CT WHITE CUPCAKES,568472602,11,9,3
2,642,12CT ASRT CUPCAKES,9809315,11,9,20
2,2728,12CT ASRT CUPCAKES,9809315,32,26,43
2,1263,6CT WHITE CUPCAKES,568472602,12,10,15
2,186,24CT CPCK ASRT BCRM,9873326,21,17,17
2,1483,6CT WHITE CUPCAKES,568472602,11,9,5
