WeekNumber,STORE_NBR ,ITEM1_DESC,ITEM_NBR3,TY_Projection,LY_UNITS,LLY_UNITS
3,924,24CT CPCK ASRT BCRM,9873326,10,8,1
3,5853,24CT CPCK ASRT BCRM,9873326,8,6,1
3,839,24CT CPCK ASRT BCRM,9873326,17,14,1
3,3566,24CT CPCK ASRT BCRM,9873326,0,0,1
3,172,24CT CPCK ASRT BCRM,9873326,4,3,1
3,5409,24CT CPCK ASRT BCRM,9873326,8,6,1
3,2113,24CT CPCK ASRT BCRM,9873326,27,22,1
3,80,24CT CPCK ASRT BCRM,9873326,4,3,1
3,6173,24CT CPCK ASRT BCRM,9873326,11,9,1
3,2572,24CT CPCK ASRT BCRM,9873326,0,0,1
3,1016,24CT CPCK ASRT BCRM,9873326,0,0,1
3,2493,24CT CPCK ASRT BCRM,9873326,6,5,1
3,5301,24CT CPCK ASRT BCRM,9873326,0,0,1
3,2668,24CT CPCK ASRT BCRM,9873326,9,7,1
3,2727,24CT CPCK ASRT BCRM,9873326,0,0,1
3,2463,24CT CPCK ASRT BCRM,9873326,4,3,1
3,1510,24CT CPCK ASRT BCRM,9873326,14,11,1
3,733,24CT CPCK ASRT BCRM,9873326,23,19,1
3,3535,24CT CPCK ASRT BCRM,9873326,5,4,1
3,5891,24CT CPCK ASRT BCRM,9873326,0,0,1
3,1985,24CT CPCK ASRT BCRM,9873326,0,0,1
3,299,24CT CPCK ASRT BCRM,9873326,38,31,1
3,943,24CT CPCK ASRT BCRM,9873326,3,2,1
3,2196,24CT CPCK ASRT BCRM,9873326,6,5,1
3,2282,24CT CPCK ASRT BCRM,9873326,0,0,1
3,2939,24CT CPCK ASRT BCRM,9873326,0,0,1
3,2610,24CT CPCK ASRT BCRM,9873326,5,4,1
3,2365,24CT CPCK ASRT BCRM,9873326,4,3,1
3,1364,24CT CPCK ASRT BCRM,9873326,5,4,1
2,9,12CT ASRT CUPCAKES,9809315,56,46,7
2,4641,12CT ASRT CUPCAKES,9809315,10,8,7
2,3207,12CT CHOC CUPCAKES,9804094,0,0,7
2,1503,12CT CHOC CUPCAKES,9804094,2,1,7
2,115,12CT ASRT CUPCAKES,9809315,15,12,7
2,589,12CT WHITE CUPCAKES,9804080,8,6,7
2,4631,12CT WHITE CUPCAKES,9804080,10,8,7
2,1034,12CT CHOC CUPCAKES,9804094,4,3,7
2,5441,12CT WHITE CUPCAKES,9804080,2,1,7
2,5309,12CT WHITE CUPCAKES,9804080,3,2,7
2,3732,12CT WHITE CUPCAKES,9804080,5,4,7
2,2131,12CT CHOC CUPCAKES,9804094,0,0,7
2,1523,12CT WHITE CUPCAKES,9804080,9,7,7
2,5270,12CT ASRT CUPCAKES,9809315,41,34,7
2,1339,12CT ASRT CUPCAKES,9809315,15,12,7
2,3230,12CT WHITE CUPCAKES,9804080,16,13,7
2,541,12CT WHITE CUPCAKES,9804080,2,1,7
2,2939,12CT ASRT CUPCAKES,9809315,9,7,7
2,1516,12CT WHITE CUPCAKES,9804080,0,0,7
2,1984,12CT ASRT CUPCAKES,9809315,8,6,7
2,3351,12CT WHITE CUPCAKES,9804080,0,0,7
2,1544,12CT ASRT CUPCAKES,9809315,3,2,7
2,5025,12CT CHOC CUPCAKES,9804094,15,12,7
2,2040,12CT WHITE CUPCAKES,9804080,10,8,7
2,699,12CT CHOC CUPCAKES,9804094,14,11,7
2,1603,12CT WHITE CUPCAKES,9804080,3,2,7
2,224,12CT WHITE CUPCAKES,9804080,0,0,7
2,2529,12CT WHITE CUPCAKES,9804080,16,13,7
2,1164,12CT ASRT CUPCAKES,9809315,14,11,7
2,1156,12CT WHITE CUPCAKES,9804080,10,8,7
2,5898,12CT ASRT CUPCAKES,9809315,21,17,7
2,1696,12CT ASRT CUPCAKES,9809315,42,35,7
2,1371,12CT ASRT CUPCAKES,9809315,29,24,7
2,200,12CT WHITE CUPCAKES,9804080,3,2,7
2,2086,12CT ASRT CUPCAKES,9809315,17,14,7
2,2073,12CT WHITE CUPCAKES,9804080,18,15,7
2,3367,12CT WHITE CUPCAKES,9804080,20,16,7
2,2644,12CT WHITE CUPCAKES,9804080,10,8,7
2,1202,12CT WHITE CUPCAKES,9804080,15,12,7
2,3261,12CT WHITE CUPCAKES,9804080,6,5,7
2,922,12CT WHITE CUPCAKES,9804080,0,0,7
2,529,12CT WHITE CUPCAKES,9804080,24,20,7
2,5280,12CT WHITE CUPCAKES,9804080,0,0,7
2,167,12CT ASRT CUPCAKES,9809315,10,8,7
2,5450,12CT ASRT CUPCAKES,9809315,21,17,7
2,2481,12CT WHITE CUPCAKES,9804080,5,4,7
2,3277,12CT WHITE CUPCAKES,9804080,0,0,7
2,5185,12CT CHOC CUPCAKES,9804094,0,0,7
2,426,12CT WHITE CUPCAKES,9804080,0,0,7
2,1032,12CT WHITE CUPCAKES,9804080,17,14,7
2,2112,12CT WHITE CUPCAKES,9804080,0,0,7
2,3453,12CT ASRT CUPCAKES,9809315,6,5,7
2,2426,12CT WHITE CUPCAKES,9804080,10,8,7
2,5337,12CT WHITE CUPCAKES,9804080,0,0,7
2,450,12CT WHITE CUPCAKES,9804080,26,21,7
2,2399,12CT WHITE CUPCAKES,9804080,4,3,7
2,698,12CT WHITE CUPCAKES,9804080,17,14,7
2,2340,12CT CHOC CUPCAKES,9804094,4,3,7
2,1764,12CT WHITE CUPCAKES,9804080,20,16,7
2,29,12CT WHITE CUPCAKES,9804080,9,7,7
2,1885,12CT ASRT CUPCAKES,9809315,4,3,7
2,2403,12CT WHITE CUPCAKES,9804080,12,10,7
2,3770,12CT ASRT CUPCAKES,9809315,4,3,7
2,5743,12CT CHOC CUPCAKES,9804094,4,3,7
2,3208,12CT WHITE CUPCAKES,9804080,0,0,7
2,5462,12CT WHITE CUPCAKES,9804080,8,6,7
2,1896,12CT WHITE CUPCAKES,9804080,0,0,7
2,3380,12CT WHITE CUPCAKES,9804080,17,14,7
2,4687,12CT WHITE CUPCAKES,9804080,0,0,7
2,7280,12CT WHITE CUPCAKES,9804080,6,5,7
2,3259,12CT WHITE CUPCAKES,9804080,8,6,7
2,112,12CT CHOC CUPCAKES,9804094,0,0,7
2,5280,12CT ASRT CUPCAKES,9809315,10,8,7
2,242,12CT ASRT CUPCAKES,9809315,111,92,7
2,5025,12CT ASRT CUPCAKES,9809315,20,16,7
2,1823,12CT WHITE CUPCAKES,9804080,9,7,7
2,14,12CT WHITE CUPCAKES,9804080,0,0,7
2,192,12CT CHOC CUPCAKES,9804094,8,6,7
2,2477,12CT ASRT CUPCAKES,9809315,6,5,7
2,767,12CT WHITE CUPCAKES,9804080,0,0,7
2,4554,12CT ASRT CUPCAKES,9809315,0,0,7
2,1894,12CT ASRT CUPCAKES,9809315,5,4,7
2,643,12CT WHITE CUPCAKES,9804080,5,4,7
2,5472,12CT WHITE CUPCAKES,9804080,3,2,7
2,2595,12CT WHITE CUPCAKES,9804080,4,3,7
2,1651,12CT ASRT CUPCAKES,9809315,0,0,7
2,886,12CT WHITE CUPCAKES,9804080,17,14,7
2,3265,12CT WHITE CUPCAKES,9804080,17,14,7
2,3537,12CT CHOC CUPCAKES,9804094,11,9,7
2,3267,12CT WHITE CUPCAKES,9804080,0,0,7
2,723,12CT WHITE CUPCAKES,9804080,12,10,7
2,1066,12CT CHOC CUPCAKES,9804094,8,6,7
2,1674,12CT WHITE CUPCAKES,9804080,6,5,7
2,854,12CT WHITE CUPCAKES,9804080,0,0,7
2,4409,12CT ASRT CUPCAKES,9809315,16,13,7
2,477,12CT WHITE CUPCAKES,9804080,6,5,7
2,2266,12CT WHITE CUPCAKES,9804080,4,3,7
2,2348,12CT WHITE CUPCAKES,9804080,2,1,7
2,1023,12CT WHITE CUPCAKES,9804080,10,8,7
2,2577,12CT ASRT CUPCAKES,9809315,10,8,7
2,1875,12CT WHITE CUPCAKES,9804080,18,15,7
2,2230,12CT WHITE CUPCAKES,9804080,5,4,7
2,1372,12CT WHITE CUPCAKES,9804080,0,0,7
2,5311,12CT WHITE CUPCAKES,9804080,0,0,7
2,2402,12CT WHITE CUPCAKES,9804080,0,0,7
2,1699,12CT CHOC CUPCAKES,9804094,6,5,7
2,866,12CT CHOC CUPCAKES,9804094,3,2,7
2,6958,12CT CHOC CUPCAKES,9804094,8,6,7
2,1884,12CT WHITE CUPCAKES,9804080,12,10,7
2,414,12CT WHITE CUPCAKES,9804080,0,0,7
2,1707,12CT WHITE CUPCAKES,9804080,8,6,7
2,399,12CT WHITE CUPCAKES,9804080,0,0,7
2,2089,12CT WHITE CUPCAKES,9804080,3,2,7
2,2758,12CT WHITE CUPCAKES,9804080,4,3,7
2,61,12CT WHITE CUPCAKES,9804080,2,1,7
2,5879,12CT WHITE CUPCAKES,9804080,11,9,7
2,1791,12CT WHITE CUPCAKES,9804080,2,1,7
2,1699,12CT WHITE CUPCAKES,9804080,10,8,7
2,733,12CT CHOC CUPCAKES,9804094,2,1,7
2,2135,12CT WHITE CUPCAKES,9804080,6,5,7
2,2368,12CT WHITE CUPCAKES,9804080,15,12,7
2,1141,12CT WHITE CUPCAKES,9804080,12,10,7
2,1071,12CT CHOC CUPCAKES,9804094,8,6,7
2,1655,12CT ASRT CUPCAKES,9809315,27,22,7
2,264,12CT WHITE CUPCAKES,9804080,47,39,7
2,2322,12CT ASRT CUPCAKES,9809315,0,0,7
2,3170,12CT WHITE CUPCAKES,9804080,10,8,7
2,5976,12CT WHITE CUPCAKES,9804080,6,5,7
2,2809,12CT ASRT CUPCAKES,9809315,47,39,7
2,519,12CT WHITE CUPCAKES,9804080,4,3,7
2,5854,12CT ASRT CUPCAKES,9809315,26,21,7
2,5263,12CT WHITE CUPCAKES,9804080,30,25,7
2,5105,12CT ASRT CUPCAKES,9809315,10,8,7
2,784,12CT WHITE CUPCAKES,9804080,9,7,7
2,1524,12CT WHITE CUPCAKES,9804080,10,8,7
2,7020,12CT ASRT CUPCAKES,9809315,18,15,7
2,1859,12CT WHITE CUPCAKES,9804080,15,12,7
2,2820,12CT WHITE CUPCAKES,9804080,0,0,7
2,314,12CT ASRT CUPCAKES,9809315,42,35,7
2,3342,12CT WHITE CUPCAKES,9804080,6,5,7
2,1273,12CT WHITE CUPCAKES,9804080,0,0,7
2,1896,12CT CHOC CUPCAKES,9804094,0,0,7
2,740,12CT ASRT CUPCAKES,9809315,38,31,7
2,1463,12CT WHITE CUPCAKES,9804080,10,8,7
2,4253,12CT WHITE CUPCAKES,9804080,17,14,7
2,3449,12CT ASRT CUPCAKES,9809315,0,0,7
2,1815,12CT WHITE CUPCAKES,9804080,0,0,7
2,5799,12CT ASRT CUPCAKES,9809315,4,3,7
2,1186,12CT ASRT CUPCAKES,9809315,57,47,7
2,5625,12CT CHOC CUPCAKES,9804094,11,9,7
2,974,12CT ASRT CUPCAKES,9809315,10,8,7
2,186,12CT WHITE CUPCAKES,9804080,6,5,7
2,217,12CT WHITE CUPCAKES,9804080,21,17,7
2,5056,12CT ASRT CUPCAKES,9809315,10,8,7
2,6789,12CT WHITE CUPCAKES,9804080,3,2,7
2,5097,12CT CHOC CUPCAKES,9804094,17,14,7
2,1964,12CT WHITE CUPCAKES,9804080,0,0,7
2,188,12CT CHOC CUPCAKES,9804094,2,1,7
2,672,12CT WHITE CUPCAKES,9804080,12,10,7
2,5489,12CT WHITE CUPCAKES,9804080,2,1,7
2,5888,12CT WHITE CUPCAKES,9804080,2,1,7
2,46,12CT CHOC CUPCAKES,9804094,0,0,7
2,4262,12CT WHITE CUPCAKES,9804080,0,0,7
2,856,12CT WHITE CUPCAKES,9804080,56,46,7
2,5060,12CT WHITE CUPCAKES,9804080,0,0,7
2,2255,12CT WHITE CUPCAKES,9804080,0,0,7
2,421,12CT WHITE CUPCAKES,9804080,27,22,7
2,2474,12CT ASRT CUPCAKES,9809315,35,29,7
2,1764,12CT ASRT CUPCAKES,9809315,39,32,7
2,881,12CT WHITE CUPCAKES,9804080,4,3,7
2,1685,12CT WHITE CUPCAKES,9804080,5,4,7
2,2128,12CT ASRT CUPCAKES,9809315,10,8,7
2,1534,12CT CHOC CUPCAKES,9804094,5,4,7
2,2348,12CT ASRT CUPCAKES,9809315,3,2,7
2,4372,12CT CHOC CUPCAKES,9804094,2,1,7
2,5494,12CT WHITE CUPCAKES,9804080,18,15,7
2,1174,12CT ASRT CUPCAKES,9809315,8,6,7
2,119,12CT WHITE CUPCAKES,9804080,2,1,7
2,944,12CT WHITE CUPCAKES,9804080,4,3,8
2,6207,12CT ASRT CUPCAKES,9809315,0,0,7
2,1719,12CT WHITE CUPCAKES,9804080,10,8,7
2,5116,12CT CHOC CUPCAKES,9804094,11,9,7
2,1518,12CT CHOC CUPCAKES,9804094,18,15,7
3,1728,12CT WHITE CUPCAKES,9804080,15,12,7
3,4348,12CT WHITE CUPCAKES,9804080,2,1,7
3,954,12CT WHITE CUPCAKES,9804080,9,7,7
3,2522,12CT CHOC CUPCAKES,9804094,10,8,7
3,855,12CT CHOC CUPCAKES,9804094,5,4,7
3,5247,12CT WHITE CUPCAKES,9804080,0,0,7
3,872,12CT WHITE CUPCAKES,9804080,17,14,7
3,1542,12CT ASRT CUPCAKES,9809315,42,35,7
3,5099,12CT CHOC CUPCAKES,9804094,10,8,7
3,5244,12CT WHITE CUPCAKES,9804080,29,24,7
3,2516,12CT CHOC CUPCAKES,9804094,0,0,7
3,355,12CT WHITE CUPCAKES,9804080,53,44,7
3,1207,12CT WHITE CUPCAKES,9804080,10,8,7
3,1695,12CT WHITE CUPCAKES,9804080,35,29,7
3,2549,12CT WHITE CUPCAKES,9804080,24,20,7
3,1072,12CT ASRT CUPCAKES,9809315,82,68,7
3,2882,12CT ASRT CUPCAKES,9809315,42,35,7
3,3462,12CT WHITE CUPCAKES,9804080,10,8,7
3,5992,12CT ASRT CUPCAKES,9809315,76,63,7
3,1982,12CT CHOC CUPCAKES,9804094,5,4,7
3,2252,12CT WHITE CUPCAKES,9804080,2,1,7
3,1794,12CT WHITE CUPCAKES,9804080,3,2,7
3,1152,12CT ASRT CUPCAKES,9809315,27,22,7
3,1685,12CT WHITE CUPCAKES,9804080,10,8,7
3,1645,12CT CHOC CUPCAKES,9804094,0,0,7
3,34,12CT ASRT CUPCAKES,9809315,2,1,7
3,3295,12CT WHITE CUPCAKES,9804080,10,8,7
3,1929,12CT WHITE CUPCAKES,9804080,8,6,7
3,2046,12CT WHITE CUPCAKES,9804080,11,9,7
3,392,12CT WHITE CUPCAKES,9804080,6,5,7
3,157,12CT CHOC CUPCAKES,9804094,28,23,7
3,182,12CT ASRT CUPCAKES,9809315,6,5,7
3,1861,12CT WHITE CUPCAKES,9804080,0,0,7
3,746,12CT CHOC CUPCAKES,9804094,10,8,7
3,3474,12CT CHOC CUPCAKES,9804094,0,0,7
3,55,12CT WHITE CUPCAKES,9804080,6,5,7
3,400,12CT WHITE CUPCAKES,9804080,54,45,7
3,2285,12CT WHITE CUPCAKES,9804080,11,9,7
3,824,12CT WHITE CUPCAKES,9804080,53,44,7
3,1350,12CT WHITE CUPCAKES,9804080,16,13,7
3,5429,12CT WHITE CUPCAKES,9804080,71,59,7
3,972,12CT WHITE CUPCAKES,9804080,38,31,7
3,1913,12CT WHITE CUPCAKES,9804080,9,7,7
3,486,12CT CHOC CUPCAKES,9804094,0,0,7
3,4514,12CT WHITE CUPCAKES,9804080,14,11,7
3,1778,12CT WHITE CUPCAKES,9804080,8,6,7
3,3412,12CT ASRT CUPCAKES,9809315,120,100,7
3,5264,12CT WHITE CUPCAKES,9804080,0,0,7
3,1790,12CT WHITE CUPCAKES,9804080,0,0,7
3,4483,12CT WHITE CUPCAKES,9804080,2,1,7
3,3889,12CT WHITE CUPCAKES,9804080,11,9,7
3,1435,12CT WHITE CUPCAKES,9804080,0,0,7
3,253,12CT WHITE CUPCAKES,9804080,4,3,7
3,2545,12CT WHITE CUPCAKES,9804080,28,23,7
3,6576,12CT WHITE CUPCAKES,9804080,44,36,7
3,4055,12CT CHOC CUPCAKES,9804094,10,8,7
3,839,12CT CHOC CUPCAKES,9804094,9,7,7
3,2958,12CT CHOC CUPCAKES,9804094,5,4,7
3,170,12CT ASRT CUPCAKES,9809315,2,1,7
3,2550,12CT WHITE CUPCAKES,9804080,8,6,7
3,2497,12CT WHITE CUPCAKES,9804080,16,13,7
3,4456,12CT WHITE CUPCAKES,9804080,35,29,7
3,1601,12CT ASRT CUPCAKES,9809315,10,8,7
3,4570,12CT CHOC CUPCAKES,9804094,14,11,7
3,914,12CT WHITE CUPCAKES,9804080,9,7,7
3,3889,12CT ASRT CUPCAKES,9809315,8,6,7
3,919,12CT WHITE CUPCAKES,9804080,10,8,7
3,3293,12CT ASRT CUPCAKES,9809315,29,24,7
3,3232,12CT WHITE CUPCAKES,9804080,16,13,7
3,371,12CT CHOC CUPCAKES,9804094,11,9,7
3,364,12CT WHITE CUPCAKES,9804080,8,6,7
3,3150,12CT CHOC CUPCAKES,9804094,9,7,7
3,5806,12CT WHITE CUPCAKES,9804080,0,0,7
3,3537,12CT CHOC CUPCAKES,9804094,18,15,7
3,3439,12CT WHITE CUPCAKES,9804080,22,18,7
3,4384,12CT WHITE CUPCAKES,9804080,0,0,7
3,3505,12CT WHITE CUPCAKES,9804080,30,25,7
3,4644,12CT WHITE CUPCAKES,9804080,16,13,7
3,284,12CT WHITE CUPCAKES,9804080,6,5,7
3,2331,12CT WHITE CUPCAKES,9804080,6,5,7
3,3876,12CT WHITE CUPCAKES,9804080,0,0,7
3,3093,12CT WHITE CUPCAKES,9804080,14,11,7
3,3749,12CT WHITE CUPCAKES,9804080,9,7,7
3,5446,12CT ASRT CUPCAKES,9809315,52,43,7
3,4191,12CT ASRT CUPCAKES,9809315,5,4,7
3,5861,12CT ASRT CUPCAKES,9809315,0,0,7
3,3367,12CT WHITE CUPCAKES,9804080,26,21,7
3,5774,12CT ASRT CUPCAKES,9809315,0,0,7
3,1492,12CT WHITE CUPCAKES,9804080,4,3,7
3,140,12CT CHOC CUPCAKES,9804094,17,14,7
3,4216,12CT WHITE CUPCAKES,9804080,11,9,7
3,3790,12CT WHITE CUPCAKES,9804080,46,38,7
3,4554,12CT CHOC CUPCAKES,9804094,22,18,7
3,1939,12CT ASRT CUPCAKES,9809315,14,11,7
3,2576,12CT CHOC CUPCAKES,9804094,10,8,7
3,3078,12CT WHITE CUPCAKES,9804080,15,12,7
3,3453,12CT ASRT CUPCAKES,9809315,41,34,7
3,5316,12CT WHITE CUPCAKES,9804080,26,21,7
3,5482,12CT WHITE CUPCAKES,9804080,14,11,7
3,533,12CT WHITE CUPCAKES,9804080,20,16,7
3,370,12CT CHOC CUPCAKES,9804094,0,0,7
3,1197,12CT WHITE CUPCAKES,9804080,5,4,7
3,5118,12CT ASRT CUPCAKES,9809315,80,66,7
3,5485,12CT ASRT CUPCAKES,9809315,96,80,7
3,4365,12CT WHITE CUPCAKES,9804080,0,0,7
3,1543,12CT CHOC CUPCAKES,9804094,5,4,7
3,1178,12CT CHOC CUPCAKES,9804094,3,2,7
3,83,12CT WHITE CUPCAKES,9804080,15,12,7
3,793,12CT WHITE CUPCAKES,9804080,5,4,7
3,5240,12CT ASRT CUPCAKES,9809315,35,29,7
3,1373,12CT CHOC CUPCAKES,9804094,3,2,7
3,67,12CT ASRT CUPCAKES,9809315,18,15,7
3,1188,12CT ASRT CUPCAKES,9809315,27,22,7
3,2002,12CT WHITE CUPCAKES,9804080,0,0,7
3,1640,12CT WHITE CUPCAKES,9804080,14,11,7
3,823,12CT WHITE CUPCAKES,9804080,16,13,7
3,604,12CT CHOC CUPCAKES,9804094,8,6,7
3,1951,12CT ASRT CUPCAKES,9809315,10,8,7
3,486,12CT WHITE CUPCAKES,9804080,0,0,7
3,2596,12CT WHITE CUPCAKES,9804080,0,0,7
3,175,12CT WHITE CUPCAKES,9804080,10,8,7
3,5498,12CT ASRT CUPCAKES,9809315,0,0,7
3,3853,12CT WHITE CUPCAKES,9804080,15,12,7
3,1370,12CT CHOC CUPCAKES,9804094,6,5,7
3,2768,12CT WHITE CUPCAKES,9804080,4,3,7
3,1674,12CT CHOC CUPCAKES,9804094,2,1,7
3,399,12CT WHITE CUPCAKES,9804080,0,0,7
3,1689,12CT ASRT CUPCAKES,9809315,15,12,7
3,2561,12CT WHITE CUPCAKES,9804080,14,11,7
3,937,12CT WHITE CUPCAKES,9804080,0,0,7
3,3417,12CT WHITE CUPCAKES,9804080,0,0,7
3,2125,12CT WHITE CUPCAKES,9804080,0,0,7
3,5218,12CT WHITE CUPCAKES,9804080,10,8,7
3,6397,12CT CHOC CUPCAKES,9804094,0,0,7
3,3583,12CT WHITE CUPCAKES,9804080,2,1,7
3,3720,12CT WHITE CUPCAKES,9804080,2,1,7
3,3344,12CT ASRT CUPCAKES,9809315,20,16,7
3,4482,12CT WHITE CUPCAKES,9804080,4,3,7
3,521,12CT CHOC CUPCAKES,9804094,6,5,7
3,3055,12CT WHITE CUPCAKES,9804080,21,17,7
3,636,12CT WHITE CUPCAKES,9804080,20,16,7
3,861,12CT WHITE CUPCAKES,9804080,10,8,7
3,5184,12CT WHITE CUPCAKES,9804080,14,11,7
3,3840,12CT WHITE CUPCAKES,9804080,12,10,7
3,2929,12CT WHITE CUPCAKES,9804080,11,9,7
3,4112,12CT ASRT CUPCAKES,9809315,690,575,7
3,421,12CT WHITE CUPCAKES,9804080,88,73,7
3,3801,12CT ASRT CUPCAKES,9809315,14,11,7
3,3510,12CT WHITE CUPCAKES,9804080,12,10,7
3,5669,12CT WHITE CUPCAKES,9804080,21,17,7
3,2259,12CT ASRT CUPCAKES,9809315,23,19,7
3,3609,12CT WHITE CUPCAKES,9804080,28,23,7
3,1831,12CT WHITE CUPCAKES,9804080,18,15,7
3,786,12CT WHITE CUPCAKES,9804080,15,12,7
3,586,12CT WHITE CUPCAKES,9804080,35,29,7
3,372,12CT CHOC CUPCAKES,9804094,0,0,7
3,139,12CT WHITE CUPCAKES,9804080,0,0,7
3,1971,12CT WHITE CUPCAKES,9804080,6,5,7
3,3789,12CT ASRT CUPCAKES,9809315,29,24,7
3,2665,12CT WHITE CUPCAKES,9804080,3,2,7
3,1393,12CT ASRT CUPCAKES,9809315,10,8,7
3,5233,12CT CHOC CUPCAKES,9804094,14,11,7
3,2695,12CT WHITE CUPCAKES,9804080,6,5,7
3,719,12CT CHOC CUPCAKES,9804094,0,0,7
3,1274,12CT WHITE CUPCAKES,9804080,8,6,7
3,2713,12CT CHOC CUPCAKES,9804094,22,18,7
3,5193,12CT WHITE CUPCAKES,9804080,20,16,7
3,5263,12CT CHOC CUPCAKES,9804094,5,4,7
3,591,12CT WHITE CUPCAKES,9804080,3,2,7
3,514,12CT CHOC CUPCAKES,9804094,11,9,7
3,1903,12CT WHITE CUPCAKES,9804080,0,0,7
3,2152,12CT WHITE CUPCAKES,9804080,8,6,7
3,3307,12CT WHITE CUPCAKES,9804080,0,0,7
3,198,12CT WHITE CUPCAKES,9804080,5,4,7
3,3705,12CT WHITE CUPCAKES,9804080,15,12,7
3,701,12CT WHITE CUPCAKES,9804080,24,20,7
3,4639,12CT ASRT CUPCAKES,9809315,59,49,7
3,3014,12CT WHITE CUPCAKES,9804080,74,61,7
3,1578,12CT WHITE CUPCAKES,9804080,22,18,7
3,54,12CT CHOC CUPCAKES,9804094,6,5,7
3,93,12CT ASRT CUPCAKES,9809315,45,37,7
3,1971,12CT CHOC CUPCAKES,9804094,11,9,7
3,26,12CT WHITE CUPCAKES,9804080,0,0,7
3,860,12CT CHOC CUPCAKES,9804094,0,0,7
3,83,12CT ASRT CUPCAKES,9809315,58,48,7
3,762,12CT CHOC CUPCAKES,9804094,53,44,7
3,3535,12CT ASRT CUPCAKES,9809315,27,22,7
3,2300,12CT WHITE CUPCAKES,9804080,15,12,7
3,3850,12CT ASRT CUPCAKES,9809315,20,16,7
3,2720,12CT CHOC CUPCAKES,9804094,0,0,7
3,1908,12CT CHOC CUPCAKES,9804094,2,1,7
3,961,12CT CHOC CUPCAKES,9804094,10,8,7
3,1584,12CT ASRT CUPCAKES,9809315,16,13,7
3,5,12CT WHITE CUPCAKES,9804080,16,13,7
3,5233,12CT WHITE CUPCAKES,9804080,27,22,7
3,2504,12CT CHOC CUPCAKES,9804094,2,1,7
3,549,12CT WHITE CUPCAKES,9804080,0,0,7
3,2242,12CT WHITE CUPCAKES,9804080,6,5,7
3,3228,12CT WHITE CUPCAKES,9804080,6,5,7
3,1529,12CT CHOC CUPCAKES,9804094,16,13,7
3,1764,12CT WHITE CUPCAKES,9804080,24,20,7
3,7188,12CT WHITE CUPCAKES,9804080,12,10,7
2,1552,24CT CPCK ASRT BCRM,9873326,2,1,8
2,5046,24CT CPCK ASRT BCRM,9873326,3,2,8
2,2806,24CT CPCK ASRT BCRM,9873326,15,12,8
2,5425,24CT CPCK ASRT BCRM,9873326,26,21,8
2,731,24CT CPCK ASRT BCRM,9873326,14,11,8
2,1767,24CT CPCK ASRT BCRM,9873326,3,2,8
2,3860,24CT CPCK ASRT BCRM,9873326,4,3,8
2,1757,24CT CPCK ASRT BCRM,9873326,9,7,8
2,3751,24CT CPCK ASRT BCRM,9873326,17,14,8
2,1236,24CT CPCK ASRT BCRM,9873326,0,0,8
2,4407,24CT CPCK ASRT BCRM,9873326,8,6,8
2,5612,24CT CPCK ASRT BCRM,9873326,24,20,8
2,2990,24CT CPCK ASRT BCRM,9873326,10,8,8
2,1673,24CT CPCK ASRT BCRM,9873326,10,8,8
2,1321,24CT CPCK ASRT BCRM,9873326,0,0,8
2,3607,24CT CPCK ASRT BCRM,9873326,8,6,8
2,3288,24CT CPCK ASRT BCRM,9873326,3,2,8
2,3872,24CT CPCK ASRT BCRM,9873326,17,14,8
2,1565,24CT CPCK ASRT BCRM,9873326,33,27,8
2,3500,24CT CPCK ASRT BCRM,9873326,35,29,8
2,5189,24CT CPCK ASRT BCRM,9873326,14,11,8
2,5087,24CT CPCK ASRT BCRM,9873326,12,10,8
2,3286,24CT CPCK ASRT BCRM,9873326,20,16,8
2,1573,24CT CPCK ASRT BCRM,9873326,16,13,8
2,2691,24CT CPCK ASRT BCRM,9873326,14,11,8
2,458,24CT CPCK ASRT BCRM,9873326,8,6,8
2,1071,24CT CPCK ASRT BCRM,9873326,14,11,8
2,1866,24CT CPCK ASRT BCRM,9873326,5,4,8
2,2565,24CT CPCK ASRT BCRM,9873326,5,4,8
2,226,24CT CPCK ASRT BCRM,9873326,18,15,8
2,1161,24CT CPCK ASRT BCRM,9873326,17,14,8
2,1183,24CT CPCK ASRT BCRM,9873326,10,8,8
2,959,24CT CPCK ASRT BCRM,9873326,9,7,8
2,2859,24CT CPCK ASRT BCRM,9873326,21,17,8
2,2662,24CT CPCK ASRT BCRM,9873326,20,16,8
2,383,24CT CPCK ASRT BCRM,9873326,14,11,8
2,656,24CT CPCK ASRT BCRM,9873326,5,4,8
2,78,24CT CPCK ASRT BCRM,9873326,0,0,8
2,1493,24CT CPCK ASRT BCRM,9873326,10,8,8
2,5418,24CT CPCK ASRT BCRM,9873326,5,4,8
2,1022,24CT CPCK ASRT BCRM,9873326,2,1,8
2,2262,24CT CPCK ASRT BCRM,9873326,11,9,8
2,227,24CT CPCK ASRT BCRM,9873326,0,0,8
2,445,24CT CPCK ASRT BCRM,9873326,8,6,8
2,4239,24CT CPCK ASRT BCRM,9873326,4,3,8
2,855,24CT CPCK ASRT BCRM,9873326,10,8,8
2,2557,24CT CPCK ASRT BCRM,9873326,0,0,8
2,5145,24CT CPCK ASRT BCRM,9873326,16,13,8
2,1899,24CT CPCK ASRT BCRM,9873326,10,8,8
2,2821,24CT CPCK ASRT BCRM,9873326,9,7,8
2,981,24CT CPCK ASRT BCRM,9873326,15,12,8
