Store Nbr,Brilliant Roses WS (20),Mixed BQT Plt (81),Mixed BQT Dbl Bkt WS (18),Mixed BQT Dbl Plt (234),Rose Lily Dbl Bkt WS (20),Small Bqt Dbl Bkt WS (32),Wild Mix Plt (54),Tulips Dbl Bkt WS (28)
2662,0,1,0,2,2,0,0,0
2663,0,1,0,2,2,0,0,3
2664,0,2,1,1,1,0,0,0
2665,0,1,3,5,2,0,1,3
2667,3,0,2,7,1,2,0,1
2668,1,0,0,2,0,0,0,0
2671,8,1,2,1,2,3,0,3
2672,9,0,1,0,0,0,0,0
2674,0,1,2,4,2,0,1,3
2678,1,0,0,4,3,0,0,3
2679,1,0,0,2,2,5,0,3
2682,0,1,2,1,0,0,0,0
2684,0,2,2,1,2,3,0,0
2686,0,0,0,3,1,0,0,1
2687,0,2,2,1,2,0,1,1
2688,1,0,0,6,2,0,0,1
2689,0,1,1,0,3,1,0,0
2690,1,1,4,1,2,1,0,0
2691,0,1,0,1,0,0,0,0
2692,0,0,0,2,2,5,0,3
2693,0,0,1,2,1,4,0,3
2694,0,1,3,1,1,0,0,3
2695,0,1,2,5,3,5,0,3
2696,0,0,0,1,0,2,0,3
2697,6,1,1,1,5,1,0,1
2699,3,0,3,0,1,0,0,0
2700,1,2,2,1,0,2,0,0
2702,0,1,2,5,2,3,0,1
2703,0,1,2,3,2,2,0,0
2704,0,0,0,2,0,0,0,1
2705,0,0,0,2,0,0,0,0
2706,0,0,0,2,0,0,0,3
2708,7,0,2,1,5,3,0,0
2712,0,2,0,3,1,0,1,0
2713,0,2,2,1,1,0,0,0
2714,0,0,2,0,0,2,0,1
2715,0,0,0,6,2,0,2,3
2716,1,1,3,3,0,0,0,3
2717,0,1,2,5,0,3,0,3
2720,0,0,0,3,0,0,1,0
2723,0,0,0,2,5,0,0,1
2724,7,2,2,1,0,5,0,0
2725,0,2,0,1,0,0,0,0
2726,0,1,2,1,0,0,0,0
2727,0,1,4,2,3,5,0,3
2728,0,2,2,1,1,2,0,3
2729,1,0,0,2,2,3,0,0
2730,0,0,2,1,0,0,0,0
2731,7,0,2,2,1,2,0,0
2732,0,0,0,2,0,0,1,0
2733,0,1,1,1,2,0,0,0
2734,1,2,1,2,3,3,0,3
2735,4,1,0,2,1,0,0,0
2739,0,0,1,2,1,1,0,1
2740,0,1,4,2,3,2,0,0
2741,0,1,3,1,0,0,0,0
2742,7,0,2,1,0,0,0,0
2743,0,2,1,0,1,0,0,0
2744,0,1,0,0,0,0,0,1
2745,0,1,2,2,2,0,0,1
2748,0,1,2,1,0,0,0,0
2749,0,1,1,1,0,0,0,0
2751,1,2,2,1,2,0,0,0
2752,9,0,0,2,0,4,0,0
2753,0,1,1,1,2,0,0,0
2754,0,2,1,0,1,0,0,0
2755,0,0,0,0,0,0,0,0
2756,0,2,1,1,2,0,0,1
2757,0,2,0,1,3,0,0,0
2758,0,2,0,0,0,0,0,0
2760,0,2,2,1,0,0,0,0
2761,0,2,1,1,1,0,0,0
2762,0,3,1,0,0,0,0,0
2763,7,0,0,6,0,10,0,0
2764,1,0,0,2,0,0,0,3
2765,7,1,0,4,2,10,0,0
2766,0,0,2,3,0,0,0,1
2767,4,2,1,2,2,0,1,3
2768,9,0,0,2,7,3,0,0
2769,4,1,3,3,3,2,0,0
2771,0,0,1,2,0,0,0,0
2772,0,1,0,3,2,0,0,0
2773,0,0,0,0,0,0,0,0
2774,0,0,2,1,2,0,0,0
2777,3,1,3,1,2,0,1,3
2778,6,2,1,1,2,0,0,0
2780,4,0,0,6,1,3,0,1
2781,0,1,0,5,4,6,0,0
2782,0,0,0,4,1,0,0,1
2783,0,2,1,0,1,2,0,0
2784,0,1,2,1,1,0,0,0
2785,0,1,2,1,1,0,0,0
2786,0,1,2,1,1,3,0,0
2787,0,1,0,0,1,0,0,3
2788,0,1,1,3,5,0,2,3
2789,0,2,2,1,2,0,1,0
2790,0,1,4,1,3,2,0,0
2791,0,1,1,5,1,2,0,0
2792,0,1,0,1,1,0,0,0
2793,0,0,0,2,2,0,0,3
2794,0,0,0,2,0,1,0,3
2795,0,2,1,0,5,0,1,3
2796,0,1,3,1,0,3,0,0
2801,0,0,2,0,2,0,0,0
2803,0,0,2,3,1,0,1,3
2804,0,0,0,3,3,3,0,3
2805,0,0,2,0,2,0,0,0
2806,0,0,0,2,3,3,0,1
2807,0,1,0,4,2,1,0,3
2808,0,1,3,7,0,2,0,0
2809,0,0,1,2,2,0,0,3
2810,0,1,2,0,0,0,0,0
2811,0,2,0,3,0,1,0,0
2812,0,1,2,1,3,3,0,3
2813,0,0,0,2,4,2,0,0
2814,0,1,0,1,3,0,0,0
2817,1,0,0,2,2,0,2,3
2818,4,0,1,2,0,0,1,3
2819,0,1,4,0,0,0,0,1
2820,1,0,0,0,1,0,0,3
2821,0,1,2,2,0,0,0,0
2822,0,0,0,5,0,0,0,3
2823,0,0,0,2,0,1,0,0
2826,12,0,1,2,6,4,0,3
2827,1,1,2,1,0,0,0,0
2828,6,1,0,2,0,2,0,1
2831,8,0,0,5,1,2,0,0
2832,0,2,1,1,2,2,0,3
2833,0,1,1,1,2,0,0,0
2834,3,0,0,4,0,0,0,3
2835,6,0,1,2,0,1,0,0
2836,0,1,2,1,3,0,0,1
2838,0,0,0,2,1,3,0,0
2839,0,0,2,1,0,0,0,0
2840,0,1,0,0,0,0,0,0
2842,5,1,1,1,1,2,0,0
2843,0,1,3,2,2,4,0,0
2844,0,2,0,1,0,3,0,1
2845,0,1,0,1,3,0,0,0
2846,0,2,3,2,1,0,1,0
2847,5,0,0,2,2,4,0,3
2849,0,1,3,1,0,2,0,0
2850,0,1,0,3,4,2,0,0
2852,0,2,0,2,0,0,1,0
2854,0,2,0,4,4,0,0,3
2855,0,1,2,2,3,2,0,3
2856,0,0,0,2,0,0,1,0
2857,1,0,2,1,1,0,0,3
2858,0,1,2,1,0,0,0,3
2859,0,1,4,3,2,2,0,3
2860,0,2,1,1,4,2,0,3
2861,0,0,2,2,0,0,0,0
2862,0,1,1,1,0,1,0,0
2864,12,1,4,5,3,0,2,0
2869,1,0,0,2,2,2,0,3
2870,0,1,2,0,0,0,0,0
2871,0,2,1,1,0,0,0,3
2872,0,0,0,2,3,3,0,3
2873,0,2,2,1,0,2,0,0
2874,0,1,3,0,2,0,0,3
2875,0,1,1,1,2,0,0,3
2876,0,1,1,1,2,1,0,1
2877,0,0,1,1,2,0,0,3
2878,0,1,2,1,0,0,0,3
2880,0,0,2,1,2,0,0,1
2881,0,0,0,6,2,0,0,3
2882,1,1,4,1,0,2,0,1
2883,1,0,0,3,3,0,0,1
2884,0,2,1,2,2,3,0,0
2886,11,0,3,0,0,1,0,0
2887,0,1,1,0,0,0,0,0
2888,0,1,0,3,1,2,0,0
2889,0,0,0,2,0,0,1,0
2890,0,0,1,1,2,0,0,0
2891,9,1,0,4,2,0,1,0
2892,0,1,0,1,1,0,0,3
2893,0,1,1,0,2,0,0,3
2894,0,1,3,1,1,4,0,3
2907,0,1,2,0,0,0,0,0
2908,8,0,0,2,4,0,0,0
2909,0,2,1,1,0,2,0,0
2910,0,0,2,4,2,2,0,0
2911,0,0,0,4,2,4,0,3
2912,0,0,0,2,2,0,0,3
2913,0,1,0,1,2,0,0,1
2914,0,0,1,2,3,4,0,0
2918,1,2,1,1,0,0,0,3
2919,0,1,4,0,0,0,0,0
2920,7,2,0,4,4,3,0,3
2921,0,2,0,4,2,0,1,0
2922,5,0,0,4,3,2,0,3
2923,0,1,0,4,3,4,0,3
2924,7,0,2,9,2,0,2,1
2925,5,1,1,1,3,1,0,0
2926,2,0,0,2,0,0,0,0
2927,0,0,1,1,2,1,0,0
2928,0,1,2,7,1,4,0,0
2929,0,1,0,4,0,0,1,0
2930,0,1,3,1,2,0,0,0
2931,0,2,0,1,1,3,0,0
2932,0,1,4,1,0,0,0,0
2933,0,1,2,0,2,0,1,0
2934,0,1,2,1,0,0,0,0
2935,0,1,4,1,3,0,0,0
2937,0,0,0,2,3,0,0,3
2938,0,2,1,1,0,0,0,0
2939,0,1,2,3,0,0,0,0
2940,0,2,2,1,0,0,0,0
2941,0,1,0,0,0,0,0,0
2944,0,1,2,0,2,0,0,0
2945,0,1,3,2,0,5,0,1
2946,0,2,0,1,0,0,0,1
2948,12,1,1,0,0,3,0,0
2950,0,2,1,0,0,0,1,1
2951,1,1,1,0,0,0,0,1
2953,0,0,1,2,2,2,0,0
2955,1,1,1,1,2,0,0,0
2956,5,0,0,2,2,6,0,1
2957,0,2,0,1,4,0,2,3
2958,0,0,1,2,3,6,0,3
2959,0,2,1,1,1,3,0,3
2962,0,1,2,1,2,2,0,1
2963,0,0,1,3,2,3,0,3
2964,0,0,0,2,3,3,0,3
2966,0,1,0,4,2,0,1,0
2967,0,1,2,1,0,7,0,0
2968,0,0,0,0,0,0,0,0
2973,1,1,2,2,3,1,0,1
2974,5,1,1,0,0,0,0,0
2975,7,1,2,1,0,0,0,0
2976,6,1,0,1,1,0,0,0
2977,3,2,0,0,2,0,0,0
2978,5,1,0,5,1,3,0,0
2979,1,2,0,0,0,0,0,0
2980,5,0,2,4,1,1,0,3
2981,0,1,1,0,0,0,0,0
2984,0,1,1,1,0,0,0,1
2985,0,0,2,4,3,0,0,1
2986,0,0,1,2,3,0,0,3
2987,0,0,3,1,2,0,0,0
2988,0,0,3,1,0,0,0,0
2990,0,2,0,1,2,3,0,3
2991,3,0,0,3,1,0,0,0
2992,0,1,2,1,1,3,0,3
2993,1,1,0,2,0,0,0,0
2994,0,0,0,4,0,4,0,3
2995,0,0,4,0,1,0,0,0
2996,4,1,0,1,3,0,0,3
2998,4,2,2,0,2,0,0,0
3004,7,0,0,2,0,0,0,0
3011,0,0,2,0,1,0,0,0
3013,0,1,2,1,1,2,0,0
3014,6,1,2,4,2,0,0,0
3015,5,1,3,3,0,1,0,0
3017,0,0,0,2,0,2,0,0
3018,0,2,0,1,2,3,0,3
3019,4,0,0,2,0,1,0,0
3022,6,0,4,0,2,3,0,0
3023,3,2,0,1,2,0,0,0
3026,5,1,0,1,0,0,0,0
3035,0,1,3,2,2,0,1,0
3042,0,0,3,0,0,0,0,0
3043,3,1,1,0,0,0,0,3
3044,6,0,0,4,2,3,0,0
3046,5,2,1,0,2,1,0,3
3047,3,0,0,0,0,2,0,3
3049,6,1,1,0,0,0,0,0
3050,0,1,1,0,3,0,0,0
3053,4,0,1,1,2,0,0,0
3055,0,0,2,2,2,1,0,0
3056,3,0,2,3,2,2,0,0
3057,5,1,2,3,0,2,0,0
3058,7,1,2,4,0,2,0,0
3059,0,2,0,1,0,0,0,0
3060,0,1,2,1,2,0,0,0
3061,0,2,0,1,0,0,0,3
3062,0,1,1,0,0,0,0,3
3066,0,0,3,0,0,0,0,1
3067,5,1,0,1,2,0,0,0
3070,5,1,3,1,0,0,0,0
3071,7,0,1,1,0,0,0,0
3072,0,2,0,0,0,0,0,0
3074,6,0,0,2,3,2,0,0
3075,0,1,2,0,0,0,1,0
3077,0,0,0,6,0,4,0,3
3078,0,2,1,1,2,4,0,0
3081,5,1,2,1,4,0,0,3
3082,5,1,2,0,1,0,0,0
3083,6,0,2,1,1,0,0,0
3084,6,1,1,0,0,0,0,0
3088,1,2,0,0,0,2,0,0
3090,0,0,2,1,0,0,0,0
3093,0,0,0,6,1,0,0,0
3094,0,1,2,1,0,0,0,3
3098,0,0,3,0,1,0,0,0
3099,2,1,3,1,0,0,0,0
3101,5,1,3,1,3,0,0,0
3102,0,1,3,1,1,0,0,1
3103,0,0,0,0,0,0,0,0
3104,0,1,1,0,2,0,0,1
3106,13,0,0,8,2,0,2,0
3107,3,0,2,1,1,0,2,0
3110,0,1,1,0,0,0,0,0
3111,0,2,1,0,0,0,0,1
3112,5,1,0,5,2,1,0,0
3114,0,1,2,1,1,0,0,0
3118,0,2,2,0,1,0,1,0
3119,0,2,1,1,1,0,0,0
3123,5,0,1,2,1,0,0,0
3126,0,0,0,1,2,0,0,3
3127,6,0,0,2,1,6,0,3
3128,0,1,0,0,2,0,0,0
3131,8,1,3,1,0,0,0,0
3132,6,1,2,1,3,2,0,0
3133,6,0,4,0,0,0,0,0
3135,5,1,2,1,0,2,0,0
3136,9,0,0,9,0,0,2,0
3137,0,1,4,1,2,0,0,0
3138,0,2,1,0,6,0,1,0
3139,0,1,1,0,0,0,0,3
3140,1,2,0,0,2,0,0,3
3141,0,2,1,0,0,0,0,3
3143,2,1,3,0,0,0,0,0
3144,0,1,2,0,0,0,0,0
3145,0,0,4,0,2,0,0,0
3146,0,0,4,0,1,0,0,0
3147,0,1,1,0,0,0,0,0
3150,0,0,0,2,0,0,0,0
3151,0,1,2,1,0,0,0,0
3152,0,0,3,0,0,0,0,0
3153,0,2,2,1,1,0,0,3
3154,0,0,1,2,0,0,0,3
3155,0,1,3,0,0,0,0,0
3156,0,2,0,0,0,0,0,0
3157,0,2,1,0,0,0,0,0
3159,0,1,3,3,2,4,0,0
3161,0,1,4,0,0,0,0,0
3162,0,1,2,0,0,0,0,0
3163,0,2,2,1,4,0,0,1
3164,0,1,3,0,0,0,0,1
3167,0,2,2,1,0,0,0,0
3168,0,0,0,2,2,0,0,0
3169,5,0,0,8,3,0,2,0
3170,5,1,3,0,2,0,0,0
3172,7,0,0,2,1,4,0,1
3173,0,0,1,2,0,0,0,3
3175,0,0,2,1,0,0,0,0
3176,0,0,0,2,0,0,0,1
3177,1,2,0,0,0,0,0,0
3178,0,0,1,1,1,0,0,0
3179,0,1,3,0,0,0,0,0
3180,11,0,0,0,5,3,0,0
3182,0,2,1,0,0,0,0,0
3183,0,0,0,0,0,0,0,0
3184,0,1,0,1,1,0,0,0
3188,0,1,4,3,0,0,0,0
3191,0,0,0,2,0,0,0,0
3192,0,0,0,2,0,0,0,0
3197,0,1,0,4,1,1,0,1
3198,1,1,2,0,0,0,0,0
3199,4,1,1,1,1,0,0,0
3201,0,2,2,1,0,2,0,0
3202,1,2,1,0,0,0,0,3
3204,2,0,1,0,0,0,0,0
3205,0,1,4,1,2,0,0,0
3206,0,2,2,1,0,0,0,3
3207,0,1,4,3,3,0,0,3
3208,0,1,1,3,0,0,0,3
3209,0,0,1,3,1,5,0,3
3210,0,0,0,2,2,3,0,3
3212,0,1,0,5,3,1,0,1
3213,1,2,1,2,0,0,0,1
3214,0,0,2,1,0,0,0,0
3215,0,0,0,2,4,0,0,3
3216,0,1,0,2,2,2,0,0
3217,9,1,0,2,4,6,0,3
3218,0,1,3,1,3,4,0,1
3219,0,0,0,1,2,2,0,0
3220,0,0,1,5,1,0,1,3
3221,0,0,0,2,0,3,0,1
3222,0,2,1,1,0,0,0,0
3223,0,1,3,6,3,0,0,1
3224,2,1,0,4,2,0,0,1
3225,6,1,2,4,1,1,0,0
3226,4,1,2,1,1,1,2,0
3227,0,2,2,1,5,0,0,3
3228,0,1,1,5,2,0,2,3
3229,5,2,2,0,0,0,0,0
3230,0,1,0,4,4,0,1,1
3231,0,1,2,1,0,0,0,3
3232,0,0,0,5,1,0,1,0
3233,0,0,1,3,0,5,0,3
3234,0,2,1,1,2,0,0,0
3235,0,2,2,0,0,0,0,0
3236,0,2,1,1,3,2,0,0
3237,1,2,1,1,1,0,0,3
3238,0,0,2,2,2,0,0,3
3239,0,2,1,1,4,4,0,1
3241,0,1,3,2,2,2,0,0
3243,8,0,0,0,1,0,0,0
3245,0,0,0,2,3,0,0,3
3247,0,0,0,3,1,0,2,3
3248,3,2,0,0,2,0,0,0
3250,0,1,1,3,0,0,1,0
3251,0,1,3,0,0,0,0,0
3253,0,1,3,1,2,3,0,1
3254,0,0,2,2,2,1,0,3
3255,0,0,1,2,1,0,0,3
3258,0,1,4,0,1,3,0,0
3259,0,0,0,0,3,3,0,0
3260,7,2,2,1,1,0,0,0
3261,0,1,2,1,3,6,0,1
3262,0,1,0,5,4,0,2,3
3265,0,1,3,2,0,3,0,3
3267,0,2,0,1,0,0,0,0
3268,0,2,0,1,0,0,0,0
3269,0,2,1,1,0,0,0,1
3270,0,1,1,2,1,0,0,0
3271,0,2,0,1,0,0,0,3
3273,0,1,2,1,4,0,0,3
3274,0,1,4,2,0,0,0,0
3275,0,0,2,1,0,0,1,3
3277,2,1,0,1,1,2,0,0
3278,0,2,0,1,0,0,0,3
3279,9,1,0,5,0,0,1,0
3280,0,1,2,1,0,0,0,1
3281,0,1,0,4,2,0,1,0
3282,0,2,0,0,1,0,0,0
3283,0,0,0,2,2,2,0,0
3284,4,1,1,4,2,2,0,3
3285,3,2,1,3,0,0,0,3
3286,3,2,1,3,2,1,0,3
3287,3,1,2,2,2,0,0,3
3288,0,0,1,2,1,0,0,3
3289,0,0,0,2,2,2,0,0
3293,0,0,0,2,2,3,0,0
3294,0,2,1,0,2,0,0,0
3295,0,1,0,2,2,0,2,3
3296,0,1,0,3,1,0,0,1
3297,6,1,1,3,0,0,0,0
3298,4,0,0,3,2,0,0,0
3299,0,1,0,2,1,0,0,0
3300,0,0,1,2,2,2,0,0
3302,6,0,0,6,2,2,1,1
3303,0,0,2,1,0,0,0,0
3304,0,1,2,1,1,0,0,0
3305,0,0,0,2,2,0,0,0
3307,0,0,0,2,6,2,0,0
3308,7,0,1,2,0,0,0,1
3309,0,1,3,2,0,0,0,0
3310,0,1,3,5,1,4,0,3
3311,0,0,2,1,0,0,1,0
3313,0,1,1,1,3,0,0,3
3314,6,0,0,2,0,0,0,0
3315,0,1,1,1,0,0,0,0
3317,4,1,3,2,0,0,1,0
3319,0,1,0,5,2,4,0,3
3320,9,0,0,6,0,6,0,0
3324,0,0,1,2,3,2,0,1
3327,0,2,2,0,0,0,0,3
3328,0,1,3,0,3,2,0,1
3329,0,0,0,2,2,0,0,1
3330,0,0,3,0,0,0,0,0
3331,0,0,1,4,0,0,0,0
3332,0,0,1,2,2,0,0,0
3334,0,0,0,2,2,2,0,0
3336,0,0,0,2,2,3,0,0
3337,0,1,2,3,0,2,0,0
3338,0,0,2,1,0,0,0,0
3339,0,1,3,3,2,3,0,3
3340,0,1,1,0,0,0,0,0
3341,1,0,0,1,0,0,0,0
3342,0,0,0,2,0,0,0,0
3344,0,1,2,4,2,0,1,3
3347,0,1,2,4,0,0,0,1
3348,2,0,0,4,1,0,1,0
3349,0,0,0,4,3,0,0,3
3350,6,2,2,0,2,4,0,0
3351,0,1,1,0,1,0,1,3
3352,0,1,1,1,2,2,0,0
3354,0,1,2,1,0,0,0,0
3355,1,0,1,1,0,0,0,0
3356,0,0,0,0,0,0,0,0
3357,4,1,2,1,0,2,0,0
3359,0,2,0,1,0,0,0,1
3360,5,2,1,1,2,2,0,1
3362,1,2,0,1,1,1,0,0
3363,0,1,2,3,2,2,0,0
3364,3,2,1,1,1,3,0,3
3366,0,1,3,3,0,2,0,3
3367,0,1,2,1,4,3,0,1
3370,0,1,2,3,1,0,0,1
3371,0,2,2,1,2,4,0,1
3372,0,1,4,2,2,0,0,0
3377,8,2,2,1,0,0,0,0
3379,0,2,0,1,2,0,0,0
3380,6,1,1,0,3,9,0,1
3381,8,1,2,2,0,0,0,0
3382,8,1,3,4,1,4,0,3
3383,5,0,2,2,2,0,2,1
3384,7,2,2,1,2,0,2,1
3385,8,2,2,1,1,2,0,1
3386,0,1,0,2,1,0,0,0
3387,0,1,1,4,3,0,0,3
3388,0,2,2,1,3,4,0,0
3389,0,0,0,2,2,4,0,1
3390,4,1,0,3,1,0,1,3
3391,7,1,0,4,2,0,0,1
3392,1,0,4,1,0,0,0,0
3394,0,1,2,1,0,0,0,0
3395,5,1,2,2,0,2,0,0
3397,0,2,3,0,2,0,0,0
3400,9,1,2,1,2,0,2,0
3401,0,0,2,1,2,0,0,0
3402,0,2,3,2,2,4,0,0
3403,0,1,2,1,2,0,1,3
3404,0,2,3,0,0,0,0,0
3406,2,1,3,2,0,0,0,3
3407,8,0,1,8,4,0,2,1
3408,3,1,2,1,1,2,0,3
3409,0,0,1,2,1,0,1,3
3411,0,1,2,0,1,2,0,1
3412,0,1,3,1,0,0,0,0
3414,0,0,0,2,2,2,0,0
3415,0,0,0,3,1,2,0,3
3417,0,2,1,1,3,0,0,1
3418,0,1,0,6,3,0,0,3
3419,3,3,1,0,0,0,0,0
3422,0,1,4,3,2,2,0,3
3423,7,1,0,3,4,0,2,1
3424,0,1,3,1,0,0,0,0
3425,6,1,2,1,2,6,0,1
3427,9,1,4,1,2,0,2,0
3428,9,0,0,4,1,0,1,3
3429,0,0,0,2,1,0,0,3
3430,0,0,1,1,1,1,0,1
3431,2,1,0,4,3,3,0,3
3432,4,1,0,3,0,1,0,0
3433,6,0,0,5,4,3,0,0
3434,6,0,2,4,0,2,0,1
3435,1,1,2,1,2,3,0,3
3436,0,2,0,1,2,2,0,1
3439,0,2,0,1,0,0,0,1
3442,0,1,2,1,1,0,0,0
3445,0,1,0,3,1,3,0,0
3447,0,1,1,1,0,0,0,0
3449,0,0,1,2,0,0,0,1
3450,6,0,0,2,1,0,0,1
3452,4,1,2,2,2,1,0,0
3453,0,1,0,1,2,2,0,0
3454,0,0,2,3,1,0,0,0
3456,0,2,0,1,0,0,1,0
3457,6,1,1,1,2,0,0,1
3458,0,0,0,2,2,3,0,3
3459,1,1,2,1,0,0,0,3
3460,0,0,0,3,0,0,0,0
3461,0,0,3,0,1,0,0,0
3462,5,0,0,2,6,0,0,0
3463,0,0,1,5,0,0,0,3
3464,10,2,0,1,1,0,1,0
3465,9,1,0,2,1,0,2,0
3469,0,1,1,4,3,3,0,1
3471,0,0,0,0,0,0,0,0
3472,0,2,1,1,1,4,0,3
3473,6,1,1,3,1,1,0,0
3474,6,0,0,2,1,0,0,3
3475,0,2,0,0,1,2,0,3
3476,0,2,2,1,2,1,0,3
3477,6,2,2,1,0,0,0,0
3479,8,1,0,2,2,4,0,1
3480,0,2,0,1,0,0,0,0
3482,0,1,3,2,1,0,0,0
3483,0,2,2,1,2,0,0,0
3484,0,1,3,2,1,0,1,1
3485,0,1,2,1,3,0,0,3
3486,0,2,0,1,0,0,0,0
3487,0,0,0,2,2,4,0,1
3488,0,0,1,2,2,0,1,3
3489,0,1,0,2,0,0,0,0
3492,1,1,2,1,0,0,0,3
3495,0,0,0,3,2,4,0,1
3497,0,0,2,3,2,0,0,3
3498,0,0,1,2,0,0,0,0
3499,0,0,0,2,4,3,0,3
3500,5,1,2,1,3,3,0,1
3501,0,1,1,4,0,3,0,3
3502,0,0,3,0,3,3,0,1
3503,0,0,0,2,1,0,1,0
3504,0,0,1,2,0,0,0,1
3505,0,0,0,2,4,0,0,3
3508,0,2,2,0,0,0,0,1
3509,6,0,0,3,2,0,1,0
3510,3,0,2,3,1,2,0,1
3511,0,1,0,0,2,4,0,3
3512,0,1,3,0,0,0,0,0
3513,1,0,0,1,0,0,0,0
3514,0,2,1,0,5,0,1,3
3515,0,1,1,1,0,0,0,0
3516,6,1,1,5,6,3,0,0
3517,4,0,3,0,0,0,0,0
3518,14,0,0,5,3,0,2,1
3520,0,2,1,0,0,2,0,3
3521,0,1,0,0,0,0,0,0
3522,10,1,1,1,5,2,0,0
3523,0,0,2,1,0,0,0,1
3525,0,0,0,0,3,4,0,3
3526,0,0,0,4,0,2,0,3
3527,0,0,0,6,0,0,2,1
3528,0,0,1,2,2,0,0,0
3529,0,1,1,1,2,0,2,1
3530,0,0,2,1,2,0,0,0
3531,0,2,1,0,1,2,0,0
3533,6,1,3,1,2,2,0,3
3534,0,0,0,2,3,0,0,3
3535,0,0,1,2,2,0,0,3
3537,4,1,1,1,1,2,0,0
3538,0,1,1,3,0,0,0,1
3541,0,1,1,1,0,0,0,0
3542,5,1,3,1,0,0,0,0
3560,0,0,0,2,1,3,0,0
3564,0,0,1,1,0,2,0,0
3566,0,1,4,1,1,2,0,3
3567,5,0,0,6,0,0,2,0
3568,5,1,4,4,2,0,1,0
3569,4,0,0,5,0,0,1,1
3570,0,2,1,1,0,0,0,1
3571,0,2,0,0,0,0,0,0
3572,5,0,2,2,2,2,0,0
3573,0,0,2,1,3,0,0,1
3574,0,1,1,1,0,0,0,0
3579,0,0,0,2,1,0,0,0
3580,0,2,1,0,3,0,0,0
3581,0,0,0,3,2,1,0,0
3582,6,0,2,3,1,4,0,3
3583,0,1,2,1,2,0,0,3
3584,5,1,2,2,2,1,0,3
3585,1,1,2,1,1,1,0,1
3587,0,1,4,1,4,0,0,0
3588,0,1,0,6,3,0,0,1
3589,3,1,2,1,0,1,0,0
3590,1,0,0,2,2,0,0,3
3591,0,0,1,4,2,1,0,3
3593,0,1,0,1,0,0,1,0
3594,2,2,1,0,0,0,0,3
3595,0,1,3,4,3,0,1,0
3596,3,2,1,2,2,0,1,1
3597,8,0,0,5,1,0,2,1
3599,0,1,2,0,0,0,0,0
3600,0,1,2,1,2,0,0,0
3601,6,2,1,1,0,3,0,0
3602,0,1,2,1,3,4,0,1
3603,0,1,2,0,0,0,0,0
3604,0,0,0,2,0,0,1,0
3605,0,2,1,0,0,0,0,0
3606,0,0,3,0,2,0,0,0
3607,0,1,3,1,2,0,0,0
3608,0,1,0,4,1,0,0,3
3609,10,2,1,0,2,4,0,0
3611,0,0,0,2,2,0,1,0
3612,0,2,1,1,0,0,0,1
3614,0,0,0,0,2,0,0,0
3615,5,1,2,1,1,0,0,1
3616,0,2,0,1,4,0,0,0
3617,0,2,1,0,2,0,0,0
3619,0,0,0,1,0,0,0,0
3620,0,1,0,4,2,0,1,1
3621,0,2,1,1,2,0,0,0
3622,0,0,2,2,0,0,0,0
3623,11,1,0,7,1,0,2,0
3624,0,2,2,1,0,0,0,3
3625,0,1,0,1,2,0,0,1
3626,0,0,2,4,2,0,0,1
3627,5,1,0,4,0,0,0,1
3628,0,1,3,1,0,0,0,0
3629,0,0,0,0,0,0,1,0
3630,0,0,1,4,1,0,1,3
3631,3,1,4,2,3,1,0,0
3632,0,1,3,1,0,2,0,0
3633,0,0,0,2,1,2,0,1
3634,0,1,2,1,2,0,0,3
3635,0,1,4,0,0,0,0,0
3637,0,2,0,0,0,0,0,1
3638,0,1,4,1,0,0,0,0
3639,0,0,0,2,2,0,0,3
3640,0,0,2,2,1,0,0,1
3641,0,1,4,0,2,0,0,0
3643,0,0,0,2,0,0,0,0
3644,0,0,0,2,1,2,0,0
3645,4,0,0,6,2,0,2,0
3646,0,2,0,1,1,0,0,1
3648,0,1,2,3,1,4,0,3
3652,6,1,2,0,2,0,0,3
3653,0,1,4,1,0,0,0,0
3654,7,1,2,4,2,2,0,1
3655,0,0,2,1,0,0,0,0
3658,0,0,2,5,4,0,2,0
3659,0,2,0,1,2,2,0,3
3660,0,0,2,1,1,0,0,3
3661,9,2,1,2,0,4,0,1
3700,0,1,0,4,2,0,1,1
3701,0,0,0,2,1,4,0,0
3702,0,1,0,3,0,2,0,3
3703,9,2,0,1,0,0,0,0
3705,0,1,1,1,3,4,0,1
3708,0,0,0,0,4,0,0,0
3709,0,1,2,1,1,2,0,0
3710,0,0,0,2,1,0,1,0
3712,0,0,3,0,2,0,0,3
3713,0,1,3,1,2,0,0,0
3717,3,2,1,0,2,3,0,1
3720,0,2,1,0,0,4,0,3
3722,0,0,1,2,2,3,0,3
3723,0,0,2,1,2,0,0,0
3724,0,2,2,0,0,0,0,0
3725,1,0,1,2,1,2,0,3
3726,0,0,0,2,0,5,0,1
3727,0,0,1,0,0,0,0,3
3728,6,1,0,3,1,4,0,0
3729,5,1,1,1,3,3,0,3
3730,0,1,0,4,3,3,0,0
3731,4,1,2,2,2,0,1,1
3732,5,1,0,7,2,0,2,1
3733,0,1,4,1,1,2,0,3
3734,0,2,1,1,0,0,0,3
3736,0,1,0,1,0,0,0,0
3738,0,1,0,3,2,1,0,1
3739,0,1,3,5,0,0,0,1
3740,0,2,1,1,1,3,0,3
3741,0,0,2,0,0,0,0,0
