Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,Building Type,Day of Month
6055,Systems Outage Monthly Placeholder,Pending,3,February 11,11:30 p.m.,,Central,GDC,
6095,Systems Outage Monthly Placeholder,Pending,3,February 11,11:00 p.m.,,Central,GDC,
7023,Systems Outage Monthly Placeholder,Pending,3,February 11,11:30 p.m.,,Central,GDC,
6021,Systems Outage Monthly Placeholder,Pending,3,February 12,4:30 a.m.,,Central,RDC,
6069,Systems Outage Monthly Placeholder,Pending,3,February 12,1:00 a.m.,,Central,RDC,
6072,Systems Outage Monthly Placeholder,Pending,3,February 12,12:30 a.m.,,Central,GDC,
6085,Systems Outage Monthly Placeholder,Pending,3,February 12,12:30 a.m.,,Central,GDC,
3960,Systems Outage Monthly Placeholder,Pending,3,February 13,1:00 a.m.,,Central,RDC,
6006,Systems Outage Monthly Placeholder,Pending,3,February 13,12:00 a.m.,,Central,RDC,
6020,Systems Outage Monthly Placeholder,Pending,3,February 13,1:00 a.m.,,Central,RDC,
6026,Systems Outage Monthly Placeholder,Pending,3,February 13,5:00 a.m.,,Central,RDC,
6057,Systems Outage Monthly Placeholder,Pending,3,February 13,11:00 p.m.,,Central,GDC,
6073,Systems Outage Monthly Placeholder,Pending,3,February 13,11:30 p.m.,,Central,GDC,
6077,Systems Outage Monthly Placeholder,Pending,3,February 13,12:30 a.m.,,Central,GDC,
7013,Systems Outage Monthly Placeholder,Pending,3,February 13,1:30 a.m.,,Central,GDC,
7016,Systems Outage Monthly Placeholder,Pending,3,February 13,12:00 a.m.,,Central,GDC,
7034,Systems Outage Monthly Placeholder,Pending,3,February 13,02:00 a.m.,,Central,RDC,
6059,Systems Outage Monthly Placeholder,Pending,3,February 14,12:30 a.m.,,Central,GDC,
6090,Systems Outage Monthly Placeholder,Pending,3,February 14,2:00 a.m.,,Central,GDC,
6092,Systems Outage Monthly Placeholder,Pending,3,February 14,1:00 a.m.,,Central,RDC,
7048,Systems Outage Monthly Placeholder,Pending,3,February 14,1:00 a.m.,,Central,GDC,
6037,Systems Outage Monthly Placeholder,Pending,3,February 15,2:00 a.m.,,Central,RDC,
6048,Systems Outage Monthly Placeholder,Pending,3,February 15,1:00 a.m.,,Central,RDC,
6054,Systems Outage Monthly Placeholder,Pending,3,February 15,1:30 a.m.,,Central,RDC,
6083,Systems Outage Monthly Placeholder,Pending,3,February 15,12:30 a.m.,,Central,GDC,
7030,Systems Outage Monthly Placeholder,Pending,3,February 15,12:00 a.m.,,Central,GDC,
6018,Systems Outage Monthly Placeholder,Pending,3,February 16,3:00 a.m.,,Central,RDC,
6024,Systems Outage Monthly Placeholder,Pending,3,February 16,1:00 a.m.,,Central,RDC,
4154,Systems Outage Monthly Placeholder,Pending,4,February 17,9:00 p.m.,,Central,GDC,
6027,Systems Outage Monthly Placeholder,Pending,4,February 17,6:00 p.m.,,Central,RDC,
6060,Systems Outage Monthly Placeholder,Pending,4,February 17,11:00 p.m.,,Central,GDC,
6080,Systems Outage Monthly Placeholder,Pending,4,February 17,6:00 p.m.,,Central,RDC,
6041,Systems Outage Monthly Placeholder,Pending,4,February 18,9:00 p.m.,,Central,WPM,
6285,Systems Outage Monthly Placeholder,Pending,4,February 18,9:30 p.m.,,Central,GDC,
7079,Systems Outage Monthly Placeholder,Pending,4,February 18,12:30 a.m.,,Central,GDC,
7842,Systems Outage Monthly Placeholder,Pending,4,February 18,9:00 p.m.,,Central,WPM,
6011,Systems Outage Monthly Placeholder,Pending,4,February 19,12:00 a.m.,,Central,RDC,
6042,Systems Outage Monthly Placeholder,Pending,4,February 19,12:30 a.m.,,Central,GDC,
6062,Systems Outage Monthly Placeholder,Pending,4,February 19,12:30 a.m.,,Central,GDC,
6096,Systems Outage Monthly Placeholder,Pending,4,February 19,11:30 p.m.,,Central,GDC,
7010,Systems Outage Monthly Placeholder,Pending,4,February 19,1:00 a.m.,,Central,GDC,
7012,Systems Outage Monthly Placeholder,Pending,4,February 19,11:30 p.m.,,Central,GDC,
7042,Systems Outage Monthly Placeholder,Pending,4,February 19,12:00 a.m.,,Central,IDC,
3951,Systems Outage Monthly Placeholder,Pending,4,February 20,1:00 a.m.,,Central,RDC,
6047,Systems Outage Monthly Placeholder,Pending,4,February 20,10:30 p.m.,,Central,GDC,
6064,Systems Outage Monthly Placeholder,Pending,4,February 20,12:30 a.m.,,Central,GDC,
6065,Systems Outage Monthly Placeholder,Pending,4,February 20,12:30 a.m.,,Central,GDC,
6074,Systems Outage Monthly Placeholder,Pending,4,February 20,10:00 a.m.,,Central,GDC,
7017,Systems Outage Monthly Placeholder,Pending,4,February 20,11:00 p.m.,,Central,GDC,
7021,Systems Outage Monthly Placeholder,Pending,4,February 20,1:00 a.m.,,Central,GDC,
7047,Systems Outage Monthly Placeholder,Pending,4,February 20,3:00 a.m.,,Central,GDC,
7078,Systems Outage Monthly Placeholder,Pending,4,February 20,2:00 a.m.,,Central,EDC,
7084,Systems Outage Monthly Placeholder,Pending,4,February 20,2:30 a.m.,,Central,GDC,
6068,Systems Outage Monthly Placeholder,Pending,4,February 21,2:00 a.m.,,Central,RDC,
6084,Systems Outage Monthly Placeholder,Pending,4,February 21,12:00 a.m.,,Central,GDC,
6091,Systems Outage Monthly Placeholder,Pending,4,February 21,12:00 a.m.,,Central,GDC,
7015,Systems Outage Monthly Placeholder,Pending,4,February 21,10:00 p.m.,,Central,GDC,
7024,Systems Outage Monthly Placeholder,Pending,4,February 21,11:00 p.m.,,Central,GDC,
7045,Systems Outage Monthly Placeholder,Pending,4,February 21,1:00 a.m.,,Central,RDC,
7095,Systems Outage Monthly Placeholder,Pending,4,February 21,4:00 a.m.,,Central,IMP,
6017,Systems Outage Monthly Placeholder,Pending,4,February 22,02:00 a.m.,,Central,RDC,
6066,Systems Outage Monthly Placeholder,Pending,4,February 22,1:30 a.m.,,Central,RDC,
6036,Systems Outage Monthly Placeholder,Pending,5,February 24,6:00 p.m.,,Central,RDC,
7067,Systems Outage Monthly Placeholder,Pending,5,February 24,12:30 a.m.,,Central,IDC,
6097,Systems Outage Monthly Placeholder,Pending,5,February 25,11:00 p.m.,,Central,GDC,
6030,Systems Outage Monthly Placeholder,Pending,5,February 26,04:30 a.m.,,Central,RDC,
6038,Systems Outage Monthly Placeholder,Pending,5,February 26,06:00 p.m.,,Central,RDC,
6082,Systems Outage Monthly Placeholder,Pending,5,February 26,12:30 a.m.,,Central,GDC,
6858,Systems Outage Monthly Placeholder,Pending,5,February 26,11:30 p.m.,,Central,GDC,
6056,Systems Outage Monthly Placeholder,Pending,5,February 27,11:00 p.m.,,Central,GDC,
7019,Systems Outage Monthly Placeholder,Pending,5,February 27,12:30 a.m.,,Central,GDC,
6025,Systems Outage Monthly Placeholder,Pending,5,February 28,1:00 a.m.,,Central,RDC,
6071,Systems Outage Monthly Placeholder,Pending,5,February 28,12:00 a.m.,,Central,GDC,
6099,Systems Outage Monthly Placeholder,Pending,5,February 28,11:30 p.m.,,Central,GDC,
7033,Systems Outage Monthly Placeholder,Pending,5,March 01,5:00 a.m.,,Central,RDC,
6019,Systems Outage Monthly Placeholder,Pending,6,March 02,2:00 a.m.,,Central,RDC,
7026,Systems Outage Monthly Placeholder,Pending,6,March 02,9:00 p.m.,,Central,RDC,
6005,Systems Outage Monthly Placeholder,Pending,6,March 03,8:00 p.m.,,Central,RDC,
6022,Systems Outage Monthly Placeholder,Pending,6,March 03,9:00 p.m.,,Central,RDC,
7035,Systems Outage Monthly Placeholder,Pending,6,March 03,12:30 a.m.,,Central,RDC,
7055,Systems Outage Monthly Placeholder,Pending,6,March 03,10:30 p.m.,,Central,GDC,
6039,Systems Outage Monthly Placeholder,Pending,6,March 04,6:00 p.m.,,Central,RDC,
6040,Systems Outage Monthly Placeholder,Pending,6,March 04,11:30 p.m.,,Central,RDC,
6043,Systems Outage Monthly Placeholder,Pending,6,March 04,1:00 a.m.,,Central,RDC,
7014,Systems Outage Monthly Placeholder,Pending,6,March 04,10:00 p.m.,,Central,GDC,
7018,Systems Outage Monthly Placeholder,Pending,6,March 05,1:00 a.m.,,Central,GDC,
7036,Systems Outage Monthly Placeholder,Pending,6,March 05,1:00 a.m.,,Central,RDC,
7038,Systems Outage Monthly Placeholder,Pending,6,March 05,12:30 a.m.,,Central,RDC,
8851,Systems Outage Monthly Placeholder,Pending,6,March 05,9:00 p.m.,,Central,GDC,
6010,Systems Outage Monthly Placeholder,Pending,6,March 06,1:00 a.m.,,Central,RDC,
6016,Systems Outage Monthly Placeholder,Pending,6,March 06,1:30 a.m.,,Central,RDC,
6035,Systems Outage Monthly Placeholder,Pending,6,March 06,1:30 a.m.,,Central,RDC,
6012,Systems Outage Monthly Placeholder,Pending,6,March 07,1:00 a.m.,,Central,RDC,
6031,Systems Outage Monthly Placeholder,Pending,6,March 07,3:00 a.m.,,Central,RDC,
6061,Systems Outage Monthly Placeholder,Pending,6,March 07,11:30 p.m.,,Central,IDC,
6009,Systems Outage Monthly Placeholder,Pending,6,March 08,12:30 a.m.,,Central,RDC,
6094,Systems Outage Monthly Placeholder,Pending,6,March 08,1:00 a.m.,,Central,RDC,
7077,Systems Outage Monthly Placeholder,Pending,6,March 08,11:00 p.m.,,Central,GDC,
6070,Systems Outage Monthly Placeholder,Pending,7,March 09,1:00 a.m.,,Central,RDC,
6088,Systems Outage Monthly Placeholder,Pending,7,March 09,12:00 a.m.,,Central,IDC,
6023,Systems Outage Monthly Placeholder,Pending,7,March 10,11:00 p.m.,,Central,RDC,
6055,Systems Outage Monthly Placeholder,Pending,7,March 10,11:30 p.m.,,Central,GDC,
6095,Systems Outage Monthly Placeholder,Pending,7,March 10,11:00 p.m.,,Central,GDC,
7023,Systems Outage Monthly Placeholder,Pending,7,March 10,11:30 p.m.,,Central,GDC,
6021,Systems Outage Monthly Placeholder,Pending,7,March 11,4:30 a.m.,,Central,RDC,
6069,Systems Outage Monthly Placeholder,Pending,7,March 11,1:00 a.m.,,Central,RDC,
6072,Systems Outage Monthly Placeholder,Pending,7,March 11,12:30 a.m.,,Central,GDC,
6085,Systems Outage Monthly Placeholder,Pending,7,March 11,12:30 a.m.,,Central,GDC,
3960,Systems Outage Monthly Placeholder,Pending,7,March 12,1:00 a.m.,,Central,RDC,
6006,Systems Outage Monthly Placeholder,Pending,7,March 12,12:00 a.m.,,Central,RDC,
6020,Systems Outage Monthly Placeholder,Pending,7,March 12,1:00 a.m.,,Central,RDC,
6026,Systems Outage Monthly Placeholder,Pending,7,March 12,5:00 a.m.,,Central,RDC,
6057,Systems Outage Monthly Placeholder,Pending,7,March 12,11:00 p.m.,,Central,GDC,
6073,Systems Outage Monthly Placeholder,Pending,7,March 12,11:30 p.m.,,Central,GDC,
6077,Systems Outage Monthly Placeholder,Pending,7,March 12,12:30 a.m.,,Central,GDC,
7013,Systems Outage Monthly Placeholder,Pending,7,March 12,2:30 a.m.,,Central,GDC,
7016,Systems Outage Monthly Placeholder,Pending,7,March 12,12:00 a.m.,,Central,GDC,
7034,Systems Outage Monthly Placeholder,Pending,7,March 12,02:00 a.m.,,Central,RDC,
6059,Systems Outage Monthly Placeholder,Pending,7,March 13,12:30 a.m.,,Central,GDC,
6090,Systems Outage Monthly Placeholder,Pending,7,March 13,2:00 a.m.,,Central,GDC,
6092,Systems Outage Monthly Placeholder,Pending,7,March 13,2:00 a.m.,,Central,RDC,
7048,Systems Outage Monthly Placeholder,Pending,7,March 13,1:00 a.m.,,Central,GDC,
6083,Systems Outage Monthly Placeholder,Pending,7,March 14,12:30 a.m.,,Central,GDC,
7039,Systems Outage Monthly Placeholder,Pending,7,March 14,2:00 a.m.,,Central,RDC,
8397,Systems Outage Monthly Placeholder,Pending,7,March 14,3:00 a.m.,,Central,GDC,
6018,Systems Outage Monthly Placeholder,Pending,7,March 15,3:00 a.m.,,Central,RDC,
6024,Systems Outage Monthly Placeholder,Pending,7,March 15,1:00 a.m.,,Central,RDC,
4154,Systems Outage Monthly Placeholder,Pending,8,March 16,9:00 p.m.,,Central,GDC,
6027,Systems Outage Monthly Placeholder,Pending,8,March 16,6:00 p.m.,,Central,RDC,
6060,Systems Outage Monthly Placeholder,Pending,8,March 16,11:00 p.m.,,Central,GDC,
6080,Systems Outage Monthly Placeholder,Pending,8,March 16,6:00 p.m.,,Central,RDC,
6041,Systems Outage Monthly Placeholder,Pending,8,March 17,9:00 p.m.,,Central,WPM,
6285,Systems Outage Monthly Placeholder,Pending,8,March 17,9:30 p.m.,,Central,GDC,
7079,Systems Outage Monthly Placeholder,Pending,8,March 17,12:30 a.m.,,Central,GDC,
7842,Systems Outage Monthly Placeholder,Pending,8,March 17,9:00 p.m.,,Central,WPM,
6011,Systems Outage Monthly Placeholder,Pending,8,March 18,12:00 a.m.,,Central,RDC,
6042,Systems Outage Monthly Placeholder,Pending,8,March 18,12:30 a.m.,,Central,GDC,
6062,Systems Outage Monthly Placeholder,Pending,8,March 18,12:30 a.m.,,Central,GDC,
6096,Systems Outage Monthly Placeholder,Pending,8,March 18,11:30 p.m.,,Central,GDC,
7010,Systems Outage Monthly Placeholder,Pending,8,March 18,1:00 a.m.,,Central,GDC,
7012,Systems Outage Monthly Placeholder,Pending,8,March 18,11:30 p.m.,,Central,GDC,
7042,Systems Outage Monthly Placeholder,Pending,8,March 18,12:00 a.m.,,Central,IDC,
3951,Systems Outage Monthly Placeholder,Pending,8,March 19,1:00 a.m.,,Central,RDC,
6047,Systems Outage Monthly Placeholder,Pending,8,March 19,10:30 p.m.,,Central,GDC,
6064,Systems Outage Monthly Placeholder,Pending,8,March 19,12:30 a.m.,,Central,GDC,
6065,Systems Outage Monthly Placeholder,Pending,8,March 19,12:30 a.m.,,Central,GDC,
6074,Systems Outage Monthly Placeholder,Pending,8,March 19,10:30 a.m.,,Central,GDC,
7017,Systems Outage Monthly Placeholder,Pending,8,March 19,11:00 p.m.,,Central,GDC,
7021,Systems Outage Monthly Placeholder,Pending,8,March 19,1:00 a.m.,,Central,GDC,
7047,Systems Outage Monthly Placeholder,Pending,8,March 19,3:00 a.m.,,Central,GDC,
7078,Systems Outage Monthly Placeholder,Pending,8,March 19,2:00 a.m.,,Central,EDC,
7084,Systems Outage Monthly Placeholder,Pending,8,March 19,2:30 a.m.,,Central,GDC,
6068,Systems Outage Monthly Placeholder,Pending,8,March 20,2:00 a.m.,,Central,RDC,
6084,Systems Outage Monthly Placeholder,Pending,8,March 20,12:00 a.m.,,Central,GDC,
6091,Systems Outage Monthly Placeholder,Pending,8,March 20,12:00 a.m.,,Central,GDC,
7015,Systems Outage Monthly Placeholder,Pending,8,March 20,10:00 p.m.,,Central,GDC,
7024,Systems Outage Monthly Placeholder,Pending,8,March 20,11:00 p.m.,,Central,GDC,
7045,Systems Outage Monthly Placeholder,Pending,8,March 20,1:00 a.m.,,Central,RDC,
7095,Systems Outage Monthly Placeholder,Pending,8,March 20,4:00 a.m.,,Central,IMP,
6037,Systems Outage Monthly Placeholder,Pending,8,March 21,2:00 a.m.,,Central,RDC,
6048,Systems Outage Monthly Placeholder,Pending,8,March 21,12:00 a.m.,,Central,RDC,
6054,Systems Outage Monthly Placeholder,Pending,8,March 21,1:30 a.m.,,Central,RDC,
7030,Systems Outage Monthly Placeholder,Pending,8,March 21,12:00 a.m.,,Central,GDC,
6017,Systems Outage Monthly Placeholder,Pending,8,March 22,02:00 a.m.,,Central,RDC,
6036,Systems Outage Monthly Placeholder,Pending,9,March 23,6:00 p.m.,,Central,RDC,
