Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
5066,Same Day , 18:00-06:00,Same Day ,16:00-04:00,
5104,Same Day , 18:00-22:00,Same Day , 16:00-22:00,
5108,Next Day,18:00-23:59,Next Day,16:00-04:00,
5144,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5145,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5146,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5155,Next Day,18:00-23:59,Next Day,16:00-04:00,
5165,Next Day,18:00-04:00,Next Day,16:00-04:00,
5166,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5184,Same Day , 18:00-06:00,Same Day ,16:00-04:00,
5185,Same Day , 18:00-06:00,Same Day ,18:00-04:00,
5203,Same Day , 18:00-07:00,Same Day ,16:00-04:00,
5216,Same Day ,18:00-05:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 16, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5224,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5226,Same Day ,06:00-08:00,Same Day ,16:00-21:00,
5245,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5290,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5309,Same Day , 18:00-06:00,Same Day ,16:00-04:00,
5317,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5389,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5430,Same Day ,18:00-05:00,Same Day ,16:00-04:00,
5466,Same Day , 18:00-06:00,Same Day ,16:00-04:00,
5471,Same Day , 18:00-06:00,Same Day ,16:00-04:00,
5479,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
5480,Same Day ,21:00-05:00,Same Day ,16:00-04:00,
5490,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5491,Same Day ,18:00-05:00,Same Day ,16:00-04:00,
5492,Same Day ,18:00-07:00,Same Day ,16:00-04:00,
5499,Same Day , 18:00-07:00,Same Day ,16:00-04:00,
5675,Same Day ,18:00-21:00,Same Day ,16:00-21:00,
5713,Next Day,18:00-04:00,Next Day,16:00-04:00,
5717,Next Day,18:00-23:59,Next Day,18:00-04:00,
5726,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
5782,Next Day,18:00-23:59,Next Day,16:00-04:00,
5808,Next Day,18:00-04:00,Next Day,16:00-04:00,
5857,Same Day , 18:00-22:00,Same Day , 16:00-22:00,
5947,Next Day,18:00-23:59,Next Day,16:00-04:00,
5960,Next Day,18:00-23:59,Next Day,16:00-04:00,
5962,Next Day,18:00-23:59,Next Day,16:00-04:00,
6286,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
6459,Same Day ,20:00-06:00,Same Day ,18:00-04:00,
6587,Next Day,18:00-23:59,Next Day,16:00-04:00,
6786,Next Day,20:00-06:00,Next Day,18:00-04:00,
6813,Next Day,18:00-23:59,Next Day,16:00-04:00,
6850,Next Day,20:00-06:00,Next Day,18:00-04:00,
6929,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
6951,Same Day , 18:00-07:00,Same Day ,16:00-04:00,
7156,Same Day ,18:00-06:00,Same Day ,16:00-04:00,
7220,Next Day,20:00-06:00,Next Day,18:00-04:00,
7229,Next Day,18:00-23:59,Next Day,16:00-04:00,
7281,Next Day,18:00-04:00,Next Day,16:00-04:00,
7311,Next Day,20:00-06:00,Next Day,18:00-04:00,
7349,Same Day ,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 16, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
7362,Same Day ,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 16, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
