Store,Reference Number,Pieces,Delivery_date,Status
2873,1253076,1,10/25/2024,DELIVERED
2881,1253077,1,10/25/2024,DELIVERED
2882,1253078,1,10/25/2024,DELIVERED
2883,1253079,1,10/25/2024,DELIVERED
2884,1253080,1,10/25/2024,DELIVERED
2888,1253083,1,10/25/2024,DELIVERED
2890,1253084,1,10/25/2024,DELIVERED
2892,1253085,1,10/25/2024,DELIVERED
2893,1253086,1,10/25/2024,DELIVERED
2894,1253087,1,10/25/2024,DELIVERED
2897,1253088,1,10/25/2024,DELIVERED
2898,1253089,1,10/25/2024,DELIVERED
2899,1253090,1,10/25/2024,DELIVERED
2900,1253091,1,10/25/2024,DELIVERED
2901,1253092,1,10/25/2024,DELIVERED
2902,1253093,1,10/25/2024,DELIVERED
2903,1253094,1,10/25/2024,DELIVERED
2905,1253096,1,10/25/2024,DELIVERED
2906,1253097,1,10/25/2024,DELIVERED
2908,1253098,1,10/25/2024,DELIVERED
2910,1253099,1,10/25/2024,DELIVERED
2912,1253100,1,10/25/2024,DELIVERED
2913,1253101,1,10/25/2024,DELIVERED
2915,1253103,1,10/25/2024,DELIVERED
2916,1253104,1,10/25/2024,DELIVERED
2917,1253105,1,10/25/2024,DELIVERED
2920,1253107,1,10/25/2024,DELIVERED
2922,1253109,1,10/25/2024,DELIVERED
2925,1253110,1,10/25/2024,DELIVERED
2927,1253112,1,10/25/2024,DELIVERED
2929,1253113,1,10/25/2024,DELIVERED
2935,1253117,1,10/25/2024,DELIVERED
2941,1253120,1,10/25/2024,DELIVERED
2946,1253122,1,10/25/2024,DELIVERED
2947,1253123,1,10/25/2024,DELIVERED
2954,1253129,1,10/25/2024,DELIVERED
2957,1253132,1,10/25/2024,DELIVERED
2958,1253133,1,10/25/2024,DELIVERED
2964,1253137,1,10/25/2024,DELIVERED
2965,1253138,1,10/25/2024,DELIVERED
2987,1253145,1,10/25/2024,DELIVERED
2988,1253146,1,10/25/2024,DELIVERED
2989,1253147,1,10/25/2024,DELIVERED
2991,1253149,1,10/25/2024,DELIVERED
2994,1253151,1,10/25/2024,DELIVERED
3017,1253155,1,10/25/2024,DELIVERED
3035,1253157,1,10/25/2024,DELIVERED
3055,1253160,1,10/25/2024,DELIVERED
3067,1253165,1,10/25/2024,DELIVERED
3077,1253167,1,10/25/2024,DELIVERED
3081,1253169,1,10/25/2024,DELIVERED
3087,1253170,1,10/25/2024,DELIVERED
3088,1253171,1,10/25/2024,DELIVERED
3112,1253176,1,10/25/2024,DELIVERED
3118,1253178,1,10/25/2024,DELIVERED
3136,1253180,1,10/25/2024,DELIVERED
3150,1253182,1,10/25/2024,DELIVERED
3151,1253183,1,10/25/2024,DELIVERED
3163,1253185,1,10/25/2024,DELIVERED
3167,1253186,1,10/25/2024,DELIVERED
3169,1253187,1,10/25/2024,DELIVERED
3170,1253188,1,10/25/2024,DELIVERED
3177,1253189,1,10/25/2024,DELIVERED
3188,1253192,1,10/25/2024,DELIVERED
3197,1253193,1,10/25/2024,DELIVERED
3207,1253198,1,10/25/2024,DELIVERED
3209,1253200,1,10/25/2024,DELIVERED
3223,1253211,1,10/25/2024,DELIVERED
3224,1253212,1,10/25/2024,DELIVERED
3225,1253213,1,10/25/2024,DELIVERED
3228,1253216,1,10/25/2024,DELIVERED
3229,1253217,1,10/25/2024,DELIVERED
3232,1253218,1,10/25/2024,DELIVERED
3235,1253220,1,10/25/2024,DELIVERED
3239,1253223,1,10/25/2024,DELIVERED
3241,1253224,1,10/25/2024,DELIVERED
3247,1253227,1,10/25/2024,DELIVERED
3251,1253230,1,10/25/2024,DELIVERED
3252,1253231,1,10/25/2024,DELIVERED
3254,1253233,1,10/25/2024,DELIVERED
3258,1253235,1,10/25/2024,DELIVERED
3262,1253238,1,10/25/2024,DELIVERED
3267,1253241,1,10/25/2024,DELIVERED
3273,1253245,1,10/25/2024,DELIVERED
3277,1253248,1,10/25/2024,DELIVERED
3278,1253249,1,10/25/2024,DELIVERED
3279,1253250,1,10/25/2024,DELIVERED
3282,1253252,1,10/25/2024,DELIVERED
3284,1253253,1,10/25/2024,DELIVERED
3289,1253257,1,10/25/2024,DELIVERED
3295,1253261,1,10/25/2024,DELIVERED
3298,1253264,1,10/25/2024,DELIVERED
3309,1253271,1,10/25/2024,DELIVERED
3310,1253272,1,10/25/2024,DELIVERED
3311,1253273,1,10/25/2024,DELIVERED
3313,1253274,1,10/25/2024,DELIVERED
3322,1253276,1,10/25/2024,DELIVERED
3324,1253277,1,10/25/2024,DELIVERED
3336,1253279,1,10/25/2024,DELIVERED
3344,1253282,1,10/25/2024,DELIVERED
3347,1253283,1,10/25/2024,DELIVERED
3350,1253286,1,10/25/2024,DELIVERED
3351,1253287,1,10/25/2024,DELIVERED
3352,1253288,1,10/25/2024,DELIVERED
3360,1253289,1,10/25/2024,DELIVERED
3362,1253290,1,10/25/2024,DELIVERED
3364,1253292,1,10/25/2024,DELIVERED
3366,1253293,1,10/25/2024,DELIVERED
3371,1253295,1,10/25/2024,DELIVERED
3372,1253296,1,10/25/2024,DELIVERED
3379,1253297,1,10/25/2024,DELIVERED
3381,1253299,1,10/25/2024,DELIVERED
3389,1253303,1,10/25/2024,DELIVERED
3391,1253305,1,10/25/2024,DELIVERED
3397,1253308,1,10/25/2024,DELIVERED
3404,1253313,1,10/25/2024,DELIVERED
3407,1253315,1,10/25/2024,DELIVERED
3408,1253316,1,10/25/2024,DELIVERED
3409,1253317,1,10/25/2024,DELIVERED
3415,1253319,1,10/25/2024,DELIVERED
3420,1253322,1,10/25/2024,DELIVERED
3422,1253323,1,10/25/2024,DELIVERED
3430,1253326,1,10/25/2024,DELIVERED
3431,1253327,1,10/25/2024,DELIVERED
3435,1253331,1,10/25/2024,DELIVERED
3439,1253333,1,10/25/2024,DELIVERED
3447,1253336,1,10/25/2024,DELIVERED
3455,1253339,1,10/25/2024,DELIVERED
3462,1253344,1,10/25/2024,DELIVERED
3471,1253349,1,10/25/2024,DELIVERED
3473,1253351,1,10/25/2024,DELIVERED
3476,1253354,1,10/25/2024,DELIVERED
3481,1253356,1,10/25/2024,DELIVERED
3483,1253358,1,10/25/2024,DELIVERED
3484,1253359,1,10/25/2024,DELIVERED
3486,1253361,1,10/25/2024,DELIVERED
3487,1253362,1,10/25/2024,DELIVERED
3488,1253363,1,10/25/2024,DELIVERED
3489,1253364,1,10/25/2024,DELIVERED
3490,1253365,1,10/25/2024,DELIVERED
3493,1253367,1,10/25/2024,DELIVERED
3494,1253368,1,10/25/2024,DELIVERED
3495,1253369,1,10/25/2024,DELIVERED
3497,1253370,1,10/25/2024,DELIVERED
3498,1253371,1,10/25/2024,DELIVERED
3500,1253373,1,10/25/2024,DELIVERED
3505,1253375,1,10/25/2024,DELIVERED
3510,1253376,1,10/25/2024,DELIVERED
3513,1253378,1,10/25/2024,DELIVERED
3525,1253383,1,10/25/2024,DELIVERED
3527,1253385,1,10/25/2024,DELIVERED
3529,1253387,1,10/25/2024,DELIVERED
3533,1253389,1,10/25/2024,DELIVERED
3535,1253391,1,10/25/2024,DELIVERED
3537,1253392,1,10/25/2024,DELIVERED
3538,1253393,1,10/25/2024,DELIVERED
3541,1253394,1,10/25/2024,DELIVERED
3543,1253395,1,10/25/2024,DELIVERED
3545,1253396,1,10/25/2024,DELIVERED
3548,1253398,1,10/25/2024,DELIVERED
3549,1253399,1,10/25/2024,DELIVERED
3563,1253403,1,10/25/2024,DELIVERED
3566,1253405,1,10/25/2024,DELIVERED
3568,1253406,1,10/25/2024,DELIVERED
3569,1253407,1,10/25/2024,DELIVERED
3573,1253411,1,10/25/2024,DELIVERED
3580,1253412,1,10/25/2024,DELIVERED
3581,1253413,1,10/25/2024,DELIVERED
3587,1253417,1,10/25/2024,DELIVERED
3588,1253418,1,10/25/2024,DELIVERED
3589,1253419,1,10/25/2024,DELIVERED
3595,1253422,1,10/25/2024,DELIVERED
3608,1253427,1,10/25/2024,DELIVERED
3620,1253431,1,10/25/2024,DELIVERED
3624,1253433,1,10/25/2024,DELIVERED
3633,1253439,1,10/25/2024,DELIVERED
3634,1253440,1,10/25/2024,DELIVERED
3639,1253441,1,10/25/2024,DELIVERED
3641,1253443,1,10/25/2024,DELIVERED
3644,1253445,1,10/25/2024,DELIVERED
3650,1253447,1,10/25/2024,DELIVERED
3652,1253448,1,10/25/2024,DELIVERED
3659,1253449,1,10/25/2024,DELIVERED
3660,1253450,1,10/25/2024,DELIVERED
3700,1253451,1,10/25/2024,DELIVERED
3705,1253454,1,10/25/2024,DELIVERED
3708,1253455,1,10/25/2024,DELIVERED
3710,1253457,1,10/25/2024,DELIVERED
3712,1253458,1,10/25/2024,DELIVERED
3720,1253460,1,10/25/2024,DELIVERED
3726,1253463,1,10/25/2024,DELIVERED
3728,1253464,1,10/25/2024,DELIVERED
3729,1253465,1,10/25/2024,DELIVERED
3733,1253467,1,10/25/2024,DELIVERED
3742,1253472,1,10/25/2024,DELIVERED
3748,1253474,1,10/25/2024,DELIVERED
3750,1253475,1,10/25/2024,DELIVERED
3760,1253480,1,10/25/2024,DELIVERED
3763,1253483,1,10/25/2024,DELIVERED
3765,1253485,1,10/25/2024,DELIVERED
3771,1253487,1,10/25/2024,DELIVERED
3777,1253491,1,10/25/2024,DELIVERED
3782,1253494,1,10/25/2024,DELIVERED
3783,1253495,1,10/25/2024,DELIVERED
3785,1253496,1,10/25/2024,DELIVERED
3786,1253497,1,10/25/2024,DELIVERED
3789,1253498,1,10/25/2024,DELIVERED
3792,1253501,1,10/25/2024,DELIVERED
3794,1253502,1,10/25/2024,DELIVERED
3802,1253507,1,10/25/2024,DELIVERED
3803,1253508,1,10/25/2024,DELIVERED
3807,1253512,1,10/25/2024,DELIVERED
3809,1253513,1,10/25/2024,DELIVERED
3810,1253514,1,10/25/2024,DELIVERED
3812,1253515,1,10/25/2024,DELIVERED
3824,1253517,1,10/25/2024,DELIVERED
3825,1253518,1,10/25/2024,DELIVERED
3831,1253522,1,10/25/2024,DELIVERED
3835,1253524,1,10/25/2024,DELIVERED
3840,1253527,1,10/25/2024,DELIVERED
3843,1253528,1,10/25/2024,DELIVERED
3850,1253531,1,10/25/2024,DELIVERED
3851,1253532,1,10/25/2024,DELIVERED
3857,1253534,1,10/25/2024,DELIVERED
3860,1253536,1,10/25/2024,DELIVERED
3864,1253538,1,10/25/2024,DELIVERED
3869,1253541,1,10/25/2024,DELIVERED
3875,1253544,1,10/25/2024,DELIVERED
3884,1253547,1,10/25/2024,DELIVERED
3887,1253548,1,10/25/2024,DELIVERED
3896,1253553,1,10/25/2024,DELIVERED
3947,1253556,1,10/25/2024,DELIVERED
4055,1253558,1,10/25/2024,DELIVERED
4115,1253567,1,10/25/2024,DELIVERED
4129,1253568,1,10/25/2024,DELIVERED
4130,1253569,1,10/25/2024,DELIVERED
4137,1253572,1,10/25/2024,DELIVERED
4156,1253575,1,10/25/2024,DELIVERED
4161,1253576,1,10/25/2024,DELIVERED
4163,1253578,1,10/25/2024,DELIVERED
4166,1253581,1,10/25/2024,DELIVERED
4176,1253583,1,10/25/2024,DELIVERED
4185,1253585,1,10/25/2024,DELIVERED
4191,1253586,1,10/25/2024,DELIVERED
4195,1253588,1,10/25/2024,DELIVERED
4200,1253589,1,10/25/2024,DELIVERED
4202,1253590,1,10/25/2024,DELIVERED
4203,1253591,1,10/25/2024,DELIVERED
4208,1253592,1,10/25/2024,DELIVERED
4209,1253593,1,10/25/2024,DELIVERED
4219,1253595,1,10/25/2024,DELIVERED
4221,1253596,1,10/25/2024,DELIVERED
4224,1253597,1,10/25/2024,DELIVERED
4226,1253598,1,10/25/2024,DELIVERED
4230,1253599,1,10/25/2024,DELIVERED
4231,1253600,1,10/25/2024,DELIVERED
4232,1253601,1,10/25/2024,DELIVERED
4237,1253603,1,10/25/2024,DELIVERED
4238,1253604,1,10/25/2024,DELIVERED
4239,1253605,1,10/25/2024,DELIVERED
4241,1253607,1,10/25/2024,DELIVERED
4246,1253610,1,10/25/2024,DELIVERED
4253,1253614,1,10/25/2024,DELIVERED
4255,1253615,1,10/25/2024,DELIVERED
4256,1253616,1,10/25/2024,DELIVERED
4258,1253618,1,10/25/2024,DELIVERED
4259,1253619,1,10/25/2024,DELIVERED
4260,1253620,1,10/25/2024,DELIVERED
4272,1253622,1,10/25/2024,DELIVERED
4273,1253623,1,10/25/2024,DELIVERED
4274,1253624,1,10/25/2024,DELIVERED
4276,1253625,1,10/25/2024,DELIVERED
4283,1253630,1,10/25/2024,DELIVERED
4285,1253632,1,10/25/2024,DELIVERED
4288,1253634,1,10/25/2024,DELIVERED
4295,1253635,1,10/25/2024,DELIVERED
4303,1253637,1,10/25/2024,DELIVERED
4309,1253638,1,10/25/2024,DELIVERED
4332,1253643,1,10/25/2024,DELIVERED
4333,1253644,1,10/25/2024,DELIVERED
4336,1253647,1,10/25/2024,DELIVERED
4341,1253650,1,10/25/2024,DELIVERED
4348,1253651,1,10/25/2024,DELIVERED
4350,1253652,1,10/25/2024,DELIVERED
4352,1253653,1,10/25/2024,DELIVERED
4355,1253654,1,10/25/2024,DELIVERED
4356,1253655,1,10/25/2024,DELIVERED
4365,1253657,1,10/25/2024,DELIVERED
4378,1253663,1,10/25/2024,DELIVERED
4381,1253664,1,10/25/2024,DELIVERED
4383,1253665,1,10/25/2024,DELIVERED
4387,1253666,1,10/25/2024,DELIVERED
4389,1253667,1,10/25/2024,DELIVERED
4393,1253669,1,10/25/2024,DELIVERED
4394,1253670,1,10/25/2024,DELIVERED
4399,1253672,1,10/25/2024,DELIVERED
4404,1253673,1,10/25/2024,DELIVERED
4410,1253676,1,10/25/2024,DELIVERED
4417,1253679,1,10/25/2024,DELIVERED
4423,1253680,1,10/25/2024,DELIVERED
4436,1253686,1,10/25/2024,DELIVERED
4438,1253687,1,10/25/2024,DELIVERED
4444,1253689,1,10/25/2024,DELIVERED
4446,1253690,1,10/25/2024,DELIVERED
4456,1253692,1,10/25/2024,DELIVERED
4472,1253695,1,10/25/2024,DELIVERED
4475,1253696,1,10/25/2024,DELIVERED
4479,1253697,1,10/25/2024,DELIVERED
4483,1253699,1,10/25/2024,DELIVERED
4488,1253701,1,10/25/2024,DELIVERED
4501,1253703,1,10/25/2024,DELIVERED
4503,1253704,1,10/25/2024,DELIVERED
4543,1253716,1,10/25/2024,DELIVERED
4553,1253717,1,10/25/2024,DELIVERED
4554,1253718,1,10/25/2024,DELIVERED
4557,1253719,1,10/25/2024,DELIVERED
4558,1253720,1,10/25/2024,DELIVERED
4574,1253725,1,10/25/2024,DELIVERED
4581,1253726,1,10/25/2024,DELIVERED
4588,1253727,1,10/25/2024,DELIVERED
4590,1253728,1,10/25/2024,DELIVERED
4593,1253729,1,10/25/2024,DELIVERED
4594,1253730,1,10/25/2024,DELIVERED
4599,1253731,1,10/25/2024,DELIVERED
4600,1253732,1,10/25/2024,DELIVERED
4606,1253734,1,10/25/2024,DELIVERED
4611,1253735,1,10/25/2024,DELIVERED
4615,1253737,1,10/25/2024,DELIVERED
4616,1253738,1,10/25/2024,DELIVERED
4631,1253741,1,10/25/2024,DELIVERED
4637,1253743,1,10/25/2024,DELIVERED
4638,1253744,1,10/25/2024,DELIVERED
4644,1253748,1,10/25/2024,DELIVERED
4660,1253750,1,10/25/2024,DELIVERED
4677,1253751,1,10/25/2024,DELIVERED
4681,1253754,1,10/25/2024,DELIVERED
4682,1253755,1,10/25/2024,DELIVERED
4687,1253757,1,10/25/2024,DELIVERED
4689,1253758,1,10/25/2024,DELIVERED
4690,1253759,1,10/25/2024,DELIVERED
4695,1253760,1,10/25/2024,DELIVERED
4696,1253761,1,10/25/2024,DELIVERED
4849,1253765,1,10/25/2024,DELIVERED
5022,1253768,1,10/25/2024,DELIVERED
5023,1253769,1,10/25/2024,DELIVERED
5025,1253770,1,10/25/2024,DELIVERED
5028,1253771,1,10/25/2024,DELIVERED
5031,1253774,1,10/25/2024,DELIVERED
5036,1253779,1,10/25/2024,DELIVERED
5037,1253780,1,10/25/2024,DELIVERED
5039,1253781,1,10/25/2024,DELIVERED
5040,1253782,1,10/25/2024,DELIVERED
5041,1253783,1,10/25/2024,DELIVERED
5047,1253787,1,10/25/2024,DELIVERED
5049,1253789,1,10/25/2024,DELIVERED
5057,1253794,1,10/25/2024,DELIVERED
5058,1253795,1,10/25/2024,DELIVERED
5063,1253797,1,10/25/2024,DELIVERED
5066,1253800,1,10/25/2024,DELIVERED
5070,1253801,1,10/25/2024,DELIVERED
5071,1253802,1,10/25/2024,DELIVERED
5073,1253804,1,10/25/2024,DELIVERED
5082,1253811,1,10/25/2024,DELIVERED
5085,1253812,1,10/25/2024,DELIVERED
5088,1253813,1,10/25/2024,DELIVERED
5089,1253814,1,10/25/2024,DELIVERED
5095,1253818,1,10/25/2024,DELIVERED
5096,1253819,1,10/25/2024,DELIVERED
5103,1253823,1,10/25/2024,DELIVERED
5105,1253825,1,10/25/2024,DELIVERED
5115,1253827,1,10/25/2024,DELIVERED
5127,1253833,1,10/25/2024,DELIVERED
5130,1253835,1,10/25/2024,DELIVERED
5133,1253837,1,10/25/2024,DELIVERED
5134,1253838,1,10/25/2024,DELIVERED
5136,1253839,1,10/25/2024,DELIVERED
5139,1253841,1,10/25/2024,DELIVERED
5141,1253843,1,10/25/2024,DELIVERED
5144,1253845,1,10/25/2024,DELIVERED
5147,1253848,1,10/25/2024,DELIVERED
5150,1253849,1,10/25/2024,DELIVERED
5151,1253850,1,10/25/2024,DELIVERED
5152,1253851,1,10/25/2024,DELIVERED
5160,1253857,1,10/25/2024,DELIVERED
5166,1253859,1,10/25/2024,DELIVERED
5167,1253860,1,10/25/2024,DELIVERED
5170,1253862,1,10/25/2024,DELIVERED
5173,1253864,1,10/25/2024,DELIVERED
5174,1253865,1,10/25/2024,DELIVERED
5184,1253867,1,10/25/2024,DELIVERED
5185,1253868,1,10/25/2024,DELIVERED
5190,1253871,1,10/25/2024,DELIVERED
5191,1253872,1,10/25/2024,DELIVERED
5192,1253873,1,10/25/2024,DELIVERED
5200,1253877,1,10/25/2024,DELIVERED
5202,1253879,1,10/25/2024,DELIVERED
5203,1253880,1,10/25/2024,DELIVERED
5211,1253882,1,10/25/2024,DELIVERED
5214,1253883,1,10/25/2024,DELIVERED
5215,1253884,1,10/25/2024,DELIVERED
5218,1253885,1,10/25/2024,DELIVERED
5219,1253886,1,10/25/2024,DELIVERED
5220,1253887,1,10/25/2024,DELIVERED
5227,1253888,1,10/25/2024,DELIVERED
5228,1253889,1,10/25/2024,DELIVERED
5231,1253891,1,10/25/2024,DELIVERED
5233,1253893,1,10/25/2024,DELIVERED
5235,1253895,1,10/25/2024,DELIVERED
5241,1253898,1,10/25/2024,DELIVERED
5250,1253902,1,10/25/2024,DELIVERED
5251,1253903,1,10/25/2024,DELIVERED
5252,1253904,1,10/25/2024,DELIVERED
5263,1253907,1,10/25/2024,DELIVERED
5266,1253909,1,10/25/2024,DELIVERED
5270,1253910,1,10/25/2024,DELIVERED
5278,1253915,1,10/25/2024,DELIVERED
5288,1253920,1,10/25/2024,DELIVERED
5293,1253922,1,10/25/2024,DELIVERED
5294,1253923,1,10/25/2024,DELIVERED
5295,1253924,1,10/25/2024,DELIVERED
5298,1253926,1,10/25/2024,DELIVERED
5299,1253927,1,10/25/2024,DELIVERED
5305,1253931,1,10/25/2024,DELIVERED
5309,1253933,1,10/25/2024,DELIVERED
5311,1253934,1,10/25/2024,DELIVERED
5317,1253938,1,10/25/2024,DELIVERED
5329,1253942,1,10/25/2024,DELIVERED
5330,1253943,1,10/25/2024,DELIVERED
5331,1253944,1,10/25/2024,DELIVERED
5334,1253945,1,10/25/2024,DELIVERED
5335,1253946,1,10/25/2024,DELIVERED
5337,1253947,1,10/25/2024,DELIVERED
5340,1253949,1,10/25/2024,DELIVERED
5343,1253952,1,10/25/2024,DELIVERED
5345,1253953,1,10/25/2024,DELIVERED
5350,1253955,1,10/25/2024,DELIVERED
5355,1253957,1,10/25/2024,DELIVERED
5356,1253958,1,10/25/2024,DELIVERED
5358,1253959,1,10/25/2024,DELIVERED
5361,1253962,1,10/25/2024,DELIVERED
5368,1253964,1,10/25/2024,DELIVERED
5373,1253967,1,10/25/2024,DELIVERED
5374,1253968,1,10/25/2024,DELIVERED
5382,1253972,1,10/25/2024,DELIVERED
5385,1253974,1,10/25/2024,DELIVERED
5388,1253977,1,10/25/2024,DELIVERED
5389,1253978,1,10/25/2024,DELIVERED
5392,1253981,1,10/25/2024,DELIVERED
5394,1253982,1,10/25/2024,DELIVERED
5396,1253983,1,10/25/2024,DELIVERED
5409,1253989,1,10/25/2024,DELIVERED
5410,1253990,1,10/25/2024,DELIVERED
5420,1253995,1,10/25/2024,DELIVERED
5424,1253997,1,10/25/2024,DELIVERED
5425,1253998,1,10/25/2024,DELIVERED
5429,1254000,1,10/25/2024,DELIVERED
5434,1254002,1,10/25/2024,DELIVERED
5435,1254003,1,10/25/2024,DELIVERED
5436,1254004,1,10/25/2024,DELIVERED
5439,1254006,1,10/25/2024,DELIVERED
5440,1254007,1,10/25/2024,DELIVERED
5443,1254010,1,10/25/2024,DELIVERED
5450,1254016,1,10/25/2024,DELIVERED
5455,1254017,1,10/25/2024,DELIVERED
5460,1254019,1,10/25/2024,DELIVERED
5461,1254020,1,10/25/2024,DELIVERED
5462,1254021,1,10/25/2024,DELIVERED
5463,1254022,1,10/25/2024,DELIVERED
5466,1254023,1,10/25/2024,DELIVERED
5470,1254025,1,10/25/2024,DELIVERED
5471,1254026,1,10/25/2024,DELIVERED
5472,1254027,1,10/25/2024,DELIVERED
5476,1254028,1,10/25/2024,DELIVERED
5477,1254029,1,10/25/2024,DELIVERED
5479,1254030,1,10/25/2024,DELIVERED
5480,1254031,1,10/25/2024,DELIVERED
5481,1254032,1,10/25/2024,DELIVERED
5482,1254033,1,10/25/2024,DELIVERED
5483,1254034,1,10/25/2024,DELIVERED
5489,1254038,1,10/25/2024,DELIVERED
5494,1254039,1,10/25/2024,DELIVERED
5495,1254040,1,10/25/2024,DELIVERED
5629,1254046,1,10/25/2024,DELIVERED
5667,1254051,1,10/25/2024,DELIVERED
5668,1254052,1,10/25/2024,DELIVERED
5669,1254053,1,10/25/2024,DELIVERED
5671,1254054,1,10/25/2024,DELIVERED
5676,1254057,1,10/25/2024,DELIVERED
5686,1254058,1,10/25/2024,DELIVERED
5701,1254059,1,10/25/2024,DELIVERED
5710,1254062,1,10/25/2024,DELIVERED
5731,1254065,1,10/25/2024,DELIVERED
5745,1254068,1,10/25/2024,DELIVERED
5747,1254069,1,10/25/2024,DELIVERED
5748,1254070,1,10/25/2024,DELIVERED
5751,1254071,1,10/25/2024,DELIVERED
5753,1254073,1,10/25/2024,DELIVERED
5761,1254074,1,10/25/2024,DELIVERED
5763,1254075,1,10/25/2024,DELIVERED
5766,1254077,1,10/25/2024,DELIVERED
5768,1254078,1,10/25/2024,DELIVERED
5777,1254080,1,10/25/2024,DELIVERED
5779,1254081,1,10/25/2024,DELIVERED
5787,1254083,1,10/25/2024,DELIVERED
5795,1254084,1,10/25/2024,DELIVERED
5835,1254092,1,10/25/2024,DELIVERED
5839,1254093,1,10/25/2024,DELIVERED
5842,1254095,1,10/25/2024,DELIVERED
5843,1254096,1,10/25/2024,DELIVERED
5845,1254098,1,10/25/2024,DELIVERED
5848,1254099,1,10/25/2024,DELIVERED
5853,1254101,1,10/25/2024,DELIVERED
5854,1254102,1,10/25/2024,DELIVERED
5857,1254103,1,10/25/2024,DELIVERED
5859,1254105,1,10/25/2024,DELIVERED
5861,1254106,1,10/25/2024,DELIVERED
5864,1254107,1,10/25/2024,DELIVERED
5866,1254108,1,10/25/2024,DELIVERED
5871,1254111,1,10/25/2024,DELIVERED
5880,1254115,1,10/25/2024,DELIVERED
5881,1254116,1,10/25/2024,DELIVERED
5883,1254118,1,10/25/2024,DELIVERED
5884,1254119,1,10/25/2024,DELIVERED
5886,1254120,1,10/25/2024,DELIVERED
5888,1254121,1,10/25/2024,DELIVERED
5889,1254122,1,10/25/2024,DELIVERED
5890,1254123,1,10/25/2024,DELIVERED
5891,1254124,1,10/25/2024,DELIVERED
5894,1254126,1,10/25/2024,DELIVERED
5898,1254127,1,10/25/2024,DELIVERED
5912,1254129,1,10/25/2024,DELIVERED
5927,1254131,1,10/25/2024,DELIVERED
5929,1254132,1,10/25/2024,DELIVERED
5930,1254133,1,10/25/2024,DELIVERED
5932,1254134,1,10/25/2024,DELIVERED
5935,1254135,1,10/25/2024,DELIVERED
5936,1254136,1,10/25/2024,DELIVERED
5938,1254137,1,10/25/2024,DELIVERED
5944,1254138,1,10/25/2024,DELIVERED
5956,1254140,1,10/25/2024,DELIVERED
5964,1254143,1,10/25/2024,DELIVERED
5968,1254145,1,10/25/2024,DELIVERED
5976,1254147,1,10/25/2024,DELIVERED
5977,1254148,1,10/25/2024,DELIVERED
5992,1254150,1,10/25/2024,DELIVERED
6173,1254152,1,10/25/2024,DELIVERED
6286,1254154,1,10/25/2024,DELIVERED
6300,1254155,1,10/25/2024,DELIVERED
6394,1254157,1,10/25/2024,DELIVERED
6397,1254158,1,10/25/2024,DELIVERED
6476,1254160,1,10/25/2024,DELIVERED
6477,1254161,1,10/25/2024,DELIVERED
6480,1254162,1,10/25/2024,DELIVERED
6879,1254165,1,10/25/2024,DELIVERED
6929,1254166,1,10/25/2024,DELIVERED
6978,1254173,1,10/25/2024,DELIVERED
7009,1254175,1,10/25/2024,DELIVERED
7020,1254176,1,10/25/2024,DELIVERED
7032,1254177,1,10/25/2024,DELIVERED
7156,1254179,1,10/25/2024,DELIVERED
7178,1254180,1,10/25/2024,DELIVERED
7179,1254181,1,10/25/2024,DELIVERED
7238,1254183,1,10/25/2024,DELIVERED
7246,1254185,1,10/25/2024,DELIVERED
7247,1254186,1,10/25/2024,DELIVERED
7249,1254187,1,10/25/2024,DELIVERED
7326,1254191,1,10/25/2024,DELIVERED
8331,1254192,1,10/25/2024,DELIVERED
1966,98812663,1,10/25/2024,DELIVERED
1973,98812672,1,10/25/2024,DELIVERED
2656,98812673,1,10/25/2024,DELIVERED
1871,98812651,1,10/25/2024,DELIVERED
3770,98812636,1,10/25/2024,DELIVERED
1731,98812637,1,10/25/2024,DELIVERED
2043,98812639,1,10/25/2024,DELIVERED
1243,98812595,1,10/25/2024,DELIVERED
5847,98812599,1,10/25/2024,DELIVERED
1781,98812623,1,10/25/2024,DELIVERED
1949,98812630,1,10/25/2024,DELIVERED
2278,98812584,1,10/25/2024,DELIVERED
3320,98812588,1,10/25/2024,DELIVERED
2262,98812592,1,10/25/2024,DELIVERED
2159,98812593,1,10/25/2024,DELIVERED
1958,98812572,1,10/25/2024,DELIVERED
2561,98812573,1,10/25/2024,DELIVERED
1302,98812574,1,10/25/2024,DELIVERED
1465,98812576,1,10/25/2024,DELIVERED
552,98812564,1,10/25/2024,DELIVERED
873,98812567,1,10/25/2024,DELIVERED
2909,98812570,1,10/25/2024,DELIVERED
2761,98812569,1,10/25/2024,DELIVERED
4508,98812571,1,10/25/2024,DELIVERED
966,98812553,1,10/25/2024,DELIVERED
3429,98812555,1,10/25/2024,DELIVERED
1945,98812557,1,10/25/2024,DELIVERED
452,98812558,1,10/25/2024,DELIVERED
5445,98812559,1,10/25/2024,DELIVERED
5809,98812560,1,10/25/2024,DELIVERED
5003,98812563,1,10/25/2024,DELIVERED
2652,98812540,1,10/25/2024,DELIVERED
900,98812529,1,10/25/2024,DELIVERED
3329,98812530,1,10/25/2024,DELIVERED
1946,98812525,1,10/25/2024,DELIVERED
5732,98812526,1,10/25/2024,DELIVERED
906,98812522,1,10/25/2024,DELIVERED
770,98812502,1,10/25/2024,DELIVERED
812,98812507,1,10/25/2024,DELIVERED
664,98812497,1,10/25/2024,DELIVERED
